id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,assist,qualifier/17/value
2466727563,7,1,1,0,17,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.8,7.2,2022-10-02T19:01:17.832Z,2022-10-03T09:52:16Z,3815983563,141,25.4,3815983561,140,51.1,3817174723,178,,3815983557,56,Center,3815983571,213,2.0,3815983567,212,13.3,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727577,8,1,1,0,18,2l0ldgiwsgb8d6y3z0sfgjzyj,0,51.1,25.4,2022-10-02T19:01:19.495Z,2022-10-03T09:52:21Z,3815983637,1,,3815983627,56,Center,3815983631,141,69.7,3817175125,178,,3815983633,212,39.2,3815983629,140,75.0,3815983625,155,,3815983635,213,0.9,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727585,5,1,1,0,20,3kq9cckrnlogidldtdie2fkbl,1,24.2,33.2,2022-10-02T19:01:21.446Z,2022-10-03T09:52:29Z,3815983707,141,47.7,3817175721,178,,3815983701,3,,3815983703,56,Back,3815983709,212,17.8,3815983711,213,2.6,3815983705,140,10.1,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727587,6,52,1,0,23,3kq9cckrnlogidldtdie2fkbl,1,10.1,47.7,2022-10-02T19:01:23.978Z,2022-10-03T09:52:33Z,3816780561,376,,3817175743,178,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727609,7,1,1,0,24,3kq9cckrnlogidldtdie2fkbl,1,10.1,47.7,2022-10-02T19:01:24.870Z,2022-10-03T09:52:37Z,3815983861,213,1.0,3815983857,141,75.4,3815983851,123,,3817176449,178,,3815983859,212,22.4,3815983853,56,Back,3815983855,140,21.6,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727625,8,1,1,0,27,3kq9cckrnlogidldtdie2fkbl,1,21.6,75.4,2022-10-02T19:01:27.973Z,2022-10-03T09:52:47Z,3815983977,212,5.3,3815983971,56,Back,3817177111,178,,3815983979,213,0.8,3815983973,140,25.2,3815983975,141,80.8,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727639,9,1,1,0,30,3kq9cckrnlogidldtdie2fkbl,1,23.6,72.2,2022-10-02T19:01:31.056Z,2022-10-03T09:52:56Z,3815984047,141,39.4,3815984045,140,21.6,3815984051,213,4.6,3817177771,178,,3815984049,212,22.4,3815984043,56,Back,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727653,10,1,1,0,34,3kq9cckrnlogidldtdie2fkbl,1,24.4,35.2,2022-10-02T19:01:34.751Z,2022-10-03T09:53:03Z,3815984171,213,6.2,3815984167,141,34.7,3817178325,178,,3815984165,140,32.6,3815984163,56,Back,3815984169,212,8.6,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727665,11,1,1,0,38,3kq9cckrnlogidldtdie2fkbl,1,36.8,27.6,2022-10-02T19:01:38.734Z,2022-10-03T09:53:08Z,3815984237,212,17.2,3815984243,213,5.2,3817178829,178,,3815984233,141,4.9,3815984229,140,44.1,3815984225,56,Back,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727673,12,1,1,0,39,3kq9cckrnlogidldtdie2fkbl,1,44.1,4.9,2022-10-02T19:01:40.216Z,2022-10-03T09:53:12Z,3815984301,212,10.2,3815984295,56,Back,3817179123,178,,3815984299,141,8.2,3815984297,140,34.6,3815984303,213,2.9,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727681,13,1,1,0,41,3kq9cckrnlogidldtdie2fkbl,1,31.9,11.2,2022-10-02T19:01:42.401Z,2022-10-03T09:53:17Z,3815984351,56,Back,3815984357,212,16.9,3815984355,141,32.3,3817179535,178,,3815984359,213,2.1,3815984353,140,23.4,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727699,14,1,1,0,43,3kq9cckrnlogidldtdie2fkbl,1,21.7,32.6,2022-10-02T19:01:44.160Z,2022-10-03T09:53:23Z,3815984489,212,18.8,3815984483,56,Back,3815984485,140,7.1,3817179567,178,,3815984491,213,2.5,3815984487,141,48.7,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727719,15,1,1,0,46,3kq9cckrnlogidldtdie2fkbl,1,8.6,48.9,2022-10-02T19:01:46.921Z,2022-10-03T09:53:29Z,3815984593,141,76.6,3817180397,178,,3815984595,212,21.5,3815984589,56,Back,3815984597,213,1.1,3815984591,140,18.4,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727729,16,1,1,0,48,3kq9cckrnlogidldtdie2fkbl,1,20,75.5,2022-10-02T19:01:49.092Z,2022-10-03T09:53:35Z,3815984669,213,4.9,3815984667,212,11.2,3815984663,140,22.1,3815984661,56,Back,3815984665,141,59.3,3817180893,178,,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727759,17,1,1,0,51,3kq9cckrnlogidldtdie2fkbl,1,19.2,50.4,2022-10-02T19:01:52.254Z,2022-10-03T09:53:40Z,3815984823,141,29.5,3817181257,178,,3815984827,212,14.3,3815984831,213,4.8,3815984821,140,20.7,3815984817,56,Back,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727775,18,1,1,0,55,3kq9cckrnlogidldtdie2fkbl,1,23.1,26.6,2022-10-02T19:01:56.319Z,2022-10-03T09:53:45Z,3815984919,140,33.0,3815984925,213,0.2,3817181497,178,,3815984923,212,10.6,3815984921,141,29.6,3815984917,56,Back,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727793,19,1,1,0,57,3kq9cckrnlogidldtdie2fkbl,1,35.5,29,2022-10-02T19:01:58.494Z,2022-10-03T09:53:50Z,3815985041,56,Back,3817181789,178,,3815985047,212,11.4,3815985045,141,25.5,3815985049,213,3.4,3815985043,140,24.9,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727825,20,1,1,1,2,3kq9cckrnlogidldtdie2fkbl,1,27.5,29.6,2022-10-02T19:02:02.816Z,2022-10-03T09:53:54Z,3815985199,213,1.3,3817182045,178,,3815985193,140,33.0,3815985189,56,Back,3815985195,141,66.8,3815985197,212,25.9,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727849,21,1,1,1,5,3kq9cckrnlogidldtdie2fkbl,1,36.7,75.4,2022-10-02T19:02:05.715Z,2022-10-03T09:53:59Z,3815985285,212,23.9,3817182061,178,,3815985283,141,97.3,3815985281,140,54.5,3815985287,213,0.7,3815985279,56,Left,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727859,22,1,1,1,7,3kq9cckrnlogidldtdie2fkbl,1,55.9,96.1,2022-10-02T19:02:08.176Z,2022-10-03T09:54:06Z,3815985363,212,6.2,3815985365,213,4.4,3815985359,140,54.3,3815985357,56,Left,3817182585,178,,3815985361,141,87.3,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727869,23,1,1,1,9,3kq9cckrnlogidldtdie2fkbl,1,56.6,88.2,2022-10-02T19:02:09.777Z,2022-10-03T09:54:12Z,3815985407,140,61.5,3815985413,213,6.0,3817182837,178,,3815985411,212,5.3,3815985405,56,Left,3815985409,141,86.3,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727913,24,1,1,1,10,3kq9cckrnlogidldtdie2fkbl,1,61.5,86.3,2022-10-02T19:02:10.709Z,2022-10-03T09:54:25Z,3817183401,178,,3815985643,212,8.4,3815985645,213,2.8,3815985637,56,Left,3815985641,141,90.9,3815985639,140,54.1,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466727975,25,1,1,1,14,3kq9cckrnlogidldtdie2fkbl,1,51.7,80.9,2022-10-02T19:02:14.840Z,2022-10-03T09:54:33Z,3815985961,212,26.5,3815985957,140,45.8,3815985959,141,43.0,3815985955,56,Back,3817183407,178,,3815985963,213,4.5,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728003,26,1,1,1,19,3kq9cckrnlogidldtdie2fkbl,0,48.3,40.6,2022-10-02T19:02:20.169Z,2022-10-03T09:54:38Z,3815986075,213,1.2,3815986065,196,,3815986063,155,,3815986069,140,64.4,3815986073,212,44.7,3817184061,178,,3815986071,141,100.0,3815986067,56,Left,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,3815986077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728017,9,5,1,1,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,39.6,-1,2022-10-02T19:02:22.962Z,2022-10-03T09:54:45Z,3815986191,347,,3815986189,56,Back,3815986205,233,27,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728005,27,5,1,1,22,3kq9cckrnlogidldtdie2fkbl,0,60.4,101,2022-10-02T19:02:22.962Z,2022-10-03T09:54:46Z,3815986083,56,Left,3815986085,347,,3815986217,233,9,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728065,10,1,1,1,31,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.8,0,2022-10-02T19:02:32.403Z,2022-10-03T09:54:53Z,3815986523,141,19.4,3815986527,213,1.9,3815986517,107,,3815986519,56,Back,3815986525,212,15.0,3815986521,140,37.8,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728087,11,1,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,34.7,24.1,2022-10-02T19:02:34.019Z,2022-10-03T09:55:06Z,3817184877,178,,3815986625,213,2.6,3815986619,140,13.5,3815986623,212,26.5,3815986621,141,45.3,3815986617,56,Back,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728111,12,1,1,1,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,11.4,61,2022-10-02T19:02:38.522Z,2022-10-03T09:55:11Z,3815986797,212,37.6,3815986801,213,0.7,3815986791,140,38.1,3815986787,155,,3817185255,178,,3815986793,141,97.8,3815986789,56,Back,3815986805,1,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728115,13,1,1,1,40,2l0ldgiwsgb8d6y3z0sfgjzyj,0,38.1,97.8,2022-10-02T19:02:41.412Z,2022-10-03T09:55:16Z,3817185999,388,,3815986827,213,2.8,3815986821,140,32.6,3815986817,3,,3815986823,141,100.0,3815986819,56,Back,3815986825,212,6.2,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728125,14,5,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,0,34.2,101.4,2022-10-02T19:02:41.846Z,2022-10-03T09:55:19Z,3815986851,56,Back,3815986853,347,,3815987299,233,28,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728203,28,5,1,1,41,3kq9cckrnlogidldtdie2fkbl,1,65.8,-1.4,2022-10-02T19:02:41.846Z,2022-10-03T09:55:19Z,3815987275,233,14,3815987257,347,,3815987255,56,Right,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728227,29,1,1,1,46,3kq9cckrnlogidldtdie2fkbl,1,63.1,0,2022-10-02T19:02:47.333Z,2022-10-03T09:55:25Z,3815987383,213,2.4,3815987377,140,53.3,3815987379,141,12.0,3815987373,107,,3815988035,189,,3815987375,56,Right,3815987381,212,13.5,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728563,32,1,1,1,48,3kq9cckrnlogidldtdie2fkbl,1,58.7,6,2022-10-02T19:02:49.353Z,2022-10-03T09:55:28Z,3815990659,141,17.8,3815990655,56,Back,3815991247,189,,3815990663,213,2.6,3815990661,212,16.7,3817186547,178,,3815990657,140,44.7,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728249,30,1,1,1,51,3kq9cckrnlogidldtdie2fkbl,1,42.4,22.5,2022-10-02T19:02:52.417Z,2022-10-03T09:55:33Z,3815987537,141,65.6,3817186731,178,,3815987535,140,46.3,3815987539,212,29.6,3815987533,56,Back,3815987541,213,1.4,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728289,31,1,1,1,56,3kq9cckrnlogidldtdie2fkbl,0,55.9,77.9,2022-10-02T19:02:57.411Z,2022-10-03T09:55:39Z,3817186991,178,,3815987763,212,31.3,3815987765,213,0.3,3815987759,140,84.4,3815987757,56,Left,3815987761,141,91.3,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466970507,856,67,1,1,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,20.7,7.4,2022-10-02T19:02:58.374Z,2022-10-03T11:52:34Z,3817237353,233,1397,,,,,,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466970505,1397,67,1,1,57,3kq9cckrnlogidldtdie2fkbl,0,79.3,92.6,2022-10-02T19:02:58.375Z,2022-10-03T10:45:26Z,3817237357,233,856,,,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728291,15,49,1,2,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,15.2,10.5,2022-10-02T19:03:02.415Z,2022-10-03T09:55:46Z,,,,,,,,,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728337,16,1,1,2,3,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23,6.8,2022-10-02T19:03:04.077Z,2022-10-03T09:56:01Z,3815988025,140,29.4,3817188087,178,,3815988023,56,Back,3815988029,212,7.2,3815988031,213,0.4,3815988027,141,10.7,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728347,17,1,1,2,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.4,10.7,2022-10-02T19:03:06.069Z,2022-10-03T09:56:10Z,3815988091,141,25.4,3815988087,56,Back,3817188091,178,,3815988093,212,10.1,3815988089,140,30.8,3815988095,213,1.4,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728361,18,1,1,2,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,30.8,25.4,2022-10-02T19:03:08.669Z,2022-10-03T09:56:19Z,3815988223,213,4.4,3815988215,56,Back,3815988219,141,4.0,3815988217,140,25.9,3817188285,178,,3815988221,212,15.4,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728373,19,1,1,2,10,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.9,3.5,2022-10-02T19:03:11.276Z,2022-10-03T09:56:25Z,3815988285,56,Back,3817188459,178,,3815988293,213,0.7,3815988289,141,14.8,3815988291,212,12.2,3815988287,140,34.9,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728383,20,1,1,2,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,34.9,14.8,2022-10-02T19:03:12.067Z,2022-10-03T09:56:34Z,3815988329,56,Back,3815988333,141,26.1,3815988335,212,9.6,3817188739,178,,3815988337,213,2.2,3815988331,140,29.4,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728405,21,1,1,2,12,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.4,26.1,2022-10-02T19:03:13.165Z,2022-10-03T09:56:37Z,3815988469,141,26.4,3815988473,213,0.0,3815988465,56,Back,3815988467,140,45.3,3815988471,212,16.7,3817188797,178,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
