id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2530521569,4,49,1,0,7,74mcjsm72vr3l9pw2i4qfjchj,1,32.3,52.2,2023-04-08T19:02:15.275Z,2023-04-09T06:56:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521595,5,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,27.8,59.1,2023-04-08T19:02:16.447Z,2023-04-09T06:56:51Z,4175483915,178,,4173729249,213,4.6,4173729235,56,Back,4173729243,141,36.7,4173729239,140,26.3,4173729247,212,15.3,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521655,6,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,26.3,36.7,2023-04-08T19:02:18.580Z,2023-04-09T06:56:57Z,4173729545,213,5.8,4175484093,178,,4173729537,56,Back,4173729543,212,20.9,4173729539,140,43.7,4173729541,141,21.7,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521659,7,1,1,0,14,74mcjsm72vr3l9pw2i4qfjchj,0,48.4,17.8,2023-04-08T19:02:22.246Z,2023-04-09T06:57:03Z,4173729593,212,4.9,4173729589,140,52.8,4173729591,141,20.2,4175484265,178,,4173729595,213,0.3,4173729587,56,Right,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521681,8,8,1,0,15,3kq9cckrnlogidldtdie2fkbl,1,46.4,77.9,2023-04-08T19:02:22.535Z,2023-04-09T06:57:18Z,4175484707,178,,4174295313,383,,4173729739,56,Back,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521697,9,49,1,0,16,3kq9cckrnlogidldtdie2fkbl,1,38.6,85.5,2023-04-08T19:02:24.390Z,2023-04-09T09:14:44Z,,,,,,,,,,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521869,10,1,1,0,27,3kq9cckrnlogidldtdie2fkbl,1,26.9,78.8,2023-04-08T19:02:35.116Z,2023-04-09T06:58:06Z,4175486049,178,,4173730757,140,40.6,4173730755,56,Back,4173730759,141,79.2,4173730761,212,14.4,4173730763,213,0.0,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530628099,836,3,1,0,28,3kq9cckrnlogidldtdie2fkbl,0,41.4,81.5,2023-04-08T19:02:36.416Z,2023-04-09T06:58:11Z,4174296113,56,Back,4174296115,286,,4174296119,467,57s7gfvt5btbfzm600wn7df55,4175486127,178,,4174296117,465,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521877,11,4,1,0,29,3kq9cckrnlogidldtdie2fkbl,1,41.5,73.8,2023-04-08T19:02:36.814Z,2023-04-09T06:58:16Z,4173730785,13,,4173730791,265,,4173730793,286,,4173730789,152,,4173730971,233,8,4173730787,56,Back,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530521895,8,4,1,0,29,74mcjsm72vr3l9pw2i4qfjchj,0,58.5,26.2,2023-04-08T19:02:36.815Z,2023-04-09T06:58:15Z,4175486247,178,,4173730897,152,,4173730893,13,,4173730901,285,,4173730899,265,,4173730987,233,11,4173730895,56,Center,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530523519,37,1,1,0,39,3kq9cckrnlogidldtdie2fkbl,1,44.4,84.7,2023-04-08T19:02:46.886Z,2023-04-09T06:58:21Z,4173743855,140,36.0,4173743861,213,4.1,4173743859,212,16.1,4173744549,5,,4175486421,178,,4173743853,56,Back,4173744649,189,,4173743857,141,64.9,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,4173744551,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522045,12,1,1,0,41,3kq9cckrnlogidldtdie2fkbl,1,40.6,65.8,2023-04-08T19:02:49.136Z,2023-04-09T06:58:24Z,4173731705,141,86.3,4173731709,213,1.1,4173745515,189,,4175486507,178,,4173731701,56,Back,4173731703,140,47.7,4173731707,212,15.8,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522095,13,1,1,0,44,3kq9cckrnlogidldtdie2fkbl,1,52.7,79.3,2023-04-08T19:02:51.975Z,2023-04-09T06:58:29Z,4173731967,56,Left,4173731973,212,8.1,4173731971,141,80.0,4173731969,140,60.4,4175486645,178,,4173731975,213,0.1,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522101,14,50,1,0,45,3kq9cckrnlogidldtdie2fkbl,1,61.4,78.4,2023-04-08T19:02:52.567Z,2023-04-09T06:58:34Z,4173758017,233,78,4173732003,286,,4173732001,56,Center,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530527165,78,7,1,0,45,74mcjsm72vr3l9pw2i4qfjchj,1,38.6,21.6,2023-04-08T19:02:53.065Z,2023-04-09T06:58:40Z,4173757967,56,Back,4175487013,178,,4174296725,384,,4173757979,233,14,4173757969,285,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522105,9,43,1,0,46,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-08T19:02:53.575Z,2023-04-08T19:06:47Z,4173747807,144,7,4173732011,56,Back,4173732051,233,14,4173732015,285,0,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522113,10,49,1,0,47,74mcjsm72vr3l9pw2i4qfjchj,1,53.3,31.2,2023-04-08T19:02:55.186Z,2023-04-09T06:58:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522161,11,1,1,0,52,74mcjsm72vr3l9pw2i4qfjchj,1,75.3,36.7,2023-04-08T19:02:59.445Z,2023-04-09T06:59:03Z,4173732287,213,1.6,4175487707,178,,4173732281,140,74.8,4173732283,141,50.0,4173732279,56,Center,4173732285,212,9.1,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522169,12,3,1,0,53,74mcjsm72vr3l9pw2i4qfjchj,1,76.4,49.2,2023-04-08T19:03:00.776Z,2023-04-09T06:59:35Z,4175488661,178,,4173732307,56,Center,4174296953,465,,4173732377,233,15,4173732309,286,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522165,15,45,1,0,53,3kq9cckrnlogidldtdie2fkbl,0,23.6,50.8,2023-04-08T19:03:00.776Z,2023-04-09T06:59:35Z,4173732395,233,12,4173732299,285,,4173732295,56,Back,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522173,13,3,1,0,54,74mcjsm72vr3l9pw2i4qfjchj,0,77.5,46.7,2023-04-08T19:03:01.818Z,2023-04-09T06:59:48Z,4174297087,465,,4173732311,56,Center,4173732569,233,16,4173732313,286,,4175489155,178,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522217,16,7,1,0,54,3kq9cckrnlogidldtdie2fkbl,1,22.5,53.3,2023-04-08T19:03:02.028Z,2023-04-09T06:59:54Z,4173732525,56,Back,4174297161,384,,4175489323,178,,4173732541,233,13,4173732527,285,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522195,14,43,1,0,54,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-08T19:03:02.426Z,2023-04-08T19:54:27Z,4173951473,144,61,4173732433,56,Center,,,,,,,,,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530527767,64,1,1,0,55,3kq9cckrnlogidldtdie2fkbl,1,26.5,61,2023-04-08T19:03:03.355Z,2023-04-09T07:00:04Z,4173761117,141,69.9,4173761123,212,8.4,4173761113,56,Back,4173761127,213,2.3,4175489519,178,,4173761115,140,21.0,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522221,17,49,1,0,56,3kq9cckrnlogidldtdie2fkbl,1,19.3,71.1,2023-04-08T19:03:04.155Z,2023-04-09T07:00:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522235,18,1,1,0,56,3kq9cckrnlogidldtdie2fkbl,1,19.3,71.1,2023-04-08T19:03:04.197Z,2023-04-09T07:00:11Z,4173732619,140,13.0,4173732615,56,Back,4173732625,212,7.7,4173732629,213,3.7,4173732621,141,65.3,4175489721,178,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522271,19,1,1,0,59,3kq9cckrnlogidldtdie2fkbl,1,13,65.3,2023-04-08T19:03:06.735Z,2023-04-09T07:00:15Z,4173732815,140,41.1,4173732819,212,30.1,4173732811,155,,4173732813,56,Back,4175489839,178,,4173732817,141,74.2,4173732821,213,0.2,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522393,20,1,1,1,2,3kq9cckrnlogidldtdie2fkbl,1,37.9,63.8,2023-04-08T19:03:10.397Z,2023-04-09T07:00:20Z,4173733435,141,13.1,4173733439,213,5.0,4173733441,1,,4173733437,212,36.3,4173733433,140,48.6,4173733431,56,Back,4175490003,178,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522399,21,1,1,1,12,3kq9cckrnlogidldtdie2fkbl,0,84.8,24.6,2023-04-08T19:03:19.786Z,2023-04-09T07:00:29Z,4173733465,212,3.8,4175490225,178,,4173733565,236,,4173733459,56,Center,4173733461,140,87.5,4173733463,141,28.3,4173733571,286,,4173733567,233,15,broq8imimhtlejtffissquy5m,Rodrygo,4173733467,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522413,15,74,1,1,12,74mcjsm72vr3l9pw2i4qfjchj,1,14.3,75.3,2023-04-08T19:03:20.067Z,2023-04-09T07:00:34Z,4175490381,178,,4173733537,285,,4173733601,233,21,4173733535,56,Back,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522405,22,61,1,1,12,3kq9cckrnlogidldtdie2fkbl,1,84.8,28.9,2023-04-08T19:03:20.186Z,2023-04-09T07:00:40Z,4175490595,178,,4173733485,56,Center,,,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522431,16,49,1,1,13,74mcjsm72vr3l9pw2i4qfjchj,1,21,75.5,2023-04-08T19:03:20.857Z,2023-04-09T07:00:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522449,17,1,1,1,15,74mcjsm72vr3l9pw2i4qfjchj,1,21,75.5,2023-04-08T19:03:22.507Z,2023-04-09T07:00:51Z,4173733745,141,65.1,4173733749,213,5.4,4173733741,56,Back,4173733743,140,26.3,4175490839,178,,4173733747,212,9.0,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522463,18,1,1,1,15,74mcjsm72vr3l9pw2i4qfjchj,1,26.3,65.1,2023-04-08T19:03:23.227Z,2023-04-09T07:01:08Z,4173733805,212,7.8,4175491385,178,,4173733799,56,Back,4173733807,213,2.3,4173733801,140,21.2,4173733803,141,73.4,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522465,19,1,1,1,16,74mcjsm72vr3l9pw2i4qfjchj,1,21.8,72.8,2023-04-08T19:03:23.916Z,2023-04-09T07:01:13Z,4175491521,178,,4173733823,213,5.2,4173733817,140,24.8,4173733821,212,6.5,4173733815,56,Back,4173733819,141,64.5,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522487,20,1,1,1,18,74mcjsm72vr3l9pw2i4qfjchj,1,20.7,63.8,2023-04-08T19:03:25.957Z,2023-04-09T07:01:16Z,4173733947,212,14.6,4173733951,213,5.4,4173733941,140,29.7,4173733939,56,Back,4173733943,141,47.5,4175491617,178,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522517,21,1,1,1,20,74mcjsm72vr3l9pw2i4qfjchj,1,29.9,47.6,2023-04-08T19:03:28.126Z,2023-04-09T07:01:22Z,4175491781,178,,4173734091,213,1.6,4173734085,141,66.6,4173734087,212,12.9,4173734081,56,Back,4173734083,140,29.4,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522629,22,1,1,1,22,74mcjsm72vr3l9pw2i4qfjchj,1,31.1,74.6,2023-04-08T19:03:30.257Z,2023-04-09T07:01:31Z,4173734679,212,15.1,4173734675,140,30.2,4173734677,141,96.8,4175492079,178,,4173734673,56,Back,4173734681,213,1.6,,,,,,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522657,23,1,1,1,29,74mcjsm72vr3l9pw2i4qfjchj,1,55.4,90.7,2023-04-08T19:03:36.997Z,2023-04-09T07:02:50Z,4173734797,140,54.3,4173734803,213,1.9,4173734801,212,3.5,4175494519,178,,4173734799,141,95.6,4173734795,56,Left,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522723,24,1,1,1,31,74mcjsm72vr3l9pw2i4qfjchj,1,52.1,94.5,2023-04-08T19:03:38.921Z,2023-04-09T07:02:55Z,4173735173,56,Back,4173735181,213,3.9,4175494653,178,,4173735177,141,77.4,4173735175,140,41.5,4173735179,212,16.1,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522741,25,1,1,1,32,74mcjsm72vr3l9pw2i4qfjchj,1,41.6,77.3,2023-04-08T19:03:39.877Z,2023-04-09T07:03:01Z,4175494821,178,,4173735241,212,9.1,4173735239,141,76.7,4173735243,213,3.2,4173735235,56,Back,4173735237,140,32.9,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522747,26,1,1,1,35,74mcjsm72vr3l9pw2i4qfjchj,1,32.9,76.7,2023-04-08T19:03:42.458Z,2023-04-09T07:03:05Z,4173735275,212,7.3,4175494921,178,,4173735269,56,Back,4173735273,141,77.3,4173735271,140,39.8,4173735277,213,0.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522759,27,1,1,1,35,74mcjsm72vr3l9pw2i4qfjchj,1,39.8,77.3,2023-04-08T19:03:43.286Z,2023-04-09T07:03:09Z,4173735327,212,9.2,4173735321,56,Back,4173735323,140,31.1,4175494993,178,,4173735329,213,3.3,4173735325,141,75.8,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530522801,28,1,1,1,38,74mcjsm72vr3l9pw2i4qfjchj,1,30.5,76.1,2023-04-08T19:03:45.876Z,2023-04-09T07:03:17Z,4173735537,56,Back,4175495281,178,,4173735545,213,5.6,4173735539,140,37.8,4173735543,212,10.2,4173735541,141,66.3,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
