id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,keyPass,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value
2513418185,6,49,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,1,24.2,63.6,2023-02-27T20:00:22.587Z,2023-02-28T06:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418201,7,1,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,1,24.2,63.6,2023-02-27T20:00:22.618Z,2023-02-28T06:04:27Z,4062314927,141,56.1,4062314925,140,45.0,4062314923,56,Back,4062922743,178,,4062314931,213,6.1,4062314929,212,22.4,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418213,8,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,41.3,60.2,2023-02-27T20:00:25.327Z,2023-02-28T06:04:35Z,4062314981,140,37.7,4062314979,56,Back,4062922827,178,,4062314983,141,69.2,4062314985,212,7.2,4062314987,213,2.1,,,,,,,9y7202khwzb48ea7im646m11x,José Luis Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418223,9,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,0,37.7,69.2,2023-02-27T20:00:26.039Z,2023-02-28T06:04:43Z,4062315061,56,Left,4062315071,1,,4062315069,213,0.2,4062922887,178,,4062315065,141,84.0,4062315067,212,51.5,4062315059,155,,4062315063,140,85.8,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418227,6,59,1,0,16,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-02-27T20:00:30.483Z,2023-02-28T06:04:51Z,4062315081,56,Back,,,,,,,,,,,,,,,,,,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418281,9,49,1,0,16,1n1j0wsl763lq7ee1k0c11c02,1,11.9,16.6,2023-02-27T20:00:30.639Z,2023-02-28T06:04:48Z,,,,,,,,,,,,,,,,,,,,,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418231,7,1,1,0,16,1n1j0wsl763lq7ee1k0c11c02,1,11.2,17,2023-02-27T20:00:30.706Z,2023-02-28T06:04:56Z,4062315103,1,,4062315091,157,,4062315099,212,53.9,4062315095,140,62.5,4062315097,141,13.4,4062315101,213,6.2,4062923023,178,,4062315093,56,Right,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513528325,746,67,1,0,19,1n1j0wsl763lq7ee1k0c11c02,1,58.4,13.4,2023-02-27T20:00:34.045Z,2023-02-28T07:08:41Z,4062937191,233,1010,,,,,,,,,,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513528323,1010,67,1,0,19,74mcjsm72vr3l9pw2i4qfjchj,0,41.6,86.6,2023-02-27T20:00:34.046Z,2023-02-28T06:23:19Z,4062937207,233,746,,,,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418257,8,1,1,0,19,1n1j0wsl763lq7ee1k0c11c02,0,62.5,13.4,2023-02-27T20:00:34.081Z,2023-02-28T07:08:41Z,4062315239,212,18.4,4062315231,168,,4062315241,213,0.3,4062315233,56,Center,4062923249,178,,4062315237,141,21.2,4062315235,140,79.3,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418267,10,49,1,0,23,74mcjsm72vr3l9pw2i4qfjchj,1,20.2,74.4,2023-02-27T20:00:37.646Z,2023-02-28T06:05:19Z,,,,,,,,,,,,,,,,,,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418279,11,1,1,0,23,74mcjsm72vr3l9pw2i4qfjchj,1,20.2,74.4,2023-02-27T20:00:37.718Z,2023-02-28T06:05:22Z,4062315313,140,3.7,4062315315,141,45.7,4062923305,178,,4062315317,212,26.1,4062315311,56,Back,4062315319,213,4.0,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418289,12,1,1,0,27,74mcjsm72vr3l9pw2i4qfjchj,1,4.5,40.7,2023-02-27T20:00:41.654Z,2023-02-28T06:05:26Z,4062315385,212,25.5,4062315387,213,5.3,4062315379,56,Back,4062315383,141,8.8,4062923343,178,,4062315381,140,17.3,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418305,13,1,1,0,29,74mcjsm72vr3l9pw2i4qfjchj,1,17.3,8.6,2023-02-27T20:00:44.130Z,2023-02-28T06:05:31Z,4062315489,212,12.2,4062315491,213,6.1,4062315483,56,Back,4062923405,178,,4062315485,140,28.7,4062315487,141,5.0,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418309,14,1,1,0,32,74mcjsm72vr3l9pw2i4qfjchj,1,28.8,5,2023-02-27T20:00:46.313Z,2023-02-28T06:05:34Z,4062315513,212,5.5,4062315509,140,28.4,4062315515,213,1.6,4062315507,56,Back,4062315511,141,13.1,4062923433,178,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418319,15,1,1,0,33,74mcjsm72vr3l9pw2i4qfjchj,0,29,13.1,2023-02-27T20:00:48.188Z,2023-02-28T06:05:39Z,4062315555,212,12.7,4062315557,213,6.2,4062315549,56,Back,4062315553,141,11.0,4062923487,178,,4062315551,140,41.0,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418329,10,49,1,0,34,1n1j0wsl763lq7ee1k0c11c02,1,53.6,88.4,2023-02-27T20:00:49.101Z,2023-02-28T06:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418341,11,1,1,0,35,1n1j0wsl763lq7ee1k0c11c02,1,53.6,88.4,2023-02-27T20:00:49.885Z,2023-02-28T06:05:46Z,4062315695,56,Left,4062315697,140,60.6,4062315703,213,5.6,4062923569,178,,4062315701,212,9.7,4062315699,141,79.2,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418351,12,1,1,0,37,1n1j0wsl763lq7ee1k0c11c02,0,57.7,85.1,2023-02-27T20:00:51.595Z,2023-02-28T06:05:49Z,4062315771,213,0,4062315763,141,85.1,4062315757,56,Left,4062315761,140,65.5,4062315767,212,8.2,4062923607,178,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418335,16,8,1,0,37,74mcjsm72vr3l9pw2i4qfjchj,1,29.8,15.5,2023-02-27T20:00:52.044Z,2023-02-28T06:05:53Z,4062923649,178,,4062638763,383,,4062315655,56,Back,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418345,17,49,1,0,38,74mcjsm72vr3l9pw2i4qfjchj,1,28.4,20.5,2023-02-27T20:00:52.757Z,2023-02-28T06:05:59Z,,,,,,,,,,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418369,18,1,1,0,39,74mcjsm72vr3l9pw2i4qfjchj,1,28.7,23,2023-02-27T20:00:53.650Z,2023-02-28T06:06:02Z,4062315839,141,34.9,4062923771,178,,4062315841,212,9.6,4062315835,56,Back,4062315843,213,1.0,4062315837,140,33.6,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418375,19,1,1,0,40,74mcjsm72vr3l9pw2i4qfjchj,1,33.6,34.9,2023-02-27T20:00:54.321Z,2023-02-28T06:06:05Z,4062315893,141,26.8,4062315895,212,5.7,4062315897,213,4.9,4062315891,140,34.8,4062923799,178,,4062315889,56,Back,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418381,20,1,1,0,43,74mcjsm72vr3l9pw2i4qfjchj,1,33.4,27.4,2023-02-27T20:00:57.556Z,2023-02-28T06:06:11Z,4062315917,56,Back,4062315921,141,33.7,4062315919,140,27.6,4062315925,213,2.5,4062923873,178,,4062315923,212,7.4,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418391,21,1,1,0,45,74mcjsm72vr3l9pw2i4qfjchj,1,27.7,33.4,2023-02-27T20:00:59.569Z,2023-02-28T06:06:15Z,4062315981,140,32.7,4062923925,178,,4062315979,56,Back,4062315983,141,31.6,4062315985,212,5.4,4062315987,213,6.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418403,22,1,1,0,46,74mcjsm72vr3l9pw2i4qfjchj,1,33.1,30.7,2023-02-27T20:01:01.040Z,2023-02-28T06:06:19Z,4062316071,140,33.1,4062316069,56,Back,4062316075,212,13.3,4062316077,213,4.7,4062923971,178,,4062316073,141,11.2,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418423,23,1,1,0,48,74mcjsm72vr3l9pw2i4qfjchj,1,33.2,12.1,2023-02-27T20:01:03.166Z,2023-02-28T06:06:21Z,4062316183,212,8.2,4062316179,140,34.3,4062316185,213,1.4,4062924013,178,,4062316181,141,24.1,4062316177,56,Back,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418433,24,1,1,0,53,74mcjsm72vr3l9pw2i4qfjchj,1,37.3,30.8,2023-02-27T20:01:07.631Z,2023-02-28T06:06:27Z,4062316251,56,Back,4062316259,213,4.9,4062316255,141,10.9,4062924089,178,,4062316257,212,13.7,4062316253,140,39.2,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418453,25,1,1,0,55,74mcjsm72vr3l9pw2i4qfjchj,1,39.2,10.9,2023-02-27T20:01:09.592Z,2023-02-28T06:06:31Z,4062924151,178,,4062316361,140,44.4,4062316363,141,0.8,4062316359,56,Back,4062316367,213,5.4,4062316365,212,8.8,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418463,26,1,1,1,0,74mcjsm72vr3l9pw2i4qfjchj,1,57.9,8.3,2023-02-27T20:01:14.216Z,2023-02-28T06:06:33Z,4062316407,212,7.6,4062316405,141,19.1,4062316403,140,56.1,4062924189,178,,4062316409,213,1.8,4062316401,56,Right,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418473,27,1,1,1,1,74mcjsm72vr3l9pw2i4qfjchj,1,55.6,18.7,2023-02-27T20:01:15.497Z,2023-02-28T06:06:35Z,4062316459,212,10.1,4062316457,141,13.6,4062316455,140,46.6,4062316461,213,3.5,4062924223,178,,4062316453,56,Back,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418519,28,1,1,1,3,74mcjsm72vr3l9pw2i4qfjchj,1,46.5,16.4,2023-02-27T20:01:17.532Z,2023-02-28T06:06:39Z,4062316633,56,Back,4062316635,140,37.9,4062316637,141,40.9,4062316639,212,18.9,4062924281,178,,4062316641,213,2.1,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418549,29,1,1,1,10,74mcjsm72vr3l9pw2i4qfjchj,1,45,48.4,2023-02-27T20:01:25.032Z,2023-02-28T06:06:44Z,4062316745,56,Back,4062316747,140,44.9,4062316751,212,14.8,4062924349,178,,4062316753,213,4.7,4062316749,141,26.6,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418563,30,1,1,1,12,74mcjsm72vr3l9pw2i4qfjchj,1,44.9,25.7,2023-02-27T20:01:27.075Z,2023-02-28T06:06:46Z,4062316837,140,65.9,4062316835,56,Right,4062316843,213,6.1,4062316841,212,22.3,4062924389,178,,4062316839,141,20.8,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418589,31,1,1,1,16,74mcjsm72vr3l9pw2i4qfjchj,1,75.8,24.1,2023-02-27T20:01:30.390Z,2023-02-28T06:06:51Z,4062316941,140,89.8,4062316939,56,Center,4062316943,141,26.2,4062316945,212,14.8,4062924433,178,,4062316947,213,0.1,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418603,32,1,1,1,19,74mcjsm72vr3l9pw2i4qfjchj,0,97.8,25.3,2023-02-27T20:01:33.249Z,2023-02-28T06:06:54Z,4062317003,141,35.2,4062924497,178,,4062317007,213,2.0,4062317005,212,7.5,4062317001,140,94.6,4062316999,56,Center,,,,,,,9y7202khwzb48ea7im646m11x,José Luis Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418621,13,12,1,1,20,1n1j0wsl763lq7ee1k0c11c02,1,5.8,66,2023-02-27T20:01:34.765Z,2023-02-28T06:07:00Z,4062317091,213,0.6,4062317089,212,32.1,4062924565,178,,4062317087,141,94.5,4062317085,140,30.2,4062317083,56,Back,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418623,14,61,1,1,23,1n1j0wsl763lq7ee1k0c11c02,0,30.2,94.5,2023-02-27T20:01:37.194Z,2023-02-28T06:07:08Z,4062924669,178,,4062317093,56,Back,,,,,,,,,,,,,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418633,33,1,1,1,24,74mcjsm72vr3l9pw2i4qfjchj,1,68.7,4.9,2023-02-27T20:01:38.943Z,2023-02-28T06:07:12Z,4062924719,178,,4062317127,56,Right,4062317135,213,1.5,4062317129,140,69.0,4062317131,141,10.7,4062317133,212,4.0,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418679,34,1,1,1,25,74mcjsm72vr3l9pw2i4qfjchj,1,69.1,10.7,2023-02-27T20:01:39.478Z,2023-02-28T06:07:16Z,4062317311,141,3.1,4062924759,178,,4062317307,56,Right,4062317315,213,5.5,4062317309,140,74.2,4062317313,212,7.4,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418695,35,1,1,1,33,74mcjsm72vr3l9pw2i4qfjchj,1,81.2,10.7,2023-02-27T20:01:47.218Z,2023-02-28T06:07:21Z,4062317413,212,12.8,4062924833,178,,4062317415,213,3.4,4062317409,140,69.5,4062317411,141,5.6,4062317407,56,Right,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418701,36,1,1,1,35,74mcjsm72vr3l9pw2i4qfjchj,0,71.8,6.2,2023-02-27T20:01:49.930Z,2023-02-28T06:07:24Z,4062317453,213,1.0,4062924877,178,,4062317449,141,40.9,4062317443,155,,4062317451,212,28.8,4062317445,56,Center,4062317447,140,87.6,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418713,15,12,1,1,37,1n1j0wsl763lq7ee1k0c11c02,1,12.8,52.8,2023-02-27T20:01:51.497Z,2023-02-28T06:07:29Z,4062317497,141,74.7,4062317495,140,37.7,4062317493,56,Back,4062924965,178,,4062441155,15,,4062317499,212,30.1,4062317501,213,0.5,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513418723,37,1,1,1,40,74mcjsm72vr3l9pw2i4qfjchj,1,63.3,27.8,2023-02-27T20:01:54.393Z,2023-02-28T06:07:33Z,4062317565,141,35.3,4062925011,178,,4062317567,212,5.8,4062317563,140,66.0,4062317561,56,Center,4062317569,213,1.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
