id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2482382829,3,7,1,0,14,4ku8o6uf87yd8iecdalipo6wd,0,26.2,11,2022-11-06T13:02:11.702Z,2022-11-07T06:08:54Z,3900552923,385,,3898896369,56,Back,3898896439,233,8,3898896371,285,,3901762635,178,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482382911,9,4,1,0,19,c8llrezkm3b3op4afrou6b487,1,67,94.6,2022-11-06T13:02:16.793Z,2022-11-07T06:09:01Z,3898896727,56,Left,3898896729,152,,3898896725,13,,3898896733,286,,3898896731,265,,3898896749,233,4,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482382905,4,4,1,0,19,4ku8o6uf87yd8iecdalipo6wd,0,33,5.4,2022-11-06T13:02:16.794Z,2022-11-07T06:09:01Z,3898896695,13,,3898896699,56,Back,3898896711,285,,3901762695,178,,3898896703,152,,3898896707,265,,3898896761,233,9,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383279,10,1,1,0,51,c8llrezkm3b3op4afrou6b487,0,72.3,92.6,2022-11-06T13:02:48.083Z,2022-11-07T06:09:07Z,3898898501,212,23.2,3900556497,20,,3898898489,5,,3898898493,152,,3898898487,2,,3900556495,223,,3898898503,213,5.5,3898898495,56,Center,7xmaybxu4zd5k338bi3drkxcl,Darder,3898898499,141,67.7,3901762755,178,3898898491,155,3898898497,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383315,5,12,1,0,52,4ku8o6uf87yd8iecdalipo6wd,1,12.3,45.4,2022-11-06T13:02:49.633Z,2022-11-07T06:09:23Z,3901762959,178,,3898898687,212,23.2,3898898683,140,31.9,3898898681,56,Back,3898898689,213,5.8,3898898685,141,29.5,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383319,6,49,1,0,55,4ku8o6uf87yd8iecdalipo6wd,1,32,29.5,2022-11-06T13:02:52.106Z,2022-11-07T06:09:33Z,,,,,,,,,,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383367,7,1,1,0,57,4ku8o6uf87yd8iecdalipo6wd,1,47.1,30.7,2022-11-06T13:02:54.493Z,2022-11-07T06:09:42Z,3901763223,178,,3898898955,56,Center,3898898959,141,57.2,3898898957,140,62.9,3898898963,213,0.8,3898898961,212,24.5,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383387,8,1,1,0,59,4ku8o6uf87yd8iecdalipo6wd,1,63.7,57.2,2022-11-06T13:02:56.474Z,2022-11-07T06:09:53Z,3901763369,178,,3898899015,141,63.4,3898899019,213,2.3,3898899011,56,Center,3898899013,140,60.2,3898899017,212,5.6,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383433,9,1,1,1,0,4ku8o6uf87yd8iecdalipo6wd,0,60.2,63.4,2022-11-06T13:02:57.276Z,2022-11-07T06:09:59Z,3898899231,56,Left,3898899233,140,87.6,3898899237,212,31.0,3898899235,141,80.5,3901763439,178,,3898899239,213,0.4,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383459,11,49,1,1,3,c8llrezkm3b3op4afrou6b487,1,12.5,11.6,2022-11-06T13:03:00.559Z,2022-11-07T06:10:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383485,12,1,1,1,5,c8llrezkm3b3op4afrou6b487,0,8.8,8.3,2022-11-06T13:03:02.590Z,2022-11-07T06:10:18Z,3898899485,213,5.9,3898899477,56,Back,3898899487,1,,3898899475,157,,3898899481,141,7.7,3898899479,140,9.7,3901763659,178,,3898899483,212,1.0,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383495,10,61,1,1,5,4ku8o6uf87yd8iecdalipo6wd,1,93.6,91.4,2022-11-06T13:03:02.653Z,2022-11-07T06:10:23Z,3898899523,56,Left,3901763683,178,,,,,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383523,11,5,1,1,6,4ku8o6uf87yd8iecdalipo6wd,0,90.2,100.7,2022-11-06T13:03:03.085Z,2022-11-07T06:10:27Z,3898900681,233,13,3898899665,347,,3898899663,56,Left,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383727,13,5,1,1,6,c8llrezkm3b3op4afrou6b487,1,9.8,-0.7,2022-11-06T13:03:03.085Z,2022-11-07T06:10:27Z,3898900669,233,11,3898900667,347,,3898900665,56,Back,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383787,14,1,1,1,20,c8llrezkm3b3op4afrou6b487,1,13.4,0,2022-11-06T13:03:17.574Z,2022-11-07T06:10:38Z,3898900951,56,Back,3898900953,140,13.4,3898900957,212,4.5,3898900949,107,,3898904823,189,,3898900955,141,6.2,3898900959,213,1.6,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383793,15,1,1,1,24,c8llrezkm3b3op4afrou6b487,0,16.3,7.1,2022-11-06T13:03:21.074Z,2022-11-07T06:10:41Z,3898900993,140,34.2,3898900991,56,Back,3898904907,189,,3901763871,178,,3898900997,212,18.8,3898900995,141,8.9,3898900999,213,0.1,3898900989,155,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482692713,696,43,1,1,26,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-06T13:03:23.145Z,2022-11-06T18:10:12Z,3900565029,144,1,3900562667,212,4.2,3900562661,56,Back,3900562663,140,45.8,3900562657,3,0,3900562669,213,0.1,3900562659,168,0,3900562665,141,6.9,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383763,12,44,1,1,26,4ku8o6uf87yd8iecdalipo6wd,1,62.1,90.9,2022-11-06T13:03:23.442Z,2022-11-07T08:49:37Z,3898901085,233,16,3898900817,286,,3898900815,56,Left,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383801,16,44,1,1,26,c8llrezkm3b3op4afrou6b487,0,37.9,9.1,2022-11-06T13:03:23.443Z,2022-11-07T06:10:47Z,3898901137,233,12,3898901037,56,Back,3898901039,285,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383769,13,61,1,1,26,4ku8o6uf87yd8iecdalipo6wd,1,58,93.4,2022-11-06T13:03:23.489Z,2022-11-07T08:49:37Z,3901764101,15,,3898900853,56,Left,3901764103,388,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383779,14,49,1,1,28,4ku8o6uf87yd8iecdalipo6wd,1,60.9,96,2022-11-06T13:03:25.734Z,2022-11-07T06:11:11Z,,,,,,,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383795,15,1,1,1,28,4ku8o6uf87yd8iecdalipo6wd,1,60.9,96,2022-11-06T13:03:25.772Z,2022-11-07T06:11:16Z,3901764313,178,,3898901011,141,89.7,3898901019,213,5.8,3898901003,56,Left,3898901007,140,68.4,3898901015,212,9.0,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383821,16,43,1,1,29,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-11-06T13:03:25.869Z,2022-11-06T13:03:28Z,3898901121,212,0,3898901123,213,3.1,3898901117,140,68.4,3898901115,56,Left,3898901119,141,89.7,3898901211,144,1,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383849,17,4,1,1,30,4ku8o6uf87yd8iecdalipo6wd,1,63.8,93,2022-11-06T13:03:27.763Z,2022-11-07T06:11:21Z,3898901289,152,,3898901287,56,Left,3898901291,265,,3898901861,233,19,3898901285,13,,3898901293,286,,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383921,19,4,1,1,30,c8llrezkm3b3op4afrou6b487,0,36.2,7,2022-11-06T13:03:27.764Z,2022-11-07T06:11:21Z,3901764395,178,,3898901609,265,,3898901801,285,,3898901605,56,Back,3898901921,233,17,3898901607,152,,3898901603,13,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383845,17,43,1,1,31,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-06T13:03:27.928Z,2022-11-06T13:04:41Z,3898906367,144,61,3898901249,56,Back,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482383863,18,43,1,1,33,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-06T13:03:29.860Z,2022-11-06T13:03:41Z,3898901331,56,Back,3898902179,144,61,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384165,18,1,1,1,41,4ku8o6uf87yd8iecdalipo6wd,1,65,90.5,2022-11-06T13:03:38.763Z,2022-11-07T06:11:53Z,3898902831,212,29.3,3898903131,189,,3898902825,56,Center,3898902833,213,4.4,3901764691,178,,3898902829,141,49.9,3898902819,5,,3898902821,152,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,3898902827,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384193,19,1,1,1,42,4ku8o6uf87yd8iecdalipo6wd,1,55.5,49.9,2022-11-06T13:03:39.438Z,2022-11-07T06:11:44Z,3898902943,213,4.7,3898903203,189,,3898902939,141,21.2,3898902941,212,19.5,3898902935,56,Center,3898902937,140,55.6,3901764751,178,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384205,20,1,1,1,46,4ku8o6uf87yd8iecdalipo6wd,0,55.5,21.2,2022-11-06T13:03:43.534Z,2022-11-07T06:12:00Z,3898902993,155,,3898903005,1,,3898902997,140,100.0,3901764969,178,,3898903001,212,47.7,3898903003,213,0.1,3898902995,56,Center,3898902999,141,31.2,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,3898903297,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384115,20,5,1,1,50,c8llrezkm3b3op4afrou6b487,1,-0.5,66.9,2022-11-06T13:03:47.514Z,2022-11-07T06:12:03Z,3898908841,233,21,3898902577,346,,3898902573,56,Back,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384217,21,5,1,1,50,4ku8o6uf87yd8iecdalipo6wd,0,100.5,33.1,2022-11-06T13:03:47.514Z,2022-11-07T06:12:03Z,3898903043,56,Center,3898903047,346,,3898908861,233,20,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384343,21,1,1,2,1,c8llrezkm3b3op4afrou6b487,1,2.9,52.8,2022-11-06T13:03:58.121Z,2022-11-07T06:12:09Z,3898903667,212,18.2,3898903673,237,,3898903661,56,Back,3898903663,140,9.0,3898903669,213,5.1,3898903665,141,27.8,3898903659,124,,,,,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384379,22,1,1,2,4,c8llrezkm3b3op4afrou6b487,1,10.3,26,2022-11-06T13:04:01.362Z,2022-11-07T06:12:15Z,3898903897,140,36.0,3901765203,178,,3898903899,141,32.0,3898903901,212,27.3,3898903903,213,0.2,3898903895,56,Back,,,,,,,2rqxh5mex336ci45jaw428y5l,Fernando Calero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384407,23,1,1,2,8,c8llrezkm3b3op4afrou6b487,1,36.9,33.5,2022-11-06T13:04:05.304Z,2022-11-07T06:12:21Z,3898904027,140,45.6,3901765271,178,,3898904029,141,51.9,3898904031,212,15.5,3898904033,213,0.9,3898904025,56,Back,,,,,,,91te5xuankrla4g3s7as3htxx,K. Bare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384403,22,43,1,2,9,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-11-06T13:04:06.511Z,2022-11-06T13:04:37Z,3898904009,56,Center,3898904011,346,0,3898906073,144,5,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384413,24,3,1,2,10,c8llrezkm3b3op4afrou6b487,0,46.1,47,2022-11-06T13:04:07.423Z,2022-11-07T06:12:32Z,3900572801,465,,3898904353,233,23,3901765421,178,,3898904057,56,Back,3898904059,286,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384455,23,7,1,2,10,4ku8o6uf87yd8iecdalipo6wd,0,53.9,53,2022-11-06T13:04:07.467Z,2022-11-07T06:12:37Z,3901765481,178,,3900572671,385,,3898904295,285,,3898904335,233,24,3898904293,56,Center,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482387589,47,61,1,2,10,c8llrezkm3b3op4afrou6b487,1,41.1,39.1,2022-11-06T13:04:07.561Z,2022-11-07T06:12:42Z,3901765553,178,,3898920339,56,Back,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384461,24,49,1,2,11,4ku8o6uf87yd8iecdalipo6wd,1,67.4,35.1,2022-11-06T13:04:08.557Z,2022-11-07T06:12:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384505,25,1,1,2,13,4ku8o6uf87yd8iecdalipo6wd,1,68.2,33.7,2022-11-06T13:04:10.289Z,2022-11-07T06:13:04Z,3898904557,141,29.2,3898904561,213,5.7,3898905425,210,13,3898904553,56,Center,3898904559,212,5.8,3901765769,178,,3898904555,140,72.9,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384527,26,13,1,2,18,4ku8o6uf87yd8iecdalipo6wd,1,74.4,37.9,2022-11-06T13:04:14.860Z,2022-11-07T06:13:04Z,3898905457,29,,3898905463,102,59.8,3898905069,72,,3898905471,231,48.4,3898905459,55,25,3898905455,73,,3898904647,18,,3898904651,56,Center,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,3901765885,178,,3898905467,215,3898904643,22,3898905465,103,4.2,,3898905469,230,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384519,25,5,1,2,19,c8llrezkm3b3op4afrou6b487,1,-1.2,41.5,2022-11-06T13:04:16.134Z,2022-11-07T06:13:07Z,3898904611,56,Back,3898908895,233,27,3898904613,346,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482384697,27,5,1,2,19,4ku8o6uf87yd8iecdalipo6wd,0,101.2,58.5,2022-11-06T13:04:16.134Z,2022-11-07T06:13:07Z,3898905579,56,Center,3898905581,346,,3898908915,233,25,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
