id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2521805955,11,1,1,0,27,c8llrezkm3b3op4afrou6b487,0,39.2,11.3,2023-03-18T17:32:05.236Z,2023-03-19T01:50:19Z,4108374241,178,,4106684367,141,71.1,4106684361,155,,4106684373,1,,4106684369,212,56.7,4106684365,140,76.9,4106684363,56,Center,4106684371,213,0.8,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806007,3,1,1,0,31,6f27yvbqcngegwsg2ozxxdj4,1,23.9,25.8,2023-03-18T17:32:08.651Z,2023-03-19T01:50:32Z,4106684597,212,16.8,4106684589,3,,4106684591,56,Back,4106684599,213,0.5,4108374797,388,,4106684593,140,37.6,4106684595,141,38.6,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806013,4,44,1,0,32,6f27yvbqcngegwsg2ozxxdj4,1,38.6,38.1,2023-03-18T17:32:10.392Z,2023-03-19T09:45:17Z,4106684609,285,,4106684607,56,Back,4106684651,233,12,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805985,12,44,1,0,32,c8llrezkm3b3op4afrou6b487,0,61.4,61.9,2023-03-18T17:32:10.393Z,2023-03-19T01:50:46Z,4106684509,56,Center,4106684671,233,4,4106684511,286,,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806033,5,1,1,0,32,6f27yvbqcngegwsg2ozxxdj4,0,37.4,37.7,2023-03-18T17:32:10.455Z,2023-03-19T09:45:17Z,4106684711,140,38.6,4106684707,3,,4106684717,213,0.3,4106684709,56,Back,4108376049,388,,4106684715,212,1.3,4106684713,141,38.3,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806001,13,61,1,0,32,c8llrezkm3b3op4afrou6b487,1,60.1,61.5,2023-03-18T17:32:10.482Z,2023-03-19T01:51:02Z,4108376507,178,,4108376505,21,,4106684571,56,Center,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806041,14,1,1,0,34,c8llrezkm3b3op4afrou6b487,1,61,73.3,2023-03-18T17:32:12.504Z,2023-03-19T01:51:07Z,4106684769,212,12.0,4106684767,141,89.4,4106684761,3,,4106684771,213,2.0,4108376797,178,,4106684765,140,56.3,4106684763,56,Left,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806083,15,1,1,0,36,c8llrezkm3b3op4afrou6b487,1,56.1,90.5,2023-03-18T17:32:13.700Z,2023-03-19T01:51:25Z,4106684993,213,5.7,4108377789,178,,4106684985,56,Center,4106684983,3,,4106684991,212,19.3,4106684989,141,74.2,4106684987,140,71.1,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806093,16,1,1,0,39,c8llrezkm3b3op4afrou6b487,1,66.5,80.5,2023-03-18T17:32:17.297Z,2023-03-19T01:51:30Z,4106685023,140,67.7,4106685025,141,95.4,4106685021,56,Left,4106685027,212,10.2,4108377999,178,,4106685029,213,1.4,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806167,6,45,1,0,41,6f27yvbqcngegwsg2ozxxdj4,0,33.8,7.3,2023-03-18T17:32:19.010Z,2023-03-19T01:51:41Z,4106685397,285,,4106685393,56,Back,4106685503,233,17,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806163,17,3,1,0,41,c8llrezkm3b3op4afrou6b487,1,66.2,92.7,2023-03-18T17:32:19.010Z,2023-03-19T01:51:40Z,4108378531,178,,4106685359,56,Left,4107591969,464,,4106685445,233,6,4106685363,286,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806189,18,1,1,0,43,c8llrezkm3b3op4afrou6b487,1,65.1,94.8,2023-03-18T17:32:20.609Z,2023-03-19T01:51:47Z,4106685525,56,Left,4106685531,212,9.0,4108378897,178,,4106685527,140,59.1,4106685533,213,3.9,4106685529,141,85.4,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806215,19,1,1,0,45,c8llrezkm3b3op4afrou6b487,1,59,85.4,2023-03-18T17:32:22.545Z,2023-03-19T01:51:53Z,4106685675,140,72.2,4106685673,56,Center,4108379115,178,,4106685679,212,26.3,4106685671,155,,4106685681,213,5.3,4106685677,141,52.5,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806221,20,61,1,0,47,c8llrezkm3b3op4afrou6b487,0,70,53.3,2023-03-18T17:32:25.238Z,2023-03-19T01:52:11Z,4108380129,178,,4106685711,56,Center,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806251,7,1,1,0,49,6f27yvbqcngegwsg2ozxxdj4,1,25,48.1,2023-03-18T17:32:27.096Z,2023-03-19T01:52:15Z,4106685831,141,48.2,4106685827,56,Back,4106685833,212,4.3,4106685835,213,0.0,4106685829,140,29.1,4108380263,178,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806253,8,49,1,0,50,6f27yvbqcngegwsg2ozxxdj4,1,29.3,48.5,2023-03-18T17:32:28.022Z,2023-03-19T09:12:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806333,9,1,1,0,50,6f27yvbqcngegwsg2ozxxdj4,1,29.3,48.7,2023-03-18T17:32:28.241Z,2023-03-19T01:52:26Z,4106686177,212,24.8,4106686171,56,Back,4106686179,213,1.6,4108380859,178,,4106686175,141,85.1,4106686173,140,29.1,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806477,10,1,1,0,56,6f27yvbqcngegwsg2ozxxdj4,1,34.2,93,2023-03-18T17:32:33.508Z,2023-03-19T01:52:31Z,4106686741,141,89.3,4106686747,1,,4108381167,178,,4106686739,140,77.4,4106686743,212,45.4,4106686745,213,6.2,4106686737,56,Left,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806555,11,1,1,1,3,6f27yvbqcngegwsg2ozxxdj4,1,74.7,91.1,2023-03-18T17:32:40.686Z,2023-03-19T01:52:37Z,4106687139,56,Left,4108381453,178,,4106687145,212,11.8,4106687143,141,97.4,4106687147,213,2.8,4106687141,140,64.2,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522321361,1618,83,1,1,5,c8llrezkm3b3op4afrou6b487,1,38.1,3.7,2023-03-18T17:32:43.026Z,2023-03-19T12:28:02Z,4109433477,399,219717,,,,,,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806559,12,3,1,1,5,6f27yvbqcngegwsg2ozxxdj4,0,62.6,97.8,2023-03-18T17:32:43.068Z,2023-03-19T12:26:03Z,4106959951,211,,4106687165,286,,4106687163,56,Left,4108381727,178,,4107593697,465,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806585,14,5,1,1,6,6f27yvbqcngegwsg2ozxxdj4,0,61.5,101.8,2023-03-18T17:32:44.287Z,2023-03-19T01:52:49Z,4106687255,56,Left,4106687557,233,22,4106687257,347,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806633,22,5,1,1,6,c8llrezkm3b3op4afrou6b487,1,38.5,-1.8,2023-03-18T17:32:44.287Z,2023-03-19T01:52:48Z,4106687497,56,Back,4106687515,233,14,4106687499,347,,,,,,,,,,,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806591,21,43,1,1,7,c8llrezkm3b3op4afrou6b487,1,0,0,2023-03-18T17:32:45.207Z,2023-03-18T18:28:20Z,4106687295,233,12,4106960147,144,7,4106687273,285,0,4106687271,56,Back,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806571,13,43,1,1,8,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-03-18T17:32:45.922Z,2023-03-18T18:28:19Z,4106960063,144,61,4106687209,56,Left,,,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807013,23,1,1,1,32,c8llrezkm3b3op4afrou6b487,1,39.7,0,2023-03-18T17:33:09.512Z,2023-03-19T01:52:58Z,4106689231,212,23.4,4106689223,107,,4106689225,56,Right,4106689229,141,6.5,4106689233,213,0.2,4106689235,1,,4106689227,140,61.3,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807017,24,50,1,1,33,c8llrezkm3b3op4afrou6b487,1,61.2,6.8,2023-03-18T17:33:11.210Z,2023-03-19T01:53:08Z,4106689245,56,Right,4106689249,286,,4106689323,233,15,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807011,15,7,1,1,34,6f27yvbqcngegwsg2ozxxdj4,0,38.8,93.2,2023-03-18T17:33:12.052Z,2023-03-19T01:53:12Z,4106689219,56,Back,4107594675,385,,4108383491,178,,4106689273,233,24,4106689221,285,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807029,25,44,1,1,36,c8llrezkm3b3op4afrou6b487,1,58.8,8.4,2023-03-18T17:33:13.891Z,2023-03-19T09:45:18Z,4106689315,56,Right,4106689317,286,,4106689409,233,16,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807041,16,44,1,1,36,6f27yvbqcngegwsg2ozxxdj4,0,41.2,91.6,2023-03-18T17:33:13.892Z,2023-03-19T01:53:17Z,4106689427,233,25,4106689367,285,,4106689365,56,Back,,,,,,,,,,,,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807057,26,1,1,1,36,c8llrezkm3b3op4afrou6b487,1,59.6,8,2023-03-18T17:33:13.987Z,2023-03-19T09:45:18Z,4106689489,213,3.3,4108383881,388,,4106689487,212,12.7,4106689485,141,4.9,4106689479,3,,4106689481,56,Back,4106689483,140,47.7,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807099,27,1,1,1,39,c8llrezkm3b3op4afrou6b487,1,47.8,4.6,2023-03-18T17:33:16.775Z,2023-03-19T01:53:24Z,4106689667,56,Right,4106689673,212,12.3,4106689675,213,6.1,4106689669,140,59.3,4106689671,141,1.4,4108384115,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807105,28,61,1,1,39,c8llrezkm3b3op4afrou6b487,0,59.4,1.4,2023-03-18T17:33:16.950Z,2023-03-19T01:53:29Z,4106689687,56,Right,4108384249,178,,,,,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807121,17,1,1,1,40,6f27yvbqcngegwsg2ozxxdj4,0,38.9,96.2,2023-03-18T17:33:18.325Z,2023-03-19T01:53:51Z,4106689773,56,Back,4106689785,212,2.8,4106689769,157,,4108385095,178,,4106689777,140,41.6,4106689787,213,0,4106689781,141,96.2,4106689791,1,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521808683,37,61,1,1,41,c8llrezkm3b3op4afrou6b487,1,59.3,3.1,2023-03-18T17:33:18.859Z,2023-03-19T01:54:03Z,4106697479,56,Right,4108385851,178,,,,,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807197,29,1,1,1,42,c8llrezkm3b3op4afrou6b487,1,45.5,29.8,2023-03-18T17:33:20.107Z,2023-03-19T01:54:09Z,4106690107,213,6.2,4106690101,140,57.8,4106690099,56,Center,4106690105,212,13.0,4106690103,141,27.9,4108386201,178,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807247,30,1,1,1,46,c8llrezkm3b3op4afrou6b487,1,62.2,42.4,2023-03-18T17:33:24.109Z,2023-03-19T01:54:17Z,4106690365,141,80.5,4106690363,140,76.1,4106690369,213,1.1,4106691033,210,13,4108386355,178,,4106690367,212,29.7,4106690361,56,Left,,,,28psc296gj3umo59qqha8jil1,Denis Suárez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807253,31,13,1,1,51,c8llrezkm3b3op4afrou6b487,1,79.9,68.5,2023-03-18T17:33:29.192Z,2023-03-19T01:54:17Z,4106691073,230,97.3,4106691059,83,,4106691061,29,,4106690403,22,,4106691071,215,,4106691063,55,30,4106690407,56,Center,4108386547,178,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,4106691069,103,13.9,4106691075,231,51.8,4106691067,102,59.2,4106690405,18,4106690713,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807273,18,5,1,1,52,6f27yvbqcngegwsg2ozxxdj4,1,-1.4,40.6,2023-03-18T17:33:30.269Z,2023-03-19T01:54:23Z,4106690535,233,32,4106690491,346,,4106690489,56,Back,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807269,32,5,1,1,52,c8llrezkm3b3op4afrou6b487,0,101.4,59.4,2023-03-18T17:33:30.269Z,2023-03-19T01:54:24Z,4106690487,346,,4106690483,56,Center,4106690613,233,18,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807685,19,1,1,2,16,6f27yvbqcngegwsg2ozxxdj4,1,4.6,46.3,2023-03-18T17:33:53.578Z,2023-03-19T01:54:30Z,4106692501,1,,4106692493,140,58.2,4106692495,141,69.6,4106692499,213,0.3,4106692505,74,,4106692497,212,58.5,4106692489,124,,4106692491,56,Center,59ndqnsvggsoek170rdqyd1w5,Iván Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521807727,20,1,1,2,19,6f27yvbqcngegwsg2ozxxdj4,1,59.9,68.7,2023-03-18T17:33:56.598Z,2023-03-19T01:56:57Z,4106692717,56,Center,4106692725,213,4.6,4106692723,212,17.6,4106692719,140,57.8,4108394349,388,,4106692715,3,,4106692721,141,43.0,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
