id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2460651071,5,1,1,0,19,82q9159y2u7mkfn3z6hy75r4o,1,15.7,81.9,2022-09-16T19:01:14.729Z,2022-09-17T10:16:43Z,3783745687,56,Back,3784843999,178,,3783745691,141,50.8,3783745693,212,24.6,3783745689,140,3.7,3783745697,213,4.2,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651111,6,1,1,0,22,82q9159y2u7mkfn3z6hy75r4o,1,4.2,45.5,2022-09-16T19:01:17.635Z,2022-09-17T10:16:49Z,3783745881,1,,3783745877,212,37.6,3783745873,140,28.8,3783745875,141,5.3,3784844213,178,,3783745871,56,Back,3783745879,213,5.5,3783745869,155,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651121,7,43,1,0,25,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-09-16T19:01:20.524Z,2022-09-16T19:01:30Z,3783745927,56,Back,3783746535,144,61,,,,,,,,,,,,,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651167,8,1,1,0,27,82q9159y2u7mkfn3z6hy75r4o,1,27.7,8,2022-09-16T19:01:23.469Z,2022-09-17T10:17:06Z,3784845025,178,,3783746167,141,13.0,3783746165,140,23.1,3783746163,56,Back,3783746169,212,5.9,3783746171,213,2.5,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651195,9,1,1,0,29,82q9159y2u7mkfn3z6hy75r4o,1,23.1,14.1,2022-09-16T19:01:25.298Z,2022-09-17T10:17:13Z,3783746277,140,27.5,3783746281,212,9.6,3783746275,56,Back,3783746279,141,26.5,3783746283,213,1.1,3784845357,178,,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651215,10,1,1,0,30,82q9159y2u7mkfn3z6hy75r4o,0,27.5,26.5,2022-09-16T19:01:26.312Z,2022-09-17T10:17:23Z,3783746371,141,0.0,3783746369,140,43.4,3784845927,178,,3783746367,56,Back,3783746375,213,5.4,3783746365,155,,3783746373,212,25.3,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651261,7,5,1,0,34,4jelr92fsge73q39is6qvhxb3,1,54,101.8,2022-09-16T19:01:29.547Z,2022-09-17T10:17:31Z,3783746597,347,,3783746601,233,11,3783746595,56,Left,,,,,,,,,,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651223,11,5,1,0,34,82q9159y2u7mkfn3z6hy75r4o,0,46,-1.8,2022-09-16T19:01:29.547Z,2022-09-17T10:17:31Z,3783746411,347,,3783746407,56,Back,3783746629,233,7,,,,,,,,,,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651497,8,1,1,0,52,4jelr92fsge73q39is6qvhxb3,1,51.2,100,2022-09-16T19:01:48.297Z,2022-09-17T10:17:38Z,3783747769,140,57.8,3783747771,141,90.6,3783747767,56,Left,3783747773,212,10.4,3783747765,107,,3783747775,213,5.4,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651503,9,61,1,0,54,4jelr92fsge73q39is6qvhxb3,0,56.8,86.9,2022-09-16T19:01:49.558Z,2022-09-17T10:17:51Z,3784847199,15,,3784847203,178,,3783747805,56,Left,,,,,,,,,,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651523,12,1,1,0,55,82q9159y2u7mkfn3z6hy75r4o,1,42.6,31.2,2022-09-16T19:01:51.408Z,2022-09-17T10:18:02Z,3784599955,212,4.9,3783747897,56,Back,3784599953,141,31.4,3784599957,213,0.0,3784599951,140,47.3,3784847731,178,,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651539,13,49,1,0,56,82q9159y2u7mkfn3z6hy75r4o,1,47.1,43.3,2022-09-16T19:01:52.100Z,2022-09-17T10:18:10Z,,,,,,,,,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651573,14,1,1,0,56,82q9159y2u7mkfn3z6hy75r4o,1,48.7,35.9,2022-09-16T19:01:52.122Z,2022-09-17T10:18:17Z,3784848293,178,,3783748131,140,47.2,3783748137,213,1.7,3783748129,56,Back,3783748133,141,60.2,3783748135,212,16.6,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651601,15,1,1,1,2,82q9159y2u7mkfn3z6hy75r4o,1,68.1,63.7,2022-09-16T19:01:58.164Z,2022-09-17T10:18:27Z,3783748257,212,6.4,3783748253,140,74.0,3783748255,141,61.4,3783748259,213,6.0,3783748249,56,Center,3784848613,178,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651643,16,1,1,1,3,82q9159y2u7mkfn3z6hy75r4o,1,74.1,61.6,2022-09-16T19:01:58.786Z,2022-09-17T10:18:33Z,3783748487,140,87.1,3784848843,178,,3783748483,56,Center,3783748491,141,69.8,3783748493,212,14.7,3783748495,213,0.4,,,,,,,a8ws0c0qiekoeqib6xxet0ixh,Lucas Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651667,17,1,1,1,7,82q9159y2u7mkfn3z6hy75r4o,1,98.6,68.6,2022-09-16T19:02:02.520Z,2022-09-17T10:18:42Z,3783748621,140,92.7,3784849127,178,,3783748627,213,2.5,3783748625,212,7.5,3783748623,141,74.8,3783748619,56,Center,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651669,18,61,1,1,7,82q9159y2u7mkfn3z6hy75r4o,0,91.5,76,2022-09-16T19:02:03.309Z,2022-09-17T10:18:55Z,3784849651,178,,3783748631,56,Center,,,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651677,10,49,1,1,10,4jelr92fsge73q39is6qvhxb3,1,12,5.5,2022-09-16T19:02:05.797Z,2022-09-17T10:19:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651721,11,1,1,1,11,4jelr92fsge73q39is6qvhxb3,1,10.9,6.4,2022-09-16T19:02:06.747Z,2022-09-17T10:19:14Z,3783748901,140,8.2,3783748899,56,Back,3783748907,213,2.1,3783748905,212,5.2,3783748903,141,12.8,3784850475,178,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651757,12,1,1,1,13,4jelr92fsge73q39is6qvhxb3,1,9.4,8.8,2022-09-16T19:02:08.533Z,2022-09-17T10:19:22Z,3783749035,213,0.0,3783749033,212,18.3,3783749029,140,26.8,3784850749,178,,3783749025,155,,3783749031,141,9.8,3783749027,56,Back,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651767,13,1,1,1,14,4jelr92fsge73q39is6qvhxb3,1,26.8,9.8,2022-09-16T19:02:10.202Z,2022-09-17T10:19:41Z,3783749105,141,2.6,3783749107,212,5.8,3783749097,56,Back,3783749101,140,29.8,3783749109,213,5.3,3784851591,178,,3783749095,3,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651783,14,1,1,1,15,4jelr92fsge73q39is6qvhxb3,1,30.8,3.8,2022-09-16T19:02:11.481Z,2022-09-17T10:19:56Z,3784852155,388,,3783749163,140,28.5,3783749165,141,10.6,3783749167,212,5.2,3783749159,3,,3783749169,213,2.1,3783749161,56,Back,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651801,15,1,1,1,16,4jelr92fsge73q39is6qvhxb3,1,28.4,12.2,2022-09-16T19:02:12.382Z,2022-09-17T10:20:07Z,3783749267,140,38.8,3783749273,213,0.4,3783749265,56,Back,3783749271,212,11.7,3784852549,178,,3783749269,141,18.5,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460895963,1158,67,1,1,17,4jelr92fsge73q39is6qvhxb3,1,39.3,20.9,2022-09-16T19:02:13.263Z,2022-09-17T11:42:22Z,3785016961,233,1003,,,,,,,,,,,,,,,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460895955,1003,67,1,1,17,82q9159y2u7mkfn3z6hy75r4o,0,60.7,79.1,2022-09-16T19:02:13.264Z,2022-09-17T11:18:53Z,3785016965,233,1158,,,,,,,,,,,,,,,,,,,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651835,16,1,1,1,17,4jelr92fsge73q39is6qvhxb3,1,38.8,18.5,2022-09-16T19:02:13.305Z,2022-09-17T11:42:22Z,3783749399,141,36.7,3783749403,213,1.2,3783749401,212,13.4,3783749397,140,43.6,3783749395,56,Back,3784852827,178,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651843,17,1,1,1,20,4jelr92fsge73q39is6qvhxb3,0,47.4,39.6,2022-09-16T19:02:15.618Z,2022-09-17T10:20:24Z,3783749443,140,34.2,3783749445,141,46.6,3783749447,212,14.7,3784853131,178,,3783749449,213,2.8,3783749441,56,Back,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651875,19,49,1,1,22,82q9159y2u7mkfn3z6hy75r4o,1,66.4,34.7,2022-09-16T19:02:18.171Z,2022-09-17T10:20:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a8ws0c0qiekoeqib6xxet0ixh,Lucas Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651935,20,1,1,1,30,82q9159y2u7mkfn3z6hy75r4o,1,65.9,22.6,2022-09-16T19:02:26.163Z,2022-09-17T10:21:06Z,3783749941,212,9.3,3784854789,178,,3783749937,140,58.6,3783749935,56,Center,3783749939,141,30.3,3783749943,213,2.5,,,,,,,a8ws0c0qiekoeqib6xxet0ixh,Lucas Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460651981,21,1,1,1,32,82q9159y2u7mkfn3z6hy75r4o,1,58.6,30.5,2022-09-16T19:02:28.418Z,2022-09-17T10:21:12Z,3784854999,178,,3783750179,56,Back,3783750187,212,21.1,3783750191,213,2.2,3783750185,141,56.4,3783750181,140,47.6,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652073,22,1,1,1,37,82q9159y2u7mkfn3z6hy75r4o,1,47.6,55,2022-09-16T19:02:33.438Z,2022-09-17T10:21:22Z,3783750635,141,22.5,3783750633,140,54.0,3784855379,178,,3783750637,212,23.1,3783750631,56,Center,3783750639,213,5.0,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652097,23,1,1,1,44,82q9159y2u7mkfn3z6hy75r4o,1,63.7,19.7,2022-09-16T19:02:39.829Z,2022-09-17T10:21:30Z,3783750749,140,70.9,3783750751,141,16.0,3784855603,178,,3783750747,56,Right,3783750755,213,6.0,3783750753,212,8.0,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652121,24,1,1,1,45,82q9159y2u7mkfn3z6hy75r4o,1,70.9,14.1,2022-09-16T19:02:41.170Z,2022-09-17T10:23:48Z,3783750907,140,58.4,3784861041,178,,3783750911,212,13.3,3783750905,56,Right,3783750909,141,11.3,3783750913,213,3.3,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652147,25,1,1,1,48,82q9159y2u7mkfn3z6hy75r4o,1,62.4,6.2,2022-09-16T19:02:44.162Z,2022-09-17T10:24:17Z,3783751055,141,34.9,3783751053,140,51.9,3784861909,178,,3783751057,212,22.4,3783751059,213,2.1,3783751051,56,Center,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652169,26,1,1,1,50,82q9159y2u7mkfn3z6hy75r4o,1,53,33,2022-09-16T19:02:45.545Z,2022-09-17T10:24:25Z,3783751201,140,44.9,3783751199,56,Back,3784862103,178,,3783751207,213,3.3,3783751205,212,8.7,3783751203,141,30.5,,,,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652195,27,1,1,1,51,82q9159y2u7mkfn3z6hy75r4o,1,42.7,33.4,2022-09-16T19:02:47.134Z,2022-09-17T10:24:30Z,3783751371,140,48.7,3783751369,56,Back,3784862237,178,,3783751377,213,0.6,3783751375,212,7.4,3783751373,141,39.2,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652237,28,1,1,1,53,82q9159y2u7mkfn3z6hy75r4o,1,49.3,33.2,2022-09-16T19:02:49.471Z,2022-09-17T10:24:36Z,3783751545,140,54.7,3783751543,56,Right,3783751547,141,2.7,3783751551,213,5.0,3784862467,178,,3783751549,212,21.5,,,,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652275,29,1,1,1,56,82q9159y2u7mkfn3z6hy75r4o,1,54.8,2.7,2022-09-16T19:02:51.806Z,2022-09-17T10:24:41Z,3783751713,213,2.2,3784862677,178,,3783751709,141,32.4,3783751705,56,Back,3783751711,212,25.7,3783751707,140,39.7,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652387,30,1,1,2,0,82q9159y2u7mkfn3z6hy75r4o,1,46.3,30.5,2022-09-16T19:02:56.340Z,2022-09-17T10:24:50Z,3783752269,213,1.0,3783752261,56,Center,3783752267,212,20.9,3784862935,178,,3783752263,140,57.5,3783752265,141,55.9,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652393,31,4,1,2,6,82q9159y2u7mkfn3z6hy75r4o,1,73.4,33.6,2022-09-16T19:03:01.700Z,2022-09-17T10:25:05Z,3783752291,294,,3783752293,56,Center,3783752295,152,,3783752289,13,,3783752297,286,,3783752455,233,18,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460652409,18,4,1,2,6,4jelr92fsge73q39is6qvhxb3,0,26.6,66.4,2022-09-16T19:03:01.701Z,2022-09-17T10:25:05Z,3783752409,294,,3783752413,152,,3784863403,178,,3783752415,285,,3783752407,13,,3783752411,56,Back,3783752517,233,31,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460653041,32,1,1,2,49,82q9159y2u7mkfn3z6hy75r4o,0,70.4,39.3,2022-09-16T19:03:44.824Z,2022-09-17T10:25:15Z,3783755559,5,,3783755567,140,90.5,3783755565,56,Center,3783755563,152,,3783755573,213,6.2,3783755569,141,35.6,3784863905,178,,3783755571,212,21.3,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,3783755561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460653047,20,4,1,2,50,4jelr92fsge73q39is6qvhxb3,1,13.8,66.2,2022-09-16T19:03:45.770Z,2022-09-17T10:25:41Z,3783759997,152,,3783759995,56,Back,3783759993,294,,3783813937,233,34,3783759999,285,,3783759991,13,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460653463,34,4,1,2,50,82q9159y2u7mkfn3z6hy75r4o,0,86.2,33.8,2022-09-16T19:03:45.771Z,2022-09-17T10:25:40Z,3783757819,56,Center,3783757823,286,,3783757817,294,,3784864865,178,,3783757821,152,,3783813977,233,20,3783757815,13,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
