id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/17/value,assist
2533189213,8,1,1,0,19,3budh3j9xivsid3ptm8ptpy4k,1,14.1,59.7,2023-04-14T19:00:36.799Z,2023-04-15T09:36:30Z,4189332031,178,,4187975159,213,5.0,4187975151,56,Back,4187975157,212,21.5,4187975155,141,29.5,4187975153,140,20.3,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189237,9,1,1,0,22,3budh3j9xivsid3ptm8ptpy4k,1,21.1,24.7,2023-04-14T19:00:40.570Z,2023-04-15T09:36:33Z,4187975277,212,16.5,4187975275,141,4.4,4187975273,140,29.7,4187975279,213,5.3,4187975271,56,Back,4189332065,178,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189265,10,1,1,0,25,3budh3j9xivsid3ptm8ptpy4k,0,30.5,3.5,2023-04-14T19:00:43.163Z,2023-04-15T09:36:38Z,4187975419,56,Right,4187975421,140,58.3,4189332097,178,,4187975427,213,0.3,4187975425,212,30.3,4187975423,141,15.5,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189307,4,1,1,0,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,35,84.7,2023-04-14T19:00:45.094Z,2023-04-15T09:36:49Z,4187975653,212,24.7,4187975655,213,0.3,4187975649,140,57.6,4187975647,56,Left,4187975651,141,94.6,4189332157,178,,4187975645,3,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189313,5,49,1,0,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,58.8,94.6,2023-04-14T19:00:46.462Z,2023-04-15T09:36:52Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189327,6,1,1,0,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,61.1,95.8,2023-04-14T19:00:46.780Z,2023-04-15T09:36:57Z,4187975723,56,Back,4187975725,140,47.3,4187975727,141,87.8,4187975731,213,3.5,4187975729,212,15.5,4189332209,178,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189335,7,1,1,0,30,2l0ldgiwsgb8d6y3z0sfgjzyj,0,52.1,85.7,2023-04-14T19:00:48.294Z,2023-04-15T09:37:02Z,4187975761,140,64.4,4187975759,56,Center,4189332233,178,,4187975767,212,13.8,4187975771,213,5.9,4187975763,141,78.5,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189341,11,8,1,0,31,3budh3j9xivsid3ptm8ptpy4k,1,34.5,23.1,2023-04-14T19:00:49.682Z,2023-04-15T09:37:05Z,4189332255,178,,4187975793,56,Back,4188660285,383,,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189347,12,49,1,0,32,3budh3j9xivsid3ptm8ptpy4k,1,41.6,32.8,2023-04-14T19:00:50.649Z,2023-04-15T09:37:32Z,,,,,,,,,,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189393,13,1,1,0,33,3budh3j9xivsid3ptm8ptpy4k,1,38.1,37.1,2023-04-14T19:00:51.073Z,2023-04-15T09:37:34Z,4187976065,140,36.2,4187976071,213,1.8,4187976069,212,8.0,4187976063,56,Back,4187976067,141,48.5,4189332435,178,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189427,14,1,1,0,35,3budh3j9xivsid3ptm8ptpy4k,1,36.5,51.9,2023-04-14T19:00:52.923Z,2023-04-15T09:37:38Z,4187976223,56,Back,4187976225,140,25.0,4189332463,178,,4187976227,141,80.0,4187976229,212,22.6,4187976231,213,2.1,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189445,15,1,1,0,38,3budh3j9xivsid3ptm8ptpy4k,0,24.6,75.6,2023-04-14T19:00:56.578Z,2023-04-15T09:37:41Z,4189332503,178,,4187976321,56,Left,4187976329,213,0.3,4187976327,212,30.8,4187976325,141,90.1,4187976323,140,52.4,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189453,8,49,1,0,40,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45.1,11,2023-04-14T19:00:57.960Z,2023-04-15T09:37:47Z,,,,,,,,,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189461,9,1,1,0,40,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45.1,11,2023-04-14T19:00:58.025Z,2023-04-15T09:37:52Z,4187976387,140,54.5,4187976385,56,Right,4189332611,178,,4187976391,212,11.5,4187976393,213,0.5,4187976389,141,19.8,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189501,10,1,1,0,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.1,19.1,2023-04-14T19:00:59.578Z,2023-04-15T09:38:00Z,4187976597,212,11.6,4187976595,141,8.0,4187976593,140,63.5,4189332659,178,,4187976599,213,5.6,4187976591,56,Right,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189505,11,3,1,0,43,2l0ldgiwsgb8d6y3z0sfgjzyj,1,65.2,8.1,2023-04-14T19:01:01.621Z,2023-04-15T09:38:06Z,4187976705,233,16,4189332709,178,,4187976609,286,,4188661323,464,,4187976607,56,Right,,,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189515,16,45,1,0,43,3budh3j9xivsid3ptm8ptpy4k,0,34.8,91.9,2023-04-14T19:01:01.621Z,2023-04-15T09:38:06Z,4187976649,56,Back,4187976653,285,,4187976715,233,11,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189535,12,1,1,0,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,66,13.4,2023-04-14T19:01:02.968Z,2023-04-15T09:38:10Z,4187976741,141,10.4,4187976739,140,51.6,4189332745,178,,4187976737,56,Right,4187976745,213,3.3,4187976743,212,15.3,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189567,13,1,1,0,46,2l0ldgiwsgb8d6y3z0sfgjzyj,1,53.4,8.5,2023-04-14T19:01:04.149Z,2023-04-15T09:38:13Z,4189332775,178,,4187976889,212,24.1,4187976887,141,28.7,4187976883,56,Back,4187976885,140,34.5,4187976891,213,2.5,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189629,14,1,1,0,49,2l0ldgiwsgb8d6y3z0sfgjzyj,1,26.5,29.7,2023-04-14T19:01:07.186Z,2023-04-15T09:38:15Z,4187977211,213,1.6,4187977207,141,73.6,4187977203,56,Back,4187977209,212,29.9,4187977205,140,27.0,4189332829,178,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189687,15,1,1,0,53,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28,76.1,2023-04-14T19:01:10.819Z,2023-04-15T09:38:19Z,4187977497,155,,4187977511,1,,4187977507,212,33.1,4187977503,140,57.5,4187977505,141,93.2,4187977501,56,Left,4187977509,213,0.4,4189332885,178,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533454111,933,67,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,57.3,95.2,2023-04-14T19:01:12.739Z,2023-04-15T11:06:37Z,4189386509,233,862,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533454109,862,67,1,0,54,3budh3j9xivsid3ptm8ptpy4k,0,42.7,4.8,2023-04-14T19:01:12.740Z,2023-04-15T10:15:09Z,4189386529,233,933,,,,,,,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189693,16,61,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,0,57.5,93.2,2023-04-14T19:01:12.764Z,2023-04-15T11:06:37Z,4187977527,56,Left,4189332961,178,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189731,17,5,1,0,55,2l0ldgiwsgb8d6y3z0sfgjzyj,0,43.2,101.8,2023-04-14T19:01:13.648Z,2023-04-15T09:38:30Z,4187977697,347,,4187977797,233,17,4187977695,56,Back,,,,,,,,,,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189741,17,5,1,0,55,3budh3j9xivsid3ptm8ptpy4k,1,56.8,-1.8,2023-04-14T19:01:13.648Z,2023-04-15T09:38:30Z,4187977767,233,17,4187977745,56,Right,4187977747,347,,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189843,18,1,1,1,1,3budh3j9xivsid3ptm8ptpy4k,1,57.1,0,2023-04-14T19:01:19.567Z,2023-04-15T09:38:52Z,4187978267,141,5.6,4187978257,107,,4187978265,140,59.3,4187978271,213,1.2,4187978261,56,Right,4187978269,212,5.7,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533241593,447,1,1,1,3,3budh3j9xivsid3ptm8ptpy4k,1,57.6,8.3,2023-04-14T19:01:21.694Z,2023-04-15T09:38:57Z,4188262333,140,54.6,4189333383,178,,4188262335,141,37.1,4188262337,212,19.8,4188262339,213,1.7,4188262331,56,Center,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189869,19,43,1,1,6,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-04-14T19:01:24.309Z,2023-04-14T19:50:15Z,4187978413,141,40.1,4187978415,212,18.5,4187978417,213,1.5,4188262699,144,1,4187978409,56,Center,4187978411,140,58.8,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189933,20,1,1,1,6,3budh3j9xivsid3ptm8ptpy4k,1,61.5,43.3,2023-04-14T19:01:24.638Z,2023-04-15T09:39:04Z,4187978741,56,Left,4187978749,213,1.0,4187978743,140,79.4,4187978745,141,83.5,4189333453,178,,4187978747,212,33.2,4187978751,1,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189969,21,1,1,1,11,3budh3j9xivsid3ptm8ptpy4k,0,91.5,81.8,2023-04-14T19:01:29.651Z,2023-04-15T09:39:07Z,4187978929,140,100.0,4187978931,141,58.1,4187978923,2,,4187978935,213,5.3,4187978925,155,,4187978933,212,19.2,4188662533,224,,4188662535,72,,8eh38t4oyyt728co362f6uqqd,Álvaro García,4189333501,178,4187978927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189965,18,5,1,1,12,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-1.2,39.5,2023-04-14T19:01:30.556Z,2023-04-15T09:39:15Z,4187978961,233,22,4187978917,346,,4187978915,56,Back,,,,,,,,,,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189973,22,5,1,1,12,3budh3j9xivsid3ptm8ptpy4k,0,101.2,60.5,2023-04-14T19:01:30.556Z,2023-04-15T09:39:15Z,4187978955,346,,4187978979,233,18,4187978953,56,Center,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190221,19,1,1,1,30,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.4,49.3,2023-04-14T19:01:48.285Z,2023-04-15T09:39:23Z,4187980341,141,22.9,4187980349,213,5.1,4187980331,56,Back,4187980355,237,,4187980335,140,10.8,4187980345,212,19.2,4187980327,124,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190233,20,1,1,1,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,13.1,18.2,2023-04-14T19:01:50.302Z,2023-04-15T09:39:28Z,4189333823,178,,4187980419,141,36.4,4187980427,213,2.1,4187980417,140,6.7,4187980423,212,14.1,4187980415,56,Back,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190255,21,1,1,1,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,5.6,37,2023-04-14T19:01:51.893Z,2023-04-15T09:39:31Z,4187980529,213,0.2,4187980519,140,20.0,4187980515,56,Back,4187980525,212,15.5,4189333873,178,,4187980523,141,41.8,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190305,22,1,1,1,35,2l0ldgiwsgb8d6y3z0sfgjzyj,1,19.8,41.8,2023-04-14T19:01:52.893Z,2023-04-15T09:39:45Z,4187980869,212,26.6,4188270883,155,,4187980863,56,Back,4187980865,140,5.6,4187980871,213,4.1,4187980867,141,9.4,4189333959,178,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190311,23,1,1,1,39,2l0ldgiwsgb8d6y3z0sfgjzyj,0,7.9,7.3,2023-04-14T19:01:57.239Z,2023-04-15T09:39:57Z,4187981099,233,23,4187980917,213,0.4,4187981103,286,,4187980915,212,2.9,4189334375,389,,4187980905,56,Back,4187981097,236,,4187980911,141,8.9,94jrxsnf1ta2u65ommyge7bo5,Aridane,4187980907,140,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190337,23,74,1,1,39,3budh3j9xivsid3ptm8ptpy4k,1,90.4,92.3,2023-04-14T19:01:57.311Z,2023-04-15T09:40:03Z,4189334465,389,,4187981113,233,23,4187981049,56,Left,4187981053,285,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190341,24,1,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,0,9.7,9.1,2023-04-14T19:01:58.927Z,2023-04-15T09:40:11Z,4189334561,178,,4187981077,56,Back,4187981085,213,5.3,4187981079,140,13.6,4187981083,212,8.0,4187981081,141,0.0,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190369,24,5,1,1,41,3budh3j9xivsid3ptm8ptpy4k,1,86,101.2,2023-04-14T19:01:59.454Z,2023-04-15T09:40:14Z,4187981267,56,Left,4187981289,233,25,4187981269,347,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190343,25,5,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,0,14,-1.2,2023-04-14T19:01:59.454Z,2023-04-15T09:40:14Z,4187981087,56,Back,4187981293,233,24,4187981091,347,,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190405,25,1,1,1,45,3budh3j9xivsid3ptm8ptpy4k,1,83.7,100,2023-04-14T19:02:02.821Z,2023-04-15T09:40:16Z,4187981467,107,,4187981471,140,84.5,4187981477,213,4.8,4187981475,212,9.5,4187981473,141,87.4,4187981469,56,Left,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190421,26,1,1,1,45,3budh3j9xivsid3ptm8ptpy4k,1,84.5,87.4,2023-04-14T19:02:03.599Z,2023-04-15T09:40:23Z,4187981569,212,4.1,4189334825,178,,4187981563,56,Left,4187981565,140,85.1,4187981571,213,1.4,4187981567,141,93.3,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190495,27,1,1,1,46,3budh3j9xivsid3ptm8ptpy4k,1,85.1,93.3,2023-04-14T19:02:04.399Z,2023-04-15T09:40:25Z,4187981933,213,4.3,4187981925,56,Center,4187981923,155,,4187981927,140,79.2,4189334891,178,,4187981929,141,72.1,4187981931,212,15.7,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
