id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value
2496256297,4,44,1,0,13,2l0ldgiwsgb8d6y3z0sfgjzyj,0,52.6,79,2023-01-09T20:02:23.864Z,2023-01-10T05:04:34Z,3972031489,286,,3972031543,233,7,3972031487,56,Left,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256315,8,1,1,0,13,3czravw89omgc9o4s0w3l1bg5,0,48.1,21.8,2023-01-09T20:02:23.923Z,2023-01-10T06:46:20Z,3972226185,388,,3972031571,141,32.0,3972031569,140,69.9,3972031573,212,23.9,3972031563,3,,3972031567,56,Center,3972031565,168,,3972031575,213,0.3,3tzvbdszdrj1tayik9igbve8l,Gorka Guruzeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256311,5,49,1,0,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.6,67.8,2023-01-09T20:02:26.744Z,2023-01-10T05:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256393,6,1,1,0,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.9,68.4,2023-01-09T20:02:26.813Z,2023-01-10T05:04:58Z,3972031975,56,Back,3972226345,178,,3972031979,141,41.7,3972031977,140,8.0,3972031981,212,29.3,3972031983,213,3.8,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256413,7,1,1,0,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,18.9,40.9,2023-01-09T20:02:40.154Z,2023-01-10T05:05:03Z,3972032097,212,51.5,3972226373,178,,3972032099,213,0.2,3972032095,141,55.5,3972032093,140,67.0,3972032089,155,,3972032091,56,Center,3972032101,1,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256417,8,1,1,0,32,2l0ldgiwsgb8d6y3z0sfgjzyj,0,63.7,57.9,2023-01-09T20:02:42.485Z,2023-01-10T05:05:07Z,3972226387,388,,3972032143,3,,3972032157,213,0.8,3972032155,212,8.5,3972032153,141,66.6,3972032147,56,Center,3972032151,140,69.5,3972032145,168,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256423,9,49,1,0,34,3czravw89omgc9o4s0w3l1bg5,1,30.9,30.1,2023-01-09T20:02:44.475Z,2023-01-10T05:05:16Z,,,,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256447,10,1,1,0,36,3czravw89omgc9o4s0w3l1bg5,1,30.8,32,2023-01-09T20:02:46.443Z,2023-01-10T05:05:20Z,3972226513,178,,3972032291,56,Back,3972032293,140,29.0,3972032295,141,46.1,3972032299,213,1.8,3972032297,212,9.8,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256471,11,1,1,0,37,3czravw89omgc9o4s0w3l1bg5,0,29.4,46,2023-01-09T20:02:47.405Z,2023-01-10T05:05:24Z,3972226537,178,,3972032401,140,76.8,3972032403,141,18.4,3972032405,212,53.2,3972032409,1,,3972032397,157,,3972032407,213,5.9,3972032399,56,Right,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256457,9,49,1,0,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.3,84.7,2023-01-09T20:02:52.023Z,2023-01-10T05:05:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256483,10,1,1,0,44,2l0ldgiwsgb8d6y3z0sfgjzyj,1,12.9,86.6,2023-01-09T20:02:54.775Z,2023-01-10T05:05:35Z,3972032469,213,4.2,3972032465,141,66.5,3972032467,212,15.5,3972226625,178,,3972032463,140,5.9,3972032461,56,Back,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256501,11,1,1,0,46,2l0ldgiwsgb8d6y3z0sfgjzyj,0,5.9,66.5,2023-01-09T20:02:56.575Z,2023-01-10T05:05:40Z,3972032559,157,,3972032561,56,Back,3972032563,140,39.7,3972032571,1,,3972032567,212,35.6,3972032569,213,0.1,3972032565,141,69.8,3972226671,178,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256509,12,44,1,0,49,3czravw89omgc9o4s0w3l1bg5,1,58.4,29.8,2023-01-09T20:02:59.804Z,2023-01-10T06:46:21Z,3972032599,233,12,3972032583,286,,3972032581,56,Center,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256505,12,44,1,0,49,2l0ldgiwsgb8d6y3z0sfgjzyj,0,41.6,70.2,2023-01-09T20:02:59.805Z,2023-01-10T05:05:45Z,3972032577,285,,3972032653,233,12,3972032575,56,Back,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256517,13,1,1,0,49,3czravw89omgc9o4s0w3l1bg5,0,58,28.1,2023-01-09T20:02:59.854Z,2023-01-10T06:46:21Z,3972032623,140,64.0,3972032621,56,Center,3972032619,3,,3972032629,213,1.1,3972032625,141,47.8,3972226795,388,,3972032627,212,14.8,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256579,13,1,1,0,51,2l0ldgiwsgb8d6y3z0sfgjzyj,1,34.1,43.3,2023-01-09T20:03:02.094Z,2023-01-10T05:05:54Z,3972032929,155,,3972226831,388,,3972032937,212,30.3,3972032939,213,1.4,3972032935,141,86.9,3972032933,140,40.2,3972032931,56,Back,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256603,14,1,1,1,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,40.1,80,2023-01-09T20:03:12.225Z,2023-01-10T05:06:01Z,3972033021,212,31.5,3972226905,178,,3972033023,213,4.3,3972033017,140,29.4,3972033019,141,36.8,3972033015,56,Back,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256617,15,1,1,1,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.6,34.3,2023-01-09T20:03:15.224Z,2023-01-10T05:06:05Z,3972033121,141,4.9,3972226957,178,,3972033113,56,Back,3972033117,140,30.4,3972033127,213,5.0,3972033125,212,20.6,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256625,16,1,1,1,7,2l0ldgiwsgb8d6y3z0sfgjzyj,0,30.4,4.9,2023-01-09T20:03:17.758Z,2023-01-10T05:07:06Z,3972033169,233,14,3972227385,178,,3972033153,56,Back,3972033155,140,31.4,3972033161,213,0.2,3972033157,141,5.2,3972033167,236,,3972033151,155,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,3972033173,286,3972033159,212,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256627,14,74,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,67.1,93.5,2023-01-09T20:03:17.804Z,2023-01-10T05:07:11Z,3972227423,178,,3972033165,285,,3972033175,233,16,3972033163,56,Left,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256629,15,5,1,1,8,3czravw89omgc9o4s0w3l1bg5,0,63.7,101,2023-01-09T20:03:18.384Z,2023-01-10T05:07:15Z,3972033181,56,Left,3972033183,347,,3972033367,233,17,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256659,17,5,1,1,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,36.3,-1,2023-01-09T20:03:18.384Z,2023-01-10T05:07:14Z,3972033315,56,Back,3972033339,233,15,3972033317,347,,,,,,,,,,,,,,,,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256703,18,1,1,1,23,2l0ldgiwsgb8d6y3z0sfgjzyj,0,37.9,0,2023-01-09T20:03:33.902Z,2023-01-10T05:07:20Z,3972033585,141,10.2,3972033589,213,0.2,3972033579,107,,3972033591,1,,3972033587,212,33.6,3972033581,56,Right,3972033583,140,68.9,,,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256711,16,44,1,1,26,3czravw89omgc9o4s0w3l1bg5,1,28,86.4,2023-01-09T20:03:37.033Z,2023-01-10T06:46:21Z,3972033617,285,,3972033635,233,19,3972033615,56,Back,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256709,19,44,1,1,26,2l0ldgiwsgb8d6y3z0sfgjzyj,0,72,13.6,2023-01-09T20:03:37.034Z,2023-01-10T05:07:26Z,3972033613,286,,3972033611,56,Right,3972033681,233,16,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256715,17,1,1,1,26,3czravw89omgc9o4s0w3l1bg5,0,28.9,86.6,2023-01-09T20:03:37.114Z,2023-01-10T06:46:22Z,3972033643,140,30.6,3972033641,56,Back,3972033639,3,,3972227611,388,,3972033647,212,4.1,3972033645,141,92.0,3972033649,213,1.1,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256733,20,3,1,1,28,2l0ldgiwsgb8d6y3z0sfgjzyj,0,76.3,6,2023-01-09T20:03:39.163Z,2023-01-10T05:07:38Z,3972149763,465,,3972033815,233,18,3972033737,56,Right,3972227675,178,,3972033739,286,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256743,18,7,1,1,30,3czravw89omgc9o4s0w3l1bg5,0,23.7,94,2023-01-09T20:03:40.244Z,2023-01-10T05:07:51Z,3972033787,56,Back,3972227751,178,,3972033789,285,,3972033807,233,20,3972150167,385,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256735,21,43,1,1,30,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-01-09T20:03:40.245Z,2023-01-09T22:50:39Z,3972150115,144,61,3972033753,56,Right,,,,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256749,19,43,1,1,30,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-09T20:03:41.165Z,2023-01-09T22:50:52Z,3972150159,144,61,3972033803,56,Back,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496296259,860,67,1,1,31,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.5,8.4,2023-01-09T20:03:41.613Z,2023-01-10T06:46:22Z,3972249145,233,1051,,,,,,,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496296257,1051,67,1,1,31,3czravw89omgc9o4s0w3l1bg5,0,26.5,91.6,2023-01-09T20:03:41.614Z,2023-01-10T05:46:06Z,3972249149,233,860,,,,,,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256773,22,1,1,1,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,74.2,8.3,2023-01-09T20:03:43.164Z,2023-01-10T05:07:59Z,3972033907,56,Center,3972033913,141,34.1,3972033911,140,66.3,3972033915,212,19.4,3972227829,178,,3972033917,213,2.0,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256795,23,1,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,66.3,34.3,2023-01-09T20:03:44.165Z,2023-01-10T05:08:04Z,3972033993,140,72.7,3972033991,56,Center,3972033999,213,0.9,3972033995,141,47.5,3972227871,178,,3972033997,212,11.2,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256797,24,1,1,1,36,2l0ldgiwsgb8d6y3z0sfgjzyj,0,72.7,47.5,2023-01-09T20:03:46.623Z,2023-01-10T05:08:08Z,3972034029,141,41.5,3972227911,178,,3972034033,213,5.2,3972034045,286,,3972034025,56,Center,3972034041,233,20,3972034027,140,74.8,3972034039,236,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,3972034031,212,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256799,20,74,1,1,36,3czravw89omgc9o4s0w3l1bg5,1,25,59.6,2023-01-09T20:03:46.782Z,2023-01-10T05:08:11Z,3972034047,233,24,3972034037,285,,3972227937,178,,3972034035,56,Back,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256839,25,1,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,61.9,92.3,2023-01-09T20:03:51.584Z,2023-01-10T05:08:16Z,3972034269,141,74.1,3972034265,56,Center,3972034267,140,60.1,3972034273,213,4.6,3972227987,178,,3972034271,212,12.5,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256857,26,1,1,1,44,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.3,77.6,2023-01-09T20:03:54.324Z,2023-01-10T05:08:20Z,3972034333,140,57.7,3972034331,56,Left,3972228043,178,,3972034335,141,92.7,3972034339,213,1.7,3972034337,212,10.4,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256865,27,1,1,1,45,2l0ldgiwsgb8d6y3z0sfgjzyj,0,57.7,92.9,2023-01-09T20:03:55.954Z,2023-01-10T05:08:36Z,3972228207,178,,3972034371,213,6.2,3972034363,56,Left,3972034365,140,62.7,3972034369,212,5.3,3972034367,141,92.0,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256871,21,61,1,1,45,3czravw89omgc9o4s0w3l1bg5,1,38.7,5.8,2023-01-09T20:03:56.075Z,2023-01-10T05:08:44Z,3972228251,178,,3972034393,56,Back,,,,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256885,22,49,1,1,47,3czravw89omgc9o4s0w3l1bg5,1,37.5,15.7,2023-01-09T20:03:58.115Z,2023-01-10T05:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256897,23,1,1,1,48,3czravw89omgc9o4s0w3l1bg5,1,37.5,15.7,2023-01-09T20:03:58.295Z,2023-01-10T05:08:53Z,3972228377,178,,3972034483,212,9.7,3972034481,141,20.6,3972034479,140,46.2,3972034485,213,0.3,3972034477,56,Back,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256909,24,1,1,1,49,3czravw89omgc9o4s0w3l1bg5,0,46.3,20.6,2023-01-09T20:03:59.235Z,2023-01-10T05:09:01Z,3972034545,213,5.6,3972228505,178,,3972034541,141,5.3,3972034543,212,16.7,3972034537,56,Right,3972034539,140,58.8,,,,,,,3tzvbdszdrj1tayik9igbve8l,Gorka Guruzeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256925,28,12,1,1,50,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.6,93.2,2023-01-09T20:04:00.574Z,2023-01-10T05:09:10Z,3972034617,213,1.1,3972034615,212,2.3,3972228559,178,,3972034613,141,96.2,3972034609,56,Back,3972034611,140,39.7,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256941,25,43,1,1,51,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-09T20:04:01.309Z,2023-01-09T20:04:27Z,3972035421,144,61,3972034675,56,Right,,,,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496256933,29,49,1,1,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.9,96.3,2023-01-09T20:04:02.284Z,2023-01-10T05:09:20Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
