id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2527800673,8,1,1,0,26,ah8dala7suqqkj04n2l8xz4zd,1,39.3,31.3,2023-04-02T19:02:05.032Z,2023-04-02T19:02:09Z,4159259077,213,2.1,4159259071,140,28.5,4159259069,56,Back,4159259075,212,23.6,4159259073,141,61.8,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800721,9,1,1,0,30,ah8dala7suqqkj04n2l8xz4zd,1,24.5,50.1,2023-04-02T19:02:08.952Z,2023-04-02T19:02:14Z,4159259313,140,46.1,4159259315,141,33.7,4159259319,213,5.8,4159259317,212,25.3,4159259311,56,Back,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800725,10,61,1,0,31,ah8dala7suqqkj04n2l8xz4zd,0,46.1,33.7,2023-04-02T19:02:10.490Z,2023-04-02T19:02:16Z,4159259333,56,Back,,,,,,,,,,,,,,,,,,,,,,9jxofpmrfh2lil77f9xj22kiy,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800709,6,49,1,0,34,4ku8o6uf87yd8iecdalipo6wd,1,54.2,59.6,2023-04-02T19:02:12.813Z,2023-04-02T19:02:12Z,,,,,,,,,,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800733,7,1,1,0,34,4ku8o6uf87yd8iecdalipo6wd,1,55.5,57.3,2023-04-02T19:02:13.269Z,2023-04-02T19:02:15Z,4159259357,140,63.1,4159259361,212,14.8,4159259355,56,Center,4159259363,213,5.3,4159259359,141,39.0,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800751,8,1,1,0,36,4ku8o6uf87yd8iecdalipo6wd,1,63.1,35.5,2023-04-02T19:02:15.180Z,2023-04-02T19:02:18Z,4159259429,212,15.9,4159259427,141,12.2,4159259423,56,Right,4159259425,140,63.6,4159259431,213,4.7,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800757,9,1,1,0,39,4ku8o6uf87yd8iecdalipo6wd,1,66.5,12.2,2023-04-02T19:02:18.637Z,2023-04-02T19:02:19Z,4159259465,56,Right,4159259471,212,4.1,4159259473,213,2.5,4159259469,141,15.7,4159259467,140,63.3,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800779,10,1,1,0,40,4ku8o6uf87yd8iecdalipo6wd,1,63.3,15.7,2023-04-02T19:02:19.237Z,2023-04-02T19:02:22Z,4159259573,140,72.4,4159259575,141,9.8,4159259571,56,Right,4159259577,212,10.4,4159259579,213,5.9,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800783,11,3,1,0,43,4ku8o6uf87yd8iecdalipo6wd,0,77.8,12.4,2023-04-02T19:02:21.736Z,2023-04-02T19:02:24Z,4159259595,56,Right,4159259649,233,11,4159259597,286,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800785,11,7,1,0,43,ah8dala7suqqkj04n2l8xz4zd,1,22.2,87.6,2023-04-02T19:02:21.737Z,2023-04-02T19:02:23Z,4159259619,233,11,4159259599,56,Back,4159259601,285,,,,,,,,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800791,12,49,1,0,43,ah8dala7suqqkj04n2l8xz4zd,1,17.6,87.1,2023-04-02T19:02:22.618Z,2023-04-02T19:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800795,13,1,1,0,44,ah8dala7suqqkj04n2l8xz4zd,1,17.6,87.1,2023-04-02T19:02:22.777Z,2023-04-02T19:02:24Z,4159259655,56,Back,4159259663,213,0.9,4159259657,140,21.6,4159259661,212,6.8,4159259659,141,95.0,,,,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800813,14,1,1,0,45,ah8dala7suqqkj04n2l8xz4zd,1,21.5,94.7,2023-04-02T19:02:24.009Z,2023-04-02T19:34:02Z,4159259743,141,86.9,4159259739,56,Back,4159259745,212,5.3,4159259741,140,21.9,4159259747,213,4.8,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800817,15,1,1,0,47,ah8dala7suqqkj04n2l8xz4zd,0,22.3,88,2023-04-02T19:02:26.057Z,2023-04-02T19:02:27Z,4159259781,212,8.6,4159259775,56,Back,4159259783,213,0.4,4159259777,140,29.8,4159259779,141,93.2,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800837,12,8,1,0,49,4ku8o6uf87yd8iecdalipo6wd,1,64.4,7.5,2023-04-02T19:02:28.703Z,2023-04-02T19:02:29Z,4159259869,56,Right,4159259891,15,,,,,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802399,29,1,1,0,50,4ku8o6uf87yd8iecdalipo6wd,1,76.2,8,2023-04-02T19:02:29.609Z,2023-04-02T19:05:14Z,4159267957,3,,4159267967,213,3.3,4159267961,140,68.7,4159267965,212,8.0,4159267963,141,5.9,4159267959,56,Right,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800863,13,1,1,0,51,4ku8o6uf87yd8iecdalipo6wd,0,71.8,3.9,2023-04-02T19:02:29.741Z,2023-04-02T19:07:16Z,4159260005,56,Right,4159260011,212,1.2,4159260007,140,72.9,4159260013,213,6.2,4159260009,141,3.7,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800921,14,4,1,0,53,4ku8o6uf87yd8iecdalipo6wd,1,73.2,4.2,2023-04-02T19:02:31.848Z,2023-04-02T19:02:37Z,4159260281,152,,4159260325,233,16,4159260279,56,Right,4159260283,286,,4159260277,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800897,16,4,1,0,53,ah8dala7suqqkj04n2l8xz4zd,0,26.8,95.8,2023-04-02T19:02:31.849Z,2023-04-02T19:02:38Z,4159260145,285,,4159260143,152,,4159260139,10,,4159260337,233,14,4159260141,56,Back,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801235,15,1,1,1,29,4ku8o6uf87yd8iecdalipo6wd,1,74.1,4.4,2023-04-02T19:03:07.749Z,2023-04-02T19:03:37Z,4159261829,155,,4159262359,154,,4159261833,56,Center,4159262357,210,15,4159261827,5,,4159261835,140,88.6,4159261831,152,,4159261839,212,27.9,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,1,4159261841,213,1.0,4159261837,141,38.7,4159261825,2,,,,,,,,,,,,,,,,,,,
2527801243,16,44,1,1,31,4ku8o6uf87yd8iecdalipo6wd,1,88.7,39.2,2023-04-02T19:03:10.137Z,2023-04-02T19:03:12Z,4159261925,233,17,4159261863,56,Center,4159261867,286,,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801231,17,44,1,1,31,ah8dala7suqqkj04n2l8xz4zd,0,11.3,60.8,2023-04-02T19:03:10.138Z,2023-04-02T19:03:12Z,4159261941,233,16,4159261803,56,Back,4159261805,285,,,,,,,,,,,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801249,17,15,1,1,32,4ku8o6uf87yd8iecdalipo6wd,1,88.6,38.7,2023-04-02T19:03:11.013Z,2023-04-02T19:03:37Z,4159262379,55,15,4159262385,103,29.7,4159262383,102,48.4,4159262099,24,,4159262377,154,,4159262387,146,98.1,4159261899,56,Center,4159262393,233,18,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,4159262389,147,48.2,4159261897,17,,4159262373,79,4159262105,328,4159262375,29,4159262101,15,,,,,,,,,,,,,
2527801261,18,10,1,1,32,ah8dala7suqqkj04n2l8xz4zd,1,2,49.9,2023-04-02T19:03:11.113Z,2023-04-02T19:03:17Z,4159261965,182,,4159262125,177,,4159262127,181,,4159262197,233,17,4159261967,56,Back,,,,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801265,19,52,1,1,34,ah8dala7suqqkj04n2l8xz4zd,1,2,49.9,2023-04-02T19:03:12.762Z,2023-04-02T19:03:13Z,,,,,,,,,,,,,,,,,,,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801357,20,1,1,1,43,ah8dala7suqqkj04n2l8xz4zd,1,10.6,49,2023-04-02T19:03:22.298Z,2023-04-02T19:03:24Z,4159262485,140,24.8,4159262483,56,Back,4159262481,123,,4159262487,141,81.2,4159262503,189,,4159262491,213,1.0,4159262489,212,26.5,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801379,21,1,1,1,45,ah8dala7suqqkj04n2l8xz4zd,1,24.8,81.2,2023-04-02T19:03:24.250Z,2023-04-02T19:03:26Z,4159262629,141,67.8,4159262633,213,4.0,4159262627,140,17.2,4159262625,56,Back,4159262631,212,12.1,,,,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801411,22,1,1,1,47,ah8dala7suqqkj04n2l8xz4zd,1,18.4,63.4,2023-04-02T19:03:26.522Z,2023-04-02T19:03:31Z,4159262765,212,27.9,4159262763,141,23.6,4159262767,213,5.0,4159262761,140,24.8,4159262759,56,Back,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801419,23,1,1,1,52,ah8dala7suqqkj04n2l8xz4zd,1,44.7,19.2,2023-04-02T19:03:31.450Z,2023-04-02T19:03:32Z,4159262829,213,4.8,4159262815,56,Back,4159262827,212,10.1,4159262819,140,45.4,4159262823,141,4.4,,,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801445,24,1,1,1,53,ah8dala7suqqkj04n2l8xz4zd,1,45.4,4.3,2023-04-02T19:03:32.634Z,2023-04-02T19:03:36Z,4159262985,140,28.9,4159262983,56,Back,4159262987,141,22.2,4159262991,213,2.5,4159262989,212,21.2,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801451,25,1,1,1,57,ah8dala7suqqkj04n2l8xz4zd,1,26,27.4,2023-04-02T19:03:36.105Z,2023-04-02T19:03:37Z,4159263031,141,62.1,4159263035,213,1.8,4159263027,56,Back,4159263033,212,24.0,4159263029,140,21.8,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801493,26,1,1,1,58,ah8dala7suqqkj04n2l8xz4zd,1,21.8,62.1,2023-04-02T19:03:37.338Z,2023-04-02T19:03:41Z,4159263249,212,14.8,4159263241,140,12.4,4159263251,213,4.0,4159263237,56,Back,4159263245,141,45.8,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801527,27,1,1,2,2,ah8dala7suqqkj04n2l8xz4zd,0,12.4,45.8,2023-04-02T19:03:41.674Z,2023-04-02T19:03:44Z,4159263385,155,,4159263387,56,Back,4159263397,1,,4159263391,141,0.0,4159263395,213,5.3,4159263389,140,32.2,4159263393,212,38.6,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801639,18,5,1,2,6,4ku8o6uf87yd8iecdalipo6wd,1,68.2,101.5,2023-04-02T19:03:44.737Z,2023-04-02T19:24:05Z,4159263981,233,28,4159263961,56,Left,4159263963,347,,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801531,28,5,1,2,6,ah8dala7suqqkj04n2l8xz4zd,0,31.8,-1.5,2023-04-02T19:03:44.737Z,2023-04-02T19:03:56Z,4159263411,56,Back,4159263413,347,,4159264019,233,18,,,,,,,,,,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801667,19,1,1,2,16,4ku8o6uf87yd8iecdalipo6wd,1,60.9,100,2023-04-02T19:03:55.398Z,2023-04-02T19:03:57Z,4159264123,141,90.0,4159264125,212,21.8,4159264121,140,41.6,4159264127,213,3.5,4159264119,56,Back,4159264129,1,,4159264117,107,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801693,20,1,1,2,18,4ku8o6uf87yd8iecdalipo6wd,1,41.6,90,2023-04-02T19:03:57.702Z,2023-04-02T19:04:01Z,4159264249,212,19.4,4159264247,141,63.0,4159264243,56,Back,4159264251,213,4.4,4159264245,140,35.6,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801719,21,1,1,2,22,4ku8o6uf87yd8iecdalipo6wd,1,35.5,58.9,2023-04-02T19:04:01.398Z,2023-04-02T19:04:04Z,4159264381,213,4.5,4159264375,140,32.4,4159264373,56,Back,4159264377,141,36.2,4159264379,212,15.8,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801733,22,1,1,2,25,4ku8o6uf87yd8iecdalipo6wd,1,32.4,36.2,2023-04-02T19:04:04.118Z,2023-04-02T19:04:06Z,4159264449,56,Back,4159264455,212,16.3,4159264453,141,14.5,4159264457,213,5.2,4159264451,140,39.0,,,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801753,23,1,1,2,27,4ku8o6uf87yd8iecdalipo6wd,1,41.7,23.2,2023-04-02T19:04:05.974Z,2023-04-02T19:04:08Z,4159264583,213,0.2,4159264577,140,46.9,4159264579,141,24.5,4159264581,212,5.5,4159264575,56,Back,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801833,24,1,1,2,29,4ku8o6uf87yd8iecdalipo6wd,1,56.4,16.9,2023-04-02T19:04:08.246Z,2023-04-02T19:04:15Z,4159265041,212,25.5,4159265033,155,,4159265035,56,Right,4159265043,213,6.1,4159265037,140,80.3,4159265039,141,10.5,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801853,25,1,1,2,36,4ku8o6uf87yd8iecdalipo6wd,0,90.5,16.9,2023-04-02T19:04:15.238Z,2023-04-02T19:04:18Z,4159265147,212,30.8,4159265149,213,1.6,4159265141,56,Center,4159265137,2,,4159265145,141,62.0,4159265143,140,88.3,4159265139,155,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801871,29,12,1,2,38,ah8dala7suqqkj04n2l8xz4zd,1,11.9,41,2023-04-02T19:04:17.066Z,2023-04-02T19:04:20Z,4159265287,213,6.0,4159265289,15,,4159265281,140,22.8,4159265279,56,Back,4159265285,212,12.1,4159265283,141,35.2,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801891,26,61,1,2,42,4ku8o6uf87yd8iecdalipo6wd,0,76.4,64.4,2023-04-02T19:04:21.511Z,2023-04-02T19:04:21Z,4159265381,56,Center,,,,,,,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527801899,30,49,1,2,43,ah8dala7suqqkj04n2l8xz4zd,1,36.7,28.3,2023-04-02T19:04:22.426Z,2023-04-02T19:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802041,31,61,1,2,52,ah8dala7suqqkj04n2l8xz4zd,0,83.1,7.7,2023-04-02T19:04:31.675Z,2023-04-02T19:04:31Z,4159266133,56,Right,,,,,,,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802057,27,12,1,2,54,4ku8o6uf87yd8iecdalipo6wd,1,13.7,97.3,2023-04-02T19:04:33.416Z,2023-04-02T19:04:34Z,4159266225,213,2.1,4159266223,212,3.2,4159266257,167,,4159266221,141,100.0,4159266219,140,12.1,4159266217,56,Back,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802063,28,5,1,2,54,4ku8o6uf87yd8iecdalipo6wd,0,12.2,101.3,2023-04-02T19:04:33.516Z,2023-04-02T19:24:05Z,4159266239,56,Back,4159266243,347,,4159266303,233,32,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
