id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/13/value,assist
2521592327,6,1,1,0,9,3budh3j9xivsid3ptm8ptpy4k,1,62.1,68.2,2023-03-18T15:15:29.976Z,2023-03-19T06:28:22Z,4105548971,141,55.7,4105548965,3,,4105548969,140,53.1,4105548967,56,Center,4105548973,212,12.7,4108814053,178,,4105548975,213,3.9,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521592565,7,1,1,0,14,3budh3j9xivsid3ptm8ptpy4k,1,55,42.4,2023-03-18T15:15:34.456Z,2023-03-19T06:28:27Z,4108814173,178,,4105550107,213,5.4,4105550091,56,Right,4105550095,140,70.9,4105550097,141,13.4,4105550101,212,25.8,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521592669,8,1,1,0,19,3budh3j9xivsid3ptm8ptpy4k,1,69.7,8.5,2023-03-18T15:15:39.236Z,2023-03-19T06:28:33Z,4105550605,141,3.7,4105550603,140,73.1,4105550607,212,4.8,4108814289,178,,4105550601,56,Right,4105550609,213,5.5,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521592765,9,1,1,0,21,3budh3j9xivsid3ptm8ptpy4k,1,70.9,5.6,2023-03-18T15:15:41.237Z,2023-03-19T06:28:39Z,4105551075,140,77.1,4105551079,212,6.8,4105551081,213,6.0,4105551077,141,2.8,4105551073,56,Right,4108814479,178,,,,,,,,96kskr71ls9jtky9hn0iuk9d6,Mario Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521592835,10,1,1,0,23,3budh3j9xivsid3ptm8ptpy4k,1,74.8,5.8,2023-03-18T15:15:43.406Z,2023-03-19T06:28:44Z,4105551477,212,6.8,4105551481,213,3.0,4108814599,178,,4105551475,141,7.6,4105551471,140,68.4,4105551469,56,Right,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521592987,11,1,1,0,25,3budh3j9xivsid3ptm8ptpy4k,1,62.5,11.4,2023-03-18T15:15:45.947Z,2023-03-19T06:28:47Z,4105552361,213,2.0,4105552351,56,Center,4105552355,140,51.1,4108814699,178,,4105552357,141,53.0,4105552359,212,30.7,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593315,12,1,1,0,29,3budh3j9xivsid3ptm8ptpy4k,1,48.2,54.3,2023-03-18T15:15:49.626Z,2023-03-19T06:28:53Z,4105554163,155,,4105554177,213,5.4,4108814913,178,,4105554179,1,,4105554173,212,42.8,4105554167,140,75.5,4105554165,56,Right,4105554171,141,7.6,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593431,13,1,1,0,36,3budh3j9xivsid3ptm8ptpy4k,1,89.8,7.1,2023-03-18T15:15:56.478Z,2023-03-19T06:28:58Z,4108815023,178,,4105554785,213,1.6,4105554779,141,16.1,4105554781,212,6.1,4105554777,140,89.8,4105554775,56,Right,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593465,14,1,1,0,38,3budh3j9xivsid3ptm8ptpy4k,0,96.3,25.8,2023-03-18T15:15:58.397Z,2023-03-19T06:29:04Z,4105554937,56,Center,4107769931,20,,4107769929,224,,4105554943,140,93.6,4108815233,178,,4105554959,213,1.8,4105554949,141,44.5,4106036665,2,,96kskr71ls9jtky9hn0iuk9d6,Mario Hernández,4105554955,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593593,4,12,1,0,39,7h7eg7q7dbwvzww78h9d5eh0h,1,7.4,53.7,2023-03-18T15:15:59.188Z,2023-03-19T06:29:15Z,4108815775,388,,4105555683,213,1.1,4105555675,56,Back,4105555677,140,13.8,4105555681,212,16.0,4105555679,141,75.1,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593565,15,44,1,0,41,3budh3j9xivsid3ptm8ptpy4k,1,86.8,24.8,2023-03-18T15:16:01.555Z,2023-03-19T08:54:16Z,4105555873,233,5,4105555533,286,,4105555527,56,Center,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593617,5,44,1,0,41,7h7eg7q7dbwvzww78h9d5eh0h,0,13.2,75.2,2023-03-18T15:16:01.556Z,2023-03-19T07:06:19Z,4105555803,56,Back,4105555805,285,,4105556021,233,15,,,,,,,,,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593699,16,1,1,0,41,3budh3j9xivsid3ptm8ptpy4k,1,87.5,24.6,2023-03-18T15:16:01.635Z,2023-03-19T08:54:16Z,4105556223,212,20.7,4105556215,3,,4105556219,140,67.8,4105556217,56,Center,4105556221,141,26.8,4105556225,213,3.1,4108860337,388,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521685193,433,44,1,0,44,3budh3j9xivsid3ptm8ptpy4k,1,73.4,27.2,2023-03-18T15:16:04.275Z,2023-03-19T08:54:16Z,4106039981,286,,4106039979,56,Center,4106042147,233,357,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521685323,357,44,1,0,44,7h7eg7q7dbwvzww78h9d5eh0h,0,26.6,72.8,2023-03-18T15:16:04.276Z,2023-03-19T07:06:37Z,4106040661,285,,4106040659,56,Back,4106042181,233,433,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593775,17,1,1,0,44,3budh3j9xivsid3ptm8ptpy4k,1,68.4,27.7,2023-03-18T15:16:04.406Z,2023-03-19T08:54:17Z,4108860567,388,,4105556631,212,11.3,4105556625,56,Center,4105556623,3,,4105556629,141,21.2,4105556627,140,78.3,4105556633,213,5.9,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593821,18,1,1,0,45,3budh3j9xivsid3ptm8ptpy4k,1,76.8,24,2023-03-18T15:16:05.566Z,2023-03-19T07:06:50Z,4105556883,141,24.4,4105556875,3,,4108860721,388,,4105556877,168,,4105556881,140,88.8,4105556879,56,Center,4105556885,212,12.6,4105556887,213,0.0,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594075,20,1,1,0,46,3budh3j9xivsid3ptm8ptpy4k,1,88.8,24.4,2023-03-18T15:16:06.736Z,2023-03-19T07:07:16Z,4105558225,212,21.8,4105558229,213,1.6,4105603707,210,13,4105603709,154,,4105558211,56,Center,4105558207,155,,4108860947,178,,4105558217,140,88.8,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,4105558221,141,56.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593731,6,43,1,0,47,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-03-18T15:16:07.609Z,2023-03-18T15:16:58Z,4105567005,144,44,4105556421,285,0,4105556419,56,Back,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593833,19,43,1,0,49,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-03-18T15:16:10.024Z,2023-03-18T15:16:52Z,4105565959,144,1,4105556933,56,Center,4105562725,213,1.4,4105562719,140,91.0,4105562721,141,49.5,4105562717,155,0,4105562723,212,17.8,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521595055,24,13,1,0,50,3budh3j9xivsid3ptm8ptpy4k,1,90.3,50.3,2023-03-18T15:16:10.556Z,2023-03-19T07:07:16Z,4106044859,108,,4105563459,56,Center,4106044863,328,,4105567179,72,,4105603841,103,9.7,4107771577,391,,4105603813,73,,4105603835,102,67.9,8eh38t4oyyt728co362f6uqqd,Álvaro García,4105603849,146,92.0,,4105603855,230,99.1,4105603823,154,4108861123,178,4105563451,22,4105603819,29,4105603853,147,59.8,4105567183,153,4105603857,231,50.2,4105603827,55,20,4105563455,17,,,,,,
2521594049,7,61,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,11.1,35.1,2023-03-18T15:16:12.516Z,2023-03-19T07:07:34Z,4105558045,56,Back,4108861361,178,,,,,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594359,21,1,1,0,54,3budh3j9xivsid3ptm8ptpy4k,1,90.5,72.7,2023-03-18T15:16:14.566Z,2023-03-19T07:07:46Z,4108861459,178,,4105659741,154,,4105559763,140,87.8,4105559761,56,Center,4105605541,210,13,4105559765,141,66.9,4105559769,213,4.1,4105559767,212,4.9,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594367,22,13,1,0,55,3budh3j9xivsid3ptm8ptpy4k,1,87,64,2023-03-18T15:16:15.506Z,2023-03-19T07:07:46Z,4105605565,102,57.3,4105666231,83,,4105605575,230,98.8,4105559825,64,,4105605557,55,21,4105605567,103,9.7,4105659851,328,,4105559823,22,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,4105659849,154,,,4105559827,56,Center,4105605553,29,4105604515,20,4105605577,231,4108861563,178,,,,,,,,,,,,,,53.1,,,,,
2521594179,8,5,1,0,56,7h7eg7q7dbwvzww78h9d5eh0h,1,-0.8,38.2,2023-03-18T15:16:16.226Z,2023-03-19T07:07:50Z,4105558805,56,Back,4105782561,233,23,4105558807,346,,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594421,23,5,1,0,56,3budh3j9xivsid3ptm8ptpy4k,0,100.8,61.8,2023-03-18T15:16:16.226Z,2023-03-19T07:07:50Z,4105560105,56,Center,4105782657,233,8,4105560107,346,,,,,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522007589,835,1,1,1,26,7h7eg7q7dbwvzww78h9d5eh0h,1,4,51.6,2023-03-18T15:16:46.546Z,2023-03-19T07:08:31Z,4107773451,140,11.3,4107773765,237,,4107773453,141,71.5,4107773457,213,1.1,4107773449,56,Back,4107773455,212,15.6,4107773763,124,,4107773661,189,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522007607,836,1,1,1,27,7h7eg7q7dbwvzww78h9d5eh0h,1,11.3,71.5,2023-03-18T15:16:47.297Z,2023-03-19T07:08:25Z,4107773537,213,4.5,4107773619,189,,4108862023,178,,4107773535,212,10.5,4107773531,140,8.8,4107773529,56,Back,4107773533,141,56.5,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521595589,9,1,1,1,29,7h7eg7q7dbwvzww78h9d5eh0h,0,9.1,55,2023-03-18T15:16:49.206Z,2023-03-19T07:08:19Z,4105566213,141,0.0,4105566211,140,55.0,4105566209,56,Right,4108861959,178,,4105566207,155,,4105566215,212,61.4,4105566613,189,,4105566219,1,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,4105566217,213,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521595595,10,5,1,1,32,7h7eg7q7dbwvzww78h9d5eh0h,0,54.5,-1.6,2023-03-18T15:16:52.636Z,2023-03-19T07:08:35Z,4105566255,347,,4105566253,56,Right,4105567277,233,25,,,,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521595767,25,5,1,1,32,3budh3j9xivsid3ptm8ptpy4k,1,45.5,101.6,2023-03-18T15:16:52.636Z,2023-03-19T07:08:34Z,4105567221,233,10,4105567135,347,,4105567133,56,Back,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596203,26,1,1,1,48,3budh3j9xivsid3ptm8ptpy4k,1,56.7,100,2023-03-18T15:17:08.945Z,2023-03-19T07:08:38Z,4105569483,56,Left,4105569491,213,5.1,4105569481,107,,4105569485,140,62.2,4105569489,212,13.8,4105569487,141,83.3,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596243,27,1,1,1,50,3budh3j9xivsid3ptm8ptpy4k,1,62.6,86.9,2023-03-18T15:17:10.366Z,2023-03-19T07:08:41Z,4105569699,140,59.3,4105569701,141,96.8,4105569697,56,Left,4105569703,212,7.6,4108862265,178,,4105569705,213,2.0,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596289,28,1,1,1,50,3budh3j9xivsid3ptm8ptpy4k,1,59.3,96.8,2023-03-18T15:17:10.905Z,2023-03-19T07:08:47Z,4105569981,213,3.8,4105569977,212,10.5,4108862391,178,,4105569971,140,51.7,4105569967,56,Left,4105569973,141,86.8,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596305,29,1,1,1,51,3budh3j9xivsid3ptm8ptpy4k,0,51.8,86.9,2023-03-18T15:17:11.766Z,2023-03-19T07:08:52Z,4105570049,140,67.5,4105570047,56,Left,4105570055,213,0.0,4105570051,141,87.5,4105570053,212,16.5,4108862465,178,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596311,11,49,1,1,52,7h7eg7q7dbwvzww78h9d5eh0h,1,27.6,8,2023-03-18T15:17:12.855Z,2023-03-19T07:09:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596399,12,1,1,1,52,7h7eg7q7dbwvzww78h9d5eh0h,1,27.6,8,2023-03-18T15:17:12.886Z,2023-03-19T07:09:14Z,4105570545,213,0.5,4108862557,178,,4105570543,212,11.6,4105570537,56,Back,4105570541,141,16.6,4105570539,140,37.1,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596431,13,1,1,1,54,7h7eg7q7dbwvzww78h9d5eh0h,1,37.1,16.6,2023-03-18T15:17:14.387Z,2023-03-19T07:09:28Z,4105570733,56,Back,4105570735,140,26.2,4105570741,213,3.6,4108862761,178,,4105570739,212,12.7,4105570737,141,8.6,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596583,14,1,1,1,56,7h7eg7q7dbwvzww78h9d5eh0h,1,25.6,9.2,2023-03-18T15:17:16.277Z,2023-03-19T07:09:40Z,4105571559,141,46.7,4108863087,178,,4105571557,140,18.2,4105571555,56,Back,4105571561,212,26.7,4105571563,213,1.9,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596765,15,1,1,1,59,7h7eg7q7dbwvzww78h9d5eh0h,1,18.2,46.7,2023-03-18T15:17:19.996Z,2023-03-19T07:09:45Z,4108863157,178,,4105572515,213,1.5,4105572507,140,19.8,4105572503,56,Back,4105572511,141,78.5,4105572513,212,21.7,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596779,16,61,1,2,3,7h7eg7q7dbwvzww78h9d5eh0h,1,12.5,95.3,2023-03-18T15:17:23.786Z,2023-03-19T07:10:27Z,4105572569,56,Back,4108863755,178,,,,,,,,,,,,,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596973,17,1,1,2,5,7h7eg7q7dbwvzww78h9d5eh0h,1,25.2,91.6,2023-03-18T15:17:25.937Z,2023-03-19T07:11:04Z,4105573533,56,Back,4105573537,141,94.0,4108864275,178,,4105573541,213,2.9,4105573539,212,7.8,4105573535,140,17.9,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522225721,853,83,1,2,8,3budh3j9xivsid3ptm8ptpy4k,1,77.1,4.8,2023-03-18T15:17:28.857Z,2023-03-19T08:38:28Z,4108958025,399,248498,,,,,,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521597009,18,61,1,2,9,7h7eg7q7dbwvzww78h9d5eh0h,0,23.3,96.9,2023-03-18T15:17:29.743Z,2023-03-19T10:35:39Z,4108864525,178,,4105573701,56,Back,,,,,,,,,,,,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521596997,30,49,1,2,10,3budh3j9xivsid3ptm8ptpy4k,1,72.4,9.4,2023-03-18T15:17:30.592Z,2023-03-19T08:39:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
