id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2522713153,11,15,1,0,23,3kq9cckrnlogidldtdie2fkbl,1,81.1,70.7,2023-03-19T20:03:42.634Z,2023-03-20T09:24:01Z,4111510647,103,8.9,4111510361,22,,4112523457,178,,4111510649,215,,4111510363,18,,4111510653,147,52.7,4111510651,146,97.7,4111510639,29,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,4111510365,56,Center,4111510637,76,4111510635,72,4111510641,55,10,4111510665,233,9,4111510645,102,53.9,,,,,,,,,,,,,,,,,,,,,,,
2522713183,9,10,1,0,24,agh9ifb2mw3ivjusgedj7c3fe,1,1,46.1,2023-03-19T20:03:43.355Z,2023-03-20T09:24:13Z,4111510491,177,,4111510493,179,,4111510497,56,Back,4112018765,376,,4111510495,182,,4111510553,233,11,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713177,8,52,1,0,25,agh9ifb2mw3ivjusgedj7c3fe,1,1,46.1,2023-03-19T20:03:43.934Z,2023-03-20T09:24:17Z,4112018899,376,,4112523735,389,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713279,10,1,1,0,33,agh9ifb2mw3ivjusgedj7c3fe,1,2.4,50.5,2023-03-19T20:03:52.688Z,2023-03-20T09:24:26Z,4111510969,141,36.1,4112523791,178,,4111510967,140,7.8,4111510963,123,,4111510971,212,11.3,4111510973,213,5.2,4111511309,189,,4111510965,56,Back,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713287,11,1,1,0,34,agh9ifb2mw3ivjusgedj7c3fe,1,7.1,31.4,2023-03-19T20:03:53.453Z,2023-03-20T09:24:23Z,4111511015,213,1.9,4112523855,178,,4111511009,140,4.0,4111511007,56,Back,4111511011,141,47.6,4111511337,189,,4111511013,212,11.5,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713295,12,1,1,0,36,agh9ifb2mw3ivjusgedj7c3fe,1,4.3,62.7,2023-03-19T20:03:55.091Z,2023-03-20T09:24:30Z,4111511045,56,Back,4111511051,212,27.4,4111511053,213,0.9,4112523987,178,,4111511049,141,94.4,4111511047,140,20.4,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713299,13,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,0,20.3,97.4,2023-03-19T20:03:58.489Z,2023-03-20T09:24:37Z,4111511093,233,12,4111511067,212,6.6,4111511069,213,6.3,4111511091,236,,4111511061,56,Back,4111511063,140,26.6,4111511097,286,,4112524101,178,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,4111511065,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713297,12,74,1,0,39,3kq9cckrnlogidldtdie2fkbl,1,71.7,2.3,2023-03-19T20:03:58.671Z,2023-03-20T09:24:41Z,4112524181,178,,4111511059,285,,4111511057,56,Right,4111511119,233,13,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713311,13,5,1,0,40,3kq9cckrnlogidldtdie2fkbl,0,72.8,-2,2023-03-19T20:03:59.121Z,2023-03-20T09:24:43Z,4111511127,347,,4111511183,233,14,4111511125,56,Right,,,,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713323,14,5,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,27.2,102,2023-03-19T20:03:59.121Z,2023-03-20T09:24:43Z,4111511155,56,Back,4111511157,347,,4111511173,233,13,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713389,15,1,1,0,46,agh9ifb2mw3ivjusgedj7c3fe,1,26.2,100,2023-03-19T20:04:05.450Z,2023-03-20T09:24:55Z,4111511479,213,3.6,4111511469,107,,4111511477,212,20.0,4111511473,140,8.8,4111511471,56,Back,4111511475,141,89.9,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713445,16,1,1,0,50,agh9ifb2mw3ivjusgedj7c3fe,1,9.8,86.4,2023-03-19T20:04:09.104Z,2023-03-20T09:25:00Z,4111511785,140,40.5,4111511795,213,0.2,4111511797,1,,4111511783,56,Back,4112524521,178,,4111511781,155,,4111511789,141,94.7,4111511793,212,32.7,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713449,17,4,1,0,53,agh9ifb2mw3ivjusgedj7c3fe,1,37.3,94.2,2023-03-19T20:04:12.139Z,2023-03-20T09:25:08Z,4111511805,152,,4111511855,233,14,4111511803,56,Back,4111511801,13,,4111511809,286,,4111511807,265,,,,,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713437,14,4,1,0,53,3kq9cckrnlogidldtdie2fkbl,0,62.7,5.8,2023-03-19T20:04:12.140Z,2023-03-20T09:25:07Z,4111511745,285,,4111511737,13,,4111511739,56,Right,4112524595,178,,4111511743,265,,4111511741,152,,4111511873,233,17,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713517,18,1,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,43.3,95,2023-03-19T20:04:22.208Z,2023-03-20T09:25:20Z,4111512137,213,3.1,4111512125,5,,4111512131,140,37.6,4112524785,178,,4111512133,141,95.0,4111512129,56,Back,4111512127,152,,4111512135,212,6.0,ezviixcyaaj162saxs2yl27s9,F. de Jong,,4111516885,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713549,19,1,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,37.5,92.3,2023-03-19T20:04:22.718Z,2023-03-20T09:25:22Z,4111512271,56,Back,4111512273,140,31.3,4111512277,212,14.3,4111512279,213,4.2,4111516941,189,,4111512275,141,73.6,4112524819,178,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713559,20,1,1,1,4,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,75.8,2023-03-19T20:04:23.743Z,2023-03-20T09:25:24Z,4111512305,56,Back,4111512309,141,80.0,4111512307,140,35.6,4112524863,178,,4111512311,212,6.1,4111512313,213,0.5,4111517019,189,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713581,21,1,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,34.6,78.8,2023-03-19T20:04:25.900Z,2023-03-20T09:25:30Z,4111512423,140,27.5,4111512421,56,Back,4111512429,213,3.6,4111512427,212,8.4,4112524949,178,,4111512425,141,73.1,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713591,22,1,1,1,11,agh9ifb2mw3ivjusgedj7c3fe,1,29,73.2,2023-03-19T20:04:29.802Z,2023-03-20T09:25:36Z,4111512471,56,Back,4111512473,140,38.9,4111512477,212,12.4,4111512479,213,5.7,4111512475,141,63.3,4112525053,178,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713603,23,1,1,1,11,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,63.3,2023-03-19T20:04:30.424Z,2023-03-20T09:25:39Z,4112525117,178,,4111512537,212,6.4,4111512539,213,4.0,4111512531,56,Back,4111512533,140,35.0,4111512535,141,56.0,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713625,24,1,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,1,35,56,2023-03-19T20:04:32.121Z,2023-03-20T09:25:43Z,4111512629,56,Back,4112525195,178,,4111512635,212,16.2,4111512637,213,4.2,4111512633,141,35.0,4111512631,140,27.8,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713641,25,1,1,1,15,agh9ifb2mw3ivjusgedj7c3fe,1,29,32.3,2023-03-19T20:04:34.453Z,2023-03-20T09:25:47Z,4111512727,140,40.5,4112525229,178,,4111512729,141,7.1,4111512733,213,5.3,4111512731,212,21.0,4111512725,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713663,26,1,1,1,18,agh9ifb2mw3ivjusgedj7c3fe,1,44.3,1.7,2023-03-19T20:04:37.498Z,2023-03-20T09:25:54Z,4111512865,213,0.2,4111512863,212,15.3,4111512857,56,Right,4111512859,140,58.5,4111512861,141,6.6,4112525279,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713687,27,1,1,1,21,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,24.1,2023-03-19T20:04:40.730Z,2023-03-20T09:25:59Z,4111512975,212,15.2,4111512973,141,46.1,4111512971,140,52.9,4111512969,56,Center,4111512977,213,1.8,4112525317,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713715,28,1,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,47.5,2023-03-19T20:04:43.511Z,2023-03-20T09:26:05Z,4112525373,178,,4111513129,155,,4111513141,1,,4111513135,141,93.6,4111513139,213,1.1,4111513137,212,35.4,4111513133,140,68.6,4111513131,56,Left,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713737,29,1,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,93.2,2023-03-19T20:04:49.023Z,2023-03-20T09:26:07Z,4111513225,141,87.2,4111513227,212,8.5,4111513229,213,3.6,4111513221,56,Left,4111513223,140,62.0,4112525413,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713763,30,1,1,1,32,agh9ifb2mw3ivjusgedj7c3fe,1,68,86.8,2023-03-19T20:04:51.606Z,2023-03-20T09:26:10Z,4111513405,213,4.3,4111513399,140,62.3,4111513397,56,Center,4112525431,178,,4111513401,141,66.4,4111513403,212,15.1,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713807,31,1,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,1,63,59.9,2023-03-19T20:04:54.880Z,2023-03-20T09:26:13Z,4111513571,140,64.4,4111513573,141,75.5,4111513577,213,1.4,4112525485,178,,4111513569,56,Center,4111513575,212,10.7,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713821,32,1,1,1,40,agh9ifb2mw3ivjusgedj7c3fe,1,75.4,78.9,2023-03-19T20:04:59.630Z,2023-03-20T09:26:21Z,4111513643,212,14.3,4111513635,56,Left,4111513647,213,1.0,4111513637,140,83.3,4111513639,141,96.0,4112525595,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713839,33,1,1,1,43,agh9ifb2mw3ivjusgedj7c3fe,1,83,95.7,2023-03-19T20:05:02.638Z,2023-03-20T09:26:26Z,4111513703,56,Left,4111513711,213,3.4,4112525683,178,,4111513709,212,11.7,4111513707,141,90.8,4111513705,140,72.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713857,34,1,1,1,45,agh9ifb2mw3ivjusgedj7c3fe,1,72.3,90.8,2023-03-19T20:05:04.313Z,2023-03-20T09:26:30Z,4111513861,212,16.9,4111513859,141,72.0,4111513863,213,4.0,4111513857,140,61.8,4111513855,56,Center,4112525729,178,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713907,35,1,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,1,61.5,70.8,2023-03-19T20:05:06.952Z,2023-03-20T09:26:34Z,4112525777,178,,4111514085,212,30.8,4111514081,140,62.6,4111514083,141,25.6,4111514079,56,Center,4111514087,213,4.7,4111514077,155,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713923,36,1,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,1,64.6,13.1,2023-03-19T20:05:12.634Z,2023-03-20T09:26:39Z,4112525825,178,,4111514185,56,Center,4111514187,140,67.3,4111514193,213,1.3,4111514191,212,11.4,4111514189,141,29.3,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522713943,37,1,1,1,56,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,29.3,2023-03-19T20:05:15.224Z,2023-03-20T09:26:44Z,4111514325,213,2.5,4112525875,178,,4111514321,141,38.3,4111514323,212,10.3,4111514319,140,59.4,4111514317,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522714027,38,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,59,40.9,2023-03-19T20:05:18.113Z,2023-03-20T09:26:49Z,4111514715,141,64.8,4111514711,56,Center,4112525931,178,,4111514713,140,54.3,4111514717,212,17.0,4111514719,213,1.9,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
