id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/14/value
2484032393,9,4,1,0,7,3budh3j9xivsid3ptm8ptpy4k,0,59.3,72.6,2022-11-10T18:01:14.215Z,2022-11-11T02:23:17Z,3907501239,56,Center,3907501245,285,,3907501265,233,4,3907802977,178,,3907501237,13,,3907501243,265,,3907501241,152,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032383,8,43,1,0,7,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-11-10T18:01:14.418Z,2022-11-10T18:01:20Z,3907501259,144,8,3907501185,56,Center,,,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032407,5,1,1,0,18,6f27yvbqcngegwsg2ozxxdj4,1,41.5,28.1,2022-11-10T18:01:25.400Z,2022-11-11T02:23:22Z,3907501355,141,37.8,3907501345,56,Back,3907501359,212,11.5,3907501335,5,,3907501349,140,32.5,3907501363,213,2.5,3907803007,178,,3907501341,152,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032429,6,1,1,0,20,6f27yvbqcngegwsg2ozxxdj4,1,32.5,37.8,2022-11-10T18:01:27.577Z,2022-11-11T02:23:25Z,3907501475,141,63.5,3907501477,212,21.2,3907501479,213,2.2,3907803011,178,,3907501473,140,21.1,3907501471,56,Back,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032439,7,1,1,0,25,6f27yvbqcngegwsg2ozxxdj4,1,21.1,63.5,2022-11-10T18:01:32.362Z,2022-11-11T02:23:27Z,3907501539,212,21.8,3907501537,141,31.4,3907501535,140,20.8,3907803023,178,,3907501533,56,Back,3907501541,213,4.7,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032455,8,1,1,0,28,6f27yvbqcngegwsg2ozxxdj4,1,22.3,29.9,2022-11-10T18:01:35.506Z,2022-11-11T02:23:30Z,3907501603,56,Back,3907501609,212,17.5,3907501611,213,5.0,3907501605,140,27.3,3907803035,178,,3907501607,141,5.3,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032465,9,1,1,0,31,6f27yvbqcngegwsg2ozxxdj4,0,28.3,3.7,2022-11-10T18:01:38.161Z,2022-11-11T02:23:34Z,3907501663,212,50.4,3907501661,141,16.6,3907803043,178,,3907501659,140,75.6,3907501665,213,0.2,3907501667,1,,3907501655,155,,3907501657,56,Right,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032477,10,61,1,0,34,3budh3j9xivsid3ptm8ptpy4k,0,22.5,79.9,2022-11-10T18:01:41.034Z,2022-11-11T02:23:49Z,3907803089,21,,3907803091,178,,3907501729,56,Back,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032483,10,5,1,0,36,6f27yvbqcngegwsg2ozxxdj4,1,78.5,-1.8,2022-11-10T18:01:43.065Z,2022-11-11T02:23:51Z,3907501995,233,11,3907501785,56,Right,3907501787,347,,,,,,,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032479,11,5,1,0,36,3budh3j9xivsid3ptm8ptpy4k,0,21.5,101.8,2022-11-10T18:01:43.065Z,2022-11-11T02:23:51Z,3907501745,347,,3907502013,233,10,3907501743,56,Back,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032487,11,1,1,0,49,6f27yvbqcngegwsg2ozxxdj4,1,77.6,0,2022-11-10T18:01:56.333Z,2022-11-11T02:23:58Z,3907501861,213,0.6,3907501851,107,,3907501853,56,Right,3907501855,140,92.5,3907501857,141,14.7,3907501859,212,19.3,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032497,12,1,1,0,52,6f27yvbqcngegwsg2ozxxdj4,1,97,8.1,2022-11-10T18:01:59.674Z,2022-11-11T02:24:02Z,3907501891,140,91.7,3907803145,178,,3907501899,212,6.4,3907501887,56,Right,3907501901,213,3.7,3907501895,141,3.4,,,,,,,2aumz6rtq4ufba7z7zn5v8frp,Gonçalo Paciência,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032499,13,50,1,0,54,6f27yvbqcngegwsg2ozxxdj4,1,87.6,11.2,2022-11-10T18:02:01.157Z,2022-11-11T02:24:06Z,3907503787,233,12,3907501905,56,Right,3907501907,286,,,,,,,,,,,,,,,,,cbym98g15egnbeda05mt3drrp,Kevin Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032505,12,7,1,0,54,3budh3j9xivsid3ptm8ptpy4k,0,12.4,88.8,2022-11-10T18:02:01.226Z,2022-11-11T02:24:08Z,3907742117,385,,3907501923,56,Back,3907503763,285,,3907803169,178,,3907503783,233,13,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032507,14,1,1,0,55,6f27yvbqcngegwsg2ozxxdj4,1,79.2,8.7,2022-11-10T18:02:02.489Z,2022-11-11T02:24:12Z,3907501933,213,0.9,3907501931,212,8.5,3907501925,56,Right,3907501927,140,84.5,3907501929,141,18.2,3907803181,178,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032509,15,1,1,0,57,6f27yvbqcngegwsg2ozxxdj4,1,82.8,22.9,2022-11-10T18:02:03.817Z,2022-11-11T02:24:17Z,3907501947,56,Right,3907501955,213,5.8,3907803197,178,,3907501953,212,5.6,3907501951,141,19.4,3907501949,140,87.6,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032557,18,61,1,0,57,6f27yvbqcngegwsg2ozxxdj4,1,87.2,20.1,2022-11-10T18:02:04.617Z,2022-11-11T02:24:22Z,3907803231,178,,3907502247,56,Right,,,,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032519,16,13,1,0,58,6f27yvbqcngegwsg2ozxxdj4,1,86.1,20.5,2022-11-10T18:02:05.737Z,2022-11-11T02:24:26Z,3907502373,215,,3907502363,29,,3907502021,66,,3907502499,328,,3907502371,103,70.8,3907502361,77,,3907502365,55,18,3907502023,56,Right,2aumz6rtq4ufba7z7zn5v8frp,Gonçalo Paciência,,3907502375,230,98.9,3907803255,178,3907502019,22,3907502377,231,45.1,3907502325,72,3907502369,102,58.2,,,,,,,,,,,,
2484032515,13,5,1,1,0,3budh3j9xivsid3ptm8ptpy4k,1,-1,37.6,2022-11-10T18:02:07.169Z,2022-11-11T02:24:29Z,3907501987,56,Back,3907501993,346,,3907502053,233,17,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032521,17,5,1,1,0,6f27yvbqcngegwsg2ozxxdj4,0,101,62.4,2022-11-10T18:02:07.169Z,2022-11-11T02:24:29Z,3907502049,56,Center,3907502051,346,,3907502057,233,13,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032611,14,1,1,1,54,3budh3j9xivsid3ptm8ptpy4k,1,4.2,39.4,2022-11-10T18:03:00.764Z,2022-11-11T02:24:32Z,3907502587,74,,3907502573,56,Center,3907502571,124,,3907502581,213,6.1,3907502583,1,,3907502577,141,25.3,3907502575,140,62.6,3907502579,212,62.1,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032615,15,61,1,1,56,3budh3j9xivsid3ptm8ptpy4k,1,62.6,25.3,2022-11-10T18:03:03.015Z,2022-11-11T02:24:37Z,3907502605,56,Center,3907803299,178,,3907803297,21,,,,,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032635,16,1,1,1,58,3budh3j9xivsid3ptm8ptpy4k,1,63.2,13.4,2022-11-10T18:03:05.545Z,2022-11-11T02:24:41Z,3907803309,178,,3907502711,56,Right,3907502713,140,59.4,3907502715,141,4.6,3907502717,212,7.2,3907502719,213,4.1,,,,,,,8oc3lpz3xttrnwxk1fnnv7owl,R. Falcao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032637,17,3,1,2,2,3budh3j9xivsid3ptm8ptpy4k,0,87.9,4.2,2022-11-10T18:03:09.039Z,2022-11-11T02:25:03Z,3907502725,286,,3907743027,465,,3907502723,56,Right,3907502773,233,19,3907803331,178,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032643,19,7,1,2,3,6f27yvbqcngegwsg2ozxxdj4,1,12.1,95.8,2022-11-10T18:03:10.291Z,2022-11-11T02:24:57Z,3907743107,385,,3907502757,167,,3907502769,233,17,3907502759,56,Back,3907803375,178,,3907502761,285,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032649,18,5,1,2,3,3budh3j9xivsid3ptm8ptpy4k,1,87.8,-1.8,2022-11-10T18:03:10.399Z,2022-11-11T02:25:09Z,3907502795,347,,3907502799,233,20,3907502793,56,Right,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032645,20,5,1,2,3,6f27yvbqcngegwsg2ozxxdj4,0,12.2,101.8,2022-11-10T18:03:10.399Z,2022-11-11T02:25:09Z,3907502765,347,,3907502803,233,18,3907502763,56,Back,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032679,19,1,1,2,12,3budh3j9xivsid3ptm8ptpy4k,1,90.6,0,2022-11-10T18:03:19.475Z,2022-11-11T02:25:13Z,3907502969,213,1.3,3907502967,212,18.4,3907502959,107,,3907502965,141,24.6,3907502963,140,95.3,3907502961,56,Center,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032681,20,1,1,2,14,3budh3j9xivsid3ptm8ptpy4k,0,96.2,23.3,2022-11-10T18:03:21.167Z,2022-11-11T02:25:16Z,3907541123,213,4.6,3907541121,212,16.8,3907541119,141,0.0,3907541117,140,95.2,3907803485,178,,3907502977,56,Right,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032689,21,5,1,2,15,6f27yvbqcngegwsg2ozxxdj4,1,8.7,101.7,2022-11-10T18:03:22.549Z,2022-11-11T02:25:20Z,3907503023,56,Back,3907505297,233,21,3907503025,347,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032685,21,5,1,2,15,3budh3j9xivsid3ptm8ptpy4k,0,91.3,-1.7,2022-11-10T18:03:22.549Z,2022-11-11T02:25:20Z,3907503009,347,,3907505301,233,21,3907503007,56,Right,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032695,22,1,1,2,28,6f27yvbqcngegwsg2ozxxdj4,0,9.5,100,2022-11-10T18:03:35.038Z,2022-11-11T02:25:23Z,3907503041,140,28.4,3907503043,141,95.8,3907503049,213,6.1,3907503037,107,,3907503039,56,Back,3907503047,212,20.3,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032697,22,1,1,2,29,3budh3j9xivsid3ptm8ptpy4k,0,72.7,3.8,2022-11-10T18:03:36.711Z,2022-11-11T02:25:26Z,3907503057,141,23.3,3907503055,140,75.0,3907503059,212,13.5,3907503061,213,1.4,3907803537,388,,3907503051,3,,3907503053,56,Center,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032699,23,61,1,2,31,6f27yvbqcngegwsg2ozxxdj4,0,27.4,87.3,2022-11-10T18:03:38.516Z,2022-11-11T02:25:34Z,3907803605,388,,3907503063,56,Back,3907803603,21,,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032701,23,49,1,2,32,3budh3j9xivsid3ptm8ptpy4k,1,68.5,26.5,2022-11-10T18:03:39.490Z,2022-11-11T02:25:39Z,,,,,,,,,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032705,24,1,1,2,32,3budh3j9xivsid3ptm8ptpy4k,1,68.5,26.5,2022-11-10T18:03:39.575Z,2022-11-11T02:25:42Z,3907503073,213,3.2,3907503071,212,11.6,3907503069,141,24.9,3907803647,178,,3907503065,56,Center,3907503067,140,57.5,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032711,25,1,1,2,34,3budh3j9xivsid3ptm8ptpy4k,1,57,25.8,2022-11-10T18:03:41.045Z,2022-11-11T02:25:45Z,3907503105,213,2.5,3907803673,178,,3907503101,141,41.8,3907503103,212,17.3,3907503099,140,44.2,3907503097,56,Back,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032719,26,1,1,2,37,3budh3j9xivsid3ptm8ptpy4k,1,43.2,53.3,2022-11-10T18:03:44.534Z,2022-11-11T02:25:50Z,3907503117,56,Back,3907803693,178,,3907503119,140,20.2,3907503123,212,25.7,3907503121,141,40.4,3907503125,213,3.5,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032723,27,1,1,2,43,3budh3j9xivsid3ptm8ptpy4k,0,21.1,35.1,2022-11-10T18:03:50.304Z,2022-11-11T02:25:52Z,3907503149,141,6.2,3907503145,56,Right,3907503155,1,,3907503147,140,64.7,3907503153,213,5.9,3907503151,212,49.8,3907503143,155,,3907803715,178,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032727,24,44,1,2,46,6f27yvbqcngegwsg2ozxxdj4,1,35.2,94.4,2022-11-10T18:03:52.919Z,2022-11-11T04:44:39Z,3907503185,233,28,3907503163,56,Back,3907503165,285,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032725,28,44,1,2,46,3budh3j9xivsid3ptm8ptpy4k,0,64.8,5.6,2022-11-10T18:03:52.920Z,2022-11-11T02:25:56Z,3907503159,56,Right,3907503161,286,,3907503201,233,24,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032729,25,61,1,2,46,6f27yvbqcngegwsg2ozxxdj4,1,35.3,94.9,2022-11-10T18:03:53.037Z,2022-11-11T04:44:39Z,3907503167,56,Back,3907803769,21,,3907803771,388,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032733,29,1,1,2,47,3budh3j9xivsid3ptm8ptpy4k,0,74,8.3,2022-11-10T18:03:54.608Z,2022-11-11T02:26:06Z,3907503193,141,10.7,3907503191,140,69.5,3907803785,178,,3907503189,56,Right,3907503197,213,2.8,3907503195,212,5.0,,,,,,,8oc3lpz3xttrnwxk1fnnv7owl,R. Falcao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032737,26,49,1,2,48,6f27yvbqcngegwsg2ozxxdj4,1,23,87,2022-11-10T18:03:55.086Z,2022-11-11T02:26:10Z,,,,,,,,,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032747,27,1,1,2,50,6f27yvbqcngegwsg2ozxxdj4,1,14,77.9,2022-11-10T18:03:57.720Z,2022-11-11T02:26:13Z,3907803817,178,,3907503263,141,53.0,3907503261,140,3.8,3907503267,213,4.1,3907503265,212,20.0,3907503259,56,Back,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032753,28,1,1,2,53,6f27yvbqcngegwsg2ozxxdj4,0,4.6,53.4,2022-11-10T18:04:00.575Z,2022-11-11T02:26:15Z,3907503291,155,,3907503293,56,Back,3907503299,212,42.5,3907503301,213,5.4,3907503303,1,,3907803831,178,,3907503297,141,4.2,3907503295,140,29.6,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032761,29,1,1,2,56,6f27yvbqcngegwsg2ozxxdj4,0,29.6,4.2,2022-11-10T18:04:03.047Z,2022-11-11T02:26:20Z,3907503333,3,,3907503343,213,6.3,3907503341,212,19.4,3907803869,178,,3907503339,141,3.9,3907503337,140,48.1,3907503335,56,Back,,,,cbym98g15egnbeda05mt3drrp,Kevin Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484032755,30,44,1,2,58,3budh3j9xivsid3ptm8ptpy4k,1,52.4,93.9,2022-11-10T18:04:05.304Z,2022-11-11T04:44:39Z,3907503307,56,Left,3907503365,233,30,3907503309,286,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,
