id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2501037123,5,12,1,0,24,cobffe32r7g4skka9m19qib63,1,15.6,33.6,2023-01-27T20:01:27.706Z,2023-01-28T05:59:03Z,3997167677,140,28.1,3997167681,212,16.9,3997167715,15,,3997167683,213,0.7,3997167679,141,49.3,3997167675,56,Back,3997750545,388,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037145,7,1,1,0,25,c8llrezkm3b3op4afrou6b487,0,71.1,49.4,2023-01-27T20:01:28.877Z,2023-01-28T05:59:07Z,3997167783,56,Center,3997167789,212,2.3,3997167787,141,49.4,3997167785,140,73.3,3997167781,3,,3997167791,213,0.0,3997750583,388,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037137,6,61,1,0,25,cobffe32r7g4skka9m19qib63,1,27.6,49.6,2023-01-27T20:01:28.976Z,2023-01-28T05:59:13Z,3997167749,56,Back,3997750639,15,,3997750641,178,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037213,8,1,1,0,28,c8llrezkm3b3op4afrou6b487,1,62.1,31.4,2023-01-27T20:01:31.623Z,2023-01-28T05:59:18Z,3997168179,141,32.6,3997168183,213,3.1,3997168181,212,32.6,3997168177,140,31.1,3997750677,178,,3997168185,1,,3997168175,56,Back,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037237,9,1,1,0,31,c8llrezkm3b3op4afrou6b487,1,31.1,32.6,2023-01-27T20:01:34.850Z,2023-01-28T05:59:24Z,3997168315,213,2.5,3997750727,178,,3997168311,141,52.7,3997168309,140,15.0,3997168307,56,Back,3997168313,212,21.7,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037265,10,1,1,0,39,c8llrezkm3b3op4afrou6b487,0,14.7,47.3,2023-01-27T20:01:43.307Z,2023-01-28T05:59:28Z,3997168513,212,52.3,3997168507,56,Right,3997168509,140,60.3,3997750753,178,,3997168517,1,,3997168511,141,16.3,3997168505,155,,3997168515,213,5.9,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037271,7,1,1,0,43,cobffe32r7g4skka9m19qib63,0,34.7,86,2023-01-27T20:01:46.810Z,2023-01-28T05:59:32Z,3997750795,178,,3997168549,212,15.3,3997168543,56,Back,3997168541,3,,3997168547,141,69.3,3997168551,213,5.4,3997168545,140,44.5,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037293,11,1,1,0,44,c8llrezkm3b3op4afrou6b487,0,53.7,34.1,2023-01-27T20:01:47.939Z,2023-01-28T05:59:37Z,3997168669,56,Right,3997168675,212,36.0,3997750843,178,,3997168671,140,83.9,3997168677,213,5.8,3997168679,1,,3997168673,141,9.1,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037281,8,49,1,0,48,cobffe32r7g4skka9m19qib63,1,19.6,90.5,2023-01-27T20:01:51.880Z,2023-01-28T05:59:43Z,,,,,,,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037303,9,1,1,0,49,cobffe32r7g4skka9m19qib63,0,14.4,95.6,2023-01-27T20:01:52.987Z,2023-01-28T05:59:46Z,3997168719,56,Back,3997168777,286,,3997168773,233,12,3997168727,213,6.2,3997168723,141,95.3,3997168725,212,2.2,3997168771,236,,3997168717,157,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,3997750921,178,3997168721,140,16.5,3997168729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037309,12,74,1,0,49,c8llrezkm3b3op4afrou6b487,1,84.9,3.2,2023-01-27T20:01:53.002Z,2023-01-28T05:59:58Z,3997168753,285,,3997168801,233,9,3997751013,178,,3997168751,56,Right,,,,,,,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037321,10,5,1,0,52,cobffe32r7g4skka9m19qib63,1,-0.6,91.6,2023-01-27T20:01:55.571Z,2023-01-28T06:00:06Z,3997168811,346,,3997168843,233,13,3997168809,56,Back,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037323,13,5,1,0,52,c8llrezkm3b3op4afrou6b487,0,100.6,8.4,2023-01-27T20:01:55.571Z,2023-01-28T06:00:06Z,3997168815,346,,3997168859,233,10,3997168813,56,Right,,,,,,,,,,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037485,11,1,1,1,8,cobffe32r7g4skka9m19qib63,1,4.3,51.5,2023-01-27T20:02:11.752Z,2023-01-28T06:00:11Z,3997169659,141,31.2,3997169653,124,,3997169663,213,4.7,3997169667,237,,3997169657,140,4.6,3997169661,212,13.8,3997169655,56,Back,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037541,12,1,1,1,12,cobffe32r7g4skka9m19qib63,0,8.3,22.4,2023-01-27T20:02:15.719Z,2023-01-28T06:00:15Z,3997169947,56,Right,3997751147,178,,3997169955,212,85.7,3997169949,140,88.5,3997169959,213,6.1,3997169945,155,,3997169951,141,0.0,3997169961,1,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037547,14,56,1,1,18,c8llrezkm3b3op4afrou6b487,1,0,0,2023-01-27T20:02:21.503Z,2023-01-28T06:00:19Z,3997169999,56,Back,,,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037543,13,5,1,1,18,cobffe32r7g4skka9m19qib63,0,87.7,-1.4,2023-01-27T20:02:22.004Z,2023-01-28T06:00:22Z,3997170195,233,15,3997169977,347,,3997169975,56,Right,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037571,15,5,1,1,18,c8llrezkm3b3op4afrou6b487,1,12.3,101.4,2023-01-27T20:02:22.004Z,2023-01-28T06:00:21Z,3997170129,56,Back,3997170133,347,,3997170177,233,13,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037679,16,1,1,1,33,c8llrezkm3b3op4afrou6b487,0,13.1,100,2023-01-27T20:02:37.052Z,2023-01-28T06:00:26Z,3997170787,56,Back,3997170797,1,,3997170791,141,76.5,3997170793,212,27.8,3997170789,140,34.2,3997170785,107,,3997170795,213,5.6,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037673,14,1,1,1,35,cobffe32r7g4skka9m19qib63,0,63.3,10,2023-01-27T20:02:39.220Z,2023-01-28T06:00:30Z,3997170755,141,28.9,3997170749,3,,3997751341,178,,3997170751,56,Center,3997170757,212,13.7,3997170759,213,1.2,3997170753,140,67.8,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037729,17,1,1,1,37,c8llrezkm3b3op4afrou6b487,1,29.6,71.1,2023-01-27T20:02:40.736Z,2023-01-28T06:00:36Z,3997751427,178,,3997171101,213,5.9,3997171095,140,38.9,3997171097,141,64.5,3997171091,3,,3997171099,212,10.7,3997171093,56,Back,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037739,18,1,1,1,39,c8llrezkm3b3op4afrou6b487,1,46.9,45.4,2023-01-27T20:02:43.093Z,2023-01-28T06:00:48Z,3997171157,56,Back,3997171165,213,4.7,3997171161,141,6.5,3997751555,178,,3997171163,212,26.5,3997171159,140,46.7,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037753,19,1,1,1,45,c8llrezkm3b3op4afrou6b487,1,46.7,6.5,2023-01-27T20:02:48.699Z,2023-01-28T06:00:52Z,3997171249,140,46.3,3997171255,213,1.6,3997751621,178,,3997171251,141,24.8,3997171245,56,Back,3997171253,212,12.5,,,,,,,6msjsxuolz1yhmongz6swkno5,Aleix Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037785,20,1,1,1,46,c8llrezkm3b3op4afrou6b487,1,46.3,24.8,2023-01-27T20:02:49.944Z,2023-01-28T06:00:56Z,3997171405,56,Back,3997171409,141,17.3,3997751665,178,,3997171411,212,9.4,3997171413,213,3.7,3997171407,140,38.8,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037805,21,1,1,1,49,c8llrezkm3b3op4afrou6b487,0,39.2,17.5,2023-01-27T20:02:52.554Z,2023-01-28T06:01:01Z,3997171485,212,49.9,3997171489,1,,3997171483,141,66.3,3997751729,178,,3997171479,56,Center,3997171477,155,,3997171481,140,74.7,3997171487,213,0.7,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037839,15,1,1,1,52,cobffe32r7g4skka9m19qib63,1,21.1,26.5,2023-01-27T20:02:55.849Z,2023-01-28T06:01:17Z,3997171641,3,,3997171655,141,54.2,3997171659,212,21.6,3997171645,56,Back,3997171651,140,31.2,3997171661,213,1.1,3997751905,388,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037845,16,49,1,1,55,cobffe32r7g4skka9m19qib63,1,31.1,53.9,2023-01-27T20:02:59.067Z,2023-01-28T06:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037869,17,1,1,1,57,cobffe32r7g4skka9m19qib63,1,25.4,55.4,2023-01-27T20:03:00.602Z,2023-01-28T06:01:25Z,3997171811,56,Back,3997171817,212,18.9,3997171813,140,8.1,3997752011,178,,3997171819,213,3.4,3997171815,141,47.8,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037911,18,1,1,1,59,cobffe32r7g4skka9m19qib63,0,8.1,47.8,2023-01-27T20:03:02.995Z,2023-01-28T06:01:28Z,3997172051,140,66.4,3997172057,213,0.1,3997172059,1,,3997172053,141,57.6,3997752051,178,,3997172055,212,61.6,3997172049,56,Center,3997172047,157,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037927,22,1,1,2,3,c8llrezkm3b3op4afrou6b487,1,33.5,41.8,2023-01-27T20:03:06.904Z,2023-01-28T06:01:33Z,3997172157,56,Back,3997172161,141,28.9,3997752151,178,,3997172163,212,25.6,3997172159,140,10.6,3997172165,213,3.5,3997172155,3,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037931,23,49,1,2,6,c8llrezkm3b3op4afrou6b487,1,10.6,28.9,2023-01-27T20:03:10.327Z,2023-01-28T06:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037977,24,1,1,2,8,c8llrezkm3b3op4afrou6b487,1,10.6,28.9,2023-01-27T20:03:12.061Z,2023-01-28T06:01:41Z,3997172425,140,15.5,3997172423,56,Back,3997172429,212,24.5,3997172431,213,1.4,3997752249,178,,3997172427,141,64.1,,,,,,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501037999,25,1,1,2,14,c8llrezkm3b3op4afrou6b487,0,21.3,80.4,2023-01-27T20:03:18.222Z,2023-01-28T06:01:43Z,3997172579,213,0.3,3997172573,140,71.0,3997172581,1,,3997172571,56,Left,3997172577,212,54.1,3997172569,155,,3997752281,178,,3997172575,141,100.0,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038081,19,5,1,2,18,cobffe32r7g4skka9m19qib63,1,28.8,-1.1,2023-01-27T20:03:21.390Z,2023-01-28T06:01:48Z,3997173047,347,,3997173045,56,Back,3997173065,233,26,,,,,,,,,,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038003,26,5,1,2,18,c8llrezkm3b3op4afrou6b487,0,71.2,101.1,2023-01-27T20:03:21.390Z,2023-01-28T06:01:49Z,3997172599,347,,3997173083,233,19,3997172597,56,Left,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038105,20,1,1,2,35,cobffe32r7g4skka9m19qib63,1,30,0,2023-01-27T20:03:38.662Z,2023-01-28T06:01:58Z,3997173173,212,14.9,3997173165,107,,3997173171,141,12.0,3997173167,56,Back,3997173169,140,41.4,3997173175,213,0.6,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038109,21,1,1,2,36,cobffe32r7g4skka9m19qib63,0,41.4,12.3,2023-01-27T20:03:39.922Z,2023-01-28T06:02:05Z,3997752567,21,,3997173205,56,Back,3997173209,141,16.1,3997173211,212,3.5,3997173213,213,2.3,3997173207,140,39.2,3997752565,388,,3997175393,156,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501154675,940,67,1,2,37,c8llrezkm3b3op4afrou6b487,1,58.2,84.6,2023-01-27T20:03:40.363Z,2023-01-28T07:09:11Z,3997779939,233,1075,,,,,,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501154671,1075,67,1,2,37,cobffe32r7g4skka9m19qib63,0,41.8,15.4,2023-01-27T20:03:40.364Z,2023-01-28T06:38:55Z,3997779953,233,940,,,,,,,,,,,,,,,,,,,,,,1htx8ub2kxvq0vnzarbrynyt,César de la Hoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038129,27,8,1,2,37,c8llrezkm3b3op4afrou6b487,1,57,79.8,2023-01-27T20:03:40.365Z,2023-01-28T07:09:12Z,3997537379,385,,3997173275,56,Left,3997752629,178,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038181,28,4,1,2,39,c8llrezkm3b3op4afrou6b487,1,51.6,88.6,2023-01-27T20:03:42.736Z,2023-01-28T06:02:18Z,3997173535,286,,3997173529,294,,3997173531,56,Left,3997173575,233,22,3997173533,152,,3997173527,13,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038185,22,4,1,2,39,cobffe32r7g4skka9m19qib63,0,48.4,11.4,2023-01-27T20:03:42.737Z,2023-01-28T06:02:18Z,3997173545,294,,3997173551,285,,3997173547,56,Back,3997752783,388,,3997173583,233,28,3997173549,152,,3997173543,13,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501038479,29,1,1,3,11,c8llrezkm3b3op4afrou6b487,1,47.7,85.3,2023-01-27T20:04:15.090Z,2023-01-28T06:02:25Z,3997175075,213,3.8,3997175063,56,Back,3997175059,152,,3997175067,140,39.1,3997175071,141,75.3,3997752873,178,,3997175055,5,,3997175073,212,11.3,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
