id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2503397977,3,61,1,0,7,82q9159y2u7mkfn3z6hy75r4o,1,17.6,93.6,2023-02-03T20:01:01.552Z,2023-02-04T13:18:18Z,4009529209,56,Back,4010631787,178,,,,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503397985,4,5,1,0,7,82q9159y2u7mkfn3z6hy75r4o,0,16.6,100.8,2023-02-03T20:01:02.354Z,2023-02-04T12:08:04Z,4009529241,56,Back,4009529243,347,,4009529949,233,7,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398107,7,5,1,0,7,3czravw89omgc9o4s0w3l1bg5,1,83.4,-0.8,2023-02-03T20:01:02.354Z,2023-02-04T12:08:03Z,4009529887,56,Right,4009529889,347,,4009529925,233,4,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398125,8,1,1,0,13,3czravw89omgc9o4s0w3l1bg5,1,82.9,0,2023-02-03T20:01:08.330Z,2023-02-04T12:08:05Z,4009529991,140,77.6,4009529977,107,,4009529983,56,Right,4009530003,212,8.9,4009529997,141,9.3,4009530009,213,2.2,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398161,9,1,1,0,18,3czravw89omgc9o4s0w3l1bg5,1,75.5,8.8,2023-02-03T20:01:12.628Z,2023-02-04T12:08:09Z,4009530171,140,61.6,4009530173,141,6.6,4010632253,178,,4009530175,212,14.7,4009530177,213,3.2,4009530169,56,Right,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398225,10,1,1,0,20,3czravw89omgc9o4s0w3l1bg5,1,59.9,10.1,2023-02-03T20:01:14.976Z,2023-02-04T12:08:11Z,4009530447,212,30.0,4010632365,178,,4009530439,56,Back,4009530449,213,2.1,4009530443,140,44.6,4009530445,141,47.3,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398253,11,1,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,45.7,50.5,2023-02-03T20:01:19.760Z,2023-02-04T12:08:15Z,4009530595,212,21.9,4009530593,141,18.3,4009530589,56,Back,4009530591,140,45.4,4009530597,213,4.7,4010632601,178,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398269,12,1,1,0,27,3czravw89omgc9o4s0w3l1bg5,0,45.3,16.4,2023-02-03T20:01:21.901Z,2023-02-04T12:08:18Z,4009530841,236,,4010632755,178,,4009530843,233,5,4009530851,286,,4009530677,212,3.0,4009530671,56,Back,4009530673,140,47.6,4009530675,141,13.8,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,4009530679,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398295,5,74,1,0,27,82q9159y2u7mkfn3z6hy75r4o,1,53.4,89.2,2023-02-03T20:01:22Z,2023-02-04T12:08:22Z,4009530821,285,,4009530819,56,Left,4009530865,233,12,4010633039,178,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398301,6,5,1,0,28,82q9159y2u7mkfn3z6hy75r4o,0,49.6,101.8,2023-02-03T20:01:23.133Z,2023-02-04T12:08:26Z,4009531191,233,13,4009530861,56,Back,4009530863,347,,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398351,13,5,1,0,28,3czravw89omgc9o4s0w3l1bg5,1,50.4,-1.8,2023-02-03T20:01:23.133Z,2023-02-04T12:08:26Z,4009531149,56,Right,4009531151,347,,4009531157,233,6,,,,,,,,,,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398377,14,1,1,0,33,3czravw89omgc9o4s0w3l1bg5,1,53.3,0,2023-02-03T20:01:28.169Z,2023-02-04T12:08:30Z,4009531283,140,34.6,4009531291,212,22.4,4009531295,1,,4009531293,213,2.6,4009531279,56,Back,4009531287,141,14.4,4009531275,107,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398487,15,1,1,0,35,3czravw89omgc9o4s0w3l1bg5,1,34.6,14.4,2023-02-03T20:01:30.356Z,2023-02-04T12:08:33Z,4009531857,141,63.3,4009531861,213,1.6,4009531853,56,Back,4009531855,140,34.2,4010633681,178,,4009531863,1,,4009531859,212,33.3,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398533,16,1,1,0,43,3czravw89omgc9o4s0w3l1bg5,1,42.9,68.7,2023-02-03T20:01:38.119Z,2023-02-04T12:08:36Z,4009532115,155,,4010633885,178,,4009532119,140,70.1,4009532125,213,0.3,4009532123,212,30.1,4009532121,141,82.5,4009532117,56,Left,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398587,17,1,1,0,45,3czravw89omgc9o4s0w3l1bg5,0,70.1,82.5,2023-02-03T20:01:39.575Z,2023-02-04T12:08:40Z,4009532411,56,Center,4009532413,140,88.2,4009532415,141,49.0,4009532405,3,,4009532419,213,5.4,4009532417,212,29.7,4010634051,388,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398623,7,52,1,0,49,82q9159y2u7mkfn3z6hy75r4o,1,13.6,54.6,2023-02-03T20:01:43.673Z,2023-02-04T12:08:42Z,4010634143,178,,4010355947,377,,,,,,,,,,,,,,,,,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398889,8,1,1,1,2,82q9159y2u7mkfn3z6hy75r4o,1,16,39.6,2023-02-03T20:01:57.091Z,2023-02-04T12:08:46Z,4009533979,212,42.9,4009533975,140,54.4,4009533967,199,,4009533971,56,Right,4009533983,1,,4009533981,213,5.9,4009533977,141,18.2,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503442933,349,1,1,1,5,82q9159y2u7mkfn3z6hy75r4o,1,51.3,19.6,2023-02-03T20:02:00.260Z,2023-02-04T12:08:49Z,4009771167,212,13.5,4010634871,388,,4009771159,168,,4009771169,213,6.1,4009771163,140,64.0,4009771165,141,16.3,4009771155,3,,4009771161,56,Right,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398901,9,3,1,1,7,82q9159y2u7mkfn3z6hy75r4o,0,64.8,17,2023-02-03T20:02:02.106Z,2023-02-04T12:08:57Z,4010356303,465,,4009534045,286,,4009534043,56,Right,4010635439,178,,4009534217,233,18,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398917,18,7,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,35.2,83,2023-02-03T20:02:02.347Z,2023-02-04T12:09:00Z,4010356259,383,,4009534099,285,,4010635679,178,,4009534097,56,Back,4009534191,233,9,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398931,19,49,1,1,9,3czravw89omgc9o4s0w3l1bg5,1,33.6,92,2023-02-03T20:02:03.551Z,2023-02-04T12:09:07Z,,,,,,,,,,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398949,20,1,1,1,10,3czravw89omgc9o4s0w3l1bg5,1,34,92.3,2023-02-03T20:02:05.314Z,2023-02-04T12:09:13Z,4009534279,212,8.0,4010636333,178,,4009534275,140,35.7,4009534273,56,Back,4009534281,213,4.9,4009534277,141,80.8,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398953,21,1,1,1,11,3czravw89omgc9o4s0w3l1bg5,1,35.7,79.9,2023-02-03T20:02:06.176Z,2023-02-04T12:09:28Z,4009534307,141,73.2,4010637309,388,,4009534305,140,33.6,4009534303,56,Back,4009534311,213,4.3,4009534309,212,5.1,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503398983,22,1,1,1,12,3czravw89omgc9o4s0w3l1bg5,1,33.4,73.2,2023-02-03T20:02:07.368Z,2023-02-04T12:09:31Z,4009534479,141,89.2,4010637495,178,,4009534475,56,Back,4009534483,213,2.0,4009534481,212,11.8,4009534477,140,29.0,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399083,23,1,1,1,14,3czravw89omgc9o4s0w3l1bg5,1,29.3,89.2,2023-02-03T20:02:09.405Z,2023-02-04T12:09:34Z,4009534969,212,29.0,4009534963,56,Back,4009534965,140,24.0,4010637713,178,,4009534967,141,47.3,4009534971,213,4.5,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399127,24,1,1,1,22,3czravw89omgc9o4s0w3l1bg5,1,33.7,38.9,2023-02-03T20:02:17.318Z,2023-02-04T12:09:38Z,4009535187,141,94.9,4009535193,1,,4009535189,212,49.7,4009535191,213,0.9,4010638023,178,,4009535185,140,64.1,4009535183,56,Left,4009535181,155,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399143,25,1,1,1,25,3czravw89omgc9o4s0w3l1bg5,0,64.5,94.7,2023-02-03T20:02:19.640Z,2023-02-04T12:09:46Z,4009535257,213,5.6,4009535245,155,,4009535249,140,74.9,4009535253,212,13.6,4009535247,56,Left,4009535251,141,82.8,4010638571,388,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399199,10,1,1,1,27,82q9159y2u7mkfn3z6hy75r4o,1,25.8,13.3,2023-02-03T20:02:21.739Z,2023-02-04T12:09:52Z,4010638983,178,,4009535537,140,30.4,4009535543,213,5.4,4009535541,212,7.4,4009535535,56,Back,4009535533,3,,4009535539,141,5.1,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399203,11,3,1,1,28,82q9159y2u7mkfn3z6hy75r4o,1,34.4,7.8,2023-02-03T20:02:22.643Z,2023-02-04T12:10:03Z,4009535563,56,Back,4009535593,233,26,4009535597,286,,4010356829,465,,4010639649,178,,,,,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399191,26,45,1,1,28,3czravw89omgc9o4s0w3l1bg5,0,65.6,92.2,2023-02-03T20:02:22.643Z,2023-02-04T12:10:03Z,4009535627,233,11,4009535505,285,,4009535503,56,Left,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399209,12,49,1,1,29,82q9159y2u7mkfn3z6hy75r4o,1,31.4,11,2023-02-03T20:02:23.711Z,2023-02-04T12:10:10Z,,,,,,,,,,,,,,,,,,,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399219,13,1,1,1,29,82q9159y2u7mkfn3z6hy75r4o,0,31.4,11,2023-02-03T20:02:23.823Z,2023-02-04T12:10:15Z,4009535637,212,14.6,4009535633,140,37.2,4009535635,141,30.5,4010640463,178,,4009535631,56,Back,4009535639,213,1.1,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399229,27,49,1,1,31,3czravw89omgc9o4s0w3l1bg5,1,59.4,66.5,2023-02-03T20:02:25.836Z,2023-02-04T12:10:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399329,28,1,1,1,36,3czravw89omgc9o4s0w3l1bg5,1,53.4,57,2023-02-03T20:02:30.757Z,2023-02-04T12:10:22Z,4009536157,56,Center,4010640965,178,,4009536165,213,6.1,4009536163,212,10.3,4009536161,141,53.8,4009536159,140,63.0,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399405,29,1,1,1,38,3czravw89omgc9o4s0w3l1bg5,1,64,48.4,2023-02-03T20:02:32.926Z,2023-02-04T12:10:29Z,4009536491,213,1.5,4009536489,212,8.1,4009536485,140,64.6,4009536483,56,Center,4010641423,178,,4009536487,141,60.3,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503442669,348,45,1,1,39,82q9159y2u7mkfn3z6hy75r4o,0,30,50,2023-02-03T20:02:33.900Z,2023-02-04T12:10:42Z,4009769951,285,,4009770565,233,419,4009769949,56,Back,,,,,,,,,,,,,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503442741,419,3,1,1,39,3czravw89omgc9o4s0w3l1bg5,1,70,50,2023-02-03T20:02:33.900Z,2023-02-04T12:10:42Z,4010642437,178,,4009770263,286,,4009770521,233,348,4009770259,56,Center,4010357217,465,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399415,30,1,1,1,42,3czravw89omgc9o4s0w3l1bg5,0,72.9,39.6,2023-02-03T20:02:37.173Z,2023-02-04T12:10:47Z,4009536535,56,Center,4010642803,178,,4009536543,141,33.4,4009536545,212,6.9,4009536547,213,5.6,4009536539,140,78.1,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399449,14,61,1,1,42,82q9159y2u7mkfn3z6hy75r4o,1,19.6,63.6,2023-02-03T20:02:37.311Z,2023-02-04T12:10:51Z,4009536695,56,Back,4010643039,178,,,,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399453,31,1,1,1,44,3czravw89omgc9o4s0w3l1bg5,0,87.1,27.2,2023-02-03T20:02:38.774Z,2023-02-04T12:10:55Z,4010643313,178,,4009536727,56,Center,4009536735,213,0.9,4009536733,212,16.7,4009536731,141,46.7,4009536729,140,96.7,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399523,15,52,1,1,45,82q9159y2u7mkfn3z6hy75r4o,1,5.1,53.6,2023-02-03T20:02:39.892Z,2023-02-04T12:10:59Z,4010357425,376,,4010643637,178,,,,,,,,,,,,,,,,,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399747,16,1,1,2,7,82q9159y2u7mkfn3z6hy75r4o,1,15.6,36.6,2023-02-03T20:03:01.844Z,2023-02-04T12:11:04Z,4009538339,212,47.2,4009538331,199,,4009538333,56,Center,4009538335,140,60.1,4009538341,213,6.1,4009538343,1,,4009538337,141,26.3,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399753,17,44,1,2,9,82q9159y2u7mkfn3z6hy75r4o,1,61.8,23.5,2023-02-03T20:03:04.409Z,2023-02-04T13:18:19Z,4009538361,56,Center,4009538363,286,,4009538379,233,32,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399743,32,44,1,2,9,3czravw89omgc9o4s0w3l1bg5,0,38.2,76.5,2023-02-03T20:03:04.410Z,2023-02-04T12:11:08Z,4009538409,233,17,4009538313,56,Back,4009538315,285,,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399795,18,1,1,2,9,82q9159y2u7mkfn3z6hy75r4o,1,60.1,26.3,2023-02-03T20:03:04.491Z,2023-02-04T13:18:19Z,4010644573,388,,4009538629,141,28.2,4009538623,168,,4009538631,212,5.9,4009538625,56,Center,4009538621,3,,4009538633,213,0.2,4009538627,140,65.6,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
