id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,keyPass,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value,qualifier/20/value
2457983351,4,5,1,0,11,10eyb18v5puw4ez03ocaug09m,1,4.2,101.4,2022-09-10T14:15:49.141Z,2022-09-11T04:13:32Z,3769489121,233,8,3769489097,56,Back,3769489099,347,,,,,,,,,,,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983057,8,5,1,0,11,c8llrezkm3b3op4afrou6b487,0,95.8,-1.4,2022-09-10T14:15:49.141Z,2022-09-11T04:13:32Z,3769487573,56,Right,3769489171,233,4,3769487575,347,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983473,5,1,1,0,28,10eyb18v5puw4ez03ocaug09m,1,11.6,100,2022-09-10T14:16:05.974Z,2022-09-11T04:13:42Z,3769489669,213,6.1,3769489671,1,,3769489659,107,,3769489661,56,Back,3769489667,212,34.2,3769489663,140,43.6,3769489665,141,92.7,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983489,6,61,1,0,32,10eyb18v5puw4ez03ocaug09m,0,43.6,92.7,2022-09-10T14:16:09.944Z,2022-09-11T04:13:52Z,3772236839,178,,3772236837,21,,3769489719,56,Back,,,,,,,,,,,,,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983583,9,1,1,0,35,c8llrezkm3b3op4afrou6b487,0,47,2.8,2022-09-10T14:16:13.215Z,2022-09-11T04:14:01Z,3769490153,3,,3769490165,212,19.7,3769490155,56,Center,3769490167,213,0.9,3769490157,140,58.1,3769490161,141,26.2,3772237021,178,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983663,7,1,1,0,37,10eyb18v5puw4ez03ocaug09m,1,45.4,75.2,2022-09-10T14:16:15.211Z,2022-09-11T04:14:05Z,3769490551,213,4.9,3772237083,178,,3769490547,141,34.9,3769490543,56,Center,3769490545,140,51.7,3769490549,212,28.2,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983737,8,1,1,0,41,10eyb18v5puw4ez03ocaug09m,1,63.2,32.4,2022-09-10T14:16:18.892Z,2022-09-11T04:14:41Z,3772237151,178,,3769490927,213,0.3,3769495597,210,16,3769490923,141,41.0,3769490925,212,18.8,3769490915,56,Center,3769495599,22,,3769490921,140,80.2,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983993,9,3,1,0,43,10eyb18v5puw4ez03ocaug09m,1,84.8,39.4,2022-09-10T14:16:21.437Z,2022-09-11T04:14:29Z,3769492227,286,,3769492269,233,10,3769492225,56,Center,3772237633,178,,3770511521,465,,,,,,,,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983731,10,45,1,0,43,c8llrezkm3b3op4afrou6b487,0,15.2,60.6,2022-09-10T14:16:21.437Z,2022-09-11T04:14:30Z,3769490897,56,Back,3769490901,285,,3769492285,233,9,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458526625,1499,83,1,0,43,c8llrezkm3b3op4afrou6b487,1,13,60.6,2022-09-10T14:16:21.685Z,2022-09-11T06:28:58Z,3772422959,399,62974,,,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457983999,10,16,1,0,46,10eyb18v5puw4ez03ocaug09m,1,96.2,37.1,2022-09-10T14:16:23.989Z,2022-09-11T04:14:42Z,3769495651,375,00:45.604,3769495619,55,8,3769495615,29,,3769495611,80,,3772238017,178,,3769495643,374,2022-09-10 15:16:23.394,3769495623,102,46.8,3769495635,231,42.1,7exng93jyar5is4fa64r9bhzp,E. Lamela,,3769495629,215,3769492247,56,Center,3770516381,395,1.5,3769492245,60,3769492249,254,3770516383,396,58.3,3769495627,214,3769495633,230,98.0,3769495625,103,1.3,3769495605,72,3769492243,22,,,,,,,,,,,,,,,
2457984807,11,1,1,1,45,c8llrezkm3b3op4afrou6b487,1,50.3,50.5,2022-09-10T14:17:23.708Z,2022-09-11T04:15:35Z,3769496629,213,4.0,3769496631,279,G,3769496621,56,Back,3772239381,178,,3769496627,212,33.5,3769716275,1,,3769496659,189,,3769496625,141,12.6,7xmaybxu4zd5k338bi3drkxcl,Darder,,3769496623,140,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,
2458027829,376,1,1,1,47,c8llrezkm3b3op4afrou6b487,1,40.2,7.7,2022-09-10T14:17:24.791Z,2022-09-11T04:15:31Z,3769716805,140,27.5,3769716811,212,17.4,3769716801,56,Back,3769716799,189,,3772239329,178,,3769716809,141,24.2,3769716815,213,2.4,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457984891,12,1,1,1,52,c8llrezkm3b3op4afrou6b487,1,31.4,26.8,2022-09-10T14:17:30.456Z,2022-09-11T04:14:54Z,3769497029,141,66.0,3769497031,212,26.7,3769497027,140,29.7,3769497025,56,Back,3772238365,178,,3769497033,213,1.6,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457984919,13,1,1,1,55,c8llrezkm3b3op4afrou6b487,1,30.3,69.5,2022-09-10T14:17:33.338Z,2022-09-11T04:15:13Z,3769497161,212,25.4,3769497159,141,98.0,3772238831,178,,3769497155,56,Back,3769497163,213,0.9,3769497157,140,45.9,3769497167,189,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457984959,14,1,1,1,58,c8llrezkm3b3op4afrou6b487,0,55.7,96.2,2022-09-10T14:17:36.397Z,2022-09-11T04:15:18Z,3769497359,140,100.0,3769497369,212,48.7,3769497373,213,6.1,3769497395,189,,3772238949,178,,3769497631,1,,3769497355,56,Left,3769497363,141,80.7,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985005,11,5,1,2,2,10eyb18v5puw4ez03ocaug09m,1,-1.1,18.8,2022-09-10T14:17:40.353Z,2022-09-11T04:15:23Z,3769497595,56,Back,3769497693,233,15,3769497597,346,,,,,,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985015,15,5,1,2,2,c8llrezkm3b3op4afrou6b487,0,101.1,81.2,2022-09-10T14:17:40.353Z,2022-09-11T04:15:23Z,3769497739,233,11,3769497669,346,,3769497667,56,Left,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985467,12,1,1,2,30,10eyb18v5puw4ez03ocaug09m,1,5.1,39.2,2022-09-10T14:18:08.497Z,2022-09-11T04:15:53Z,3769500095,141,59.0,3769500093,140,8.4,3769500089,124,,3769500097,212,13.9,3769504737,189,,3769500103,237,,3769500091,56,Back,3769500099,213,1.3,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985493,13,1,1,2,33,10eyb18v5puw4ez03ocaug09m,0,8.5,58.8,2022-09-10T14:18:11.086Z,2022-09-11T04:15:58Z,3769500227,157,,3769500237,213,5.9,3769500233,141,32.5,3769500235,212,51.4,3769500229,56,Center,3769500239,1,,3769500231,140,54.4,3772239911,178,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985549,16,1,1,2,35,c8llrezkm3b3op4afrou6b487,1,45.7,65.3,2022-09-10T14:18:13.642Z,2022-09-11T04:16:06Z,3769500531,56,Center,3769500529,157,,3769500539,213,0.3,3769500535,141,76.5,3769500533,140,67.9,3772240089,178,,3769500537,212,24.5,3769500543,1,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985559,17,49,1,2,37,c8llrezkm3b3op4afrou6b487,1,68.6,72.5,2022-09-10T14:18:15.469Z,2022-09-11T04:16:13Z,,,,,,,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985579,14,45,1,2,39,10eyb18v5puw4ez03ocaug09m,0,34.4,32.4,2022-09-10T14:18:17.637Z,2022-09-11T04:16:42Z,3769500681,285,,3769500679,56,Back,3769500843,233,18,,,,,,,,,,,,,,,,8ycvfctf7c3yljnbtltsogkph,Joan Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985595,18,3,1,2,39,c8llrezkm3b3op4afrou6b487,1,65.6,67.6,2022-09-10T14:18:17.637Z,2022-09-11T04:16:41Z,3769500755,56,Center,3769500803,233,14,3770538717,464,,3769500757,286,,3772240895,178,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985597,19,61,1,2,41,c8llrezkm3b3op4afrou6b487,0,70.6,59.1,2022-09-10T14:18:19.418Z,2022-09-11T04:16:52Z,3769500765,56,Center,3772241161,178,,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458177159,737,3,1,2,42,10eyb18v5puw4ez03ocaug09m,0,27.7,50.4,2022-09-10T14:18:20.199Z,2022-09-11T04:16:56Z,3770543687,285,,3770543691,467,7xmaybxu4zd5k338bi3drkxcl,3770543683,56,Back,3770543689,465,,3772241281,178,,,,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985669,15,4,1,2,42,10eyb18v5puw4ez03ocaug09m,1,31.2,49.3,2022-09-10T14:18:20.418Z,2022-09-11T04:17:01Z,3769501649,233,20,3769501077,152,,3769501081,285,,3769501075,56,Back,3769501073,13,,3769501079,265,,,,,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457985767,20,4,1,2,42,c8llrezkm3b3op4afrou6b487,0,68.8,50.7,2022-09-10T14:18:20.419Z,2022-09-11T04:17:01Z,3769501583,286,,3769501579,152,,3769501577,56,Center,3769501581,265,,3772241413,178,,3769501575,13,,3769501675,233,15,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986025,16,1,1,3,3,10eyb18v5puw4ez03ocaug09m,1,25.6,73.4,2022-09-10T14:18:40.941Z,2022-09-11T04:17:18Z,3769502995,140,30.2,3769502993,56,Back,3769502989,5,,3769502997,141,81.0,3772241747,178,,3769502991,152,,3769504333,189,,3769502999,212,7.1,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,3769503001,213,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,
2457986089,17,1,1,3,6,10eyb18v5puw4ez03ocaug09m,1,36.6,77.9,2022-09-10T14:18:44.261Z,2022-09-11T04:17:22Z,3769503329,155,,3769503339,213,0.2,3769503341,1,,3769503331,56,Left,3769503337,212,66.0,3769503333,140,98.7,3772241823,178,,3769503335,141,92.6,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986101,18,1,1,3,12,10eyb18v5puw4ez03ocaug09m,0,98.9,92.7,2022-09-10T14:18:49.987Z,2022-09-11T04:17:29Z,3769503421,56,Center,3769503419,155,,3769503429,213,4.2,3772241923,178,,3769503423,140,86.9,3769503425,141,63.3,3770584617,224,,3770584623,72,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,3769503427,212,3769503417,2,,,,,,,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,,,,
2457986123,21,12,1,3,13,c8llrezkm3b3op4afrou6b487,1,10.5,35.5,2022-09-10T14:18:51.573Z,2022-09-11T04:17:35Z,3769503551,140,12.1,3769503555,212,21.3,3769503549,56,Back,3769503553,141,4.3,3769503593,15,,3769503557,213,4.8,3772242093,178,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986177,19,3,1,3,19,10eyb18v5puw4ez03ocaug09m,0,96.2,92.8,2022-09-10T14:18:57.502Z,2022-09-11T04:17:42Z,3769503835,56,Left,3770585777,464,,3769503837,286,,3769503983,233,22,3772242195,178,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986209,22,7,1,3,19,c8llrezkm3b3op4afrou6b487,1,3.8,7.2,2022-09-10T14:18:57.616Z,2022-09-11T04:17:47Z,3769503975,233,19,3770586007,383,,3772242303,178,,3769503971,285,,3769503969,56,Back,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458526839,1500,67,1,3,21,c8llrezkm3b3op4afrou6b487,1,5.7,5.6,2022-09-10T14:18:59.283Z,2022-09-11T07:44:31Z,3772423605,233,1121,,,,,,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458526835,1121,67,1,3,21,10eyb18v5puw4ez03ocaug09m,0,94.3,94.4,2022-09-10T14:18:59.284Z,2022-09-11T06:29:52Z,3772423609,233,1500,,,,,,,,,,,,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986231,23,1,1,3,21,c8llrezkm3b3op4afrou6b487,0,4.4,1.1,2022-09-10T14:18:59.294Z,2022-09-11T07:44:32Z,3769504087,212,4.7,3769504085,141,0.0,3769504079,157,,3769504081,56,Back,3769504091,1,,3769504083,140,8.6,3772242395,178,,3769504089,213,5.9,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986261,20,5,1,3,21,10eyb18v5puw4ez03ocaug09m,1,91,101.4,2022-09-10T14:18:59.636Z,2022-09-11T04:18:01Z,3769504229,56,Left,3769504297,233,24,3769504231,347,,,,,,,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986237,24,5,1,3,21,c8llrezkm3b3op4afrou6b487,0,9,-1.4,2022-09-10T14:18:59.636Z,2022-09-11T04:18:02Z,3769504107,56,Back,3769504109,347,,3769504311,233,20,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986567,21,1,1,3,40,10eyb18v5puw4ez03ocaug09m,1,89.8,100,2022-09-10T14:19:17.929Z,2022-09-11T04:18:08Z,3769505811,140,85.5,3769505807,107,,3769505809,56,Center,3769505813,141,74.8,3769505815,212,18.0,3769505817,213,4.5,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986569,22,61,1,3,41,10eyb18v5puw4ez03ocaug09m,0,86.2,76.7,2022-09-10T14:19:19.249Z,2022-09-11T04:18:17Z,3769505829,56,Center,3772242887,21,,3772242889,178,,,,,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986607,25,1,1,3,42,c8llrezkm3b3op4afrou6b487,1,11.4,30.4,2022-09-10T14:19:20.358Z,2022-09-11T04:18:23Z,3772243001,178,,3769506057,1,,3769506053,212,10.0,3769506055,213,4.6,3769506049,140,10.6,3769506045,157,,3769506051,141,15.8,3769506047,56,Back,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457986633,26,1,1,3,43,c8llrezkm3b3op4afrou6b487,1,10.6,15.8,2022-09-10T14:19:21.699Z,2022-09-11T04:18:26Z,3769506215,213,0.1,3772243097,388,,3769506209,140,19.5,3769506213,212,9.4,3769506205,3,,3769506207,56,Back,3769506211,141,17.8,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
