id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2537483617,9,1,1,0,22,c2pdzdl3dgf5b0siidn2ay5ii,1,36.6,63.6,2023-04-22T20:07:31.018Z,2023-04-22T20:07:33Z,4210738129,56,Left,4210738131,140,59.6,4210738133,141,89.4,4210738137,213,0.6,4210738135,212,29.8,,,,,,,,,,dqekbs06e79n3vapj437pwyc,G. Metusala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483645,10,1,1,0,24,c2pdzdl3dgf5b0siidn2ay5ii,1,58.2,89,2023-04-22T20:07:33.384Z,2023-04-22T20:07:35Z,4210738295,56,Back,4210738297,140,38.9,4210738299,141,69.6,4210738303,213,3.7,4210738301,212,24.2,,,,,,,,,,3m0aejck68m0ovwtatk0acmc4,A. Owolabi-Belewu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483721,11,1,1,0,26,c2pdzdl3dgf5b0siidn2ay5ii,1,38.8,69.2,2023-04-22T20:07:35.264Z,2023-04-22T20:07:43Z,4210738789,56,Back,4210738791,140,34.4,4210738793,141,22.9,4210738795,212,31.8,4210738797,213,4.6,,,,,,,,,,dqekbs06e79n3vapj437pwyc,G. Metusala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483733,12,1,1,0,35,c2pdzdl3dgf5b0siidn2ay5ii,1,34.4,22.9,2023-04-22T20:07:43.557Z,2023-04-22T20:07:44Z,4210738887,141,41.8,4210738889,212,14.3,4210738885,140,28.4,4210738891,213,2.0,4210738883,56,Back,,,,,,,,,,4xsc616w7mz1xw45ofyivm6eh,R. Rama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483767,13,1,1,0,35,c2pdzdl3dgf5b0siidn2ay5ii,1,28.4,41.8,2023-04-22T20:07:44.301Z,2023-04-22T20:07:46Z,4210739081,56,Back,4210739087,212,14.1,4210739085,141,61.2,4210739083,140,33.2,4210739091,213,1.2,,,,,,,,,,exz7u7nukda9p15cy7s9udplh,M. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483875,14,1,1,0,37,c2pdzdl3dgf5b0siidn2ay5ii,1,33.2,61.2,2023-04-22T20:07:46.210Z,2023-04-22T20:07:53Z,4210739575,56,Center,4210739579,141,76.4,4210739583,213,0.4,4210739577,140,54.4,4210739581,212,24.5,,,,,,,,,,dqekbs06e79n3vapj437pwyc,G. Metusala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483907,15,1,1,0,41,c2pdzdl3dgf5b0siidn2ay5ii,1,54.4,76.4,2023-04-22T20:07:49.556Z,2023-04-22T20:08:03Z,4210739771,212,10.1,4210739765,140,63.8,4210739767,141,79.7,4210739763,56,Left,4210739773,213,0.2,,,,,,,,,,ccezbk51pdo61agdtdcxrd9wq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483911,16,3,1,0,42,c2pdzdl3dgf5b0siidn2ay5ii,0,66.6,84.8,2023-04-22T20:07:51.122Z,2023-04-22T20:07:56Z,4210739875,233,3,4210739795,56,Left,4210739797,286,,,,,,,,,,,,,,,,,3m0aejck68m0ovwtatk0acmc4,A. Owolabi-Belewu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483847,3,7,1,0,42,5gmx3o5y2oc0i6rowjwtu7jvu,1,33.4,15.2,2023-04-22T20:07:51.123Z,2023-04-22T20:59:41Z,4210935597,285,,4210739453,56,Back,4210935603,233,16,,,,,,,,,,,,,,,,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483921,17,3,1,0,44,c2pdzdl3dgf5b0siidn2ay5ii,0,66.2,81.6,2023-04-22T20:07:52.608Z,2023-04-22T20:07:57Z,4210739831,56,Left,4210739833,286,,4210739913,233,4,,,,,,,,,,,,,,,,3m0aejck68m0ovwtatk0acmc4,A. Owolabi-Belewu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483889,4,7,1,0,44,5gmx3o5y2oc0i6rowjwtu7jvu,1,33.8,18.4,2023-04-22T20:07:52.609Z,2023-04-22T20:07:57Z,4210739891,233,17,4210739689,285,,4210739687,56,Back,,,,,,,,,,,,,,,,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483897,5,49,1,0,46,5gmx3o5y2oc0i6rowjwtu7jvu,1,33.4,20.7,2023-04-22T20:07:54.489Z,2023-04-22T20:07:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1afcpd3lls6cqp4wuawc91gwl,L. Callegari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483909,6,1,1,0,46,5gmx3o5y2oc0i6rowjwtu7jvu,1,33.4,20.7,2023-04-22T20:07:54.649Z,2023-04-22T20:07:55Z,4210739781,140,34.9,4210739787,213,4.9,4210739785,212,10.9,4210739783,141,4.9,4210739779,56,Back,,,,,,,,,,1afcpd3lls6cqp4wuawc91gwl,L. Callegari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483925,7,1,1,0,47,5gmx3o5y2oc0i6rowjwtu7jvu,1,34.9,4.9,2023-04-22T20:07:55.513Z,2023-04-22T20:07:56Z,4210739851,141,14.1,4210739847,56,Back,4210739849,140,31.8,4210739857,213,2.1,4210739853,212,7.1,,,,,,,,,,4rdlxnsv6um9rvzope8uzyh3o,W. Timóteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483937,8,1,1,0,47,5gmx3o5y2oc0i6rowjwtu7jvu,0,31.8,14.1,2023-04-22T20:07:56.281Z,2023-04-22T20:07:57Z,4210739927,56,Back,4210739929,140,33.0,4210739933,212,1.8,4210739931,141,15.9,4210739935,213,0.8,,,,,,,,,,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483965,18,61,1,0,49,c2pdzdl3dgf5b0siidn2ay5ii,0,63.8,79.7,2023-04-22T20:07:58.077Z,2023-04-22T21:01:03Z,4210740047,56,Left,,,,,,,,,,,,,,,,,,,,,,3m0aejck68m0ovwtatk0acmc4,A. Owolabi-Belewu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537483989,9,1,1,0,50,5gmx3o5y2oc0i6rowjwtu7jvu,1,32,23.2,2023-04-22T20:07:58.961Z,2023-04-22T20:08:00Z,4210740171,212,4.1,4210740167,140,28.2,4210740169,141,24.4,4210740165,56,Back,4210740173,213,2.9,,,,,,,,,,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484035,10,1,1,0,52,5gmx3o5y2oc0i6rowjwtu7jvu,1,25.7,23.5,2023-04-22T20:08:00.777Z,2023-04-22T20:08:03Z,4210740411,56,Back,4210740413,140,32.3,4210740419,213,0.7,4210740417,212,9.0,4210740415,141,32.0,,,,,,,,,,81tm004f7odd1h0acwfcfroyc,D. Nimick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484045,11,4,1,0,55,5gmx3o5y2oc0i6rowjwtu7jvu,1,31.2,35.8,2023-04-22T20:08:03.465Z,2023-04-22T20:08:09Z,4210740447,56,Back,4210740449,285,,4210740829,265,,4210740825,152,,4210740865,233,19,4210740821,13,,,,,,,,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484099,19,4,1,0,55,c2pdzdl3dgf5b0siidn2ay5ii,0,68.8,64.2,2023-04-22T20:08:03.466Z,2023-04-22T20:08:09Z,4210740753,13,,4210740887,233,11,4210740757,152,,4210740759,265,,4210740755,56,Center,4210740761,286,,,,,,,,3wyn5e0uz5jfilp065m3qynoq,A. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484299,12,1,1,1,14,5gmx3o5y2oc0i6rowjwtu7jvu,1,30.6,29.5,2023-04-22T20:08:22.977Z,2023-04-22T20:08:25Z,4210741723,5,,4210741725,152,,4210741729,56,Back,4210741745,213,0.7,4210741737,141,34.7,4210741733,140,34.7,4210741741,212,5.6,,,,81tm004f7odd1h0acwfcfroyc,D. Nimick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484367,13,1,1,1,16,5gmx3o5y2oc0i6rowjwtu7jvu,1,34.1,51.7,2023-04-22T20:08:25.049Z,2023-04-22T20:08:30Z,4210742009,56,Back,4210742011,140,34.4,4210742015,212,24.3,4210742017,213,1.6,4210742013,141,87.5,,,,,,,,,,1afcpd3lls6cqp4wuawc91gwl,L. Callegari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484463,14,1,1,1,21,5gmx3o5y2oc0i6rowjwtu7jvu,1,35.8,94.7,2023-04-22T20:08:29.985Z,2023-04-22T20:08:37Z,4210742531,212,39.6,4210742535,1,,4210742525,56,Back,4210742533,213,3.8,4210742529,141,57.2,4210742527,140,7.0,,,,,,,2mqxkxtrjrt9cbeqbyncer209,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484531,15,1,1,1,28,5gmx3o5y2oc0i6rowjwtu7jvu,1,6.4,36.1,2023-04-22T20:08:37.097Z,2023-04-22T20:08:41Z,4210742853,213,6.2,4210742843,155,,4210742847,140,60.1,4210742855,1,,4210742849,141,30.8,4210742845,56,Center,4210742851,212,56.5,,,,donr4l8zz4x3who55mji62dwp,Y. Fillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484565,16,1,1,1,32,5gmx3o5y2oc0i6rowjwtu7jvu,1,64.4,33.1,2023-04-22T20:08:41.024Z,2023-04-22T20:09:36Z,4210743047,213,4.1,4210743043,212,3.9,4210743041,141,28.3,4210743039,140,62.3,4210743037,56,Center,,,,,,,,,,51ww9y4k5hskfvfv5cb1jbtgp,K. Nwafornso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484575,17,1,1,1,35,5gmx3o5y2oc0i6rowjwtu7jvu,0,55.6,34.7,2023-04-22T20:08:44.066Z,2023-04-22T20:58:32Z,4210743101,56,Center,4210743117,213,1.7,4210743105,140,52.3,4210743109,141,68.2,4210743113,212,23.0,,,,,,,,,,4rdlxnsv6um9rvzope8uzyh3o,W. Timóteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484583,20,49,1,1,37,c2pdzdl3dgf5b0siidn2ay5ii,1,45,22.1,2023-04-22T20:08:45.559Z,2023-04-22T20:08:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4xsc616w7mz1xw45ofyivm6eh,R. Rama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484775,21,1,1,1,39,c2pdzdl3dgf5b0siidn2ay5ii,1,60.9,11.3,2023-04-22T20:08:47.935Z,2023-04-22T20:08:56Z,4210744005,141,4.4,4210744009,213,6.0,4210744007,212,16.3,4210744001,56,Right,4210744003,140,75.8,,,,,,,,,,4xsc616w7mz1xw45ofyivm6eh,R. Rama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484779,22,1,1,1,48,c2pdzdl3dgf5b0siidn2ay5ii,0,83.4,32.6,2023-04-22T20:08:56.713Z,2023-04-22T21:04:16Z,4210744031,141,36.4,4210744029,140,85.9,4210744027,56,Center,4210745361,233,18,4210744035,213,0.8,4210744033,212,3.7,4210745365,286,,4210745359,236,,6r8emgp7oeom6yyibdb4g77c9,D. Choinière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484793,18,74,1,1,48,5gmx3o5y2oc0i6rowjwtu7jvu,1,15.2,50.6,2023-04-22T20:08:56.714Z,2023-04-22T20:58:33Z,4210745313,285,,4210745457,233,22,4210744099,56,Back,,,,,,,,,,,,,,,,2gd6p7oi29nml06jp1fk9o1ec,C. Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537518665,405,12,1,1,50,5gmx3o5y2oc0i6rowjwtu7jvu,1,18.8,48.9,2023-04-22T20:08:58.430Z,2023-04-22T20:58:42Z,4210934039,213,4.9,4210934037,212,7.8,4210934033,141,37.8,4210934027,56,Back,4210934029,140,20.5,,,,,,,,,,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484827,23,15,1,1,52,c2pdzdl3dgf5b0siidn2ay5ii,1,80,61.7,2023-04-22T20:09:00.513Z,2023-04-22T20:09:28Z,4210746541,215,,4210744297,56,Center,4210746223,72,,4210746545,146,88.2,4210746543,458,,4210746533,102,50.0,4210746551,231,51.1,4210744293,22,,ccezbk51pdo61agdtdcxrd9wq,K. Poku,4210744295,18,4210746535,103,19,4210746549,230,97.7,4210746547,147,56.9,4210746531,78,4210746227,82,4210746229,233,19,,,,,,,,,,,,,
2537484837,19,10,1,1,52,5gmx3o5y2oc0i6rowjwtu7jvu,1,12.7,35.9,2023-04-22T20:09:00.613Z,2023-04-22T20:58:54Z,4210744341,56,Back,4210744339,94,,4210746253,233,23,,,,,,,,,,,,,,,,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484873,20,6,1,1,52,5gmx3o5y2oc0i6rowjwtu7jvu,0,15.4,38.3,2023-04-22T20:09:01.352Z,2023-04-22T20:55:07Z,4210744529,56,Back,4210744533,73,,4210744589,233,24,,,,,,,,,,,,,,,,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537484855,24,6,1,1,52,c2pdzdl3dgf5b0siidn2ay5ii,1,84.6,61.7,2023-04-22T20:09:01.352Z,2023-04-22T20:09:03Z,4210744413,73,,4210744411,56,Center,4210744581,233,20,,,,,,,,,,,,,,,,ccezbk51pdo61agdtdcxrd9wq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485449,25,1,1,2,34,c2pdzdl3dgf5b0siidn2ay5ii,1,99.5,99.5,2023-04-22T20:09:43.269Z,2023-04-22T20:09:45Z,4210747517,56,Left,4210747519,140,86.1,4210747521,141,90.0,4210747515,6,,4210747525,213,3.6,4210747523,212,15.5,,,,,,,c8d4kyelee6gyrnupxkeh6has,N. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485461,26,1,1,2,37,c2pdzdl3dgf5b0siidn2ay5ii,1,86.1,90,2023-04-22T20:09:45.630Z,2023-04-22T20:09:46Z,4210747571,56,Left,4210747577,212,18.1,4210747579,213,3.3,4210747575,141,84.5,4210747573,140,69.2,,,,,,,,,,ccezbk51pdo61agdtdcxrd9wq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485471,27,1,1,2,37,c2pdzdl3dgf5b0siidn2ay5ii,1,69.2,84.5,2023-04-22T20:09:46.300Z,2023-04-22T20:09:47Z,4210747603,141,87.9,4210747599,56,Left,4210747605,212,16.6,4210747607,213,0.1,4210747601,140,84.9,,,,,,,,,,dqekbs06e79n3vapj437pwyc,G. Metusala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485515,28,1,1,2,38,c2pdzdl3dgf5b0siidn2ay5ii,1,84.9,87.9,2023-04-22T20:09:46.946Z,2023-04-22T20:10:12Z,4210747841,212,15.8,4210747839,141,65.7,4210747837,140,89.4,4210747835,56,Center,4210749047,210,14,4210749049,154,,4210747843,213,5.0,,,,ccezbk51pdo61agdtdcxrd9wq,K. Poku,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2537485519,29,14,1,2,40,c2pdzdl3dgf5b0siidn2ay5ii,1,89.5,65.9,2023-04-22T20:09:49.381Z,2023-04-22T20:10:13Z,4210749067,74,,4210749083,231,52.7,4210749069,29,,4210749073,55,28,4210747857,56,Center,4210749071,154,,4210749081,230,99.1,4210749079,103,38.6,c8d4kyelee6gyrnupxkeh6has,N. Jensen,4210749077,102,4210747855,64,,4210748715,20,,4210748713,25,,,,,,,,,,47.1,,,,,,,,,,,
2537485545,21,4,1,2,45,5gmx3o5y2oc0i6rowjwtu7jvu,1,5.7,59,2023-04-22T20:09:53.489Z,2023-04-22T20:09:55Z,4210748007,10,,4210748009,56,Back,4210748011,152,,4210748105,233,30,4210748013,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485561,30,4,1,2,45,c2pdzdl3dgf5b0siidn2ay5ii,0,94.3,41,2023-04-22T20:09:53.490Z,2023-04-22T20:09:56Z,4210748069,152,,4210748065,56,Center,4210748071,286,,4210748109,233,21,4210748063,10,,,,,,,,,,,6of4lxl9haj2csl0hxsbf4slx,J. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485929,22,1,1,3,15,5gmx3o5y2oc0i6rowjwtu7jvu,1,14.3,66,2023-04-22T20:10:23.673Z,2023-04-22T20:10:25Z,4210749923,56,Back,4210749931,213,4.4,4210749919,5,,4210749927,141,48.8,4210749929,212,12.4,4210749925,140,10.4,4210749921,152,,,,,2gd6p7oi29nml06jp1fk9o1ec,C. Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485961,23,1,1,3,16,5gmx3o5y2oc0i6rowjwtu7jvu,1,11.9,49.2,2023-04-22T20:10:25.400Z,2023-04-22T20:10:27Z,4210750101,212,18.1,4210750103,213,1.6,4210750095,56,Back,4210750097,140,11.1,4210750099,141,75.8,,,,,,,,,,donr4l8zz4x3who55mji62dwp,Y. Fillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485993,24,1,1,3,18,5gmx3o5y2oc0i6rowjwtu7jvu,1,10.7,77.6,2023-04-22T20:10:27.376Z,2023-04-22T20:10:30Z,4210750291,212,11.8,4210750293,213,1.0,4210750287,140,16.4,4210750289,141,92.6,4210750285,56,Back,,,,,,,,,,2gd6p7oi29nml06jp1fk9o1ec,C. Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537485997,25,1,1,3,21,5gmx3o5y2oc0i6rowjwtu7jvu,0,15.9,95.1,2023-04-22T20:10:30.072Z,2023-04-22T20:10:30Z,4210750323,141,95.6,4210750319,56,Back,4210750321,140,19.8,4210750325,212,4.1,4210750327,213,0.1,,,,,,,,,,2mqxkxtrjrt9cbeqbyncer209,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537486025,31,61,1,3,24,c2pdzdl3dgf5b0siidn2ay5ii,1,75.5,6.5,2023-04-22T20:10:32.732Z,2023-04-22T20:10:32Z,4210750481,56,Right,,,,,,,,,,,,,,,,,,,,,,4xsc616w7mz1xw45ofyivm6eh,R. Rama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537486051,26,1,1,3,24,5gmx3o5y2oc0i6rowjwtu7jvu,0,27.3,95.4,2023-04-22T20:10:33.328Z,2023-04-22T20:10:33Z,4210750581,56,Back,4210750593,213,3.4,4210750589,141,94.0,4210750585,140,23.8,4210750591,212,3.8,,,,,,,,,,6zbb5xiauoixj3clxdgud8lxw,C. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
