id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2526039801,6,49,1,0,14,bax97wqmyvdu4xygi7wzcvdzd,1,61.5,63.7,2023-03-31T17:16:48.532Z,2023-03-31T17:16:48Z,,,,,,,,,,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526039817,7,1,1,0,15,bax97wqmyvdu4xygi7wzcvdzd,1,62.7,62.7,2023-03-31T17:16:49.204Z,2023-03-31T17:16:52Z,4149957001,141,41.3,4149956999,140,64.2,4149957005,213,4.8,4149956997,56,Center,4149957003,212,14.6,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526039861,8,1,1,0,17,bax97wqmyvdu4xygi7wzcvdzd,1,63,42.4,2023-03-31T17:16:52.052Z,2023-03-31T17:16:56Z,4149957227,141,84.8,4149957221,155,,4149957225,140,59.5,4149957231,213,1.7,4149957223,56,Left,4149957229,212,29.1,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526039889,9,43,1,0,22,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-03-31T17:16:56.452Z,2023-03-31T17:17:08Z,4149957355,56,Left,4149957719,144,3,4149957357,286,0,,,,,,,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526039891,10,4,1,0,23,bax97wqmyvdu4xygi7wzcvdzd,1,71.2,87.3,2023-03-31T17:16:57.715Z,2023-03-31T17:16:59Z,4149957367,286,,4149957363,152,,4149957359,13,,4149957365,265,,4149957439,233,7,4149957361,56,Left,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526039903,7,4,1,0,23,4e5523it4v7s6kkakelbj9si5,0,28.8,12.7,2023-03-31T17:16:57.716Z,2023-03-31T17:16:59Z,4149957401,13,,4149957405,152,,4149957407,265,,4149957409,285,,4149957443,233,10,4149957403,56,Back,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040055,11,1,1,0,47,bax97wqmyvdu4xygi7wzcvdzd,0,71.7,91.1,2023-03-31T17:17:21.877Z,2023-03-31T17:17:24Z,4149958163,141,43.1,4149958155,155,,4149958157,152,,4149958169,1,,4149958167,213,5.3,4149958159,56,Center,4149958153,5,,4149958165,212,39.6,380wlef6rk03khlb0t5elb04q,M. Cin,4149958161,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040075,8,41,1,0,50,4e5523it4v7s6kkakelbj9si5,1,10.3,47.2,2023-03-31T17:17:24.490Z,2023-03-31T17:17:27Z,4149958273,212,37.9,4149958275,213,1.4,4149958271,141,100.0,4149958269,140,16.8,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040083,9,5,1,0,52,4e5523it4v7s6kkakelbj9si5,0,14.2,102,2023-03-31T17:17:27.012Z,2023-03-31T17:17:41Z,4149958315,56,Back,4149958753,233,12,4149958319,347,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040173,12,5,1,0,52,bax97wqmyvdu4xygi7wzcvdzd,1,85.8,-2,2023-03-31T17:17:27.012Z,2023-03-31T17:57:14Z,4149958743,347,,4149958745,233,9,4149958741,56,Right,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040185,13,1,1,1,7,bax97wqmyvdu4xygi7wzcvdzd,0,85.4,0,2023-03-31T17:17:41.331Z,2023-03-31T17:17:43Z,4149958785,107,,4149958793,212,11.2,4149958789,140,88.6,4149958795,213,1.3,4149958787,56,Right,4149958791,141,14.1,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040187,10,8,1,1,8,4e5523it4v7s6kkakelbj9si5,1,13.1,87.2,2023-03-31T17:17:42.593Z,2023-03-31T18:29:21Z,4149958799,56,Back,4149958801,15,,,,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040189,11,49,1,1,9,4e5523it4v7s6kkakelbj9si5,1,15.1,87.5,2023-03-31T17:17:43.754Z,2023-03-31T17:17:43Z,,,,,,,,,,,,,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040199,12,1,1,1,10,4e5523it4v7s6kkakelbj9si5,1,17.3,88,2023-03-31T17:17:44.378Z,2023-03-31T17:17:45Z,4149958845,213,0.2,4149958837,56,Back,4149958841,141,90.0,4149958839,140,24.6,4149958843,212,7.8,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040203,13,1,1,1,11,4e5523it4v7s6kkakelbj9si5,0,24.6,90,2023-03-31T17:17:45.258Z,2023-03-31T17:17:45Z,4149958867,141,73.0,4149958863,56,Back,4149958871,213,5.0,4149958869,212,12.2,4149958865,140,28.3,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040207,14,49,1,1,12,bax97wqmyvdu4xygi7wzcvdzd,1,63.3,35.2,2023-03-31T17:17:46.660Z,2023-03-31T17:17:46Z,,,,,,,,,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040213,15,1,1,1,13,bax97wqmyvdu4xygi7wzcvdzd,0,62.3,37.1,2023-03-31T17:17:47.396Z,2023-03-31T17:17:49Z,4149958923,212,38.8,4149958919,140,92.9,4149958915,155,,4149958927,1,,4149958917,56,Center,4149958925,213,0.6,4149958921,141,69.0,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040261,15,50,1,1,20,4e5523it4v7s6kkakelbj9si5,1,35.3,27,2023-03-31T17:17:54.884Z,2023-03-31T17:18:08Z,4149959159,286,,4149959245,233,16,4149959157,56,Back,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040273,16,7,1,1,20,bax97wqmyvdu4xygi7wzcvdzd,1,64.7,73,2023-03-31T17:17:54.885Z,2023-03-31T17:17:57Z,4149959229,285,,4149959227,56,Center,4149959239,233,15,,,,,,,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040259,14,49,1,1,20,4e5523it4v7s6kkakelbj9si5,1,35.3,27.7,2023-03-31T17:17:55.050Z,2023-03-31T17:18:03Z,,,,,,,,,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040279,17,49,1,1,22,bax97wqmyvdu4xygi7wzcvdzd,1,61.4,87.5,2023-03-31T17:17:56.932Z,2023-03-31T17:17:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040293,18,1,1,1,26,bax97wqmyvdu4xygi7wzcvdzd,1,66.2,93,2023-03-31T17:18:00.388Z,2023-03-31T17:18:02Z,4149959313,140,75.9,4149959317,212,14.8,4149959319,213,5.5,4149959311,56,Center,4149959315,141,77.3,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040305,19,1,1,1,28,bax97wqmyvdu4xygi7wzcvdzd,1,75.9,77.3,2023-03-31T17:18:02.772Z,2023-03-31T17:18:04Z,4149959375,212,10.0,4149959369,56,Left,4149959371,140,81.6,4149959377,213,0.9,4149959373,141,89.0,,,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040359,20,1,1,1,30,bax97wqmyvdu4xygi7wzcvdzd,1,81.5,89.7,2023-03-31T17:18:04.196Z,2023-03-31T18:05:28Z,4149959645,155,,4149961971,210,13,4149959653,212,30.9,4149959647,56,Center,4149959655,213,5.1,4149959649,140,91.7,4149959651,141,47.0,4149961973,154,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040375,22,44,1,1,36,bax97wqmyvdu4xygi7wzcvdzd,1,91.3,50,2023-03-31T17:18:10.404Z,2023-03-31T17:18:15Z,4149959761,286,,4149959759,56,Center,4149959773,233,16,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040373,16,44,1,1,36,4e5523it4v7s6kkakelbj9si5,0,8.7,50,2023-03-31T17:18:10.405Z,2023-03-31T17:18:15Z,4149959755,56,Back,4149959757,285,,4149959779,233,22,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040365,21,13,1,1,36,bax97wqmyvdu4xygi7wzcvdzd,1,90.7,56.9,2023-03-31T17:18:10.980Z,2023-03-31T18:05:28Z,4149961995,230,97.2,4149961979,154,,4149961997,231,50.9,4149960021,17,,4149961577,15,,4149961975,75,,4149961581,328,,4149961977,29,,380wlef6rk03khlb0t5elb04q,M. Cin,4149959679,56,Center,,4149961981,55,20,4149961991,146,95.5,4149960019,22,4149961989,153,4149961987,103,2.8,4149961993,147,43.0,4149961985,102,36.1,,,,,,,,,
2526040385,17,43,1,1,42,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-03-31T17:18:17.002Z,2023-03-31T17:18:41Z,4149960709,144,49,,,,,,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040395,18,52,1,1,43,4e5523it4v7s6kkakelbj9si5,1,9.6,52.7,2023-03-31T17:18:18.107Z,2023-03-31T18:04:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526058619,440,80,1,1,44,4e5523it4v7s6kkakelbj9si5,0,10.4,62.3,2023-03-31T17:18:18.144Z,2023-03-31T18:04:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040423,19,1,1,1,47,4e5523it4v7s6kkakelbj9si5,1,9.6,52.7,2023-03-31T17:18:21.195Z,2023-03-31T18:04:28Z,4149959997,56,Back,4149960003,212,19.9,4149959995,240,,4149960001,141,24.7,4149960005,213,5.0,4149959999,140,15.2,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040435,20,1,1,1,50,4e5523it4v7s6kkakelbj9si5,1,15.7,22.2,2023-03-31T17:18:24.442Z,2023-03-31T17:18:26Z,4149960087,212,15.9,4149960083,140,28.7,4149960085,141,10.1,4149960089,213,5.7,4149960081,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040439,21,50,1,1,52,4e5523it4v7s6kkakelbj9si5,1,31.5,9.6,2023-03-31T17:18:26.730Z,2023-03-31T17:18:29Z,4149960099,285,,4149960195,233,23,4149960097,56,Back,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040455,23,7,1,1,52,bax97wqmyvdu4xygi7wzcvdzd,0,68.5,90.4,2023-03-31T17:18:26.731Z,2023-03-31T17:18:28Z,4149960181,286,,4149960177,233,21,4149960165,56,Left,,,,,,,,,,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040529,22,4,1,1,53,4e5523it4v7s6kkakelbj9si5,1,46.4,6.8,2023-03-31T17:18:27.833Z,2023-03-31T17:52:42Z,4149960603,56,Back,4150026485,233,24,4149960609,286,,4149961095,295,,4149960601,13,,4149960605,152,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040539,24,4,1,1,53,bax97wqmyvdu4xygi7wzcvdzd,0,53.6,93.2,2023-03-31T17:18:27.834Z,2023-03-31T17:52:42Z,4149961383,285,,4149960669,13,,4149960671,56,Left,4149962909,295,,4150026489,233,22,4149960673,152,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040697,23,1,1,2,25,4e5523it4v7s6kkakelbj9si5,1,51.4,7.4,2023-03-31T17:18:59.641Z,2023-03-31T18:29:23Z,4149961399,212,18.3,4149961393,56,Back,4149961395,140,35.6,4149961391,152,,4149961397,141,18.8,4149961401,213,2.7,4149961389,5,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040705,24,1,1,2,27,4e5523it4v7s6kkakelbj9si5,1,32.8,22.7,2023-03-31T17:19:01.978Z,2023-03-31T17:19:03Z,4149961445,141,42.7,4149961441,140,23.1,4149961439,56,Back,4149961451,213,2.2,4149961449,212,17.0,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040719,25,1,1,2,29,4e5523it4v7s6kkakelbj9si5,1,22.7,43.7,2023-03-31T17:19:03.705Z,2023-03-31T17:19:06Z,4149961557,213,1.3,4149961551,140,27.3,4149961549,56,Back,4149961555,212,19.8,4149961553,141,72.0,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040747,26,1,1,2,32,4e5523it4v7s6kkakelbj9si5,1,27.4,72,2023-03-31T17:19:07.066Z,2023-03-31T17:19:10Z,4149961697,140,37.4,4149961701,212,11.2,4149961695,56,Back,4149961703,213,5.9,4149961699,141,66.4,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040771,27,1,1,2,36,4e5523it4v7s6kkakelbj9si5,1,38,64.5,2023-03-31T17:19:10.298Z,2023-03-31T17:21:32Z,4149961831,141,48.5,4149961827,56,Back,4149961835,213,3.9,4149961829,140,26.2,4149961833,212,16.5,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040795,28,1,1,2,38,4e5523it4v7s6kkakelbj9si5,1,26.2,48.4,2023-03-31T17:19:12.153Z,2023-03-31T17:19:15Z,4149961943,56,Back,4149961949,212,27.3,4149961951,213,1.3,4149961947,141,86.6,4149961945,140,34.1,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040815,29,1,1,2,42,4e5523it4v7s6kkakelbj9si5,0,34.7,86.6,2023-03-31T17:19:16.633Z,2023-03-31T17:19:19Z,4149962081,56,Center,4149962085,141,66.9,4149962087,212,55.7,4149962089,213,6.0,4149962079,155,,4149962091,1,,4149962083,140,86.2,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040839,25,61,1,2,49,bax97wqmyvdu4xygi7wzcvdzd,0,10.3,49.9,2023-03-31T17:19:23.907Z,2023-03-31T17:19:24Z,4149962183,56,Back,,,,,,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040861,26,5,1,2,50,bax97wqmyvdu4xygi7wzcvdzd,0,10.7,-0.8,2023-03-31T17:19:24.249Z,2023-03-31T17:57:15Z,4149962547,233,30,4149962309,56,Back,4149962823,347,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040867,30,5,1,2,50,4e5523it4v7s6kkakelbj9si5,1,89.3,100.8,2023-03-31T17:19:24.249Z,2023-03-31T17:19:41Z,4149962527,233,26,4149962329,56,Left,4149962839,347,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040921,31,1,1,2,58,4e5523it4v7s6kkakelbj9si5,1,90.4,100,2023-03-31T17:19:32.889Z,2023-03-31T17:19:35Z,4149962595,213,5.0,4149962587,56,Left,4149962591,141,90.2,4149962593,212,8.3,4149962585,107,,4149962589,140,92.6,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040929,32,1,1,3,0,4e5523it4v7s6kkakelbj9si5,1,92.6,90,2023-03-31T17:19:35.049Z,2023-03-31T17:19:35Z,4149962631,141,95.0,4149962635,213,2.2,4149962627,56,Left,4149962629,140,90.3,4149962633,212,4.2,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040935,33,1,1,3,1,4e5523it4v7s6kkakelbj9si5,0,90.3,95,2023-03-31T17:19:35.865Z,2023-03-31T17:19:36Z,4149962665,140,89.9,4149962661,155,,4149962673,213,4.6,4149962667,141,86.6,4149962659,2,,4149962669,212,5.7,4149962663,56,Left,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526040937,27,1,1,3,2,bax97wqmyvdu4xygi7wzcvdzd,0,25.3,32.5,2023-03-31T17:19:36.691Z,2023-03-31T17:19:37Z,4149962683,212,9.0,4149962679,140,33.8,4149962675,3,,4149962677,56,Back,4149962685,213,0.1,4149962681,141,33.9,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
