id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2476113343,7,5,1,0,11,2f7gua216miwsfd83rgjsn4ap,1,60.2,101.2,2022-10-23T11:00:28.016Z,2022-10-23T11:00:34Z,3865838209,233,4,3865838201,347,,3865838199,56,Left,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113381,8,1,1,0,17,2f7gua216miwsfd83rgjsn4ap,1,59.2,100,2022-10-23T11:00:33.806Z,2022-10-23T11:00:36Z,3865838405,107,,3865838411,141,88.6,3865838413,212,13.6,3865838415,213,5.6,3865838409,140,69.2,3865838407,56,Left,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113387,9,61,1,0,18,2f7gua216miwsfd83rgjsn4ap,0,70.2,89.7,2022-10-23T11:00:35.463Z,2022-10-23T11:06:38Z,3865838451,56,Left,,,,,,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113373,5,49,1,0,19,eyecbfb1ur2104bhhwazhvrf,1,27.9,4.9,2022-10-23T11:00:36.310Z,2022-10-23T11:00:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113409,6,50,1,0,20,eyecbfb1ur2104bhhwazhvrf,1,33.6,3.8,2022-10-23T11:00:37.014Z,2022-10-23T11:01:50Z,3865841339,233,14,3865841343,286,,3865838515,56,Back,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114047,14,7,1,0,20,2f7gua216miwsfd83rgjsn4ap,1,66.4,96.2,2022-10-23T11:00:37.015Z,2022-10-23T11:01:50Z,3865841313,56,Left,3865841315,285,,3865841329,233,6,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113443,7,49,1,0,23,eyecbfb1ur2104bhhwazhvrf,1,24.2,6.2,2022-10-23T11:00:40.262Z,2022-10-23T11:00:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113457,8,1,1,0,23,eyecbfb1ur2104bhhwazhvrf,0,24.2,6.2,2022-10-23T11:00:40.566Z,2022-10-23T11:00:42Z,3865838673,155,,3865838675,56,Back,3865838677,140,43.5,3865838681,212,20.9,3865838683,213,0.2,3865838679,141,13.8,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113501,9,1,1,0,28,eyecbfb1ur2104bhhwazhvrf,1,40,9.5,2022-10-23T11:00:45.414Z,2022-10-23T11:00:48Z,3865838891,213,6.0,3865838887,141,3.2,3865838889,212,16.4,3865838883,56,Right,3865838885,140,55.1,,,,,,,,,,9u74jd7ak8uad6lnhnthawiqd,N. Billa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113503,10,1,1,0,31,eyecbfb1ur2104bhhwazhvrf,0,65.8,10.7,2022-10-23T11:00:48.006Z,2022-10-23T11:00:50Z,3865838895,56,Right,3865838903,213,1.8,3865838901,212,4.4,3865838953,286,,3865838947,236,,3865838897,140,64.9,3865838949,233,10,3865838899,141,17.0,1lafqq1ic48v5500r8b0uprdh,J. Hickelsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113509,10,74,1,0,31,2f7gua216miwsfd83rgjsn4ap,1,22,96.5,2022-10-23T11:00:48.007Z,2022-10-23T11:07:04Z,3865838959,233,10,3865838923,56,Back,3865838927,285,,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113553,11,6,1,0,36,eyecbfb1ur2104bhhwazhvrf,1,88,10.4,2022-10-23T11:00:53.269Z,2022-10-23T11:00:56Z,3865839199,233,11,3865839153,56,Right,3865839155,75,,,,,,,,,,,,,,,,,1lafqq1ic48v5500r8b0uprdh,J. Hickelsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113559,11,6,1,0,36,2f7gua216miwsfd83rgjsn4ap,0,12,89.6,2022-10-23T11:00:53.269Z,2022-10-23T11:07:05Z,3865839169,56,Back,3865839219,233,11,3865839171,73,,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113883,12,1,1,1,9,eyecbfb1ur2104bhhwazhvrf,0,99.5,0.5,2022-10-23T11:01:26.501Z,2022-10-23T11:01:55Z,3865840585,212,32.5,3865840583,141,48.1,3865840579,56,Center,3865840581,140,97.3,3865840577,223,,3865840587,213,1.6,3865840589,1,,3865840573,6,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,3865840571,2,3865840575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113903,12,12,1,1,13,2f7gua216miwsfd83rgjsn4ap,1,5.3,66.4,2022-10-23T11:01:30.415Z,2022-10-23T11:01:40Z,3865840659,15,,3865840645,212,18.6,3865840637,140,8.7,3865840641,141,93.2,3865840633,56,Back,3865840649,213,1.4,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113955,13,1,1,1,16,eyecbfb1ur2104bhhwazhvrf,1,87.7,6.7,2022-10-23T11:01:33.206Z,2022-10-23T11:52:05Z,3865857979,154,,3865840895,2,,3865857977,210,13,3865840907,213,1.2,3865840899,56,Center,3865840897,155,,3865840903,141,48.1,3865840901,140,96.9,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,3865840905,212,,,1,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113959,14,13,1,1,19,eyecbfb1ur2104bhhwazhvrf,1,96.9,48.1,2022-10-23T11:01:36.646Z,2022-10-23T11:52:05Z,3865841699,328,,3865857997,154,,3865857999,55,13,3865841693,25,,3865841913,103,56.9,3865857995,29,,3865840931,56,Center,3865840929,16,,1lafqq1ic48v5500r8b0uprdh,J. Hickelsberger,3865841927,231,3865843425,214,,47.3,3865841695,15,3865841909,85,3865841911,102,46.2,3865841923,230,99.1,,,,,,,,,,,,,,,,
2476113945,13,5,1,1,20,2f7gua216miwsfd83rgjsn4ap,1,-1.4,51.2,2022-10-23T11:01:37.007Z,2022-10-23T11:01:39Z,3865840861,346,,3865840969,233,15,3865840859,56,Back,,,,,,,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476113967,15,5,1,1,20,eyecbfb1ur2104bhhwazhvrf,0,101.4,48.8,2022-10-23T11:01:37.007Z,2022-10-23T11:07:07Z,3865840953,56,Center,3865840955,346,,3865840997,233,13,,,,,,,,,,,,,,,,1lafqq1ic48v5500r8b0uprdh,J. Hickelsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114199,15,1,1,1,45,2f7gua216miwsfd83rgjsn4ap,1,4.2,50.6,2022-10-23T11:02:02.302Z,2022-10-23T11:02:04Z,3865842099,74,,3865842083,124,,3865842085,56,Center,3865842089,141,75.0,3865842091,212,61.8,3865842093,213,0.3,3865842095,1,,3865842087,140,60.9,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114203,16,1,1,1,47,2f7gua216miwsfd83rgjsn4ap,0,60.9,75,2022-10-23T11:02:04.606Z,2022-10-23T11:02:05Z,3865842119,140,55.5,3865842117,56,Center,3865842115,3,,3865842125,213,4.0,3865842123,212,8.5,3865842121,141,65.7,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114217,16,1,1,1,49,eyecbfb1ur2104bhhwazhvrf,1,32.2,37.3,2022-10-23T11:02:05.830Z,2022-10-23T11:03:09Z,3865842185,56,Back,3865842183,3,,3865842189,141,57.3,3865842187,140,42.3,3865842191,212,17.2,3865842193,213,0.9,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114223,17,49,1,1,49,eyecbfb1ur2104bhhwazhvrf,1,42.3,57.3,2022-10-23T11:02:06.743Z,2022-10-23T11:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114259,18,1,1,1,50,eyecbfb1ur2104bhhwazhvrf,1,42.3,57.3,2022-10-23T11:02:06.859Z,2022-10-23T11:02:11Z,3865842377,56,Back,3865842385,213,3.4,3865842379,140,21.3,3865842383,212,23.1,3865842381,141,47.3,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114273,19,1,1,1,54,eyecbfb1ur2104bhhwazhvrf,1,27.9,36.4,2022-10-23T11:02:11.029Z,2022-10-23T11:02:22Z,3865842459,56,Back,3865842465,212,6.8,3865842467,213,0.4,3865842461,140,33.7,3865842463,141,40.7,,,,,,,,,,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114299,20,1,1,1,56,eyecbfb1ur2104bhhwazhvrf,1,33.7,40.7,2022-10-23T11:02:12.806Z,2022-10-23T11:02:15Z,3865842569,141,37.7,3865842565,56,Back,3865842567,140,25.4,3865842573,213,3.4,3865842571,212,9.0,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114315,21,1,1,1,58,eyecbfb1ur2104bhhwazhvrf,1,25.9,41,2022-10-23T11:02:15.222Z,2022-10-23T11:02:17Z,3865842663,56,Back,3865842665,140,32.2,3865842671,213,1.3,3865842669,212,22.5,3865842667,141,72.6,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114323,22,1,1,2,0,eyecbfb1ur2104bhhwazhvrf,1,36.2,72.4,2022-10-23T11:02:17.590Z,2022-10-23T11:02:19Z,3865842729,213,0.4,3865842721,56,Left,3865842723,140,55.7,3865842727,212,21.8,3865842725,141,83.5,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114335,23,1,1,2,2,eyecbfb1ur2104bhhwazhvrf,0,55.7,83.5,2022-10-23T11:02:19.430Z,2022-10-23T11:02:20Z,3865842779,213,0.8,3865842771,56,Left,3865842773,140,65.8,3865842775,141,100.0,3865842777,212,15.9,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114583,17,5,1,2,3,2f7gua216miwsfd83rgjsn4ap,1,30,-1.4,2022-10-23T11:02:20.767Z,2022-10-23T11:07:08Z,3865843977,347,,3865843975,56,Back,3865843997,233,24,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114339,24,5,1,2,3,eyecbfb1ur2104bhhwazhvrf,0,70,101.4,2022-10-23T11:02:20.767Z,2022-10-23T11:02:42Z,3865844009,233,17,3865842801,56,Left,3865842803,347,,,,,,,,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114643,18,1,1,2,24,2f7gua216miwsfd83rgjsn4ap,1,28.1,0,2022-10-23T11:02:41.439Z,2022-10-23T11:02:45Z,3865844265,56,Right,3865844263,107,,3865844275,1,,3865844273,213,0.3,3865844271,212,28.8,3865844269,141,12.2,3865844267,140,54.0,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114725,19,1,1,2,29,2f7gua216miwsfd83rgjsn4ap,1,53.5,9.5,2022-10-23T11:02:45.822Z,2022-10-23T11:02:51Z,3865844709,212,16.5,3865844713,213,0.3,3865844705,141,15.9,3865844701,140,68.7,3865844697,56,Right,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114761,20,1,1,2,32,2f7gua216miwsfd83rgjsn4ap,0,93.4,25.3,2022-10-23T11:02:49.614Z,2022-10-23T11:06:59Z,3865844885,141,49.7,3865844887,212,16.9,3865844881,140,90.3,3865844879,56,Center,3865844889,213,1.8,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114749,25,12,1,2,33,eyecbfb1ur2104bhhwazhvrf,1,9.8,58.7,2022-10-23T11:02:50.533Z,2022-10-23T11:02:53Z,3865844821,140,6.7,3865844823,141,71.8,3865844827,213,1.9,3865844825,212,9.5,3865844819,56,Back,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114765,21,13,1,2,35,2f7gua216miwsfd83rgjsn4ap,1,91.7,27.7,2022-10-23T11:02:52.566Z,2022-10-23T11:04:12Z,3865844913,56,Center,3865845135,20,,3865845541,77,,3865845545,103,100,3865845551,230,98.8,3865844909,22,,3865844911,63,,3865845543,102,56.3,6el60ixesyykp18873zddqve2,R. Maier,3865845553,231,3865845549,458,,48.2,3865845547,328,,,,,,,,,,,,,,,,,,,,,,,,
2476114781,22,5,1,2,36,2f7gua216miwsfd83rgjsn4ap,0,101.4,50.1,2022-10-23T11:02:53.014Z,2022-10-23T11:07:08Z,3865844995,346,,3865845027,233,26,3865844993,56,Center,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114751,26,5,1,2,36,eyecbfb1ur2104bhhwazhvrf,1,-1.4,49.9,2022-10-23T11:02:53.014Z,2022-10-23T11:02:56Z,3865844837,346,,3865844835,56,Back,3865845009,233,22,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114965,27,1,1,2,53,eyecbfb1ur2104bhhwazhvrf,1,5,63,2022-10-23T11:03:10.134Z,2022-10-23T11:03:11Z,3865845823,213,0.2,3865845821,212,15.3,3865845813,124,,3865845815,56,Back,3865845827,237,,3865845819,141,67.5,3865845817,140,19.3,,,,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114971,28,1,1,2,54,eyecbfb1ur2104bhhwazhvrf,1,21.4,68.8,2022-10-23T11:03:11.782Z,2022-10-23T11:03:12Z,3865845847,140,38.1,3865845845,56,Back,3865845849,141,74.8,3865845851,212,18.0,3865845853,213,0.2,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115003,29,1,1,2,55,eyecbfb1ur2104bhhwazhvrf,1,38.1,74.8,2022-10-23T11:03:12.421Z,2022-10-23T11:03:15Z,3865845995,141,63.3,3865845997,212,14.8,3865845991,56,Back,3865845993,140,26.1,3865845999,213,3.7,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115027,30,1,1,2,58,eyecbfb1ur2104bhhwazhvrf,1,34.2,55.5,2022-10-23T11:03:15.446Z,2022-10-23T11:03:17Z,3865846113,213,4.6,3865846111,212,20.3,3865846109,141,25.8,3865846107,140,32.1,3865846105,56,Back,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115049,31,1,1,3,0,eyecbfb1ur2104bhhwazhvrf,0,32.1,25.8,2022-10-23T11:03:17.141Z,2022-10-23T11:03:18Z,3865846229,213,6.2,3865846223,140,60.8,3865846221,56,Center,3865846227,212,30.2,3865846225,141,22.7,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115053,23,8,1,3,2,2f7gua216miwsfd83rgjsn4ap,1,40.2,73.8,2022-10-23T11:03:19.534Z,2022-10-23T11:03:19Z,3865846255,56,Back,,,,,,,,,,,,,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115077,32,1,1,3,4,eyecbfb1ur2104bhhwazhvrf,1,44.6,25.6,2022-10-23T11:03:21.030Z,2022-10-23T11:03:22Z,3865846359,213,4.0,3865846355,141,11.3,3865846357,212,12.6,3865846351,56,Back,3865846353,140,36.9,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115127,33,1,1,3,5,eyecbfb1ur2104bhhwazhvrf,1,36.9,11.3,2022-10-23T11:03:22.790Z,2022-10-23T11:03:28Z,3865846637,212,20.7,3865846639,213,1.9,3865846635,141,40.4,3865846631,56,Back,3865846633,140,31.1,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115141,34,1,1,3,11,eyecbfb1ur2104bhhwazhvrf,1,34.6,46.7,2022-10-23T11:03:28.246Z,2022-10-23T11:03:29Z,3865846729,213,1.5,3865846725,141,70.3,3865846727,212,16.1,3865846723,140,35.9,3865846721,56,Back,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115145,35,1,1,3,13,eyecbfb1ur2104bhhwazhvrf,1,34.8,69,2022-10-23T11:03:29.813Z,2022-10-23T11:03:30Z,3865846753,212,9.4,3865846751,141,64.8,3865846755,213,6.0,3865846747,56,Back,3865846749,140,43.3,,,,,,,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476115153,36,1,1,3,14,eyecbfb1ur2104bhhwazhvrf,1,43.3,64.8,2022-10-23T11:03:30.854Z,2022-10-23T11:03:32Z,3865846791,213,3.2,3865846787,141,64.5,3865846789,212,12.4,3865846783,56,Back,3865846785,140,31.5,,,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
