id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2475255637,5,1,1,0,22,6yhza3xbfafj5c9897mbkbudn,1,40,75.7,2022-10-22T11:01:16.264Z,2022-10-22T11:12:51Z,3861313783,213,0.6,3861313779,141,100.0,3861313775,56,Left,3861313781,212,32.8,3861313777,140,66.4,3861313785,1,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475262805,90,61,1,0,23,6yhza3xbfafj5c9897mbkbudn,0,35.3,95.4,2022-10-22T11:01:17.567Z,2022-10-22T11:12:44Z,3861347379,56,Back,,,,,,,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255643,6,5,1,0,30,6yhza3xbfafj5c9897mbkbudn,0,66.4,101.4,2022-10-22T11:01:24.016Z,2022-10-22T12:03:10Z,3861314595,233,7,3861313801,56,Left,3861313805,347,,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255787,7,5,1,0,30,dpp6fex0mdxsxhdct2qf66x5n,1,33.6,-1.4,2022-10-22T11:01:24.016Z,2022-10-22T11:01:39Z,3861314579,233,6,3861314573,347,,3861314571,56,Back,,,,,,,,,,,,,,,,3de90guq76ncq4iqhstw29u22,C. Bücher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255809,8,1,1,0,45,dpp6fex0mdxsxhdct2qf66x5n,1,33.7,0,2022-10-22T11:01:39.328Z,2022-10-22T11:01:42Z,3861314711,140,45.7,3861314709,56,Back,3861314707,107,,3861314715,212,13.7,3861314713,141,6.5,3861314717,213,0.4,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255815,9,61,1,0,48,dpp6fex0mdxsxhdct2qf66x5n,0,45.7,6.5,2022-10-22T11:01:42.609Z,2022-10-22T11:01:47Z,3861314747,56,Back,,,,,,,,,,,,,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255831,7,61,1,0,50,6yhza3xbfafj5c9897mbkbudn,1,49.1,93.9,2022-10-22T11:01:44.349Z,2022-10-22T11:01:44Z,3861314807,56,Back,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255911,8,5,1,0,51,6yhza3xbfafj5c9897mbkbudn,0,52.6,101.3,2022-10-22T11:01:44.744Z,2022-10-22T12:03:10Z,3861315147,56,Left,3861356191,233,10,3861315149,347,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255857,10,5,1,0,51,dpp6fex0mdxsxhdct2qf66x5n,1,47.4,-1.3,2022-10-22T11:01:44.744Z,2022-10-22T11:13:11Z,3861314921,56,Back,3861356175,233,8,3861314923,347,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255943,11,1,1,0,57,dpp6fex0mdxsxhdct2qf66x5n,1,45.6,0,2022-10-22T11:01:51.664Z,2022-10-22T11:01:55Z,3861315301,107,,3861315313,1,,3861315307,141,25.8,3861315303,56,Center,3861315311,213,0.7,3861315305,140,68.8,3861315309,212,30.7,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255923,9,43,1,0,59,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-22T11:01:52.874Z,2022-10-22T11:06:25Z,3861315187,30,"1kv64bhvnb6bb2iva0cbot1t6, 32ofctw7kn3l8eucrhku63dg5, b4g5db74cenrnd0tr3ptxo89h, 6q0njimucm06r3x7enupxpl, 2ij21gq2d0xqcyho9t49glkvd, 5sycg0t0w11j4vm43arm93v1l, dqaq4g6ls8bl56rpd3irjt6fp, c2w5fyxoq2xw8xm6asrn17x7t, 5rcmpmxeny97slsu826vmwh61, 553b1ywtlhutb6uwv04dhhqdx, dzisqj9zjrxdxmqeu8kof95d6, ac6txr5931brb1tib9d92ok8a, 9ipu1pbzzf14ec8ebrqnq1k6i, 2btt5j9bqn7isihjvqgr427yt, cnvvojztptyxqfs8vd3fciok5, 8os606vx3apb3abv88vtbkb85, 33rw3w7m8xbv7ojfaih6radjo, dlhn57eu6datnx6sraqlal1w",3861315195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861315197,194,dqaq4g6ls8bl56rpd3irjt6fp,3861315189,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3861315193,130,4,3861330853,144,40,3861315191,59,"12, 2, 13, 16, 9, 21, 11, 4, 18, 7, 17, 8, 10, 20, 22, 27, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255949,12,1,1,1,1,dpp6fex0mdxsxhdct2qf66x5n,0,68.8,25.8,2022-10-22T11:01:55.024Z,2022-10-22T11:01:55Z,3861315341,213,1.2,3861315335,140,69.2,3861315333,56,Center,3861315337,141,27.6,3861315339,212,1.3,,,,,,,,,,3de90guq76ncq4iqhstw29u22,C. Bücher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255977,10,1,1,1,3,6yhza3xbfafj5c9897mbkbudn,0,20.7,66.2,2022-10-22T11:01:56.802Z,2022-10-22T11:14:27Z,3861315439,213,0.0,3861315435,141,68.2,3861315429,157,,3861315437,212,33.2,3861315433,140,52.3,3861315441,1,,3861315431,56,Center,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475255995,13,8,1,1,3,dpp6fex0mdxsxhdct2qf66x5n,1,40,27.6,2022-10-22T11:01:57.625Z,2022-10-22T11:02:00Z,3861315539,15,,3861315535,56,Back,,,,,,,,,,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256023,11,1,1,1,7,6yhza3xbfafj5c9897mbkbudn,0,36.5,56.9,2022-10-22T11:02:01.514Z,2022-10-22T11:26:55Z,3861315709,3,,3861315711,56,Center,3861315715,141,44.9,3861315717,212,23.6,3861315713,140,57.6,3861315719,213,5.9,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256041,14,1,1,1,8,dpp6fex0mdxsxhdct2qf66x5n,1,45.4,50.1,2022-10-22T11:02:02.177Z,2022-10-22T11:02:03Z,3861315793,141,33.9,3861315789,56,Center,3861315797,213,5.8,3861315791,140,65.7,3861315785,3,,3861315795,212,24.0,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256047,15,49,1,1,9,dpp6fex0mdxsxhdct2qf66x5n,1,65.7,33.9,2022-10-22T11:02:03.665Z,2022-10-22T11:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3de90guq76ncq4iqhstw29u22,C. Bücher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256125,16,1,1,1,10,dpp6fex0mdxsxhdct2qf66x5n,1,65.7,33.9,2022-10-22T11:02:03.714Z,2022-10-22T11:02:08Z,3861316219,56,Right,3861316223,141,18.9,3861316227,213,4.6,3861316225,212,10.3,3861316221,140,64.4,,,,,,,,,,3de90guq76ncq4iqhstw29u22,C. Bücher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256129,17,1,1,1,15,dpp6fex0mdxsxhdct2qf66x5n,0,67.4,8.5,2022-10-22T11:02:08.753Z,2022-10-22T11:02:12Z,3861316255,213,1.1,3861316247,56,Right,3861316517,286,,3861316513,233,12,3861316251,141,10.4,3861316511,236,,3861316253,212,1.4,3861316249,140,68.0,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256177,12,74,1,1,15,6yhza3xbfafj5c9897mbkbudn,1,12.3,97.6,2022-10-22T11:02:08.754Z,2022-10-22T11:53:35Z,3861316481,56,Back,3861316529,233,17,3861316483,285,,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256189,13,5,1,1,19,6yhza3xbfafj5c9897mbkbudn,0,28.7,101.1,2022-10-22T11:02:13.074Z,2022-10-22T11:02:15Z,3861316541,56,Back,3861316669,233,18,3861316543,347,,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256215,18,5,1,1,19,dpp6fex0mdxsxhdct2qf66x5n,1,71.3,-1.1,2022-10-22T11:02:13.074Z,2022-10-22T12:03:10Z,3861316629,56,Right,3861316639,233,13,3861316631,347,,,,,,,,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256253,19,1,1,1,21,dpp6fex0mdxsxhdct2qf66x5n,1,63.3,0,2022-10-22T11:02:14.881Z,2022-10-22T11:02:18Z,3861316833,56,Right,3861316837,141,11.1,3861316831,107,,3861316841,213,1.0,3861316839,212,10.3,3861316835,140,68.7,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256263,20,50,1,1,24,dpp6fex0mdxsxhdct2qf66x5n,1,68.4,12.4,2022-10-22T11:02:17.762Z,2022-10-22T11:02:20Z,3861316873,56,Right,3861316957,233,14,3861316875,286,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256273,14,7,1,1,24,6yhza3xbfafj5c9897mbkbudn,0,31.6,87.6,2022-10-22T11:02:17.763Z,2022-10-22T11:02:19Z,3861316941,233,20,3861316921,285,,3861316919,56,Back,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256309,21,1,1,1,26,dpp6fex0mdxsxhdct2qf66x5n,1,64.2,3.7,2022-10-22T11:02:19.793Z,2022-10-22T11:02:21Z,3861317079,212,8.2,3861317083,213,1.7,3861317071,56,Right,3861317073,140,63.2,3861317077,141,15.6,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256315,22,1,1,1,27,dpp6fex0mdxsxhdct2qf66x5n,0,63.2,15.6,2022-10-22T11:02:20.930Z,2022-10-22T11:02:23Z,3861317105,212,31.4,3861317109,213,0.2,3861317091,155,,3861317099,140,92.6,3861317101,141,23.7,3861317095,56,Center,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256355,15,49,1,1,30,6yhza3xbfafj5c9897mbkbudn,1,10,75.7,2022-10-22T11:02:24.250Z,2022-10-22T11:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256389,16,1,1,1,30,6yhza3xbfafj5c9897mbkbudn,1,10,75.7,2022-10-22T11:02:24.538Z,2022-10-22T11:02:26Z,3861317421,56,Back,3861317427,212,13.3,3861317423,140,1.7,3861317425,141,61.0,3861317429,213,4.0,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256401,17,1,1,1,33,6yhza3xbfafj5c9897mbkbudn,0,1.7,60.8,2022-10-22T11:02:26.755Z,2022-10-22T11:02:27Z,3861317481,56,Back,3861317485,141,100.0,3861317491,1,,3861317487,212,38.3,3861317479,157,,3861317483,140,27.4,3861317489,213,0.8,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256409,18,5,1,1,33,6yhza3xbfafj5c9897mbkbudn,0,29.8,101.2,2022-10-22T11:02:27.507Z,2022-10-22T11:02:36Z,3861317527,347,,3861317525,56,Back,3861317961,233,23,,,,,,,,,,,,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256497,23,5,1,1,33,dpp6fex0mdxsxhdct2qf66x5n,1,70.2,-1.2,2022-10-22T11:02:27.507Z,2022-10-22T12:03:11Z,3861317917,56,Right,3861317919,347,,3861317951,233,18,,,,,,,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256517,24,1,1,1,42,dpp6fex0mdxsxhdct2qf66x5n,1,68,0,2022-10-22T11:02:36.306Z,2022-10-22T11:02:37Z,3861318037,213,2.1,3861318033,141,3.7,3861318029,56,Right,3861318031,140,65.8,3861318025,107,,3861318035,212,4.3,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256539,25,1,1,1,43,dpp6fex0mdxsxhdct2qf66x5n,1,65.8,3.7,2022-10-22T11:02:37.601Z,2022-10-22T11:02:39Z,3861318105,56,Right,3861318113,213,0.4,3861318107,140,70.3,3861318111,212,5.1,3861318109,141,6.4,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256543,26,50,1,1,45,dpp6fex0mdxsxhdct2qf66x5n,1,71.4,13.8,2022-10-22T11:02:39.457Z,2022-10-22T11:02:56Z,3861318127,286,,3861318125,56,Right,3861318899,233,19,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256637,19,7,1,1,45,6yhza3xbfafj5c9897mbkbudn,1,28.6,86.2,2022-10-22T11:02:39.458Z,2022-10-22T11:28:14Z,3861318513,285,,3861318877,233,26,3861318511,56,Back,,,,,,,,,,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256575,27,4,1,1,48,dpp6fex0mdxsxhdct2qf66x5n,1,71.6,18,2022-10-22T11:02:41.938Z,2022-10-22T11:03:00Z,3861318275,152,,3861318271,295,,3861319125,233,20,3861318269,13,,3861318273,56,Right,3861318277,286,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256641,20,4,1,1,48,6yhza3xbfafj5c9897mbkbudn,0,28.4,82,2022-10-22T11:02:41.939Z,2022-10-22T11:53:48Z,3861319167,233,27,3861318527,295,,3861318531,152,,3861318525,13,,3861318533,285,,3861318529,56,Back,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256907,28,1,1,2,14,dpp6fex0mdxsxhdct2qf66x5n,0,72.3,10.7,2022-10-22T11:03:07.955Z,2022-10-22T11:03:09Z,3861319605,140,86.5,3861319597,5,,3861319609,212,25.2,3861319599,155,,3861319601,152,,3861319611,213,0.9,3861319595,2,,3861319603,56,Center,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,3861319607,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256931,21,12,1,2,17,6yhza3xbfafj5c9897mbkbudn,1,12.1,52.7,2022-10-22T11:03:10.811Z,2022-10-22T12:04:16Z,3861319701,212,36.3,3861319695,56,Back,3861319699,141,57.3,3861319703,213,0.1,3861319697,140,46.5,3861319709,15,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475256995,29,1,1,2,19,dpp6fex0mdxsxhdct2qf66x5n,1,57.7,39.1,2022-10-22T11:03:12.723Z,2022-10-22T11:03:23Z,3861320035,212,15.8,3861320029,56,Back,3861320037,213,2.6,3861320033,141,50.4,3861320031,140,44.5,,,,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475257051,30,1,1,2,29,dpp6fex0mdxsxhdct2qf66x5n,1,38.6,68.8,2022-10-22T11:03:23.587Z,2022-10-22T11:03:25Z,3861320275,141,52.2,3861320279,213,3.6,3861320271,56,Back,3861320277,212,27.3,3861320273,140,14.9,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475257069,31,1,1,2,31,dpp6fex0mdxsxhdct2qf66x5n,0,14.9,52.2,2022-10-22T11:03:25.171Z,2022-10-22T11:03:26Z,3861320379,213,0.7,3861320375,141,100.0,3861320381,1,,3861320369,157,,3861320377,212,55.4,3861320373,140,56.9,3861320371,56,Left,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475257085,22,5,1,2,32,6yhza3xbfafj5c9897mbkbudn,1,44.4,-1.8,2022-10-22T11:03:26.554Z,2022-10-22T12:03:11Z,3861320461,56,Back,3861320481,233,32,3861320463,347,,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475257071,32,5,1,2,32,dpp6fex0mdxsxhdct2qf66x5n,0,55.6,101.8,2022-10-22T11:03:26.554Z,2022-10-22T11:03:28Z,3861320387,56,Left,3861320521,233,22,3861320389,347,,,,,,,,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475257195,23,1,1,2,44,6yhza3xbfafj5c9897mbkbudn,1,52.7,0,2022-10-22T11:03:37.700Z,2022-10-22T11:03:39Z,3861320969,212,12.8,3861320971,213,0.9,3861320965,140,60.4,3861320963,56,Right,3861320967,141,13.4,3861320961,107,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
