id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/14/value
2472957821,7,1,1,0,11,4moe0x01r1f5w30g38wshyftp,1,40.4,25.9,2022-10-16T14:01:43.362Z,2022-10-16T14:01:48Z,3849184587,56,Back,3849184593,212,29.9,3849184595,213,2.7,3849184591,141,43.7,3849184589,140,14.4,,,,,,,,,,8eo9ruenerbpab45xo9cei191,A. Tarczyńska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957863,8,1,1,0,16,4moe0x01r1f5w30g38wshyftp,1,17.9,46.7,2022-10-16T14:01:48.698Z,2022-10-16T14:01:53Z,3849184781,212,24.2,3849184777,140,21.1,3849184775,56,Back,3849184783,213,1.4,3849184779,141,82.0,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957915,9,1,1,0,21,4moe0x01r1f5w30g38wshyftp,1,21.3,83.3,2022-10-16T14:01:53.578Z,2022-10-16T14:01:59Z,3849185047,140,14.6,3849185053,213,4.4,3849185051,212,21.4,3849185049,141,53.6,3849185045,56,Back,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957937,10,1,1,0,26,4moe0x01r1f5w30g38wshyftp,0,21.6,45.8,2022-10-16T14:01:59.258Z,2022-10-16T14:02:24Z,3849185203,1,,3849185195,140,64.8,3849185199,212,48.5,3849185193,56,Center,3849185201,213,0.4,3849185197,141,71.1,3849185191,157,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957935,5,49,1,0,29,bax97wqmyvdu4xygi7wzcvdzd,1,33.3,32.8,2022-10-16T14:02:01.691Z,2022-10-16T14:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957963,6,1,1,0,30,bax97wqmyvdu4xygi7wzcvdzd,1,36.4,28.5,2022-10-16T14:02:02.675Z,2022-10-16T14:02:04Z,3849185353,212,16.0,3849185347,56,Back,3849185349,140,48.3,3849185351,141,13.8,3849185355,213,5.6,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957979,7,1,1,0,32,bax97wqmyvdu4xygi7wzcvdzd,1,48.6,14.6,2022-10-16T14:02:04.595Z,2022-10-16T14:02:06Z,3849185441,212,17.2,3849185437,140,56.1,3849185443,213,1.1,3849185435,56,Center,3849185439,141,37.1,,,,,,,,,,qkcqv1empq487tv0aufyhfdg,A. Andres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958001,8,1,1,0,34,bax97wqmyvdu4xygi7wzcvdzd,0,56.1,37.4,2022-10-16T14:02:06.268Z,2022-10-16T14:02:08Z,3849185573,213,5.8,3849185567,140,67.6,3849185571,212,13.5,3849185565,56,Center,3849185569,141,28.5,3849185563,155,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958025,11,1,1,0,36,4moe0x01r1f5w30g38wshyftp,0,32.8,83.3,2022-10-16T14:02:08.778Z,2022-10-16T14:02:09Z,3849185679,213,6.2,3849185673,140,37.8,3849185675,141,82.6,3849185671,56,Back,3849185677,212,5.3,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958057,9,61,1,0,39,bax97wqmyvdu4xygi7wzcvdzd,0,63.6,41.9,2022-10-16T14:02:11.331Z,2022-10-16T14:02:23Z,3849185861,56,Center,,,,,,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958063,12,49,1,0,39,4moe0x01r1f5w30g38wshyftp,1,52.8,70.6,2022-10-16T14:02:11.498Z,2022-10-16T14:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8eo9ruenerbpab45xo9cei191,A. Tarczyńska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958127,13,2,1,0,39,4moe0x01r1f5w30g38wshyftp,1,52.8,70.6,2022-10-16T14:02:11.594Z,2022-10-16T14:02:15Z,3849186197,140,72.0,3849186193,7,8ruo0cyz6gvcp7yiks9fz1ed,3849186199,141,72.4,3849186195,56,Center,,,,,,,,,,,,,8eo9ruenerbpab45xo9cei191,A. Tarczyńska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958113,10,55,1,0,39,bax97wqmyvdu4xygi7wzcvdzd,1,28.9,44.6,2022-10-16T14:02:11.595Z,2022-10-16T14:54:46Z,,,,,,,,,,,,,,,,,,,,,,,,,qkcqv1empq487tv0aufyhfdg,A. Andres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958385,11,1,1,1,2,bax97wqmyvdu4xygi7wzcvdzd,0,21.2,38.8,2022-10-16T14:02:34.587Z,2022-10-16T14:03:10Z,3849187601,212,49.4,3849187597,140,66.3,3849187605,1,,3849187593,241,,3849187589,5,,3849187591,157,,3849187603,213,0.3,3849187595,56,Center,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,3849187599,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958435,14,1,1,1,9,4moe0x01r1f5w30g38wshyftp,1,32.7,45.2,2022-10-16T14:02:41.665Z,2022-10-16T14:48:45Z,3849187875,213,1.5,3849187867,56,Back,3849187871,141,50.7,3849187873,212,3.7,3849187869,140,32.9,3849187865,3,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958443,15,49,1,1,10,4moe0x01r1f5w30g38wshyftp,1,32.9,50.7,2022-10-16T14:02:42.851Z,2022-10-16T14:02:43Z,,,,,,,,,,,,,,,,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958473,16,1,1,1,10,4moe0x01r1f5w30g38wshyftp,1,32.9,50.7,2022-10-16T14:02:42.970Z,2022-10-16T14:02:45Z,3849188025,140,26.0,3849188029,212,14.4,3849188031,213,4.2,3849188027,141,32.4,3849188023,56,Back,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958497,17,1,1,1,12,4moe0x01r1f5w30g38wshyftp,1,25.7,33.3,2022-10-16T14:02:45.210Z,2022-10-16T14:02:46Z,3849188117,56,Back,3849188123,212,19.7,3849188121,141,62.0,3849188119,140,28.0,3849188125,213,1.4,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958527,18,1,1,1,13,4moe0x01r1f5w30g38wshyftp,1,27.4,63.9,2022-10-16T14:02:46.218Z,2022-10-16T14:02:49Z,3849188329,212,18.2,3849188325,140,27.1,3849188327,141,90.6,3849188331,213,1.6,3849188323,56,Back,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958609,19,1,1,1,17,4moe0x01r1f5w30g38wshyftp,1,25.7,91.5,2022-10-16T14:02:49.313Z,2022-10-16T14:02:54Z,3849188747,56,Back,3849188759,213,3.9,3849188755,141,66.7,3849188757,212,24.3,3849188751,140,9.1,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958691,20,1,1,1,22,4moe0x01r1f5w30g38wshyftp,1,15.9,62.6,2022-10-16T14:02:54.465Z,2022-10-16T14:02:58Z,3849189057,56,Back,3849189061,141,95.9,3849189065,213,1.3,3849189059,140,22.7,3849189063,212,23.7,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958737,21,1,1,1,26,4moe0x01r1f5w30g38wshyftp,1,27,95.4,2022-10-16T14:02:58.386Z,2022-10-16T14:03:00Z,3849189299,213,6.0,3849189295,141,82.4,3849189291,56,Left,3849189293,140,53.7,3849189297,212,29.4,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958757,22,1,1,1,28,4moe0x01r1f5w30g38wshyftp,1,54.2,82.4,2022-10-16T14:03:00.865Z,2022-10-16T14:03:02Z,3849189433,213,0.7,3849189425,56,Left,3849189429,141,94.8,3849189431,212,13.5,3849189427,140,64.3,,,,,,,,,,8eo9ruenerbpab45xo9cei191,A. Tarczyńska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958769,23,3,1,1,30,4moe0x01r1f5w30g38wshyftp,0,71.1,94.3,2022-10-16T14:03:02.785Z,2022-10-16T14:03:06Z,3849189635,233,12,3849189467,286,,3849189465,56,Left,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958797,12,7,1,1,30,bax97wqmyvdu4xygi7wzcvdzd,1,28.9,5.7,2022-10-16T14:03:02.786Z,2022-10-16T14:03:05Z,3849189625,233,23,3849189605,285,,3849189603,56,Back,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958869,14,5,1,1,32,bax97wqmyvdu4xygi7wzcvdzd,0,25,-0.7,2022-10-16T14:03:04.753Z,2022-10-16T14:56:24Z,3849189941,347,,3849189939,56,Back,3849190173,233,24,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958913,24,5,1,1,32,4moe0x01r1f5w30g38wshyftp,1,75,100.7,2022-10-16T14:03:04.753Z,2022-10-16T14:03:12Z,3849190113,56,Left,3849190143,233,14,3849190115,347,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958803,13,43,1,1,32,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-10-16T14:03:05.210Z,2022-10-16T14:03:08Z,3849189821,144,49,,,,,,,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958947,25,1,1,1,40,4moe0x01r1f5w30g38wshyftp,1,68.6,100,2022-10-16T14:03:12.545Z,2022-10-16T14:03:14Z,3849190271,141,96.5,3849190267,56,Left,3849190275,213,3.5,3849190269,140,61.8,3849190265,107,,3849190273,212,7.8,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958967,26,1,1,1,42,4moe0x01r1f5w30g38wshyftp,1,61.8,96.5,2022-10-16T14:03:14.689Z,2022-10-16T14:03:15Z,3849190397,140,67.2,3849190403,213,0.2,3849190401,212,5.8,3849190399,141,98.1,3849190395,56,Left,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959019,27,1,1,1,43,4moe0x01r1f5w30g38wshyftp,1,67.2,98.1,2022-10-16T14:03:15.793Z,2022-10-16T14:03:18Z,3849190677,140,62.7,3849190683,213,3.5,3849190681,212,5.1,3849190679,141,95.4,3849190675,56,Left,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959131,28,1,1,1,46,4moe0x01r1f5w30g38wshyftp,1,70.6,93.8,2022-10-16T14:03:18.633Z,2022-10-16T14:03:25Z,3849191167,141,58.8,3849191159,155,,3849191171,213,5.3,3849191163,56,Center,3849191165,140,86.7,3849191169,212,29.2,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959137,29,61,1,1,48,4moe0x01r1f5w30g38wshyftp,0,86.7,58.8,2022-10-16T14:03:20.801Z,2022-10-16T14:56:36Z,3849191191,56,Center,,,,,,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959077,15,5,1,1,49,bax97wqmyvdu4xygi7wzcvdzd,1,-1,35.2,2022-10-16T14:03:21.866Z,2022-10-16T14:03:28Z,3849190887,56,Back,3849190889,346,,3849191313,233,30,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959145,30,5,1,1,49,4moe0x01r1f5w30g38wshyftp,0,101,64.8,2022-10-16T14:03:21.866Z,2022-10-16T14:56:24Z,3849191235,56,Center,3849191237,346,,3849191343,233,15,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959317,16,1,1,2,2,bax97wqmyvdu4xygi7wzcvdzd,1,4.9,39.5,2022-10-16T14:03:34.524Z,2022-10-16T14:03:37Z,3849192177,140,11.7,3849192187,237,,3849192173,124,,3849192183,213,1.3,3849192181,212,23.7,3849192179,141,72.7,3849192175,56,Back,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959359,17,1,1,2,4,bax97wqmyvdu4xygi7wzcvdzd,1,14,72.4,2022-10-16T14:03:37.202Z,2022-10-16T14:03:40Z,3849192411,213,3.9,3849192399,56,Back,3849192409,212,15.9,3849192403,140,3.0,3849192407,141,56.4,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959399,18,1,1,2,7,bax97wqmyvdu4xygi7wzcvdzd,1,2.8,55.4,2022-10-16T14:03:40.130Z,2022-10-16T14:03:42Z,3849192599,141,50.0,3849192595,56,Back,3849192603,213,6.2,3849192597,140,29.9,3849192601,212,28.7,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959423,19,1,1,2,10,bax97wqmyvdu4xygi7wzcvdzd,1,30.9,49.6,2022-10-16T14:03:42.291Z,2022-10-16T14:04:11Z,3849192767,141,69.6,3849192763,56,Back,3849192769,212,14.8,3849192771,213,1.2,3849192765,140,36.4,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959481,20,1,1,2,12,bax97wqmyvdu4xygi7wzcvdzd,1,36.4,70,2022-10-16T14:03:44.338Z,2022-10-16T14:03:46Z,3849193023,141,90.9,3849193027,213,1.9,3849193017,3,,3849193019,56,Back,3849193025,212,15.0,3849193021,140,31.9,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959497,21,1,1,2,13,bax97wqmyvdu4xygi7wzcvdzd,1,31.2,90.5,2022-10-16T14:03:46.242Z,2022-10-16T14:03:47Z,3849193107,213,5.8,3849193101,140,42.9,3849193099,56,Back,3849193105,212,13.9,3849193103,141,80.9,,,,,,,,,,b9gxo2rldtuz9mi8lzgnm0mxg,K. Parcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959525,22,1,1,2,15,bax97wqmyvdu4xygi7wzcvdzd,1,43.3,80.6,2022-10-16T14:03:47.498Z,2022-10-16T14:03:50Z,3849193231,56,Center,3849193237,212,15.0,3849193235,141,68.5,3849193233,140,55.2,3849193239,213,5.7,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959611,23,1,1,2,17,bax97wqmyvdu4xygi7wzcvdzd,1,62.8,70.2,2022-10-16T14:03:50.058Z,2022-10-16T14:03:54Z,3849193675,213,1.0,3849193667,56,Left,3849193671,141,95.7,3849193673,212,20.4,3849193669,140,73.0,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959671,24,1,1,2,21,bax97wqmyvdu4xygi7wzcvdzd,1,68.3,92.4,2022-10-16T14:03:54.034Z,2022-10-16T14:03:57Z,3849193937,56,Center,3849193943,212,16.4,3849193941,141,76.9,3849193939,140,56.3,3849193945,213,3.8,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959721,25,1,1,2,25,bax97wqmyvdu4xygi7wzcvdzd,1,56.3,76.1,2022-10-16T14:03:57.587Z,2022-10-16T14:04:00Z,3849194159,140,50.8,3849194155,56,Center,3849194161,141,73.6,3849194165,212,6.0,3849194169,213,3.4,,,,,,,,,,b9gxo2rldtuz9mi8lzgnm0mxg,K. Parcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959779,26,1,1,2,27,bax97wqmyvdu4xygi7wzcvdzd,1,51.9,74.2,2022-10-16T14:03:59.947Z,2022-10-16T14:04:03Z,3849194433,140,66.2,3849194439,213,0.8,3849194435,141,95.1,3849194429,155,,3849194431,56,Left,3849194437,212,20.7,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959835,27,1,1,2,31,bax97wqmyvdu4xygi7wzcvdzd,0,66.3,95.1,2022-10-16T14:04:03.618Z,2022-10-16T14:07:40Z,3849194709,56,Center,3849194717,213,5.5,3849194713,141,63.0,3849194711,140,88.5,3849194707,155,,3849194715,212,31.9,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959843,31,52,1,2,34,4moe0x01r1f5w30g38wshyftp,1,13.2,34.8,2022-10-16T14:04:06.457Z,2022-10-16T14:04:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959927,32,1,1,2,37,4moe0x01r1f5w30g38wshyftp,1,14.4,34.6,2022-10-16T14:04:10.241Z,2022-10-16T14:04:12Z,3849195203,213,5.4,3849195195,56,Back,3849195199,141,11.3,3849195193,123,,3849195201,212,20.7,3849195197,140,27.1,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960091,33,1,1,2,40,4moe0x01r1f5w30g38wshyftp,1,28,9.1,2022-10-16T14:04:12.801Z,2022-10-16T14:04:23Z,3849196053,1,,3849196047,141,43.7,3849196043,56,Center,3849196041,155,,3849196045,140,70.5,3849196051,213,0.5,3849196049,212,50.4,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
