id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2524770413,7,1,1,0,17,6yhza3xbfafj5c9897mbkbudn,1,63.3,8.9,2023-03-26T11:02:15.276Z,2023-03-26T11:19:31Z,4124614849,140,69.6,4124614851,141,4.9,4124614855,213,5.9,4124614853,212,7.2,4124614847,56,Right,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770419,8,61,1,0,18,6yhza3xbfafj5c9897mbkbudn,0,63.3,7.6,2023-03-26T11:02:15.892Z,2023-03-26T11:19:29Z,4124614887,56,Right,,,,,,,,,,,,,,,,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770401,5,49,1,0,19,dpp6fex0mdxsxhdct2qf66x5n,1,35.3,91,2023-03-26T11:02:17.255Z,2023-03-26T11:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770415,6,1,1,0,19,dpp6fex0mdxsxhdct2qf66x5n,0,35.3,91,2023-03-26T11:02:17.447Z,2023-03-26T11:49:51Z,4124614867,212,3.1,4124614863,140,36.9,4124614865,141,94.8,4124614869,213,1.0,4124614859,56,Back,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770441,10,61,1,0,21,6yhza3xbfafj5c9897mbkbudn,1,62.8,8.6,2023-03-26T11:02:19.664Z,2023-03-26T11:50:50Z,4124614973,56,Right,,,,,,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770425,9,1,1,0,23,6yhza3xbfafj5c9897mbkbudn,0,61.7,8,2023-03-26T11:02:21.220Z,2023-03-26T11:03:16Z,4124614907,56,Right,4124614927,233,7,4124614925,236,,4124614931,286,,4124614915,213,0.1,4124614909,140,64.6,4124614913,212,3.1,4124614911,141,8.6,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770421,7,74,1,0,23,dpp6fex0mdxsxhdct2qf66x5n,1,37.6,94.5,2023-03-26T11:02:21.221Z,2023-03-26T11:49:04Z,4124614889,56,Back,4124614933,233,9,4124614891,285,,,,,,,,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524784945,454,61,1,0,24,6yhza3xbfafj5c9897mbkbudn,1,59.9,16.3,2023-03-26T11:02:21.839Z,2023-03-26T11:50:49Z,4124688217,56,Right,,,,,,,,,,,,,,,,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770455,8,4,1,0,26,dpp6fex0mdxsxhdct2qf66x5n,1,39.4,92.6,2023-03-26T11:02:24.487Z,2023-03-26T11:02:26Z,4124615103,233,11,4124615057,152,,4124615059,265,,4124615061,286,,4124615055,56,Back,4124615053,13,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770461,11,4,1,0,26,6yhza3xbfafj5c9897mbkbudn,0,60.6,7.4,2023-03-26T11:02:24.488Z,2023-03-26T11:02:40Z,4124615077,13,,4124615085,285,,4124615083,265,,4124615081,152,,4124615121,233,8,4124615079,56,Right,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770539,9,1,1,0,36,dpp6fex0mdxsxhdct2qf66x5n,1,36.6,94.1,2023-03-26T11:02:34.311Z,2023-03-26T11:02:36Z,4124615419,212,11.1,4124615421,213,3.8,4124615411,152,,4124615409,5,,4124615415,140,28.2,4124615413,56,Back,4124615417,141,84.3,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770573,10,1,1,0,38,dpp6fex0mdxsxhdct2qf66x5n,1,21.3,74,2023-03-26T11:02:36.069Z,2023-03-26T11:02:41Z,4124615579,212,31.4,4124615581,213,4.7,4124615573,56,Back,4124615575,140,22.2,4124615577,141,27.9,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770617,11,1,1,0,42,dpp6fex0mdxsxhdct2qf66x5n,1,24.6,27.9,2023-03-26T11:02:40.774Z,2023-03-26T11:02:45Z,4124615749,56,Back,4124615751,140,8.1,4124615757,213,2.4,4124615755,212,23.3,4124615753,141,50.9,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770633,12,1,1,0,47,dpp6fex0mdxsxhdct2qf66x5n,1,11.6,52.3,2023-03-26T11:02:45.239Z,2023-03-26T11:02:47Z,4124615827,212,20.2,4124615829,213,5.2,4124615821,56,Back,4124615823,140,19.8,4124615825,141,25.5,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770645,13,1,1,0,49,dpp6fex0mdxsxhdct2qf66x5n,1,23.4,16,2023-03-26T11:02:47.622Z,2023-03-26T11:02:50Z,4124615899,212,8.6,4124615893,56,Back,4124615895,140,29.4,4124615901,213,5.5,4124615897,141,7.3,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770655,14,1,1,0,52,dpp6fex0mdxsxhdct2qf66x5n,0,32.1,6.4,2023-03-26T11:02:50.275Z,2023-03-26T11:02:54Z,4124615951,141,6.2,4124615955,213,6.3,4124615947,56,Right,4124615995,189,,4124615953,212,35.8,4124615957,1,,4124615949,140,66.2,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770657,12,49,1,0,55,6yhza3xbfafj5c9897mbkbudn,1,27.4,91.4,2023-03-26T11:02:53.789Z,2023-03-26T11:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770701,13,1,1,0,56,6yhza3xbfafj5c9897mbkbudn,1,27.4,91.4,2023-03-26T11:02:54.172Z,2023-03-26T11:03:00Z,4124616167,141,63.5,4124616171,213,3.9,4124616165,140,9.1,4124616163,56,Back,4124616169,212,27.0,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770713,14,1,1,1,2,6yhza3xbfafj5c9897mbkbudn,1,12.8,64.5,2023-03-26T11:02:59.933Z,2023-03-26T11:03:02Z,4124616221,140,22.0,4124616225,212,14.9,4124616223,141,81.2,4124616219,56,Back,4124616227,213,0.9,,,,,,,,,,ango7gke2apqzfzsugq6983it,L. Nuding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770723,15,1,1,1,4,6yhza3xbfafj5c9897mbkbudn,1,22,81.2,2023-03-26T11:03:02.716Z,2023-03-26T11:03:04Z,4124616267,56,Back,4124616273,212,10.3,4124616275,213,0.6,4124616271,141,89.7,4124616269,140,30.1,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770741,16,1,1,1,6,6yhza3xbfafj5c9897mbkbudn,1,30.1,89.7,2023-03-26T11:03:04.317Z,2023-03-26T11:03:07Z,4124616361,56,Back,4124616363,140,25.5,4124616365,141,71.4,4124616369,213,4.3,4124616367,212,13.3,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770759,17,1,1,1,9,6yhza3xbfafj5c9897mbkbudn,1,25.3,68.6,2023-03-26T11:03:07.388Z,2023-03-26T11:03:11Z,4124616481,213,4.9,4124616479,212,27.3,4124616477,141,28.9,4124616473,56,Back,4124616475,140,29.4,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770771,18,1,1,1,13,6yhza3xbfafj5c9897mbkbudn,1,31.2,26.6,2023-03-26T11:03:11.197Z,2023-03-26T11:03:14Z,4124616539,213,1.8,4124616531,56,Back,4124616533,140,26.5,4124616535,141,55.4,4124616537,212,20.2,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770799,19,1,1,1,16,6yhza3xbfafj5c9897mbkbudn,1,28.2,57.9,2023-03-26T11:03:13.980Z,2023-03-26T11:03:17Z,4124616647,141,82.2,4124616651,213,1.5,4124616645,140,29.8,4124616643,56,Back,4124616649,212,16.6,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770825,20,1,1,1,19,6yhza3xbfafj5c9897mbkbudn,1,33,76.8,2023-03-26T11:03:17.213Z,2023-03-26T11:03:22Z,4124616761,212,32.0,4124616763,213,4.7,4124616755,56,Back,4124616759,141,29.8,4124616757,140,33.1,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770843,21,1,1,1,24,6yhza3xbfafj5c9897mbkbudn,1,36.7,26.9,2023-03-26T11:03:22.349Z,2023-03-26T11:03:24Z,4124616855,56,Right,4124616863,213,5.7,4124616861,212,29.2,4124616859,141,5.0,4124616857,140,60.6,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770853,22,1,1,1,26,6yhza3xbfafj5c9897mbkbudn,1,60.6,5,2023-03-26T11:03:24.733Z,2023-03-26T11:03:28Z,4124616915,56,Right,4124616923,213,0.9,4124616919,141,16.6,4124616921,212,10.0,4124616917,140,66.5,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770859,23,1,1,1,30,6yhza3xbfafj5c9897mbkbudn,1,66.8,39.2,2023-03-26T11:03:28.782Z,2023-03-26T11:03:31Z,4124616969,56,Left,4124616977,213,1.6,4124616975,212,28.4,4124616973,141,80.9,4124616971,140,67.3,,,,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770875,24,1,1,1,33,6yhza3xbfafj5c9897mbkbudn,1,67.3,80.9,2023-03-26T11:03:30.958Z,2023-03-26T11:03:36Z,4124617049,56,Center,4124617051,140,54.3,4124617057,213,4.0,4124617055,212,20.6,4124617053,141,58.2,,,,,,,,,,2btt5j9bqn7isihjvqgr427yt,J. Vojteková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770877,25,3,1,1,38,6yhza3xbfafj5c9897mbkbudn,0,54.1,57.7,2023-03-26T11:03:36.125Z,2023-03-26T11:03:38Z,4124617095,233,15,4124617063,286,,4124617061,56,Center,,,,,,,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770885,15,7,1,1,38,dpp6fex0mdxsxhdct2qf66x5n,1,45.9,42.3,2023-03-26T11:03:36.126Z,2023-03-26T11:03:37Z,4124617087,285,,4124617085,56,Back,4124617091,233,25,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770887,16,49,1,1,39,dpp6fex0mdxsxhdct2qf66x5n,1,46.4,44,2023-03-26T11:03:36.982Z,2023-03-26T11:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770893,17,3,1,1,40,dpp6fex0mdxsxhdct2qf66x5n,0,46.1,43,2023-03-26T11:03:38.131Z,2023-03-26T11:03:41Z,4124617131,56,Back,4124617133,286,,4124617227,233,26,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770907,26,7,1,1,40,6yhza3xbfafj5c9897mbkbudn,0,53.9,57,2023-03-26T11:03:38.132Z,2023-03-26T11:03:41Z,4124617201,233,17,4124617181,285,,4124617179,56,Center,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770909,18,1,1,1,42,dpp6fex0mdxsxhdct2qf66x5n,0,40.7,34.9,2023-03-26T11:03:40.407Z,2023-03-26T11:03:42Z,4124617191,141,38.1,4124617189,140,40.8,4124617193,212,2.2,4124617195,213,1.5,4124617267,236,,4124617275,286,,4124617269,233,27,4124617187,56,Back,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770921,27,74,1,1,42,6yhza3xbfafj5c9897mbkbudn,1,54.1,57.5,2023-03-26T11:03:40.408Z,2023-03-26T11:49:05Z,4124617261,285,,4124617301,233,18,4124617259,56,Center,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770927,28,49,1,1,44,6yhza3xbfafj5c9897mbkbudn,1,59.9,67.2,2023-03-26T11:03:42.333Z,2023-03-26T11:03:42Z,,,,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770929,29,1,1,1,45,6yhza3xbfafj5c9897mbkbudn,0,64.4,66.3,2023-03-26T11:03:43.150Z,2023-03-26T11:03:44Z,4124617311,140,73.3,4124617317,213,5.5,4124617315,212,13.6,4124617313,141,51.8,4124617309,56,Center,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770933,19,8,1,1,46,dpp6fex0mdxsxhdct2qf66x5n,1,22.3,52.5,2023-03-26T11:03:44.502Z,2023-03-26T11:03:44Z,4124617339,56,Back,,,,,,,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770943,20,49,1,1,48,dpp6fex0mdxsxhdct2qf66x5n,1,29.8,55.4,2023-03-26T11:03:46.038Z,2023-03-26T11:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770963,21,1,1,1,48,dpp6fex0mdxsxhdct2qf66x5n,1,29.4,57.5,2023-03-26T11:03:46.486Z,2023-03-26T11:03:50Z,4124617479,56,Back,4124617481,140,28.7,4124617483,141,83.1,4124617485,212,17.4,4124617487,213,1.6,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770981,22,1,1,1,52,dpp6fex0mdxsxhdct2qf66x5n,1,30.1,93.8,2023-03-26T11:03:50.294Z,2023-03-26T11:03:55Z,4124617551,56,Back,4124617555,141,98.1,4124617553,140,44.4,4124617557,212,15.3,4124617559,213,0.2,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770989,23,3,1,1,57,dpp6fex0mdxsxhdct2qf66x5n,0,53,95.6,2023-03-26T11:03:55.174Z,2023-03-26T11:19:53Z,4124617575,56,Left,4124617577,286,,4124617799,211,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770991,30,43,1,1,57,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-03-26T11:03:55.175Z,2023-03-26T11:19:53Z,4124617597,56,Back,4124617623,233,23,4124643591,144,7,4124617595,167,0,4124617599,285,0,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524771003,24,5,1,1,58,dpp6fex0mdxsxhdct2qf66x5n,0,59.8,101.4,2023-03-26T11:03:55.846Z,2023-03-26T11:04:11Z,4124617679,233,31,4124617659,56,Left,4124617661,347,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524770995,31,5,1,1,58,6yhza3xbfafj5c9897mbkbudn,1,40.2,-1.4,2023-03-26T11:03:55.846Z,2023-03-26T11:46:43Z,4124617617,56,Back,4124617619,347,,4124617685,233,24,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524771027,32,1,1,2,8,6yhza3xbfafj5c9897mbkbudn,1,38.1,0,2023-03-26T11:04:06.750Z,2023-03-26T11:04:19Z,4124617791,213,2.2,4124617963,107,,4124617789,212,14.3,4124617785,140,30.4,4124617783,56,Back,4124617787,141,16.0,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524771033,33,1,1,2,10,6yhza3xbfafj5c9897mbkbudn,1,30.4,16,2023-03-26T11:04:08.766Z,2023-03-26T11:04:10Z,4124617821,141,50.0,4124617825,213,1.7,4124617819,140,26.5,4124617823,212,23.5,4124617817,56,Back,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524771043,34,1,1,2,12,6yhza3xbfafj5c9897mbkbudn,1,26.5,50,2023-03-26T11:04:10.254Z,2023-03-26T11:04:13Z,4124617871,212,16.8,4124617867,140,28.2,4124617873,213,1.5,4124617865,56,Back,4124617869,141,74.6,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524771063,35,1,1,2,15,6yhza3xbfafj5c9897mbkbudn,1,28.2,74.6,2023-03-26T11:04:12.958Z,2023-03-26T11:04:17Z,4124617975,140,27.8,4124617973,56,Back,4124617977,141,55.1,4124617979,212,13.3,4124617981,213,4.7,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
