id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2472778867,5,1,1,0,16,bpx4ib85d65u9oyhglkt36k1b,1,70.3,67.3,2022-10-16T11:02:04.737Z,2022-10-16T11:02:06Z,3848278205,212,12.7,3848278201,140,58.6,3848278207,213,3.4,3848278197,56,Center,3848278203,141,62.7,,,,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778881,6,1,1,0,17,bpx4ib85d65u9oyhglkt36k1b,1,59.3,63.3,2022-10-16T11:02:05.889Z,2022-10-16T11:02:07Z,3848278281,140,38.4,3848278285,212,23.5,3848278277,56,Back,3848278283,141,75.6,3848278289,213,2.8,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778907,7,1,1,0,18,bpx4ib85d65u9oyhglkt36k1b,1,38.5,74.7,2022-10-16T11:02:07.314Z,2022-10-16T11:02:10Z,3848278471,213,4.8,3848278463,56,Back,3848278469,212,29.3,3848278467,141,31.8,3848278465,140,41.5,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778973,8,1,1,0,22,bpx4ib85d65u9oyhglkt36k1b,1,40.7,28.6,2022-10-16T11:02:10.705Z,2022-10-16T11:02:14Z,3848278767,56,Back,3848278775,212,26.2,3848278777,213,1.6,3848278773,141,67.2,3848278769,140,40.6,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779011,9,1,1,0,25,bpx4ib85d65u9oyhglkt36k1b,1,42.9,62.4,2022-10-16T11:02:14.145Z,2022-10-16T11:02:17Z,3848278991,212,21.2,3848278987,140,43.8,3848278985,56,Back,3848278989,141,31.3,3848278993,213,4.8,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779033,10,1,1,0,29,bpx4ib85d65u9oyhglkt36k1b,1,44.6,29.4,2022-10-16T11:02:17.409Z,2022-10-16T11:02:19Z,3848279097,213,6.1,3848279089,56,Center,3848279091,140,57.1,3848279095,212,13.5,3848279093,141,24.9,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779061,11,1,1,0,31,bpx4ib85d65u9oyhglkt36k1b,0,57.1,24.9,2022-10-16T11:02:19.378Z,2022-10-16T11:02:21Z,3848279193,56,Back,3848279201,213,2.8,3848279197,141,31.5,3848279195,140,46.3,3848279199,212,12.2,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779057,8,43,1,0,33,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-10-16T11:02:21.685Z,2022-10-16T11:02:28Z,3848279179,286,0,3848279543,144,50,3848279177,56,Left,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779093,9,49,1,0,35,4e5523it4v7s6kkakelbj9si5,1,53.8,86.4,2022-10-16T11:02:24.051Z,2022-10-16T11:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779119,11,13,1,0,36,4e5523it4v7s6kkakelbj9si5,1,64.8,80.5,2022-10-16T11:02:24.486Z,2022-10-16T11:03:10Z,3848282239,215,,3848282237,103,81.9,3848282235,102,57.0,3848279451,71,,3848282241,458,,3848282245,231,50.7,3848282243,230,99.5,3848279449,22,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,3848279453,56,Left,3848282233,77,3848281809,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779111,10,5,1,0,37,4e5523it4v7s6kkakelbj9si5,0,101,61.2,2022-10-16T11:02:25.669Z,2022-10-16T11:02:28Z,3848279403,56,Center,3848279531,233,12,3848279405,346,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779127,12,5,1,0,37,bpx4ib85d65u9oyhglkt36k1b,1,-1,38.8,2022-10-16T11:02:25.669Z,2022-10-16T11:14:35Z,3848279507,346,,3848279505,56,Back,3848279509,233,10,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779365,13,1,1,0,51,bpx4ib85d65u9oyhglkt36k1b,1,4.8,41.6,2022-10-16T11:02:39.715Z,2022-10-16T11:02:47Z,3848280761,74,,3848280757,1,,3848280755,213,0.4,3848280751,141,78.8,3848280749,140,62.6,3848280753,212,65.8,3848280745,124,,3848280747,56,Center,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779373,14,1,1,0,58,bpx4ib85d65u9oyhglkt36k1b,0,62.6,78.8,2022-10-16T11:02:46.898Z,2022-10-16T11:02:47Z,3848280799,212,7.6,3848280801,213,0.7,3848280793,140,68.2,3848280795,141,85.9,3848280791,56,Left,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779381,12,12,1,0,58,4e5523it4v7s6kkakelbj9si5,1,30.4,6.5,2022-10-16T11:02:47.092Z,2022-10-16T11:02:48Z,3848280837,213,5.5,3848280835,212,7.0,3848280831,140,34.9,3848280833,141,0.0,3848280851,167,,3848280821,56,Back,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779385,13,5,1,0,59,4e5523it4v7s6kkakelbj9si5,0,34.8,-1.3,2022-10-16T11:02:47.916Z,2022-10-16T11:02:55Z,3848281163,233,15,3848280841,56,Back,3848280845,347,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779439,15,5,1,0,59,bpx4ib85d65u9oyhglkt36k1b,1,65.2,101.3,2022-10-16T11:02:47.916Z,2022-10-16T11:14:35Z,3848281147,347,,3848281145,56,Left,3848281149,233,13,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779497,16,1,1,1,6,bpx4ib85d65u9oyhglkt36k1b,1,56.8,100,2022-10-16T11:02:54.851Z,2022-10-16T11:02:59Z,3848281395,107,,3848281397,56,Back,3848281401,141,74.4,3848281405,213,4.3,3848281399,140,49.4,3848281403,212,19.9,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779519,17,1,1,1,11,bpx4ib85d65u9oyhglkt36k1b,1,49.4,74.4,2022-10-16T11:02:59.778Z,2022-10-16T11:03:01Z,3848281491,212,14.9,3848281487,140,55.5,3848281485,56,Left,3848281489,141,94.2,3848281493,213,1.1,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779541,18,1,1,1,12,bpx4ib85d65u9oyhglkt36k1b,1,55.5,94.2,2022-10-16T11:03:00.963Z,2022-10-16T11:03:02Z,3848281607,212,21.9,3848281611,213,3.4,3848281605,141,85.6,3848281601,56,Back,3848281603,140,35.4,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779609,19,1,1,1,13,bpx4ib85d65u9oyhglkt36k1b,1,36.3,85.9,2022-10-16T11:03:02.291Z,2022-10-16T11:03:05Z,3848281849,141,36.9,3848281853,213,4.7,3848281845,56,Back,3848281847,140,35.4,3848281851,212,33.3,3848281855,1,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779657,20,1,1,1,17,bpx4ib85d65u9oyhglkt36k1b,1,35.4,36.9,2022-10-16T11:03:05.587Z,2022-10-16T11:03:08Z,3848282075,56,Back,3848282087,213,0.0,3848282077,140,47.8,3848282083,212,13.0,3848282079,141,37.3,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779667,21,1,1,1,20,bpx4ib85d65u9oyhglkt36k1b,0,46.6,38.5,2022-10-16T11:03:08.403Z,2022-10-16T11:03:09Z,3848282151,141,20.9,3848282157,213,5.6,3848282149,140,61.3,3848282153,212,19.5,3848282147,56,Right,3848282145,155,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779751,22,1,1,1,23,bpx4ib85d65u9oyhglkt36k1b,1,60.2,10.7,2022-10-16T11:03:12.019Z,2022-10-16T11:03:15Z,3848282623,56,Center,3848282627,141,28.2,3848282625,140,63.1,3848282629,212,12.3,3848282631,213,1.3,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779759,23,50,1,1,26,bpx4ib85d65u9oyhglkt36k1b,1,64.3,24,2022-10-16T11:03:15.252Z,2022-10-16T11:03:18Z,3848282675,286,,3848282673,56,Center,3848282835,233,14,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779783,14,7,1,1,26,4e5523it4v7s6kkakelbj9si5,1,35.7,76,2022-10-16T11:03:15.253Z,2022-10-16T11:03:17Z,3848282813,233,23,3848282765,56,Back,3848282767,285,,,,,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779789,15,49,1,1,28,4e5523it4v7s6kkakelbj9si5,1,33,82.2,2022-10-16T11:03:17.190Z,2022-10-16T11:03:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779803,16,1,1,1,29,4e5523it4v7s6kkakelbj9si5,1,32.8,82.8,2022-10-16T11:03:17.383Z,2022-10-16T11:03:18Z,3848282891,141,85.2,3848282895,213,2.9,3848282887,56,Back,3848282893,212,8.1,3848282889,140,25.2,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779827,17,1,1,1,30,4e5523it4v7s6kkakelbj9si5,0,25.2,85.2,2022-10-16T11:03:18.710Z,2022-10-16T11:03:19Z,3848282997,155,,3848283001,140,44.3,3848283005,212,20.3,3848283007,213,6.1,3848282999,56,Back,3848283003,141,80.4,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779863,24,49,1,1,33,bpx4ib85d65u9oyhglkt36k1b,1,63.7,38.8,2022-10-16T11:03:22.020Z,2022-10-16T11:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779929,25,1,1,1,34,bpx4ib85d65u9oyhglkt36k1b,1,63.7,51,2022-10-16T11:03:22.883Z,2022-10-16T11:03:27Z,3848283543,141,82.6,3848283547,213,1.3,3848283541,140,69.6,3848283545,212,22.4,3848283539,56,Left,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779965,26,1,1,1,39,bpx4ib85d65u9oyhglkt36k1b,1,76.8,90,2022-10-16T11:03:27.619Z,2022-10-16T11:03:53Z,3848285413,154,,3848283713,155,,3848283723,213,5.2,3848283717,140,90.2,3848283715,56,Center,3848283725,1,,3848283721,212,32.8,3848283711,2,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,3848285411,210,13,3848283719,141,,,1,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779973,27,13,1,1,41,bpx4ib85d65u9oyhglkt36k1b,1,88.3,47.9,2022-10-16T11:03:29.444Z,2022-10-16T11:03:53Z,3848283761,17,,3848285443,230,98.0,3848285433,154,,3848285439,102,39.8,3848283759,22,,3848284553,328,,3848284549,15,,3848285435,55,26,692xxz6qlvbxhspozloeujt9l,S. Lohmann,3848285427,75,,3848283763,56,3848285441,103,,Center,12.5,3848285445,231,49.8,3848285429,29,,,,,,,,,,,,,,,,,,,,
2472779947,18,5,1,1,41,4e5523it4v7s6kkakelbj9si5,1,-1.4,63,2022-10-16T11:03:29.510Z,2022-10-16T11:03:32Z,3848283871,233,28,3848283635,56,Back,3848283637,346,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779989,28,5,1,1,41,bpx4ib85d65u9oyhglkt36k1b,0,101.4,37,2022-10-16T11:03:29.510Z,2022-10-16T11:14:35Z,3848283883,233,18,3848283841,346,,3848283839,56,Center,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780281,19,1,1,1,58,4e5523it4v7s6kkakelbj9si5,1,5.2,51.5,2022-10-16T11:03:46.454Z,2022-10-16T11:03:51Z,3848285287,141,69.3,3848285285,140,8.3,3848285281,124,,3848285289,212,12.5,3848285283,56,Back,3848285291,213,1.3,3848285295,237,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780309,20,1,1,2,3,4e5523it4v7s6kkakelbj9si5,1,5.4,71.1,2022-10-16T11:03:51.863Z,2022-10-16T11:03:54Z,3848285467,140,18.2,3848285465,56,Back,3848285469,141,89.6,3848285473,213,0.8,3848285471,212,18.4,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780325,21,1,1,2,5,4e5523it4v7s6kkakelbj9si5,1,18.2,89.6,2022-10-16T11:03:54.135Z,2022-10-16T11:03:55Z,3848285603,212,16.2,3848285601,141,95.3,3848285605,213,0.2,3848285597,56,Back,3848285599,140,33.2,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780349,22,1,1,2,7,4e5523it4v7s6kkakelbj9si5,1,33.2,95.3,2022-10-16T11:03:55.607Z,2022-10-16T11:03:57Z,3848285755,140,39.1,3848285757,141,89.7,3848285759,212,7.3,3848285761,213,5.7,3848285753,56,Back,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780455,23,1,1,2,9,4e5523it4v7s6kkakelbj9si5,1,39.1,89.7,2022-10-16T11:03:57.767Z,2022-10-16T11:04:06Z,3848286279,56,Left,3848286277,155,,3848286285,212,27.7,3848286281,140,65.4,3848286287,213,0.1,3848286283,141,92.1,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780485,24,1,1,2,17,4e5523it4v7s6kkakelbj9si5,0,80.1,89.3,2022-10-16T11:04:05.975Z,2022-10-16T11:04:07Z,3848286419,212,15.3,3848286415,140,93.1,3848286425,213,5.8,3848286417,141,79.1,3848286413,56,Left,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780481,29,49,1,2,18,bpx4ib85d65u9oyhglkt36k1b,1,7.6,39.1,2022-10-16T11:04:06.757Z,2022-10-16T11:04:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780553,30,1,1,2,22,bpx4ib85d65u9oyhglkt36k1b,0,2.1,3.1,2022-10-16T11:04:11.110Z,2022-10-16T11:04:11Z,3848286741,212,28.1,3848286743,213,6.2,3848286735,56,Back,3848286737,140,28.7,3848286739,141,0.0,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780635,25,5,1,2,23,4e5523it4v7s6kkakelbj9si5,1,74,101.2,2022-10-16T11:04:11.872Z,2022-10-16T11:14:36Z,3848287111,56,Left,3848287113,347,,3848287153,233,31,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780555,31,5,1,2,23,bpx4ib85d65u9oyhglkt36k1b,0,26,-1.2,2022-10-16T11:04:11.872Z,2022-10-16T11:04:19Z,3848286749,347,,3848287177,233,25,3848286747,56,Back,,,,,,,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780785,26,1,1,2,36,4e5523it4v7s6kkakelbj9si5,0,76.7,100,2022-10-16T11:04:24.520Z,2022-10-16T11:04:29Z,3848287899,213,5.5,3848287893,140,86.8,3848287891,56,Left,3848287895,141,86.6,3848287889,107,,3848287897,212,14.4,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780797,32,61,1,2,41,bpx4ib85d65u9oyhglkt36k1b,1,13,8.2,2022-10-16T11:04:29.832Z,2022-10-16T11:04:29Z,3848287943,56,Back,,,,,,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
