id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/13/value
2521377609,3,5,1,0,16,bpx4ib85d65u9oyhglkt36k1b,0,70.9,101.6,2023-03-18T12:01:47.672Z,2023-03-18T12:07:19Z,4104447227,347,,4104447225,56,Left,4104470779,233,8,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377515,8,5,1,0,16,4e5523it4v7s6kkakelbj9si5,1,29.1,-1.6,2023-03-18T12:01:47.672Z,2023-03-18T12:48:45Z,4104470751,233,3,4104446643,56,Back,4104446645,347,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521420339,394,1,1,0,18,4e5523it4v7s6kkakelbj9si5,1,21,0,2023-03-18T12:01:49.378Z,2023-03-18T12:48:38Z,4104655591,141,5.5,4104655587,56,Back,4104655589,140,31.8,4104655593,212,12.1,4104656161,107,,4104655595,213,0.3,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521420343,395,61,1,0,22,4e5523it4v7s6kkakelbj9si5,0,34.2,3.8,2023-03-18T12:01:53.378Z,2023-03-18T12:48:27Z,4104655613,56,Back,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521408695,329,1,1,0,24,bpx4ib85d65u9oyhglkt36k1b,0,73.9,92,2023-03-18T12:01:55.669Z,2023-03-18T12:51:24Z,4104597759,213,0.2,4104598143,236,,4104597755,141,92.4,4104597761,1,,4104597749,157,,4104597751,56,Left,4104597757,212,1.3,4104598145,233,9,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,4104597753,140,75.1,4104598149,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377591,9,74,1,0,24,4e5523it4v7s6kkakelbj9si5,1,36.6,4,2023-03-18T12:01:55.670Z,2023-03-18T12:48:52Z,4104598155,233,329,4104447131,56,Back,4104447133,285,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377671,4,5,1,0,25,bpx4ib85d65u9oyhglkt36k1b,1,67.2,101.2,2023-03-18T12:01:57.143Z,2023-03-18T12:32:46Z,4104447593,347,,4104447599,233,10,4104447591,56,Left,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377619,10,5,1,0,25,4e5523it4v7s6kkakelbj9si5,0,32.8,-1.2,2023-03-18T12:01:57.143Z,2023-03-18T12:02:04Z,4104447635,233,4,4104447271,56,Back,4104447273,347,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377707,5,1,1,0,31,bpx4ib85d65u9oyhglkt36k1b,0,71.7,100,2023-03-18T12:02:03.268Z,2023-03-18T12:02:06Z,4104447813,140,83.6,4104447819,213,5.7,4104447815,141,90.9,4104447817,212,14.6,4104447809,107,,4104447811,56,Left,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377735,11,1,1,0,34,4e5523it4v7s6kkakelbj9si5,1,23.1,12.2,2023-03-18T12:02:05.477Z,2023-03-18T12:49:50Z,4104447983,141,22.4,4104447985,212,10.5,4104447979,56,Back,4104447977,3,,4104447987,213,0.7,4104447981,140,30.6,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377753,12,1,1,0,37,4e5523it4v7s6kkakelbj9si5,1,30.6,22.4,2023-03-18T12:02:08.502Z,2023-03-18T12:50:00Z,4104448087,141,7.1,4104448091,213,4.8,4104660399,3,,4104448083,56,Back,4104448089,212,10.5,4104448085,140,31.8,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377757,13,49,1,0,38,4e5523it4v7s6kkakelbj9si5,1,31.8,7.1,2023-03-18T12:02:10.262Z,2023-03-18T12:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377813,14,1,1,0,40,4e5523it4v7s6kkakelbj9si5,1,30.3,7.6,2023-03-18T12:02:11.606Z,2023-03-18T12:02:14Z,4104448363,212,6.3,4104448359,140,36.3,4104448365,213,0.0,4104448357,56,Back,4104448361,141,8.0,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377821,15,50,1,0,42,4e5523it4v7s6kkakelbj9si5,1,36.4,5.8,2023-03-18T12:02:14.377Z,2023-03-18T12:50:26Z,4104448387,56,Back,4104660161,233,442,4104448389,286,,,,,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521421133,442,7,1,0,43,bpx4ib85d65u9oyhglkt36k1b,1,63.6,94.2,2023-03-18T12:02:14.378Z,2023-03-18T12:49:51Z,4104660127,56,Left,4104660149,233,15,4104660129,285,,,,,,,,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521421285,443,61,1,0,44,bpx4ib85d65u9oyhglkt36k1b,1,72.2,96,2023-03-18T12:02:15.378Z,2023-03-18T12:50:09Z,4104660891,56,Left,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377949,16,1,1,0,45,4e5523it4v7s6kkakelbj9si5,0,32.5,9.7,2023-03-18T12:02:16.646Z,2023-03-18T12:50:39Z,4104448877,140,34.5,4104661639,286,,4104448881,212,2.1,4104448875,56,Back,4104448883,213,0.2,4104448873,155,,4104662173,233,6,4104661637,236,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,4104448879,141,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377867,6,74,1,0,45,bpx4ib85d65u9oyhglkt36k1b,1,67.4,95.6,2023-03-18T12:02:16.647Z,2023-03-18T12:50:41Z,4104448499,56,Left,4104448501,285,,4104662183,233,16,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521421923,396,1,1,0,47,4e5523it4v7s6kkakelbj9si5,1,45.6,19.7,2023-03-18T12:02:18.378Z,2023-03-18T12:51:18Z,4104664161,56,Center,4104664167,212,16.9,4104664159,3,,4104664165,141,29.0,4104664171,213,0.4,4104664163,140,60.5,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377989,17,1,1,0,51,4e5523it4v7s6kkakelbj9si5,1,60.4,12.5,2023-03-18T12:02:22.629Z,2023-03-18T12:51:53Z,4104449059,141,33.1,4104449821,154,,4104449055,56,Center,4104449819,210,13,4104449063,213,0.7,4104449061,212,21.7,4104449057,140,76.2,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521377991,18,13,1,0,54,4e5523it4v7s6kkakelbj9si5,1,82.5,36.5,2023-03-18T12:02:25.413Z,2023-03-18T12:51:53Z,4104665621,18,,4104449853,231,50.2,4104449837,29,,4104449847,103,12.5,4104449841,55,17,4104449079,22,,4104449849,391,,4104449851,230,99.5,9farsri8j50ajgnhkyur3l97t,A. Gavrić,4104449839,154,,4104449835,75,,4104449845,102,38.8,4104449083,56,Center,4104449429,20,,,,,,,,,,,,,,,,,,,
2521377997,7,5,1,0,55,bpx4ib85d65u9oyhglkt36k1b,1,-1,63.8,2023-03-18T12:02:26.947Z,2023-03-18T12:02:30Z,4104449119,346,,4104449261,233,19,4104449115,56,Back,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378031,19,5,1,0,55,4e5523it4v7s6kkakelbj9si5,0,101,36.2,2023-03-18T12:02:26.947Z,2023-03-18T12:32:46Z,4104449271,233,7,4104449249,56,Center,4104449251,346,,,,,,,,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378215,8,1,1,1,14,bpx4ib85d65u9oyhglkt36k1b,1,5,63,2023-03-18T12:02:45.571Z,2023-03-18T12:02:46Z,4104450081,237,,4104450069,56,Back,4104450077,213,0.4,4104450071,140,26.3,4104450073,141,75.6,4104450075,212,24.0,4104450067,124,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378235,9,1,1,1,15,bpx4ib85d65u9oyhglkt36k1b,1,26.1,75.7,2023-03-18T12:02:46.723Z,2023-03-18T12:02:48Z,4104450185,212,12.7,4104450187,213,1.7,4104450179,56,Back,4104450181,140,24.8,4104450183,141,94.2,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378261,10,1,1,1,16,bpx4ib85d65u9oyhglkt36k1b,0,24.8,94.2,2023-03-18T12:02:48.003Z,2023-03-18T12:02:49Z,4104450285,140,56.3,4104450287,141,88.0,4104450291,213,6.2,4104450281,155,,4104450293,1,,4104450283,56,Left,4104450289,212,33.3,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378289,20,1,1,1,18,4e5523it4v7s6kkakelbj9si5,0,45.3,12.2,2023-03-18T12:02:49.654Z,2023-03-18T12:02:52Z,4104450463,141,9.1,4104450465,212,23.3,4104450459,56,Right,4104450457,3,,4104450467,213,6.2,4104450461,140,67.4,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378341,11,1,1,1,23,bpx4ib85d65u9oyhglkt36k1b,0,36.7,93.8,2023-03-18T12:02:55.269Z,2023-03-18T12:02:58Z,4104450691,140,38.0,4104450705,213,0.5,4104450849,286,,4104450843,236,,4104450685,56,Back,4104450701,212,1.5,4104450699,141,94.8,4104450845,233,21,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378359,21,74,1,1,23,4e5523it4v7s6kkakelbj9si5,1,67.1,4.1,2023-03-18T12:02:55.270Z,2023-03-18T12:51:24Z,4104450817,56,Right,4104450855,233,11,4104450819,285,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378371,12,5,1,1,25,bpx4ib85d65u9oyhglkt36k1b,1,38,101.6,2023-03-18T12:02:56.771Z,2023-03-18T12:02:59Z,4104450893,56,Back,4104450963,233,22,4104450895,347,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378369,22,5,1,1,25,4e5523it4v7s6kkakelbj9si5,0,62,-1.6,2023-03-18T12:02:56.771Z,2023-03-18T12:32:47Z,4104451011,233,12,4104450889,56,Right,4104450891,347,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378429,13,1,1,1,29,bpx4ib85d65u9oyhglkt36k1b,1,39.5,100,2023-03-18T12:03:01.362Z,2023-03-18T12:03:02Z,4104451189,213,4.9,4104451183,140,41.6,4104451181,56,Back,4104451185,141,79.6,4104451187,212,15.2,4104451179,107,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378465,14,1,1,1,31,bpx4ib85d65u9oyhglkt36k1b,1,41.6,79.6,2023-03-18T12:03:02.787Z,2023-03-18T12:03:04Z,4104451363,56,Back,4104451369,212,21.9,4104451371,213,2.9,4104451365,140,21.2,4104451367,141,86.3,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378583,15,1,1,1,33,bpx4ib85d65u9oyhglkt36k1b,1,21.2,86.5,2023-03-18T12:03:04.403Z,2023-03-18T12:03:12Z,4104451971,212,22.9,4104451965,56,Back,4104451967,140,21.7,4104451973,213,4.7,4104451969,141,52.8,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378633,16,1,1,1,40,bpx4ib85d65u9oyhglkt36k1b,1,26.1,38.6,2023-03-18T12:03:12.275Z,2023-03-18T12:03:15Z,4104452189,56,Back,4104452193,141,65.2,4104452191,140,24.5,4104452195,212,18.2,4104452197,213,1.7,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378789,17,1,1,1,43,bpx4ib85d65u9oyhglkt36k1b,1,25.7,62.7,2023-03-18T12:03:15.251Z,2023-03-18T12:03:24Z,4104452915,140,26.1,4104452917,141,40.9,4104452921,213,4.7,4104452913,56,Back,4104452919,212,14.8,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378813,18,1,1,1,52,bpx4ib85d65u9oyhglkt36k1b,1,27.6,32.8,2023-03-18T12:03:24.291Z,2023-03-18T12:03:25Z,4104453041,212,12.6,4104453035,56,Back,4104453037,140,27.5,4104453039,141,51.3,4104453043,213,1.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378855,19,1,1,1,54,bpx4ib85d65u9oyhglkt36k1b,1,28.7,55.7,2023-03-18T12:03:25.539Z,2023-03-18T12:03:28Z,4104453231,213,1.0,4104453227,141,93.8,4104453225,140,43.2,4104453229,212,30.1,4104453223,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378925,20,1,1,1,56,bpx4ib85d65u9oyhglkt36k1b,1,43.7,92.6,2023-03-18T12:03:28.243Z,2023-03-18T12:03:33Z,4104453619,212,31.1,4104453613,56,Back,4104453621,213,4.3,4104453615,140,31.8,4104453617,141,50.7,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378963,21,1,1,2,1,bpx4ib85d65u9oyhglkt36k1b,1,31,45.7,2023-03-18T12:03:33.043Z,2023-03-18T12:03:36Z,4104453837,141,20.6,4104453835,140,37.3,4104453831,56,Back,4104453841,213,5.1,4104453839,212,18.3,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521378989,22,1,1,2,4,bpx4ib85d65u9oyhglkt36k1b,1,39.4,15.6,2023-03-18T12:03:35.955Z,2023-03-18T12:03:37Z,4104453969,141,38.0,4104453971,212,33.9,4104453965,56,Center,4104453973,213,0.5,4104453967,140,68.2,4104453975,1,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379023,23,1,1,2,6,bpx4ib85d65u9oyhglkt36k1b,1,68.2,38,2023-03-18T12:03:37.491Z,2023-03-18T12:03:41Z,4104454209,212,18.6,4104454211,213,4.9,4104454203,56,Right,4104454205,140,71.0,4104454207,141,11.0,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379055,24,1,1,2,9,bpx4ib85d65u9oyhglkt36k1b,1,74.5,8.9,2023-03-18T12:03:40.868Z,2023-03-18T12:03:42Z,4104454343,140,69.0,4104454351,213,1.9,4104454345,141,34.0,4104454347,212,18.0,4104454341,56,Center,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379099,25,1,1,2,11,bpx4ib85d65u9oyhglkt36k1b,1,70.6,28.3,2023-03-18T12:03:42.787Z,2023-03-18T12:03:46Z,4104454569,141,12.2,4104454573,213,4.7,4104454571,212,10.9,4104454567,140,70.7,4104454565,56,Right,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379197,26,1,1,2,14,bpx4ib85d65u9oyhglkt36k1b,1,66.8,10.9,2023-03-18T12:03:46.019Z,2023-03-18T12:03:53Z,4104455091,56,Back,4104455101,212,31.5,4104455095,141,25.9,4104455093,140,38.4,4104455105,213,2.8,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379289,27,1,1,2,21,bpx4ib85d65u9oyhglkt36k1b,1,38.8,27.3,2023-03-18T12:03:53.139Z,2023-03-18T12:04:00Z,4104455583,141,11.7,4104455585,212,11.1,4104455587,213,5.0,4104455579,56,Back,4104455581,140,41.8,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379337,28,1,1,2,28,bpx4ib85d65u9oyhglkt36k1b,1,41.9,9.2,2023-03-18T12:04:00.227Z,2023-03-18T12:04:02Z,4104455783,1,,4104455775,140,34.7,4104455777,141,57.9,4104455779,212,34.0,4104455781,213,1.8,4104455773,56,Back,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521379351,29,1,1,2,31,bpx4ib85d65u9oyhglkt36k1b,1,35.1,52.1,2023-03-18T12:04:02.546Z,2023-03-18T12:04:04Z,4104455857,212,12.7,4104455851,56,Back,4104455853,140,36.6,4104455859,213,4.8,4104455855,141,33.6,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
