id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2466541671,411,1,1,43,21,6yhza3xbfafj5c9897mbkbudn,0,23.1,100,2022-10-02T14:45:24.397Z,2022-10-02T14:45:28Z,3814955181,140,45.3,3814955183,141,95.4,3814955185,212,23.7,3814955189,1,,3814955179,56,Back,3814955177,107,,3814955187,213,6.1,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541697,342,49,1,43,27,2f7gua216miwsfd83rgjsn4ap,1,53,4.6,2022-10-02T14:45:29.604Z,2022-10-02T14:45:29Z,,,,,,,,,,,,,,,,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541747,343,1,1,43,27,2f7gua216miwsfd83rgjsn4ap,1,53,4.6,2022-10-02T14:45:30.083Z,2022-10-02T14:45:32Z,3814955609,213,2.1,3814955605,141,36.6,3814955603,140,42.2,3814955601,56,Back,3814955607,212,24.5,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541807,344,1,1,43,29,2f7gua216miwsfd83rgjsn4ap,1,42.2,36.6,2022-10-02T14:45:31.971Z,2022-10-02T14:45:35Z,3814955931,213,1.2,3814955927,141,63.1,3814955923,56,Back,3814955929,212,19.3,3814955925,140,48.7,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541931,345,1,1,43,32,2f7gua216miwsfd83rgjsn4ap,1,48.7,64.2,2022-10-02T14:45:34.883Z,2022-10-02T14:45:42Z,3814956651,141,96.5,3814956653,212,28.8,3814956647,56,Left,3814956655,213,0.9,3814956649,140,66.5,,,,,,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541951,346,3,1,43,39,2f7gua216miwsfd83rgjsn4ap,1,75.2,84,2022-10-02T14:45:41.699Z,2022-10-02T14:45:42Z,3814956743,286,,3814956757,233,412,3814956741,56,Left,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541945,412,45,1,43,39,6yhza3xbfafj5c9897mbkbudn,0,24.8,16,2022-10-02T14:45:41.699Z,2022-10-02T14:45:43Z,3814956805,233,346,3814956717,56,Back,3814956719,285,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466541987,347,1,1,43,39,2f7gua216miwsfd83rgjsn4ap,1,72.7,83.8,2022-10-02T14:45:42.195Z,2022-10-02T14:45:44Z,3814956965,56,Center,3814956969,141,61.8,3814956975,213,4.1,3814956973,212,18.8,3814956967,140,61.9,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542043,348,1,1,43,41,2f7gua216miwsfd83rgjsn4ap,0,61.9,61.8,2022-10-02T14:45:44.212Z,2022-10-02T14:45:46Z,3814957277,212,42.5,3814957271,56,Center,3814957273,140,100.0,3814957281,1,,3814957279,213,0.3,3814957275,141,77.8,3814957269,155,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542045,349,5,1,43,42,2f7gua216miwsfd83rgjsn4ap,0,101.2,77.9,2022-10-02T14:45:45.376Z,2022-10-02T14:51:58Z,3814957285,346,,3814957429,233,413,3814957283,56,Center,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542015,413,5,1,43,42,6yhza3xbfafj5c9897mbkbudn,1,-1.2,22.1,2022-10-02T14:45:45.376Z,2022-10-02T14:45:47Z,3814957111,346,,3814957107,56,Back,3814957403,233,349,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542365,414,1,1,43,57,6yhza3xbfafj5c9897mbkbudn,1,3.1,49.1,2022-10-02T14:45:59.758Z,2022-10-02T14:46:02Z,3814958957,212,9.0,3814958949,124,,3814958963,237,,3814958959,213,1.3,3814958955,141,61.8,3814958953,140,5.4,3814958951,56,Back,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542463,415,1,1,43,59,6yhza3xbfafj5c9897mbkbudn,1,11.1,63.2,2022-10-02T14:46:02.126Z,2022-10-02T14:46:07Z,3814959507,56,Back,3814959509,140,2.4,3814959515,213,3.9,3814959511,141,51.6,3814959513,212,12.1,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542719,416,1,1,44,4,6yhza3xbfafj5c9897mbkbudn,1,8.1,60,2022-10-02T14:46:06.912Z,2022-10-02T14:46:21Z,3814960977,141,35.5,3814961197,189,,3814960979,212,64.2,3814960975,140,67.1,3814960981,213,6.0,3814960973,56,Center,3814960971,155,,3814960983,1,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542729,417,1,1,44,16,6yhza3xbfafj5c9897mbkbudn,0,66.6,35.2,2022-10-02T14:46:19.119Z,2022-10-02T14:46:19Z,3814961007,212,20.2,3814961003,140,83.7,3814961001,56,Center,3814961005,141,48.7,3814961009,213,0.5,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542835,350,12,1,44,18,2f7gua216miwsfd83rgjsn4ap,1,22.1,54.9,2022-10-02T14:46:20.565Z,2022-10-02T14:46:25Z,3814961517,213,0.7,3814961511,140,46.8,3814961513,141,89.3,3814961515,212,34.9,3814961509,56,Back,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542803,418,1,1,44,20,6yhza3xbfafj5c9897mbkbudn,0,53.6,5.9,2022-10-02T14:46:23.423Z,2022-10-02T14:46:23Z,3814961345,213,0.6,3814961339,141,10.7,3814961335,140,58.3,3814961333,56,Right,3814961341,212,5.9,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542841,351,61,1,44,21,2f7gua216miwsfd83rgjsn4ap,1,45.9,93.8,2022-10-02T14:46:24.061Z,2022-10-02T14:49:55Z,3814961547,56,Back,,,,,,,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542871,352,5,1,44,22,2f7gua216miwsfd83rgjsn4ap,0,37.4,101.2,2022-10-02T14:46:24.624Z,2022-10-02T14:51:58Z,3814961719,56,Back,3814961721,347,,3814962253,233,419,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466542959,419,5,1,44,22,6yhza3xbfafj5c9897mbkbudn,1,62.6,-1.2,2022-10-02T14:46:24.624Z,2022-10-02T14:46:33Z,3814962151,347,,3814962211,233,352,3814962149,56,Right,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543033,420,1,1,44,30,6yhza3xbfafj5c9897mbkbudn,1,64.1,0,2022-10-02T14:46:32.783Z,2022-10-02T14:46:36Z,3814962577,56,Right,3814962583,212,17.5,3814962581,141,14.6,3814962575,107,,3814962579,140,77.4,3814962585,213,0.6,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543041,421,61,1,44,32,6yhza3xbfafj5c9897mbkbudn,0,77.4,14.6,2022-10-02T14:46:34.688Z,2022-10-02T14:50:06Z,3814962625,56,Right,,,,,,,,,,,,,,,,,,,,,,dzisqj9zjrxdxmqeu8kof95d6,S. Fölmli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543009,353,49,1,44,33,2f7gua216miwsfd83rgjsn4ap,1,21.2,81.7,2022-10-02T14:46:35.621Z,2022-10-02T14:46:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543129,354,1,1,44,36,2f7gua216miwsfd83rgjsn4ap,0,21.9,93,2022-10-02T14:46:38.821Z,2022-10-02T14:46:41Z,3814963141,233,422,3814963139,236,,3814963145,286,,3814962987,213,0.2,3814962977,157,,3814962983,141,94.4,3814962981,140,25.5,3814962979,56,Back,8az7xzsavwdqyuhal2yxml10q,K. Piljić,3814962989,1,,3814962985,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543151,422,74,1,44,36,6yhza3xbfafj5c9897mbkbudn,1,73.8,3.5,2022-10-02T14:46:38.822Z,2022-10-02T14:51:43Z,3814963177,233,354,3814963101,56,Right,3814963103,285,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543297,355,5,1,44,39,2f7gua216miwsfd83rgjsn4ap,1,16.2,101.2,2022-10-02T14:46:41.792Z,2022-10-02T14:51:58Z,3814963925,56,Back,3814964003,233,423,3814963927,347,,,,,,,,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543165,423,5,1,44,39,6yhza3xbfafj5c9897mbkbudn,0,83.8,-1.2,2022-10-02T14:46:41.792Z,2022-10-02T14:46:49Z,3814963183,347,,3814963181,56,Right,3814964019,233,355,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543371,356,1,1,44,46,2f7gua216miwsfd83rgjsn4ap,0,16.7,100,2022-10-02T14:46:49.221Z,2022-10-02T14:46:52Z,3814964317,141,95.0,3814964313,56,Back,3814964311,107,,3814964319,212,24.8,3814964315,140,40.0,3814964321,213,6.1,3814964323,1,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543399,425,8,1,44,50,6yhza3xbfafj5c9897mbkbudn,1,61.1,7,2022-10-02T14:46:53.393Z,2022-10-02T14:46:53Z,3814964453,56,Right,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543427,426,1,1,44,51,6yhza3xbfafj5c9897mbkbudn,0,62.6,12.2,2022-10-02T14:46:54.159Z,2022-10-02T14:46:54Z,3814964567,212,11.7,3814964563,140,70.4,3814964561,56,Center,3814964565,141,24.4,3814964569,213,0.8,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543455,357,1,1,44,52,2f7gua216miwsfd83rgjsn4ap,1,34.4,77,2022-10-02T14:46:54.917Z,2022-10-02T14:46:56Z,3814964737,140,25.0,3814964743,213,2.2,3814964741,212,16.3,3814964735,56,Back,3814964739,141,96.0,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543471,358,1,1,44,53,2f7gua216miwsfd83rgjsn4ap,1,25,96,2022-10-02T14:46:56.213Z,2022-10-02T14:46:57Z,3814964835,213,5.9,3814964833,212,21.2,3814964831,141,84.7,3814964827,56,Back,3814964829,140,43.8,,,,,,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543493,359,1,1,44,54,2f7gua216miwsfd83rgjsn4ap,1,43.8,84.7,2022-10-02T14:46:57.173Z,2022-10-02T14:46:58Z,3814964917,56,Back,3814964925,213,3.5,3814964923,212,13.6,3814964919,140,31.8,3814964921,141,77.3,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543555,360,1,1,44,55,2f7gua216miwsfd83rgjsn4ap,1,31.6,77,2022-10-02T14:46:58.197Z,2022-10-02T14:47:03Z,3814965293,140,23.2,3814965291,56,Back,3814965297,141,72.9,3814965301,212,9.3,3814965303,213,3.4,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543627,361,1,1,45,0,2f7gua216miwsfd83rgjsn4ap,1,23.7,66.7,2022-10-02T14:47:02.789Z,2022-10-02T14:47:07Z,3814965627,213,5.3,3814965623,141,16.5,3814965621,140,43.5,3814965625,212,40.0,3814965667,1,,3814965617,56,Back,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544463,370,70,1,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T14:47:03.124Z,2022-10-02T14:48:01Z,3814970091,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543637,362,50,1,45,4,2f7gua216miwsfd83rgjsn4ap,1,51.8,10.4,2022-10-02T14:47:06.934Z,2022-10-02T14:47:08Z,3814965687,286,,3814965797,233,427,3814965685,56,Right,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543639,427,7,1,45,4,6yhza3xbfafj5c9897mbkbudn,1,48.2,89.6,2022-10-02T14:47:06.935Z,2022-10-02T14:47:08Z,3814965751,233,362,3814965691,285,,3814965689,56,Back,,,,,,,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543643,428,49,1,45,5,6yhza3xbfafj5c9897mbkbudn,1,41.9,92.9,2022-10-02T14:47:07.568Z,2022-10-02T14:47:07Z,,,,,,,,,,,,,,,,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543711,429,1,1,45,5,6yhza3xbfafj5c9897mbkbudn,1,38.7,92.4,2022-10-02T14:47:08.240Z,2022-10-02T14:47:10Z,3814966053,212,10.6,3814966047,56,Back,3814966051,141,81.6,3814966055,213,3.9,3814966049,140,31.4,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543733,430,1,1,45,7,6yhza3xbfafj5c9897mbkbudn,1,33.1,78.9,2022-10-02T14:47:10.192Z,2022-10-02T14:47:11Z,3814966221,212,8.1,3814966225,213,3.9,3814966219,141,70.5,3814966215,56,Back,3814966217,140,27.6,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543827,431,1,1,45,8,6yhza3xbfafj5c9897mbkbudn,1,27.8,70.1,2022-10-02T14:47:11.408Z,2022-10-02T14:47:17Z,3814966755,141,49.4,3814966761,213,3.6,3814966751,56,Back,3814966753,140,3.6,3814966757,212,29.0,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543863,432,1,1,45,14,6yhza3xbfafj5c9897mbkbudn,1,4.4,44.3,2022-10-02T14:47:17.410Z,2022-10-02T14:47:19Z,3814966911,1,,3814966907,212,33.9,3814966903,140,34.7,3814966901,56,Back,3814966909,213,5.9,3814966905,141,26.9,3814966899,155,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543899,433,1,1,45,16,6yhza3xbfafj5c9897mbkbudn,0,34.8,27.7,2022-10-02T14:47:19.152Z,2022-10-02T14:47:21Z,3814967107,141,34.1,3814967111,213,2.9,3814967103,56,Back,3814967105,140,15.7,3814967109,212,20.5,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543911,363,49,1,45,19,2f7gua216miwsfd83rgjsn4ap,1,86.5,58.7,2022-10-02T14:47:21.894Z,2022-10-02T14:47:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543953,364,3,1,45,20,2f7gua216miwsfd83rgjsn4ap,0,85.6,61,2022-10-02T14:47:23.303Z,2022-10-02T14:47:26Z,3814967375,56,Center,3814967751,233,434,3814967377,286,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466543999,434,7,1,45,20,6yhza3xbfafj5c9897mbkbudn,1,14.4,39,2022-10-02T14:47:23.304Z,2022-10-02T14:47:26Z,3814967717,233,364,3814967591,56,Back,3814967593,285,,,,,,,,,,,,,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544013,435,49,1,45,22,6yhza3xbfafj5c9897mbkbudn,1,20.2,36.1,2022-10-02T14:47:25.426Z,2022-10-02T14:47:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544065,436,1,1,45,25,6yhza3xbfafj5c9897mbkbudn,1,19.6,23.5,2022-10-02T14:47:27.889Z,2022-10-02T14:47:29Z,3814968019,56,Back,3814968025,212,17.2,3814968021,140,30.2,3814968023,141,4.3,3814968027,213,5.4,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544069,437,3,1,45,27,6yhza3xbfafj5c9897mbkbudn,0,31.1,7.4,2022-10-02T14:47:29.745Z,2022-10-02T14:47:33Z,3814968039,56,Back,3814968315,233,365,3814968041,285,,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544111,365,7,1,45,27,2f7gua216miwsfd83rgjsn4ap,1,68.9,92.6,2022-10-02T14:47:29.746Z,2022-10-02T14:47:32Z,3814968263,56,Left,3814968265,286,,3814968291,233,437,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544115,366,49,1,45,29,2f7gua216miwsfd83rgjsn4ap,1,75.1,84.7,2022-10-02T14:47:32.296Z,2022-10-02T14:47:32Z,,,,,,,,,,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544177,367,1,1,45,30,2f7gua216miwsfd83rgjsn4ap,1,75.1,84.7,2022-10-02T14:47:32.583Z,2022-10-02T14:47:36Z,3814968599,56,Center,3814968605,212,14.9,3814968603,141,64.0,3814968601,140,79.7,3814968607,213,5.0,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544185,368,4,1,45,33,2f7gua216miwsfd83rgjsn4ap,1,78.6,63.3,2022-10-02T14:47:35.889Z,2022-10-02T14:47:38Z,3814968699,233,438,3814968653,13,,3814968655,56,Center,3814968661,286,,3814968659,265,,3814968657,152,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544193,438,4,1,45,33,6yhza3xbfafj5c9897mbkbudn,0,21.4,36.7,2022-10-02T14:47:35.890Z,2022-10-02T14:47:38Z,3814968683,13,,3814968685,56,Back,3814968689,265,,3814968731,233,368,3814968687,152,,3814968691,285,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544707,371,13,1,46,12,2f7gua216miwsfd83rgjsn4ap,1,77.4,64.2,2022-10-02T14:48:15.017Z,2022-10-02T14:48:33Z,3814972833,230,98.9,3814972831,458,,3814971515,18,,3814972821,120,,3814972827,102,49.1,3814972835,231,50.5,3814972829,103,51.4,3814972825,85,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,3814971513,26,,3814972331,20,,,3814971517,56,,,,,,,,,,,,,,,Center,,,,,,,,
2466544759,372,5,1,46,13,2f7gua216miwsfd83rgjsn4ap,0,101.4,51.8,2022-10-02T14:48:16.241Z,2022-10-02T14:48:43Z,3814971769,346,,3814971765,56,Center,3814971815,233,440,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544723,440,5,1,46,13,6yhza3xbfafj5c9897mbkbudn,1,-1.4,48.2,2022-10-02T14:48:16.241Z,2022-10-02T14:51:57Z,3814971799,233,372,3814971593,56,Back,3814971595,346,,,,,,,,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544993,373,30,1,46,14,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T14:48:16.907Z,2022-10-02T14:48:45Z,3814973051,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466544997,441,30,1,46,14,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-02T14:48:16.925Z,2022-10-02T14:51:33Z,3814973067,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466556821,444,18,2,45,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-02T15:03:46.680Z,2022-10-02T15:03:47Z,3815035967,55,445,3815035917,42,,3815035919,44,Defender,3815035921,59,21,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466556825,445,19,2,45,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-02T15:03:46.681Z,2022-10-02T15:03:47Z,3815035941,59,22,3815035943,292,4,3815035945,293,5,3815035949,55,444,3815035935,42,,3815035939,145,5,3815035947,44,Defender,,,,cnvvojztptyxqfs8vd3fciok5,L. Wensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466557943,380,18,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.256Z,2022-10-02T15:05:03Z,3815042271,55,381,3815042165,59,13,3815042161,42,,3815042163,44,Forward,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466557955,381,19,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.257Z,2022-10-02T15:05:04Z,3815042243,55,380,3815042231,59,11,3815042233,292,8,3815042241,44,Forward,3815042237,293,1,3815042229,145,11,3815042225,42,,,,,6pgjx4bd90q1d1vof7bonhjx0,L. Elmazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558063,382,18,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.356Z,2022-10-02T15:05:11Z,3815042971,55,383,3815042859,42,,3815042861,44,Defender,3815042863,59,18,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558069,383,19,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.357Z,2022-10-02T15:05:11Z,3815042907,44,Midfielder,3815042909,55,382,3815042905,293,4,3815042899,145,4,3815042895,42,,3815042903,292,7,3815042901,59,9,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558169,384,18,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.456Z,2022-10-02T15:05:17Z,3815043501,44,Defender,3815043503,59,29,3815043603,55,385,3815043499,42,,,,,,,,,,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466558179,385,19,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:12.457Z,2022-10-02T15:05:17Z,3815043541,42,,3815043545,145,3,3815043549,292,3,3815043555,55,384,3815043547,59,3,3815043553,44,Defender,3815043551,293,1,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466557799,375,32,2,45,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-02T15:04:22.256Z,2022-10-02T15:04:52Z,3815041351,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466557323,446,32,2,45,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-02T15:04:22.256Z,2022-10-02T15:04:22Z,3815038759,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466557373,447,1,2,45,0,6yhza3xbfafj5c9897mbkbudn,1,50.1,49.9,2022-10-02T15:04:22.356Z,2022-10-02T15:04:26Z,3815039017,213,3.4,3815039011,140,35.0,3815039013,141,42.8,3815039019,279,S,3815039015,212,16.6,3815039009,56,Back,,,,,,,dzisqj9zjrxdxmqeu8kof95d6,S. Fölmli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
