id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2461810293,3,45,1,0,15,nuaf3wtujl8erbciumch6c65,0,71.6,93.2,2022-09-18T11:03:11.392Z,2022-09-18T11:03:15Z,3789844635,56,Left,3789844637,286,,3789844851,233,9,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810333,9,3,1,0,15,6yhza3xbfafj5c9897mbkbudn,1,28.4,6.8,2022-09-18T11:03:11.392Z,2022-09-18T11:03:14Z,3789844811,56,Back,3789844813,285,,3789844843,233,3,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810371,10,1,1,0,19,6yhza3xbfafj5c9897mbkbudn,1,31.4,15.1,2022-09-18T11:03:14.465Z,2022-09-18T11:03:16Z,3789845007,213,0.1,3789844997,140,57.1,3789844995,56,Right,3789845003,212,27.1,3789844999,141,19.1,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810395,11,1,1,0,21,6yhza3xbfafj5c9897mbkbudn,1,57.1,19.1,2022-09-18T11:03:16.738Z,2022-09-18T11:03:18Z,3789845105,56,Center,3789845107,140,53.6,3789845123,213,2.2,3789845117,212,5.9,3789845111,141,25.8,,,,,,,,,,8os606vx3apb3abv88vtbkb85,G. Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810409,12,1,1,0,23,6yhza3xbfafj5c9897mbkbudn,0,53.6,25.8,2022-09-18T11:03:18.801Z,2022-09-18T11:03:20Z,3789845201,213,5.7,3789845203,1,,3789845195,140,79.8,3789845197,141,0.0,3789845193,56,Right,3789845199,212,33.1,,,,,,,877yaw4haawqhe5n0wlbeln56,M. Büchele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810569,4,5,1,0,24,nuaf3wtujl8erbciumch6c65,1,20.8,101.3,2022-09-18T11:03:20.146Z,2022-09-18T11:10:19Z,3789845973,347,,3789845971,56,Back,3789845977,233,13,,,,,,,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810415,13,5,1,0,24,6yhza3xbfafj5c9897mbkbudn,0,79.2,-1.3,2022-09-18T11:03:20.146Z,2022-09-18T11:03:35Z,3789845229,56,Right,3789845231,347,,3789845999,233,4,,,,,,,,,,,,,,,,877yaw4haawqhe5n0wlbeln56,M. Büchele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810585,5,1,1,0,39,nuaf3wtujl8erbciumch6c65,0,21.1,100,2022-09-18T11:03:34.941Z,2022-09-18T11:03:36Z,3789846029,140,37.6,3789846025,107,,3789846035,213,6.0,3789846033,212,18.0,3789846027,56,Back,3789846031,141,94.1,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810609,14,8,1,0,41,6yhza3xbfafj5c9897mbkbudn,1,59,5.9,2022-09-18T11:03:36.595Z,2022-09-18T11:15:52Z,3789846151,15,,3789846145,56,Right,,,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810839,6,5,1,0,41,nuaf3wtujl8erbciumch6c65,1,36.9,101.7,2022-09-18T11:03:37.181Z,2022-09-18T11:04:01Z,3789847249,233,15,3789847245,56,Back,3789847247,347,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810629,15,5,1,0,41,6yhza3xbfafj5c9897mbkbudn,0,63.1,-1.7,2022-09-18T11:03:37.181Z,2022-09-18T11:10:19Z,3789847271,233,6,3789846247,347,,3789846239,56,Right,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810859,7,1,1,1,5,nuaf3wtujl8erbciumch6c65,0,33.6,100,2022-09-18T11:04:01.325Z,2022-09-18T11:04:04Z,3789847359,1,,3789847349,56,Left,3789847347,107,,3789847357,213,6.1,3789847351,140,56.4,3789847353,141,94.4,3789847355,212,24.4,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810865,8,43,1,1,8,nuaf3wtujl8erbciumch6c65,1,0,0,2022-09-18T11:04:03.917Z,2022-09-18T11:04:11Z,3789847389,56,Left,3789847391,286,0,3789847737,144,44,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810879,9,4,1,1,10,nuaf3wtujl8erbciumch6c65,1,51.4,93.5,2022-09-18T11:04:06.382Z,2022-09-18T11:04:09Z,3789847701,233,16,3789847469,152,,3789847467,56,Left,3789847473,286,,3789847683,294,,3789847465,13,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461810897,16,4,1,1,10,6yhza3xbfafj5c9897mbkbudn,0,48.6,6.5,2022-09-18T11:04:06.383Z,2022-09-18T11:04:09Z,3789847567,294,,3789847569,56,Back,3789847565,13,,3789847669,233,9,3789847573,285,,3789847571,152,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811005,10,1,1,1,18,nuaf3wtujl8erbciumch6c65,1,53.8,92.9,2022-09-18T11:04:14.142Z,2022-09-18T11:04:17Z,3789848107,213,3.2,3789848097,152,,3789848105,212,20.3,3789848101,140,34.5,3789848103,141,90.2,3789848095,5,,3789848099,56,Back,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811017,11,1,1,1,22,nuaf3wtujl8erbciumch6c65,1,25,87.7,2022-09-18T11:04:17.501Z,2022-09-18T11:04:19Z,3789848185,1,,3789848183,213,4.8,3789848179,141,28.9,3789848181,212,40.2,3789848175,56,Back,3789848177,140,28.9,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811075,12,1,1,1,23,nuaf3wtujl8erbciumch6c65,1,29.8,30,2022-09-18T11:04:19.069Z,2022-09-18T11:04:24Z,3789848429,141,54.5,3789848433,213,2.2,3789848431,212,20.1,3789848427,140,19.1,3789848425,56,Back,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811109,13,1,1,1,28,nuaf3wtujl8erbciumch6c65,1,19.2,54.5,2022-09-18T11:04:24.013Z,2022-09-18T12:04:01Z,3789848603,56,Back,3789848607,141,25.3,3789848611,213,5.1,3789848609,212,21.5,3789848605,140,27.1,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811141,14,1,1,1,31,nuaf3wtujl8erbciumch6c65,1,27.7,25.3,2022-09-18T11:04:26.573Z,2022-09-18T11:04:29Z,3789848757,213,1.6,3789848755,212,18.0,3789848753,141,51.8,3789848751,140,27.3,3789848749,56,Back,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811159,15,1,1,1,33,nuaf3wtujl8erbciumch6c65,1,25.5,46.7,2022-09-18T11:04:29.069Z,2022-09-18T11:04:30Z,3789848815,140,25.7,3789848813,56,Back,3789848817,141,25.3,3789848821,213,4.7,3789848819,212,14.6,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811187,16,1,1,1,34,nuaf3wtujl8erbciumch6c65,1,25.7,25.3,2022-09-18T11:04:30.381Z,2022-09-18T11:04:32Z,3789848939,212,21.3,3789848937,141,50.7,3789848941,213,2.2,3789848933,56,Back,3789848935,140,13.9,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811237,17,1,1,1,37,nuaf3wtujl8erbciumch6c65,1,14,49.9,2022-09-18T11:04:32.860Z,2022-09-18T11:04:36Z,3789849169,212,23.5,3789849167,141,19.5,3789849163,56,Back,3789849171,213,5.2,3789849165,140,24.7,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811259,18,1,1,1,41,nuaf3wtujl8erbciumch6c65,0,24.4,18,2022-09-18T11:04:36.637Z,2022-09-18T11:04:38Z,3789849243,141,19.7,3789849237,155,,3789849241,140,59.0,3789849245,212,36.3,3789849247,213,0.0,3789849249,1,,3789849239,56,Right,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811285,17,1,1,1,44,6yhza3xbfafj5c9897mbkbudn,1,39.8,82.3,2022-09-18T11:04:39.842Z,2022-09-18T11:04:42Z,3789849367,56,Left,3789849365,3,,3789849375,213,0.5,3789849369,140,54.8,3789849373,212,17.8,3789849371,141,94.4,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811289,18,49,1,1,46,6yhza3xbfafj5c9897mbkbudn,1,54.8,94.4,2022-09-18T11:04:42.210Z,2022-09-18T11:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811337,19,1,1,1,46,6yhza3xbfafj5c9897mbkbudn,1,54.8,94.4,2022-09-18T11:04:42.416Z,2022-09-18T11:04:47Z,3789849595,141,77.3,3789849601,1,,3789849593,140,25.5,3789849591,56,Back,3789849597,212,32.9,3789849599,213,3.5,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811377,20,1,1,1,51,6yhza3xbfafj5c9897mbkbudn,1,30.7,65.2,2022-09-18T11:04:46.977Z,2022-09-18T11:04:50Z,3789849781,56,Back,3789849783,140,29.4,3789849785,141,36.4,3789849787,212,19.6,3789849789,213,4.6,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811413,21,1,1,1,54,6yhza3xbfafj5c9897mbkbudn,1,31.2,34.3,2022-09-18T11:04:50.241Z,2022-09-18T11:04:53Z,3789849975,212,45.6,3789849969,56,Left,3789849967,155,,3789849971,140,52.9,3789849973,141,92.4,3789849977,213,1.0,3789849979,1,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811447,22,1,1,1,58,6yhza3xbfafj5c9897mbkbudn,1,46,92.1,2022-09-18T11:04:53.649Z,2022-09-18T11:04:57Z,3789850111,140,30.3,3789850113,141,76.7,3789850109,56,Back,3789850115,212,19.5,3789850117,213,3.7,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811487,23,1,1,2,2,6yhza3xbfafj5c9897mbkbudn,1,27,70.4,2022-09-18T11:04:57.713Z,2022-09-18T11:05:01Z,3789850283,213,4.7,3789850279,141,37.3,3789850281,212,22.5,3789850277,140,26.9,3789850275,56,Back,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811521,24,1,1,2,5,6yhza3xbfafj5c9897mbkbudn,1,27.3,24.3,2022-09-18T11:05:01.280Z,2022-09-18T11:05:04Z,3789850447,140,55.5,3789850453,213,5.9,3789850445,56,Right,3789850451,212,31.9,3789850449,141,6.7,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811543,25,1,1,2,9,6yhza3xbfafj5c9897mbkbudn,1,55.1,7.9,2022-09-18T11:05:04.481Z,2022-09-18T11:05:06Z,3789850585,56,Center,3789850587,140,62.1,3789850591,212,15.6,3789850593,213,1.1,3789850589,141,28.2,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811535,19,45,1,2,10,nuaf3wtujl8erbciumch6c65,0,32.4,77.6,2022-09-18T11:05:05.852Z,2022-09-18T11:05:11Z,3789850903,233,29,3789850547,285,,3789850545,56,Back,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811599,29,3,1,2,10,6yhza3xbfafj5c9897mbkbudn,1,67.6,22.4,2022-09-18T11:05:05.852Z,2022-09-18T11:56:28Z,3789850875,233,19,3789850869,286,,3789850867,56,Center,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811559,26,3,1,2,11,6yhza3xbfafj5c9897mbkbudn,0,66,20.4,2022-09-18T11:05:06.561Z,2022-09-18T11:05:08Z,3789850659,56,Right,3789850661,286,,3789850695,233,20,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811561,20,7,1,2,11,nuaf3wtujl8erbciumch6c65,0,34,79.6,2022-09-18T11:05:06.562Z,2022-09-18T11:05:08Z,3789850677,233,26,3789850665,56,Back,3789850667,285,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811583,21,45,1,2,12,nuaf3wtujl8erbciumch6c65,0,32.3,74.7,2022-09-18T11:05:08.353Z,2022-09-18T11:05:45Z,3789853217,233,27,3789850803,285,,3789850801,56,Back,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811565,27,3,1,2,12,6yhza3xbfafj5c9897mbkbudn,1,67.7,25.3,2022-09-18T11:05:08.353Z,2022-09-18T11:05:44Z,3789850683,286,,3789850681,56,Center,3789853191,233,21,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811585,28,1,1,2,13,6yhza3xbfafj5c9897mbkbudn,1,59.7,22.2,2022-09-18T11:05:09.282Z,2022-09-18T11:05:10Z,3789850815,140,64.4,3789850821,213,0.8,3789850819,212,7.2,3789850813,56,Center,3789850817,141,29.9,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811611,30,1,1,2,15,6yhza3xbfafj5c9897mbkbudn,0,71.5,20.7,2022-09-18T11:05:11.329Z,2022-09-18T11:05:12Z,3789850947,212,11.4,3789850945,141,32.8,3789850943,140,79.0,3789850941,56,Center,3789850949,213,0.8,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811617,22,49,1,2,17,nuaf3wtujl8erbciumch6c65,1,23.5,72.4,2022-09-18T11:05:12.668Z,2022-09-18T11:05:29Z,,,,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811661,23,1,1,2,17,nuaf3wtujl8erbciumch6c65,1,23.5,72.4,2022-09-18T11:05:12.909Z,2022-09-18T11:05:33Z,3789851143,56,Back,3789851147,141,89.3,3789851149,212,11.8,3789851145,140,25.9,3789851151,213,1.4,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811683,24,1,1,2,20,nuaf3wtujl8erbciumch6c65,1,26.1,89.1,2022-09-18T11:05:15.484Z,2022-09-18T11:05:36Z,3789851217,56,Back,3789851221,141,93.5,3789851223,212,6.9,3789851225,213,2.7,3789851219,140,20.2,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811721,25,1,1,2,21,nuaf3wtujl8erbciumch6c65,1,20.1,93.3,2022-09-18T11:05:17.132Z,2022-09-18T11:05:20Z,3789851389,157,,3789851399,213,6.2,3789851401,1,,3789851397,212,35.0,3789851393,140,53.4,3789851391,56,Left,3789851395,141,90.6,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811745,26,1,1,2,25,nuaf3wtujl8erbciumch6c65,0,54.7,94.5,2022-09-18T11:05:20.860Z,2022-09-18T11:05:22Z,3789851489,212,27.3,3789851487,141,100.0,3789851491,213,0.2,3789851485,140,80.4,3789851483,56,Left,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461811749,27,5,1,2,26,nuaf3wtujl8erbciumch6c65,0,75.8,101.1,2022-09-18T11:05:22.437Z,2022-09-18T11:05:43Z,3789853075,233,31,3789851509,347,,3789851507,56,Left,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461812017,31,5,1,2,26,6yhza3xbfafj5c9897mbkbudn,1,24.2,-1.1,2022-09-18T11:05:22.437Z,2022-09-18T11:10:19Z,3789853031,347,,3789853045,233,27,3789853029,56,Back,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461812089,32,1,1,2,50,6yhza3xbfafj5c9897mbkbudn,1,28.5,0,2022-09-18T11:05:46.354Z,2022-09-18T11:05:48Z,3789853479,107,,3789853483,140,46.7,3789853481,56,Back,3789853485,141,7.9,3789853487,212,20.1,3789853489,213,0.3,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461812131,33,44,1,2,52,6yhza3xbfafj5c9897mbkbudn,1,41.2,6.6,2022-09-18T11:05:48.130Z,2022-09-18T11:05:50Z,3789853679,285,,3789853693,233,29,3789853675,56,Back,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
