id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2463563467,8,1,1,0,19,dpp6fex0mdxsxhdct2qf66x5n,1,76.4,83,2022-09-23T17:17:57.746Z,2022-09-23T18:09:14Z,3799144883,141,74.4,3799144881,140,92.4,3799218381,210,15,3799144887,213,5.9,3799144885,212,17.8,3799144879,56,Center,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563473,9,15,1,0,20,dpp6fex0mdxsxhdct2qf66x5n,1,90.4,72.8,2022-09-23T17:17:58.810Z,2022-09-23T18:09:14Z,3799218171,22,,3799144915,56,Center,3799218383,78,,3799218395,146,92.3,3799218173,64,,3799218387,55,8,3799218287,82,,3799218391,102,51.2,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,3799218401,231,55.8,3799218399,230,98.4,3799218283,72,3799218295,233,4,3799218397,147,68.6,3799218385,29,3799218393,103,19,,,,,,,,,,,,,,,
2463563477,4,10,1,0,20,4e5523it4v7s6kkakelbj9si5,1,8.6,28.9,2022-09-23T17:17:58.910Z,2022-09-23T18:08:49Z,3799218127,94,,3799218299,233,9,3799144931,56,Back,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563511,5,4,1,0,26,4e5523it4v7s6kkakelbj9si5,1,9.1,27.7,2022-09-23T17:18:04.441Z,2022-09-23T17:18:07Z,3799145115,152,,3799145179,233,10,3799145113,56,Back,3799145117,285,,3799145111,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563519,10,4,1,0,26,dpp6fex0mdxsxhdct2qf66x5n,0,90.9,72.3,2022-09-23T17:18:04.442Z,2022-09-23T17:18:08Z,3799145147,10,,3799145151,152,,3799145207,233,5,3799145153,286,,3799145149,56,Center,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563561,6,1,1,0,35,4e5523it4v7s6kkakelbj9si5,1,8.6,28.9,2022-09-23T17:18:13.335Z,2022-09-23T17:18:16Z,3799145437,140,17.8,3799145433,56,Back,3799145429,152,,3799145441,212,11.9,3799145443,213,5.7,3799145427,5,,3799145439,141,18.6,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563563,7,1,1,0,38,4e5523it4v7s6kkakelbj9si5,1,17.8,18.6,2022-09-23T17:18:16.742Z,2022-09-23T17:20:26Z,3799145455,213,2.5,3799145451,141,28.5,3799145447,56,Back,3799145449,140,9.5,3799145453,212,11.0,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563567,8,1,1,0,40,4e5523it4v7s6kkakelbj9si5,1,9.5,28.5,2022-09-23T17:18:18.134Z,2022-09-23T17:18:19Z,3799145477,212,14.1,3799145481,213,1.7,3799145473,141,49.0,3799145469,140,7.4,3799145465,56,Back,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563585,9,1,1,0,40,4e5523it4v7s6kkakelbj9si5,1,7.4,49,2022-09-23T17:18:18.935Z,2022-09-23T17:18:23Z,3799145561,212,15.2,3799145559,141,27.6,3799145555,56,Back,3799145563,213,5.0,3799145557,140,11.5,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563595,10,1,1,0,44,4e5523it4v7s6kkakelbj9si5,1,11.9,17,2022-09-23T17:18:22.966Z,2022-09-23T17:18:25Z,3799145615,141,1.9,3799145619,213,5.2,3799145617,212,11.6,3799145613,140,17.0,3799145611,56,Back,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563607,11,1,1,0,47,4e5523it4v7s6kkakelbj9si5,0,17.5,2.6,2022-09-23T17:18:25.111Z,2022-09-23T17:20:30Z,3799145683,141,4.4,3799145677,155,,3799145679,56,Back,3799145685,212,23.2,3799145687,213,0.1,3799145681,140,39.6,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563613,11,61,1,0,50,dpp6fex0mdxsxhdct2qf66x5n,1,60,92.7,2022-09-23T17:18:28.419Z,2022-09-23T18:09:22Z,3799145701,56,Left,,,,,,,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563637,12,5,1,0,50,4e5523it4v7s6kkakelbj9si5,1,35.8,-1.5,2022-09-23T17:18:28.898Z,2022-09-23T17:35:12Z,3799145823,56,Back,3799145827,233,12,3799145825,347,,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563615,12,5,1,0,50,dpp6fex0mdxsxhdct2qf66x5n,0,64.2,101.5,2022-09-23T17:18:28.898Z,2022-09-23T17:18:34Z,3799145705,56,Left,3799145851,233,12,3799145707,347,,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563647,13,1,1,0,55,4e5523it4v7s6kkakelbj9si5,1,35.6,0,2022-09-23T17:18:33.910Z,2022-09-23T17:18:36Z,3799145885,140,37.6,3799145881,107,,3799145887,141,6.8,3799145889,212,5.7,3799145891,213,1.2,3799145883,56,Back,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563649,14,1,1,0,58,4e5523it4v7s6kkakelbj9si5,0,41.2,5.3,2022-09-23T17:18:36.390Z,2022-09-23T17:18:37Z,3799145897,56,Back,3799145905,213,6.2,3799145903,212,2.6,3799145899,140,43.7,3799145901,141,5.0,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563651,13,61,1,0,59,dpp6fex0mdxsxhdct2qf66x5n,1,59,96.3,2022-09-23T17:18:37.737Z,2022-09-23T17:18:37Z,3799145907,56,Left,,,,,,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563681,14,5,1,1,0,dpp6fex0mdxsxhdct2qf66x5n,0,62.2,102,2022-09-23T17:18:38.231Z,2022-09-23T17:35:12Z,3799146061,347,,3799146059,56,Left,3799146083,233,15,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563677,15,5,1,1,0,4e5523it4v7s6kkakelbj9si5,1,37.8,-2,2022-09-23T17:18:38.231Z,2022-09-23T17:18:44Z,3799146043,347,,3799146041,56,Back,3799146077,233,14,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563695,16,1,1,1,5,4e5523it4v7s6kkakelbj9si5,1,40.9,0,2022-09-23T17:18:43.670Z,2022-09-23T17:18:46Z,3799146135,213,0.5,3799146131,141,2.6,3799146129,140,46.7,3799146127,56,Back,3799146133,212,6.8,3799146125,107,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563719,17,1,1,1,8,4e5523it4v7s6kkakelbj9si5,1,43.5,1.9,2022-09-23T17:18:46.454Z,2022-09-23T17:18:50Z,3799146267,212,17.6,3799146261,56,Back,3799146265,141,3.4,3799146263,140,26.8,3799146269,213,3.1,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563733,18,1,1,1,12,4e5523it4v7s6kkakelbj9si5,1,25.6,10.6,2022-09-23T17:18:50.646Z,2022-09-23T17:18:53Z,3799146359,213,1.8,3799146355,141,49.6,3799146351,56,Back,3799146357,212,27.2,3799146353,140,19.7,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563737,19,1,1,1,14,4e5523it4v7s6kkakelbj9si5,1,20.8,52.2,2022-09-23T17:18:52.886Z,2022-09-23T18:08:48Z,3799146369,56,Back,3799146373,141,68.5,3799146375,212,11.7,3799146371,140,24.3,3799146377,213,1.3,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563755,20,1,1,1,16,4e5523it4v7s6kkakelbj9si5,1,27,66.7,2022-09-23T17:18:54.966Z,2022-09-23T17:18:57Z,3799146469,140,23.1,3799146473,212,12.9,3799146475,213,4.4,3799146471,141,48.7,3799146467,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563773,21,1,1,1,19,4e5523it4v7s6kkakelbj9si5,1,23.9,44.9,2022-09-23T17:18:57.398Z,2022-09-23T18:08:49Z,3799146567,212,15.5,3799146561,56,Back,3799146565,141,22.8,3799146563,140,27.4,3799146569,213,5.0,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563781,22,1,1,1,21,4e5523it4v7s6kkakelbj9si5,1,28,28.2,2022-09-23T17:19:00.022Z,2022-09-23T17:19:02Z,3799146605,213,2.2,3799146597,56,Back,3799146601,141,46.4,3799146603,212,15.6,3799146599,140,19.0,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563809,23,1,1,1,23,4e5523it4v7s6kkakelbj9si5,1,18.9,46.6,2022-09-23T17:19:01.911Z,2022-09-23T17:19:32Z,3799146743,212,41.0,3799146739,140,57.4,3799146747,1,,3799146737,56,Center,3799146741,141,36.9,3799146735,155,,3799146745,213,6.1,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563811,24,44,1,1,27,4e5523it4v7s6kkakelbj9si5,1,56.8,39.8,2022-09-23T17:19:05.328Z,2022-09-23T18:17:21Z,3799146773,233,15,3799146751,56,Center,3799146753,286,,,,,,,,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563803,15,44,1,1,27,dpp6fex0mdxsxhdct2qf66x5n,0,43.2,60.2,2022-09-23T17:19:05.329Z,2022-09-23T18:09:39Z,3799146785,233,24,3799146705,285,,3799146703,56,Back,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563819,25,1,1,1,28,4e5523it4v7s6kkakelbj9si5,0,57.4,36.9,2022-09-23T17:19:06.246Z,2022-09-23T18:17:23Z,3799146799,3,,3799146811,213,0.5,3799146803,56,Center,3799146809,212,19.3,3799146801,168,,3799146807,141,49.6,3799146805,140,73.8,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563827,16,49,1,1,31,dpp6fex0mdxsxhdct2qf66x5n,1,27.6,18.9,2022-09-23T17:19:09.514Z,2022-09-23T17:19:09Z,,,,,,,,,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563829,17,1,1,1,32,dpp6fex0mdxsxhdct2qf66x5n,0,27.6,18.9,2022-09-23T17:19:10.417Z,2022-09-23T17:19:11Z,3799146869,213,6.0,3799146863,140,34.6,3799146865,141,15.6,3799146861,56,Back,3799146859,155,,3799146867,212,7.7,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563851,28,49,1,1,34,4e5523it4v7s6kkakelbj9si5,1,74.5,98,2022-09-23T17:19:12.846Z,2022-09-23T17:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563833,26,43,1,1,35,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-09-23T17:19:13.350Z,2022-09-23T17:19:24Z,3799147087,144,8,3799146885,56,Left,3799146887,15,0,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563845,27,61,1,1,38,4e5523it4v7s6kkakelbj9si5,0,77.1,97.1,2022-09-23T17:19:16.830Z,2022-09-23T17:21:29Z,3799146959,56,Left,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563849,18,5,1,1,39,dpp6fex0mdxsxhdct2qf66x5n,1,24,-1.6,2022-09-23T17:19:17.282Z,2022-09-23T17:19:22Z,3799146973,56,Back,3799147021,233,29,3799146975,347,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563859,29,5,1,1,39,4e5523it4v7s6kkakelbj9si5,0,76,101.6,2022-09-23T17:19:17.282Z,2022-09-23T17:35:12Z,3799147041,233,18,3799147001,56,Left,3799147003,347,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563879,19,1,1,1,47,dpp6fex0mdxsxhdct2qf66x5n,1,28.1,0,2022-09-23T17:19:25.668Z,2022-09-23T17:19:27Z,3799147133,141,11.9,3799147125,107,,3799147127,56,Back,3799147131,140,33.8,3799147137,213,1.0,3799147135,212,10.7,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563891,20,1,1,1,49,dpp6fex0mdxsxhdct2qf66x5n,0,33.8,11.9,2022-09-23T17:19:27.146Z,2022-09-23T18:09:52Z,3799147185,213,5.2,3799147179,140,38.4,3799147181,141,0.0,3799147177,56,Back,3799147183,212,10.6,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563893,21,5,1,1,50,dpp6fex0mdxsxhdct2qf66x5n,0,34.8,-1.8,2022-09-23T17:19:28.759Z,2022-09-23T17:35:13Z,3799147187,56,Back,3799147271,233,30,3799147189,347,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563907,30,5,1,1,50,4e5523it4v7s6kkakelbj9si5,1,65.2,101.8,2022-09-23T17:19:28.759Z,2022-09-23T17:19:33Z,3799147249,347,,3799147251,233,21,3799147247,56,Left,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563943,31,1,1,1,57,4e5523it4v7s6kkakelbj9si5,1,68.8,100,2022-09-23T17:19:35.351Z,2022-09-23T17:19:39Z,3799147439,141,91.8,3799147427,107,,3799147443,212,29.0,3799147435,140,41.9,3799147445,213,3.4,3799147431,56,Back,3799147447,1,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563959,32,1,1,2,0,4e5523it4v7s6kkakelbj9si5,1,37.6,88.3,2022-09-23T17:19:38.950Z,2022-09-23T17:19:43Z,3799147551,1,,3799147541,56,Back,3799147547,212,33.1,3799147543,140,32.1,3799147549,213,4.5,3799147545,141,40.3,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563967,33,1,1,2,4,4e5523it4v7s6kkakelbj9si5,1,30.8,45.5,2022-09-23T17:19:42.966Z,2022-09-23T17:19:44Z,3799147587,140,25.4,3799147593,213,2.0,3799147585,56,Back,3799147589,141,64.9,3799147591,212,14.4,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463563993,34,1,1,2,6,4e5523it4v7s6kkakelbj9si5,1,25.1,66.3,2022-09-23T17:19:44.726Z,2022-09-23T18:17:26Z,3799147727,140,28.3,3799147725,56,Back,3799147733,213,1.3,3799147731,212,13.7,3799147729,141,85.9,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463564009,35,1,1,2,9,4e5523it4v7s6kkakelbj9si5,1,28.9,87.7,2022-09-23T17:19:47.557Z,2022-09-23T17:19:50Z,3799147819,1,,3799147813,141,52.1,3799147809,56,Center,3799147815,212,39.0,3799147817,213,5.6,3799147811,140,58.0,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463564019,36,1,1,2,12,4e5523it4v7s6kkakelbj9si5,1,58,52.1,2022-09-23T17:19:50.358Z,2022-09-23T17:19:52Z,3799147871,140,46.9,3799147877,213,2.6,3799147875,212,13.5,3799147873,141,62.0,3799147869,56,Back,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463564025,37,1,1,2,13,4e5523it4v7s6kkakelbj9si5,1,46.9,62,2022-09-23T17:19:52.006Z,2022-09-23T17:20:21Z,3799147919,213,4.8,3799147913,140,47.8,3799147915,141,48.7,3799147909,3,,3799147911,56,Back,3799147917,212,9.1,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
