id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2503344775,4,1,1,0,12,4e5523it4v7s6kkakelbj9si5,1,25.7,12.9,2023-02-03T18:15:47.733Z,2023-02-03T18:15:49Z,4009253711,141,4.0,4009253709,140,25.3,4009253707,56,Back,4009253715,213,4.6,4009253713,212,6.1,,,,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344779,5,1,1,0,14,4e5523it4v7s6kkakelbj9si5,0,25.5,4,2023-02-03T18:15:49.045Z,2023-02-03T18:15:50Z,4009253727,56,Back,4009253763,286,,4009253759,233,8,4009253731,141,1.7,4009253733,212,4.1,4009253757,236,,4009253729,140,29.1,4009253735,213,5.9,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344777,8,74,1,0,14,2f7gua216miwsfd83rgjsn4ap,1,70.4,94.8,2023-02-03T18:15:49.046Z,2023-02-03T19:08:49Z,4009253723,56,Left,4009253725,285,,4009253771,233,5,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344823,6,5,1,0,15,4e5523it4v7s6kkakelbj9si5,1,30.8,-1.6,2023-02-03T18:15:50.140Z,2023-02-03T18:29:23Z,4009253955,347,,4009253979,233,9,4009253951,56,Back,,,,,,,,,,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344785,9,5,1,0,15,2f7gua216miwsfd83rgjsn4ap,0,69.2,101.6,2023-02-03T18:15:50.140Z,2023-02-03T18:15:56Z,4009253765,56,Left,4009253767,347,,4009253983,233,6,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344887,7,1,1,0,25,4e5523it4v7s6kkakelbj9si5,1,29.5,0,2023-02-03T18:15:59.989Z,2023-02-03T18:16:02Z,4009254211,141,9.4,4009254209,140,37.0,4009254205,107,,4009254213,212,10.7,4009254215,213,0.7,4009254207,56,Back,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344907,8,1,1,0,27,4e5523it4v7s6kkakelbj9si5,1,37,9.4,2023-02-03T18:16:02.438Z,2023-02-03T18:16:03Z,4009254321,212,5.7,4009254319,141,5.0,4009254315,56,Back,4009254317,140,32.4,4009254323,213,3.7,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344913,9,1,1,0,28,4e5523it4v7s6kkakelbj9si5,1,32.4,5,2023-02-03T18:16:03.446Z,2023-02-03T18:16:04Z,4009254351,140,34.5,4009254357,213,1.1,4009254349,56,Back,4009254355,212,4.6,4009254353,141,11.0,,,,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344935,10,1,1,0,29,4e5523it4v7s6kkakelbj9si5,1,34.5,11,2023-02-03T18:16:04.549Z,2023-02-03T18:16:07Z,4009254447,140,27.8,4009254451,212,19.3,4009254449,141,37.4,4009254445,56,Back,4009254453,213,1.9,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344965,11,1,1,0,32,4e5523it4v7s6kkakelbj9si5,1,26.6,37.3,2023-02-03T18:16:06.885Z,2023-02-03T18:16:10Z,4009254567,56,Back,4009254573,212,27.6,4009254575,213,1.4,4009254571,141,77.6,4009254569,140,30.1,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503344981,12,1,1,0,36,4e5523it4v7s6kkakelbj9si5,1,31.5,84.5,2023-02-03T18:16:10.806Z,2023-02-03T18:16:13Z,4009254637,141,66.0,4009254635,140,29.8,4009254633,56,Back,4009254639,212,12.7,4009254641,213,4.6,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345009,13,1,1,0,39,4e5523it4v7s6kkakelbj9si5,1,30.9,59.6,2023-02-03T18:16:13.814Z,2023-02-03T18:16:17Z,4009254795,212,24.0,4009254793,141,24.4,4009254797,213,4.8,4009254789,56,Back,4009254791,140,32.5,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345043,14,1,1,0,42,4e5523it4v7s6kkakelbj9si5,0,36.3,17,2023-02-03T18:16:17.319Z,2023-02-03T18:16:21Z,4009254949,212,68.3,4009254945,140,100.0,4009254953,213,6.2,4009254943,56,Right,4009254941,155,,4009254957,1,,4009254947,141,7.9,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345051,10,5,1,0,46,2f7gua216miwsfd83rgjsn4ap,1,-1,90.5,2023-02-03T18:16:21.714Z,2023-02-03T18:29:23Z,4009254985,56,Back,4009254987,346,,4009254989,233,15,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345049,15,5,1,0,46,4e5523it4v7s6kkakelbj9si5,0,101,9.5,2023-02-03T18:16:21.714Z,2023-02-03T18:16:23Z,4009254997,233,10,4009254981,346,,4009254979,56,Right,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345223,11,1,1,1,19,2f7gua216miwsfd83rgjsn4ap,1,4.8,41.5,2023-02-03T18:16:53.855Z,2023-02-03T18:16:58Z,4009255849,213,5.9,4009255837,124,,4009255843,140,42.9,4009255855,74,,4009255845,141,16.4,4009255841,56,Back,4009255851,1,,4009255839,155,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,4009255847,212,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345229,12,1,1,1,23,2f7gua216miwsfd83rgjsn4ap,0,43,17.7,2023-02-03T18:16:58.478Z,2023-02-03T18:17:00Z,4009255901,3,,4009255911,212,30.9,4009255903,168,,4009255907,140,72.4,4009255905,56,Right,4009255913,213,0.1,4009255909,141,20.3,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345237,16,49,1,1,26,4e5523it4v7s6kkakelbj9si5,1,28.6,67.3,2023-02-03T18:17:01.351Z,2023-02-03T18:17:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345259,17,1,1,1,26,4e5523it4v7s6kkakelbj9si5,1,28.6,67.3,2023-02-03T18:17:01.607Z,2023-02-03T18:17:04Z,4009256037,141,52.8,4009256041,213,3.7,4009256035,140,12.9,4009256033,56,Back,4009256039,212,19.2,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345283,18,1,1,1,29,4e5523it4v7s6kkakelbj9si5,1,12.4,56.3,2023-02-03T18:17:04.583Z,2023-02-03T18:17:07Z,4009256121,157,,4009256131,213,0.8,4009256127,141,93.0,4009256125,140,35.8,4009256123,56,Back,4009256133,1,,4009256129,212,35.0,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345293,19,1,1,1,32,4e5523it4v7s6kkakelbj9si5,1,36,93.2,2023-02-03T18:17:07.735Z,2023-02-03T19:02:45Z,4009256197,213,3.1,4009256193,141,94.5,4009256195,212,12.8,4009256191,140,23.8,4009256189,56,Back,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345305,20,1,1,1,34,4e5523it4v7s6kkakelbj9si5,1,23.8,94.5,2023-02-03T18:17:09.591Z,2023-02-03T18:17:11Z,4009256269,140,39.0,4009256271,141,89.7,4009256267,56,Back,4009256273,212,16.3,4009256275,213,6.1,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345323,21,1,1,1,36,4e5523it4v7s6kkakelbj9si5,1,39.1,90,2023-02-03T18:17:11.431Z,2023-02-03T18:17:14Z,4009256377,212,10.0,4009256371,56,Back,4009256375,141,91.5,4009256373,140,29.6,4009256379,213,3.0,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345325,22,1,1,1,38,4e5523it4v7s6kkakelbj9si5,0,29.6,91.5,2023-02-03T18:17:13.152Z,2023-02-03T19:03:05Z,4009256387,56,Back,4009256389,140,43.8,4009256391,141,86.2,4009256393,212,15.3,4009256395,213,6.0,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345327,13,1,1,1,39,2f7gua216miwsfd83rgjsn4ap,1,59.2,11.6,2023-02-03T18:17:13.950Z,2023-02-03T18:17:15Z,4009256411,212,4.1,4009256409,141,5.8,4009256405,56,Right,4009256413,213,4.9,4009256407,140,60.1,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345331,15,49,1,1,39,2f7gua216miwsfd83rgjsn4ap,1,60.1,5.8,2023-02-03T18:17:14.750Z,2023-02-03T18:18:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345329,14,43,1,1,40,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-02-03T18:17:15.438Z,2023-02-03T18:18:20Z,4009256427,141,5.8,4009256431,213,3.1,4009257815,144,1,4009256421,155,0,4009256429,212,0,4009256423,56,Right,4009256425,140,60.1,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345339,16,1,1,1,41,2f7gua216miwsfd83rgjsn4ap,1,60.1,5.8,2023-02-03T18:17:15.942Z,2023-02-03T18:17:17Z,4009256483,141,11.4,4009256485,212,4.9,4009256487,213,0.9,4009256479,56,Right,4009256481,140,63.0,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345343,17,1,1,1,42,2f7gua216miwsfd83rgjsn4ap,1,63,11.7,2023-02-03T18:17:16.895Z,2023-02-03T18:17:17Z,4009256505,140,68.7,4009256507,141,4.7,4009256503,56,Right,4009256509,212,7.6,4009256511,213,5.6,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345353,18,1,1,1,42,2f7gua216miwsfd83rgjsn4ap,1,68.7,4.6,2023-02-03T18:17:17.566Z,2023-02-03T18:17:19Z,4009256581,213,3.2,4009256575,140,58.7,4009256573,56,Right,4009256579,212,10.5,4009256577,141,3.4,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345357,19,1,1,1,44,2f7gua216miwsfd83rgjsn4ap,1,57.8,3.4,2023-02-03T18:17:18.934Z,2023-02-03T18:17:20Z,4009256605,141,16.2,4009256603,140,60.0,4009256607,212,9.0,4009256609,213,1.3,4009256601,56,Right,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345373,20,1,1,1,45,2f7gua216miwsfd83rgjsn4ap,1,60,16.2,2023-02-03T18:17:19.879Z,2023-02-03T18:17:22Z,4009256671,212,23.0,4009256665,56,Back,4009256669,141,6.1,4009256667,140,39.1,4009256673,213,3.4,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345393,21,1,1,1,47,2f7gua216miwsfd83rgjsn4ap,1,39.4,9.2,2023-02-03T18:17:22.631Z,2023-02-03T18:17:27Z,4009256771,140,25.7,4009256773,141,32.2,4009256777,213,2.3,4009256775,212,21.2,4009256769,56,Back,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345397,22,1,1,1,52,2f7gua216miwsfd83rgjsn4ap,1,26.3,36.4,2023-02-03T18:17:27.663Z,2023-02-03T18:17:31Z,4009256837,141,76.1,4009256839,212,27.5,4009256833,56,Back,4009256835,140,31.1,4009256841,213,1.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345409,23,1,1,1,56,2f7gua216miwsfd83rgjsn4ap,1,31.2,75.7,2023-02-03T18:17:31.343Z,2023-02-03T18:17:36Z,4009256893,140,30.2,4009256895,141,58.1,4009256899,213,4.6,4009256897,212,12.0,4009256891,56,Back,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345413,24,1,1,2,1,2f7gua216miwsfd83rgjsn4ap,1,35.2,57,2023-02-03T18:17:36.472Z,2023-02-03T18:17:39Z,4009256931,141,73.8,4009256927,56,Back,4009256929,140,36.8,4009256933,212,11.5,4009256935,213,1.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345421,25,1,1,2,4,2f7gua216miwsfd83rgjsn4ap,1,38.9,78.8,2023-02-03T18:17:39.655Z,2023-02-03T18:17:42Z,4009256991,140,62.4,4009256989,56,Left,4009256997,213,0.4,4009256993,141,94.4,4009256995,212,26.9,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345427,26,1,1,2,7,2f7gua216miwsfd83rgjsn4ap,0,64.1,95.1,2023-02-03T18:17:42.079Z,2023-02-03T18:17:44Z,4009257033,213,6.0,4009257029,141,87.8,4009257025,56,Left,4009257027,140,79.3,4009257031,212,16.7,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345439,23,43,1,2,10,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-02-03T18:17:45.737Z,2023-02-03T18:17:59Z,4009257413,144,61,4009257089,56,Back,,,,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345443,24,8,1,2,11,4e5523it4v7s6kkakelbj9si5,1,26.1,15.3,2023-02-03T18:17:46.058Z,2023-02-03T18:17:46Z,4009257105,56,Back,,,,,,,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345447,25,49,1,2,12,4e5523it4v7s6kkakelbj9si5,1,26.3,15.5,2023-02-03T18:17:46.921Z,2023-02-03T18:17:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345449,26,1,1,2,12,4e5523it4v7s6kkakelbj9si5,0,26.3,15.5,2023-02-03T18:17:47.144Z,2023-02-03T18:17:47Z,4009257125,212,14.8,4009257123,141,21.2,4009257127,213,0.3,4009257121,140,39.9,4009257119,56,Back,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345451,27,8,1,2,13,2f7gua216miwsfd83rgjsn4ap,1,63,79.3,2023-02-03T18:17:48.152Z,2023-02-03T18:17:48Z,4009257129,56,Left,,,,,,,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345457,28,49,1,2,14,2f7gua216miwsfd83rgjsn4ap,1,61.8,66,2023-02-03T18:17:49.216Z,2023-02-03T18:17:49Z,,,,,,,,,,,,,,,,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345467,29,1,1,2,14,2f7gua216miwsfd83rgjsn4ap,1,61.8,66,2023-02-03T18:17:49.368Z,2023-02-03T18:17:51Z,4009257211,141,66.6,4009257209,140,78.1,4009257207,56,Center,4009257215,213,0.0,4009257213,212,17.1,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345469,30,3,1,2,16,2f7gua216miwsfd83rgjsn4ap,0,79.4,65.2,2023-02-03T18:17:50.895Z,2023-02-03T18:17:58Z,4009257221,286,,4009257219,56,Center,4009257395,233,27,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345495,27,7,1,2,16,4e5523it4v7s6kkakelbj9si5,1,20.6,34.8,2023-02-03T18:17:50.896Z,2023-02-03T18:17:57Z,4009257355,285,,4009257353,56,Back,4009257385,233,30,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345497,28,4,1,2,20,4e5523it4v7s6kkakelbj9si5,1,11.2,25,2023-02-03T18:17:55.166Z,2023-02-03T18:17:57Z,4009257391,233,31,4009257365,265,,4009257363,152,,4009257359,13,,4009257367,285,,4009257361,56,Back,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345489,31,4,1,2,20,2f7gua216miwsfd83rgjsn4ap,0,88.8,75,2023-02-03T18:17:55.167Z,2023-02-03T18:17:58Z,4009257321,152,,4009257317,13,,4009257323,265,,4009257407,233,28,4009257325,286,,4009257319,56,Center,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345565,29,1,1,2,37,4e5523it4v7s6kkakelbj9si5,1,24.4,25.8,2023-02-03T18:18:12.699Z,2023-02-03T18:18:30Z,4009257727,140,12.6,4009257731,212,19.3,4009257721,5,,4009257729,141,47.5,4009257733,213,2.3,4009257725,56,Back,4009257723,152,,4009258031,189,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
