id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2527334881,3,12,1,0,19,nuaf3wtujl8erbciumch6c65,1,37.5,93,2023-04-02T11:03:05.458Z,2023-04-02T11:03:06Z,4156834225,141,100.0,4156834323,167,,4156834217,56,Back,4156834229,213,0.5,4156834221,140,46.7,4156834227,212,11.2,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527334889,4,5,1,0,19,nuaf3wtujl8erbciumch6c65,0,47.4,101.2,2023-04-02T11:03:05.769Z,2023-04-02T11:11:21Z,4156834275,347,,4156834273,56,Back,4156836285,233,9,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335219,9,5,1,0,19,bpx4ib85d65u9oyhglkt36k1b,1,52.6,-1.2,2023-04-02T11:03:05.769Z,2023-04-02T11:03:20Z,4156836219,233,4,4156836173,56,Right,4156836175,347,,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335297,10,1,1,0,33,bpx4ib85d65u9oyhglkt36k1b,1,52.8,0,2023-04-02T11:03:20.073Z,2023-04-02T11:03:23Z,4156836617,107,,4156836619,56,Back,4156836621,140,46.6,4156836627,213,2.0,4156836623,141,17.8,4156836625,212,14.3,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335365,11,1,1,0,37,bpx4ib85d65u9oyhglkt36k1b,1,45.8,18.4,2023-04-02T11:03:23.689Z,2023-04-02T11:03:26Z,4156837001,213,2.7,4156836999,212,22.0,4156836993,56,Back,4156836995,140,26.9,4156836997,141,32.3,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335531,12,1,1,0,39,bpx4ib85d65u9oyhglkt36k1b,1,27.6,35.5,2023-04-02T11:03:26.265Z,2023-04-02T11:03:32Z,4156837913,141,73.4,4156837915,212,26.1,4156837917,213,1.4,4156837911,140,31.5,4156837909,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335635,13,1,1,0,46,bpx4ib85d65u9oyhglkt36k1b,1,41.9,58.9,2023-04-02T11:03:32.329Z,2023-04-02T11:03:36Z,4156838461,141,42.2,4156838465,212,12.9,4156838469,213,4.2,4156838455,56,Back,4156838457,140,36.1,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335683,14,1,1,0,50,bpx4ib85d65u9oyhglkt36k1b,0,38.3,31.3,2023-04-02T11:03:36.793Z,2023-04-02T11:03:38Z,4156838683,140,73.9,4156838685,141,17.0,4156838679,155,,4156838689,213,6.0,4156838681,56,Right,4156838687,212,38.6,4156838691,1,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335719,5,49,1,0,53,nuaf3wtujl8erbciumch6c65,1,24.8,85.3,2023-04-02T11:03:39.947Z,2023-04-02T11:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335743,6,1,1,0,54,nuaf3wtujl8erbciumch6c65,1,24.8,85.3,2023-04-02T11:03:40.317Z,2023-04-02T11:03:41Z,4156838999,212,10.0,4156838993,56,Back,4156838995,140,30.5,4156838997,141,73.5,4156839001,213,5.4,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335763,7,1,1,0,55,nuaf3wtujl8erbciumch6c65,0,30.6,73.3,2023-04-02T11:03:41.587Z,2023-04-02T12:01:13Z,4156839093,212,9.0,4156839095,213,6.2,4156839091,141,72.1,4156839089,140,39.1,4156839087,56,Back,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335803,15,8,1,0,57,bpx4ib85d65u9oyhglkt36k1b,1,60.9,31.2,2023-04-02T11:03:43.465Z,2023-04-02T11:03:43Z,4156839263,56,Center,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335887,8,4,1,1,0,nuaf3wtujl8erbciumch6c65,1,41.1,53.7,2023-04-02T11:03:46.296Z,2023-04-02T11:03:48Z,4156839741,265,,4156839735,13,,4156839743,286,,4156839769,233,16,4156839737,56,Back,4156839739,152,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527335883,16,4,1,1,0,bpx4ib85d65u9oyhglkt36k1b,0,58.9,46.3,2023-04-02T11:03:46.297Z,2023-04-02T11:03:48Z,4156839711,265,,4156839775,233,8,4156839705,13,,4156839709,152,,4156839707,56,Center,4156839713,285,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336119,9,1,1,1,11,nuaf3wtujl8erbciumch6c65,1,42.9,45.2,2023-04-02T11:03:57.661Z,2023-04-02T11:04:01Z,4156840965,56,Back,4156840973,213,4.3,4156840963,152,,4156840971,212,22.8,4156840967,140,33.5,4156840961,5,,4156840969,141,15.0,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336181,10,1,1,1,15,nuaf3wtujl8erbciumch6c65,1,31,6.7,2023-04-02T11:04:01.707Z,2023-04-02T11:04:04Z,4156841259,56,Back,4156841265,212,27.8,4156841267,213,2.3,4156841261,140,13.2,4156841263,141,36.9,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336271,11,1,1,1,18,nuaf3wtujl8erbciumch6c65,1,14.2,36.7,2023-04-02T11:04:04.814Z,2023-04-02T11:04:09Z,4156841741,155,,4156841747,141,44.8,4156841751,213,0.2,4156841749,212,26.8,4156841745,140,39.2,4156841743,56,Back,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336309,12,1,1,1,23,nuaf3wtujl8erbciumch6c65,1,37.5,46.6,2023-04-02T11:04:09.651Z,2023-04-02T11:04:12Z,4156841933,140,26.1,4156841939,213,2.3,4156841931,56,Back,4156841937,212,18.9,4156841935,141,68.1,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336327,13,1,1,1,25,nuaf3wtujl8erbciumch6c65,0,25.6,67.2,2023-04-02T11:04:11.979Z,2023-04-02T12:01:11Z,4156842063,213,5.9,4156842065,1,,4156842059,141,47.0,4156842057,140,62.4,4156842061,212,41.0,4156842053,155,,4156842055,56,Center,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336339,17,49,1,1,26,bpx4ib85d65u9oyhglkt36k1b,1,34.6,49.2,2023-04-02T11:04:13.160Z,2023-04-02T11:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336377,18,1,1,1,27,bpx4ib85d65u9oyhglkt36k1b,1,34.6,49.2,2023-04-02T11:04:13.450Z,2023-04-02T11:04:15Z,4156842265,141,64.0,4156842263,140,32.8,4156842267,212,10.2,4156842261,56,Back,4156842269,213,1.8,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336471,19,1,1,1,28,bpx4ib85d65u9oyhglkt36k1b,1,32.8,64,2023-04-02T11:04:15.080Z,2023-04-02T11:04:19Z,4156842781,213,3.2,4156842773,56,Back,4156842779,212,26.9,4156842777,141,60.9,4156842775,140,7.3,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336591,20,1,1,1,32,bpx4ib85d65u9oyhglkt36k1b,1,7.3,63.4,2023-04-02T11:04:19.049Z,2023-04-02T11:04:23Z,4156843381,213,5.3,4156843373,56,Back,4156843379,212,23.9,4156843377,141,35.1,4156843375,140,20.8,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336695,21,1,1,1,36,bpx4ib85d65u9oyhglkt36k1b,1,22.5,37.1,2023-04-02T11:04:23.144Z,2023-04-02T11:04:27Z,4156843993,56,Back,4156844001,141,30.5,4156844007,213,6.0,4156844005,212,14.6,4156843997,140,35.7,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336769,22,1,1,1,40,bpx4ib85d65u9oyhglkt36k1b,1,41.9,26,2023-04-02T11:04:27.001Z,2023-04-02T11:04:30Z,4156844333,213,5.6,4156844327,140,60.7,4156844329,141,3.8,4156844331,212,24.9,4156844325,56,Right,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336813,23,1,1,1,44,bpx4ib85d65u9oyhglkt36k1b,1,59.2,4.7,2023-04-02T11:04:30.713Z,2023-04-02T11:04:33Z,4156844571,56,Center,4156844577,212,13.0,4156844575,141,23.2,4156844579,213,1.8,4156844573,140,56.0,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336827,24,1,1,1,46,bpx4ib85d65u9oyhglkt36k1b,1,56,23.2,2023-04-02T11:04:32.937Z,2023-04-02T11:04:34Z,4156844699,140,63.0,4156844697,56,Center,4156844701,141,29.9,4156844705,213,0.6,4156844703,212,8.6,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336871,25,1,1,1,47,bpx4ib85d65u9oyhglkt36k1b,1,63,29.9,2023-04-02T11:04:34.153Z,2023-04-02T11:04:36Z,4156844975,212,16.6,4156844973,141,11.2,4156844977,213,5.4,4156844971,140,73.1,4156844969,56,Right,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336881,26,3,1,1,50,bpx4ib85d65u9oyhglkt36k1b,0,78.9,8.8,2023-04-02T11:04:36.681Z,2023-04-02T11:04:39Z,4156845015,56,Right,4156845017,286,,4156845207,233,14,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336903,14,7,1,1,50,nuaf3wtujl8erbciumch6c65,1,21.1,91.2,2023-04-02T11:04:36.682Z,2023-04-02T11:04:39Z,4156845151,285,,4156845149,56,Back,4156845165,233,26,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336917,27,1,1,1,52,bpx4ib85d65u9oyhglkt36k1b,1,72.5,10.1,2023-04-02T11:04:38.504Z,2023-04-02T11:04:39Z,4156845231,212,9.0,4156845225,56,Center,4156845233,213,2.1,4156845229,141,21.4,4156845227,140,68.1,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336905,15,43,1,1,52,nuaf3wtujl8erbciumch6c65,1,0,0,2023-04-02T11:04:38.962Z,2023-04-02T11:04:50Z,4156846231,144,49,,,,,,,,,,,,,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336995,28,1,1,1,53,bpx4ib85d65u9oyhglkt36k1b,1,68.1,21.4,2023-04-02T11:04:39.848Z,2023-04-02T11:04:45Z,4156845687,212,21.0,4156845681,56,Center,4156845685,141,40.3,4156845683,140,52.3,4156845689,213,2.5,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527336925,16,43,1,1,54,nuaf3wtujl8erbciumch6c65,1,0,0,2023-04-02T11:04:40.289Z,2023-04-02T11:05:01Z,4156847513,144,61,4156845283,56,Back,,,,,,,,,,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337065,29,1,1,1,58,bpx4ib85d65u9oyhglkt36k1b,1,55.2,53.1,2023-04-02T11:04:44.936Z,2023-04-02T11:04:49Z,4156846071,141,68.2,4156846075,212,10.3,4156846067,140,55.7,4156846079,213,1.5,4156846063,56,Center,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337109,30,1,1,2,2,bpx4ib85d65u9oyhglkt36k1b,1,55.7,68.2,2023-04-02T11:04:48.889Z,2023-04-02T11:04:50Z,4156846323,141,61.2,4156846325,212,12.6,4156846327,213,5.9,4156846321,140,66.8,4156846319,56,Center,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337119,31,1,1,2,4,bpx4ib85d65u9oyhglkt36k1b,0,66.8,61.2,2023-04-02T11:04:50.856Z,2023-04-02T11:04:51Z,4156846369,56,Center,4156846373,141,69.8,4156846375,212,7.1,4156846377,213,2.2,4156846371,140,62.9,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337127,17,49,1,2,5,nuaf3wtujl8erbciumch6c65,1,32.5,34.2,2023-04-02T11:04:52.252Z,2023-04-02T11:04:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337185,18,1,1,2,6,nuaf3wtujl8erbciumch6c65,1,32.5,34.2,2023-04-02T11:04:52.532Z,2023-04-02T11:04:55Z,4156846791,212,14.0,4156846789,141,54.6,4156846787,140,34.4,4156846793,213,1.4,4156846785,56,Back,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337191,19,61,1,2,9,nuaf3wtujl8erbciumch6c65,0,39.4,58.1,2023-04-02T11:04:55.342Z,2023-04-02T11:04:55Z,4156846815,56,Back,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337203,32,49,1,2,9,bpx4ib85d65u9oyhglkt36k1b,1,54.1,53.4,2023-04-02T11:04:55.688Z,2023-04-02T11:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337287,33,1,1,2,11,bpx4ib85d65u9oyhglkt36k1b,1,54.8,62,2023-04-02T11:04:58.185Z,2023-04-02T11:05:00Z,4156847339,141,75.7,4156847337,140,61.8,4156847345,213,0.9,4156847343,212,11.9,4156847335,56,Center,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337349,34,1,1,2,14,bpx4ib85d65u9oyhglkt36k1b,1,61.8,75.7,2023-04-02T11:05:00.488Z,2023-04-02T11:05:02Z,4156847607,212,18.9,4156847601,56,Back,4156847609,213,2.8,4156847605,141,84.7,4156847603,140,44.8,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337383,35,1,1,2,15,bpx4ib85d65u9oyhglkt36k1b,1,43.3,81.4,2023-04-02T11:05:02.104Z,2023-04-02T11:05:04Z,4156847787,213,4.6,4156847783,212,12.7,4156847773,56,Back,4156847779,141,62.9,4156847775,140,41.4,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337421,36,1,1,2,17,bpx4ib85d65u9oyhglkt36k1b,1,41.4,62.9,2023-04-02T11:05:03.912Z,2023-04-02T11:05:05Z,4156848001,141,61.2,4156847999,140,48.4,4156847997,56,Back,4156848003,212,7.4,4156848005,213,6.1,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337461,37,1,1,2,19,bpx4ib85d65u9oyhglkt36k1b,1,48.4,61.2,2023-04-02T11:05:05.288Z,2023-04-02T11:05:08Z,4156848285,141,34.0,4156848281,56,Back,4156848289,212,21.3,4156848283,140,38.3,4156848293,213,4.2,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527337587,38,1,1,2,21,bpx4ib85d65u9oyhglkt36k1b,1,39.9,31.5,2023-04-02T11:05:07.896Z,2023-04-02T11:05:14Z,4156849011,141,4.7,4156849013,212,28.2,4156849007,56,Right,4156849009,140,60.4,4156849015,213,5.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
