id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value
2552462265,5,43,1,0,7,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-21T14:00:51.847Z,2023-05-21T14:50:34Z,4297823559,144,1,4297477115,140,6.1,4297477117,141,44.0,4297477121,213,2.6,4297477113,56,Back,4297477119,212,16.7,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462307,7,1,1,0,10,nuaf3wtujl8erbciumch6c65,0,21.2,41.3,2023-05-21T14:00:54.855Z,2023-05-21T14:00:56Z,4297477451,233,3,4297477333,140,20.6,4297477449,236,,4297477339,213,4.4,4297477335,141,38.8,4297477455,286,,4297477329,56,Back,4297477337,212,1.8,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462309,3,74,1,0,10,6bl19flj1eggw2gw7sya19bof,1,81.5,58.6,2023-05-21T14:00:54.856Z,2023-05-21T14:00:57Z,4297477351,285,,4297477483,233,7,4297477349,56,Center,,,,,,,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462379,5,49,1,0,12,6bl19flj1eggw2gw7sya19bof,1,74.7,37.1,2023-05-21T14:00:56.745Z,2023-05-21T14:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ch8ce5l6elqfogji42wyyedat,R. Blomqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462357,4,15,1,0,13,6bl19flj1eggw2gw7sya19bof,1,75.3,38.5,2023-05-21T14:00:57.361Z,2023-05-21T14:03:31Z,4297477635,18,,4297490411,231,47.1,4297490397,102,50.5,4297477637,56,Center,4297490401,139,,4297489603,82,,4297489593,20,,4297490399,103,19,ch8ce5l6elqfogji42wyyedat,R. Blomqvist,,4297490405,146,84.5,4297490407,147,43.0,4297490389,78,4297490391,29,4297477633,22,4297490393,55,3,4297490409,230,96.8,,,,,,,,,,,,,
2552462795,7,61,1,0,14,6bl19flj1eggw2gw7sya19bof,1,84.5,43.5,2023-05-21T14:00:58.347Z,2023-05-21T14:13:49Z,4297565107,228,,4297480161,56,Center,,,,,,,,,,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462383,8,43,1,0,15,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-21T14:00:59.551Z,2023-05-21T14:01:06Z,4297477769,56,Back,4297477767,94,0,4297478231,144,10,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462659,10,1,1,0,34,nuaf3wtujl8erbciumch6c65,1,4.2,52.4,2023-05-21T14:01:18.903Z,2023-05-21T14:01:21Z,4297479307,212,14.6,4297479299,124,,4297479313,237,,4297479305,141,71.7,4297479301,56,Back,4297479303,140,10.2,4297479309,213,1.1,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462691,11,1,1,0,37,nuaf3wtujl8erbciumch6c65,1,14,83.3,2023-05-21T14:01:21.791Z,2023-05-21T14:01:26Z,4297479545,56,Back,4297479547,140,47.7,4297479555,1,,4297479551,212,36.2,4297479553,213,6.1,4297479543,155,,4297479549,141,72.1,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462743,12,1,1,0,42,nuaf3wtujl8erbciumch6c65,1,47.5,78.1,2023-05-21T14:01:26.159Z,2023-05-21T14:01:30Z,4297479861,141,79.4,4297479863,212,9.8,4297479859,140,56.8,4297479865,213,0.1,4297479857,56,Left,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462747,13,61,1,0,46,nuaf3wtujl8erbciumch6c65,0,62.7,94.1,2023-05-21T14:01:30.191Z,2023-05-21T14:01:30Z,4297479885,56,Left,,,,,,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462793,6,5,1,0,47,6bl19flj1eggw2gw7sya19bof,1,36.4,-1.4,2023-05-21T14:01:31.211Z,2023-05-21T14:28:02Z,4297480151,347,,4297480175,233,14,4297480149,56,Back,,,,,,,,,,,,,,,,ch8ce5l6elqfogji42wyyedat,R. Blomqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462761,14,5,1,0,47,nuaf3wtujl8erbciumch6c65,0,63.6,101.4,2023-05-21T14:01:31.211Z,2023-05-21T14:28:05Z,4297479939,56,Left,4297480203,233,6,4297479941,347,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552462993,8,1,1,0,57,6bl19flj1eggw2gw7sya19bof,1,33.5,0,2023-05-21T14:01:41.506Z,2023-05-21T14:01:48Z,4297481247,140,25.1,4297481245,56,Back,4297481243,107,,4297481249,141,18.0,4297481251,212,16.2,4297481253,213,2.1,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463019,9,1,1,1,3,6bl19flj1eggw2gw7sya19bof,1,23.2,25.5,2023-05-21T14:01:47.897Z,2023-05-21T14:01:49Z,4297481365,213,1.7,4297481357,56,Back,4297481359,140,20.7,4297481363,212,26.6,4297481361,141,64.5,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463057,10,1,1,1,5,6bl19flj1eggw2gw7sya19bof,1,19.9,65.7,2023-05-21T14:01:49.592Z,2023-05-21T14:01:52Z,4297481555,212,23.6,4297481547,56,Back,4297481553,141,31.2,4297481557,213,4.8,4297481551,140,22.3,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463097,11,1,1,1,7,6bl19flj1eggw2gw7sya19bof,1,24.9,26.1,2023-05-21T14:01:52.136Z,2023-05-21T14:01:55Z,4297481759,140,36.8,4297481757,56,Back,4297481765,213,5.4,4297481761,141,5.7,4297481763,212,18.7,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463161,12,1,1,1,10,6bl19flj1eggw2gw7sya19bof,1,36.4,5.4,2023-05-21T14:01:54.937Z,2023-05-21T14:01:59Z,4297482111,140,22.5,4297482113,141,26.4,4297482119,212,20.4,4297482109,56,Back,4297482121,213,2.4,,,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463181,13,1,1,1,14,6bl19flj1eggw2gw7sya19bof,1,22.6,28.1,2023-05-21T14:01:58.937Z,2023-05-21T14:02:00Z,4297482221,141,66.0,4297482227,213,1.6,4297482217,140,21.9,4297482225,212,25.8,4297482213,56,Back,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463211,14,1,1,1,15,6bl19flj1eggw2gw7sya19bof,1,21.4,71.4,2023-05-21T14:02:00.088Z,2023-05-21T14:02:02Z,4297482409,56,Back,4297482415,212,24.0,4297482411,140,24.2,4297482417,213,4.8,4297482413,141,36.4,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463239,15,1,1,1,18,6bl19flj1eggw2gw7sya19bof,1,27.3,32.3,2023-05-21T14:02:02.857Z,2023-05-21T14:02:04Z,4297482589,212,25.9,4297482583,56,Back,4297482587,141,52.9,4297482585,140,6.6,4297482591,213,2.6,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463299,16,1,1,1,20,6bl19flj1eggw2gw7sya19bof,1,6.8,52.9,2023-05-21T14:02:04.841Z,2023-05-21T14:02:08Z,4297482951,213,1.1,4297482953,1,,4297482943,56,Back,4297482949,212,33.6,4297482945,140,22.7,4297482947,141,95.8,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463337,17,1,1,1,24,6bl19flj1eggw2gw7sya19bof,0,22.7,96,2023-05-21T14:02:08.712Z,2023-05-21T14:02:13Z,4297483139,213,6.2,4297483133,140,46.4,4297483137,212,24.9,4297483129,155,,4297483131,56,Back,4297483135,141,94.1,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463375,15,8,1,1,28,nuaf3wtujl8erbciumch6c65,1,51.2,11.3,2023-05-21T14:02:12.583Z,2023-05-21T14:02:13Z,4297483335,56,Right,,,,,,,,,,,,,,,,,,,,,,34ixdan8uojz66mob82kafxpm,L. Gismann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463383,16,49,1,1,29,nuaf3wtujl8erbciumch6c65,1,59.8,8.2,2023-05-21T14:02:13.615Z,2023-05-21T14:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463407,17,1,1,1,30,nuaf3wtujl8erbciumch6c65,0,59.8,8.2,2023-05-21T14:02:14.231Z,2023-05-21T14:02:15Z,4297483509,140,72.5,4297483507,56,Right,4297483515,213,0.6,4297483511,141,21.0,4297483505,155,,4297483513,212,15.9,,,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463409,18,49,1,1,30,6bl19flj1eggw2gw7sya19bof,1,26.1,72.2,2023-05-21T14:02:14.977Z,2023-05-21T14:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463485,19,1,1,1,31,6bl19flj1eggw2gw7sya19bof,1,26.1,72.2,2023-05-21T14:02:15.305Z,2023-05-21T14:02:20Z,4297483923,157,,4297483929,141,82.4,4297483935,1,,4297483931,212,41.2,4297483933,213,0.2,4297483927,140,64.8,4297483925,56,Left,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463489,20,4,1,1,34,6bl19flj1eggw2gw7sya19bof,1,65.4,79.7,2023-05-21T14:02:18.689Z,2023-05-21T14:02:21Z,4297483959,295,,4297483963,152,,4297484031,233,18,4297483961,56,Left,4297483965,286,,4297483957,13,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463495,18,4,1,1,34,nuaf3wtujl8erbciumch6c65,0,34.6,20.3,2023-05-21T14:02:18.690Z,2023-05-21T14:02:21Z,4297484017,285,,4297484009,13,,4297484015,152,,4297484011,295,,4297484013,56,Back,4297484083,233,20,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463899,21,1,1,1,58,6bl19flj1eggw2gw7sya19bof,1,66.7,92,2023-05-21T14:02:42.344Z,2023-05-21T14:02:45Z,4297486369,141,31.7,4297486359,5,,4297486367,140,83.7,4297486365,56,Center,4297486357,2,,4297486375,1,,4297486371,212,44.7,4297486361,155,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,4297486373,213,5.1,4297486363,152,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463901,22,1,1,2,1,6bl19flj1eggw2gw7sya19bof,0,85.8,37.9,2023-05-21T14:02:45.432Z,2023-05-21T14:49:58Z,4297486387,141,53.1,4297486383,56,Center,4297486389,212,11.5,4297486391,213,1.1,4297486385,140,90.7,,,,,,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463965,19,12,1,2,1,nuaf3wtujl8erbciumch6c65,1,11,51.5,2023-05-21T14:02:45.656Z,2023-05-21T14:02:50Z,4297486715,56,Back,4297486723,212,11.6,4297486721,141,62.3,4297486725,213,0.7,4297486717,140,19.6,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463913,23,15,1,2,2,6bl19flj1eggw2gw7sya19bof,1,83.6,42.4,2023-05-21T14:02:46.601Z,2023-05-21T14:05:45Z,4297504095,108,,4297504097,328,,4297486453,22,,4297504099,458,,4297503627,233,21,4297503613,20,,4297504087,120,,4297486457,56,Center,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,4297486455,17,,4297504103,147,48.6,4297504089,79,4297504101,146,4297504093,103,4297504091,102,50.3,,,,96.3,20.9,,,,,,,,,,,
2552463983,21,10,1,2,2,nuaf3wtujl8erbciumch6c65,1,1.2,51.6,2023-05-21T14:02:46.701Z,2023-05-21T14:05:41Z,4297486801,177,,4297486803,178,,4297486805,182,,4297486807,56,Back,4297503671,233,23,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463973,20,52,1,2,4,nuaf3wtujl8erbciumch6c65,1,1.2,51.6,2023-05-21T14:02:48.345Z,2023-05-21T14:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464023,22,80,1,2,9,nuaf3wtujl8erbciumch6c65,0,10.9,48.7,2023-05-21T14:02:53.712Z,2023-05-21T14:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464115,23,1,1,2,11,nuaf3wtujl8erbciumch6c65,1,3.3,53.1,2023-05-21T14:02:55.206Z,2023-05-21T14:03:00Z,4297487517,141,32.8,4297487515,140,2.7,4297487513,56,Back,4297487519,212,13.8,4297487521,213,4.7,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464217,24,1,1,2,15,nuaf3wtujl8erbciumch6c65,0,2.2,18.2,2023-05-21T14:03:00.094Z,2023-05-21T14:03:05Z,4297488047,1,,4297488045,213,0.2,4297488039,140,48.2,4297488043,212,49.1,4297488035,155,,4297488041,141,31.3,4297488037,56,Back,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464251,24,61,1,2,21,6bl19flj1eggw2gw7sya19bof,1,47.7,67.2,2023-05-21T14:03:05.840Z,2023-05-21T14:51:14Z,4297488233,56,Back,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464257,25,5,1,2,22,6bl19flj1eggw2gw7sya19bof,0,56,102,2023-05-21T14:03:07.018Z,2023-05-21T14:28:06Z,4297488267,56,Left,4297488269,347,,4297488471,233,25,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464285,25,5,1,2,22,nuaf3wtujl8erbciumch6c65,1,44,-2,2023-05-21T14:03:07.018Z,2023-05-21T14:03:10Z,4297488439,233,25,4297488417,56,Back,4297488419,347,,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464329,26,1,1,2,26,nuaf3wtujl8erbciumch6c65,0,44.9,0,2023-05-21T14:03:10.208Z,2023-05-21T14:03:13Z,4297488653,56,Right,4297488665,212,46.0,4297488657,140,87.5,4297488651,107,,4297488667,213,0.2,4297488661,141,13.8,4297488669,1,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464335,26,49,1,2,28,6bl19flj1eggw2gw7sya19bof,1,15.9,88.9,2023-05-21T14:03:12.800Z,2023-05-21T14:03:13Z,,,,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464419,27,1,1,2,29,6bl19flj1eggw2gw7sya19bof,1,16.4,88.6,2023-05-21T14:03:14.048Z,2023-05-21T14:03:17Z,4297489123,56,Back,4297489129,212,15.0,4297489121,155,,4297489125,140,30.2,4297489131,213,0.3,4297489127,141,94.3,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464431,28,44,1,2,32,6bl19flj1eggw2gw7sya19bof,1,27.7,94.2,2023-05-21T14:03:16.700Z,2023-05-21T14:03:19Z,4297489191,285,,4297489251,233,27,4297489189,56,Back,,,,,,,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464401,27,44,1,2,32,nuaf3wtujl8erbciumch6c65,0,72.3,5.8,2023-05-21T14:03:16.701Z,2023-05-21T14:03:19Z,4297489035,56,Right,4297489267,233,28,4297489037,286,,,,,,,,,,,,,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464433,29,1,1,2,33,6bl19flj1eggw2gw7sya19bof,0,30.2,94.3,2023-05-21T14:03:17.808Z,2023-05-21T14:03:18Z,4297489207,141,100.0,4297489205,140,26.7,4297489211,213,2.2,4297489201,3,,4297489203,56,Back,4297489209,212,6.4,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464647,28,5,1,2,33,nuaf3wtujl8erbciumch6c65,1,74.9,-1.6,2023-05-21T14:03:17.902Z,2023-05-21T14:03:32Z,4297490451,56,Right,4297490475,233,30,4297490453,347,,,,,,,,,,,,,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
