id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2551499781,9,1,1,0,18,bpx4ib85d65u9oyhglkt36k1b,1,31.4,80.3,2023-05-20T11:06:29.162Z,2023-05-20T11:06:34Z,4292390805,140,27.8,4292390803,56,Back,4292390813,1,,4292390807,141,30.1,4292390809,212,34.3,4292390811,213,4.6,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499807,10,1,1,0,23,bpx4ib85d65u9oyhglkt36k1b,1,31.4,26.4,2023-05-20T11:06:34.426Z,2023-05-20T11:06:36Z,4292390935,140,38.4,4292390941,213,1.1,4292390933,56,Back,4292390937,141,49.1,4292390939,212,17.1,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499831,11,1,1,0,25,bpx4ib85d65u9oyhglkt36k1b,1,38.2,48.8,2023-05-20T11:06:36.475Z,2023-05-20T11:06:39Z,4292391131,213,4.5,4292391129,212,15.5,4292391127,141,26.7,4292391123,56,Back,4292391125,140,34.4,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499903,12,1,1,0,28,bpx4ib85d65u9oyhglkt36k1b,0,42.8,28.7,2023-05-20T11:06:39.114Z,2023-05-20T11:06:44Z,4292391467,213,6.0,4292391469,1,,4292391461,140,84.8,4292391457,155,,4292391465,212,46.5,4292391459,56,Right,4292391463,141,7.1,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499897,3,49,1,0,33,dpp6fex0mdxsxhdct2qf66x5n,1,18.9,87,2023-05-20T11:06:43.852Z,2023-05-20T11:06:43Z,,,,,,,,,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499943,4,1,1,0,34,dpp6fex0mdxsxhdct2qf66x5n,1,18.7,93,2023-05-20T11:06:45.033Z,2023-05-20T11:06:48Z,4292391681,141,84.5,4292391683,212,13.9,4292391677,56,Back,4292391679,140,6.7,4292391685,213,3.6,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499977,5,1,1,0,37,dpp6fex0mdxsxhdct2qf66x5n,1,4.7,89.7,2023-05-20T11:06:48.105Z,2023-05-20T11:06:51Z,4292391849,56,Back,4292391853,141,96.0,4292391855,212,8.1,4292391851,140,11.3,4292391857,213,0.6,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499985,6,1,1,0,40,dpp6fex0mdxsxhdct2qf66x5n,0,11.3,96,2023-05-20T11:06:51.018Z,2023-05-20T11:06:51Z,4292391891,56,Back,4292391897,212,3.5,4292391899,213,5.7,4292391893,140,14.0,4292391889,155,,4292391895,141,93.0,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551499991,13,61,1,0,41,bpx4ib85d65u9oyhglkt36k1b,1,78.7,5.3,2023-05-20T11:06:52.314Z,2023-05-20T11:06:52Z,4292391935,56,Right,,,,,,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500079,15,49,1,0,49,bpx4ib85d65u9oyhglkt36k1b,1,38.5,40.2,2023-05-20T11:07:00.123Z,2023-05-20T11:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500123,16,1,1,0,49,bpx4ib85d65u9oyhglkt36k1b,1,38.2,40.7,2023-05-20T11:07:00.635Z,2023-05-20T11:07:02Z,4292392599,212,15.9,4292392597,141,63.7,4292392593,56,Back,4292392601,213,1.7,4292392595,140,35.6,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500147,17,1,1,0,51,bpx4ib85d65u9oyhglkt36k1b,1,35.3,62.7,2023-05-20T11:07:02.107Z,2023-05-20T11:07:03Z,4292392721,212,29.7,4292392717,141,19.1,4292392725,213,4.8,4292392711,56,Back,4292392715,140,37.3,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500227,18,1,1,0,52,bpx4ib85d65u9oyhglkt36k1b,1,38.9,17.3,2023-05-20T11:07:03.515Z,2023-05-20T11:07:09Z,4292393145,56,Right,4292393155,141,2.5,4292393159,212,26.0,4292393161,213,5.9,4292393149,140,61.7,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500241,19,1,1,0,59,bpx4ib85d65u9oyhglkt36k1b,1,59,5.1,2023-05-20T11:07:09.708Z,2023-05-20T11:07:11Z,4292393239,141,18.3,4292393243,213,2.7,4292393237,140,38.5,4292393241,212,23.3,4292393235,56,Back,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500297,20,1,1,1,0,bpx4ib85d65u9oyhglkt36k1b,1,39.6,22.2,2023-05-20T11:07:11.243Z,2023-05-20T11:07:16Z,4292393485,56,Back,4292393491,212,25.9,4292393487,140,38.3,4292393493,213,1.6,4292393489,141,60.3,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500383,21,1,1,1,5,bpx4ib85d65u9oyhglkt36k1b,1,36.6,59.3,2023-05-20T11:07:16.059Z,2023-05-20T11:07:21Z,4292393903,212,20.7,4292393905,213,4.9,4292393897,56,Back,4292393901,141,29.2,4292393899,140,39.8,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500431,22,1,1,1,10,bpx4ib85d65u9oyhglkt36k1b,1,45.3,30.3,2023-05-20T11:07:21.067Z,2023-05-20T11:07:24Z,4292394143,213,1.8,4292394139,141,63.2,4292394137,140,41.3,4292394141,212,22.8,4292394135,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500455,23,1,1,1,14,bpx4ib85d65u9oyhglkt36k1b,1,48,66.8,2023-05-20T11:07:24.747Z,2023-05-20T11:07:26Z,4292394237,140,66.8,4292394243,213,0.0,4292394239,141,67.8,4292394241,212,19.8,4292394233,56,Center,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500487,24,1,1,1,15,bpx4ib85d65u9oyhglkt36k1b,1,65.2,67.3,2023-05-20T11:07:26.587Z,2023-05-20T11:07:28Z,4292394411,213,1.4,4292394409,212,17.4,4292394407,141,92.3,4292394403,56,Left,4292394405,140,68.8,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500527,25,1,1,1,18,bpx4ib85d65u9oyhglkt36k1b,1,68.8,89,2023-05-20T11:07:28.716Z,2023-05-20T11:07:31Z,4292394613,141,92.1,4292394617,212,11.4,4292394621,213,0.2,4292394609,56,Left,4292394611,140,79.5,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500539,26,1,1,1,20,bpx4ib85d65u9oyhglkt36k1b,0,83.1,94.7,2023-05-20T11:07:31.196Z,2023-05-20T11:07:33Z,4292394655,56,Left,4292394709,236,,4292394711,233,7,4292394661,212,4.3,4292394659,141,90.0,4292394657,140,85.9,4292394717,286,,4292394663,213,5.5,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500535,7,74,1,1,20,dpp6fex0mdxsxhdct2qf66x5n,1,19.3,16,2023-05-20T11:07:31.197Z,2023-05-20T11:07:33Z,4292394645,56,Back,4292394745,233,26,4292394647,285,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500551,8,49,1,1,21,dpp6fex0mdxsxhdct2qf66x5n,1,16,15.5,2023-05-20T11:07:32.170Z,2023-05-20T11:07:32Z,,,,,,,,,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551538061,357,1,1,1,22,dpp6fex0mdxsxhdct2qf66x5n,0,20.1,4.4,2023-05-20T11:07:32.674Z,2023-05-20T11:59:20Z,4292587331,212,2.1,4292587345,286,,4292587327,140,22.0,4292587329,141,3.7,4292587333,213,6.0,4292587341,233,27,4292587339,236,,4292587325,56,Back,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500573,27,74,1,1,22,bpx4ib85d65u9oyhglkt36k1b,1,86.3,91.3,2023-05-20T11:07:32.675Z,2023-05-20T11:59:44Z,4292394841,285,,4292587363,233,357,4292394839,56,Left,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500595,28,49,1,1,24,bpx4ib85d65u9oyhglkt36k1b,1,86.8,91.8,2023-05-20T11:07:34.988Z,2023-05-20T11:07:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500607,29,1,1,1,24,bpx4ib85d65u9oyhglkt36k1b,0,86.8,91.8,2023-05-20T11:07:35.228Z,2023-05-20T11:07:35Z,4292394963,56,Left,4292394971,213,3.5,4292394965,140,83.3,4292394969,212,3.9,4292394967,141,89.8,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500605,9,8,1,1,25,dpp6fex0mdxsxhdct2qf66x5n,1,20.1,13.1,2023-05-20T11:07:35.674Z,2023-05-20T11:07:35Z,4292394961,56,Back,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500611,10,49,1,1,25,dpp6fex0mdxsxhdct2qf66x5n,1,19.2,13.9,2023-05-20T11:07:36.377Z,2023-05-20T11:07:36Z,,,,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500631,11,50,1,1,27,dpp6fex0mdxsxhdct2qf66x5n,1,30.2,7.8,2023-05-20T11:07:38.377Z,2023-05-20T11:07:43Z,4292395047,285,,4292395045,56,Back,4292395381,233,30,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500697,30,7,1,1,27,bpx4ib85d65u9oyhglkt36k1b,1,69.8,92.2,2023-05-20T11:07:38.378Z,2023-05-20T11:07:47Z,4292395331,167,,4292395333,56,Left,4292395353,286,,4292395349,233,11,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500739,12,5,1,1,28,dpp6fex0mdxsxhdct2qf66x5n,1,29.2,-1.6,2023-05-20T11:07:39.530Z,2023-05-20T11:07:44Z,4292395535,56,Back,4292395551,233,31,4292395539,347,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500699,31,5,1,1,28,bpx4ib85d65u9oyhglkt36k1b,0,70.8,101.6,2023-05-20T11:07:39.530Z,2023-05-20T11:59:46Z,4292395343,347,,4292395575,233,12,4292395341,56,Left,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500757,13,1,1,1,33,dpp6fex0mdxsxhdct2qf66x5n,1,27.1,0,2023-05-20T11:07:44.520Z,2023-05-20T11:07:46Z,4292395641,107,,4292395645,140,32.5,4292395651,213,1.0,4292395643,56,Back,4292395649,212,11.0,4292395647,141,12.8,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500779,14,1,1,1,35,dpp6fex0mdxsxhdct2qf66x5n,1,32.5,12.8,2023-05-20T11:07:46.089Z,2023-05-20T11:07:47Z,4292395763,212,7.1,4292395757,140,27.9,4292395759,141,5.2,4292395767,213,4.0,4292395755,56,Back,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500801,15,1,1,1,37,dpp6fex0mdxsxhdct2qf66x5n,1,27.9,5.2,2023-05-20T11:07:47.832Z,2023-05-20T11:07:50Z,4292395867,141,6.5,4292395869,212,8.0,4292395871,213,0.1,4292395863,56,Back,4292395865,140,35.5,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500827,16,1,1,1,39,dpp6fex0mdxsxhdct2qf66x5n,1,35.5,6.5,2023-05-20T11:07:49.929Z,2023-05-20T11:07:51Z,4292396023,56,Back,4292396025,140,25.9,4292396031,213,3.1,4292396027,141,7.6,4292396029,212,10.1,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500873,17,1,1,1,41,dpp6fex0mdxsxhdct2qf66x5n,1,25.9,7.6,2023-05-20T11:07:51.720Z,2023-05-20T11:07:55Z,4292396269,212,22.0,4292396267,141,39.8,4292396259,56,Back,4292396263,140,23.7,4292396271,213,1.7,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500899,18,1,1,1,44,dpp6fex0mdxsxhdct2qf66x5n,1,25.6,44.5,2023-05-20T11:07:55.433Z,2023-05-20T11:07:59Z,4292396405,141,91.1,4292396403,140,30.8,4292396401,56,Back,4292396407,212,32.2,4292396409,213,1.4,4292396411,1,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500921,19,1,1,1,48,dpp6fex0mdxsxhdct2qf66x5n,0,34.9,91.8,2023-05-20T11:07:59.353Z,2023-05-20T11:08:01Z,4292396539,212,31.8,4292396537,141,100.0,4292396531,155,,4292396535,140,64.6,4292396541,213,0.2,4292396533,56,Left,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500927,20,5,1,1,50,dpp6fex0mdxsxhdct2qf66x5n,0,65.6,101.6,2023-05-20T11:08:01.084Z,2023-05-20T11:59:47Z,4292396551,347,,4292396935,233,32,4292396549,56,Left,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551500987,32,5,1,1,50,bpx4ib85d65u9oyhglkt36k1b,1,34.4,-1.6,2023-05-20T11:08:01.084Z,2023-05-20T11:08:08Z,4292396879,56,Back,4292396917,233,20,4292396881,347,,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501047,33,1,1,1,57,bpx4ib85d65u9oyhglkt36k1b,1,33.5,0,2023-05-20T11:08:08.156Z,2023-05-20T11:08:12Z,4292397183,213,2.0,4292397173,107,,4292397175,56,Back,4292397181,212,10.6,4292397179,141,12.1,4292397177,140,29.1,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501069,34,1,1,2,1,bpx4ib85d65u9oyhglkt36k1b,1,22.2,25.7,2023-05-20T11:08:12.637Z,2023-05-20T11:08:14Z,4292397285,212,25.3,4292397279,56,Back,4292397283,141,62.1,4292397287,213,1.4,4292397281,140,27.3,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501113,35,1,1,2,3,bpx4ib85d65u9oyhglkt36k1b,1,28.2,63.7,2023-05-20T11:08:14.429Z,2023-05-20T11:08:17Z,4292397521,140,33.3,4292397519,56,Back,4292397527,213,1.3,4292397523,141,93.1,4292397525,212,20.7,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501197,36,1,1,2,7,bpx4ib85d65u9oyhglkt36k1b,1,32.1,90.5,2023-05-20T11:08:17.869Z,2023-05-20T11:08:23Z,4292397931,56,Back,4292397933,140,40.3,4292397935,141,70.8,4292397937,212,15.9,4292397939,213,5.3,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501205,37,1,1,2,12,bpx4ib85d65u9oyhglkt36k1b,1,40.1,71.5,2023-05-20T11:08:23.293Z,2023-05-20T11:08:24Z,4292398003,212,13.9,4292398005,213,3.4,4292397999,140,27.2,4292397997,56,Back,4292398001,141,66.8,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551501231,38,1,1,2,13,bpx4ib85d65u9oyhglkt36k1b,1,27,66.1,2023-05-20T11:08:23.997Z,2023-05-20T11:08:26Z,4292398117,141,29.5,4292398121,213,5.0,4292398119,212,26.3,4292398115,140,35.2,4292398113,56,Back,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
