id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2506943631,327,1,1,0,31,2f7gua216miwsfd83rgjsn4ap,0,54.4,72.6,2023-02-12T12:01:32.856Z,2023-02-12T12:49:48Z,4028114717,212,5.0,4028114713,140,54.4,4028112951,56,Center,4028114715,141,65.3,4028114935,286,,4028114929,236,,4028114719,213,4.7,4028114931,233,487,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506944063,487,74,1,0,31,6bl19flj1eggw2gw7sya19bof,1,39.8,23,2023-02-12T12:01:32.857Z,2023-02-12T16:50:14Z,4028114915,285,,4028114913,56,Back,4028114937,233,327,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915061,8,1,1,0,34,2f7gua216miwsfd83rgjsn4ap,0,44.3,87.8,2023-02-12T12:01:36.603Z,2023-02-12T12:49:48Z,4027965343,140,57.1,4027965347,212,13.8,4027965345,141,83.5,4027965339,3,,4027965349,213,6.1,4027965341,56,Left,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915101,9,1,1,0,38,6bl19flj1eggw2gw7sya19bof,0,39.2,17.4,2023-02-12T12:01:40.002Z,2023-02-12T12:58:47Z,4027965547,212,21.1,4027965543,140,59.1,4027965545,141,21.8,4027965549,213,0.1,4027965539,3,,4027965541,56,Center,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915127,9,1,1,0,39,2f7gua216miwsfd83rgjsn4ap,0,12.7,84.5,2023-02-12T12:01:41.615Z,2023-02-12T12:01:43Z,4027965659,212,63.5,4027965663,1,,4027965651,157,,4027965657,141,23.6,4027965653,56,Center,4027965655,140,58.5,4027965661,213,5.6,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506944931,488,44,1,0,41,6bl19flj1eggw2gw7sya19bof,1,39.6,46.6,2023-02-12T12:01:43.855Z,2023-02-12T12:51:17Z,4028119375,56,Back,4028119377,285,,4028119385,233,328,,,,,,,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506944837,328,44,1,0,42,2f7gua216miwsfd83rgjsn4ap,0,60.4,53.4,2023-02-12T12:01:43.856Z,2023-02-12T12:51:18Z,4028118897,56,Center,4028119455,233,488,4028118901,286,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915253,10,1,1,0,43,6bl19flj1eggw2gw7sya19bof,0,37.2,52.2,2023-02-12T12:01:44.898Z,2023-02-12T12:50:46Z,4027966319,213,6.0,4027966311,56,Center,4027966313,140,56.4,4027966317,212,21.0,4027966315,141,43.6,4027966309,3,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915161,10,49,1,0,43,2f7gua216miwsfd83rgjsn4ap,1,41.8,66.6,2023-02-12T12:01:45.475Z,2023-02-12T12:01:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915181,11,1,1,0,44,2f7gua216miwsfd83rgjsn4ap,1,43.6,66.9,2023-02-12T12:01:46.459Z,2023-02-12T12:01:47Z,4027965925,213,4.5,4027965921,141,49.3,4027965923,212,12.3,4027965919,140,41.0,4027965917,56,Back,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915195,12,1,1,0,45,2f7gua216miwsfd83rgjsn4ap,1,41,49.3,2023-02-12T12:01:47.371Z,2023-02-12T12:01:49Z,4027966011,213,2.8,4027966007,141,59.6,4027966009,212,18.6,4027966003,56,Back,4027966005,140,24.6,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915229,13,1,1,0,47,2f7gua216miwsfd83rgjsn4ap,1,21.1,56.9,2023-02-12T12:01:49.050Z,2023-02-12T12:01:52Z,4027966183,212,21.5,4027966179,140,26.4,4027966177,56,Back,4027966185,213,5.0,4027966181,141,26.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915367,14,1,1,0,50,2f7gua216miwsfd83rgjsn4ap,1,27.4,23,2023-02-12T12:01:52.363Z,2023-02-12T12:02:08Z,4027966913,213,1.6,4027966909,141,57.0,4027966905,56,Back,4027966911,212,23.1,4027966907,140,27.3,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915379,15,1,1,1,6,2f7gua216miwsfd83rgjsn4ap,0,34.4,78.4,2023-02-12T12:02:08.203Z,2023-02-12T12:02:09Z,4027966975,140,68.9,4027966981,213,0.0,4027966973,56,Left,4027966977,141,79.7,4027966983,1,,4027966979,212,36.2,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915381,11,8,1,1,8,6bl19flj1eggw2gw7sya19bof,1,29.2,12.3,2023-02-12T12:02:10.338Z,2023-02-12T12:02:10Z,4027967003,56,Back,,,,,,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915413,12,1,1,1,9,6bl19flj1eggw2gw7sya19bof,1,38.4,12.8,2023-02-12T12:02:11.729Z,2023-02-12T12:02:13Z,4027967155,212,7.5,4027967147,3,,4027967157,213,3.6,4027967153,141,8.0,4027967151,140,32.0,4027967149,56,Back,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915417,13,49,1,1,11,6bl19flj1eggw2gw7sya19bof,1,31.9,7.9,2023-02-12T12:02:13.329Z,2023-02-12T12:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915437,14,1,1,1,11,6bl19flj1eggw2gw7sya19bof,1,31.9,7.9,2023-02-12T12:02:13.458Z,2023-02-12T12:02:16Z,4027967251,212,9.4,4027967249,141,19.7,4027967245,56,Back,4027967253,213,2.1,4027967247,140,27.2,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915449,15,1,1,1,14,6bl19flj1eggw2gw7sya19bof,1,27.4,19.7,2023-02-12T12:02:16.034Z,2023-02-12T12:02:19Z,4027967299,212,13.5,4027967297,141,31.6,4027967301,213,0.6,4027967293,56,Back,4027967295,140,37.7,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915461,16,1,1,1,17,6bl19flj1eggw2gw7sya19bof,1,37.3,31.6,2023-02-12T12:02:18.930Z,2023-02-12T12:02:20Z,4027967357,140,33.6,4027967353,157,,4027967355,56,Back,4027967361,212,5.1,4027967359,141,26.8,4027967363,213,3.8,4027967365,1,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915479,17,1,1,1,18,6bl19flj1eggw2gw7sya19bof,1,33.6,26.8,2023-02-12T12:02:20.418Z,2023-02-12T12:02:22Z,4027967459,56,Back,4027967467,213,1.7,4027967463,141,53.9,4027967465,212,18.6,4027967457,3,,4027967461,140,31.3,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915555,18,1,1,1,20,6bl19flj1eggw2gw7sya19bof,0,30.3,60.2,2023-02-12T12:02:22.786Z,2023-02-12T12:51:26Z,4027967845,213,0.6,4027967835,157,,4027967847,1,,4027967837,56,Left,4027967843,212,50.4,4027967841,141,100.0,4027967839,140,70.4,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915559,19,61,1,1,24,6bl19flj1eggw2gw7sya19bof,0,64.7,98.7,2023-02-12T12:02:26.194Z,2023-02-12T12:58:26Z,4027967869,56,Left,,,,,,,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915825,16,5,1,1,25,2f7gua216miwsfd83rgjsn4ap,1,25.3,-1.8,2023-02-12T12:02:27.786Z,2023-02-12T12:02:55Z,4027969101,233,20,4027969093,56,Back,4027969095,347,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915579,20,5,1,1,25,6bl19flj1eggw2gw7sya19bof,0,74.7,101.8,2023-02-12T12:02:27.786Z,2023-02-12T12:15:48Z,4027967965,347,,4027967963,56,Left,4027969113,233,16,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915837,17,1,1,1,26,2f7gua216miwsfd83rgjsn4ap,1,17.2,0,2023-02-12T12:02:28.315Z,2023-02-12T12:52:46Z,4027969141,56,Back,4027969151,212,14.6,4027969149,141,13.0,4027969177,189,,4027969145,140,27.3,4027969137,107,,4027969153,213,0.8,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506945769,329,1,1,1,27,2f7gua216miwsfd83rgjsn4ap,1,21.2,5.6,2023-02-12T12:02:28.856Z,2023-02-12T12:56:19Z,4028123243,140,29.5,4028123247,212,10.9,4028123245,141,15.2,4028123249,213,0.6,4028123241,56,Back,4028133307,189,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506945905,330,2,1,1,28,2f7gua216miwsfd83rgjsn4ap,1,29.1,17.8,2023-02-12T12:02:29.856Z,2023-02-12T12:58:47Z,4028123861,56,Right,4028123865,141,13.4,4028137887,7,6el60ixesyykp18873zddqve2,4028137889,1,,4028123863,140,70.2,4028140683,189,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915833,21,55,1,1,28,6bl19flj1eggw2gw7sya19bof,1,10.3,49.7,2023-02-12T12:02:29.857Z,2023-02-12T13:21:37Z,4028140597,189,,,,,,,,,,,,,,,,,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915905,18,43,1,1,53,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-02-12T12:02:55.371Z,2023-02-12T12:58:06Z,4027969495,56,Center,4027969497,140,91.4,4028138653,144,1,4027969501,212,32.4,4027969493,155,0,4027969491,2,0,4027969503,213,1.4,4027969499,141,54.0,3ucjekvg77wnqsybahjae5iei,V. Endemann,4027969505,1,0,4027969559,189,0,,,,,,,,,,,,,,,,,,,,,,,
2506915875,22,1,1,1,57,6bl19flj1eggw2gw7sya19bof,1,14.1,49.9,2023-02-12T12:02:59.218Z,2023-02-12T12:58:57Z,4027969371,141,54.4,4028140779,5,,4027969369,140,28.2,4027969375,213,0.2,4028140781,152,,4027969367,56,Back,4027969373,212,15.1,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915953,23,1,1,2,4,6bl19flj1eggw2gw7sya19bof,1,30.5,46.7,2023-02-12T12:03:06.593Z,2023-02-12T12:03:08Z,4027969767,212,10.3,4027969763,140,29.4,4027969765,141,61.7,4027969769,213,1.7,4027969761,56,Back,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916023,24,1,1,2,6,6bl19flj1eggw2gw7sya19bof,1,32.1,61.1,2023-02-12T12:03:08.641Z,2023-02-12T12:03:20Z,4027970131,140,66.4,4027970139,1,,4027970129,56,Left,4027970135,212,43.4,4027970133,141,96.6,4027970137,213,0.6,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916027,25,4,1,2,16,6bl19flj1eggw2gw7sya19bof,1,68.7,85.4,2023-02-12T12:03:17.969Z,2023-02-12T12:03:21Z,4027970149,56,Left,4027970197,233,19,4027970151,152,,4027970147,13,,4027970153,265,,4027970155,286,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916029,19,4,1,2,16,2f7gua216miwsfd83rgjsn4ap,0,31.3,14.6,2023-02-12T12:03:17.970Z,2023-02-12T12:03:29Z,4027970167,285,,4027970159,13,,4027970163,152,,4027970215,233,25,4027970161,56,Back,4027970165,265,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916285,26,1,1,2,45,6bl19flj1eggw2gw7sya19bof,0,73.6,90.2,2023-02-12T12:03:47.361Z,2023-02-12T12:03:55Z,4027971489,213,5.4,4027971481,56,Center,4027971473,155,,4027971467,2,,4027971491,1,,4027971487,212,33.5,4027971483,140,92.6,4027971643,233,20,6c9ed4z6hw7s5v8c9631algid,S. Huth,4027971485,141,50.7,4027971479,152,,4027971469,5,,,,,,,,,,,,,,,,,,,,,
2506916321,20,41,1,2,50,2f7gua216miwsfd83rgjsn4ap,1,5.3,53.9,2023-02-12T12:03:52.172Z,2023-02-12T12:03:55Z,4027971635,212,28.9,4027971633,141,85.7,4027971637,213,0.8,4027971647,233,26,4027971631,140,23.5,,,,,,,,,,9qi8kgzemtdhtgdd0ppqsyelm,K. Sindermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916323,21,49,1,2,52,2f7gua216miwsfd83rgjsn4ap,1,23.5,85.7,2023-02-12T12:03:54.643Z,2023-02-12T12:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916331,22,3,1,2,54,2f7gua216miwsfd83rgjsn4ap,0,24.2,89.2,2023-02-12T12:03:56.177Z,2023-02-12T12:03:57Z,4027971699,56,Back,4027971701,285,,4027971761,233,27,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916335,27,7,1,2,54,6bl19flj1eggw2gw7sya19bof,1,75.8,10.8,2023-02-12T12:03:56.178Z,2023-02-12T12:03:57Z,4027971723,56,Right,4027971743,233,22,4027971717,167,,4027971725,286,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916427,23,5,1,2,55,2f7gua216miwsfd83rgjsn4ap,1,22.8,101.3,2023-02-12T12:03:57.105Z,2023-02-12T12:15:49Z,4027972211,233,28,4027972207,56,Back,4027972209,347,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916357,28,5,1,2,55,6bl19flj1eggw2gw7sya19bof,0,77.2,-1.3,2023-02-12T12:03:57.105Z,2023-02-12T12:04:09Z,4027971803,56,Right,4027971805,347,,4027972249,233,23,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916447,24,1,1,3,6,2f7gua216miwsfd83rgjsn4ap,1,24.4,100,2023-02-12T12:04:08.722Z,2023-02-12T12:04:11Z,4027972319,140,53.5,4027972321,141,89.0,4027972327,1,,4027972323,212,31.8,4027972317,56,Left,4027972325,213,6.0,4027972315,107,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506916473,25,1,1,3,9,2f7gua216miwsfd83rgjsn4ap,1,53.5,89,2023-02-12T12:04:11.147Z,2023-02-12T12:04:13Z,4027972421,212,8.6,4027972419,141,77.3,4027972415,56,Center,4027972417,140,50.3,4027972423,213,4.3,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
