id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2479533367,3,5,1,0,21,2f7gua216miwsfd83rgjsn4ap,1,63.3,-1.6,2022-10-30T15:02:10.846Z,2022-10-30T15:11:45Z,3883982527,233,9,3883982501,56,Right,3883982503,347,,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533189,9,5,1,0,21,dpp6fex0mdxsxhdct2qf66x5n,0,36.7,101.6,2022-10-30T15:02:10.846Z,2022-10-30T15:02:22Z,3883981639,56,Back,3883981641,347,,3883982567,233,3,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533443,4,1,1,0,31,2f7gua216miwsfd83rgjsn4ap,1,55.9,0,2022-10-30T15:02:21.615Z,2022-10-30T15:02:27Z,3883982875,107,,3883982879,140,35.7,3883982877,56,Back,3883982881,141,24.3,3883982887,1,,3883982883,212,27.6,3883982885,213,2.4,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533539,5,1,1,0,37,2f7gua216miwsfd83rgjsn4ap,1,34.1,28,2022-10-30T15:02:27.247Z,2022-10-30T15:02:41Z,3883983385,56,Back,3883983389,141,52.1,3883983391,212,26.1,3883983387,140,14.7,3883983393,213,2.5,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533589,6,1,1,0,41,2f7gua216miwsfd83rgjsn4ap,1,14.7,52.1,2022-10-30T15:02:31.334Z,2022-10-30T15:02:34Z,3883983643,1,,3883983637,141,13.1,3883983633,56,Back,3883983635,140,32.0,3883983641,213,5.3,3883983639,212,32.1,,,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533669,7,1,1,0,44,2f7gua216miwsfd83rgjsn4ap,0,32.7,11.3,2022-10-30T15:02:34.512Z,2022-10-30T15:02:40Z,3883984047,1,,3883984039,141,28.8,3883984041,212,55.5,3883984035,56,Center,3883984037,140,84.3,3883984031,155,,3883984045,213,0.2,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533685,10,49,1,0,49,dpp6fex0mdxsxhdct2qf66x5n,1,15.7,72.6,2022-10-30T15:02:39.741Z,2022-10-30T15:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533733,11,1,1,0,50,dpp6fex0mdxsxhdct2qf66x5n,1,15.7,72.6,2022-10-30T15:02:39.901Z,2022-10-30T15:02:43Z,3883984397,141,46.1,3883984393,56,Back,3883984399,212,21.5,3883984395,140,4.6,3883984401,213,4.1,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533787,12,1,1,0,53,dpp6fex0mdxsxhdct2qf66x5n,1,6.1,31.8,2022-10-30T15:02:43.165Z,2022-10-30T15:02:46Z,3883984751,212,21.1,3883984747,140,25.0,3883984745,56,Back,3883984749,141,42.2,3883984753,213,0.3,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533831,13,1,1,0,56,dpp6fex0mdxsxhdct2qf66x5n,1,23.1,46.7,2022-10-30T15:02:46.045Z,2022-10-30T15:02:49Z,3883985059,141,85.3,3883985055,140,24.3,3883985067,213,1.5,3883985063,212,26.3,3883985051,56,Back,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533877,14,1,1,0,59,dpp6fex0mdxsxhdct2qf66x5n,1,27.2,88.9,2022-10-30T15:02:49.565Z,2022-10-30T15:02:52Z,3883985299,141,76.7,3883985295,56,Back,3883985301,212,20.2,3883985297,140,44.7,3883985303,213,5.9,,,,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533905,15,1,1,1,2,dpp6fex0mdxsxhdct2qf66x5n,1,42.3,78.1,2022-10-30T15:02:52.413Z,2022-10-30T15:02:54Z,3883985443,141,88.1,3883985437,56,Back,3883985447,212,15.0,3883985441,140,29.6,3883985451,213,2.7,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534003,16,1,1,1,4,dpp6fex0mdxsxhdct2qf66x5n,1,29,87.5,2022-10-30T15:02:54.109Z,2022-10-30T15:02:58Z,3883985977,56,Back,3883985979,140,25.0,3883985983,212,17.2,3883985985,213,4.5,3883985981,141,62.9,,,,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534031,17,1,1,1,8,dpp6fex0mdxsxhdct2qf66x5n,1,23.5,42.5,2022-10-30T15:02:58.525Z,2022-10-30T15:03:01Z,3883986163,141,58.5,3883986165,212,11.2,3883986159,56,Back,3883986167,213,1.8,3883986161,140,21.1,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534053,18,1,1,1,11,dpp6fex0mdxsxhdct2qf66x5n,1,23.3,56.7,2022-10-30T15:03:01.117Z,2022-10-30T15:03:02Z,3883986281,56,Back,3883986287,212,13.5,3883986285,141,60.6,3883986289,213,0.2,3883986283,140,35.9,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534107,19,1,1,1,13,dpp6fex0mdxsxhdct2qf66x5n,1,35.8,60.8,2022-10-30T15:03:02.781Z,2022-10-30T15:03:05Z,3883986545,141,85.9,3883986549,213,1.8,3883986543,140,32.1,3883986541,56,Back,3883986547,212,17.5,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534171,20,1,1,1,15,dpp6fex0mdxsxhdct2qf66x5n,1,31.9,83.8,2022-10-30T15:03:05.261Z,2022-10-30T15:03:08Z,3883986839,141,53.7,3883986841,212,21.8,3883986835,56,Back,3883986843,213,4.4,3883986837,140,24.7,,,,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534225,21,1,1,1,19,dpp6fex0mdxsxhdct2qf66x5n,1,27.5,49.3,2022-10-30T15:03:08.861Z,2022-10-30T15:03:12Z,3883987157,141,32.7,3883987159,212,18.0,3883987155,140,40.9,3883987153,56,Back,3883987161,213,5.6,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534243,22,50,1,1,22,dpp6fex0mdxsxhdct2qf66x5n,1,43.8,32.6,2022-10-30T15:03:12.173Z,2022-10-30T15:03:14Z,3883987251,286,,3883987249,56,Back,3883987411,233,8,,,,,,,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534273,8,7,1,1,22,2f7gua216miwsfd83rgjsn4ap,1,56.2,67.4,2022-10-30T15:03:12.174Z,2022-10-30T15:03:14Z,3883987349,285,,3883987361,233,22,3883987347,56,Center,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534277,9,49,1,1,24,2f7gua216miwsfd83rgjsn4ap,1,44.1,64.6,2022-10-30T15:03:13.927Z,2022-10-30T15:03:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6i71063juhqq2d35riwhr1uqx,A. Rieke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534373,10,1,1,1,25,2f7gua216miwsfd83rgjsn4ap,1,43.6,65.4,2022-10-30T15:03:14.806Z,2022-10-30T15:03:19Z,3883987865,212,18.5,3883987863,141,49.4,3883987867,213,3.8,3883987861,140,29.4,3883987859,56,Back,,,,,,,,,,6i71063juhqq2d35riwhr1uqx,A. Rieke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534471,11,1,1,1,29,2f7gua216miwsfd83rgjsn4ap,1,27.5,41.8,2022-10-30T15:03:19.439Z,2022-10-30T15:03:25Z,3883988391,212,22.8,3883988389,141,48.5,3883988385,56,Back,3883988387,140,6.2,3883988393,213,2.9,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534535,12,1,1,1,35,2f7gua216miwsfd83rgjsn4ap,0,13.4,35.7,2022-10-30T15:03:25.054Z,2022-10-30T15:03:28Z,3883988697,56,Back,3883988699,140,46.1,3883988693,155,,3883988703,141,13.5,3883988711,213,5.9,3883988707,212,37.5,3883988715,1,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534559,23,49,1,1,39,dpp6fex0mdxsxhdct2qf66x5n,1,65.7,75.6,2022-10-30T15:03:29.085Z,2022-10-30T15:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534639,24,50,1,1,43,dpp6fex0mdxsxhdct2qf66x5n,1,64,93.9,2022-10-30T15:03:33.469Z,2022-10-30T15:03:36Z,3883989251,56,Left,3883989253,286,,3883989597,233,13,,,,,,,,,,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534689,13,7,1,1,43,2f7gua216miwsfd83rgjsn4ap,1,36,6.1,2022-10-30T15:03:33.470Z,2022-10-30T15:03:36Z,3883989505,285,,3883989503,56,Back,3883989577,233,24,3883989501,167,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534699,14,5,1,1,44,2f7gua216miwsfd83rgjsn4ap,0,37.5,-1.1,2022-10-30T15:03:34.126Z,2022-10-30T15:11:46Z,3883989563,347,,3883989751,233,25,3883989561,56,Back,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534729,25,5,1,1,44,dpp6fex0mdxsxhdct2qf66x5n,1,62.5,101.1,2022-10-30T15:03:34.126Z,2022-10-30T15:03:38Z,3883989705,347,,3883989703,56,Left,3883989741,233,14,,,,,,,,,,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534783,26,1,1,1,49,dpp6fex0mdxsxhdct2qf66x5n,0,59.4,100,2022-10-30T15:03:38.813Z,2022-10-30T15:03:40Z,3883989959,107,,3883989971,212,20.5,3883989961,56,Left,3883989967,141,93.0,3883989963,140,78.1,3883989973,213,6.0,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534787,15,8,1,1,50,2f7gua216miwsfd83rgjsn4ap,1,29.9,5.8,2022-10-30T15:03:40.447Z,2022-10-30T15:03:40Z,3883990001,56,Back,,,,,,,,,,,,,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534801,16,5,1,1,51,2f7gua216miwsfd83rgjsn4ap,0,26,-1.1,2022-10-30T15:03:40.975Z,2022-10-30T15:03:46Z,3883990065,56,Back,3883990069,347,,3883990523,233,27,,,,,,,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534865,27,5,1,1,51,dpp6fex0mdxsxhdct2qf66x5n,1,74,101.1,2022-10-30T15:03:40.975Z,2022-10-30T15:11:46Z,3883990441,56,Left,3883990517,233,16,3883990443,347,,,,,,,,,,,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534991,28,1,1,1,56,dpp6fex0mdxsxhdct2qf66x5n,1,75.5,100,2022-10-30T15:03:46.701Z,2022-10-30T15:03:53Z,3883991131,56,Left,3883991143,212,15.1,3883991147,213,5.4,3883991139,141,85.3,3883991127,107,,3883991135,140,85.0,,,,,,,2h5t74e8r147rzbett9on72sp,A. Emmerling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479534995,29,3,1,2,3,dpp6fex0mdxsxhdct2qf66x5n,0,96.4,89.8,2022-10-30T15:03:53.117Z,2022-10-30T15:03:55Z,3883991171,286,,3883991169,56,Left,3883991417,233,17,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535021,17,7,1,2,3,2f7gua216miwsfd83rgjsn4ap,1,3.6,10.2,2022-10-30T15:03:53.118Z,2022-10-30T15:03:55Z,3883991301,285,,3883991375,233,29,3883991299,56,Back,3883991295,167,,,,,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535055,18,6,1,2,4,2f7gua216miwsfd83rgjsn4ap,0,3.6,10.2,2022-10-30T15:03:53.981Z,2022-10-30T15:05:52Z,3883991569,233,30,3883991465,56,Back,3883991467,73,,,,,,,,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535005,30,6,1,2,4,dpp6fex0mdxsxhdct2qf66x5n,1,96.4,89.8,2022-10-30T15:03:53.981Z,2022-10-30T15:03:56Z,3883991231,73,,3883991225,56,Left,3883991551,233,18,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535587,31,1,1,2,31,dpp6fex0mdxsxhdct2qf66x5n,0,99.5,99.5,2022-10-30T15:04:21.053Z,2022-10-30T15:04:23Z,3883994135,141,45.8,3883994119,6,,3883994121,155,,3883994147,1,,3883994139,212,36.8,3883994115,2,,3883994127,56,Center,3883994123,223,,eyqhxpni376pocsunribu1jv9,E. Senß,3883994143,213,4.6,3883994131,140,95.3,,,,,,,,,,,,,,,,,,,,,,,
2479535673,19,12,1,2,34,2f7gua216miwsfd83rgjsn4ap,1,3.8,53.9,2022-10-30T15:04:24.391Z,2022-10-30T15:04:28Z,3883994593,213,0.1,3883994587,140,33.6,3883994591,212,31.3,3883994589,141,56.7,3883994585,56,Back,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535685,32,13,1,2,37,dpp6fex0mdxsxhdct2qf66x5n,1,72,54.6,2022-10-30T15:04:27.364Z,2022-10-30T15:15:13Z,3883994661,18,,3883995525,103,62.5,3883995533,230,98.8,3883995527,215,,3883994665,56,Center,3883995519,81,,3883995523,102,42.7,3883995529,328,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,3883995531,458,,3883995515,25,,3883995535,231,50.2,3883994929,20,,,,,,,,,,,,,,,,,,
2479535679,20,5,1,2,38,2f7gua216miwsfd83rgjsn4ap,1,-0.6,52,2022-10-30T15:04:28.199Z,2022-10-30T15:04:30Z,3883994617,56,Back,3883994619,346,,3883994861,233,33,,,,,,,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479535717,33,5,1,2,38,dpp6fex0mdxsxhdct2qf66x5n,0,100.6,48,2022-10-30T15:04:28.199Z,2022-10-30T15:11:46Z,3883994893,233,20,3883994855,346,,3883994853,56,Center,,,,,,,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536377,21,1,1,3,7,2f7gua216miwsfd83rgjsn4ap,0,4.2,38.6,2022-10-30T15:04:56.863Z,2022-10-30T15:05:01Z,3883998197,74,,3883998191,212,58.7,3883998193,213,6.0,3883998195,1,,3883998185,56,Right,3883998189,141,13.4,3883998183,155,,3883998181,124,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,3883998187,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536457,34,4,1,3,11,dpp6fex0mdxsxhdct2qf66x5n,1,49,86.6,2022-10-30T15:05:01.740Z,2022-10-30T15:05:56Z,3883999493,295,,3883999495,152,,3883999491,13,,3883998611,56,Back,3884005725,286,,3884005799,233,22,,,,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536531,22,4,1,3,11,2f7gua216miwsfd83rgjsn4ap,0,51,13.4,2022-10-30T15:05:01.741Z,2022-10-30T15:05:57Z,3883999089,295,,3884005841,233,34,3883999087,13,,3883999091,56,Right,3883999093,152,,3883999095,285,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536747,35,1,1,3,23,dpp6fex0mdxsxhdct2qf66x5n,1,60.4,87.1,2022-10-30T15:05:13.229Z,2022-10-30T15:05:54Z,3884000351,213,3.8,3884005351,152,,3884000347,141,67.5,3884000345,140,44.5,3884005349,5,,3884000349,212,21.4,3884000343,56,Back,,,,1aarhrn1ncv5mi54thh5d045w,C. Fröhlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536853,36,1,1,3,27,dpp6fex0mdxsxhdct2qf66x5n,1,45,60.8,2022-10-30T15:05:17.535Z,2022-10-30T15:05:21Z,3884000869,141,49.3,3884000873,213,3.5,3884000865,56,Back,3884000871,212,23.8,3884000867,140,23.6,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479536921,37,1,1,3,31,dpp6fex0mdxsxhdct2qf66x5n,1,23.7,47.8,2022-10-30T15:05:21.308Z,2022-10-30T15:05:26Z,3884001233,141,25.9,3884001235,212,15.0,3884001229,56,Back,3884001237,213,4.8,3884001231,140,25.4,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479537069,38,1,1,3,37,dpp6fex0mdxsxhdct2qf66x5n,1,29,25.3,2022-10-30T15:05:26.988Z,2022-10-30T15:05:29Z,3884001997,140,26.9,3884002003,213,1.7,3884002001,212,17.1,3884001999,141,50.3,3884001995,56,Back,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
