id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2543135409,30,1,1,0,8,3vo5mpj7catp66nrwwqiuhuup,1,12.2,13.4,2023-05-03T19:01:20.218Z,2023-05-04T01:46:22Z,4247836511,56,Back,4247836519,213,0.4,4248717831,178,,4247836517,212,16.7,4247836513,140,27.0,4247836515,141,22.2,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543135589,31,1,1,0,9,3vo5mpj7catp66nrwwqiuhuup,1,27.2,22.5,2023-05-03T19:01:21.060Z,2023-05-04T01:46:26Z,4247837461,141,18.0,4247837457,56,Back,4248717955,178,,4247837459,140,40.8,4247837465,213,6.1,4247837463,212,14.6,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543135743,34,1,1,0,10,3vo5mpj7catp66nrwwqiuhuup,0,39.7,18.2,2023-05-03T19:01:22.013Z,2023-05-04T01:46:30Z,4247838345,212,4.3,4247838343,141,21.0,4247838339,56,Back,4248718043,178,,4247838341,140,36.0,4247838347,213,2.7,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133843,7,8,1,0,11,ap6blbxhq9elm62vw6tutzlwg,1,69.9,72.6,2023-05-03T19:01:22.729Z,2023-05-04T01:46:33Z,4248346385,384,,4247827569,56,Center,4248718133,178,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133873,5,1,1,0,11,3vo5mpj7catp66nrwwqiuhuup,0,27.7,10.4,2023-05-03T19:01:23.695Z,2023-05-04T01:46:36Z,4247827711,1,,4247827707,212,44.3,4247827705,141,47.8,4247827703,140,62.2,4247827701,56,Center,4247827709,213,0.6,4248718213,178,,4247827699,155,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133851,4,43,1,0,12,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-05-03T19:01:24.233Z,2023-05-03T19:03:39Z,4247839369,144,49,,,,,,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133891,8,49,1,0,15,ap6blbxhq9elm62vw6tutzlwg,1,28,37.9,2023-05-03T19:01:26.734Z,2023-05-04T01:46:41Z,,,,,,,,,,,,,,,,,,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133943,9,1,1,0,16,ap6blbxhq9elm62vw6tutzlwg,1,27.8,36.1,2023-05-03T19:01:28.170Z,2023-05-04T01:46:43Z,4247828159,140,29.6,4248718439,178,,4247828165,213,4.9,4247828163,212,12.9,4247828161,141,17.3,4247828157,56,Back,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133977,10,1,1,0,20,ap6blbxhq9elm62vw6tutzlwg,1,30.5,13.5,2023-05-03T19:01:31.934Z,2023-05-04T01:46:47Z,4248718559,178,,4247828297,140,21.2,4247828301,212,15.2,4247828295,56,Back,4247828303,213,2.3,4247828299,141,30.7,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134021,11,1,1,0,22,ap6blbxhq9elm62vw6tutzlwg,1,21.2,30.7,2023-05-03T19:01:34.379Z,2023-05-04T01:46:49Z,4247828551,56,Back,4247828563,212,19.7,4247828555,140,6.4,4248718651,178,,4247828561,141,48.5,4247828569,213,2.5,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134107,12,1,1,0,27,ap6blbxhq9elm62vw6tutzlwg,1,15.3,59,2023-05-03T19:01:38.861Z,2023-05-04T01:46:54Z,4247828947,212,33.7,4248718827,178,,4247828945,141,61.8,4247828943,140,47.3,4247828941,56,Back,4247828951,1,,4247828949,213,0.1,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543301639,582,67,1,0,28,ap6blbxhq9elm62vw6tutzlwg,1,39.8,58,2023-05-03T19:01:40.319Z,2023-05-04T02:35:13Z,4248754009,233,1063,,,,,,,,,,,,,,,,,,,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543301637,1063,67,1,0,28,3vo5mpj7catp66nrwwqiuhuup,0,60.2,42,2023-05-03T19:01:40.320Z,2023-05-04T02:10:20Z,4248754037,233,582,,,,,,,,,,,,,,,,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543174665,267,1,1,0,28,ap6blbxhq9elm62vw6tutzlwg,0,43.7,55.4,2023-05-03T19:01:40.322Z,2023-05-04T02:35:14Z,4248051947,212,11.5,4248347523,168,,4248051943,141,54.9,4248051941,140,54.6,4248051939,56,Center,4248051951,213,6.3,4248718971,178,,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134169,7,44,1,0,29,3vo5mpj7catp66nrwwqiuhuup,1,38.6,33.2,2023-05-03T19:01:41.630Z,2023-05-04T02:35:14Z,4247829305,56,Back,4247829307,285,,4247829351,233,13,,,,,,,,,,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134137,13,44,1,0,29,ap6blbxhq9elm62vw6tutzlwg,0,61.4,66.8,2023-05-03T19:01:41.631Z,2023-05-04T01:47:03Z,4247829145,286,,4247829143,56,Center,4247829389,233,7,,,,,,,,,,,,,,,,83kdacraf2mcnbg038ld68ne2,A. Gaich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134185,8,1,1,0,29,3vo5mpj7catp66nrwwqiuhuup,1,43.2,35.7,2023-05-03T19:01:41.661Z,2023-05-04T02:35:14Z,4247829413,212,6.9,4247829415,213,4.2,4247829409,140,39.9,4247829405,3,,4247829411,141,27.0,4247829407,56,Back,4248719281,388,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134111,6,43,1,0,30,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-05-03T19:01:42.524Z,2023-05-03T19:50:56Z,4248051049,144,8,4247828981,56,Center,,,,,,,,,,,,,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134207,10,1,1,0,31,3vo5mpj7catp66nrwwqiuhuup,1,38.3,28.3,2023-05-03T19:01:43.618Z,2023-05-04T01:47:16Z,4247829541,213,2.7,4248719719,388,,4247829539,212,10.8,4247829537,141,34.9,4248052377,3,,4247829533,56,Back,4247829535,140,28.9,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134191,9,49,1,0,34,3vo5mpj7catp66nrwwqiuhuup,1,25.5,31,2023-05-03T19:01:46.159Z,2023-05-04T01:47:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134233,11,1,1,0,34,3vo5mpj7catp66nrwwqiuhuup,1,19.8,27.6,2023-05-03T19:01:46.202Z,2023-05-04T01:47:25Z,4247829677,140,5.1,4247829675,56,Back,4247829681,212,18.5,4248719993,178,,4247829683,213,2.6,4247829679,141,42.7,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134281,12,1,1,0,37,3vo5mpj7catp66nrwwqiuhuup,1,7.5,43,2023-05-03T19:01:49.086Z,2023-05-04T01:47:28Z,4248720041,178,,4247829937,213,4.7,4247829929,56,Back,4247829933,141,19.5,4247829935,212,16.0,4247829931,140,7.1,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134371,13,1,1,0,39,3vo5mpj7catp66nrwwqiuhuup,1,7.7,19.2,2023-05-03T19:01:50.817Z,2023-05-04T01:47:30Z,4247830449,140,18.5,4247830451,141,84.1,4248720117,178,,4247830457,1,,4247830445,196,,4247830443,155,,4247830455,213,1.3,4247830453,212,45.6,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,4247830447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134441,14,1,1,0,48,3vo5mpj7catp66nrwwqiuhuup,1,37.7,92,2023-05-03T19:02:00.264Z,2023-05-04T01:47:34Z,4247830849,141,71.7,4247830851,212,23.7,4248720223,178,,4247830845,56,Center,4247830853,213,5.7,4247830847,140,56.1,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134445,15,3,1,0,50,3vo5mpj7catp66nrwwqiuhuup,0,60.3,71,2023-05-03T19:02:02.070Z,2023-05-04T01:47:43Z,4247830879,56,Center,4248054403,233,14,4248348653,464,,4248720481,178,,4247830881,286,,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134483,14,7,1,0,50,ap6blbxhq9elm62vw6tutzlwg,1,39.7,29,2023-05-03T19:02:02.089Z,2023-05-04T01:47:46Z,4247831105,233,15,4247831103,285,,4248348791,384,,4247831101,56,Back,4248720607,178,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543301829,583,67,1,0,51,ap6blbxhq9elm62vw6tutzlwg,1,27.1,25.3,2023-05-03T19:02:03.615Z,2023-05-04T02:35:15Z,4248755333,233,1068,,,,,,,,,,,,,,,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543301827,1068,67,1,0,51,3vo5mpj7catp66nrwwqiuhuup,0,72.9,74.7,2023-05-03T19:02:03.616Z,2023-05-04T02:11:14Z,4248755353,233,583,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134491,15,1,1,0,51,ap6blbxhq9elm62vw6tutzlwg,1,26.2,27.3,2023-05-03T19:02:03.631Z,2023-05-04T02:35:15Z,4247831167,56,Back,4247831171,141,33.6,4247831175,213,0.7,4247831173,212,6.5,4248720723,178,,4247831169,140,30.9,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134507,17,49,1,0,52,ap6blbxhq9elm62vw6tutzlwg,1,31.9,30.1,2023-05-03T19:02:04.265Z,2023-05-04T01:47:53Z,,,,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134505,16,3,1,0,53,ap6blbxhq9elm62vw6tutzlwg,1,35.6,30.6,2023-05-03T19:02:04.796Z,2023-05-04T01:48:02Z,4247831245,56,Back,4248721089,178,,4247831263,286,,4248349397,464,,4247831259,233,16,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134501,16,45,1,0,53,3vo5mpj7catp66nrwwqiuhuup,0,64.4,69.4,2023-05-03T19:02:04.796Z,2023-05-04T01:48:02Z,4247831273,233,16,4247831237,56,Center,4247831239,285,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134517,17,45,1,0,54,3vo5mpj7catp66nrwwqiuhuup,0,62.2,73.9,2023-05-03T19:02:05.742Z,2023-05-04T01:48:11Z,4247831321,285,,4247831539,233,18,4247831319,56,Center,,,,,,,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134547,18,3,1,0,54,ap6blbxhq9elm62vw6tutzlwg,1,37.8,26.1,2023-05-03T19:02:05.742Z,2023-05-04T01:48:10Z,4247831469,56,Back,4248349677,465,,4247831515,286,,4247831511,233,17,4248721373,178,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134551,19,50,1,0,55,ap6blbxhq9elm62vw6tutzlwg,1,46.8,14.8,2023-05-03T19:02:07.214Z,2023-05-04T01:49:18Z,4247831805,233,18,4247831487,286,,4247831485,56,Back,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134589,18,7,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,53.2,85.2,2023-05-03T19:02:07.669Z,2023-05-04T01:49:22Z,4247831719,56,Left,4248350045,384,,4248724311,178,,4247831721,285,,4247831755,233,19,,,,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134593,19,49,1,0,56,3vo5mpj7catp66nrwwqiuhuup,1,54.7,83.7,2023-05-03T19:02:08.662Z,2023-05-04T01:49:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134623,20,1,1,0,58,3vo5mpj7catp66nrwwqiuhuup,1,54.6,78.5,2023-05-03T19:02:10.294Z,2023-05-04T01:49:29Z,4247831921,213,5.7,4247831919,212,8.8,4247831917,141,70.9,4248724641,178,,4247831915,140,61.4,4247831913,56,Center,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134671,21,1,1,1,1,3vo5mpj7catp66nrwwqiuhuup,1,63,67.8,2023-05-03T19:02:13.303Z,2023-05-04T01:49:31Z,4248724709,178,,4247832199,213,4.8,4247832191,56,Center,4247832195,141,47.6,4247832193,140,63.9,4247832197,212,13.8,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134775,22,1,1,1,4,3vo5mpj7catp66nrwwqiuhuup,1,67.8,37.6,2023-05-03T19:02:16.295Z,2023-05-04T01:49:35Z,4247832773,56,Right,4247832775,140,77.3,4247832781,213,5.2,4247832777,141,9.5,4247832779,212,21.6,4248724863,178,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134811,23,1,1,1,12,3vo5mpj7catp66nrwwqiuhuup,1,82.6,9.4,2023-05-03T19:02:23.781Z,2023-05-04T01:49:39Z,4247832999,213,3.0,4247832991,56,Right,4247832995,141,12.6,4247832993,140,71.2,4248724973,178,,4247832997,212,12.2,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134863,24,1,1,1,14,3vo5mpj7catp66nrwwqiuhuup,0,75.8,11.3,2023-05-03T19:02:25.777Z,2023-05-04T01:49:41Z,4247833289,56,Center,4247833295,212,35.6,4247833297,213,1.0,4248350931,20,,4247833291,140,92.7,4247833293,141,56.7,4247833299,1,,4248350929,224,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,4247833285,2,,4248725013,178,4247833287,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134873,20,44,1,1,15,ap6blbxhq9elm62vw6tutzlwg,1,6.6,45,2023-05-03T19:02:27.505Z,2023-05-04T02:35:15Z,4247833339,285,,4247833487,233,25,4247833333,56,Back,,,,,,,,,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134879,25,44,1,1,15,3vo5mpj7catp66nrwwqiuhuup,0,93.4,55,2023-05-03T19:02:27.506Z,2023-05-04T01:49:45Z,4247833361,56,Center,4247833363,286,,4247833395,233,20,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134907,21,12,1,1,15,ap6blbxhq9elm62vw6tutzlwg,1,6.1,47.2,2023-05-03T19:02:27.528Z,2023-05-04T02:35:16Z,4248725291,388,,4247853321,141,45.8,4247833501,56,Back,4247853315,140,7.0,4247853323,212,1.3,4248351545,15,,4247853325,213,5.5,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134883,26,13,1,1,15,3vo5mpj7catp66nrwwqiuhuup,1,92.6,56.7,2023-05-03T19:02:27.588Z,2023-05-04T01:49:59Z,4247853915,15,,4248725711,388,,4247862371,458,,4247833381,17,,4247862381,231,52.0,4247862375,146,94.5,4247862369,103,2.8,4247862377,147,47.3,a5eki9p236y4zxmp9qz202pcl,E. Džeko,4247862367,102,40.5,4247833379,22,4247862379,230,98.9,4247862365,75,4247833383,56,Center,4247862373,153,4247853919,328,,,,,,,,,,,,,,,,,,
