id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2490032843,10,1,1,0,27,bcuj94typp0ykv77ijp9wpsve,1,72.3,66.9,2022-12-10T11:30:44.885Z,2022-12-10T11:30:47Z,3939065617,213,1.1,3939065613,141,90.0,3939065615,212,17.7,3939065609,56,Left,3939065611,140,80.0,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032847,11,1,1,0,30,bcuj94typp0ykv77ijp9wpsve,0,75.3,69,2022-12-10T11:30:47.477Z,2022-12-10T11:30:49Z,3939065637,141,45.1,3939065641,213,4.6,3939065639,212,16.3,3939065633,56,Center,3939065635,140,74.0,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032865,6,49,1,0,33,ca8pjvyb7hgttr1dalj2nguum,1,27,44.8,2022-12-10T11:30:50.594Z,2022-12-10T11:30:50Z,,,,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032881,7,1,1,0,35,ca8pjvyb7hgttr1dalj2nguum,1,45.7,68.4,2022-12-10T11:30:52.593Z,2022-12-10T11:30:55Z,3939065777,141,93.6,3939065773,56,Back,3939065781,213,1.8,3939065775,140,41.7,3939065779,212,17.6,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032891,8,1,1,0,37,ca8pjvyb7hgttr1dalj2nguum,1,41.7,93.6,2022-12-10T11:30:55.170Z,2022-12-10T11:30:56Z,3939065821,140,39.9,3939065819,56,Back,3939065825,212,12.7,3939065823,141,75.1,3939065827,213,4.6,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032925,9,1,1,0,38,ca8pjvyb7hgttr1dalj2nguum,1,39.9,75.1,2022-12-10T11:30:56.146Z,2022-12-10T11:31:01Z,3939065957,56,Back,3939065961,141,70.2,3939065959,140,19.4,3939065965,213,3.3,3939065963,212,21.8,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032943,10,1,1,0,43,ca8pjvyb7hgttr1dalj2nguum,1,19.9,69.7,2022-12-10T11:31:01.138Z,2022-12-10T11:31:05Z,3939066077,213,6.1,3939066061,56,Back,3939066069,141,66.7,3939066073,212,13.7,3939066065,140,32.8,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032959,11,1,1,0,48,ca8pjvyb7hgttr1dalj2nguum,1,32.7,65.1,2022-12-10T11:31:05.539Z,2022-12-10T11:31:08Z,3939066159,56,Back,3939066167,213,1.7,3939066163,141,95.1,3939066165,212,20.5,3939066161,140,30.5,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032969,12,1,1,0,51,ca8pjvyb7hgttr1dalj2nguum,1,30.5,95.1,2022-12-10T11:31:08.882Z,2022-12-10T11:31:11Z,3939066211,56,Left,3939066219,213,0.1,3939066217,212,24.8,3939066215,141,98.0,3939066213,140,54.0,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032983,13,1,1,0,53,ca8pjvyb7hgttr1dalj2nguum,1,54,98,2022-12-10T11:31:11.010Z,2022-12-10T11:31:13Z,3939066267,56,Back,3939066271,141,95.6,3939066273,212,20.1,3939066275,213,3.2,3939066269,140,34.9,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033017,14,1,1,0,56,ca8pjvyb7hgttr1dalj2nguum,1,33.9,92.4,2022-12-10T11:31:13.347Z,2022-12-10T11:31:20Z,3939066445,141,32.5,3939066443,140,29.9,3939066451,1,,3939066449,213,4.6,3939066441,56,Back,3939066447,212,40.9,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033029,15,1,1,1,2,ca8pjvyb7hgttr1dalj2nguum,1,37.6,33.9,2022-12-10T11:31:20.051Z,2022-12-10T11:31:22Z,3939066497,56,Back,3939066501,141,53.6,3939066499,140,46.8,3939066503,212,16.5,3939066505,213,0.9,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033041,16,1,1,1,4,ca8pjvyb7hgttr1dalj2nguum,0,46.8,53.6,2022-12-10T11:31:22.035Z,2022-12-10T12:17:03Z,3939066573,141,16.7,3939066575,212,25.9,3939066577,213,4.5,3939066569,56,Back,3939066571,140,40.6,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033067,12,61,1,1,12,bcuj94typp0ykv77ijp9wpsve,0,75.2,92.3,2022-12-10T11:31:29.511Z,2022-12-10T11:31:29Z,3939066705,56,Left,,,,,,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033123,13,5,1,1,13,bcuj94typp0ykv77ijp9wpsve,0,72.8,101.4,2022-12-10T11:31:30.991Z,2022-12-10T12:09:23Z,3939145265,233,17,3939066945,347,,3939066943,56,Left,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033151,17,5,1,1,13,ca8pjvyb7hgttr1dalj2nguum,1,27.2,-1.4,2022-12-10T11:31:30.991Z,2022-12-10T12:16:46Z,3939067099,347,,3939067097,56,Back,3939145261,233,13,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033163,18,1,1,1,26,ca8pjvyb7hgttr1dalj2nguum,1,34.2,0,2022-12-10T11:31:43.876Z,2022-12-10T11:31:45Z,3939067141,107,,3939067149,141,22.1,3939067153,213,2.3,3939067155,1,,3939067145,56,Back,3939067151,212,22.3,3939067147,140,19.4,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033219,19,1,1,1,27,ca8pjvyb7hgttr1dalj2nguum,1,19.4,23,2022-12-10T11:31:45.172Z,2022-12-10T11:31:54Z,3939067359,212,32.2,3939067363,1,,3939067357,141,70.2,3939067361,213,1.7,3939067355,140,16.8,3939067353,56,Back,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033227,20,1,1,1,36,ca8pjvyb7hgttr1dalj2nguum,1,34,71.4,2022-12-10T11:31:53.988Z,2022-12-10T11:31:55Z,3939067391,212,22.9,3939067385,56,Center,3939067387,140,55.3,3939067393,213,6.1,3939067389,141,63.9,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033233,21,1,1,1,38,ca8pjvyb7hgttr1dalj2nguum,1,55.3,63.9,2022-12-10T11:31:55.316Z,2022-12-10T11:31:57Z,3939067427,56,Center,3939067433,212,8.8,3939067429,140,61.8,3939067435,213,0.7,3939067431,141,72.0,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033271,22,1,1,1,40,ca8pjvyb7hgttr1dalj2nguum,1,62.6,72.1,2022-12-10T11:31:57.236Z,2022-12-10T11:32:06Z,3939067633,213,1.2,3939067629,141,97.2,3939067627,140,68.7,3939067625,56,Left,3939067631,212,18.2,,,,,,,,,,94161is0x6f3s9kyrm2cxjf85,A. Nchout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033297,23,1,1,1,49,ca8pjvyb7hgttr1dalj2nguum,1,93.7,98.4,2022-12-10T11:32:06.692Z,2022-12-10T11:32:11Z,3939067771,56,Left,3939067779,213,4.6,3939067777,212,9.9,3939067773,140,93.1,3939067775,141,83.8,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033303,24,61,1,1,54,ca8pjvyb7hgttr1dalj2nguum,0,82.9,80.2,2022-12-10T11:32:11.877Z,2022-12-10T11:32:12Z,3939067789,56,Left,,,,,,,,,,,,,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033307,14,49,1,1,55,bcuj94typp0ykv77ijp9wpsve,1,19.4,11.6,2022-12-10T11:32:12.808Z,2022-12-10T11:32:12Z,,,,,,,,,,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033329,15,1,1,1,58,bcuj94typp0ykv77ijp9wpsve,1,39.6,32.4,2022-12-10T11:32:16.168Z,2022-12-10T11:32:17Z,3939067921,141,47.0,3939067925,213,2.4,3939067919,140,29.4,3939067917,56,Back,3939067923,212,14.6,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033345,16,1,1,2,0,bcuj94typp0ykv77ijp9wpsve,1,29.5,46.4,2022-12-10T11:32:17.831Z,2022-12-10T11:32:20Z,3939067987,212,12.5,3939067985,141,34.2,3939067983,140,38.4,3939067989,213,5.6,3939067981,56,Back,,,,,,,,,,b4r8ripw5dilngnxrb5fkkkid,G. Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033361,17,1,1,2,3,bcuj94typp0ykv77ijp9wpsve,1,38.5,7.1,2022-12-10T11:32:20.520Z,2022-12-10T11:32:22Z,3939068067,213,6.0,3939068059,56,Back,3939068063,141,5.2,3939068065,212,4.5,3939068061,140,42.6,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033399,18,1,1,2,5,bcuj94typp0ykv77ijp9wpsve,1,43.1,6.8,2022-12-10T11:32:22.455Z,2022-12-10T11:32:27Z,3939068217,140,21.7,3939068215,56,Back,3939068221,141,44.6,3939068225,213,2.3,3939068223,212,34.1,3939068227,1,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033431,19,1,1,2,9,bcuj94typp0ykv77ijp9wpsve,1,21.7,44.6,2022-12-10T11:32:27.127Z,2022-12-10T13:25:39Z,3939068411,140,27.9,3939068409,56,Back,3939068415,212,21.3,3939068413,141,74.5,3939068417,213,1.3,,,,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033459,20,1,1,2,15,bcuj94typp0ykv77ijp9wpsve,1,36.8,77.6,2022-12-10T11:32:32.248Z,2022-12-10T11:32:35Z,3939068589,141,96.6,3939068593,213,1.5,3939068587,140,37.5,3939068585,56,Back,3939068591,212,12.9,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033465,21,1,1,2,18,bcuj94typp0ykv77ijp9wpsve,1,37.5,96.6,2022-12-10T11:32:35.816Z,2022-12-10T11:32:37Z,3939068641,140,59.2,3939068639,56,Left,3939068647,213,0.0,3939068645,212,22.8,3939068643,141,97.8,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033471,22,1,1,2,20,bcuj94typp0ykv77ijp9wpsve,1,58.2,93.3,2022-12-10T11:32:37.479Z,2022-12-10T11:32:39Z,3939068709,213,4.6,3939068697,56,Center,3939068707,212,15.9,3939068699,140,55.9,3939068703,141,70.2,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033475,23,1,1,2,22,bcuj94typp0ykv77ijp9wpsve,1,55.9,70.2,2022-12-10T11:32:39.288Z,2022-12-10T11:32:40Z,3939068733,56,Center,3939068743,212,12.4,3939068745,213,0.4,3939068737,140,66.6,3939068741,141,77.9,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033481,24,1,1,2,23,bcuj94typp0ykv77ijp9wpsve,0,66.6,78.2,2022-12-10T11:32:40.279Z,2022-12-10T11:32:42Z,3939068781,213,4.0,3939068773,56,Center,3939068775,140,56.2,3939068777,141,60.0,3939068779,212,16.5,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033499,25,49,1,2,26,ca8pjvyb7hgttr1dalj2nguum,1,46.8,44,2022-12-10T11:32:43.830Z,2022-12-10T11:32:43Z,,,,,,,,,,,,,,,,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033509,26,1,1,2,27,ca8pjvyb7hgttr1dalj2nguum,1,46.8,44,2022-12-10T11:32:44.325Z,2022-12-10T11:32:46Z,3939068979,213,5.2,3939068971,56,Right,3939068977,212,21.1,3939068973,140,56.3,3939068975,141,16.7,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033513,27,1,1,2,28,ca8pjvyb7hgttr1dalj2nguum,0,60.4,19.4,2022-12-10T11:32:46.133Z,2022-12-10T11:32:47Z,3939069013,140,60.6,3939069015,141,33.6,3939069017,212,9.7,3939069019,213,1.5,3939069011,56,Center,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033531,25,49,1,2,33,bcuj94typp0ykv77ijp9wpsve,1,37.5,66.3,2022-12-10T11:32:50.553Z,2022-12-10T11:32:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033545,26,1,1,2,33,bcuj94typp0ykv77ijp9wpsve,1,37.5,66.3,2022-12-10T11:32:50.760Z,2022-12-10T11:32:52Z,3939069219,213,5.3,3939069211,56,Back,3939069217,212,22.1,3939069213,140,49.1,3939069215,141,39.1,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033549,27,1,1,2,35,bcuj94typp0ykv77ijp9wpsve,0,49.4,39.4,2022-12-10T11:32:52.488Z,2022-12-10T11:32:54Z,3939069235,56,Back,3939069243,213,2.9,3939069239,141,44.6,3939069241,212,13.5,3939069237,140,37.0,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033551,28,49,1,2,36,ca8pjvyb7hgttr1dalj2nguum,1,61.2,46,2022-12-10T11:32:53.750Z,2022-12-10T11:32:53Z,,,,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033579,29,1,1,2,38,ca8pjvyb7hgttr1dalj2nguum,1,65.8,65.2,2022-12-10T11:32:55.765Z,2022-12-10T11:32:58Z,3939069433,141,46.6,3939069429,56,Center,3939069435,212,15.9,3939069437,213,5.4,3939069431,140,75.0,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033585,30,1,1,2,41,ca8pjvyb7hgttr1dalj2nguum,1,74.5,49.1,2022-12-10T11:32:58.358Z,2022-12-10T11:33:00Z,3939069449,140,74.5,3939069453,141,66.1,3939069457,212,11.6,3939069445,56,Center,3939069461,213,1.6,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033599,31,1,1,2,42,ca8pjvyb7hgttr1dalj2nguum,1,74.5,68.5,2022-12-10T11:33:00.150Z,2022-12-10T11:33:03Z,3939069523,56,Left,3939069525,140,77.8,3939069531,213,1.4,3939069527,141,95.9,3939069529,212,19.0,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033625,32,1,1,2,45,ca8pjvyb7hgttr1dalj2nguum,0,77.9,95.9,2022-12-10T11:33:03.142Z,2022-12-10T11:33:06Z,3939069661,155,,3939069669,212,36.2,3939069673,1,,3939069667,141,47.6,3939069659,2,,3939069671,213,5.1,3939069663,56,Center,3939069665,140,92.3,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490033637,28,12,1,2,48,bcuj94typp0ykv77ijp9wpsve,1,7.1,51.9,2022-12-10T11:33:05.626Z,2022-12-10T11:33:08Z,3939069747,56,Back,3939069765,15,,3939069751,141,71.7,3939069755,213,1.0,3939069753,212,16.0,3939069749,140,15.3,,,,,,,b4r8ripw5dilngnxrb5fkkkid,G. Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
