id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/11/value,assist,qualifier/18/id,qualifier/18/qualifierId
2486882125,7,7,1,0,31,7jaarwfaeewpo3vnfvhc2c665,1,35.1,97.4,2022-11-20T11:32:46.383Z,2022-11-20T11:32:48Z,3922400683,56,Back,3922400681,167,,3922400685,285,,3922400723,233,10,,,,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882131,8,5,1,0,31,7jaarwfaeewpo3vnfvhc2c665,0,37.9,101.4,2022-11-20T11:32:46.959Z,2022-11-20T11:32:57Z,3922400751,233,11,3922400715,56,Back,3922400717,347,,,,,,,,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882139,11,5,1,0,31,bcuj94typp0ykv77ijp9wpsve,1,62.1,-1.4,2022-11-20T11:32:46.959Z,2022-11-20T11:54:03Z,3922400747,233,8,3922400745,347,,3922400743,56,Right,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882143,12,1,1,0,41,bcuj94typp0ykv77ijp9wpsve,0,57.4,0,2022-11-20T11:32:56.562Z,2022-11-20T11:33:49Z,3922400761,141,1.9,3922400765,213,0.2,3922400763,212,13.4,3922400759,140,70.0,3922400755,107,,3922400757,56,Right,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882147,9,8,1,0,44,7jaarwfaeewpo3vnfvhc2c665,1,22.9,93.3,2022-11-20T11:32:59.855Z,2022-11-20T11:32:59Z,3922400767,56,Back,,,,,,,,,,,,,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882155,13,1,1,0,45,bcuj94typp0ykv77ijp9wpsve,1,63.9,1.7,2022-11-20T11:33:00.281Z,2022-11-20T11:33:51Z,3922400807,140,64.0,3922400813,213,1.5,3922400805,56,Right,3922400811,212,3.1,3922400809,141,6.2,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882159,14,1,1,0,47,bcuj94typp0ykv77ijp9wpsve,0,64,6.2,2022-11-20T11:33:02.281Z,2022-11-20T11:33:05Z,3922400833,140,89.6,3922400835,141,20.3,3922400839,213,0.3,3922400831,56,Right,3922400829,155,,3922400837,212,28.5,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882163,10,49,1,0,51,7jaarwfaeewpo3vnfvhc2c665,1,9.2,90.6,2022-11-20T11:33:06.911Z,2022-11-20T11:33:07Z,,,,,,,,,,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882167,11,1,1,0,51,7jaarwfaeewpo3vnfvhc2c665,0,9.2,90.6,2022-11-20T11:33:07.072Z,2022-11-20T13:27:14Z,3922400877,213,6.2,3922400867,157,,3922400871,140,39.5,3922400879,1,,3922400869,56,Back,3922400875,212,31.8,3922400873,141,88.6,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882169,15,49,1,0,52,bcuj94typp0ykv77ijp9wpsve,1,66.3,14.6,2022-11-20T11:33:07.746Z,2022-11-20T11:33:07Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882185,16,1,1,0,53,bcuj94typp0ykv77ijp9wpsve,1,66.3,13.2,2022-11-20T11:33:08.634Z,2022-11-20T11:33:13Z,3922400965,213,4.7,3922400961,141,2.9,3922400957,56,Right,3922400959,140,66.5,3922400963,212,7.0,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882197,17,1,1,0,57,bcuj94typp0ykv77ijp9wpsve,1,66.6,2.9,2022-11-20T11:33:13.105Z,2022-11-20T11:33:14Z,3922401015,140,72.6,3922401019,212,6.3,3922401021,213,6.3,3922401013,56,Right,3922401017,141,2.6,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882203,18,1,1,0,58,bcuj94typp0ykv77ijp9wpsve,0,72.6,2.6,2022-11-20T11:33:14.046Z,2022-11-20T11:33:16Z,3922401051,286,,3922401045,236,,3922401035,140,74.7,3922401039,212,2.3,3922401041,213,0.3,3922401033,56,Right,3922401037,141,3.7,3922401047,233,12,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882193,12,74,1,0,58,7jaarwfaeewpo3vnfvhc2c665,1,26.7,96.5,2022-11-20T11:33:14.047Z,2022-11-20T11:33:15Z,3922401059,233,18,3922400989,56,Back,3922400993,285,,,,,,,,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882201,13,5,1,0,59,7jaarwfaeewpo3vnfvhc2c665,0,28,102,2022-11-20T11:33:14.848Z,2022-11-20T11:33:22Z,3922401031,347,,3922401029,56,Back,3922401197,233,19,,,,,,,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882231,19,5,1,0,59,bcuj94typp0ykv77ijp9wpsve,1,72,-2,2022-11-20T11:33:14.848Z,2022-11-20T11:54:03Z,3922401181,347,,3922401193,233,13,3922401179,56,Right,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882245,20,1,1,1,7,bcuj94typp0ykv77ijp9wpsve,1,71,0,2022-11-20T11:33:22.289Z,2022-11-20T11:33:23Z,3922401253,140,61.4,3922401251,56,Right,3922401259,213,2.7,3922401249,107,,3922401255,141,5.9,3922401257,212,11.4,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882251,21,1,1,1,8,bcuj94typp0ykv77ijp9wpsve,1,61.4,5.9,2022-11-20T11:33:23.297Z,2022-11-20T11:33:24Z,3922401279,141,1.9,3922401283,213,5.9,3922401277,140,68.3,3922401275,56,Right,3922401281,212,7.7,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882253,22,1,1,1,9,bcuj94typp0ykv77ijp9wpsve,0,68.3,1.9,2022-11-20T11:33:24.273Z,2022-11-20T11:33:25Z,3922401293,212,5.3,3922401289,140,71.9,3922401295,213,0.8,3922401291,141,7.4,3922401287,56,Right,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882265,14,49,1,1,14,7jaarwfaeewpo3vnfvhc2c665,1,39.5,81.7,2022-11-20T11:33:29.343Z,2022-11-20T13:27:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3dhppw7le5km30lulvbpdxsrt,M. Tomaselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882293,15,4,1,1,20,7jaarwfaeewpo3vnfvhc2c665,1,55.8,79.6,2022-11-20T11:33:35.456Z,2022-11-20T13:27:02Z,3922401485,265,,3922414787,233,23,3922401481,56,Left,3922401483,152,,3922401487,286,,3922401479,13,,,,,,,,3dhppw7le5km30lulvbpdxsrt,M. Tomaselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882279,23,4,1,1,20,bcuj94typp0ykv77ijp9wpsve,0,44.2,20.4,2022-11-20T11:33:35.457Z,2022-11-20T12:05:58Z,3922401417,152,,3922414805,233,15,3922401421,285,,3922401413,13,,3922401415,56,Back,3922401419,265,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882311,16,1,1,1,33,7jaarwfaeewpo3vnfvhc2c665,1,57.8,84.4,2022-11-20T11:33:49.167Z,2022-11-20T11:33:49Z,3922401583,56,Left,3922401585,140,64.3,3922401591,213,0.8,3922401581,152,,3922401589,212,10.1,3922401579,5,,3922401587,141,95.4,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882319,17,1,1,1,34,7jaarwfaeewpo3vnfvhc2c665,1,64.3,95.4,2022-11-20T11:33:49.775Z,2022-11-20T11:33:52Z,3922401637,213,0.1,3922401635,212,8.5,3922401631,140,72.4,3922401629,56,Left,3922401633,141,96.3,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882327,18,1,1,1,37,7jaarwfaeewpo3vnfvhc2c665,1,71.3,96.2,2022-11-20T11:33:52.686Z,2022-11-20T11:33:54Z,3922401673,141,97.2,3922401675,212,8.2,3922401669,56,Left,3922401671,140,63.5,3922401677,213,3.1,,,,,,,,,,3dhppw7le5km30lulvbpdxsrt,M. Tomaselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882331,19,61,1,1,39,7jaarwfaeewpo3vnfvhc2c665,0,62.4,96.5,2022-11-20T11:33:54.223Z,2022-11-20T11:33:54Z,3922401685,56,Left,,,,,,,,,,,,,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882335,24,49,1,1,39,bcuj94typp0ykv77ijp9wpsve,1,43.6,3.5,2022-11-20T11:33:55.145Z,2022-11-20T11:33:55Z,,,,,,,,,,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882349,25,4,1,1,46,bcuj94typp0ykv77ijp9wpsve,1,69.5,15.8,2022-11-20T11:34:01.425Z,2022-11-20T11:34:16Z,3922401799,152,,3922401797,56,Right,3922401831,233,20,3922401795,13,,3922401803,286,,3922401925,294,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882353,20,4,1,1,46,7jaarwfaeewpo3vnfvhc2c665,0,30.5,84.2,2022-11-20T11:34:01.426Z,2022-11-20T11:34:14Z,3922401899,294,,3922401839,233,25,3922401821,13,,3922401829,285,,3922401825,152,,3922401823,56,Back,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882451,26,1,1,2,34,bcuj94typp0ykv77ijp9wpsve,1,67.8,22.7,2022-11-20T11:34:49.273Z,2022-11-20T11:34:52Z,3922402367,141,50.0,3922402365,140,80.6,3922402371,213,0.9,3922402361,152,,3922402369,212,22.9,3922402359,5,,3922402363,56,Center,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882465,27,1,1,2,36,bcuj94typp0ykv77ijp9wpsve,1,80.6,50,2022-11-20T11:34:51.874Z,2022-11-20T11:34:55Z,3922402461,141,19.1,3922402465,213,5.1,3922402459,140,87.7,3922402463,212,22.3,3922402457,56,Right,3922402455,155,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882467,28,1,1,2,39,bcuj94typp0ykv77ijp9wpsve,0,83.7,20.6,2022-11-20T11:34:55.033Z,2022-11-20T11:34:57Z,3922402485,213,1.2,3922402491,236,,3922402483,212,1.5,3922402477,56,Center,3922402497,286,,3922402479,140,84.2,3922402481,141,22.7,3922402493,233,21,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,3922402473,2,3922402475,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882469,21,12,1,2,39,7jaarwfaeewpo3vnfvhc2c665,1,20.3,89.7,2022-11-20T11:34:55.133Z,2022-11-20T11:34:58Z,3922402487,185,,3922402499,233,28,3922402489,56,Back,,,,,,,,,,,,,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882471,29,1,1,2,41,bcuj94typp0ykv77ijp9wpsve,0,74,19.4,2022-11-20T11:34:57.065Z,2022-11-20T12:27:57Z,3922402511,213,0.6,3922402505,140,80.5,3922402507,141,26.4,3922402509,212,8.3,3922402503,56,Center,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882479,22,1,1,2,44,7jaarwfaeewpo3vnfvhc2c665,1,19.8,73,2022-11-20T11:35:00.142Z,2022-11-20T13:27:20Z,3922402547,157,,3922402557,213,5.3,3922402553,141,30.3,3922402551,140,39.2,3922402559,1,,3922402555,212,35.5,3922402549,56,Back,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882487,23,49,1,2,48,7jaarwfaeewpo3vnfvhc2c665,1,41.5,23.9,2022-11-20T11:35:03.487Z,2022-11-20T11:35:03Z,,,,,,,,,,,,,,,,,,,,,,,,,2q342ep7xb1jln18nlz0m0vdh,E. Popadinova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882491,24,61,1,2,50,7jaarwfaeewpo3vnfvhc2c665,0,60.3,31.9,2022-11-20T11:35:05.599Z,2022-11-20T11:35:05Z,3922402615,56,Center,,,,,,,,,,,,,,,,,,,,,,2q342ep7xb1jln18nlz0m0vdh,E. Popadinova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882505,30,49,1,2,53,bcuj94typp0ykv77ijp9wpsve,1,45.6,68.2,2022-11-20T11:35:08.537Z,2022-11-20T11:35:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882517,31,1,1,2,56,bcuj94typp0ykv77ijp9wpsve,0,72.4,59.7,2022-11-20T11:35:11.753Z,2022-11-20T11:35:13Z,3922402711,140,78.5,3922402715,212,9.6,3922402709,56,Center,3922402717,213,5.4,3922402713,141,49.1,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882525,25,12,1,2,58,7jaarwfaeewpo3vnfvhc2c665,1,22.2,67.2,2022-11-20T11:35:13.999Z,2022-11-20T11:35:16Z,3922402743,212,3.6,3922402741,141,66.1,3922402739,140,25.6,3922402745,213,6.1,3922402737,56,Back,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882523,32,61,1,2,59,bcuj94typp0ykv77ijp9wpsve,1,76.4,46.9,2022-11-20T11:35:14.753Z,2022-11-20T11:35:14Z,3922402735,56,Center,,,,,,,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882549,26,12,1,3,0,7jaarwfaeewpo3vnfvhc2c665,1,14.5,48.7,2022-11-20T11:35:16.094Z,2022-11-20T13:27:12Z,3922402853,212,9.8,3922402847,56,Back,3922402851,141,51.0,3922402855,213,0.2,3922402849,140,23.7,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486882543,33,61,1,3,1,bcuj94typp0ykv77ijp9wpsve,1,74.9,56.3,2022-11-20T11:35:16.704Z,2022-11-20T12:28:35Z,3922402829,56,Center,,,,,,,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
