id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId
2472859517,4,1,1,0,15,7w2y7s7q5r1h1flz9y4sj6xka,1,91.5,23.2,2022-10-16T12:30:15.365Z,2022-10-16T12:30:18Z,3848679793,141,42.8,3848679795,212,13.4,3848679789,56,Center,3848679797,213,1.5,3848679791,140,92.4,,,,,,,,,,3dftc6lswgfgb4xoju4xb2xg5,V. Cernoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859523,5,3,1,0,18,7w2y7s7q5r1h1flz9y4sj6xka,0,94.4,35.8,2022-10-16T12:30:18.548Z,2022-10-16T12:30:20Z,3848679939,233,8,3848679827,56,Center,3848679829,286,,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859533,8,7,1,0,18,agjf3593kdfob1fl43rlt2b6c,0,5.6,64.2,2022-10-16T12:30:18.549Z,2022-10-16T12:30:20Z,3848679927,233,5,3848679893,285,,3848679889,56,Back,,,,,,,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859567,6,1,1,0,20,7w2y7s7q5r1h1flz9y4sj6xka,0,99.6,28.9,2022-10-16T12:30:20.917Z,2022-10-16T12:30:21Z,3848680053,56,Center,3848680061,213,1.9,3848680055,140,95.8,3848680059,212,11.2,3848680057,141,44.3,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859589,9,61,1,0,23,agjf3593kdfob1fl43rlt2b6c,0,2.2,56.7,2022-10-16T12:30:23.085Z,2022-10-16T12:30:23Z,3848680183,56,Back,,,,,,,,,,,,,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859607,10,12,1,0,23,agjf3593kdfob1fl43rlt2b6c,1,2.2,56.7,2022-10-16T12:30:23.774Z,2022-10-16T12:30:36Z,3848680279,140,29.2,3848680277,56,Back,3848680281,141,70.9,3848680285,213,0.3,3848680283,212,29.9,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859627,7,15,1,0,24,7w2y7s7q5r1h1flz9y4sj6xka,1,77.7,34.5,2022-10-16T12:30:24.677Z,2022-10-16T12:30:33Z,3848680999,458,,3848680995,103,3.8,3848680997,215,,3848680991,78,,3848680383,56,Center,3848681003,147,49.6,3848680589,20,,3848680379,22,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,3848681001,146,98.9,3848681059,233,11,3848680993,102,50.1,3848680381,18,,,,,,,,,,,,,,,,,,,,
2472859647,11,10,1,0,24,agjf3593kdfob1fl43rlt2b6c,1,3,52.2,2022-10-16T12:30:24.777Z,2022-10-16T12:30:33Z,3848680483,178,,3848680487,56,Back,3848681099,233,7,3848680485,182,,3848681043,177,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859653,12,52,1,0,27,agjf3593kdfob1fl43rlt2b6c,1,3,52.2,2022-10-16T12:30:27.373Z,2022-10-16T12:30:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859917,13,80,1,0,42,agjf3593kdfob1fl43rlt2b6c,0,15.2,37.3,2022-10-16T12:30:42.558Z,2022-10-16T12:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859997,14,1,1,0,44,agjf3593kdfob1fl43rlt2b6c,0,20.4,33.9,2022-10-16T12:30:44.638Z,2022-10-16T12:31:43Z,3848682413,212,50.7,3848682405,155,,3848682417,1,,3848682409,140,67.8,3848682411,141,20.0,3848682415,213,6.1,3848682407,56,Right,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472920879,457,44,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,35.4,80.2,2022-10-16T12:30:46.961Z,2022-10-16T14:27:46Z,3848990883,56,Back,3848990885,285,,3848990931,233,15,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472859999,15,44,1,0,47,agjf3593kdfob1fl43rlt2b6c,0,64.6,19.8,2022-10-16T12:30:46.962Z,2022-10-16T14:27:45Z,3848682427,286,,3848990963,233,457,3848682425,56,Right,,,,,,,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860033,8,1,1,0,48,7w2y7s7q5r1h1flz9y4sj6xka,1,31,77.7,2022-10-16T12:30:47.978Z,2022-10-16T14:27:32Z,3848682621,213,6.1,3848682619,212,28.5,3848682615,140,57.6,3848682611,3,,3848682617,141,69.4,3848682613,56,Center,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860049,10,49,1,0,50,7w2y7s7q5r1h1flz9y4sj6xka,1,52.2,40.6,2022-10-16T12:30:50.117Z,2022-10-16T14:25:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860035,9,61,1,0,50,7w2y7s7q5r1h1flz9y4sj6xka,0,57.6,69.4,2022-10-16T12:30:50.950Z,2022-10-16T12:30:51Z,3848682629,56,Center,,,,,,,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860047,16,49,1,0,51,agjf3593kdfob1fl43rlt2b6c,1,43.4,42.7,2022-10-16T12:30:51.935Z,2022-10-16T12:31:31Z,,,,,,,,,,,,,,,,,,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860115,17,1,1,0,52,agjf3593kdfob1fl43rlt2b6c,1,43.4,42.7,2022-10-16T12:30:52.288Z,2022-10-16T12:31:35Z,3848683035,212,29.8,3848683033,141,50.4,3848683029,56,Back,3848683037,213,3.0,3848683031,140,15.5,,,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860151,18,1,1,0,56,agjf3593kdfob1fl43rlt2b6c,1,15.5,50.4,2022-10-16T12:30:56.742Z,2022-10-16T12:30:58Z,3848683271,56,Back,3848683285,213,1.1,3848683279,141,63.4,3848683275,140,19.8,3848683283,212,9.9,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860193,19,1,1,0,58,agjf3593kdfob1fl43rlt2b6c,1,19.8,63.4,2022-10-16T12:30:58.198Z,2022-10-16T12:30:59Z,3848683453,141,46.3,3848683455,212,13.8,3848683447,56,Back,3848683457,213,4.1,3848683449,140,12.7,,,,,,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860199,20,43,1,0,59,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-10-16T12:30:59.783Z,2022-10-16T13:26:39Z,3848998345,144,49,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860277,21,1,1,1,0,agjf3593kdfob1fl43rlt2b6c,1,12.6,46.1,2022-10-16T12:31:00.654Z,2022-10-16T12:31:04Z,3848683877,212,19.6,3848683871,56,Back,3848683873,140,19.2,3848683879,213,5.1,3848683875,141,19.1,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860333,22,1,1,1,4,agjf3593kdfob1fl43rlt2b6c,1,19.2,19.1,2022-10-16T12:31:04.846Z,2022-10-16T12:31:08Z,3848684195,56,Back,3848684199,141,6.4,3848684203,213,5.4,3848684197,140,26.2,3848684201,212,11.3,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860367,23,1,1,1,8,agjf3593kdfob1fl43rlt2b6c,1,25.4,7.7,2022-10-16T12:31:08.679Z,2022-10-16T12:31:10Z,3848684383,212,7.7,3848684381,141,18.5,3848684379,140,27.6,3848684385,213,1.3,3848684377,56,Back,,,,,,,,,,c8v0somzpm3hv3vvg4t85hjl6,A. De Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860371,24,50,1,1,10,agjf3593kdfob1fl43rlt2b6c,1,33.8,17.3,2022-10-16T12:31:10.655Z,2022-10-16T12:31:14Z,3848684391,56,Back,3848684675,233,11,3848684679,286,,,,,,,,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860409,11,7,1,1,10,7w2y7s7q5r1h1flz9y4sj6xka,1,66.2,82.7,2022-10-16T12:31:10.656Z,2022-10-16T12:31:13Z,3848684629,233,24,3848684591,285,,3848684589,56,Left,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860415,12,49,1,1,13,7w2y7s7q5r1h1flz9y4sj6xka,1,70.6,72.3,2022-10-16T12:31:13.191Z,2022-10-16T12:31:13Z,,,,,,,,,,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860509,13,1,1,1,15,7w2y7s7q5r1h1flz9y4sj6xka,1,72.8,72.3,2022-10-16T12:31:15.526Z,2022-10-16T12:31:19Z,3848685087,56,Back,3848685095,213,4.0,3848685097,1,,3848685091,141,28.6,3848685089,140,46.4,3848685093,212,40.6,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860547,14,1,1,1,18,7w2y7s7q5r1h1flz9y4sj6xka,1,46.4,28.6,2022-10-16T12:31:18.886Z,2022-10-16T12:31:21Z,3848685283,212,32.2,3848685279,140,73.9,3848685287,1,,3848685281,141,7.6,3848685285,213,5.8,3848685277,56,Right,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860603,15,1,1,1,21,7w2y7s7q5r1h1flz9y4sj6xka,1,73.9,7.6,2022-10-16T12:31:21.142Z,2022-10-16T12:31:24Z,3848685617,140,58.9,3848685623,213,2.4,3848685615,56,Center,3848685621,212,21.0,3848685619,141,28.0,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860645,16,1,1,1,24,7w2y7s7q5r1h1flz9y4sj6xka,1,64.9,22.6,2022-10-16T12:31:24.198Z,2022-10-16T12:31:27Z,3848685869,56,Center,3848685873,141,33.1,3848685875,212,11.8,3848685877,213,0.7,3848685871,140,73.8,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860709,17,1,1,1,27,7w2y7s7q5r1h1flz9y4sj6xka,1,66.9,37.6,2022-10-16T12:31:26.966Z,2022-10-16T12:31:31Z,3848686195,141,78.1,3848686199,213,1.8,3848686193,140,59.4,3848686191,56,Center,3848686197,212,28.6,,,,,,,,,,3dftc6lswgfgb4xoju4xb2xg5,V. Cernoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860791,18,1,1,1,31,7w2y7s7q5r1h1flz9y4sj6xka,1,59.2,73.2,2022-10-16T12:31:31.734Z,2022-10-16T12:31:37Z,3848686691,212,17.8,3848686689,141,70.1,3848686685,56,Back,3848686693,213,3.3,3848686687,140,42.4,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860911,19,1,1,1,43,7w2y7s7q5r1h1flz9y4sj6xka,1,47.7,65,2022-10-16T12:31:42.998Z,2022-10-16T12:31:45Z,3848687317,140,55.4,3848687319,141,95.0,3848687321,212,21.9,3848687315,56,Left,3848687323,213,1.2,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472860933,20,1,1,1,45,7w2y7s7q5r1h1flz9y4sj6xka,1,55.4,95,2022-10-16T12:31:45.398Z,2022-10-16T12:31:46Z,3848687433,56,Back,3848687451,213,3.7,3848687449,212,28.5,3848687437,140,32.2,3848687443,141,73.2,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861025,21,1,1,1,46,7w2y7s7q5r1h1flz9y4sj6xka,1,32.8,72.8,2022-10-16T12:31:46.743Z,2022-10-16T12:31:53Z,3848687869,212,27.3,3848687861,140,33.5,3848687867,141,32.7,3848687871,213,4.7,3848687857,56,Back,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861087,22,1,1,1,53,7w2y7s7q5r1h1flz9y4sj6xka,1,43.9,24.1,2022-10-16T12:31:53.543Z,2022-10-16T12:31:58Z,3848688177,212,32.5,3848688171,56,Right,3848688173,140,71.5,3848688181,1,,3848688179,213,5.8,3848688175,141,2.4,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861131,23,1,1,1,58,7w2y7s7q5r1h1flz9y4sj6xka,1,65.6,17.1,2022-10-16T12:31:58.439Z,2022-10-16T12:32:01Z,3848688399,213,2.2,3848688395,141,48.1,3848688391,56,Center,3848688397,212,26.0,3848688393,140,51.1,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861183,24,1,1,2,0,7w2y7s7q5r1h1flz9y4sj6xka,0,51.1,48.1,2022-10-16T12:32:00.936Z,2022-10-16T12:32:03Z,3848688611,56,Center,3848688609,155,,3848688625,1,,3848688621,212,40.1,3848688619,141,73.7,3848688623,213,0.4,3848688615,140,85.5,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861213,25,1,1,2,4,agjf3593kdfob1fl43rlt2b6c,0,17.7,24,2022-10-16T12:32:04.672Z,2022-10-16T12:32:06Z,3848688777,140,9.7,3848688773,3,,3848688781,212,17.7,3848688779,141,46.9,3848688783,213,2.1,3848688775,56,Back,,,,,,,c8v0somzpm3hv3vvg4t85hjl6,A. De Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861347,26,1,1,2,10,agjf3593kdfob1fl43rlt2b6c,1,8.1,51.3,2022-10-16T12:32:10.440Z,2022-10-16T12:32:14Z,3848689445,140,38.5,3848689449,212,37.1,3848689453,1,,3848689443,56,Back,3848689451,213,5.7,3848689441,155,,3848689447,141,23.4,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861353,27,49,1,2,14,agjf3593kdfob1fl43rlt2b6c,1,38.5,23.4,2022-10-16T12:32:14.032Z,2022-10-16T12:32:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861365,28,61,1,2,15,agjf3593kdfob1fl43rlt2b6c,0,38.5,23.4,2022-10-16T12:32:15.057Z,2022-10-16T12:32:15Z,3848689529,56,Back,,,,,,,,,,,,,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861395,25,49,1,2,17,7w2y7s7q5r1h1flz9y4sj6xka,1,57.8,56.6,2022-10-16T12:32:17.224Z,2022-10-16T12:32:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3dftc6lswgfgb4xoju4xb2xg5,V. Cernoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861455,26,1,1,2,17,7w2y7s7q5r1h1flz9y4sj6xka,1,56.6,54.3,2022-10-16T12:32:17.688Z,2022-10-16T12:32:21Z,3848690031,140,75.0,3848690037,213,0.1,3848690033,141,56.9,3848690035,212,19.4,3848690029,56,Center,,,,,,,,,,3dftc6lswgfgb4xoju4xb2xg5,V. Cernoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861461,27,50,1,2,20,7w2y7s7q5r1h1flz9y4sj6xka,1,72.3,63,2022-10-16T12:32:20.009Z,2022-10-16T12:32:55Z,3848690061,56,Center,3848690069,286,,3848692785,233,36,,,,,,,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861991,36,7,1,2,20,agjf3593kdfob1fl43rlt2b6c,0,27.7,37,2022-10-16T12:32:20.010Z,2022-10-16T12:33:01Z,3848692763,285,,3848692773,233,27,3848692761,56,Back,,,,,,,,,,,,,,,,eamiu4oem93j41zqdsv9uk4b9,A. Regazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861539,29,49,1,2,26,agjf3593kdfob1fl43rlt2b6c,1,33.5,19.2,2022-10-16T12:32:26.057Z,2022-10-16T12:32:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861629,30,1,1,2,26,agjf3593kdfob1fl43rlt2b6c,1,33.5,19.2,2022-10-16T12:32:26.401Z,2022-10-16T12:32:30Z,3848690843,213,1.9,3848690837,141,46.7,3848690839,212,19.6,3848690833,56,Back,3848690835,140,28.0,,,,,,,,,,cczk9xb3xmteym84wujrwt0yc,S. Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861689,31,1,1,2,30,agjf3593kdfob1fl43rlt2b6c,1,27.6,46,2022-10-16T12:32:30.457Z,2022-10-16T12:32:35Z,3848691199,141,89.4,3848691195,56,Back,3848691201,212,29.8,3848691197,140,31.8,3848691203,213,1.4,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
