id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2548950675,19,1,1,0,56,bqbbqm98ud8obe45ds9ohgyrd,1,60.7,87.4,2023-05-14T18:47:30.394Z,2023-05-15T01:07:00Z,4278835061,213,4.1,4278835063,1,,4278835059,212,32.2,4278835057,141,47.6,4278835055,140,44.0,4279913633,178,,4278835053,56,Back,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950721,20,1,1,0,58,bqbbqm98ud8obe45ds9ohgyrd,1,40.4,48.3,2023-05-14T18:47:32.919Z,2023-05-15T01:07:03Z,4279913701,178,,4278835305,213,2.8,4278835303,212,29.0,4278835301,141,60.8,4278835297,56,Back,4278835299,140,14.0,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950771,21,1,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,1,14,60.8,2023-05-14T18:47:37.370Z,2023-05-15T01:07:04Z,4278835631,141,75.4,4278835635,212,13.3,4278835627,140,22.4,4278835623,56,Back,4279913743,178,,4278835639,213,0.8,,,,,,,3o573dblmfc1o3wkkt2nva8k5,M. Perin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950793,22,1,1,1,10,bqbbqm98ud8obe45ds9ohgyrd,1,38.2,80.1,2023-05-14T18:47:44.152Z,2023-05-15T01:07:08Z,4278835783,141,96.4,4278835781,140,56.6,4278835779,56,Left,4278835787,213,0.5,4278835785,212,22.3,4279913835,178,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950813,23,1,1,1,11,bqbbqm98ud8obe45ds9ohgyrd,1,56.4,96,2023-05-14T18:47:45.353Z,2023-05-15T01:07:11Z,4278835919,56,Left,4279913899,178,,4278835923,141,82.8,4278835921,140,66.4,4278835925,212,13.8,4278835927,213,5.6,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950841,24,1,1,1,13,bqbbqm98ud8obe45ds9ohgyrd,1,66.4,82.8,2023-05-14T18:47:47.640Z,2023-05-15T01:07:13Z,4278836099,141,96.1,4278836103,213,1.0,4279913969,178,,4278836097,140,72.1,4278836095,56,Left,4278836101,212,10.8,,,,,,,f482w50k80zbyb2ykh84yijf9,P. Pogba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950871,25,1,1,1,15,bqbbqm98ud8obe45ds9ohgyrd,1,72.9,94.9,2023-05-14T18:47:49.994Z,2023-05-15T01:07:16Z,4278836271,140,72.3,4278836269,56,Center,4278836273,141,78.6,4278836277,213,4.7,4278836275,212,11.1,4279914053,178,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950877,26,1,1,1,17,bqbbqm98ud8obe45ds9ohgyrd,0,72.3,78.6,2023-05-14T18:47:51.354Z,2023-05-15T01:07:19Z,4278836311,212,2.4,4279914131,178,,4278836313,213,5.8,4278836403,236,,4278836309,141,77.1,4278836409,286,,4278836307,140,74.4,4278836305,56,Center,f482w50k80zbyb2ykh84yijf9,P. Pogba,4278836405,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950893,7,74,1,1,17,af91jdcs6x0bqkmdb78rokod2,1,24,23.2,2023-05-14T18:47:51.489Z,2023-05-15T01:07:28Z,4278836375,56,Back,4278836377,285,,4279914359,178,,4278836457,233,26,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950917,8,49,1,1,17,af91jdcs6x0bqkmdb78rokod2,1,28.2,18.2,2023-05-14T18:47:52.008Z,2023-05-15T01:07:34Z,,,,,,,,,,,,,,,,,,,,,,,,,860ysqvvnpfya7bwxbe4g0wk5,P. Galdames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950939,9,3,1,1,23,af91jdcs6x0bqkmdb78rokod2,0,34.4,5.3,2023-05-14T18:47:57.459Z,2023-05-15T01:07:39Z,4278836653,286,,4279358415,465,,4278836651,56,Back,4278836745,233,27,4279914603,178,,,,,,,,,,,860ysqvvnpfya7bwxbe4g0wk5,P. Galdames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950949,27,7,1,1,23,bqbbqm98ud8obe45ds9ohgyrd,1,65.6,94.7,2023-05-14T18:47:57.735Z,2023-05-15T01:07:42Z,4279914703,178,,4279358477,385,,4278836699,285,,4278836733,233,9,4278836697,56,Left,4278836695,167,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950959,10,5,1,1,24,af91jdcs6x0bqkmdb78rokod2,1,35.1,-1.7,2023-05-14T18:47:58.156Z,2023-05-15T01:07:44Z,4278836751,347,,4278836749,56,Back,4278836761,233,28,,,,,,,,,,,,,,,,860ysqvvnpfya7bwxbe4g0wk5,P. Galdames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548950953,28,5,1,1,24,bqbbqm98ud8obe45ds9ohgyrd,0,64.9,101.7,2023-05-14T18:47:58.156Z,2023-05-15T01:07:44Z,4278836771,233,10,4278836715,347,,4278836713,56,Left,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951181,11,1,1,1,44,af91jdcs6x0bqkmdb78rokod2,1,36.4,0,2023-05-14T18:48:18.885Z,2023-05-15T01:07:52Z,4278838045,140,52.4,4278838047,141,17.4,4278838043,56,Right,4278838041,107,,4278838049,212,21.0,4278838051,213,0.6,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951207,12,1,1,1,46,af91jdcs6x0bqkmdb78rokod2,1,52.4,17.4,2023-05-14T18:48:20.944Z,2023-05-15T01:07:56Z,4278838147,141,17.7,4278838145,140,42.7,4278838141,3,,4278838143,56,Back,4278838151,212,10.2,4279915125,178,,4278838157,213,3.1,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951275,13,1,1,1,48,af91jdcs6x0bqkmdb78rokod2,1,41.6,17.9,2023-05-14T18:48:22.357Z,2023-05-15T01:07:59Z,4278838491,212,35.6,4278838489,141,68.0,4278838493,213,1.9,4279915223,388,,4278838495,1,,4278838487,140,31.8,4278838485,56,Back,4278838483,155,,860ysqvvnpfya7bwxbe4g0wk5,P. Galdames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951309,14,1,1,1,54,af91jdcs6x0bqkmdb78rokod2,1,31.1,82.8,2023-05-14T18:48:28.644Z,2023-05-15T01:08:10Z,4278838715,56,Back,4278838723,141,96.6,4278838727,213,1.1,4278838725,212,10.7,4279915417,178,,4278838719,140,36.0,,,,,,,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951341,15,1,1,1,55,af91jdcs6x0bqkmdb78rokod2,1,36,96.6,2023-05-14T18:48:29.988Z,2023-05-15T01:08:13Z,4278838865,140,55.7,4278838867,141,71.4,4278838861,155,,4278838863,56,Center,4278838871,213,5.6,4278838869,212,26.9,4279915439,178,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951349,16,44,1,1,57,af91jdcs6x0bqkmdb78rokod2,1,56.8,70.4,2023-05-14T18:48:31.881Z,2023-05-15T01:59:16Z,4278838907,233,29,4278838897,56,Center,4278838899,286,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951333,29,44,1,1,57,bqbbqm98ud8obe45ds9ohgyrd,0,43.2,29.6,2023-05-14T18:48:31.882Z,2023-05-15T01:08:32Z,4278838949,233,16,4278838823,56,Back,4278838825,285,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951361,17,1,1,1,57,af91jdcs6x0bqkmdb78rokod2,0,55.7,71.4,2023-05-14T18:48:31.920Z,2023-05-15T01:59:17Z,4279915557,388,,4278838979,212,1.2,4278838969,3,,4278838977,141,70.9,4278838975,140,56.8,4278838981,213,6.0,4278838973,56,Center,4278838971,168,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951345,30,61,1,1,57,bqbbqm98ud8obe45ds9ohgyrd,1,42.5,30.3,2023-05-14T18:48:31.949Z,2023-05-15T01:08:27Z,4279915793,388,,4278838881,56,Back,4279915791,15,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951367,31,49,1,2,0,bqbbqm98ud8obe45ds9ohgyrd,1,41,12.3,2023-05-14T18:48:34.323Z,2023-05-15T01:08:38Z,,,,,,,,,,,,,,,,,,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951411,32,1,1,2,0,bqbbqm98ud8obe45ds9ohgyrd,1,41,12.3,2023-05-14T18:48:34.385Z,2023-05-15T01:08:43Z,4278839237,213,3.0,4278839235,212,19.6,4279916159,388,,4278839233,141,15.7,4278839231,140,22.5,4279916161,21,,4278839229,56,Back,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951461,33,1,1,2,5,bqbbqm98ud8obe45ds9ohgyrd,1,26.2,18,2023-05-14T18:48:39.250Z,2023-05-15T01:08:45Z,4278839509,141,35.9,4278839513,213,1.5,4278839511,212,12.2,4279916201,178,,4278839505,56,Back,4278839507,140,26.5,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951503,34,1,1,2,8,bqbbqm98ud8obe45ds9ohgyrd,1,30.1,42.9,2023-05-14T18:48:42.637Z,2023-05-15T01:08:53Z,4278839719,141,96.6,4278839723,213,1.0,4278839717,140,52.8,4278839715,56,Left,4279916397,178,,4278839721,212,43.6,4278839725,1,,4278839713,155,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951559,35,1,1,2,12,bqbbqm98ud8obe45ds9ohgyrd,1,43,89.5,2023-05-14T18:48:46.689Z,2023-05-15T01:08:56Z,4279916475,178,,4278840051,213,3.8,4278840049,212,12.8,4278840045,140,33.5,4278840047,141,77.7,4278840043,56,Back,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548951585,36,1,1,2,17,bqbbqm98ud8obe45ds9ohgyrd,1,33.9,79.2,2023-05-14T18:48:51.103Z,2023-05-15T01:08:59Z,4278840235,213,0.7,4278840233,212,16.8,4278840231,141,94.3,4278840223,56,Back,4279916571,178,,4278840227,140,46.6,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
