id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2488780775,5,1,1,0,15,ca8pjvyb7hgttr1dalj2nguum,1,29.9,38.3,2022-12-03T13:33:15.832Z,2022-12-03T14:24:23Z,3932440251,213,2.8,3932440245,140,21.2,3932440249,212,9.6,3932440243,56,Back,3932440247,141,42.5,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780803,6,1,1,0,17,ca8pjvyb7hgttr1dalj2nguum,1,21.2,42.5,2022-12-03T13:33:18.104Z,2022-12-03T13:33:20Z,3932440395,140,37.7,3932440399,212,32.1,3932440403,1,,3932440393,56,Back,3932440397,141,2.8,3932440401,213,5.3,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780821,7,1,1,0,19,ca8pjvyb7hgttr1dalj2nguum,1,38.5,3.7,2022-12-03T13:33:20.280Z,2022-12-03T13:33:21Z,3932440513,212,31.1,3932440509,140,68.0,3932440507,56,Right,3932440511,141,7.3,3932440515,213,0.1,,,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780829,8,61,1,0,20,ca8pjvyb7hgttr1dalj2nguum,0,68,7.3,2022-12-03T13:33:21.449Z,2022-12-03T13:33:21Z,3932440549,56,Right,,,,,,,,,,,,,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780889,7,5,1,0,21,7w2y7s7q5r1h1flz9y4sj6xka,1,38.8,101.8,2022-12-03T13:33:22.505Z,2022-12-03T13:45:23Z,3932440801,347,,3932440799,56,Back,3932440815,233,9,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780841,9,5,1,0,21,ca8pjvyb7hgttr1dalj2nguum,0,61.2,-1.8,2022-12-03T13:33:22.505Z,2022-12-03T13:33:28Z,3932440837,233,7,3932440601,347,,3932440599,56,Right,,,,,,,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780905,8,1,1,0,27,7w2y7s7q5r1h1flz9y4sj6xka,1,40.5,100,2022-12-03T13:33:28.070Z,2022-12-03T13:33:30Z,3932440941,213,4.9,3932440933,56,Back,3932440937,141,92.3,3932440931,107,,3932440935,140,41.4,3932440939,212,6.4,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780909,9,3,1,0,29,7w2y7s7q5r1h1flz9y4sj6xka,1,39.9,90.2,2022-12-03T13:33:29.893Z,2022-12-03T13:33:31Z,3932441015,233,10,3932440955,56,Back,3932440957,286,,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780917,10,45,1,0,29,ca8pjvyb7hgttr1dalj2nguum,0,60.1,9.8,2022-12-03T13:33:29.893Z,2022-12-03T13:33:31Z,3932440983,56,Right,3932440985,285,,3932441023,233,9,,,,,,,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780951,10,1,1,0,29,7w2y7s7q5r1h1flz9y4sj6xka,1,41.3,91.5,2022-12-03T13:33:30.188Z,2022-12-03T13:33:33Z,3932441161,56,Back,3932441165,141,98.0,3932441169,213,0.6,3932441163,140,48.0,3932441167,212,8.3,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780977,11,1,1,0,32,7w2y7s7q5r1h1flz9y4sj6xka,1,41.3,80.1,2022-12-03T13:33:33.149Z,2022-12-03T13:33:35Z,3932441301,212,10.6,3932441297,140,33.5,3932441303,213,3.8,3932441295,56,Back,3932441299,141,70.2,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781031,12,1,1,0,34,7w2y7s7q5r1h1flz9y4sj6xka,1,36,67.4,2022-12-03T13:33:35.014Z,2022-12-03T13:33:39Z,3932441611,56,Back,3932441613,140,26.2,3932441617,212,18.6,3932441619,213,4.1,3932441615,141,44.6,,,,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781067,13,1,1,0,39,7w2y7s7q5r1h1flz9y4sj6xka,1,35.4,34.1,2022-12-03T13:33:39.790Z,2022-12-03T13:33:43Z,3932441823,140,35.7,3932441827,212,21.0,3932441821,56,Back,3932441829,213,4.7,3932441825,141,3.2,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781111,14,1,1,0,42,7w2y7s7q5r1h1flz9y4sj6xka,1,36,5.2,2022-12-03T13:33:43.174Z,2022-12-03T13:33:47Z,3932442065,212,31.2,3932442063,141,38.8,3932442067,213,0.8,3932442061,140,56.2,3932442059,56,Center,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781117,15,1,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,56.2,38.8,2022-12-03T13:33:47.669Z,2022-12-03T13:33:48Z,3932442087,56,Center,3932442093,212,8.5,3932442095,213,5.7,3932442089,140,62.9,3932442091,141,31.9,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781157,16,1,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,62.9,31.9,2022-12-03T13:33:48.253Z,2022-12-03T13:33:51Z,3932442305,213,1.2,3932442297,56,Center,3932442301,141,51.6,3932442299,140,67.8,3932442303,212,14.4,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781165,17,61,1,0,49,7w2y7s7q5r1h1flz9y4sj6xka,0,67.9,63.5,2022-12-03T13:33:50.428Z,2022-12-03T13:33:53Z,3932442329,56,Center,,,,,,,,,,,,,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781173,11,49,1,0,51,ca8pjvyb7hgttr1dalj2nguum,1,33.5,21.8,2022-12-03T13:33:52.410Z,2022-12-03T14:24:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781251,12,1,1,0,52,ca8pjvyb7hgttr1dalj2nguum,1,34.1,21.8,2022-12-03T13:33:53.273Z,2022-12-03T14:25:06Z,3932442741,56,Right,3932442749,213,5.8,3932442745,141,6.4,3932442743,140,51.9,3932442747,212,21.4,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781263,13,1,1,0,58,ca8pjvyb7hgttr1dalj2nguum,0,67.2,8.9,2022-12-03T13:33:58.985Z,2022-12-03T13:34:08Z,3932442801,140,80.5,3932443287,2,,3932442811,213,0.7,3932442807,212,18.7,3932442799,56,Center,3932442803,141,27.1,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781287,18,12,1,0,59,7w2y7s7q5r1h1flz9y4sj6xka,1,20.1,68.6,2022-12-03T13:34:00.220Z,2022-12-03T13:34:02Z,3932442923,140,23.9,3932442927,212,6.9,3932442921,56,Back,3932442925,141,76.8,3932442929,213,0.9,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781291,19,49,1,1,1,7w2y7s7q5r1h1flz9y4sj6xka,1,23.5,78,2022-12-03T13:34:02.245Z,2022-12-03T13:34:02Z,,,,,,,,,,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781297,20,1,1,1,1,7w2y7s7q5r1h1flz9y4sj6xka,1,23.5,78.5,2022-12-03T13:34:02.413Z,2022-12-03T13:34:03Z,3932442979,213,5.5,3932442975,141,70.1,3932442971,56,Back,3932442977,212,8.2,3932442973,140,29.1,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781307,21,1,1,1,2,7w2y7s7q5r1h1flz9y4sj6xka,1,29.1,70.1,2022-12-03T13:34:03.317Z,2022-12-03T13:34:04Z,3932443041,140,16.6,3932443045,212,13.1,3932443063,156,,3932443043,141,69.8,3932443047,213,3.2,3932443039,56,Back,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781359,22,1,1,1,5,7w2y7s7q5r1h1flz9y4sj6xka,0,21.2,71.6,2022-12-03T13:34:06.564Z,2022-12-03T13:34:09Z,3932443355,213,0.6,3932443349,140,34.8,3932443347,56,Back,3932443353,212,16.9,3932443343,155,,3932443351,141,84.8,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781371,14,49,1,1,9,ca8pjvyb7hgttr1dalj2nguum,1,66.1,13.7,2022-12-03T13:34:09.866Z,2022-12-03T13:34:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781387,15,1,1,1,9,ca8pjvyb7hgttr1dalj2nguum,1,66.1,13.7,2022-12-03T13:34:09.945Z,2022-12-03T13:34:10Z,3932443485,212,5.2,3932443481,140,71.0,3932443487,213,6.1,3932443479,56,Right,3932443483,141,12.2,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781391,16,1,1,1,9,ca8pjvyb7hgttr1dalj2nguum,1,71,12.2,2022-12-03T13:34:10.585Z,2022-12-03T13:34:11Z,3932443531,212,17.2,3932443527,140,63.4,3932443525,56,Center,3932443529,141,34.6,3932443533,213,2.1,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781447,17,1,1,1,10,ca8pjvyb7hgttr1dalj2nguum,1,63.4,34.6,2022-12-03T13:34:11.257Z,2022-12-03T14:25:27Z,3932443801,213,1.7,3932443793,56,Left,3932443797,141,83.6,3932443799,212,33.8,3932443795,140,57.9,3932443803,1,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781483,18,1,1,1,17,ca8pjvyb7hgttr1dalj2nguum,1,58.7,91.7,2022-12-03T13:34:18.074Z,2022-12-03T13:34:23Z,3932444077,141,83.3,3932444073,56,Back,3932444079,212,27.3,3932444075,140,33.3,3932444081,213,3.4,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781545,19,1,1,1,22,ca8pjvyb7hgttr1dalj2nguum,1,34.8,69.9,2022-12-03T13:34:22.922Z,2022-12-03T13:34:29Z,3932444395,141,29.4,3932444399,213,4.7,3932444391,56,Back,3932444397,212,27.5,3932444393,140,35.0,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781561,20,1,1,1,30,ca8pjvyb7hgttr1dalj2nguum,0,37.8,32.7,2022-12-03T13:34:30.794Z,2022-12-03T13:34:31Z,3932444487,140,77.8,3932444493,213,0.8,3932444483,196,,3932444489,141,100.0,3932444495,1,,3932444485,56,Left,3932444481,155,,3932444491,212,63.0,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781563,21,5,1,1,31,ca8pjvyb7hgttr1dalj2nguum,0,75.2,101,2022-12-03T13:34:31.805Z,2022-12-03T13:34:45Z,3932444499,56,Left,3932444501,347,,3932445123,233,23,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781675,23,5,1,1,31,7w2y7s7q5r1h1flz9y4sj6xka,1,24.8,-1,2022-12-03T13:34:31.805Z,2022-12-03T13:45:24Z,3932445093,347,,3932445115,233,21,3932445091,56,Back,,,,,,,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781695,24,1,1,1,43,7w2y7s7q5r1h1flz9y4sj6xka,1,24.4,0,2022-12-03T13:34:44.613Z,2022-12-03T13:34:47Z,3932445209,107,,3932445211,56,Back,3932445213,140,34.5,3932445217,212,12.0,3932445215,141,7.3,3932445219,213,0.5,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781705,25,1,1,1,46,7w2y7s7q5r1h1flz9y4sj6xka,1,34.5,7.3,2022-12-03T13:34:47.389Z,2022-12-03T13:34:48Z,3932445295,212,13.3,3932445289,56,Back,3932445293,141,2.5,3932445297,213,3.4,3932445291,140,22.2,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781715,26,1,1,1,47,7w2y7s7q5r1h1flz9y4sj6xka,0,22.2,2.5,2022-12-03T13:34:48.284Z,2022-12-03T13:34:49Z,3932445331,56,Back,3932445343,212,3.9,3932445335,140,25.9,3932445339,141,2.2,3932445345,213,6.2,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781725,22,61,1,1,49,ca8pjvyb7hgttr1dalj2nguum,1,70.7,95.3,2022-12-03T13:34:49.900Z,2022-12-03T13:37:32Z,3932445397,56,Left,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781755,27,1,1,1,51,7w2y7s7q5r1h1flz9y4sj6xka,1,26.7,1.7,2022-12-03T13:34:52.285Z,2022-12-03T13:34:53Z,3932445551,141,2.5,3932445549,140,33.6,3932445555,213,0.1,3932445553,212,7.3,3932445547,56,Back,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781769,28,1,1,1,52,7w2y7s7q5r1h1flz9y4sj6xka,1,30.5,8.2,2022-12-03T13:34:52.884Z,2022-12-03T13:34:55Z,3932445641,212,21.4,3932445637,140,32.1,3932445643,213,1.5,3932445635,56,Back,3932445639,141,39.5,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781817,29,1,1,1,54,7w2y7s7q5r1h1flz9y4sj6xka,1,34.7,41.6,2022-12-03T13:34:55.540Z,2022-12-03T13:34:59Z,3932445887,212,39.2,3932445883,140,46.4,3932445885,141,96.3,3932445889,213,1.3,3932445891,1,,3932445881,56,Back,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781859,30,1,1,1,58,7w2y7s7q5r1h1flz9y4sj6xka,1,64.2,90.6,2022-12-03T13:34:59.612Z,2022-12-03T13:35:03Z,3932446169,56,Center,3932446171,140,56.3,3932446177,213,4.3,3932446173,141,66.0,3932446175,212,18.7,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488781945,31,1,1,2,2,7w2y7s7q5r1h1flz9y4sj6xka,1,63.4,82.5,2022-12-03T13:35:03.493Z,2022-12-03T13:35:10Z,3932446591,141,99.0,3932446593,212,16.8,3932446587,56,Left,3932446595,213,0.7,3932446589,140,75.3,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488782033,32,1,1,2,10,7w2y7s7q5r1h1flz9y4sj6xka,1,91.2,92.6,2022-12-03T13:35:10.868Z,2022-12-03T13:35:16Z,3932447035,212,15.9,3932447031,140,76.1,3932447037,213,3.1,3932447033,141,94.5,3932447029,56,Left,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488782053,33,1,1,2,15,7w2y7s7q5r1h1flz9y4sj6xka,1,76.1,94.5,2022-12-03T13:35:16.452Z,2022-12-03T14:28:48Z,3932447151,56,Left,3932447155,141,81.5,3932447159,213,5.9,3932447157,212,21.5,3932447153,140,94.8,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488782069,34,1,1,2,17,7w2y7s7q5r1h1flz9y4sj6xka,0,98.1,84.8,2022-12-03T13:35:18.524Z,2022-12-03T14:29:00Z,3932447261,2,,3932447273,213,4.6,3932447271,212,24.4,3932447265,56,Center,3932447269,141,49.0,3932447263,155,,3932447267,140,96.3,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488782121,23,12,1,2,20,ca8pjvyb7hgttr1dalj2nguum,1,3,48.7,2022-12-03T13:35:21.148Z,2022-12-03T13:35:24Z,3932447543,212,10.8,3932447539,140,12.6,3932447541,141,54.3,3932447545,213,0.4,3932447537,56,Back,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
