id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2534507697,10,1,1,0,14,p2dsrpus5eckpz2h16svaour,1,35.3,4.6,2023-04-16T12:33:25.285Z,2023-04-16T13:22:40Z,4194952409,213,1.8,4194952401,141,30.7,4194952397,140,31.5,4194952405,212,18.2,4194952395,56,Back,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534566505,364,1,1,0,15,p2dsrpus5eckpz2h16svaour,1,29.3,48.1,2023-04-16T12:33:25.679Z,2023-04-16T13:22:40Z,4195248963,140,58.6,4195248959,155,,4195248967,212,31.8,4195248969,213,6.0,4195248961,56,Center,4195248965,141,36.4,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507713,11,44,1,0,16,p2dsrpus5eckpz2h16svaour,1,67.2,15.8,2023-04-16T12:33:26.721Z,2023-04-16T12:33:31Z,4194952469,233,3,4194952457,56,Right,4194952459,286,,,,,,,,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507641,3,44,1,0,16,7w2y7s7q5r1h1flz9y4sj6xka,0,32.8,84.2,2023-04-16T12:33:26.722Z,2023-04-16T12:34:31Z,4194952111,56,Back,4194952495,233,11,4194952113,285,,,,,,,,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507663,9,43,1,0,17,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-16T12:33:28.243Z,2023-04-16T12:33:34Z,4194952217,56,Back,4194952775,144,50,4194952219,286,0,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507729,12,1,1,0,18,p2dsrpus5eckpz2h16svaour,0,71,13.7,2023-04-16T12:33:29.443Z,2023-04-16T12:34:01Z,4194952535,56,Right,4194952543,213,0.1,4194952539,141,15.2,4194952537,140,79.0,4194952541,212,8.5,4194952533,3,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507869,13,43,1,0,19,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-16T12:33:30.021Z,2023-04-16T12:33:56Z,4194953371,56,Right,4194954863,144,44,4194953373,286,0,,,,,,,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507705,4,49,1,0,20,7w2y7s7q5r1h1flz9y4sj6xka,1,22.8,68.2,2023-04-16T12:33:31.007Z,2023-04-16T12:33:31Z,,,,,,,,,,,,,,,,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507765,5,1,1,0,20,7w2y7s7q5r1h1flz9y4sj6xka,1,22.8,68.2,2023-04-16T12:33:31.376Z,2023-04-16T12:33:34Z,4194952743,213,3.5,4194952739,141,60.0,4194952735,56,Back,4194952741,212,15.4,4194952737,140,9.1,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507839,6,1,1,0,23,7w2y7s7q5r1h1flz9y4sj6xka,1,9.1,60,2023-04-16T12:33:34.560Z,2023-04-16T12:33:38Z,4194953197,140,24.4,4194953207,213,0.8,4194953193,56,Back,4194953205,212,22.9,4194953201,141,83.9,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507901,7,1,1,0,28,7w2y7s7q5r1h1flz9y4sj6xka,1,40.7,85,2023-04-16T12:33:39.615Z,2023-04-16T12:33:41Z,4194953473,56,Left,4194953481,213,0.0,4194953475,140,52.2,4194953479,212,12.1,4194953477,141,85.3,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507941,8,1,1,0,30,7w2y7s7q5r1h1flz9y4sj6xka,1,44.6,82.3,2023-04-16T12:33:41.424Z,2023-04-16T12:33:44Z,4194953693,140,39.5,4194953699,213,3.7,4194953695,141,77.0,4194953697,212,6.5,4194953691,56,Back,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508029,9,1,1,0,33,7w2y7s7q5r1h1flz9y4sj6xka,1,39.5,77,2023-04-16T12:33:44.127Z,2023-04-16T12:33:49Z,4194954183,213,4.4,4194954177,140,35.4,4194954179,141,56.1,4194954175,56,Back,4194954181,212,14.8,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508047,10,1,1,0,38,7w2y7s7q5r1h1flz9y4sj6xka,1,35.4,54,2023-04-16T12:33:49.455Z,2023-04-16T13:27:50Z,4194954277,213,4.8,4194954269,140,39.0,4194954271,141,13.5,4194954267,56,Back,4194954275,212,27.8,,,,,,,,,,6cs8qwc1exex8ik9w3nejnkyd,S. Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508113,11,1,1,0,41,7w2y7s7q5r1h1flz9y4sj6xka,1,40.2,14.7,2023-04-16T12:33:51.983Z,2023-04-16T12:33:54Z,4194954653,56,Back,4194954659,212,13.1,4194954655,140,35.3,4194954661,213,2.0,4194954657,141,32.4,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508145,12,1,1,0,43,7w2y7s7q5r1h1flz9y4sj6xka,1,35.3,32.4,2023-04-16T12:33:53.935Z,2023-04-16T12:33:56Z,4194954839,56,Back,4194954843,141,66.6,4194954847,212,23.3,4194954841,140,36.6,4194954851,213,1.5,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508197,13,1,1,0,45,7w2y7s7q5r1h1flz9y4sj6xka,1,36.6,66.6,2023-04-16T12:33:56.367Z,2023-04-16T12:33:59Z,4194955093,212,14.5,4194955089,140,45.0,4194955091,141,83.5,4194955087,56,Back,4194955095,213,0.9,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508213,14,1,1,0,49,7w2y7s7q5r1h1flz9y4sj6xka,1,45,83.5,2023-04-16T12:33:59.791Z,2023-04-16T12:34:01Z,4194955183,213,0.4,4194955177,140,61.0,4194955179,141,95.0,4194955175,56,Left,4194955181,212,18.5,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508251,15,1,1,0,50,7w2y7s7q5r1h1flz9y4sj6xka,1,61,95,2023-04-16T12:34:01.278Z,2023-04-16T12:34:03Z,4194955401,141,88.7,4194955405,213,3.4,4194955397,56,Back,4194955399,140,44.8,4194955403,212,17.5,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508283,16,1,1,0,53,7w2y7s7q5r1h1flz9y4sj6xka,1,42.5,88,2023-04-16T12:34:03.871Z,2023-04-16T12:34:07Z,4194955551,212,15.7,4194955549,141,70.2,4194955541,56,Back,4194955545,140,33.0,4194955553,213,4.0,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508353,17,1,1,0,56,7w2y7s7q5r1h1flz9y4sj6xka,1,35.4,69.6,2023-04-16T12:34:07.119Z,2023-04-16T12:34:12Z,4194955899,212,23.1,4194955895,140,37.8,4194955893,56,Back,4194955901,213,4.8,4194955897,141,35.8,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508399,18,1,1,1,2,7w2y7s7q5r1h1flz9y4sj6xka,1,41.1,34.3,2023-04-16T12:34:13.199Z,2023-04-16T12:34:15Z,4194956149,212,16.0,4194956151,213,1.4,4194956145,140,43.9,4194956143,56,Back,4194956147,141,57.5,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508437,19,1,1,1,5,7w2y7s7q5r1h1flz9y4sj6xka,0,46.6,56,2023-04-16T12:34:15.695Z,2023-04-16T12:34:19Z,4194956297,140,72.9,4194956305,1,,4194956293,155,,4194956301,212,38.1,4194956295,56,Left,4194956303,213,0.8,4194956299,141,94.5,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508463,14,8,1,1,8,p2dsrpus5eckpz2h16svaour,1,28.6,9.8,2023-04-16T12:34:19.571Z,2023-04-16T13:23:46Z,4194956487,56,Back,,,,,,,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508487,15,49,1,1,10,p2dsrpus5eckpz2h16svaour,1,35.5,13,2023-04-16T12:34:21.491Z,2023-04-16T13:23:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508533,16,1,1,1,11,p2dsrpus5eckpz2h16svaour,1,37.2,16.6,2023-04-16T12:34:22.404Z,2023-04-16T13:23:53Z,4194956855,56,Back,4194956863,213,1.6,4194956859,141,36.4,4194956857,140,37.4,4194956861,212,13.5,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508589,17,1,1,1,13,p2dsrpus5eckpz2h16svaour,1,37.4,35.5,2023-04-16T12:34:23.772Z,2023-04-16T12:34:26Z,4194957197,212,31.2,4194957191,56,Center,4194957193,140,66.5,4194957195,141,26.5,4194957199,213,6.1,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508633,18,1,1,1,16,p2dsrpus5eckpz2h16svaour,1,66.5,26.2,2023-04-16T12:34:26.691Z,2023-04-16T12:34:30Z,4194957481,56,Right,4194957487,212,10.6,4194957489,213,4.5,4194957485,141,11.0,4194957483,140,64.2,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508659,19,1,1,1,20,p2dsrpus5eckpz2h16svaour,1,66.5,14.5,2023-04-16T12:34:30.731Z,2023-04-16T12:34:32Z,4194957677,56,Right,4194957685,213,5.8,4194957681,141,5.9,4194957683,212,11.9,4194957679,140,76.4,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508713,20,1,1,1,21,p2dsrpus5eckpz2h16svaour,1,81.6,5.5,2023-04-16T12:34:32.195Z,2023-04-16T13:23:39Z,4194957959,213,1.1,4194957951,56,Center,4194957949,155,,4194957955,141,35.5,4194957953,140,92.7,4194957947,2,,4194957957,212,23.5,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508717,21,61,1,1,25,p2dsrpus5eckpz2h16svaour,0,94.4,35,2023-04-16T12:34:36.027Z,2023-04-16T12:34:36Z,4194957971,56,Center,,,,,,,,,,,,,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508743,20,5,1,1,26,7w2y7s7q5r1h1flz9y4sj6xka,1,-1.3,66,2023-04-16T12:34:37.582Z,2023-04-16T12:34:38Z,4194958103,56,Back,4194958105,346,,4194958137,233,22,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508749,22,5,1,1,26,p2dsrpus5eckpz2h16svaour,0,101.3,34,2023-04-16T12:34:37.582Z,2023-04-16T12:42:18Z,4194958117,346,,4194958149,233,20,4194958115,56,Center,,,,,,,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509045,21,1,1,1,41,7w2y7s7q5r1h1flz9y4sj6xka,1,4.9,51,2023-04-16T12:34:51.775Z,2023-04-16T12:34:59Z,4194959629,141,72.4,4194959641,237,,4194959625,56,Back,4194959623,124,,4194959637,213,1.1,4194959631,212,16.6,4194959627,140,12.6,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509113,22,1,1,1,48,7w2y7s7q5r1h1flz9y4sj6xka,1,36,70.6,2023-04-16T12:34:59.422Z,2023-04-16T12:35:04Z,4194960009,140,36.7,4194960013,212,8.8,4194960015,213,1.5,4194960011,141,83.5,4194960007,56,Back,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509145,23,1,1,1,53,7w2y7s7q5r1h1flz9y4sj6xka,1,42.9,85.7,2023-04-16T12:35:04.207Z,2023-04-16T12:35:07Z,4194960199,140,41.0,4194960201,141,97.2,4194960205,213,1.8,4194960203,212,8.1,4194960197,56,Back,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509247,24,1,1,1,56,7w2y7s7q5r1h1flz9y4sj6xka,1,40.5,97.2,2023-04-16T12:35:07.215Z,2023-04-16T12:35:15Z,4194960697,56,Back,4194960703,212,16.9,4194960705,213,4.0,4194960699,140,29.5,4194960701,141,79.1,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509885,36,1,1,2,3,7w2y7s7q5r1h1flz9y4sj6xka,1,25.7,60.6,2023-04-16T12:35:14.542Z,2023-04-16T12:37:08Z,4194964115,56,Back,4194964119,141,33.6,4194964123,213,4.6,4194964117,140,24.6,4194964121,212,18.4,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509281,25,1,1,2,4,7w2y7s7q5r1h1flz9y4sj6xka,1,31.2,57.2,2023-04-16T12:35:15.327Z,2023-04-16T12:37:11Z,4194960861,140,46.7,4194960865,212,21.3,4194960863,141,37.0,4194960859,56,Back,4194960867,213,5.6,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509287,26,61,1,2,6,7w2y7s7q5r1h1flz9y4sj6xka,0,46.7,37,2023-04-16T12:35:16.719Z,2023-04-16T12:35:17Z,4194960883,56,Back,,,,,,,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509315,23,43,1,2,7,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-16T12:35:17.803Z,2023-04-16T13:24:28Z,4194961053,141,69.2,4194961047,155,0,4195262431,144,1,4194961055,212,3.8,4194961057,213,6.0,4194961049,56,Center,4194961051,140,63.0,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509317,24,49,1,2,8,p2dsrpus5eckpz2h16svaour,1,66.4,64.5,2023-04-16T12:35:19.674Z,2023-04-16T12:35:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509343,25,1,1,2,9,p2dsrpus5eckpz2h16svaour,1,67.1,64.1,2023-04-16T12:35:20.434Z,2023-04-16T12:35:23Z,4194961253,212,11.0,4194961247,56,Center,4194961251,141,68.9,4194961249,140,77.1,4194961255,213,0.3,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509435,26,1,1,2,12,p2dsrpus5eckpz2h16svaour,1,77.6,74,2023-04-16T12:35:23.171Z,2023-04-16T12:35:28Z,4194961743,212,13.3,4194961739,140,85.1,4194961741,141,89.7,4194961737,56,Left,4194961745,213,0.9,,,,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509453,27,1,1,2,15,p2dsrpus5eckpz2h16svaour,0,80.4,88.7,2023-04-16T12:35:26.579Z,2023-04-16T13:25:29Z,4194961841,140,81.8,4194961835,2,,4195268503,236,,4194961837,155,,4195268505,233,428,4194961839,56,Left,4194961847,213,5.0,4194961845,212,4.7,dwmb9deiywwddo0bbnrgw2x91,L. Agard,4194961843,141,82.1,4195268509,286,,,,,,,,,,,,,,,,,,,,,,,,,
2534570321,428,12,1,2,16,7w2y7s7q5r1h1flz9y4sj6xka,1,22.1,12,2023-04-16T12:35:26.679Z,2023-04-16T13:25:29Z,4195268455,56,Back,4195268551,233,27,4195268453,185,,,,,,,,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509433,27,49,1,2,17,7w2y7s7q5r1h1flz9y4sj6xka,1,25.1,26.5,2023-04-16T12:35:28.223Z,2023-04-16T13:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509509,28,1,1,2,18,7w2y7s7q5r1h1flz9y4sj6xka,1,29.3,29.4,2023-04-16T12:35:29.662Z,2023-04-16T12:35:32Z,4194962165,141,43.4,4194962161,56,Back,4194962169,213,1.4,4194962167,212,9.6,4194962163,140,30.8,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509531,29,1,1,2,21,7w2y7s7q5r1h1flz9y4sj6xka,1,30.8,43.4,2023-04-16T12:35:32.430Z,2023-04-16T12:35:33Z,4194962277,212,13.4,4194962273,140,20.4,4194962275,141,31.9,4194962271,56,Back,4194962279,213,3.8,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
