id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2524798443,7,50,1,0,23,p2dsrpus5eckpz2h16svaour,1,29.2,35.8,2023-03-26T12:30:56.462Z,2023-03-26T12:31:01Z,4124755225,56,Back,4124755267,233,5,4124755227,285,,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798415,5,7,1,0,23,acpt3r9i7hburdteruzc31u96,1,70.8,64.2,2023-03-26T12:30:56.463Z,2023-03-26T12:31:00Z,4124755091,286,,4124755251,233,7,4124755089,56,Center,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798427,6,43,1,0,24,acpt3r9i7hburdteruzc31u96,1,0,0,2023-03-26T12:30:57.606Z,2023-03-26T12:31:05Z,4124755165,140,73.1,4124755171,212,0,4124755167,141,66.4,4124755163,56,Center,4124755431,144,12,4124755175,213,3.1,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798433,7,49,1,0,26,acpt3r9i7hburdteruzc31u96,1,72.9,63.6,2023-03-26T12:30:59.375Z,2023-03-26T12:30:59Z,,,,,,,,,,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798445,8,43,1,0,27,acpt3r9i7hburdteruzc31u96,1,0,0,2023-03-26T12:31:00.392Z,2023-03-26T12:31:11Z,4124755249,286,0,4124755247,56,Center,4124755651,144,50,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798467,9,4,1,0,29,acpt3r9i7hburdteruzc31u96,1,74,61.4,2023-03-26T12:31:02.248Z,2023-03-26T12:31:04Z,4124755391,56,Center,4124755397,286,,4124755417,233,8,4124755393,152,,4124755389,13,,4124755395,265,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798471,8,4,1,0,29,p2dsrpus5eckpz2h16svaour,0,26,38.6,2023-03-26T12:31:02.249Z,2023-03-26T12:31:05Z,4124755409,56,Back,4124755411,152,,4124755421,233,9,4124755407,13,,4124755413,265,,4124755415,285,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798659,10,15,1,1,11,acpt3r9i7hburdteruzc31u96,1,73.9,61.7,2023-03-26T12:31:45.049Z,2023-03-26T12:33:15Z,4124759793,233,9,4124756507,56,Center,4124759999,103,19,4124759791,82,,4124760005,458,,4124759997,102,49.8,4124760013,230,98.9,4124759787,20,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,4124756505,18,4124760015,231,50.5,4124756503,26,4124759995,78,4124760011,147,57.6,4124760007,146,82.9,,,,,,,,,,,,,,,,,
2524798667,9,10,1,1,11,p2dsrpus5eckpz2h16svaour,1,19.3,37.9,2023-03-26T12:31:45.149Z,2023-03-26T12:33:10Z,4124759797,233,10,4124756565,56,Back,4124756563,94,,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798701,10,49,1,1,18,p2dsrpus5eckpz2h16svaour,1,41.6,7.3,2023-03-26T12:31:51.920Z,2023-03-26T12:31:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798719,11,1,1,1,20,p2dsrpus5eckpz2h16svaour,1,42.3,5.6,2023-03-26T12:31:54.219Z,2023-03-26T12:31:55Z,4124756937,213,3.1,4124756933,141,6.2,4124756931,140,23.7,4124756935,212,19.5,4124756929,56,Back,,,,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798721,12,1,1,1,21,p2dsrpus5eckpz2h16svaour,0,23.7,6.2,2023-03-26T12:31:54.451Z,2023-03-26T12:49:32Z,4124756943,56,Right,4124756947,141,0.0,4124756949,212,35.3,4124756945,140,56.9,4124756953,1,,4124756941,155,,4124756951,213,6.1,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798735,11,5,1,1,22,acpt3r9i7hburdteruzc31u96,1,48,101.4,2023-03-26T12:31:55.272Z,2023-03-26T12:49:34Z,4124757057,56,Back,4124757065,233,13,4124757059,347,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798725,13,5,1,1,22,p2dsrpus5eckpz2h16svaour,0,52,-1.4,2023-03-26T12:31:55.272Z,2023-03-26T12:49:35Z,4124757083,233,11,4124756973,347,,4124756971,56,Right,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798777,12,1,1,1,25,acpt3r9i7hburdteruzc31u96,1,42.9,100,2023-03-26T12:31:58.704Z,2023-03-26T12:32:05Z,4124757285,213,3.9,4124757287,1,,4124757283,212,34.6,4124757277,56,Back,4124757281,141,66.3,4124757279,140,19.0,4124757275,107,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798803,13,1,1,1,31,acpt3r9i7hburdteruzc31u96,1,22.2,53.6,2023-03-26T12:32:04.953Z,2023-03-26T12:32:37Z,4124757415,212,20.9,4124757409,56,Back,4124757417,213,5.1,4124757413,141,24.6,4124757411,140,28.8,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798825,14,1,1,1,35,acpt3r9i7hburdteruzc31u96,1,30.5,23,2023-03-26T12:32:09.057Z,2023-03-26T12:32:12Z,4124757501,56,Back,4124757505,141,38.5,4124757509,213,0.9,4124757507,212,13.5,4124757503,140,38.6,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798841,15,1,1,1,38,acpt3r9i7hburdteruzc31u96,1,38.6,38.5,2023-03-26T12:32:11.897Z,2023-03-26T12:32:13Z,4124757605,56,Back,4124757611,212,10.4,4124757609,141,28.2,4124757613,213,3.9,4124757607,140,31.3,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798869,16,1,1,1,40,acpt3r9i7hburdteruzc31u96,1,31.3,28.2,2023-03-26T12:32:13.745Z,2023-03-26T12:32:18Z,4124757749,141,46.9,4124757753,213,2.6,4124757743,56,Back,4124757747,140,10.9,4124757751,212,24.9,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798921,17,1,1,1,44,acpt3r9i7hburdteruzc31u96,1,15.4,43.5,2023-03-26T12:32:18.121Z,2023-03-26T12:32:23Z,4124757969,213,1.3,4124757965,141,64.1,4124757961,56,Back,4124757963,140,19.7,4124757967,212,14.7,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798929,18,1,1,1,51,acpt3r9i7hburdteruzc31u96,1,19.7,68.7,2023-03-26T12:32:24.505Z,2023-03-26T12:32:25Z,4124758007,140,19.5,4124758019,212,21.1,4124757993,56,Back,4124758025,213,4.7,4124758013,141,37.6,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798943,19,1,1,1,52,acpt3r9i7hburdteruzc31u96,1,19.5,37.6,2023-03-26T12:32:25.337Z,2023-03-26T12:32:27Z,4124758059,56,Back,4124758065,212,11.7,4124758067,213,2.3,4124758063,141,50.3,4124758061,140,12.0,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798955,20,1,1,1,53,acpt3r9i7hburdteruzc31u96,1,12,50.3,2023-03-26T12:32:26.867Z,2023-03-26T12:32:29Z,4124758131,141,5.0,4124758125,155,,4124758135,213,5.3,4124758129,140,32.2,4124758127,56,Back,4124758133,212,37.4,4124758137,1,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798967,21,1,1,1,55,acpt3r9i7hburdteruzc31u96,1,32.2,5,2023-03-26T12:32:28.841Z,2023-03-26T12:32:30Z,4124758199,213,1.4,4124758195,141,25.8,4124758191,56,Back,4124758193,140,34.4,4124758197,212,14.3,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798993,22,1,1,1,57,acpt3r9i7hburdteruzc31u96,0,34.3,26.1,2023-03-26T12:32:30.747Z,2023-03-26T12:32:34Z,4124758345,1,,4124758343,213,6.0,4124758333,155,,4124758337,140,71.3,4124758335,56,Right,4124758341,212,40.5,4124758339,141,9.5,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799013,14,49,1,2,2,p2dsrpus5eckpz2h16svaour,1,22.1,82.1,2023-03-26T12:32:36.092Z,2023-03-26T12:32:36Z,,,,,,,,,,,,,,,,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799047,15,1,1,2,3,p2dsrpus5eckpz2h16svaour,1,22.1,82.1,2023-03-26T12:32:36.269Z,2023-03-26T12:32:39Z,4124758591,140,3.8,4124758589,56,Back,4124758595,212,24.6,4124758597,213,3.8,4124758593,141,59.6,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799057,16,1,1,2,5,p2dsrpus5eckpz2h16svaour,0,3.8,59.6,2023-03-26T12:32:39.100Z,2023-03-26T12:32:40Z,4124758651,140,30.5,4124758659,1,,4124758647,155,,4124758655,212,40.2,4124758649,56,Back,4124758657,213,0.8,4124758653,141,100.0,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799063,17,5,1,2,7,p2dsrpus5eckpz2h16svaour,0,32.6,101.8,2023-03-26T12:32:40.345Z,2023-03-26T12:32:51Z,4124758679,56,Back,4124758995,233,23,4124758681,347,,,,,,,,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799113,23,5,1,2,7,acpt3r9i7hburdteruzc31u96,1,67.4,-1.8,2023-03-26T12:32:40.345Z,2023-03-26T12:43:05Z,4124758939,347,,4124758941,233,17,4124758937,56,Right,,,,,,,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799135,24,1,1,2,17,acpt3r9i7hburdteruzc31u96,1,61.4,0,2023-03-26T12:32:50.650Z,2023-03-26T12:33:28Z,4124759047,56,Right,4124759055,213,1.7,4124759045,107,,4124759053,212,8.6,4124759049,140,60.3,4124759051,141,11.3,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799151,25,1,1,2,18,acpt3r9i7hburdteruzc31u96,0,60.3,11.3,2023-03-26T12:32:52.138Z,2023-03-26T12:32:57Z,4124759139,213,0.4,4124759135,141,27.7,4124759131,56,Center,4124759137,212,27.5,4124759133,140,84.2,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799225,18,12,1,2,22,p2dsrpus5eckpz2h16svaour,1,16,62.3,2023-03-26T12:32:55.421Z,2023-03-26T12:33:47Z,4124759487,141,74.4,4124759483,56,Back,4124759491,213,0.2,4124759485,140,48.5,4124759489,212,35.1,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799233,26,1,1,2,26,acpt3r9i7hburdteruzc31u96,0,51.9,33.1,2023-03-26T12:32:59.603Z,2023-03-26T12:33:04Z,4124759517,141,22.5,4124759527,1,,4124759523,213,6.1,4124759519,212,49.8,4124759515,140,98.8,4124759511,56,Center,4124759507,157,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799227,19,49,1,2,30,p2dsrpus5eckpz2h16svaour,1,1,77.9,2023-03-26T12:33:03.453Z,2023-03-26T12:33:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799313,20,1,1,2,36,p2dsrpus5eckpz2h16svaour,1,3,71.5,2023-03-26T12:33:09.741Z,2023-03-26T12:33:50Z,4124759973,56,Back,4124759977,141,78.4,4124759975,140,21.7,4124759979,212,20.2,4124759981,213,0.2,,,,,,,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799317,21,1,1,2,41,p2dsrpus5eckpz2h16svaour,1,23.2,76.4,2023-03-26T12:33:14.509Z,2023-03-26T12:33:49Z,4124760025,213,4.9,4124760017,56,Back,4124760019,140,25.2,4124760023,212,14.8,4124760021,141,54.9,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799329,22,1,1,2,42,p2dsrpus5eckpz2h16svaour,1,27.2,51.3,2023-03-26T12:33:15.533Z,2023-03-26T12:33:17Z,4124760079,213,3.9,4124760075,141,33.1,4124760071,56,Back,4124760073,140,14.1,4124760077,212,18.5,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799375,23,1,1,2,44,p2dsrpus5eckpz2h16svaour,1,13.8,33.1,2023-03-26T12:33:17.405Z,2023-03-26T12:33:23Z,4124760291,56,Back,4124760297,212,14.9,4124760293,140,4.5,4124760299,213,2.3,4124760295,141,49.6,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799431,24,1,1,2,49,p2dsrpus5eckpz2h16svaour,1,4.6,49.6,2023-03-26T12:33:23.085Z,2023-03-26T12:33:30Z,4124760579,155,,4124760591,1,,4124760581,56,Back,4124760589,213,0.3,4124760585,141,67.9,4124760587,212,39.7,4124760583,140,40.5,,,,dib3fbzymcfivscevdlqks89h,R. Baldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799455,25,1,1,2,57,p2dsrpus5eckpz2h16svaour,1,40.5,67.9,2023-03-26T12:33:30.542Z,2023-03-26T12:33:32Z,4124760709,141,75.0,4124760713,213,2.5,4124760711,212,8.1,4124760705,56,Back,4124760707,140,34.3,,,,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799473,26,1,1,2,59,p2dsrpus5eckpz2h16svaour,1,33.9,77.5,2023-03-26T12:33:32.510Z,2023-03-26T12:33:34Z,4124760765,56,Back,4124760769,141,93.0,4124760771,212,11.4,4124760767,140,29.7,4124760773,213,2.0,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799495,27,1,1,3,0,p2dsrpus5eckpz2h16svaour,1,30.2,93.6,2023-03-26T12:33:34.222Z,2023-03-26T12:33:37Z,4124760883,140,26.2,4124760887,212,12.7,4124760885,141,76.0,4124760889,213,4.4,4124760881,56,Back,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799517,28,1,1,3,3,p2dsrpus5eckpz2h16svaour,1,32.9,73,2023-03-26T12:33:36.990Z,2023-03-26T12:33:41Z,4124761009,141,76.9,4124761013,213,0.1,4124761005,56,Center,4124761011,212,18.5,4124761007,140,50.3,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799531,29,1,1,3,8,p2dsrpus5eckpz2h16svaour,0,52.6,68.4,2023-03-26T12:33:41.246Z,2023-03-26T12:33:42Z,4124761067,212,21.6,4124761063,140,59.0,4124761061,56,Center,4124761065,141,38.2,4124761069,213,5.0,,,,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799533,27,8,1,3,9,acpt3r9i7hburdteruzc31u96,1,46.6,54.8,2023-03-26T12:33:42.645Z,2023-03-26T12:33:42Z,4124761071,56,Back,,,,,,,,,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799541,28,49,1,3,10,acpt3r9i7hburdteruzc31u96,1,48.1,57.6,2023-03-26T12:33:43.397Z,2023-03-26T12:33:43Z,,,,,,,,,,,,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799605,29,1,1,3,17,acpt3r9i7hburdteruzc31u96,1,64.9,80.6,2023-03-26T12:33:50.251Z,2023-03-26T12:33:53Z,4124761501,56,Center,4124761503,140,60.4,4124761507,212,14.8,4124761509,213,4.4,4124761505,141,60.0,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799633,30,1,1,3,19,acpt3r9i7hburdteruzc31u96,1,60.6,58.4,2023-03-26T12:33:53.195Z,2023-03-26T12:33:57Z,4124761643,212,35.0,4124761647,1,,4124761645,213,4.9,4124761639,140,68.3,4124761641,141,8.3,4124761637,56,Right,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
