id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2512765043,6,1,1,0,10,acpt3r9i7hburdteruzc31u96,1,24.4,23.3,2023-02-26T13:33:09.303Z,2023-02-26T13:33:12Z,4058859829,56,Back,4058859837,213,5.9,4058859833,141,8.2,4058859831,140,46.8,4058859835,212,25.7,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765055,7,61,1,0,12,acpt3r9i7hburdteruzc31u96,0,46.5,8.3,2023-02-26T13:33:10.871Z,2023-02-26T13:33:12Z,4058859899,56,Back,,,,,,,,,,,,,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765077,6,49,1,0,14,8gw3pgcd0doivaul55q8na9lg,1,29.8,92.3,2023-02-26T13:33:13.109Z,2023-02-26T13:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765117,7,1,1,0,16,8gw3pgcd0doivaul55q8na9lg,0,24.6,95.9,2023-02-26T13:33:15.728Z,2023-02-26T13:33:23Z,4058860255,213,0.6,4058860249,140,29.8,4058860247,56,Back,4058860251,141,100.0,4058860257,1,,4058860253,212,6.7,4058860245,157,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765099,8,43,1,0,16,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-26T13:33:15.729Z,2023-02-26T13:33:23Z,4058860133,285,0,4058860821,144,74,4058860311,233,7,4058860131,56,Right,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765119,8,5,1,0,18,8gw3pgcd0doivaul55q8na9lg,0,29.3,101.6,2023-02-26T13:33:16.926Z,2023-02-26T13:33:26Z,4058860271,347,,4058861051,233,9,4058860269,56,Back,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765265,9,5,1,0,18,acpt3r9i7hburdteruzc31u96,1,70.7,-1.6,2023-02-26T13:33:16.926Z,2023-02-26T13:40:18Z,4058860983,56,Right,4058861043,233,8,4058860985,347,,,,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765327,10,1,1,0,26,acpt3r9i7hburdteruzc31u96,1,71.2,0,2023-02-26T13:33:25.463Z,2023-02-26T13:33:29Z,4058861321,140,84.7,4058861325,212,17.9,4058861319,56,Right,4058861317,107,,4058861323,141,14.4,4058861327,213,0.7,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765373,11,1,1,0,30,acpt3r9i7hburdteruzc31u96,1,78.8,12.8,2023-02-26T13:33:29.095Z,2023-02-26T13:33:31Z,4058861565,212,11.2,4058861561,140,68.4,4058861567,213,2.9,4058861559,56,Right,4058861563,141,16.2,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765395,12,1,1,0,32,acpt3r9i7hburdteruzc31u96,0,68.4,16.2,2023-02-26T13:33:31.614Z,2023-02-26T13:33:32Z,4058861691,141,20.6,4058861689,140,71.9,4058861693,212,4.7,4058861687,56,Right,4058861695,213,0.7,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765417,9,49,1,0,34,8gw3pgcd0doivaul55q8na9lg,1,23.2,69,2023-02-26T13:33:33.219Z,2023-02-26T13:33:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765441,10,1,1,0,34,8gw3pgcd0doivaul55q8na9lg,0,23.2,69,2023-02-26T13:33:33.798Z,2023-02-26T13:33:43Z,4058861931,141,67.2,4058861927,140,36.3,4058861925,56,Back,4058861935,212,13.8,4058861939,213,6.2,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765465,13,49,1,0,37,acpt3r9i7hburdteruzc31u96,1,64.4,23.9,2023-02-26T13:33:35.911Z,2023-02-26T13:33:36Z,,,,,,,,,,,,,,,,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765515,14,1,1,0,37,acpt3r9i7hburdteruzc31u96,1,64,23.7,2023-02-26T13:33:36.167Z,2023-02-26T13:33:40Z,4058862341,1,,4058862327,56,Center,4058862333,141,76.1,4058862337,213,1.5,4058862331,140,65.0,4058862335,212,35.6,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765565,15,1,1,0,40,acpt3r9i7hburdteruzc31u96,1,65,76.1,2023-02-26T13:33:39.727Z,2023-02-26T13:33:42Z,4058862601,56,Center,4058862605,141,70.5,4058862607,212,5.7,4058862603,140,61.0,4058862609,213,3.9,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765621,16,1,1,0,43,acpt3r9i7hburdteruzc31u96,0,61,70.5,2023-02-26T13:33:42.239Z,2023-02-26T13:33:45Z,4058862897,140,86.7,4058862903,212,27.0,4058862895,56,Center,4058862907,213,0.0,4058862901,141,70.8,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765631,11,49,1,0,46,8gw3pgcd0doivaul55q8na9lg,1,8.1,35.5,2023-02-26T13:33:45.268Z,2023-02-26T13:33:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765739,12,1,1,0,46,8gw3pgcd0doivaul55q8na9lg,1,8.1,35.5,2023-02-26T13:33:45.556Z,2023-02-26T13:33:51Z,4058863507,1,,4058863499,140,34.5,4058863503,212,33.1,4058863497,56,Back,4058863505,213,5.7,4058863495,157,,4058863501,141,8.9,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765777,13,1,1,0,52,8gw3pgcd0doivaul55q8na9lg,1,28.7,6.8,2023-02-26T13:33:51.508Z,2023-02-26T13:33:53Z,4058863683,212,15.9,4058863679,140,40.7,4058863677,56,Back,4058863681,141,21.0,4058863685,213,0.7,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765783,14,1,1,0,55,8gw3pgcd0doivaul55q8na9lg,0,39.8,21.5,2023-02-26T13:33:53.812Z,2023-02-26T13:33:55Z,4058863723,212,7.3,4058863725,213,0.1,4058863719,140,46.7,4058863721,141,22.2,4058863717,56,Back,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765811,17,61,1,0,56,acpt3r9i7hburdteruzc31u96,1,56.3,79.9,2023-02-26T13:33:55.784Z,2023-02-26T13:33:55Z,4058863845,56,Left,,,,,,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765853,18,49,1,0,59,acpt3r9i7hburdteruzc31u96,1,62,71.7,2023-02-26T13:33:58.111Z,2023-02-26T13:33:58Z,,,,,,,,,,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765881,19,1,1,0,59,acpt3r9i7hburdteruzc31u96,1,62.5,69.3,2023-02-26T13:33:58.423Z,2023-02-26T13:33:59Z,4058864201,212,8.9,4058864203,213,3.6,4058864199,141,63.6,4058864197,140,54.9,4058864195,56,Center,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765913,20,1,1,1,1,acpt3r9i7hburdteruzc31u96,0,54.9,63.6,2023-02-26T13:33:59.807Z,2023-02-26T13:34:01Z,4058864361,56,Left,4058864363,140,63.7,4058864369,213,0.9,4058864367,212,15.9,4058864365,141,82.6,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765909,15,8,1,1,2,8gw3pgcd0doivaul55q8na9lg,1,25.9,20.7,2023-02-26T13:34:01.140Z,2023-02-26T13:34:01Z,4058864345,56,Back,,,,,,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765957,21,1,1,1,4,acpt3r9i7hburdteruzc31u96,0,57,84.1,2023-02-26T13:34:03.454Z,2023-02-26T13:34:04Z,4058864605,213,6.0,4058864599,140,100.0,4058864597,56,Center,4058864601,141,67.6,4058864607,1,,4058864603,212,47.4,4058864595,157,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765951,16,5,1,1,5,8gw3pgcd0doivaul55q8na9lg,1,-0.6,36.2,2023-02-26T13:34:04.291Z,2023-02-26T13:34:05Z,4058864571,56,Back,4058864667,233,22,4058864573,346,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512765965,22,5,1,1,5,acpt3r9i7hburdteruzc31u96,0,100.6,63.8,2023-02-26T13:34:04.291Z,2023-02-26T13:40:18Z,4058864697,233,16,4058864635,346,,4058864633,56,Center,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766393,17,1,1,1,31,8gw3pgcd0doivaul55q8na9lg,1,4.4,56.9,2023-02-26T13:34:30.052Z,2023-02-26T13:34:33Z,4058866685,140,40.5,4058866691,213,0.0,4058866681,124,,4058866683,56,Back,4058866689,212,37.9,4058866693,1,,4058866687,141,59.4,4058866697,74,,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766431,18,1,1,1,34,8gw3pgcd0doivaul55q8na9lg,1,40.5,59.4,2023-02-26T13:34:33.508Z,2023-02-26T13:34:36Z,4058866863,212,17.0,4058866857,56,Center,4058866853,3,,4058866859,140,53.9,4058866861,141,45.4,4058866855,168,,4058866865,213,5.7,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766459,19,1,1,1,37,8gw3pgcd0doivaul55q8na9lg,0,56.9,50.7,2023-02-26T13:34:36.388Z,2023-02-26T13:34:37Z,4058867047,213,0.1,4058867043,141,51.9,4058867045,212,14.2,4058867039,56,Center,4058867037,155,,4058867041,140,70.4,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766475,23,8,1,1,39,acpt3r9i7hburdteruzc31u96,1,27.8,41.8,2023-02-26T13:34:38.374Z,2023-02-26T13:34:38Z,4058867113,56,Back,,,,,,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766569,20,5,1,1,40,8gw3pgcd0doivaul55q8na9lg,1,70.8,101.6,2023-02-26T13:34:38.884Z,2023-02-26T13:34:45Z,4058867503,56,Left,4058867505,347,,4058867535,233,24,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766499,24,5,1,1,40,acpt3r9i7hburdteruzc31u96,0,29.2,-1.6,2023-02-26T13:34:38.884Z,2023-02-26T13:40:18Z,4058867221,56,Back,4058867551,233,20,4058867223,347,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766601,21,1,1,1,46,8gw3pgcd0doivaul55q8na9lg,0,71.6,100,2023-02-26T13:34:45.523Z,2023-02-26T13:48:23Z,4058867671,56,Left,4058867675,141,84.7,4058867677,212,13.6,4058867679,213,5.3,4058867673,140,78.8,4058867667,107,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766731,25,1,1,1,47,acpt3r9i7hburdteruzc31u96,1,28.7,18.3,2023-02-26T13:34:46.127Z,2023-02-26T13:48:26Z,4058868347,213,4.9,4058868343,141,6.5,4058868339,56,Back,4058868345,212,8.2,4058868337,3,,4058868341,140,30.3,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766741,26,61,1,1,48,acpt3r9i7hburdteruzc31u96,0,30.3,6.5,2023-02-26T13:34:47.310Z,2023-02-26T13:48:28Z,4058868383,56,Back,,,,,,,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766735,22,5,1,1,49,8gw3pgcd0doivaul55q8na9lg,1,73.3,101.4,2023-02-26T13:34:48.659Z,2023-02-26T13:40:18Z,4058895419,233,27,4058868363,347,,4058868361,56,Left,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766747,27,5,1,1,49,acpt3r9i7hburdteruzc31u96,0,26.7,-1.4,2023-02-26T13:34:48.659Z,2023-02-26T13:40:19Z,4058895445,233,22,4058868399,56,Back,4058868401,347,,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766759,23,1,1,1,55,8gw3pgcd0doivaul55q8na9lg,1,77.9,100,2023-02-26T13:34:54.371Z,2023-02-26T13:34:55Z,4058868441,140,67.4,4058868437,107,,4058868439,56,Left,4058868445,212,12.6,4058868443,141,92.7,4058868447,213,3.6,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766773,24,1,1,1,56,8gw3pgcd0doivaul55q8na9lg,0,68.6,93.3,2023-02-26T13:34:55.300Z,2023-02-26T13:34:58Z,4058868523,213,6.2,4058868521,212,22.7,4058868515,56,Left,4058868517,140,90.1,4058868519,141,89.9,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766785,28,43,1,1,58,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-26T13:34:56.998Z,2023-02-26T13:35:05Z,4058869231,144,49,,,,,,,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766795,29,43,1,1,58,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-26T13:34:57.338Z,2023-02-26T13:35:03Z,4058868623,140,31.8,4058868629,213,0.4,4058868627,212,8.3,4058869055,144,1,4058868625,141,18.2,4058868621,56,Back,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766823,30,4,1,2,1,acpt3r9i7hburdteruzc31u96,1,18.4,10.9,2023-02-26T13:34:59.934Z,2023-02-26T13:49:14Z,4058940461,295,,4058869139,233,25,4058868755,285,,4058868749,56,Back,4058868747,13,,4058868751,152,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766883,25,4,1,2,1,8gw3pgcd0doivaul55q8na9lg,0,81.6,89.1,2023-02-26T13:34:59.935Z,2023-02-26T13:35:04Z,4058869071,286,,4058869065,295,,4058869163,233,30,4058869063,13,,4058869069,152,,4058869067,56,Left,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512766987,31,1,1,2,8,acpt3r9i7hburdteruzc31u96,1,25.2,11.9,2023-02-26T13:35:07.678Z,2023-02-26T13:35:09Z,4058869631,152,,4058869647,213,2.1,4058869643,141,45.5,4058869635,56,Back,4058869627,5,,4058869639,140,12.0,4058869645,212,26.7,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512767041,32,1,1,2,10,acpt3r9i7hburdteruzc31u96,1,12,45.5,2023-02-26T13:35:09.718Z,2023-02-26T13:35:12Z,4058869895,141,93.0,4058869901,1,,4058869891,56,Back,4058869893,140,35.8,4058869899,213,0.9,4058869897,212,40.8,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512767083,33,1,1,2,13,acpt3r9i7hburdteruzc31u96,0,34.9,95.9,2023-02-26T13:35:12.382Z,2023-02-26T13:35:14Z,4058870101,141,82.6,4058870103,212,10.1,4058870099,140,30.6,4058870105,213,4.2,4058870097,56,Back,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512767073,26,61,1,2,15,8gw3pgcd0doivaul55q8na9lg,1,63.8,11.9,2023-02-26T13:35:14.118Z,2023-02-26T13:35:14Z,4058870055,56,Right,,,,,,,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512767115,27,1,1,2,16,8gw3pgcd0doivaul55q8na9lg,0,68.2,25.2,2023-02-26T13:35:15.220Z,2023-02-26T13:35:16Z,4058870249,141,31.5,4058870255,213,2.0,4058870247,140,66.3,4058870245,56,Center,4058870251,212,4.7,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
