id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2540253759,9,1,1,0,16,67z1gqyiuzpmmb15q5fy7ntc4,0,28.1,15.9,2023-04-28T18:45:43.842Z,2023-04-29T01:15:55Z,4232511119,212,16.2,4232511121,213,0.8,4232511117,141,32.2,4233337511,178,,4232511115,140,39.3,4232511111,56,Back,4232511107,155,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253791,3,8,1,0,17,4klvxyeh3xcus4ongu7c00mgc,1,58.1,68.9,2023-04-28T18:45:44.940Z,2023-04-29T01:16:16Z,4232511305,56,Center,4233077841,384,,4233338183,178,,,,,,,,,,,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253819,4,49,1,0,21,4klvxyeh3xcus4ongu7c00mgc,1,29.9,58.8,2023-04-28T18:45:48.977Z,2023-04-29T01:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253867,5,1,1,0,21,4klvxyeh3xcus4ongu7c00mgc,0,25.8,59.7,2023-04-28T18:45:49.006Z,2023-04-29T01:16:21Z,4233078045,155,,4232511751,1,,4232511743,140,75.2,4233338287,178,,4232511749,213,5.8,4232511747,212,59.0,4232511741,56,Right,4232511745,141,18.3,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540413207,934,67,1,0,26,67z1gqyiuzpmmb15q5fy7ntc4,1,21.2,82,2023-04-28T18:45:53.987Z,2023-04-29T02:13:26Z,4233374957,233,796,,,,,,,,,,,,,,,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540413205,796,67,1,0,26,4klvxyeh3xcus4ongu7c00mgc,0,78.8,18,2023-04-28T18:45:53.988Z,2023-04-29T01:45:22Z,4233374963,233,934,,,,,,,,,,,,,,,,,,,,,,a21winmltx1h9oiwqtfditkut,E. Shomurodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253861,10,8,1,0,26,67z1gqyiuzpmmb15q5fy7ntc4,1,23.9,78.5,2023-04-28T18:45:53.998Z,2023-04-29T02:13:26Z,4232511723,56,Back,4233078149,385,,4233338467,388,,,,,,,,,,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253981,6,1,1,0,28,4klvxyeh3xcus4ongu7c00mgc,1,66.6,26.6,2023-04-28T18:45:56.210Z,2023-04-29T01:16:32Z,4232512369,140,75.7,4232512367,56,Right,4232512373,212,16.1,4233338519,178,,4232512375,213,5.3,4232512371,141,7.5,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540253987,7,50,1,0,33,4klvxyeh3xcus4ongu7c00mgc,1,77.4,9.3,2023-04-28T18:46:01.387Z,2023-04-29T01:16:34Z,4232513401,233,16,4232512399,56,Right,4232512403,286,,,,,,,,,,,,,,,,,a21winmltx1h9oiwqtfditkut,E. Shomurodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254137,16,7,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,0,22.6,90.7,2023-04-28T18:46:02.076Z,2023-04-29T01:16:51Z,4233078283,385,,4232513397,233,7,4233339027,178,,4232513169,56,Back,4232513171,285,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540359241,783,61,1,0,34,4klvxyeh3xcus4ongu7c00mgc,1,74.7,8.4,2023-04-28T18:46:02.231Z,2023-04-29T01:16:54Z,4233078617,56,Right,4233339069,178,,,,,,,,,,,,,,,,,,,,a21winmltx1h9oiwqtfditkut,E. Shomurodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254047,11,49,1,0,35,67z1gqyiuzpmmb15q5fy7ntc4,1,32.8,94.2,2023-04-28T18:46:03.502Z,2023-04-29T01:16:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254059,12,1,1,0,38,67z1gqyiuzpmmb15q5fy7ntc4,0,32.8,94.2,2023-04-28T18:46:06.562Z,2023-04-29T01:17:02Z,4233339279,178,,4232512759,141,90.0,4232512765,213,3.7,4232512763,212,5.2,4232512755,140,28.7,4232512751,56,Back,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254071,8,49,1,0,39,4klvxyeh3xcus4ongu7c00mgc,1,74.9,9.3,2023-04-28T18:46:07.637Z,2023-04-29T01:17:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254157,11,50,1,0,41,4klvxyeh3xcus4ongu7c00mgc,1,71.7,5.2,2023-04-28T18:46:08.867Z,2023-04-29T01:18:31Z,4232513269,56,Right,4232513473,233,13,4232513271,286,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254089,13,7,1,0,41,67z1gqyiuzpmmb15q5fy7ntc4,0,28.3,94.8,2023-04-28T18:46:08.962Z,2023-04-29T01:18:34Z,4233341809,178,,4233078923,385,,4232512907,56,Back,4232512909,285,,4232513027,233,11,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254101,9,50,1,0,41,4klvxyeh3xcus4ongu7c00mgc,1,71.1,5.9,2023-04-28T18:46:09.379Z,2023-04-29T01:18:38Z,4232513005,56,Right,4232513039,233,14,4232513007,286,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254131,14,7,1,0,41,67z1gqyiuzpmmb15q5fy7ntc4,1,28.9,94.1,2023-04-28T18:46:09.567Z,2023-04-29T01:18:40Z,4233078945,385,,4232513301,233,9,4232513115,167,,4232513119,285,,4233341899,178,,4232513117,56,Back,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254153,10,5,1,0,43,4klvxyeh3xcus4ongu7c00mgc,1,71,-2,2023-04-28T18:46:11.660Z,2023-04-29T01:18:42Z,4232513275,233,15,4232513249,56,Right,4232513251,347,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254133,15,5,1,0,43,67z1gqyiuzpmmb15q5fy7ntc4,0,29,102,2023-04-28T18:46:11.660Z,2023-04-29T01:18:42Z,4232513137,347,,4232513299,233,10,4232513135,56,Back,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254223,12,1,1,0,48,4klvxyeh3xcus4ongu7c00mgc,1,67.8,0,2023-04-28T18:46:15.883Z,2023-04-29T01:18:44Z,4232513671,213,1.7,4232513665,140,66.2,4232513661,107,,4232513667,141,15.6,4232513669,212,12.1,4233079285,189,,4232513663,56,Right,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254349,13,1,1,0,50,4klvxyeh3xcus4ongu7c00mgc,1,66.2,15.6,2023-04-28T18:46:18.652Z,2023-04-29T01:18:48Z,4232514345,140,65.7,4233342101,178,,4232514351,213,4.6,4232514343,56,Right,4232514349,212,7.4,4232514347,141,4.8,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254355,14,1,1,0,58,4klvxyeh3xcus4ongu7c00mgc,0,85.5,8,2023-04-28T18:46:26.544Z,2023-04-29T01:18:51Z,4232514391,212,2.7,4232514389,141,11.9,4233079431,20,,4232514383,155,,4232514385,56,Right,4232514457,233,17,4232514455,236,,4233342177,178,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,4232514387,140,85.7,4233079429,224,4232514381,2,4232514393,213,1.5,4232514461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254353,17,12,1,0,58,67z1gqyiuzpmmb15q5fy7ntc4,1,13.4,86.5,2023-04-28T18:46:26.592Z,2023-04-29T01:18:58Z,4232514449,233,14,4232514367,185,,4232514369,56,Back,4233342313,178,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254399,15,6,1,1,0,4klvxyeh3xcus4ongu7c00mgc,1,94.9,14.8,2023-04-28T18:46:28.630Z,2023-04-29T01:18:59Z,4232514709,233,18,4232514707,75,,4232514703,56,Right,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254369,18,6,1,1,0,67z1gqyiuzpmmb15q5fy7ntc4,0,5.1,85.2,2023-04-28T18:46:28.630Z,2023-04-29T01:18:59Z,4232514517,73,,4232514495,56,Back,4232514731,233,15,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254733,16,1,1,1,21,4klvxyeh3xcus4ongu7c00mgc,1,99.6,0.3,2023-04-28T18:46:49.595Z,2023-04-29T01:19:03Z,4233342441,178,,4232516423,212,4.5,4232516415,6,,4232516421,141,5.2,4232516417,56,Right,4232516419,140,96.7,4232516425,213,2.3,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254799,17,1,1,1,23,4klvxyeh3xcus4ongu7c00mgc,1,97.4,7.7,2023-04-28T18:46:51.106Z,2023-04-29T01:19:07Z,4232516753,141,17.4,4232516757,213,2.7,4233342505,178,,4232516749,56,Right,4232516755,212,14.0,4232516751,140,85.6,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254863,18,1,1,1,25,4klvxyeh3xcus4ongu7c00mgc,1,84.8,19.4,2023-04-28T18:46:53.068Z,2023-04-29T01:19:16Z,4232517097,56,Center,4233079953,72,,4232517101,141,54.2,4232517099,140,87.6,4233342593,178,,4232517093,2,,4232517103,212,23.8,4232517105,213,1.4,yau2ry4oz8da3etdtf5td0id,S. Bastoni,4233079951,223,,4232525489,210,4232525491,154,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540256129,27,13,1,1,26,4klvxyeh3xcus4ongu7c00mgc,1,85.9,50.3,2023-04-28T18:46:54.168Z,2023-04-29T01:19:16Z,4232525543,231,49.6,4232525533,103,4.2,4232525525,154,,4232523759,56,Center,4232525523,29,,4232525535,328,,4233081177,391,,4232524031,25,,1s7qbrynbcv9uw9r5f29oyc5,V. Kovalenko,4232524033,20,,4233342669,178,4232525521,73,4232523757,17,,4232525527,55,,,18,4232525531,102,88.7,4232525541,230,98.9,,,,,,,,,,,,,,,,,,,,
2540254879,19,5,1,1,32,4klvxyeh3xcus4ongu7c00mgc,0,100.9,88.2,2023-04-28T18:47:00.239Z,2023-04-29T01:19:19Z,4232517173,56,Left,4232517175,346,,4232517253,233,19,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540254887,19,5,1,1,32,67z1gqyiuzpmmb15q5fy7ntc4,1,-0.9,11.8,2023-04-28T18:47:00.239Z,2023-04-29T01:19:18Z,4232517249,233,19,4232517217,56,Back,4232517219,346,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255197,20,1,1,1,52,67z1gqyiuzpmmb15q5fy7ntc4,1,4.5,49.7,2023-04-28T18:47:20.673Z,2023-04-29T01:19:20Z,4232518951,213,5.6,4232518937,141,41.2,4232518945,212,9.6,4233081447,189,,4232518931,56,Back,4232518959,237,,4232518935,140,11.8,4232518927,124,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255225,21,1,1,1,53,67z1gqyiuzpmmb15q5fy7ntc4,1,11.8,41.2,2023-04-28T18:47:21.384Z,2023-04-29T01:19:23Z,4232519073,212,3.5,4233081555,189,,4233342837,178,,4232519069,140,9.7,4232519067,56,Back,4232519075,213,2.3,4232519071,141,45.2,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255243,22,1,1,1,54,67z1gqyiuzpmmb15q5fy7ntc4,0,13.5,49.1,2023-04-28T18:47:22.133Z,2023-04-29T01:19:27Z,4232519171,212,59.6,4232519165,56,Center,4232519163,155,,4233342943,178,,4232519169,141,66.0,4232519167,140,69.2,4232519213,1,,4232519173,213,0.2,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255305,20,1,1,1,57,4klvxyeh3xcus4ongu7c00mgc,0,27,40.6,2023-04-28T18:47:25.530Z,2023-04-29T01:19:30Z,4232519523,3,,4232519531,212,7.9,4232519527,140,34.2,4232519529,141,44.2,4232519533,213,0.3,4233342997,388,,4232519525,56,Back,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255293,23,44,1,1,59,67z1gqyiuzpmmb15q5fy7ntc4,1,64.9,59,2023-04-28T18:47:27.557Z,2023-04-29T02:13:27Z,4232519457,286,,4232519603,233,21,4232519455,56,Center,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255315,21,44,1,1,59,4klvxyeh3xcus4ongu7c00mgc,0,35.1,41,2023-04-28T18:47:27.558Z,2023-04-29T01:19:34Z,4232519649,233,23,4232519575,285,,4232519573,56,Back,,,,,,,,,,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255333,24,1,1,1,59,67z1gqyiuzpmmb15q5fy7ntc4,1,64,62.3,2023-04-28T18:47:27.583Z,2023-04-29T02:13:27Z,4232519677,140,70.0,4232519683,213,5.8,4233343105,388,,4232519675,56,Center,4232519681,212,7.3,4232519679,141,56.9,4232519673,3,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255381,25,1,1,2,1,67z1gqyiuzpmmb15q5fy7ntc4,1,69.1,56.9,2023-04-28T18:47:29.025Z,2023-04-29T01:19:39Z,4232519969,213,4.5,4232519963,141,34.0,4233343163,178,,4232519959,56,Center,4232519965,212,15.8,4232519961,140,66.5,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255435,26,1,1,2,5,67z1gqyiuzpmmb15q5fy7ntc4,1,75.3,25.8,2023-04-28T18:47:33.593Z,2023-04-29T01:19:42Z,4232520223,140,77.7,4232520229,213,5.0,4232520227,212,10.1,4233343223,178,,4232520225,141,11.4,4232520221,56,Right,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255465,27,1,1,2,8,67z1gqyiuzpmmb15q5fy7ntc4,1,74.6,13.2,2023-04-28T18:47:36.204Z,2023-04-29T01:19:48Z,4233343283,178,,4232520393,212,12.3,4232520391,141,16.4,4232520395,213,3.0,4232520389,140,63.1,4232520387,56,Right,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540255521,28,1,1,2,10,67z1gqyiuzpmmb15q5fy7ntc4,1,63.4,16.7,2023-04-28T18:47:38.159Z,2023-04-29T01:19:53Z,4232520683,56,Center,4232520691,213,1.1,4232520687,141,27.6,4232520689,212,8.4,4232520685,140,67.1,4233343431,178,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
