id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2499061425,6,1,1,0,8,acpt3r9i7hburdteruzc31u96,0,63.1,56.3,2023-01-21T11:31:14.323Z,2023-01-21T11:31:15Z,3986812605,140,65.4,3986812607,141,49.1,3986812603,56,Center,3986812609,212,5.5,3986812611,213,5.2,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061429,6,61,1,0,9,agjf3593kdfob1fl43rlt2b6c,0,28.8,57.8,2023-01-21T11:31:15.364Z,2023-01-21T11:31:15Z,3986812629,56,Back,,,,,,,,,,,,,,,,,,,,,,4jwotvqswss201ptdipai5rkl,D. Čonč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061449,7,1,1,0,14,acpt3r9i7hburdteruzc31u96,0,98.6,69.3,2023-01-21T11:31:20.627Z,2023-01-21T11:31:21Z,3986812745,286,,3986812727,140,98.2,3986812725,56,Center,3986812731,212,1.4,3986812739,236,,3986812733,213,4.4,3986812729,141,67.3,3986812741,233,7,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061451,7,74,1,0,14,agjf3593kdfob1fl43rlt2b6c,1,3.6,34.9,2023-01-21T11:31:20.628Z,2023-01-21T12:17:30Z,3986812747,233,7,3986812735,56,Back,3986812737,285,,,,,,,,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061457,8,6,1,0,15,agjf3593kdfob1fl43rlt2b6c,0,0.8,32.9,2023-01-21T11:31:21.715Z,2023-01-21T12:17:22Z,3986812765,56,Back,3986812793,73,,3986812825,233,8,,,,,,,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061453,8,6,1,0,15,acpt3r9i7hburdteruzc31u96,1,99.2,67.1,2023-01-21T11:31:21.715Z,2023-01-21T11:31:23Z,3986812751,56,Center,3986812753,73,,3986812803,233,8,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061505,9,1,1,0,38,acpt3r9i7hburdteruzc31u96,0,99.5,99.5,2023-01-21T11:31:43.811Z,2023-01-21T11:32:25Z,3986813041,223,,3986813035,2,,3986813037,6,,3986813053,1,,3986813091,233,9,3986813043,56,Center,3986813051,213,4.6,3986813049,212,33.7,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,3986813039,155,3986813045,140,95.9,3986813047,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061517,9,41,1,0,40,agjf3593kdfob1fl43rlt2b6c,1,4.2,50.6,2023-01-21T11:31:46.287Z,2023-01-21T11:31:47Z,3986813083,140,18.1,3986813089,213,6.1,3986813087,212,14.8,3986813085,141,47.2,3986813095,233,9,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061525,10,15,1,0,42,acpt3r9i7hburdteruzc31u96,1,84.3,60,2023-01-21T11:31:47.876Z,2023-01-21T11:31:58Z,3986813117,56,Center,3986813167,20,,3986813305,328,,3986813315,231,50.5,3986813301,102,51.6,3986813115,17,,3986813311,147,55.6,3986813165,25,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,3986813303,103,3986813313,230,98.2,3986813309,146,92.5,19,3986813299,78,3986813307,458,3986813321,233,10,3986813171,82,,,,,,,,,,,,,,,,
2499061527,10,10,1,0,42,agjf3593kdfob1fl43rlt2b6c,1,7.8,53.1,2023-01-21T11:31:47.976Z,2023-01-21T11:31:53Z,3986813125,94,,3986813127,56,Back,3986813215,233,10,,,,,,,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061535,11,49,1,0,46,agjf3593kdfob1fl43rlt2b6c,1,20.8,88.6,2023-01-21T11:31:51.808Z,2023-01-21T11:32:04Z,,,,,,,,,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061551,12,61,1,0,49,agjf3593kdfob1fl43rlt2b6c,0,25.6,94.7,2023-01-21T11:31:54.897Z,2023-01-21T11:32:02Z,3986813247,56,Back,,,,,,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061593,11,5,1,0,50,acpt3r9i7hburdteruzc31u96,1,67.5,-1.6,2023-01-21T11:31:56.528Z,2023-01-21T12:17:35Z,3986813485,233,13,3986813463,347,,3986813461,56,Right,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061579,13,5,1,0,50,agjf3593kdfob1fl43rlt2b6c,0,32.5,101.6,2023-01-21T11:31:56.528Z,2023-01-21T11:32:06Z,3986813489,233,11,3986813403,347,,3986813401,56,Back,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061619,12,1,1,0,59,acpt3r9i7hburdteruzc31u96,1,62.6,0,2023-01-21T11:32:05.765Z,2023-01-21T11:32:10Z,3986813605,1,,3986813593,107,,3986813599,141,10.1,3986813603,213,0.3,3986813597,140,89.8,3986813595,56,Right,3986813601,212,29.7,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061625,13,1,1,1,4,acpt3r9i7hburdteruzc31u96,0,90.6,24.4,2023-01-21T11:32:10.467Z,2023-01-21T11:32:11Z,3986813639,155,,3986813647,140,96.8,3986813653,213,1.2,3986813635,2,,3986813649,141,51.5,3986813651,212,19.5,3986813643,56,Center,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061627,14,52,1,1,6,agjf3593kdfob1fl43rlt2b6c,1,2.5,51.5,2023-01-21T11:32:11.936Z,2023-01-21T11:32:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061663,15,1,1,1,11,agjf3593kdfob1fl43rlt2b6c,1,3.6,52.4,2023-01-21T11:32:17.696Z,2023-01-21T11:32:22Z,3986813841,213,1.0,3986813835,140,9.5,3986813837,141,65.2,3986813831,123,,3986813839,212,10.7,3986813833,56,Back,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061667,16,1,1,1,16,agjf3593kdfob1fl43rlt2b6c,1,9.5,65.2,2023-01-21T11:32:22.369Z,2023-01-21T11:32:24Z,3986813865,212,12.8,3986813867,213,4.1,3986813853,56,Back,3986813861,141,49.4,3986813857,140,2.8,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061671,17,1,1,1,18,agjf3593kdfob1fl43rlt2b6c,1,2.6,49.4,2023-01-21T11:32:23.936Z,2023-01-21T11:32:26Z,3986813909,213,4.9,3986813903,140,5.1,3986813907,212,18.5,3986813905,141,22.5,3986813901,56,Back,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061689,18,1,1,1,20,agjf3593kdfob1fl43rlt2b6c,1,5.1,22.1,2023-01-21T11:32:26.495Z,2023-01-21T11:32:30Z,3986814005,56,Back,3986814007,140,22.9,3986814013,213,6.1,3986814009,141,17.4,3986814011,212,19.0,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061695,19,1,1,1,25,agjf3593kdfob1fl43rlt2b6c,1,29.4,30.6,2023-01-21T11:32:30.848Z,2023-01-21T11:32:34Z,3986814053,213,2.2,3986814049,141,62.9,3986814051,212,27.3,3986814047,140,14.0,3986814045,56,Back,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061709,20,1,1,1,30,agjf3593kdfob1fl43rlt2b6c,1,15.1,63.1,2023-01-21T11:32:36.640Z,2023-01-21T11:32:38Z,3986814133,212,24.7,3986814127,56,Back,3986814131,141,91.8,3986814135,213,0.9,3986814129,140,29.5,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061739,21,1,1,1,32,agjf3593kdfob1fl43rlt2b6c,1,29.5,91.8,2023-01-21T11:32:38.064Z,2023-01-21T11:32:45Z,3986814283,212,16.2,3986814277,56,Back,3986814281,141,97.2,3986814285,213,0.2,3986814279,140,44.5,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061747,22,61,1,1,36,agjf3593kdfob1fl43rlt2b6c,0,44.5,97.2,2023-01-21T11:32:42.248Z,2023-01-21T12:18:43Z,3986814319,56,Back,,,,,,,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061735,14,5,1,1,37,acpt3r9i7hburdteruzc31u96,1,57.3,-1.8,2023-01-21T11:32:42.916Z,2023-01-21T11:32:46Z,3986814345,233,23,3986814257,56,Right,3986814259,347,,,,,,,,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061749,23,5,1,1,37,agjf3593kdfob1fl43rlt2b6c,0,42.7,101.8,2023-01-21T11:32:42.916Z,2023-01-21T12:17:35Z,3986814329,56,Back,3986814331,347,,3986814351,233,14,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061769,15,1,1,1,45,acpt3r9i7hburdteruzc31u96,1,64.9,0,2023-01-21T11:32:51.171Z,2023-01-21T11:32:52Z,3986814447,107,,3986814457,213,1.8,3986814455,212,13.8,3986814451,140,61.9,3986814449,56,Right,3986814453,141,18.0,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061781,16,1,1,1,47,acpt3r9i7hburdteruzc31u96,1,62.8,19.1,2023-01-21T11:32:52.836Z,2023-01-21T11:32:54Z,3986814519,213,3.5,3986814513,140,57.1,3986814511,56,Right,3986814517,212,6.3,3986814515,141,16.2,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061795,17,1,1,1,48,acpt3r9i7hburdteruzc31u96,1,58.7,17.9,2023-01-21T11:32:54.435Z,2023-01-21T11:32:58Z,3986814605,213,1.7,3986814599,140,55.1,3986814603,212,26.4,3986814597,56,Center,3986814601,141,56.3,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061803,18,1,1,1,52,acpt3r9i7hburdteruzc31u96,0,65,60.2,2023-01-21T11:32:58.035Z,2023-01-21T11:32:59Z,3986814631,140,76.8,3986814629,56,Center,3986814633,141,63.7,3986814637,213,0.2,3986814635,212,12.6,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061815,24,49,1,1,54,agjf3593kdfob1fl43rlt2b6c,1,20.9,31.6,2023-01-21T11:32:59.807Z,2023-01-21T11:32:59Z,,,,,,,,,,,,,,,,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061827,25,1,1,1,54,agjf3593kdfob1fl43rlt2b6c,1,19.6,41.8,2023-01-21T11:33:00.783Z,2023-01-21T11:33:03Z,3986814745,212,26.4,3986814747,213,0.7,3986814743,141,66.4,3986814739,56,Back,3986814741,140,39.0,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061843,26,1,1,1,57,agjf3593kdfob1fl43rlt2b6c,1,39,66.4,2023-01-21T11:33:03.088Z,2023-01-21T11:33:04Z,3986814811,140,34.5,3986814809,56,Back,3986814815,212,22.0,3986814813,141,34.8,3986814817,213,4.5,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061855,27,1,1,1,59,agjf3593kdfob1fl43rlt2b6c,1,34.4,33.9,2023-01-21T11:33:04.847Z,2023-01-21T11:33:11Z,3986814905,141,11.6,3986814907,212,19.3,3986814903,140,45.8,3986814909,213,5.4,3986814901,56,Back,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061865,28,1,1,2,5,agjf3593kdfob1fl43rlt2b6c,1,55.1,35.7,2023-01-21T11:33:11.119Z,2023-01-21T11:33:13Z,3986814973,141,56.9,3986814969,56,Center,3986814971,140,59.6,3986814975,212,15.2,3986814977,213,1.3,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061869,29,61,1,2,7,agjf3593kdfob1fl43rlt2b6c,1,59.6,56.9,2023-01-21T11:33:12.910Z,2023-01-21T11:33:13Z,3986814991,56,Center,,,,,,,,,,,,,,,,,,,,,,4jwotvqswss201ptdipai5rkl,D. Čonč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061875,19,49,1,2,7,acpt3r9i7hburdteruzc31u96,1,55.2,38.9,2023-01-21T11:33:13.683Z,2023-01-21T11:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061897,20,1,1,2,9,acpt3r9i7hburdteruzc31u96,1,61.1,35.7,2023-01-21T11:33:15.427Z,2023-01-21T11:33:19Z,3986815119,213,0.8,3986815113,140,75.0,3986815111,56,Center,3986815117,212,20.1,3986815115,141,56.1,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061915,21,1,1,2,13,acpt3r9i7hburdteruzc31u96,1,72.8,50.4,2023-01-21T11:33:19.491Z,2023-01-21T11:33:22Z,3986815187,56,Center,3986815195,213,4.6,3986815193,212,14.1,3986815189,140,71.6,3986815191,141,29.7,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061917,22,1,1,2,16,acpt3r9i7hburdteruzc31u96,0,74.4,25.9,2023-01-21T11:33:22.356Z,2023-01-21T11:33:23Z,3986815205,141,34.6,3986815203,140,83.2,3986815207,212,11.0,3986815199,155,,3986815209,213,0.6,3986815201,56,Center,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061927,30,1,1,2,18,agjf3593kdfob1fl43rlt2b6c,1,22.2,62.6,2023-01-21T11:33:23.840Z,2023-01-21T11:33:25Z,3986815281,141,57.8,3986815275,3,,3986815283,212,13.9,3986815277,56,Back,3986815279,140,35.1,3986815285,213,6.0,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061929,31,49,1,2,19,agjf3593kdfob1fl43rlt2b6c,1,37.4,57.8,2023-01-21T11:33:25.696Z,2023-01-21T11:33:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061931,32,1,1,2,19,agjf3593kdfob1fl43rlt2b6c,1,37.4,57.8,2023-01-21T11:33:25.728Z,2023-01-21T11:33:27Z,3986815291,56,Back,3986815297,212,13.4,3986815293,140,31.1,3986815295,141,40.6,3986815299,213,4.2,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061959,33,1,1,2,21,agjf3593kdfob1fl43rlt2b6c,1,31,40.7,2023-01-21T11:33:27.472Z,2023-01-21T11:33:35Z,3986815467,140,46.5,3986815475,1,,3986815465,56,Back,3986815463,155,,3986815473,213,1.1,3986815469,141,84.2,3986815471,212,33.8,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061985,34,1,1,2,29,agjf3593kdfob1fl43rlt2b6c,1,70.7,67.9,2023-01-21T11:33:34.927Z,2023-01-21T11:33:41Z,3986815659,1,,3986815655,212,36.4,3986815653,141,14.6,3986815657,213,4.8,3986815649,56,Right,3986815651,140,74.3,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061991,35,1,1,2,35,agjf3593kdfob1fl43rlt2b6c,1,80.2,9.4,2023-01-21T11:33:41.663Z,2023-01-21T11:33:44Z,3986815705,213,3.0,3986815697,56,Right,3986815703,212,15.6,3986815699,140,65.5,3986815701,141,12.3,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499062003,36,1,1,2,38,agjf3593kdfob1fl43rlt2b6c,1,65.5,12.3,2023-01-21T11:33:44.287Z,2023-01-21T11:33:47Z,3986815779,141,34.8,3986815775,56,Back,3986815783,213,2.4,3986815777,140,48.4,3986815781,212,23.6,,,,,,,,,,20pat26jlgjcvstrte9jbltrd,V. Panzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
