id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/value
2543017941,9,1,1,0,20,4klvxyeh3xcus4ongu7c00mgc,0,11.4,6.5,2023-05-03T16:00:28.068Z,2023-05-03T23:44:22Z,4247181417,212,35.1,4247181409,155,,4247181411,56,Back,4247181419,213,0.1,4247181415,141,10.3,4247181413,140,44.7,4248500491,178,,4247181421,1,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017953,3,1,1,0,21,e75syeuawg3ql8nwpi3vr2btz,1,60,89.9,2023-05-03T16:00:29.905Z,2023-05-03T23:44:37Z,4247181517,140,54.3,4247181523,213,4.3,4247181521,212,15.9,4248500879,178,,4247181515,56,Center,4247181513,3,,4247181519,141,68.2,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017971,4,1,1,0,23,e75syeuawg3ql8nwpi3vr2btz,1,54.3,68.2,2023-05-03T16:00:31.482Z,2023-05-03T23:44:43Z,4247181677,3,,4247181687,213,1.0,4248501033,388,,4247181679,56,Left,4247181681,140,58.8,4247181683,141,79.4,4247181685,212,9.0,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017977,5,49,1,0,24,e75syeuawg3ql8nwpi3vr2btz,1,58.7,79.4,2023-05-03T16:00:32.797Z,2023-05-03T23:44:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543287701,1703,67,1,0,24,e75syeuawg3ql8nwpi3vr2btz,1,59.2,80.4,2023-05-03T16:00:32.822Z,2023-05-04T01:48:08Z,4248684055,233,1382,,,,,,,,,,,,,,,,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543287697,1382,67,1,0,24,4klvxyeh3xcus4ongu7c00mgc,0,40.8,19.6,2023-05-03T16:00:32.823Z,2023-05-04T01:26:03Z,4248684063,233,1703,,,,,,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017999,6,1,1,0,24,e75syeuawg3ql8nwpi3vr2btz,1,58.7,79.4,2023-05-03T16:00:32.858Z,2023-05-04T01:48:09Z,4247181867,140,36.6,4247181871,212,23.7,4248261407,156,,4248501373,178,,4247181873,213,3.3,4247181865,56,Back,4247181861,155,,4247181869,141,72.3,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543287623,1702,43,1,0,24,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-03T16:00:32.862Z,2023-05-04T01:25:48Z,4248683787,144,67,4248683751,233,1381,,,,,,,,,,,,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543287621,1381,43,1,0,24,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-05-03T16:00:32.863Z,2023-05-04T01:25:49Z,4248683763,233,1702,4248683789,144,67,,,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018007,7,1,1,0,27,e75syeuawg3ql8nwpi3vr2btz,1,36.6,72.3,2023-05-03T16:00:35.185Z,2023-05-03T23:45:04Z,4248501753,178,,4247181905,140,22.3,4247181899,3,,4247181909,141,54.9,4247181901,56,Back,4247181911,212,19.1,4247181913,213,3.8,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018037,9,1,1,0,30,e75syeuawg3ql8nwpi3vr2btz,1,22.7,50.4,2023-05-03T16:00:38.201Z,2023-05-03T23:45:08Z,4247182051,213,5.0,4248501931,178,,4247182047,141,8.9,4247182045,140,29.9,4247182043,56,Back,4247182049,212,29.2,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018009,8,43,1,0,31,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-03T16:00:39.723Z,2023-05-03T16:49:18Z,4247339363,144,49,,,,,,,,,,,,,,,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018059,10,1,1,0,34,e75syeuawg3ql8nwpi3vr2btz,1,28.5,8.9,2023-05-03T16:00:42.459Z,2023-05-03T23:45:12Z,4247182209,141,26.2,4247182205,56,Back,4248502049,178,,4247182207,140,29.7,4247182213,213,1.5,4247182211,212,11.8,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543265019,1076,67,1,0,35,e75syeuawg3ql8nwpi3vr2btz,1,29.2,27.1,2023-05-03T16:00:43.628Z,2023-05-04T01:02:07Z,4248556761,233,946,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543265017,946,67,1,0,35,4klvxyeh3xcus4ongu7c00mgc,0,70.8,72.9,2023-05-03T16:00:43.629Z,2023-05-04T00:19:42Z,4248556765,233,1076,,,,,,,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018087,11,1,1,0,35,e75syeuawg3ql8nwpi3vr2btz,1,29.7,26.2,2023-05-03T16:00:43.637Z,2023-05-04T01:02:07Z,4247182349,141,18.5,4247182345,56,Back,4248502267,178,,4247182347,140,20.6,4247182351,212,10.9,4247182353,213,3.6,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018117,12,1,1,0,38,e75syeuawg3ql8nwpi3vr2btz,1,20.3,19.4,2023-05-03T16:00:46.210Z,2023-05-03T23:45:23Z,4247182501,1,,4247182497,212,34.5,4247182499,213,1.7,4247182491,140,14.7,4247182493,141,69.4,4248502447,178,,4247182489,56,Back,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018153,13,1,1,0,41,e75syeuawg3ql8nwpi3vr2btz,1,14.7,69.4,2023-05-03T16:00:49.585Z,2023-05-03T23:45:27Z,4247182661,140,21.5,4247182665,212,12.3,4247182663,141,84.2,4247182667,213,1.0,4247182659,56,Back,4248502615,178,,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018167,14,1,1,0,43,e75syeuawg3ql8nwpi3vr2btz,1,21.5,84.2,2023-05-03T16:00:51.240Z,2023-05-03T23:45:31Z,4247182741,213,1.0,4248502777,178,,4247182737,141,95.0,4247182739,212,8.7,4247182735,140,25.9,4247182733,56,Back,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018177,15,1,1,0,46,e75syeuawg3ql8nwpi3vr2btz,1,26.8,92.7,2023-05-03T16:00:54.656Z,2023-05-03T23:45:43Z,4247182797,213,4.8,4247182789,56,Back,4248503309,178,,4247182791,140,28.0,4247182793,141,73.0,4247182795,212,13.5,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018231,16,1,1,0,47,e75syeuawg3ql8nwpi3vr2btz,1,28,73,2023-05-03T16:00:55.609Z,2023-05-03T23:45:55Z,4248503769,178,,4247183097,213,0.0,4247183099,1,,4247183091,140,59.1,4247183093,141,73.5,4247183095,212,32.7,4247183089,56,Center,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018233,17,1,1,0,51,e75syeuawg3ql8nwpi3vr2btz,0,58.5,64.9,2023-05-03T16:00:59.537Z,2023-05-03T23:46:07Z,4247183103,56,Center,4247183105,140,58.7,4248504183,178,,4247183109,212,0.5,4247183107,141,64.2,4247183111,213,5.1,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018223,10,61,1,0,51,4klvxyeh3xcus4ongu7c00mgc,1,41.8,29.8,2023-05-03T16:00:59.593Z,2023-05-03T23:46:11Z,4248504303,178,,4247183043,56,Back,,,,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018289,18,1,1,0,55,e75syeuawg3ql8nwpi3vr2btz,0,67.1,6.8,2023-05-03T16:01:03.796Z,2023-05-03T23:46:15Z,4247183501,141,14.3,4247183499,140,69.2,4247183505,213,1.2,4247183503,212,5.6,4247183497,56,Right,4248504429,178,,,,,,,,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018301,11,4,1,0,57,4klvxyeh3xcus4ongu7c00mgc,1,28.2,81.9,2023-05-03T16:01:05.807Z,2023-05-03T23:46:20Z,4247183567,13,,4247183573,265,,4247183575,285,,4247183571,152,,4247183569,56,Back,4247183761,233,19,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018335,19,4,1,0,57,e75syeuawg3ql8nwpi3vr2btz,0,71.8,18.1,2023-05-03T16:01:05.808Z,2023-05-03T23:46:20Z,4247183739,265,,4247183731,13,,4247183733,56,Right,4247183735,152,,4247183765,233,11,4248504547,178,,4247183741,286,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018425,12,1,1,1,15,4klvxyeh3xcus4ongu7c00mgc,1,24.7,69.3,2023-05-03T16:01:23.312Z,2023-05-03T23:46:25Z,4247184339,56,Back,4247184341,140,36.0,4247184345,212,12.2,4247184337,152,,4247184335,5,,4247184347,213,0.2,4247185085,189,,4248504711,178,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,4247184343,141,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018431,13,1,1,1,16,4klvxyeh3xcus4ongu7c00mgc,1,36,73.7,2023-05-03T16:01:24.241Z,2023-05-03T23:46:30Z,4247184371,140,26.8,4247184373,141,90.3,4247184375,212,14.9,4247184369,56,Back,4248504957,178,,4247184377,213,2.3,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018423,20,43,1,1,18,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-03T16:01:26.181Z,2023-05-03T16:01:36Z,4247184905,144,45,4247184327,56,Right,4247184329,286,0,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018427,21,43,1,1,18,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-05-03T16:01:26.348Z,2023-05-03T16:01:37Z,4247184363,286,0,4247184361,56,Right,4247184985,144,45,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018449,14,1,1,1,19,4klvxyeh3xcus4ongu7c00mgc,1,28.2,90.3,2023-05-03T16:01:27.350Z,2023-05-03T23:46:32Z,4247184461,140,37.5,4247184465,212,14.3,4247184467,213,5.5,4247184463,141,74.9,4247184459,56,Back,4248505003,178,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018477,15,1,1,1,20,4klvxyeh3xcus4ongu7c00mgc,1,37.5,74.9,2023-05-03T16:01:28.134Z,2023-05-03T23:46:35Z,4247184619,140,54.3,4247184621,141,93.2,4247184623,212,21.6,4247184625,213,0.6,4248505073,178,,4247184617,56,Left,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018483,16,4,1,1,21,4klvxyeh3xcus4ongu7c00mgc,1,53.8,93.6,2023-05-03T16:01:29.820Z,2023-05-03T23:46:38Z,4247184645,13,,4247184649,56,Left,4247184657,265,,4247184653,152,,4247184787,233,22,4247184659,286,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018503,22,4,1,1,21,e75syeuawg3ql8nwpi3vr2btz,0,46.2,6.4,2023-05-03T16:01:29.821Z,2023-05-03T23:46:38Z,4248505153,178,,4247184747,265,,4247184745,152,,4247184837,233,16,4247184743,56,Back,4247184741,13,,4247184749,285,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018589,17,1,1,1,32,4klvxyeh3xcus4ongu7c00mgc,1,52.4,95,2023-05-03T16:01:40.834Z,2023-05-03T23:46:42Z,4247185267,141,75.9,4247185283,189,,4247185257,56,Back,4247185271,213,3.8,4247185245,5,,4247185263,140,37.3,4247185253,152,,4247185269,212,20.5,545o5sllzb34kosvbw3fxhc5x,A. Reca,4248505295,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018605,18,1,1,1,35,4klvxyeh3xcus4ongu7c00mgc,1,32.5,66.9,2023-05-03T16:01:43.722Z,2023-05-03T23:46:46Z,4247185337,212,12.6,4247185333,140,22.9,4247185335,141,55.8,4247185339,213,3.8,4247185331,56,Back,4248505451,178,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018609,19,1,1,1,39,4klvxyeh3xcus4ongu7c00mgc,1,19.7,47,2023-05-03T16:01:47.615Z,2023-05-03T23:46:49Z,4247185349,56,Back,4247185357,213,5.2,4248505539,178,,4247185353,141,11.6,4247185355,212,27.9,4247185351,140,33.1,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018673,20,1,1,1,44,4klvxyeh3xcus4ongu7c00mgc,1,29.9,7.9,2023-05-03T16:01:52.847Z,2023-05-03T23:46:59Z,4247185751,140,20.6,4247185755,212,16.5,4247185753,141,27.4,4247185757,213,2.2,4247185749,56,Back,4248505717,178,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018691,21,1,1,1,48,4klvxyeh3xcus4ongu7c00mgc,1,21.4,32.8,2023-05-03T16:01:55.950Z,2023-05-03T23:47:05Z,4248505875,178,,4247185861,212,31.6,4247185855,56,Back,4247185857,140,28.7,4247185863,213,1.3,4247185859,141,77.9,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018695,22,1,1,1,51,4klvxyeh3xcus4ongu7c00mgc,1,29.7,77.3,2023-05-03T16:01:59.389Z,2023-05-03T23:47:10Z,4247185889,56,Back,4247185895,141,66.8,4247185903,213,5.7,4247185891,140,40.3,4248505985,178,,4247185899,212,13.2,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543267497,958,67,1,1,52,4klvxyeh3xcus4ongu7c00mgc,1,41.8,68.7,2023-05-03T16:02:00.556Z,2023-05-04T01:02:07Z,4248570019,233,1141,,,,,,,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543267495,1141,67,1,1,52,e75syeuawg3ql8nwpi3vr2btz,0,58.2,31.3,2023-05-03T16:02:00.557Z,2023-05-04T00:26:43Z,4248570023,233,958,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018705,23,1,1,1,52,4klvxyeh3xcus4ongu7c00mgc,0,40.3,66.8,2023-05-03T16:02:00.566Z,2023-05-04T01:02:08Z,4247185977,56,Back,4248506199,178,,4247185979,140,48.1,4247185983,212,24.7,4247185985,213,1.2,4247185981,141,100.0,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018733,23,5,1,1,53,e75syeuawg3ql8nwpi3vr2btz,1,53.3,-1,2023-05-03T16:02:01.720Z,2023-05-03T23:47:25Z,4247186101,347,,4247186109,233,24,4247186099,56,Right,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018707,24,5,1,1,53,4klvxyeh3xcus4ongu7c00mgc,0,46.7,101,2023-05-03T16:02:01.720Z,2023-05-03T23:47:25Z,4247186157,233,23,4247185987,56,Back,4247185989,347,,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
