id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2503591307,4,1,1,0,17,5snsl2d1lu2oclbriztdy61d6,1,48.2,71.5,2023-02-04T11:35:46.902Z,2023-02-04T11:35:48Z,4010553009,140,36.4,4010553005,3,,4010553015,213,3.4,4010553011,141,66.6,4010553013,212,12.8,4010553007,56,Back,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591309,5,49,1,0,18,5snsl2d1lu2oclbriztdy61d6,1,36.4,66.6,2023-02-04T11:35:48.325Z,2023-02-04T11:35:48Z,,,,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591333,6,1,1,0,20,5snsl2d1lu2oclbriztdy61d6,1,38.9,63.9,2023-02-04T11:35:49.686Z,2023-02-04T11:35:52Z,4010553159,141,46.4,4010553155,56,Back,4010553163,213,3.9,4010553157,140,26.1,4010553161,212,18.0,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591405,7,1,1,0,22,5snsl2d1lu2oclbriztdy61d6,1,24.8,52.4,2023-02-04T11:35:52.309Z,2023-02-04T11:36:03Z,4010553577,212,15.7,4010553571,56,Back,4010553573,140,28.6,4010553579,213,1.3,4010553575,141,74.8,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591409,8,61,1,0,33,5snsl2d1lu2oclbriztdy61d6,1,26.5,79.3,2023-02-04T11:36:02.962Z,2023-02-04T11:36:03Z,4010553597,238,,4010553587,56,Back,,,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591479,8,5,1,0,35,8gw3pgcd0doivaul55q8na9lg,1,73.4,-1.3,2023-02-04T11:36:05.543Z,2023-02-04T12:27:52Z,4010553959,56,Right,4010553967,233,9,4010553961,347,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591437,9,5,1,0,35,5snsl2d1lu2oclbriztdy61d6,0,26.6,101.3,2023-02-04T11:36:05.543Z,2023-02-04T11:36:15Z,4010553701,347,,4010553699,56,Back,4010553975,233,8,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591489,9,1,1,0,45,8gw3pgcd0doivaul55q8na9lg,0,72.8,0,2023-02-04T11:36:14.782Z,2023-02-04T11:53:13Z,4010553997,107,,4010554007,213,0.5,4010554013,238,,4010554001,140,77.1,4010554003,141,2.3,4010553999,56,Right,4010554005,212,5.1,,,,2kxbr1qwr4soew1kopzx7rswk,G. Di Luzio,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591511,10,49,1,0,49,5snsl2d1lu2oclbriztdy61d6,1,19.2,95.3,2023-02-04T11:36:19.143Z,2023-02-04T11:36:19Z,,,,,,,,,,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591547,11,1,1,0,50,5snsl2d1lu2oclbriztdy61d6,1,24.2,91.8,2023-02-04T11:36:20.133Z,2023-02-04T11:36:23Z,4010554299,212,29.4,4010554295,140,9.7,4010554301,213,4.2,4010554293,56,Back,4010554297,141,54.8,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591569,12,1,1,0,53,5snsl2d1lu2oclbriztdy61d6,1,9.4,51.2,2023-02-04T11:36:23.189Z,2023-02-04T11:36:26Z,4010554401,56,Back,4010554407,212,19.0,4010554403,140,20.4,4010554409,213,5.4,4010554405,141,29.1,,,,,,,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591615,13,1,1,0,56,5snsl2d1lu2oclbriztdy61d6,1,25.5,25.3,2023-02-04T11:36:26.021Z,2023-02-04T11:36:30Z,4010554613,140,29.2,4010554615,141,68.7,4010554619,213,1.4,4010554611,56,Back,4010554617,212,29.8,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591625,14,1,1,1,1,5snsl2d1lu2oclbriztdy61d6,0,30.6,76.9,2023-02-04T11:36:30.630Z,2023-02-04T11:36:31Z,4010554659,1,,4010554655,212,35.9,4010554647,56,Left,4010554653,141,94.7,4010554657,213,0.3,4010554645,155,,4010554649,140,62.8,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591637,10,49,1,1,2,8gw3pgcd0doivaul55q8na9lg,1,35,9.5,2023-02-04T11:36:32.422Z,2023-02-04T11:36:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591665,11,1,1,1,3,8gw3pgcd0doivaul55q8na9lg,1,35,9.5,2023-02-04T11:36:32.894Z,2023-02-04T11:36:36Z,4010554863,212,7.8,4010554859,140,37.2,4010554865,213,1.3,4010554861,141,20.4,4010554857,56,Back,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591675,12,1,1,1,6,8gw3pgcd0doivaul55q8na9lg,1,37.2,20.4,2023-02-04T11:36:36.021Z,2023-02-04T11:36:37Z,4010554893,56,Right,4010554899,212,16.8,4010554895,140,53.2,4010554901,213,0,4010554897,141,20.4,,,,,,,,,,9skgc5kozhnn4cp5fghmnwout,V. Beil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591689,13,1,1,1,7,8gw3pgcd0doivaul55q8na9lg,1,53.3,20.4,2023-02-04T11:36:37.182Z,2023-02-04T11:36:39Z,4010554945,56,Right,4010554949,141,6.8,4010554951,212,11.7,4010554953,213,5.4,4010554947,140,60.2,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591717,14,1,1,1,9,8gw3pgcd0doivaul55q8na9lg,0,60.2,6.8,2023-02-04T11:36:39.294Z,2023-02-04T11:36:42Z,4010555109,141,8.0,4010555105,56,Right,4010555111,212,23.5,4010555107,140,82.6,4010555113,213,0.0,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591713,15,49,1,1,12,5snsl2d1lu2oclbriztdy61d6,1,15.1,92,2023-02-04T11:36:42.151Z,2023-02-04T11:36:42Z,,,,,,,,,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591741,16,1,1,1,13,5snsl2d1lu2oclbriztdy61d6,0,15.5,92.5,2023-02-04T11:36:43.509Z,2023-02-04T11:40:38Z,4010555227,141,97.7,4010555225,140,29.8,4010555229,212,15.4,4010555231,213,0.2,4010555223,56,Back,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591749,15,61,1,1,14,8gw3pgcd0doivaul55q8na9lg,1,72.3,3.1,2023-02-04T11:36:43.900Z,2023-02-04T11:53:09Z,4010555253,56,Right,,,,,,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591761,16,5,1,1,15,8gw3pgcd0doivaul55q8na9lg,0,69.4,-1.7,2023-02-04T11:36:45.523Z,2023-02-04T12:27:52Z,4010555387,233,17,4010555305,56,Right,4010555307,347,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591745,17,5,1,1,15,5snsl2d1lu2oclbriztdy61d6,1,30.6,101.7,2023-02-04T11:36:45.523Z,2023-02-04T11:36:49Z,4010555247,56,Back,4010555375,233,16,4010555249,347,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591791,18,1,1,1,21,5snsl2d1lu2oclbriztdy61d6,1,34,100,2023-02-04T11:36:51.125Z,2023-02-04T11:36:53Z,4010555479,141,89.0,4010555475,56,Back,4010555473,107,,4010555481,212,9.2,4010555483,213,5.0,4010555477,140,36.3,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591815,19,1,1,1,23,5snsl2d1lu2oclbriztdy61d6,1,36.3,89,2023-02-04T11:36:53.014Z,2023-02-04T11:36:57Z,4010555629,56,Left,4010555631,140,50.5,4010555633,141,93.6,4010555635,212,15.2,4010555639,213,0.2,4010555627,155,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591823,20,1,1,1,27,5snsl2d1lu2oclbriztdy61d6,1,50.5,93.6,2023-02-04T11:36:57.238Z,2023-02-04T11:36:58Z,4010555701,3,,4010555707,141,97.2,4010555703,56,Back,4010555711,213,2.8,4010555705,140,43.2,4010555709,212,8.0,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591829,21,1,1,1,29,5snsl2d1lu2oclbriztdy61d6,0,43.2,97.2,2023-02-04T11:36:58.693Z,2023-02-04T11:37:00Z,4010555757,140,53.2,4010555761,212,22.9,4010555759,141,67.3,4010555763,213,5.2,4010555755,56,Center,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591841,17,1,1,1,31,8gw3pgcd0doivaul55q8na9lg,0,36.6,28.2,2023-02-04T11:37:01.286Z,2023-02-04T11:37:02Z,4010555849,212,19.0,4010555845,140,53.2,4010555843,56,Center,4010555851,213,0.4,4010555847,141,39.5,4010555841,157,,4010555853,1,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591863,22,1,1,1,34,5snsl2d1lu2oclbriztdy61d6,1,45.1,70.2,2023-02-04T11:37:03.989Z,2023-02-04T11:37:06Z,4010556007,141,84.8,4010556015,213,2.4,4010556005,140,34.4,4010556003,56,Back,4010556011,212,15.0,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591887,23,1,1,1,37,5snsl2d1lu2oclbriztdy61d6,1,34.4,84.8,2023-02-04T11:37:06.820Z,2023-02-04T11:37:10Z,4010556169,213,3.9,4010556165,141,58.7,4010556163,140,17.4,4010556159,56,Back,4010556167,212,25.2,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591903,24,1,1,1,40,5snsl2d1lu2oclbriztdy61d6,1,17.9,55.7,2023-02-04T11:37:09.941Z,2023-02-04T13:35:38Z,4010556307,212,14.7,4010556301,56,Back,4010556303,140,30.0,4010556305,141,66.7,4010556309,213,0.5,,,,,,,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591939,25,1,1,1,43,5snsl2d1lu2oclbriztdy61d6,1,30.8,52.4,2023-02-04T11:37:13.029Z,2023-02-04T13:35:40Z,4010556513,213,4.7,4010556507,140,30.0,4010556511,212,21.4,4010556505,56,Back,4010556509,141,20.9,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591959,26,1,1,1,48,5snsl2d1lu2oclbriztdy61d6,1,30.9,12.5,2023-02-04T11:37:17.638Z,2023-02-04T11:37:21Z,4010556643,1,,4010556637,141,31.6,4010556631,155,,4010556641,213,0.4,4010556633,56,Center,4010556635,140,64.3,4010556639,212,37.4,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591961,27,61,1,1,50,5snsl2d1lu2oclbriztdy61d6,0,65.1,32.8,2023-02-04T11:37:19.638Z,2023-02-04T11:53:07Z,4010556649,56,Center,,,,,,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591963,18,1,1,1,51,8gw3pgcd0doivaul55q8na9lg,1,29.8,86,2023-02-04T11:37:21.222Z,2023-02-04T11:37:22Z,4010556663,56,Back,4010556669,212,8.1,4010556665,140,37.2,4010556661,3,,4010556671,213,0.3,4010556667,141,89.3,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591979,19,1,1,1,56,8gw3pgcd0doivaul55q8na9lg,0,36.1,89.6,2023-02-04T11:37:25.702Z,2023-02-04T11:37:28Z,4010556769,286,,4010556753,141,78.7,4010556751,140,45.3,4010556749,56,Back,4010556757,213,5.6,4010556755,212,12.2,4010556763,233,28,4010556761,236,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591977,28,74,1,1,56,5snsl2d1lu2oclbriztdy61d6,1,50.2,28.6,2023-02-04T11:37:25.703Z,2023-02-04T11:37:28Z,4010556745,285,,4010556773,233,19,4010556741,56,Center,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503591985,20,1,1,1,58,8gw3pgcd0doivaul55q8na9lg,1,40.1,78.7,2023-02-04T11:37:28.245Z,2023-02-04T11:37:29Z,4010556799,140,38.6,4010556803,212,9.0,4010556801,141,91.7,4010556805,213,1.7,4010556797,56,Back,,,,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592007,21,1,1,1,59,8gw3pgcd0doivaul55q8na9lg,1,38.6,91.7,2023-02-04T11:37:29.126Z,2023-02-04T11:37:33Z,4010556953,140,56.2,4010556955,141,79.9,4010556959,213,5.9,4010556951,56,Left,4010556957,212,20.1,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592019,22,1,1,2,4,8gw3pgcd0doivaul55q8na9lg,0,56.4,79.1,2023-02-04T11:37:33.862Z,2023-02-04T11:37:34Z,4010557035,213,5.2,4010557027,56,Center,4010557033,212,9.3,4010557029,140,60.9,4010557031,141,67.3,,,,,,,,,,9skgc5kozhnn4cp5fghmnwout,V. Beil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592025,23,1,1,2,4,8gw3pgcd0doivaul55q8na9lg,0,57.7,70.9,2023-02-04T11:37:34.374Z,2023-02-04T11:53:03Z,4010557053,56,Center,4010557055,140,68.6,4010557059,212,16.6,4010557061,213,5.5,4010557057,141,53.3,,,,,,,,,,9skgc5kozhnn4cp5fghmnwout,V. Beil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592031,29,1,1,2,5,5snsl2d1lu2oclbriztdy61d6,1,30.3,62.9,2023-02-04T11:37:34.932Z,2023-02-04T11:37:37Z,4010557071,56,Back,4010557077,212,8.9,4010557073,140,38.3,4010557079,213,6.0,4010557075,141,58.7,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592037,30,49,1,2,7,5snsl2d1lu2oclbriztdy61d6,1,38.3,58.7,2023-02-04T11:37:37.478Z,2023-02-04T11:37:37Z,,,,,,,,,,,,,,,,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592051,31,1,1,2,8,5snsl2d1lu2oclbriztdy61d6,1,38.3,58.7,2023-02-04T11:37:37.829Z,2023-02-04T11:37:39Z,4010557183,140,36.3,4010557181,56,Back,4010557187,212,22.3,4010557189,213,1.7,4010557185,141,91.4,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592067,32,1,1,2,9,5snsl2d1lu2oclbriztdy61d6,1,36.3,91.4,2023-02-04T11:37:39.238Z,2023-02-04T11:37:41Z,4010557271,140,26.5,4010557277,213,3.8,4010557273,141,80.6,4010557275,212,12.6,4010557269,56,Back,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592091,33,1,1,2,12,5snsl2d1lu2oclbriztdy61d6,1,27.1,75.4,2023-02-04T11:37:41.685Z,2023-02-04T11:37:45Z,4010557421,213,4.8,4010557417,141,56.4,4010557413,56,Back,4010557415,140,27.8,4010557419,212,12.9,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592107,34,1,1,2,15,5snsl2d1lu2oclbriztdy61d6,1,32.2,47.8,2023-02-04T11:37:45.253Z,2023-02-04T11:37:48Z,4010557531,140,34.4,4010557529,56,Back,4010557537,213,4.8,4010557533,141,16.7,4010557535,212,21.3,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592127,35,1,1,2,19,5snsl2d1lu2oclbriztdy61d6,1,35.2,8.9,2023-02-04T11:37:48.885Z,2023-02-04T11:37:50Z,4010557625,141,32.5,4010557629,213,0.9,4010557623,140,46.6,4010557621,56,Back,4010557627,212,20.0,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592133,36,1,1,2,20,5snsl2d1lu2oclbriztdy61d6,0,46.6,32.5,2023-02-04T11:37:49.726Z,2023-02-04T11:53:01Z,4010557661,155,,4010557679,213,5.5,4010557677,212,21.4,4010557673,141,10.0,4010557665,56,Right,4010557669,140,60.9,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592155,24,1,1,2,21,8gw3pgcd0doivaul55q8na9lg,0,34.7,92.1,2023-02-04T11:37:50.726Z,2023-02-04T11:53:00Z,4010557795,213,1.1,4010557787,56,Back,4010557793,212,6.8,4010557789,140,37.8,4010557791,141,100.0,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503592159,25,5,1,2,22,8gw3pgcd0doivaul55q8na9lg,0,38.6,101.2,2023-02-04T11:37:52.437Z,2023-02-04T12:27:52Z,4010557799,347,,4010558013,233,37,4010557797,56,Back,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
