id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist
2527306613,6,1,1,0,23,bcuj94typp0ykv77ijp9wpsve,1,10.6,71.7,2023-04-02T10:31:43.544Z,2023-04-02T10:31:45Z,4156687917,212,18.3,4156687911,140,16.4,4156687921,213,1.2,4156687913,141,97.1,4156687909,56,Back,,,,,,,,,,b4r8ripw5dilngnxrb5fkkkid,G. Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306635,7,1,1,0,25,bcuj94typp0ykv77ijp9wpsve,0,16.5,97.1,2023-04-02T10:31:45.576Z,2023-04-02T10:31:46Z,4156688027,212,19.7,4156688021,56,Back,4156688023,140,34.9,4156688025,141,91.8,4156688029,213,6.1,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306687,6,61,1,0,27,7jaarwfaeewpo3vnfvhc2c665,1,63.7,3.2,2023-04-02T10:31:47.984Z,2023-04-02T10:39:37Z,4156688269,56,Right,,,,,,,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306805,7,5,1,0,28,7jaarwfaeewpo3vnfvhc2c665,0,62.2,-1.7,2023-04-02T10:31:48.602Z,2023-04-02T10:33:16Z,4156688853,347,,4156689261,233,8,4156688851,56,Right,,,,,,,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306883,8,5,1,0,28,bcuj94typp0ykv77ijp9wpsve,1,37.8,101.7,2023-04-02T10:31:48.602Z,2023-04-02T10:32:02Z,4156689211,56,Back,4156689213,347,,4156689235,233,7,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306903,9,1,1,0,41,bcuj94typp0ykv77ijp9wpsve,0,35.7,100,2023-04-02T10:32:02.313Z,2023-04-02T10:32:04Z,4156689313,141,91.7,4156689315,212,23.2,4156689307,107,,4156689319,1,,4156689309,56,Left,4156689311,140,56.8,4156689317,213,6.0,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306961,8,1,1,0,45,7jaarwfaeewpo3vnfvhc2c665,0,42.1,5.9,2023-04-02T10:32:05.498Z,2023-04-02T10:39:40Z,4156689603,141,6.4,4156689605,212,12.2,4156689599,56,Right,4156689597,3,,4156689601,140,53.7,4156689607,213,0.0,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306965,10,1,1,0,45,bcuj94typp0ykv77ijp9wpsve,1,34.6,88.3,2023-04-02T10:32:06.360Z,2023-04-02T10:32:07Z,4156689625,213,1.9,4156689621,141,95.6,4156689623,212,5.2,4156689617,56,Back,4156689619,140,33.0,4156689615,3,,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307017,11,1,1,0,47,bcuj94typp0ykv77ijp9wpsve,1,32.9,95.6,2023-04-02T10:32:07.719Z,2023-04-02T10:32:10Z,4156689879,213,5.5,4156689873,141,89.9,4156689865,56,Back,4156689877,212,5.5,4156689869,140,36.6,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307067,12,1,1,0,50,bcuj94typp0ykv77ijp9wpsve,1,38.4,89.7,2023-04-02T10:32:10.584Z,2023-04-02T10:32:13Z,4156690155,56,Center,4156690159,141,28.9,4156690161,212,47.2,4156690157,140,60.0,4156690151,155,,4156690167,1,,4156690153,196,,4156690163,213,5.2,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307103,13,1,1,0,53,bcuj94typp0ykv77ijp9wpsve,1,60.4,30.7,2023-04-02T10:32:13.864Z,2023-04-02T10:32:16Z,4156690343,140,64.4,4156690345,141,43.1,4156690349,213,1.1,4156690347,212,9.4,4156690341,56,Center,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307147,14,1,1,0,55,bcuj94typp0ykv77ijp9wpsve,1,64.6,42.5,2023-04-02T10:32:16.008Z,2023-04-02T10:32:18Z,4156690609,213,5.3,4156690605,141,28.5,4156690603,140,70.4,4156690601,56,Center,4156690607,212,11.3,,,,,,,,,,90hq4z2yaqtm03zefavqmf46h,A. Bragonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307205,15,1,1,0,58,bcuj94typp0ykv77ijp9wpsve,0,75.1,27.7,2023-04-02T10:32:18.856Z,2023-04-02T10:32:22Z,4156690945,212,41.3,4156690949,1,,4156690947,213,1.3,4156690941,140,85.0,4156690943,141,86.5,4156690939,56,Left,4156690935,2,,4156690937,155,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307201,9,49,1,1,1,7jaarwfaeewpo3vnfvhc2c665,1,12.6,18.2,2023-04-02T10:32:22.157Z,2023-04-02T10:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307235,10,1,1,1,3,7jaarwfaeewpo3vnfvhc2c665,0,12.1,15,2023-04-02T10:32:24.004Z,2023-04-02T10:32:25Z,4156691121,141,14.3,4156691187,286,,4156691181,236,,4156691125,213,6.1,4156691115,155,,4156691119,140,14.4,4156691183,233,16,4156691117,56,Back,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,4156691123,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307241,16,74,1,1,3,bcuj94typp0ykv77ijp9wpsve,1,86.6,90.3,2023-04-02T10:32:24.005Z,2023-04-02T10:40:03Z,4156691205,233,10,4156691137,285,,4156691135,56,Left,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307263,11,5,1,1,5,7jaarwfaeewpo3vnfvhc2c665,1,-1,13.2,2023-04-02T10:32:25.630Z,2023-04-02T10:32:26Z,4156691333,233,17,4156691287,346,,4156691283,56,Back,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307269,17,5,1,1,5,bcuj94typp0ykv77ijp9wpsve,0,101,86.8,2023-04-02T10:32:25.630Z,2023-04-02T10:33:16Z,4156691305,346,,4156691357,233,11,4156691303,56,Left,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307541,12,1,1,1,17,7jaarwfaeewpo3vnfvhc2c665,1,5.6,37.5,2023-04-02T10:32:37.941Z,2023-04-02T11:22:32Z,4156692723,56,Back,4156692727,141,46.6,4156692735,237,,4156692721,124,,4156692729,212,6.3,4156692725,140,4.7,4156692731,213,1.7,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307637,13,1,1,1,21,7jaarwfaeewpo3vnfvhc2c665,0,4.4,49.1,2023-04-02T10:32:41.525Z,2023-04-02T11:22:33Z,4156693199,213,0.0,4156693193,140,32.9,4156693195,141,50.1,4156693197,212,29.9,4156693191,56,Back,,,,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307677,18,1,1,1,28,bcuj94typp0ykv77ijp9wpsve,0,65.1,54.6,2023-04-02T10:32:48.679Z,2023-04-02T10:33:12Z,4156693407,56,Center,4156693421,212,20.0,4156693417,141,51.1,4156693425,213,6.2,4156693411,140,84.0,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307665,14,43,1,1,29,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2023-04-02T10:32:50.082Z,2023-04-02T11:23:02Z,4156693371,141,49.7,4156955751,144,1,4156693369,140,34.0,4156693367,56,Back,4156693375,213,0.0,4156693373,212,28.5,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307781,16,1,1,1,30,7jaarwfaeewpo3vnfvhc2c665,1,21.1,55.9,2023-04-02T10:32:50.501Z,2023-04-02T11:24:05Z,4156693969,212,17.7,4156693963,140,32.8,4156693965,141,37.1,4156693973,213,5.5,4156693961,56,Back,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307749,15,1,1,1,32,7jaarwfaeewpo3vnfvhc2c665,1,32.3,39,2023-04-02T10:32:52.419Z,2023-04-02T11:24:21Z,4156693775,56,Back,4156693779,141,43.3,4156693783,213,2.5,4156693777,140,28.3,4156693773,3,,4156693781,212,5.1,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527359263,416,1,1,1,33,7jaarwfaeewpo3vnfvhc2c665,1,27.3,49,2023-04-02T10:32:53.386Z,2023-04-02T11:24:46Z,4156965763,212,36.7,4156965759,140,46.9,4156965765,213,5.3,4156965755,155,,4156965767,1,,4156965761,141,4.4,4156965757,56,Back,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307817,17,1,1,1,40,7jaarwfaeewpo3vnfvhc2c665,0,58.9,8.2,2023-04-02T10:33:00.538Z,2023-04-02T10:33:01Z,4156694127,141,12.9,4156694123,56,Right,4156694125,140,60.9,4156694131,213,1.0,4156694129,212,3.8,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307813,19,8,1,1,40,bcuj94typp0ykv77ijp9wpsve,1,32.5,92.6,2023-04-02T10:33:00.999Z,2023-04-02T10:33:01Z,4156694117,56,Back,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307825,20,49,1,1,41,bcuj94typp0ykv77ijp9wpsve,1,33.3,92.7,2023-04-02T10:33:01.527Z,2023-04-02T10:33:01Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307945,21,1,1,1,43,bcuj94typp0ykv77ijp9wpsve,0,36.1,88.1,2023-04-02T10:33:03.991Z,2023-04-02T10:33:07Z,4156694725,141,55.8,4156694723,140,85.4,4156694731,1,,4156694729,213,5.9,4156694719,155,,4156694727,212,56.2,4156694721,56,Center,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527307951,18,49,1,1,47,7jaarwfaeewpo3vnfvhc2c665,1,15.4,44.3,2023-04-02T10:33:07.852Z,2023-04-02T10:33:08Z,,,,,,,,,,,,,,,,,,,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308029,19,1,1,1,49,7jaarwfaeewpo3vnfvhc2c665,1,15.6,43,2023-04-02T10:33:09.756Z,2023-04-02T10:33:12Z,4156695137,140,33.2,4156695131,56,Back,4156695141,141,53.6,4156695147,213,0.4,4156695145,212,19.8,,,,,,,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308065,20,1,1,1,51,7jaarwfaeewpo3vnfvhc2c665,1,33.2,53.6,2023-04-02T10:33:12.211Z,2023-04-02T10:33:15Z,4156695327,212,12.6,4156695321,56,Back,4156695329,213,2.9,4156695323,140,21.7,4156695325,141,58.8,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308145,21,1,1,1,54,7jaarwfaeewpo3vnfvhc2c665,1,22.6,58.4,2023-04-02T10:33:15.070Z,2023-04-02T10:33:21Z,4156695637,140,23.8,4156695639,141,43.0,4156695643,213,4.8,4156695635,56,Back,4156695641,212,10.5,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308167,22,1,1,2,1,7jaarwfaeewpo3vnfvhc2c665,1,31.4,38.9,2023-04-02T10:33:21.757Z,2023-04-02T10:33:23Z,4156695733,141,35.7,4156695735,212,14.8,4156695731,140,45.3,4156695737,213,6.1,4156695729,56,Back,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308191,23,1,1,2,3,7jaarwfaeewpo3vnfvhc2c665,1,44.7,33.1,2023-04-02T10:33:23.564Z,2023-04-02T10:33:25Z,4156695901,140,55.5,4156695899,56,Right,4156695907,213,5.3,4156695905,212,21.7,4156695903,141,5.9,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308217,24,1,1,2,4,7jaarwfaeewpo3vnfvhc2c665,0,55.5,5.9,2023-04-02T10:33:25.229Z,2023-04-02T10:33:27Z,4156696055,56,Right,4156696063,213,0.2,4156696059,141,9.7,4156696057,140,66.0,4156696061,212,11.3,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308257,22,49,1,2,7,bcuj94typp0ykv77ijp9wpsve,1,37.3,91.1,2023-04-02T10:33:28.239Z,2023-04-02T10:39:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308275,23,1,1,2,8,bcuj94typp0ykv77ijp9wpsve,0,37.3,91.1,2023-04-02T10:33:28.514Z,2023-04-02T10:39:46Z,4156696331,56,Back,4156696337,212,12.6,4156696335,141,100.0,4156696333,140,47.2,4156696339,213,0.6,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308279,24,5,1,2,8,bcuj94typp0ykv77ijp9wpsve,0,45,101.8,2023-04-02T10:33:29.181Z,2023-04-02T10:37:55Z,4156696349,56,Back,4156696753,233,25,4156696351,347,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308343,25,5,1,2,8,7jaarwfaeewpo3vnfvhc2c665,1,55,-1.8,2023-04-02T10:33:29.181Z,2023-04-02T10:33:35Z,4156696723,233,24,4156696659,347,,4156696657,56,Right,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308443,26,1,1,2,17,7jaarwfaeewpo3vnfvhc2c665,1,63.1,0,2023-04-02T10:33:37.989Z,2023-04-02T10:33:43Z,4156697229,141,5.5,4156697231,212,16.6,4156697225,56,Back,4156697227,140,48.0,4156697223,107,,4156697233,213,2.8,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308465,27,1,1,2,23,7jaarwfaeewpo3vnfvhc2c665,1,46.8,8.3,2023-04-02T10:33:43.693Z,2023-04-02T10:33:45Z,4156697313,56,Back,4156697321,213,1.7,4156697315,140,44.2,4156697319,212,15.5,4156697317,141,30.7,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308489,28,1,1,2,24,7jaarwfaeewpo3vnfvhc2c665,1,44.6,32.4,2023-04-02T10:33:44.981Z,2023-04-02T10:33:46Z,4156697449,212,13.9,4156697445,140,57.8,4156697447,141,33.6,4156697451,213,0.1,4156697443,56,Center,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308537,29,1,1,2,25,7jaarwfaeewpo3vnfvhc2c665,1,57.8,33.6,2023-04-02T10:33:46.190Z,2023-04-02T10:33:49Z,4156697753,212,20.3,4156697755,213,5.1,4156697749,140,64.4,4156697745,155,,4156697747,56,Right,4156697751,141,5.5,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308543,30,3,1,2,29,7jaarwfaeewpo3vnfvhc2c665,0,64.4,7.9,2023-04-02T10:33:49.443Z,2023-04-02T10:33:50Z,4156697773,286,,4156697785,211,,4156697771,56,Right,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308541,25,49,1,2,29,bcuj94typp0ykv77ijp9wpsve,1,33.5,84.5,2023-04-02T10:33:49.639Z,2023-04-02T10:33:49Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308567,26,1,1,2,29,bcuj94typp0ykv77ijp9wpsve,1,33,84.5,2023-04-02T10:33:50.012Z,2023-04-02T10:33:51Z,4156697911,212,8.5,4156697913,213,0.8,4156697907,140,38.7,4156697909,141,93.3,4156697905,56,Back,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308603,27,1,1,2,31,bcuj94typp0ykv77ijp9wpsve,1,38.7,93.3,2023-04-02T10:33:51.543Z,2023-04-02T10:33:54Z,4156698105,140,31.2,4156698109,212,10.1,4156698107,141,83.9,4156698111,213,3.8,4156698103,56,Back,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527308689,28,1,1,2,34,bcuj94typp0ykv77ijp9wpsve,1,32.5,83.9,2023-04-02T10:33:54.679Z,2023-04-02T10:33:59Z,4156698579,155,,4156698591,1,,4156698583,140,45.8,4156698581,56,Back,4156698587,212,39.2,4156698589,213,5.1,4156698585,141,30.1,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
