id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value
2506902473,9,61,1,0,18,agjf3593kdfob1fl43rlt2b6c,0,93,74.8,2023-02-12T11:33:26.165Z,2023-02-12T11:33:26Z,4027902059,56,Center,,,,,,,,,,,,,,,,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902499,3,5,1,0,19,7pm0maqtof5rdc3ksumasw55g,1,-1.2,25.9,2023-02-12T11:33:27.351Z,2023-02-12T12:29:30Z,4027902179,56,Back,4027902189,233,10,4027902181,346,,,,,,,,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902483,10,5,1,0,19,agjf3593kdfob1fl43rlt2b6c,0,101.2,74.1,2023-02-12T11:33:27.351Z,2023-02-12T11:33:29Z,4027902105,346,,4027902103,56,Center,4027902215,233,3,,,,,,,,,,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902657,4,1,1,0,36,7pm0maqtof5rdc3ksumasw55g,1,5.1,42.8,2023-02-12T11:33:43.932Z,2023-02-12T11:33:50Z,4027902967,140,6.1,4027902977,237,,4027902963,124,,4027902973,213,4.8,4027902969,141,30.9,4027902965,56,Back,4027902971,212,8.2,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902659,5,1,1,0,43,7pm0maqtof5rdc3ksumasw55g,0,19.3,33.1,2023-02-12T11:33:50.398Z,2023-02-12T11:33:51Z,4027902991,56,Back,4027902999,213,5.9,4027902995,141,15.9,4027902989,157,,4027902993,140,48.0,4027902997,212,32.3,4027903001,1,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902681,11,1,1,0,44,agjf3593kdfob1fl43rlt2b6c,0,56.4,81.8,2023-02-12T11:33:52.246Z,2023-02-12T12:22:22Z,4027903083,141,100.0,4027903087,213,1.3,4027903077,3,,4027903081,140,59.5,4027903079,56,Left,4027903085,212,13.3,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902751,6,5,1,0,45,7pm0maqtof5rdc3ksumasw55g,1,44,-1.4,2023-02-12T11:33:52.774Z,2023-02-12T11:34:04Z,4027903425,56,Back,4027903427,347,,4027903447,233,12,,,,,,,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902687,12,5,1,0,45,agjf3593kdfob1fl43rlt2b6c,0,56,101.4,2023-02-12T11:33:52.774Z,2023-02-12T12:29:30Z,4027903109,347,,4027903107,56,Left,4027903463,233,6,,,,,,,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902813,7,1,1,0,57,7pm0maqtof5rdc3ksumasw55g,1,44.3,0,2023-02-12T11:34:04.517Z,2023-02-12T11:34:11Z,4027903705,107,,4027903715,213,0.3,4027903711,141,8.2,4027903717,1,,4027903713,212,22.6,4027903707,56,Right,4027903709,140,64.8,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902905,10,61,1,1,0,7pm0maqtof5rdc3ksumasw55g,0,53.2,4.6,2023-02-12T11:34:07.413Z,2023-02-12T11:34:22Z,4027904149,56,Right,,,,,,,,,,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902791,13,3,1,1,1,agjf3593kdfob1fl43rlt2b6c,0,54.3,94.4,2023-02-12T11:34:09.094Z,2023-02-12T11:34:19Z,4027903597,56,Left,4027904245,233,8,4027903599,286,,,,,,,,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902829,8,7,1,1,1,7pm0maqtof5rdc3ksumasw55g,1,45.7,5.6,2023-02-12T11:34:09.095Z,2023-02-12T11:34:19Z,4027903803,285,,4027903799,167,,4027903843,233,13,4027903801,56,Back,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902853,9,5,1,1,4,7pm0maqtof5rdc3ksumasw55g,0,46.3,-1,2023-02-12T11:34:11.478Z,2023-02-12T12:29:30Z,4027904237,233,14,4027903907,347,,4027903905,56,Back,,,,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902909,14,5,1,1,4,agjf3593kdfob1fl43rlt2b6c,1,53.7,101,2023-02-12T11:34:11.478Z,2023-02-12T11:34:19Z,4027904225,233,9,4027904163,347,,4027904161,56,Left,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902979,15,1,1,1,14,agjf3593kdfob1fl43rlt2b6c,1,54.1,100,2023-02-12T11:34:22.025Z,2023-02-12T12:22:44Z,4027904465,213,5.9,4027904457,56,Left,4027904461,141,93.5,4027904459,140,65.2,4027904455,107,,4027904463,212,12.7,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506902991,16,1,1,1,17,agjf3593kdfob1fl43rlt2b6c,0,65.2,93.5,2023-02-12T11:34:24.535Z,2023-02-12T11:34:25Z,4027904521,56,Left,4027904529,213,6.2,4027904525,141,93.0,4027904519,168,,4027904527,212,9.9,4027904523,140,74.6,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903037,11,1,1,1,20,7pm0maqtof5rdc3ksumasw55g,1,25.7,3.2,2023-02-12T11:34:27.638Z,2023-02-12T11:34:30Z,4027904759,1,,4027904753,141,6.7,4027904757,213,0.1,4027904751,140,46.5,4027904747,157,,4027904749,56,Back,4027904755,212,22.0,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903065,12,43,1,1,22,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-02-12T11:34:30.266Z,2023-02-12T11:34:34Z,4027904859,285,0,4027904993,144,44,4027904857,56,Back,,,,,,,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903075,13,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,0,45.6,10.1,2023-02-12T11:34:30.889Z,2023-02-12T13:29:47Z,4027904911,56,Right,4027904915,141,13.5,4027904909,168,,4027904919,213,0.1,4027904907,3,,4027904917,212,25.8,4027904913,140,70.1,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903067,17,12,1,1,24,agjf3593kdfob1fl43rlt2b6c,1,39.3,88.1,2023-02-12T11:34:31.431Z,2023-02-12T11:34:39Z,4027904867,141,100.0,4027904863,56,Back,4027904865,140,44.2,4027904927,167,,4027904869,212,10.5,4027904871,213,1.1,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903173,14,5,1,1,24,7pm0maqtof5rdc3ksumasw55g,1,53.6,-1.6,2023-02-12T11:34:32.169Z,2023-02-12T12:29:31Z,4027905357,347,,4027905355,56,Right,4027905393,233,18,,,,,,,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903069,18,5,1,1,24,agjf3593kdfob1fl43rlt2b6c,0,46.4,101.6,2023-02-12T11:34:32.169Z,2023-02-12T11:34:41Z,4027904879,347,,4027905397,233,14,4027904877,56,Back,,,,,,,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903249,15,1,1,1,33,7pm0maqtof5rdc3ksumasw55g,1,51.5,0,2023-02-12T11:34:41.212Z,2023-02-12T11:34:50Z,4027905753,1,,4027905741,107,,4027905745,140,72.3,4027905749,212,22.1,4027905747,141,3.5,4027905743,56,Right,4027905751,213,0.2,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903289,16,1,1,1,43,7pm0maqtof5rdc3ksumasw55g,1,85.6,5.5,2023-02-12T11:34:50.840Z,2023-02-12T11:34:55Z,4027905901,141,21.8,4027905899,140,71.9,4027905905,213,2.5,4027905897,56,Center,4027905903,212,18.2,,,,,,,,,,5nljieat47whdahci7pz82tjo,M. Corbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903311,17,1,1,1,47,7pm0maqtof5rdc3ksumasw55g,1,71.7,21.8,2023-02-12T11:34:55.222Z,2023-02-12T11:34:58Z,4027906013,141,10.3,4027906015,212,16.1,4027906019,213,3.6,4027906011,140,58.3,4027906009,56,Right,,,,,,,,,,4qzbgxsev4wibbvo4osmwb4r9,N. Farrelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903349,18,1,1,1,50,7pm0maqtof5rdc3ksumasw55g,1,56.7,8,2023-02-12T11:34:58.184Z,2023-02-12T11:35:01Z,4027906201,140,60.9,4027906205,212,11.5,4027906207,213,1.2,4027906199,56,Center,4027906203,141,23.6,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903365,19,1,1,1,53,7pm0maqtof5rdc3ksumasw55g,1,60.9,24.6,2023-02-12T11:35:01.282Z,2023-02-12T11:35:03Z,4027906271,140,52.6,4027906275,212,41.4,4027906279,1,,4027906269,56,Left,4027906273,141,84.1,4027906277,213,1.8,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903375,20,1,1,1,56,7pm0maqtof5rdc3ksumasw55g,0,52.7,83.9,2023-02-12T11:35:03.523Z,2023-02-12T11:35:04Z,4027906321,155,,4027906329,212,30.7,4027906331,213,5.6,4027906325,140,74.9,4027906327,141,54.5,4027906323,56,Center,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903383,19,1,1,1,57,agjf3593kdfob1fl43rlt2b6c,0,24.8,39.2,2023-02-12T11:35:04.632Z,2023-02-12T11:35:05Z,4027906383,1,,4027906371,157,,4027906375,140,43.0,4027906379,212,19.3,4027906377,141,43.1,4027906373,56,Back,4027906381,213,0.1,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903401,20,1,1,1,58,agjf3593kdfob1fl43rlt2b6c,0,29.9,36.4,2023-02-12T11:35:06.248Z,2023-02-12T11:35:07Z,4027906495,140,30.0,4027906497,141,23.3,4027906493,56,Back,4027906491,3,,4027906501,213,4.7,4027906499,212,8.9,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903409,21,1,1,1,59,7pm0maqtof5rdc3ksumasw55g,0,57.7,51,2023-02-12T11:35:07.150Z,2023-02-12T11:35:08Z,4027906525,56,Center,4027906531,212,20.5,4027906523,3,,4027906527,140,76.9,4027906533,213,0.2,4027906529,141,56.4,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903465,22,1,1,2,3,7pm0maqtof5rdc3ksumasw55g,1,71.9,88,2023-02-12T11:35:10.635Z,2023-02-12T11:35:15Z,4027906821,212,9.8,4027906815,56,Left,4027906819,141,79.7,4027906823,213,3.8,4027906817,140,64.3,,,,,,,,,,bli75mkfku2no79sep0n21v8q,N. Arcangeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903491,23,1,1,2,7,7pm0maqtof5rdc3ksumasw55g,1,64.2,79.6,2023-02-12T11:35:15.317Z,2023-02-12T11:35:17Z,4027906939,56,Left,4027906941,140,83.4,4027906943,141,85.0,4027906947,213,0.2,4027906945,212,20.5,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903493,24,61,1,2,10,7pm0maqtof5rdc3ksumasw55g,0,84.2,85.3,2023-02-12T11:35:17.828Z,2023-02-12T11:35:18Z,4027906953,56,Left,,,,,,,,,,,,,,,,,,,,,,bli75mkfku2no79sep0n21v8q,N. Arcangeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903497,21,49,1,2,10,agjf3593kdfob1fl43rlt2b6c,1,29.6,34.9,2023-02-12T11:35:18.281Z,2023-02-12T12:23:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903539,22,1,1,2,11,agjf3593kdfob1fl43rlt2b6c,1,12.5,30.6,2023-02-12T11:35:19.176Z,2023-02-12T12:23:26Z,4027907153,213,5.0,4027907149,141,3.8,4027907145,56,Back,4027907147,140,17.5,4027907151,212,19.0,,,,,,,,,,3d41rsjci700mhl9rxdtuicmi,C. Prugna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903559,23,1,1,2,16,agjf3593kdfob1fl43rlt2b6c,1,17.5,3.8,2023-02-12T11:35:23.672Z,2023-02-12T12:23:33Z,4027907257,56,Back,4027907265,213,0.1,4027907259,140,35.3,4027907261,141,5.3,4027907263,212,18.7,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903585,24,1,1,2,18,agjf3593kdfob1fl43rlt2b6c,1,35.3,5.3,2023-02-12T11:35:25.976Z,2023-02-12T11:35:29Z,4027907411,213,2.5,4027907409,212,18.9,4027907407,141,20.9,4027907403,56,Back,4027907405,140,20.4,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903591,25,1,1,2,20,agjf3593kdfob1fl43rlt2b6c,0,20.3,14.7,2023-02-12T11:35:27.937Z,2023-02-12T13:29:34Z,4027907433,157,,4027907437,140,29.3,4027907445,1,,4027907435,56,Back,4027907443,213,5.4,4027907441,212,14.8,4027907439,141,0.0,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903575,25,1,1,2,20,7pm0maqtof5rdc3ksumasw55g,0,56.1,96.2,2023-02-12T11:35:27.974Z,2023-02-12T13:29:41Z,4027907349,56,Left,4027907355,212,15.4,4027907347,3,,4027907351,140,68.2,4027907353,141,83.5,4027907357,213,5.7,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903597,26,5,1,2,21,agjf3593kdfob1fl43rlt2b6c,0,31.2,-2,2023-02-12T11:35:28.627Z,2023-02-12T12:29:31Z,4027907693,233,26,4027907475,56,Back,4027907477,347,,,,,,,,,,,,,,,,,23l4wxjftfctry8qgxh71zhm1,E. Oliviero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903645,26,5,1,2,21,7pm0maqtof5rdc3ksumasw55g,1,68.8,102,2023-02-12T11:35:28.627Z,2023-02-12T11:35:37Z,4027907687,347,,4027907685,56,Left,4027907689,233,26,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903647,27,1,1,2,29,7pm0maqtof5rdc3ksumasw55g,0,66.8,100,2023-02-12T11:35:36.861Z,2023-02-12T11:35:37Z,4027907711,213,5.3,4027907705,140,70.4,4027907709,212,7.0,4027907699,107,,4027907703,56,Left,4027907707,141,93.2,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903651,27,49,1,2,30,agjf3593kdfob1fl43rlt2b6c,1,25.7,10.6,2023-02-12T11:35:38.170Z,2023-02-12T11:35:38Z,,,,,,,,,,,,,,,,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903659,28,1,1,2,30,agjf3593kdfob1fl43rlt2b6c,1,25.7,10.6,2023-02-12T11:35:38.281Z,2023-02-12T11:35:39Z,4027907759,56,Back,4027907761,140,40.9,4027907765,212,19.4,4027907763,141,26.7,4027907767,213,0.6,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903665,29,1,1,2,31,agjf3593kdfob1fl43rlt2b6c,1,40.9,26.7,2023-02-12T11:35:39.192Z,2023-02-12T11:35:40Z,4027907803,213,4.6,4027907799,141,6.1,4027907801,212,14.2,4027907795,56,Back,4027907797,140,38.8,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903677,30,1,1,2,32,agjf3593kdfob1fl43rlt2b6c,0,38.8,6.1,2023-02-12T11:35:40.345Z,2023-02-12T11:35:41Z,4027907855,213,0.5,4027907849,140,66.4,4027907847,56,Center,4027907851,141,29.2,4027907853,212,33.0,4027907857,1,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506903707,28,1,1,2,37,7pm0maqtof5rdc3ksumasw55g,1,47.2,76.4,2023-02-12T11:35:44.749Z,2023-02-12T11:35:58Z,4027908001,213,3.0,4027907997,141,78.8,4027907993,56,Back,4027907999,212,17.8,4027907995,140,30.3,4027907991,157,,4027908003,1,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
