id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,assist,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2464133355,4,4,1,0,18,bcuj94typp0ykv77ijp9wpsve,1,53.9,49.1,2022-09-25T10:34:25.603Z,2022-09-25T10:34:34Z,3802155235,233,8,3802155205,56,Center,3802155209,265,,3802155207,152,,3802155211,286,,3802155203,13,,,,,,,,68vj95m8a7vmurirk0hr8lboq,A. Corelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133343,8,4,1,0,18,8gw3pgcd0doivaul55q8na9lg,0,46.1,50.9,2022-09-25T10:34:25.604Z,2022-09-25T10:34:34Z,3802155143,285,,3802155245,233,4,3802155139,152,,3802155135,13,,3802155137,56,Back,3802155141,265,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133521,5,1,1,0,35,bcuj94typp0ykv77ijp9wpsve,0,54.6,43.6,2022-09-25T10:34:42.839Z,2022-09-25T10:34:50Z,3802155927,152,,3802155939,1,,3802155933,141,12.8,3802155935,212,38.5,3802155923,5,,3802155931,140,85.4,3802155925,155,,3802155937,213,5.7,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,3802155929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133531,9,8,1,0,43,8gw3pgcd0doivaul55q8na9lg,1,20.5,88.4,2022-09-25T10:34:50.755Z,2022-09-25T10:34:57Z,3802155961,56,Back,,,,,,,,,,,,,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133579,6,5,1,0,44,bcuj94typp0ykv77ijp9wpsve,1,91.6,-1.4,2022-09-25T10:34:51.695Z,2022-09-25T11:04:40Z,3802156177,233,10,3802156165,56,Right,3802156167,347,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133543,10,5,1,0,44,8gw3pgcd0doivaul55q8na9lg,0,8.4,101.4,2022-09-25T10:34:51.695Z,2022-09-25T11:05:13Z,3802156203,233,6,3802156009,347,,3802156007,56,Back,,,,,,,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133631,7,1,1,0,51,bcuj94typp0ykv77ijp9wpsve,1,94.2,0,2022-09-25T10:34:58.679Z,2022-09-25T10:35:05Z,3802156393,140,94.0,3802156391,56,Center,3802156397,212,16.3,3802156389,107,,3802156399,213,1.6,3802156395,141,22.7,,,,,,,dejb47luo9o523wl9fm9yncgl,D. Novellino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133665,8,1,1,0,57,bcuj94typp0ykv77ijp9wpsve,1,90.9,22.4,2022-09-25T10:35:05.159Z,2022-09-25T10:35:27Z,3802157097,210,13,3802156561,213,2.4,3802156553,56,Center,3802156557,141,33.0,3802156559,212,10.9,3802156555,140,83.1,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133673,9,13,1,1,1,bcuj94typp0ykv77ijp9wpsve,1,83.1,33.6,2022-09-25T10:35:08.774Z,2022-09-25T10:35:27Z,3802157115,103,5.6,3802156585,63,,3802157105,73,,3802157113,102,60.3,3802156583,22,,3802157109,55,8,3802157121,231,48.4,3802157119,230,97.6,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,3802157117,215,,,3802156587,56,Center,3802157107,29,3802156735,20,,,,,,,,,,,,,,,,,,,,,
2464133679,10,5,1,1,1,bcuj94typp0ykv77ijp9wpsve,0,101,58.3,2022-09-25T10:35:09.429Z,2022-09-25T11:05:13Z,3802156621,346,,3802156619,56,Center,3802156643,233,11,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133661,11,5,1,1,1,8gw3pgcd0doivaul55q8na9lg,1,-1,41.7,2022-09-25T10:35:09.429Z,2022-09-25T10:35:11Z,3802156535,346,,3802156533,56,Back,3802156639,233,10,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133751,12,1,1,1,14,8gw3pgcd0doivaul55q8na9lg,1,4.5,50,2022-09-25T10:35:22.260Z,2022-09-25T10:35:25Z,3802157031,140,10.0,3802157041,237,,3802157037,213,1.3,3802157029,56,Back,3802157027,124,,3802157035,212,20.3,3802157033,141,78.6,,,,69ewfo1qoyc0xhk227754o9h,M. Korenčiová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133767,13,1,1,1,17,8gw3pgcd0doivaul55q8na9lg,1,10.5,80.3,2022-09-25T10:35:25.139Z,2022-09-25T10:35:27Z,3802157125,140,17.0,3802157131,213,0.8,3802157123,56,Back,3802157129,212,10.0,3802157127,141,91.1,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133867,12,4,1,1,19,bcuj94typp0ykv77ijp9wpsve,1,43.2,7.2,2022-09-25T10:35:27.395Z,2022-09-25T11:14:25Z,3802235481,233,14,3802164085,56,Back,3802164089,286,,3802164087,152,,3802164081,13,,3802164083,295,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133779,14,4,1,1,19,8gw3pgcd0doivaul55q8na9lg,0,56.8,92.8,2022-09-25T10:35:27.396Z,2022-09-25T11:14:26Z,3802235191,13,,3802235415,285,,3802235195,152,,3802235193,295,,3802235485,233,12,3802157183,56,Left,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133865,11,43,1,1,26,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-09-25T10:35:33.878Z,2022-09-25T10:35:52Z,3802157631,56,Back,3802157801,144,5,3802157633,347,0,3802157639,233,15,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133825,15,43,1,1,28,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-25T10:35:35.715Z,2022-09-25T10:35:55Z,3802157903,144,5,3802157435,347,0,3802157433,56,Left,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133953,13,1,1,1,47,bcuj94typp0ykv77ijp9wpsve,1,45,3.7,2022-09-25T10:35:55.270Z,2022-09-25T10:35:59Z,3802158043,212,40.4,3802158033,155,,3802158039,140,79.8,3802158045,213,0.4,3802158035,241,,3802158047,1,,3802158031,5,,3802158041,141,28.9,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,3802158037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133973,14,1,1,1,51,bcuj94typp0ykv77ijp9wpsve,1,79.8,28.9,2022-09-25T10:35:59.238Z,2022-09-25T10:36:02Z,3802158151,3,,3802158163,141,7.1,3802158171,213,4.3,3802158159,140,73.1,3802158167,212,16.4,3802158155,56,Right,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133977,15,1,1,1,54,bcuj94typp0ykv77ijp9wpsve,0,72.1,6.7,2022-09-25T10:36:01.926Z,2022-09-25T10:36:04Z,3802158189,2,,3802158199,212,15.2,3802158193,56,Center,3802158195,140,77.6,3802158191,155,,3802158197,141,27.4,3802158201,213,1.2,,,,dejb47luo9o523wl9fm9yncgl,D. Novellino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464133985,16,8,1,1,56,8gw3pgcd0doivaul55q8na9lg,1,30.4,68,2022-09-25T10:36:03.812Z,2022-09-25T10:36:03Z,3802158227,56,Back,,,,,,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134007,16,1,1,1,58,bcuj94typp0ykv77ijp9wpsve,0,71.5,67.9,2022-09-25T10:36:06.412Z,2022-09-25T10:36:09Z,3802158357,56,Center,3802158365,213,5.6,3802158363,212,2.1,3802158361,141,66.0,3802158359,140,73.1,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134013,17,1,1,2,0,8gw3pgcd0doivaul55q8na9lg,0,27.1,33.4,2022-09-25T10:36:07.914Z,2022-09-25T10:36:08Z,3802158385,56,Back,3802158393,213,5.6,3802158389,141,29.2,3802158387,140,30.3,3802158391,212,4.4,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134031,18,49,1,2,2,8gw3pgcd0doivaul55q8na9lg,1,23,30.1,2022-09-25T10:36:09.684Z,2022-09-25T10:36:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134061,19,1,1,2,2,8gw3pgcd0doivaul55q8na9lg,1,22.6,28.3,2022-09-25T10:36:10.068Z,2022-09-25T10:36:14Z,3802158553,140,35.4,3802158551,56,Back,3802158557,212,21.0,3802158559,213,5.4,3802158555,141,4.6,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134071,20,1,1,2,5,8gw3pgcd0doivaul55q8na9lg,0,28.8,3.1,2022-09-25T10:36:13.253Z,2022-09-25T10:36:44Z,3802159569,233,17,3802159545,212,3.0,3802159541,140,31.6,3802159567,236,,3802158585,56,Back,3802159547,213,0.1,3802159543,141,3.6,3802159573,286,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134065,17,74,1,2,5,bcuj94typp0ykv77ijp9wpsve,1,68.2,95.8,2022-09-25T10:36:13.254Z,2022-09-25T10:36:44Z,3802159431,285,,3802159579,233,20,3802158581,56,Left,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134069,18,49,1,2,6,bcuj94typp0ykv77ijp9wpsve,1,72.4,90.9,2022-09-25T10:36:14.134Z,2022-09-25T10:36:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134081,19,4,1,2,8,bcuj94typp0ykv77ijp9wpsve,1,74.7,90.3,2022-09-25T10:36:16.133Z,2022-09-25T10:36:18Z,3802158719,233,21,3802158637,56,Left,3802158641,265,,3802158643,286,,3802158639,152,,3802158635,13,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134097,21,4,1,2,8,8gw3pgcd0doivaul55q8na9lg,0,25.3,9.7,2022-09-25T10:36:16.134Z,2022-09-25T10:36:19Z,3802158701,13,,3802158707,265,,3802158709,285,,3802158705,152,,3802158735,233,19,3802158703,56,Back,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134307,20,1,1,2,38,bcuj94typp0ykv77ijp9wpsve,0,70.3,93.2,2022-09-25T10:36:46.453Z,2022-09-25T10:36:48Z,3802159683,155,,3802159693,212,26.1,3802159679,2,,3802159695,213,5.4,3802159685,152,,3802159689,140,85.6,3802159687,56,Center,3802159691,141,62.9,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,3802159681,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134327,22,43,1,2,41,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-25T10:36:49.379Z,2022-09-25T10:36:55Z,3802160063,144,8,3802159759,56,Back,,,,,,,,,,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134373,23,12,1,2,43,8gw3pgcd0doivaul55q8na9lg,1,13.4,24.7,2022-09-25T10:36:51.188Z,2022-09-25T11:23:37Z,3802159997,140,43.8,3802160001,212,32.6,3802159995,56,Back,3802159999,141,34.7,3802160003,213,0.2,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134359,21,15,1,2,44,bcuj94typp0ykv77ijp9wpsve,1,72.4,60.2,2022-09-25T10:36:51.894Z,2022-09-25T10:37:17Z,3802160875,328,,3802160665,233,24,3802160883,230,97.7,3802160645,72,,3802160865,78,,3802159907,18,,3802159909,56,Center,3802160881,147,54.0,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,3802160867,102,49.5,,3802160879,146,88.5,3802160877,458,3802160641,24,3802160869,103,19,3802160873,215,3802160651,82,3802160885,231,50.9,,,,,,,,,,,
2464134377,24,10,1,2,44,8gw3pgcd0doivaul55q8na9lg,1,15.6,42.4,2022-09-25T10:36:51.994Z,2022-09-25T10:37:10Z,3802160011,56,Back,3802160677,233,21,3802160009,94,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134403,22,1,1,2,46,bcuj94typp0ykv77ijp9wpsve,1,68.5,62,2022-09-25T10:36:53.765Z,2022-09-25T10:36:56Z,3802160111,140,80.9,3802160117,213,0.8,3802160115,212,18.8,3802160113,141,82.0,3802160109,56,Left,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134417,23,1,1,2,49,bcuj94typp0ykv77ijp9wpsve,0,80.9,82,2022-09-25T10:36:56.502Z,2022-09-25T10:36:57Z,3802160171,56,Center,3802160181,212,3.8,3802160179,141,76.9,3802160183,213,5.1,3802160175,140,82.4,,,,,,,,,,68vj95m8a7vmurirk0hr8lboq,A. Corelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134447,24,61,1,2,52,bcuj94typp0ykv77ijp9wpsve,1,76.4,81.4,2022-09-25T10:37:00.356Z,2022-09-25T10:37:00Z,3802160323,56,Left,,,,,,,,,,,,,,,,,,,,,,68vj95m8a7vmurirk0hr8lboq,A. Corelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134451,25,61,1,2,53,8gw3pgcd0doivaul55q8na9lg,1,16.4,5.5,2022-09-25T10:37:00.803Z,2022-09-25T10:37:00Z,3802160339,56,Back,,,,,,,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134457,25,49,1,2,54,bcuj94typp0ykv77ijp9wpsve,1,83.1,88.7,2022-09-25T10:37:01.942Z,2022-09-25T10:37:02Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134473,26,1,1,2,55,8gw3pgcd0doivaul55q8na9lg,0,21.9,13.3,2022-09-25T10:37:03.363Z,2022-09-25T10:37:03Z,3802160417,141,11.2,3802160415,140,21.3,3802160413,56,Back,3802160421,213,4.3,3802160419,212,1.6,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134487,26,3,1,2,56,bcuj94typp0ykv77ijp9wpsve,0,89.3,92.5,2022-09-25T10:37:04.277Z,2022-09-25T10:37:08Z,3802160479,56,Left,3802160481,286,,3802160607,233,27,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134511,27,7,1,2,56,8gw3pgcd0doivaul55q8na9lg,1,10.7,7.5,2022-09-25T10:37:04.278Z,2022-09-25T10:37:14Z,3802160593,285,,3802160599,233,26,3802160591,56,Back,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134501,27,6,1,2,59,bcuj94typp0ykv77ijp9wpsve,1,93.8,91.8,2022-09-25T10:37:06.501Z,2022-09-25T10:37:12Z,3802160549,56,Left,3802160551,73,,3802160707,233,28,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134533,28,6,1,2,59,8gw3pgcd0doivaul55q8na9lg,0,6.2,8.2,2022-09-25T10:37:06.501Z,2022-09-25T11:05:04Z,3802160697,73,,3802160711,233,27,3802160689,56,Back,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134701,28,1,1,3,22,bcuj94typp0ykv77ijp9wpsve,1,99.5,99.5,2022-09-25T10:37:29.557Z,2022-09-25T11:03:13Z,3802161593,154,,3802161355,2,,3802161365,140,88.2,3802161591,210,15,3802161359,155,,3802161373,1,,3802161363,56,Center,3802161357,6,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,3802161367,141,41.9,1,3802161361,223,,3802161371,213,3802161369,212,,,,,,,,,,,4.4,40.9,,,,,,,,,
2464134707,29,44,1,3,24,bcuj94typp0ykv77ijp9wpsve,1,88.4,46.1,2022-09-25T10:37:32.354Z,2022-09-25T10:37:34Z,3802161407,56,Center,3802161409,286,,3802161433,233,29,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464134699,29,44,1,3,24,8gw3pgcd0doivaul55q8na9lg,0,11.6,53.9,2022-09-25T10:37:32.355Z,2022-09-25T10:37:34Z,3802161353,285,,3802161437,233,29,3802161351,56,Back,,,,,,,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
