id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521043451,9,1,1,0,13,bop6aslxmwvzsapdxsw3xbvfg,1,33,12.6,2023-03-17T18:00:56.371Z,2023-03-17T18:02:32Z,4102705141,212,18.6,4102705137,140,49.9,4102705139,141,4.2,4102705143,213,6.0,4102705135,56,Back,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043477,10,1,1,0,16,bop6aslxmwvzsapdxsw3xbvfg,0,53.4,4.6,2023-03-17T18:00:59.019Z,2023-03-17T18:01:02Z,4102703775,56,Right,4102703777,140,75.3,4102703779,141,6.7,4102703783,213,0.1,4102703781,212,23.0,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043497,3,12,1,0,21,cd1ottifbgcfrn6pdrdpwt7z0,1,20.1,91.5,2023-03-17T18:01:03.753Z,2023-03-17T18:11:24Z,4102736541,140,24.5,4102736545,212,8.3,4102703881,56,Back,4102703879,167,,4102736547,213,1.0,4102736543,141,100.0,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043499,4,5,1,0,22,cd1ottifbgcfrn6pdrdpwt7z0,0,18.8,100.8,2023-03-17T18:01:04.970Z,2023-03-17T18:01:12Z,4102704083,233,11,4102703887,347,,4102703885,56,Back,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043527,11,5,1,0,22,bop6aslxmwvzsapdxsw3xbvfg,1,81.2,-0.8,2023-03-17T18:01:04.970Z,2023-03-17T18:40:18Z,4102704047,347,,4102704045,56,Right,4102704053,233,4,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043539,12,1,1,0,28,bop6aslxmwvzsapdxsw3xbvfg,1,82.3,0,2023-03-17T18:01:11.347Z,2023-03-17T18:01:12Z,4102704123,212,11.0,4102704117,56,Right,4102704119,140,73.1,4102704125,213,2.7,4102704121,141,7.4,4102704115,107,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043575,13,1,1,0,30,bop6aslxmwvzsapdxsw3xbvfg,1,73.2,7.4,2023-03-17T18:01:12.619Z,2023-03-17T18:01:17Z,4102704291,212,21.4,4102704287,140,52.8,4102704285,56,Right,4102704293,213,3.1,4102704289,141,7.6,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043591,14,1,1,0,35,bop6aslxmwvzsapdxsw3xbvfg,1,46.1,14.1,2023-03-17T18:01:17.403Z,2023-03-17T18:01:19Z,4102704343,212,27.1,4102704337,56,Back,4102704339,140,44.9,4102704345,213,1.6,4102704341,141,53.9,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043613,15,1,1,0,36,bop6aslxmwvzsapdxsw3xbvfg,0,46.2,56.3,2023-03-17T18:01:18.955Z,2023-03-17T18:01:21Z,4102704433,141,91.5,4102704435,212,28.4,4102704437,213,1.0,4102704429,56,Left,4102704431,140,60.7,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043631,6,8,1,0,38,cd1ottifbgcfrn6pdrdpwt7z0,1,44.2,13.2,2023-03-17T18:01:20.568Z,2023-03-17T18:01:25Z,4102704505,56,Back,,,,,,,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043625,5,49,1,0,39,cd1ottifbgcfrn6pdrdpwt7z0,1,44.2,13.2,2023-03-17T18:01:21.782Z,2023-03-17T18:01:21Z,,,,,,,,,,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043741,7,1,1,0,43,cd1ottifbgcfrn6pdrdpwt7z0,0,44.2,13.2,2023-03-17T18:01:25.929Z,2023-03-17T19:01:06Z,4102704995,140,59.1,4102704997,141,23.7,4102704993,56,Center,4102704999,212,17.2,4102705001,213,0.4,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043753,8,43,1,0,49,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-03-17T18:01:31.703Z,2023-03-17T19:01:02Z,4102705071,56,Right,4102705075,141,0.0,4102912307,144,1,4102705077,212,17.0,4102705079,213,4.8,4102705073,140,60.9,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043837,17,8,1,0,49,bop6aslxmwvzsapdxsw3xbvfg,1,39.2,74.2,2023-03-17T18:01:32.373Z,2023-03-17T19:01:08Z,4102705521,56,Back,,,,,,,,,,,,,,,,,,,,,,cvy1q6gtx1gs9ddemdpcf8ded,I. Engen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043757,9,5,1,0,50,cd1ottifbgcfrn6pdrdpwt7z0,1,60.8,-1.2,2023-03-17T18:01:33.341Z,2023-03-17T18:01:48Z,4102705085,56,Right,4102705695,233,16,4102705087,347,,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043827,16,5,1,0,50,bop6aslxmwvzsapdxsw3xbvfg,0,39.2,101.2,2023-03-17T18:01:33.341Z,2023-03-17T18:40:18Z,4102705727,233,9,4102705481,56,Back,4102705483,347,,,,,,,,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043915,10,1,1,1,7,cd1ottifbgcfrn6pdrdpwt7z0,0,60.9,0,2023-03-17T18:01:50.023Z,2023-03-17T18:01:53Z,4102705885,107,,4102705895,213,0.1,4102705891,141,6.1,4102705889,140,100.0,4102705893,212,42.0,4102705887,56,Right,4102705897,1,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043917,11,5,1,1,11,cd1ottifbgcfrn6pdrdpwt7z0,0,100.5,8.2,2023-03-17T18:01:53.865Z,2023-03-17T18:01:57Z,4102705901,56,Right,4102706031,233,18,4102705903,346,,,,,,,,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043943,18,5,1,1,11,bop6aslxmwvzsapdxsw3xbvfg,1,-0.5,91.8,2023-03-17T18:01:53.865Z,2023-03-17T18:40:18Z,4102706009,346,,4102706007,56,Back,4102706027,233,11,,,,,,,,,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044069,19,1,1,1,27,bop6aslxmwvzsapdxsw3xbvfg,1,3.9,37.3,2023-03-17T18:02:09.812Z,2023-03-17T18:02:10Z,4102706597,140,4.3,4102706593,124,,4102706599,141,25.9,4102706601,212,7.8,4102706603,213,4.8,4102706595,56,Back,4102706607,237,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044071,20,1,1,1,28,bop6aslxmwvzsapdxsw3xbvfg,1,4.3,25.9,2023-03-17T18:02:10.436Z,2023-03-17T18:02:11Z,4102706617,212,11.0,4102706619,213,4.6,4102706613,140,3.6,4102706615,141,9.7,4102706611,56,Back,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044081,21,1,1,1,28,bop6aslxmwvzsapdxsw3xbvfg,1,3.6,9.7,2023-03-17T18:02:11.036Z,2023-03-17T18:02:12Z,4102706673,212,25.3,4102706669,140,27.7,4102706665,56,Back,4102706675,213,6.2,4102706671,141,7.9,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044083,22,43,1,1,30,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-03-17T18:02:12.628Z,2023-03-17T18:02:15Z,4102706837,144,61,4102706679,56,Back,,,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044099,23,4,1,1,31,bop6aslxmwvzsapdxsw3xbvfg,1,28.4,21.7,2023-03-17T18:02:13.829Z,2023-03-17T18:02:16Z,4102706737,152,,4102706735,56,Back,4102706867,233,12,4102706739,265,,4102706733,13,,4102706741,285,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044121,12,4,1,1,31,cd1ottifbgcfrn6pdrdpwt7z0,0,71.6,78.3,2023-03-17T18:02:13.830Z,2023-03-17T18:54:31Z,4102706845,56,Center,4102706851,286,,4102706875,233,23,4102706843,13,,4102706849,265,,4102706847,152,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044343,24,1,1,1,55,bop6aslxmwvzsapdxsw3xbvfg,1,23.1,24.6,2023-03-17T18:02:37.949Z,2023-03-17T18:02:44Z,4102708087,5,,4102708103,213,1.2,4102708099,141,85.3,4102708091,196,,4102708105,1,,4102708097,140,36.3,4102708089,155,,4102708093,152,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,4102708101,212,43.5,4102708095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044347,25,1,1,2,2,bop6aslxmwvzsapdxsw3xbvfg,1,36.3,85.3,2023-03-17T18:02:44.853Z,2023-03-17T19:00:00Z,4102708161,141,68.7,4102708165,213,4.5,4102708157,56,Back,4102708163,212,11.6,4102708159,140,33.9,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044361,26,1,1,2,3,bop6aslxmwvzsapdxsw3xbvfg,1,33.9,68.7,2023-03-17T18:02:45.862Z,2023-03-17T19:00:02Z,4102708241,213,4.4,4102708233,56,Back,4102708239,212,25.3,4102708237,141,33.9,4102708235,140,25.4,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044385,27,1,1,2,5,bop6aslxmwvzsapdxsw3xbvfg,1,25.4,33.9,2023-03-17T18:02:48.310Z,2023-03-17T18:02:49Z,4102708377,141,12.0,4102708375,140,29.4,4102708373,56,Back,4102708379,212,15.5,4102708381,213,5.0,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044403,28,1,1,2,6,bop6aslxmwvzsapdxsw3xbvfg,1,29.4,12,2023-03-17T18:02:49.182Z,2023-03-17T18:02:51Z,4102708471,56,Right,4102708475,141,6.1,4102708477,212,22.6,4102708473,140,50.6,4102708479,213,6.1,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044407,29,50,1,2,8,bop6aslxmwvzsapdxsw3xbvfg,1,52.8,8.2,2023-03-17T18:02:51.129Z,2023-03-17T18:02:52Z,4102708509,233,13,4102708485,56,Right,4102708487,286,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044409,13,7,1,2,8,cd1ottifbgcfrn6pdrdpwt7z0,1,47.2,91.8,2023-03-17T18:02:51.130Z,2023-03-17T18:02:52Z,4102708493,285,,4102708505,233,29,4102708491,56,Back,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044413,14,49,1,2,9,cd1ottifbgcfrn6pdrdpwt7z0,1,45,89.6,2023-03-17T18:02:51.867Z,2023-03-17T18:02:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044429,15,1,1,2,9,cd1ottifbgcfrn6pdrdpwt7z0,1,45,89.6,2023-03-17T18:02:52.362Z,2023-03-17T18:02:54Z,4102708571,141,74.4,4102708575,213,4.2,4102708573,212,12.1,4102708567,56,Back,4102708569,140,39.1,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044443,16,1,1,2,11,cd1ottifbgcfrn6pdrdpwt7z0,1,39.1,74.4,2023-03-17T18:02:53.946Z,2023-03-17T18:02:55Z,4102708675,212,8.5,4102708667,56,Back,4102708673,141,85.6,4102708669,140,35.6,4102708677,213,2.0,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044465,17,1,1,2,12,cd1ottifbgcfrn6pdrdpwt7z0,0,35.6,85.6,2023-03-17T18:02:55.322Z,2023-03-17T18:11:29Z,4102708817,140,69.2,4102708819,141,100.0,4102708827,1,,4102708823,212,36.8,4102708815,56,Left,4102708825,213,0.3,4102708811,155,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044469,18,5,1,2,14,cd1ottifbgcfrn6pdrdpwt7z0,0,64.9,101.2,2023-03-17T18:02:56.521Z,2023-03-17T18:02:58Z,4102708861,347,,4102708859,56,Left,4102708955,233,30,,,,,,,,,,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044479,30,5,1,2,14,bop6aslxmwvzsapdxsw3xbvfg,1,35.1,-1.2,2023-03-17T18:02:56.521Z,2023-03-17T18:40:18Z,4102708901,347,,4102708927,233,18,4102708899,56,Back,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044567,31,1,1,2,18,bop6aslxmwvzsapdxsw3xbvfg,1,35.4,0,2023-03-17T18:03:00.615Z,2023-03-17T18:03:06Z,4102709321,107,,4102709331,213,2.5,4102709325,140,23.3,4102709323,56,Back,4102709329,212,15.7,4102709327,141,12.6,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044599,32,1,1,2,23,bop6aslxmwvzsapdxsw3xbvfg,1,25,21.3,2023-03-17T18:03:06.358Z,2023-03-17T18:03:10Z,4102709497,1,,4102709487,140,37.1,4102709489,141,65.2,4102709491,212,32.4,4102709495,213,1.2,4102709485,56,Back,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044617,33,1,1,2,27,bop6aslxmwvzsapdxsw3xbvfg,1,41.3,71.4,2023-03-17T18:03:09.990Z,2023-03-17T18:03:12Z,4102709587,213,0.8,4102709579,56,Left,4102709583,141,98.6,4102709585,212,26.2,4102709581,140,59.0,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044653,34,1,1,2,29,bop6aslxmwvzsapdxsw3xbvfg,1,61.5,99,2023-03-17T18:03:11.870Z,2023-03-17T18:03:16Z,4102709771,141,93.5,4102709775,213,6.1,4102709769,140,78.6,4102709773,212,18.3,4102709767,56,Left,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044659,35,1,1,2,33,bop6aslxmwvzsapdxsw3xbvfg,1,78,97.2,2023-03-17T18:03:16.198Z,2023-03-17T18:03:17Z,4102709805,141,96.2,4102709801,56,Left,4102709809,213,3.2,4102709803,140,65.8,4102709807,212,12.8,,,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044669,36,1,1,2,34,bop6aslxmwvzsapdxsw3xbvfg,1,66.8,96.5,2023-03-17T18:03:17.166Z,2023-03-17T18:03:18Z,4102709851,213,4.6,4102709845,140,65.6,4102709847,141,85.1,4102709843,56,Left,4102709849,212,7.9,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044723,37,1,1,2,37,bop6aslxmwvzsapdxsw3xbvfg,1,66.8,92.1,2023-03-17T18:03:19.998Z,2023-03-17T18:03:22Z,4102710125,141,96.9,4102710121,56,Left,4102710129,213,0.5,4102710123,140,72.7,4102710127,212,7.0,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044737,38,1,1,2,40,bop6aslxmwvzsapdxsw3xbvfg,1,68.6,95.6,2023-03-17T18:03:22.462Z,2023-03-17T18:03:25Z,4102710225,213,3.7,4102710221,141,88.3,4102710223,212,9.0,4102710217,56,Left,4102710219,140,61.5,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521044749,39,1,1,2,42,bop6aslxmwvzsapdxsw3xbvfg,1,59.9,84.8,2023-03-17T18:03:24.942Z,2023-03-17T18:03:28Z,4102710325,213,4.5,4102710315,56,Center,4102710323,212,22.6,4102710317,140,54.9,4102710319,141,52.4,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
