id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist
2490518087,8,61,1,0,15,vaikl8nl7hdr4y9jj4jyb9ey,0,72.8,29.2,2022-12-11T19:01:36.359Z,2022-12-11T19:01:36Z,3941655957,56,Center,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518089,5,49,1,0,16,8zt8rrm6v5nccv01v6pef0r1o,1,30.1,75.9,2022-12-11T19:01:37.045Z,2022-12-11T19:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518093,6,1,1,0,18,8zt8rrm6v5nccv01v6pef0r1o,1,30.2,73.9,2022-12-11T19:01:38.501Z,2022-12-11T19:01:40Z,3941655979,212,18.1,3941655977,141,50.6,3941655973,56,Back,3941655981,213,5.2,3941655975,140,38.6,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518101,7,1,1,0,19,8zt8rrm6v5nccv01v6pef0r1o,1,38.6,50.7,2022-12-11T19:01:39.973Z,2022-12-11T19:01:43Z,3941656019,212,13.2,3941656021,213,2.0,3941656017,141,68.7,3941656013,56,Back,3941656015,140,33.9,,,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518113,8,1,1,0,22,8zt8rrm6v5nccv01v6pef0r1o,1,37.1,63.6,2022-12-11T19:01:43.158Z,2022-12-11T19:01:46Z,3941656097,56,Back,3941656105,212,16.6,3941656101,140,36.1,3941656107,213,4.6,3941656103,141,39.2,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518123,9,1,1,0,25,8zt8rrm6v5nccv01v6pef0r1o,1,36,39.2,2022-12-11T19:01:46.005Z,2022-12-11T19:01:51Z,3941656175,212,24.9,3941656169,56,Back,3941656177,213,5.1,3941656171,140,45.0,3941656173,141,5.3,,,,,,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518125,10,61,1,0,30,8zt8rrm6v5nccv01v6pef0r1o,0,62.8,4.4,2022-12-11T19:01:51.109Z,2022-12-11T19:01:51Z,3941656181,56,Right,,,,,,,,,,,,,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518133,9,1,1,0,31,vaikl8nl7hdr4y9jj4jyb9ey,1,22.7,90.6,2022-12-11T19:01:52.183Z,2022-12-11T19:01:53Z,3941656225,141,91.8,3941656223,140,24.5,3941656227,212,2.1,3941656221,56,Back,3941656229,213,0.4,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518137,10,49,1,0,32,vaikl8nl7hdr4y9jj4jyb9ey,1,25,91.8,2022-12-11T19:01:52.983Z,2022-12-11T19:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518141,11,61,1,0,32,vaikl8nl7hdr4y9jj4jyb9ey,0,25,91.8,2022-12-11T19:01:53.319Z,2022-12-11T19:01:53Z,3941656241,56,Back,,,,,,,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518167,11,1,1,0,36,8zt8rrm6v5nccv01v6pef0r1o,1,65.7,17,2022-12-11T19:01:57.110Z,2022-12-11T19:02:00Z,3941656385,141,5.6,3941656389,213,3.9,3941656381,56,Right,3941656387,212,11.0,3941656383,140,58.3,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518173,12,49,1,0,40,8zt8rrm6v5nccv01v6pef0r1o,1,58.1,5.3,2022-12-11T19:02:00.362Z,2022-12-11T19:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518177,13,1,1,0,40,8zt8rrm6v5nccv01v6pef0r1o,1,58.1,5.3,2022-12-11T19:02:00.677Z,2022-12-11T19:02:03Z,3941656435,141,17.6,3941656437,212,18.8,3941656431,56,Back,3941656433,140,42.1,3941656439,213,2.7,,,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518195,14,1,1,0,43,8zt8rrm6v5nccv01v6pef0r1o,0,42.1,17.6,2022-12-11T19:02:03.510Z,2022-12-11T19:02:07Z,3941656563,213,0.2,3941656561,212,55.6,3941656553,155,,3941656557,140,94.4,3941656559,141,30.7,3941656555,56,Center,3941656565,1,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518205,12,49,1,0,47,vaikl8nl7hdr4y9jj4jyb9ey,1,5.8,67.9,2022-12-11T19:02:08.088Z,2022-12-11T19:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518215,13,1,1,0,47,vaikl8nl7hdr4y9jj4jyb9ey,0,5.8,67.9,2022-12-11T19:02:08.248Z,2022-12-11T19:02:09Z,3941656641,141,100.0,3941656643,212,22.9,3941656637,56,Back,3941656639,140,4.9,3941656645,213,1.6,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518219,14,5,1,0,49,vaikl8nl7hdr4y9jj4jyb9ey,0,3.6,101.6,2022-12-11T19:02:09.416Z,2022-12-11T19:02:22Z,3941656649,347,,3941656647,56,Back,3941656885,233,15,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518273,15,5,1,0,49,8zt8rrm6v5nccv01v6pef0r1o,1,96.4,-1.6,2022-12-11T19:02:09.416Z,2022-12-11T19:46:48Z,3941656879,233,14,3941656871,56,Right,3941656873,347,,,,,,,,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518289,16,1,1,1,1,8zt8rrm6v5nccv01v6pef0r1o,1,91.9,0,2022-12-11T19:02:22.004Z,2022-12-11T19:02:26Z,3941656995,213,1.3,3941656989,140,95.1,3941656987,56,Right,3941656985,107,,3941656991,141,18.8,3941656993,212,14.3,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518291,17,3,1,1,6,8zt8rrm6v5nccv01v6pef0r1o,0,97,15.6,2022-12-11T19:02:26.517Z,2022-12-11T19:02:29Z,3941657001,286,,3941657017,233,15,3941656999,56,Right,,,,,,,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518293,15,7,1,1,6,vaikl8nl7hdr4y9jj4jyb9ey,1,3,84.4,2022-12-11T19:02:26.518Z,2022-12-11T19:02:28Z,3941657005,56,Back,3941657009,233,17,3941657007,285,,3941657003,167,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518297,16,6,1,1,7,vaikl8nl7hdr4y9jj4jyb9ey,0,3,84.4,2022-12-11T19:02:27.557Z,2022-12-11T19:47:01Z,3941657045,233,18,3941657023,73,,3941657021,56,Back,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518301,18,6,1,1,7,8zt8rrm6v5nccv01v6pef0r1o,1,97,15.6,2022-12-11T19:02:27.557Z,2022-12-11T19:02:30Z,3941657031,75,,3941657037,233,16,3941657029,56,Right,,,,,,,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518365,19,1,1,1,32,8zt8rrm6v5nccv01v6pef0r1o,0,99.5,0.5,2022-12-11T19:02:52.469Z,2022-12-11T19:02:57Z,3941657447,212,35.7,3941657443,140,93.6,3941657449,213,1.7,3941657433,2,,3941657437,155,,3941657439,224,,3941657471,233,17,3941657435,6,,31yxoo15eztnf39r45e6hy1g5,L. Santos,3941657445,141,52.2,3941657451,1,3941657441,56,Center,,,,,,,,,,,,,,,,,,,,
2490518367,17,11,1,1,36,vaikl8nl7hdr4y9jj4jyb9ey,1,3,49.4,2022-12-11T19:02:56.471Z,2022-12-11T19:02:57Z,3941657455,88,,3941657453,56,Back,3941657475,233,19,,,,,,,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518381,18,1,1,1,38,vaikl8nl7hdr4y9jj4jyb9ey,1,14.8,56.6,2022-12-11T19:02:59.080Z,2022-12-11T19:03:01Z,3941657535,123,,3941657553,287,,3941657545,213,0.8,3941657541,141,88.1,3941657543,212,29.1,3941657537,56,Back,3941657539,140,33.5,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518459,19,1,1,1,48,vaikl8nl7hdr4y9jj4jyb9ey,1,63.8,62.4,2022-12-11T19:03:08.567Z,2022-12-11T19:03:14Z,3941657907,1,,3941657903,212,38.7,3941657901,141,5.6,3941657899,140,66.0,3941657897,56,Right,3941657905,213,4.8,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518471,20,1,1,1,54,vaikl8nl7hdr4y9jj4jyb9ey,0,76.8,20.4,2022-12-11T19:03:14.471Z,2022-12-11T19:03:18Z,3941657983,213,6.2,3941657981,212,25.1,3941657975,56,Right,3941657977,140,100.0,3941657979,141,15.6,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518469,20,5,1,1,57,8zt8rrm6v5nccv01v6pef0r1o,1,-0.8,87,2022-12-11T19:03:18.245Z,2022-12-11T19:03:19Z,3941657973,346,,3941657971,56,Back,3941657989,233,21,,,,,,,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518473,21,5,1,1,57,vaikl8nl7hdr4y9jj4jyb9ey,0,100.8,13,2022-12-11T19:03:18.245Z,2022-12-11T19:46:48Z,3941657987,346,,3941657993,233,20,3941657985,56,Right,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518503,21,1,1,2,10,8zt8rrm6v5nccv01v6pef0r1o,1,4.2,56.1,2022-12-11T19:03:30.388Z,2022-12-11T20:52:46Z,3941658235,212,37.4,3941658237,213,5.2,3941658233,141,7.0,3941658231,140,20.2,3941658239,1,,3941658243,237,,3941658229,56,Back,3941658227,124,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518517,22,1,1,2,11,8zt8rrm6v5nccv01v6pef0r1o,1,20.3,7,2022-12-11T19:03:31.620Z,2022-12-11T19:03:35Z,3941658319,56,Back,3941658323,141,23.3,3941658321,140,11.0,3941658327,213,2.3,3941658325,212,14.8,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518525,23,1,1,2,14,8zt8rrm6v5nccv01v6pef0r1o,1,18.7,24.9,2022-12-11T19:03:34.901Z,2022-12-11T19:03:36Z,3941658381,212,12.9,3941658383,213,5.0,3941658375,56,Back,3941658377,140,22.1,3941658379,141,6.7,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518553,24,1,1,2,16,8zt8rrm6v5nccv01v6pef0r1o,1,25,5.8,2022-12-11T19:03:36.820Z,2022-12-11T19:03:43Z,3941658535,56,Back,3941658541,212,11.6,3941658543,213,6.2,3941658539,141,4.6,3941658537,140,36.0,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518569,25,1,1,2,23,8zt8rrm6v5nccv01v6pef0r1o,1,30.8,31,2022-12-11T19:03:43.524Z,2022-12-11T19:03:49Z,3941658645,140,21.2,3941658651,213,2.3,3941658647,141,46.1,3941658643,56,Back,3941658649,212,14.4,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518587,26,1,1,2,28,8zt8rrm6v5nccv01v6pef0r1o,1,23.7,51.3,2022-12-11T19:03:49.317Z,2022-12-11T19:03:54Z,3941658717,213,5.2,3941658711,140,29.4,3941658713,141,35.7,3941658709,56,Back,3941658715,212,12.2,,,,,,,,,,1duox0r8qvb3t52m9w4mp86ol,M. van Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518605,27,1,1,2,33,8zt8rrm6v5nccv01v6pef0r1o,1,31,31.9,2022-12-11T19:03:53.989Z,2022-12-11T19:04:00Z,3941658845,212,40.2,3941658849,1,,3941658843,141,25.5,3941658841,140,69.1,3941658847,213,6.2,3941658839,56,Center,3941658837,155,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518617,28,1,1,2,40,8zt8rrm6v5nccv01v6pef0r1o,0,91.9,30.7,2022-12-11T19:04:00.820Z,2022-12-11T19:04:01Z,3941658905,141,43.9,3941658909,213,2.2,3941658907,212,11.0,3941658901,56,Center,3941658903,140,85.9,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518625,22,49,1,2,43,vaikl8nl7hdr4y9jj4jyb9ey,1,9.2,64.3,2022-12-11T19:04:03.766Z,2022-12-11T19:04:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518633,23,1,1,2,44,vaikl8nl7hdr4y9jj4jyb9ey,1,9.2,64.3,2022-12-11T19:04:04.390Z,2022-12-11T19:04:06Z,3941658957,56,Back,3941658959,140,17.6,3941658969,213,1.1,3941658963,141,90.5,3941658965,212,19.9,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518635,24,61,1,2,45,vaikl8nl7hdr4y9jj4jyb9ey,0,17.6,90.5,2022-12-11T19:04:06.150Z,2022-12-11T19:04:06Z,3941658975,56,Back,,,,,,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518659,29,1,1,2,49,8zt8rrm6v5nccv01v6pef0r1o,1,74.4,3.2,2022-12-11T19:04:09.876Z,2022-12-11T19:04:11Z,3941659105,213,1.7,3941659097,56,Right,3941659099,140,73.7,3941659103,212,7.4,3941659101,141,14.1,,,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518663,30,49,1,2,50,8zt8rrm6v5nccv01v6pef0r1o,1,72.6,19.8,2022-12-11T19:04:11.108Z,2022-12-11T19:04:11Z,,,,,,,,,,,,,,,,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518679,31,1,1,2,54,8zt8rrm6v5nccv01v6pef0r1o,1,79.2,33.1,2022-12-11T19:04:15.029Z,2022-12-11T19:04:16Z,3941659187,213,2.5,3941659183,141,35.4,3941659181,140,77.4,3941659179,56,Center,3941659185,212,2.5,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518689,32,1,1,2,56,8zt8rrm6v5nccv01v6pef0r1o,0,77.3,35.8,2022-12-11T19:04:16.612Z,2022-12-11T19:04:19Z,3941659215,140,78.8,3941659221,213,6.2,3941659213,56,Center,3941659217,141,35.7,3941659219,212,1.6,,,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518693,25,8,1,2,58,vaikl8nl7hdr4y9jj4jyb9ey,1,26.3,66.3,2022-12-11T19:04:18.710Z,2022-12-11T19:04:18Z,3941659247,56,Back,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518699,26,49,1,2,59,vaikl8nl7hdr4y9jj4jyb9ey,1,36.2,71.1,2022-12-11T19:04:19.702Z,2022-12-11T19:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518713,27,1,1,3,4,vaikl8nl7hdr4y9jj4jyb9ey,1,47.5,85.6,2022-12-11T19:04:24.503Z,2022-12-11T19:04:27Z,3941659351,213,0.8,3941659345,140,54.2,3941659349,212,9.8,3941659343,56,Left,3941659347,141,95.6,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490518725,28,1,1,3,6,vaikl8nl7hdr4y9jj4jyb9ey,1,55.9,94.7,2022-12-11T19:04:27.062Z,2022-12-11T19:04:29Z,3941659435,141,73.8,3941659431,56,Center,3941659437,212,14.3,3941659433,140,54.4,3941659439,213,4.6,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
