id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2503997905,9,1,1,0,19,cd1ottifbgcfrn6pdrdpwt7z0,0,67.9,3.5,2023-02-04T17:15:32.992Z,2023-02-04T17:15:36Z,4012657653,140,71.0,4012657655,141,16.2,4012657657,212,9.2,4012657651,56,Right,4012657659,213,1.2,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997925,3,8,1,0,21,vaikl8nl7hdr4y9jj4jyb9ey,1,28.3,71.4,2023-02-04T17:15:34.957Z,2023-02-04T17:15:41Z,4012657753,56,Back,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997997,10,1,1,0,25,cd1ottifbgcfrn6pdrdpwt7z0,1,66.8,11.1,2023-02-04T17:15:38.672Z,2023-02-04T17:15:42Z,4012658059,141,36.6,4012658057,140,62.8,4012658063,213,1.8,4012658061,212,17.8,4012658055,56,Center,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998029,11,1,1,0,29,cd1ottifbgcfrn6pdrdpwt7z0,1,63.1,33.6,2023-02-04T17:15:42.496Z,2023-02-04T17:15:45Z,4012658253,212,31.6,4012658249,140,70.5,4012658247,56,Center,4012658255,213,1.3,4012658251,141,78.7,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998033,12,1,1,0,32,cd1ottifbgcfrn6pdrdpwt7z0,0,71.6,79,2023-02-04T17:15:45.409Z,2023-02-04T17:15:46Z,4012658271,213,5.2,4012658335,236,,4012658341,286,,4012658265,140,72.8,4012658263,56,Center,4012658267,141,75.7,4012658269,212,2.6,4012658337,233,4,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998047,4,74,1,0,32,vaikl8nl7hdr4y9jj4jyb9ey,1,23.8,29.5,2023-02-04T17:15:45.410Z,2023-02-04T17:26:59Z,4012658327,285,,4012658353,233,12,4012658325,56,Back,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998065,5,49,1,0,34,vaikl8nl7hdr4y9jj4jyb9ey,1,5.4,9.5,2023-02-04T17:15:47.515Z,2023-02-04T17:15:47Z,,,,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998117,6,1,1,0,35,vaikl8nl7hdr4y9jj4jyb9ey,1,10.3,8.9,2023-02-04T17:15:48.614Z,2023-02-04T17:15:52Z,4012658743,141,31.3,4012658745,212,15.3,4012658747,213,1.7,4012658741,140,8.5,4012658739,56,Back,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998177,7,1,1,0,39,vaikl8nl7hdr4y9jj4jyb9ey,0,7.3,14.7,2023-02-04T17:15:52.107Z,2023-02-04T18:08:16Z,4012658959,1,,4012658957,213,6.2,4012658953,141,11.8,4012658955,212,39.8,4012658951,140,45.2,4012658949,56,Back,4012658947,157,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998205,13,1,1,0,42,cd1ottifbgcfrn6pdrdpwt7z0,1,63.4,78.8,2023-02-04T17:15:55.345Z,2023-02-04T17:15:56Z,4012659095,56,Center,4012659101,212,12.9,4012659099,141,73.2,4012659097,140,75.1,4012659103,213,6.0,4012659093,3,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998207,14,49,1,0,43,cd1ottifbgcfrn6pdrdpwt7z0,1,75.1,73.2,2023-02-04T17:15:56.674Z,2023-02-04T17:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998217,15,1,1,0,43,cd1ottifbgcfrn6pdrdpwt7z0,0,75.1,73.2,2023-02-04T17:15:56.922Z,2023-02-04T17:15:59Z,4012659165,213,4.8,4012659161,141,56.7,4012659157,56,Center,4012659159,140,76.0,4012659163,212,11.3,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998231,9,49,1,0,44,vaikl8nl7hdr4y9jj4jyb9ey,1,26.5,50.3,2023-02-04T17:15:57.675Z,2023-02-04T18:09:13Z,,,,,,,,,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998225,8,43,1,0,45,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-02-04T17:15:58.651Z,2023-02-04T17:33:04Z,4012659185,155,0,4012659191,141,40.0,4012710221,144,1,4012659195,213,4.8,4012659193,212,7.6,4012659189,140,27.2,4012659187,56,Back,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998247,10,1,1,0,45,vaikl8nl7hdr4y9jj4jyb9ey,1,26.5,50.3,2023-02-04T17:15:58.971Z,2023-02-04T18:09:17Z,4012659279,212,10.1,4012659277,141,36.1,4012659281,213,5.0,4012659275,140,29.4,4012659273,56,Back,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998289,11,1,1,0,47,vaikl8nl7hdr4y9jj4jyb9ey,1,29.4,36.1,2023-02-04T17:16:00.139Z,2023-02-04T17:16:02Z,4012659459,141,62.3,4012659467,213,1.4,4012659463,212,18.1,4012659455,140,32.7,4012659451,56,Back,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998311,12,1,1,0,49,vaikl8nl7hdr4y9jj4jyb9ey,1,38.8,67.6,2023-02-04T17:16:02.587Z,2023-02-04T17:16:05Z,4012659609,56,Back,4012659613,141,91.8,4012659617,213,1.2,4012659611,140,44.4,4012659615,212,17.5,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998411,13,1,1,0,52,vaikl8nl7hdr4y9jj4jyb9ey,1,45.8,90.3,2023-02-04T17:16:05.722Z,2023-02-04T17:16:11Z,4012659955,212,21.6,4012659957,213,0.2,4012659951,140,66.0,4012659949,56,Left,4012659953,141,96.2,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998465,14,1,1,0,58,vaikl8nl7hdr4y9jj4jyb9ey,1,70.3,90.6,2023-02-04T17:16:11.115Z,2023-02-04T17:16:14Z,4012660133,140,55.3,4012660139,213,3.8,4012660137,212,20.7,4012660131,56,Center,4012660135,141,70.8,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998503,15,1,1,1,1,vaikl8nl7hdr4y9jj4jyb9ey,1,55.3,70.8,2023-02-04T17:16:14.635Z,2023-02-04T17:16:17Z,4012660343,212,32.5,4012660347,1,,4012660339,140,53.1,4012660341,141,23.1,4012660331,56,Center,4012660345,213,4.6,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998573,16,1,1,1,4,vaikl8nl7hdr4y9jj4jyb9ey,1,53.1,23.1,2023-02-04T17:16:17.195Z,2023-02-04T17:16:24Z,4012660651,212,15.3,4012660643,140,63.1,4012660655,213,5.5,4012660639,56,Right,4012660649,141,6.8,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998581,17,3,1,1,11,vaikl8nl7hdr4y9jj4jyb9ey,0,72,6.1,2023-02-04T17:16:24.587Z,2023-02-04T17:16:25Z,4012660743,211,,4012660693,286,,4012660691,56,Right,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998609,16,1,1,1,12,cd1ottifbgcfrn6pdrdpwt7z0,1,19,85.4,2023-02-04T17:16:25.936Z,2023-02-04T17:16:27Z,4012660841,56,Back,4012660845,140,21.6,4012660849,212,5.3,4012660847,141,92.0,4012660851,213,1.0,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998611,17,61,1,1,14,cd1ottifbgcfrn6pdrdpwt7z0,1,21.6,92,2023-02-04T17:16:27.401Z,2023-02-04T17:16:27Z,4012660857,56,Back,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998679,18,1,1,1,17,cd1ottifbgcfrn6pdrdpwt7z0,1,14.2,83.3,2023-02-04T17:16:30.433Z,2023-02-04T17:16:32Z,4012661113,212,5.9,4012661115,213,1.3,4012661111,141,91.5,4012661107,56,Back,4012661109,140,15.9,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998685,19,12,1,1,19,cd1ottifbgcfrn6pdrdpwt7z0,1,11.2,86.9,2023-02-04T17:16:32.353Z,2023-02-04T17:16:33Z,4012661149,141,100.0,4012661153,213,1.4,4012661147,140,12.7,4012661145,56,Back,4012661159,167,,4012661151,212,10.0,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998767,18,5,1,1,19,vaikl8nl7hdr4y9jj4jyb9ey,1,87.9,-1.6,2023-02-04T17:16:32.994Z,2023-02-04T17:38:50Z,4012661679,233,20,4012661659,56,Right,4012661661,347,,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998687,20,5,1,1,19,cd1ottifbgcfrn6pdrdpwt7z0,0,12.1,101.6,2023-02-04T17:16:32.994Z,2023-02-04T17:16:42Z,4012661155,56,Back,4012661157,347,,4012661721,233,18,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998797,19,1,1,1,28,vaikl8nl7hdr4y9jj4jyb9ey,1,88.6,0,2023-02-04T17:16:41.659Z,2023-02-04T17:16:43Z,4012661799,107,,4012661805,141,8.8,4012661807,212,14.2,4012661801,56,Right,4012661809,213,2.6,4012661803,140,77.0,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998815,20,1,1,1,30,vaikl8nl7hdr4y9jj4jyb9ey,0,77,8.8,2023-02-04T17:16:43.259Z,2023-02-04T17:16:44Z,4012661895,140,78.8,4012661903,212,1.9,4012661899,141,8.3,4012661891,56,Right,4012661905,213,6.1,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998831,21,3,1,1,32,cd1ottifbgcfrn6pdrdpwt7z0,0,22.1,96.4,2023-02-04T17:16:45.536Z,2023-02-04T17:16:47Z,4012661987,56,Back,4012662099,233,21,4012661989,285,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998841,21,7,1,1,32,vaikl8nl7hdr4y9jj4jyb9ey,1,77.9,3.6,2023-02-04T17:16:45.537Z,2023-02-04T17:16:47Z,4012662053,167,,4012662057,286,,4012662085,233,21,4012662055,56,Right,,,,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998853,22,5,1,1,33,vaikl8nl7hdr4y9jj4jyb9ey,0,79.9,-1.2,2023-02-04T17:16:46.624Z,2023-02-04T17:38:50Z,4012662145,56,Right,4012662147,347,,4012663025,233,22,,,,,,,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999033,22,5,1,1,33,cd1ottifbgcfrn6pdrdpwt7z0,1,20.1,101.2,2023-02-04T17:16:46.624Z,2023-02-04T17:17:04Z,4012662991,347,,4012663013,233,22,4012662987,56,Back,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999065,23,1,1,1,50,cd1ottifbgcfrn6pdrdpwt7z0,1,20,100,2023-02-04T17:17:03.808Z,2023-02-04T17:17:07Z,4012663169,140,29.0,4012663173,212,9.9,4012663161,107,,4012663171,141,97.1,4012663165,56,Back,4012663175,213,6.0,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999077,24,1,1,1,54,cd1ottifbgcfrn6pdrdpwt7z0,0,29,97.1,2023-02-04T17:17:07.136Z,2023-02-04T17:17:11Z,4012663215,213,6.2,4012663211,141,96.6,4012663213,212,4.8,4012663209,140,33.6,4012663207,56,Back,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999073,23,49,1,1,55,vaikl8nl7hdr4y9jj4jyb9ey,1,58.4,4.7,2023-02-04T17:17:08.154Z,2023-02-04T17:17:08Z,,,,,,,,,,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999119,24,1,1,1,56,vaikl8nl7hdr4y9jj4jyb9ey,0,58.7,4.9,2023-02-04T17:17:09.738Z,2023-02-04T17:17:10Z,4012663353,1,,4012663345,140,75.7,4012663351,213,0.7,4012663343,56,Center,4012663347,141,25.2,4012663349,212,22.6,4012663337,157,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999151,25,12,1,1,58,cd1ottifbgcfrn6pdrdpwt7z0,1,21.5,85.4,2023-02-04T17:17:11.840Z,2023-02-04T17:26:36Z,4012663623,167,,4012663593,140,27.0,4012663599,213,1.1,4012663597,212,12.3,4012663591,56,Back,4012663595,141,100.0,,,,,,,2qh8rg0ekcnh8qjvnnrpc9olx,L. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999255,25,5,1,1,58,vaikl8nl7hdr4y9jj4jyb9ey,1,74.2,-1.6,2023-02-04T17:17:11.898Z,2023-02-04T17:17:28Z,4012664073,56,Right,4012664081,233,26,4012664075,347,,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999157,26,5,1,1,58,cd1ottifbgcfrn6pdrdpwt7z0,0,25.8,101.6,2023-02-04T17:17:11.898Z,2023-02-04T17:38:51Z,4012663617,347,,4012663615,56,Back,4012664091,233,25,,,,,,,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999329,26,1,1,2,15,vaikl8nl7hdr4y9jj4jyb9ey,1,76.9,0,2023-02-04T17:17:28.042Z,2023-02-04T17:17:34Z,4012664373,107,,4012664381,212,11.4,4012664379,141,10.6,4012664377,140,84.3,4012664383,213,0.8,4012664375,56,Right,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999341,27,1,1,2,18,vaikl8nl7hdr4y9jj4jyb9ey,0,84.3,10.6,2023-02-04T17:17:31.122Z,2023-02-04T18:09:58Z,4012664459,56,Right,4012664461,140,74.7,4012664467,213,3.4,4012664465,212,10.5,4012664463,141,6.2,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999295,27,49,1,2,18,cd1ottifbgcfrn6pdrdpwt7z0,1,30.5,95.1,2023-02-04T17:17:31.713Z,2023-02-04T17:17:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999315,28,1,1,2,18,cd1ottifbgcfrn6pdrdpwt7z0,1,30.5,95.1,2023-02-04T17:17:31.937Z,2023-02-04T17:17:33Z,4012664323,141,86.9,4012664319,56,Back,4012664321,140,26.8,4012664327,213,4.1,4012664325,212,6.8,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999355,29,1,1,2,20,cd1ottifbgcfrn6pdrdpwt7z0,1,26.8,86.9,2023-02-04T17:17:33.184Z,2023-02-04T17:17:35Z,4012664533,56,Back,4012664535,140,31.8,4012664539,212,13.1,4012664541,213,5.1,4012664537,141,69.3,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999413,30,1,1,2,22,cd1ottifbgcfrn6pdrdpwt7z0,1,31.8,69.3,2023-02-04T17:17:35.680Z,2023-02-04T17:17:39Z,4012664783,212,22.0,4012664777,56,Back,4012664785,213,4.1,4012664779,140,19.3,4012664781,141,43.4,,,,,,,,,,6mzsev0k2iqswrjncctnnawic,Ainhoa Alguacil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999439,31,1,1,2,26,cd1ottifbgcfrn6pdrdpwt7z0,1,19.3,43.4,2023-02-04T17:17:39.184Z,2023-02-04T17:17:43Z,4012664957,213,6.2,4012664951,140,48.0,4012664955,212,30.2,4012664949,56,Back,4012664953,141,41.8,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
