id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2497084975,8,15,1,0,13,7mk4va7b2p6tnv2xjxcgjy8h6,1,85.3,34.5,2023-01-14T11:00:55.489Z,2023-01-14T11:02:21Z,3976367445,78,,3976365821,56,Center,3976367451,215,,3976367453,458,,3976367455,146,89.0,3976367079,20,,3976367447,102,50.1,3976367083,82,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,3976365817,22,3976367459,230,98.9,3976367085,233,4,3976367449,103,19,3976367457,147,38.4,3976365819,63,3976367461,231,48.7,,,,,,,,,,,,,
2497084973,4,10,1,0,13,e7p3lxg97gac51s71hotzi0a5,1,14,64.8,2023-01-14T11:00:55.589Z,2023-01-14T11:48:10Z,3976365813,56,Back,3976367093,233,8,3976365811,94,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497084983,9,1,1,0,14,7mk4va7b2p6tnv2xjxcgjy8h6,0,76.8,36.3,2023-01-14T11:00:56.642Z,2023-01-14T11:00:57Z,3976365847,212,3.4,3976365845,141,41.0,3976365843,140,75.7,3976365841,56,Center,3976365849,213,1.9,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497084995,5,49,1,0,17,e7p3lxg97gac51s71hotzi0a5,1,29.2,52.7,2023-01-14T11:00:59.397Z,2023-01-14T11:48:18Z,,,,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497084999,6,61,1,0,19,e7p3lxg97gac51s71hotzi0a5,0,36.5,49,2023-01-14T11:01:00.741Z,2023-01-14T11:48:20Z,3976365893,56,Back,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085017,10,49,1,0,20,7mk4va7b2p6tnv2xjxcgjy8h6,1,58.6,63.7,2023-01-14T11:01:02.514Z,2023-01-14T11:01:02Z,,,,,,,,,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085083,9,45,1,0,21,e7p3lxg97gac51s71hotzi0a5,0,36.4,42.3,2023-01-14T11:01:02.797Z,2023-01-14T11:01:18Z,3976366267,233,11,3976366165,285,,3976366163,56,Back,,,,,,,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085023,11,3,1,0,21,7mk4va7b2p6tnv2xjxcgjy8h6,1,63.6,57.7,2023-01-14T11:01:02.797Z,2023-01-14T11:01:18Z,3976365929,56,Center,3976365931,286,,3976366263,233,9,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085039,12,1,1,0,22,7mk4va7b2p6tnv2xjxcgjy8h6,1,63.6,59.3,2023-01-14T11:01:03.666Z,2023-01-14T11:01:05Z,3976365979,212,7.4,3976365981,213,5.7,3976365973,56,Center,3976365975,140,69.5,3976365977,141,53.4,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085043,13,1,1,0,23,7mk4va7b2p6tnv2xjxcgjy8h6,0,70,51,2023-01-14T11:01:05.187Z,2023-01-14T11:01:05Z,3976366003,56,Center,3976366011,213,0.1,3976366007,141,51.9,3976366005,140,74.1,3976366009,212,4.3,3976366001,155,,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085057,7,12,1,0,24,e7p3lxg97gac51s71hotzi0a5,1,24.4,52.7,2023-01-14T11:01:05.700Z,2023-01-14T11:01:07Z,3976366065,212,6.6,3976366067,213,5.8,3976366063,141,48.1,3976366061,140,29.9,3976366059,56,Back,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085053,14,1,1,0,24,7mk4va7b2p6tnv2xjxcgjy8h6,0,69.2,52.2,2023-01-14T11:01:06.466Z,2023-01-14T11:01:07Z,3976366045,56,Center,3976366047,140,73.0,3976366051,212,4.0,3976366043,3,,3976366049,141,53.1,3976366053,213,0.2,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085079,8,12,1,0,25,e7p3lxg97gac51s71hotzi0a5,1,26.4,51.4,2023-01-14T11:01:07.509Z,2023-01-14T11:01:13Z,3976366157,213,0.6,3976366155,212,19.3,3976366149,56,Back,3976366153,141,67.8,3976366151,140,41.4,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085087,15,1,1,0,31,7mk4va7b2p6tnv2xjxcgjy8h6,1,56.9,50.6,2023-01-14T11:01:12.946Z,2023-01-14T11:01:14Z,3976366171,56,Back,3976366179,213,2.1,3976366173,140,43.0,3976366177,212,27.5,3976366175,141,84.8,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085105,16,1,1,0,32,7mk4va7b2p6tnv2xjxcgjy8h6,1,43,84.8,2023-01-14T11:01:14.274Z,2023-01-14T11:01:17Z,3976366243,140,60.5,3976366245,141,95.7,3976366247,212,19.8,3976366241,56,Left,3976366249,213,0.4,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085107,17,61,1,0,35,7mk4va7b2p6tnv2xjxcgjy8h6,0,60.5,95.7,2023-01-14T11:01:17.266Z,2023-01-14T11:01:17Z,3976366253,56,Left,,,,,,,,,,,,,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085163,10,5,1,0,36,e7p3lxg97gac51s71hotzi0a5,1,39.7,-1.2,2023-01-14T11:01:18.290Z,2023-01-14T11:04:49Z,3976366499,233,18,3976366497,347,,3976366495,56,Back,,,,,,,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085113,18,5,1,0,36,7mk4va7b2p6tnv2xjxcgjy8h6,0,60.3,101.2,2023-01-14T11:01:18.290Z,2023-01-14T11:01:30Z,3976366273,347,,3976366271,56,Left,3976366507,233,10,,,,,,,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085191,11,1,1,0,48,e7p3lxg97gac51s71hotzi0a5,1,32.2,0,2023-01-14T11:01:30.180Z,2023-01-14T11:01:35Z,3976366595,141,20.6,3976366597,212,26.9,3976366593,140,53.7,3976366599,213,0.6,3976366591,56,Right,3976366589,107,,3976366601,1,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085231,12,1,1,0,53,e7p3lxg97gac51s71hotzi0a5,1,61.7,40.3,2023-01-14T11:01:35.140Z,2023-01-14T11:01:42Z,3976366741,141,94.3,3976366739,140,72.1,3976366735,155,,3976366737,56,Left,3976366743,212,38.3,3976366745,213,1.3,3976366747,1,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085255,13,1,1,1,3,e7p3lxg97gac51s71hotzi0a5,1,76.8,96.1,2023-01-14T11:01:44.756Z,2023-01-14T11:48:55Z,3976366841,56,Center,3976366849,213,4.2,3976366847,212,25.8,3976366845,141,62.2,3976366843,140,65.7,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085275,14,1,1,1,5,e7p3lxg97gac51s71hotzi0a5,1,60.8,61.5,2023-01-14T11:01:46.804Z,2023-01-14T11:01:52Z,3976366929,140,54.8,3976366931,141,74.0,3976366935,213,2.2,3976366933,212,10.6,3976366927,56,Center,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085277,15,1,1,1,10,e7p3lxg97gac51s71hotzi0a5,0,54.8,74,2023-01-14T11:01:52.532Z,2023-01-14T11:01:54Z,3976366941,56,Center,3976366949,213,5.8,3976366943,140,72.2,3976366947,212,20.2,3976366945,141,61.5,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085289,19,1,1,1,12,7mk4va7b2p6tnv2xjxcgjy8h6,0,22.4,42.1,2023-01-14T11:01:53.890Z,2023-01-14T11:01:56Z,3976367005,212,36.5,3976367007,213,0.1,3976367003,141,45.1,3976366999,56,Center,3976366997,157,,3976367009,1,,3976367001,140,57.1,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085313,16,1,1,1,17,e7p3lxg97gac51s71hotzi0a5,1,38.6,73.5,2023-01-14T11:01:59.061Z,2023-01-14T11:49:21Z,3976367115,1,,3976367113,213,4.6,3976367109,141,24.7,3976367111,212,33.5,3976367105,56,Back,3976367107,140,34.0,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085323,17,1,1,1,20,e7p3lxg97gac51s71hotzi0a5,0,35,24.5,2023-01-14T11:02:01.685Z,2023-01-14T11:02:05Z,3976367163,140,76.8,3976367171,1,,3976367165,141,41.6,3976367167,212,45.4,3976367159,155,,3976367169,213,0.3,3976367161,56,Center,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085339,20,1,1,1,23,7mk4va7b2p6tnv2xjxcgjy8h6,1,19.8,65.1,2023-01-14T11:02:05.025Z,2023-01-14T11:02:07Z,3976367221,213,5.7,3976367213,56,Back,3976367217,141,56.1,3976367215,140,28.8,3976367211,3,,3976367219,212,11.3,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085341,21,49,1,1,25,7mk4va7b2p6tnv2xjxcgjy8h6,1,28.8,55.2,2023-01-14T11:02:07.245Z,2023-01-14T11:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085347,22,1,1,1,26,7mk4va7b2p6tnv2xjxcgjy8h6,1,28.8,55.2,2023-01-14T11:02:07.843Z,2023-01-14T11:02:11Z,3976367255,141,89.3,3976367257,212,28.0,3976367253,140,43.7,3976367251,56,Back,3976367259,213,1.0,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085349,23,4,1,1,28,7mk4va7b2p6tnv2xjxcgjy8h6,1,42.9,85,2023-01-14T11:02:10.451Z,2023-01-14T11:02:12Z,3976367287,233,18,3976367269,56,Back,3976367273,265,,3976367275,286,,3976367263,13,,3976367271,152,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085353,18,4,1,1,28,e7p3lxg97gac51s71hotzi0a5,0,57.1,15,2023-01-14T11:02:10.452Z,2023-01-14T11:02:12Z,3976367285,285,,3976367283,265,,3976367277,13,,3976367295,233,23,3976367279,56,Right,3976367281,152,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085483,24,1,1,1,56,7mk4va7b2p6tnv2xjxcgjy8h6,1,45.4,89.6,2023-01-14T11:02:38.481Z,2023-01-14T11:02:44Z,3976367839,56,Back,3976367841,140,39.2,3976367849,1,,3976367847,213,4.5,3976367845,212,35.5,3976367843,141,38.3,3976367837,152,,3976367835,5,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085495,25,1,1,2,2,7mk4va7b2p6tnv2xjxcgjy8h6,0,43.9,31.5,2023-01-14T11:02:44.194Z,2023-01-14T11:02:46Z,3976367891,213,0.5,3976367889,212,36.8,3976367881,155,,3976367883,56,Center,3976367887,141,57.9,3976367885,140,74.5,3976367893,1,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085535,20,1,1,2,5,e7p3lxg97gac51s71hotzi0a5,1,20.4,40.9,2023-01-14T11:02:46.836Z,2023-01-14T11:50:25Z,3976368029,141,41.8,3976368033,213,0.1,3976368031,212,7.9,3976368027,140,27.9,3976368025,56,Back,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085523,19,49,1,2,6,e7p3lxg97gac51s71hotzi0a5,1,20.4,40.9,2023-01-14T11:02:48.500Z,2023-01-14T11:50:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085569,21,1,1,2,7,e7p3lxg97gac51s71hotzi0a5,1,26.8,51.1,2023-01-14T11:02:49.380Z,2023-01-14T11:50:28Z,3976368121,213,5.0,3976368113,56,Back,3976368117,141,45.2,3976368115,140,27.9,3976368119,212,4.2,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497100247,371,1,1,2,8,e7p3lxg97gac51s71hotzi0a5,1,25.5,44.6,2023-01-14T11:02:49.652Z,2023-01-14T11:50:30Z,3976439117,56,Back,3976439121,141,13.1,3976439123,212,22.1,3976439119,140,30.5,3976439125,213,5.0,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085585,22,1,1,2,14,e7p3lxg97gac51s71hotzi0a5,1,56.9,14.4,2023-01-14T11:02:55.940Z,2023-01-14T11:50:07Z,3976368177,213,5.4,3976368175,212,7.5,3976368173,141,5.9,3976368169,56,Right,3976368171,140,61.5,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085595,23,1,1,2,16,e7p3lxg97gac51s71hotzi0a5,1,69.5,5.9,2023-01-14T11:02:58.612Z,2023-01-14T11:03:00Z,3976368221,56,Center,3976368229,213,1.3,3976368223,140,78.2,3976368219,155,,3976368227,212,31.5,3976368225,141,50.3,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085599,24,1,1,2,18,e7p3lxg97gac51s71hotzi0a5,0,78.2,50.3,2023-01-14T11:03:00.277Z,2023-01-14T11:03:01Z,3976368245,213,5.3,3976368239,140,82.0,3976368243,212,7.1,3976368241,141,41.6,3976368237,56,Center,3976368235,3,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085597,26,61,1,2,18,7mk4va7b2p6tnv2xjxcgjy8h6,1,20.6,63.9,2023-01-14T11:03:00.574Z,2023-01-14T11:03:00Z,3976368233,56,Back,,,,,,,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085633,27,1,1,2,20,7mk4va7b2p6tnv2xjxcgjy8h6,0,20.8,63.9,2023-01-14T11:03:02.514Z,2023-01-14T11:03:04Z,3976368365,1,,3976368353,157,,3976368363,213,1.4,3976368357,140,23.8,3976368355,56,Back,3976368361,212,19.2,3976368359,141,91.8,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085667,25,1,1,2,27,e7p3lxg97gac51s71hotzi0a5,0,92.1,7.2,2023-01-14T11:03:08.692Z,2023-01-14T11:50:48Z,3976368511,140,91.5,3976368507,155,,3976368505,2,,3976368515,212,3.2,3976368517,213,1.8,3976368513,141,11.8,3976368509,56,Right,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085663,28,61,1,2,27,7mk4va7b2p6tnv2xjxcgjy8h6,1,4.4,92.6,2023-01-14T11:03:08.929Z,2023-01-14T11:03:09Z,3976368493,56,Back,,,,,,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085677,26,6,1,2,28,e7p3lxg97gac51s71hotzi0a5,1,96.6,12.4,2023-01-14T11:03:09.953Z,2023-01-14T11:04:51Z,3976368551,56,Right,3976368553,75,,3976368555,233,29,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085669,29,6,1,2,28,7mk4va7b2p6tnv2xjxcgjy8h6,0,3.4,87.6,2023-01-14T11:03:09.953Z,2023-01-14T11:03:11Z,3976368519,56,Back,3976368559,233,26,3976368527,73,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085877,27,1,1,2,57,e7p3lxg97gac51s71hotzi0a5,1,99.5,0.5,2023-01-14T11:03:39.540Z,2023-01-14T11:03:47Z,3976369383,224,,3976369385,56,Left,3976369381,155,,3976369395,1,,3976369377,2,,3976369393,213,2.1,3976369387,140,70.8,3976369389,141,83.6,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,3976369391,212,3976369379,6,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
