id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist
2497784755,304,43,1,45,11,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:45:54.519Z,2023-01-15T15:47:24Z,3980101933,168,0,3980101939,141,48.1,3980101931,3,0,3980108957,144,1,3980101937,140,15.6,3980101935,56,Back,3980101941,212,0,3980101943,213,0,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784761,465,1,1,45,11,vaikl8nl7hdr4y9jj4jyb9ey,0,68.1,67.6,2023-01-15T15:45:54.588Z,2023-01-15T15:45:56Z,3980101965,140,71.5,3980101967,141,76.6,3980101969,212,7.1,3980101963,56,Center,3980101971,213,1.0,3980101961,3,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784773,305,43,1,45,11,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:45:54.830Z,2023-01-15T15:46:02Z,3980101991,56,Back,3980101993,285,0,3980102641,144,44,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784809,306,1,1,45,11,djz9e25b9zuiu5rmv1zha3i6f,0,15.6,48.1,2023-01-15T15:45:55.421Z,2023-01-15T15:46:51Z,3980102187,3,,3980102197,213,5.2,3980102195,212,20.4,3980102193,141,22.1,3980102189,56,Back,3980102191,140,25.2,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786511,312,1,1,45,14,djz9e25b9zuiu5rmv1zha3i6f,0,33.9,31,2023-01-15T15:45:57.461Z,2023-01-15T15:48:00Z,3980111201,56,Back,3980111209,213,0.5,3980111207,212,11.3,3980111203,140,43.4,3980111205,141,38.9,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784821,466,8,1,45,14,vaikl8nl7hdr4y9jj4jyb9ey,1,61,68.1,2023-01-15T15:45:57.867Z,2023-01-15T15:45:58Z,3980102243,56,Center,,,,,,,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784851,308,43,1,45,14,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:45:57.975Z,2023-01-15T15:48:08Z,3980112995,144,1,3980102405,213,0.3,3980102397,140,42.4,3980102393,3,0,3980102395,56,Back,3980102399,141,29.2,3980102401,212,18.8,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784941,467,1,1,45,19,vaikl8nl7hdr4y9jj4jyb9ey,1,52.6,48.8,2023-01-15T15:46:02.780Z,2023-01-15T15:46:04Z,3980102929,140,53.2,3980102931,141,61.2,3980102927,56,Center,3980102937,213,1.5,3980102933,212,8.5,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785021,468,1,1,45,20,vaikl8nl7hdr4y9jj4jyb9ey,1,52.9,58.1,2023-01-15T15:46:04.075Z,2023-01-15T15:46:08Z,3980103325,213,4.2,3980103319,140,48.1,3980103323,212,9.6,3980103321,141,46.1,3980103317,56,Back,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785053,469,1,1,45,25,vaikl8nl7hdr4y9jj4jyb9ey,1,55.3,44.3,2023-01-15T15:46:08.747Z,2023-01-15T15:46:10Z,3980103483,141,58.4,3980103487,213,1.8,3980103485,212,10.0,3980103479,56,Center,3980103481,140,52.7,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785107,471,1,1,45,27,vaikl8nl7hdr4y9jj4jyb9ey,1,52.7,58.4,2023-01-15T15:46:11.068Z,2023-01-15T15:46:14Z,3980103749,140,46.6,3980103751,141,34.9,3980103753,212,17.2,3980103747,56,Back,3980103755,213,4.3,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785285,309,43,1,45,31,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:46:14.495Z,2023-01-15T15:47:54Z,3980104605,56,Back,3980111747,144,8,,,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785145,472,1,1,45,31,vaikl8nl7hdr4y9jj4jyb9ey,1,55.6,33.3,2023-01-15T15:46:14.588Z,2023-01-15T15:46:15Z,3980103921,141,11.0,3980103917,56,Right,3980103923,212,15.2,3980103919,140,56.5,3980103925,213,4.8,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785161,473,1,1,45,32,vaikl8nl7hdr4y9jj4jyb9ey,0,56.5,11,2023-01-15T15:46:15.723Z,2023-01-15T15:46:18Z,3980104023,141,12.3,3980104025,212,15.7,3980104029,213,0.1,3980104021,140,71.4,3980104015,56,Right,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785205,474,49,1,45,35,vaikl8nl7hdr4y9jj4jyb9ey,1,44.8,4.7,2023-01-15T15:46:19.261Z,2023-01-15T15:46:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785297,475,1,1,45,35,vaikl8nl7hdr4y9jj4jyb9ey,1,44.8,4.7,2023-01-15T15:46:19.419Z,2023-01-15T15:46:26Z,3980104667,212,17.9,3980104665,141,28.9,3980104663,140,38.2,3980104669,213,2.0,3980104661,56,Back,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785323,476,1,1,45,42,vaikl8nl7hdr4y9jj4jyb9ey,1,53.3,42.2,2023-01-15T15:46:26.363Z,2023-01-15T15:46:28Z,3980104851,212,11.7,3980104849,141,50.3,3980104845,56,Back,3980104847,140,43.5,3980104853,213,2.7,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785351,477,1,1,45,44,vaikl8nl7hdr4y9jj4jyb9ey,1,43.5,50.3,2023-01-15T15:46:28.300Z,2023-01-15T15:46:30Z,3980104969,141,73.0,3980104973,213,1.4,3980104971,212,15.6,3980104965,56,Back,3980104967,140,45.5,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785397,478,1,1,45,46,vaikl8nl7hdr4y9jj4jyb9ey,1,45.5,73,2023-01-15T15:46:30.412Z,2023-01-15T15:46:34Z,3980105211,140,43.9,3980105215,212,11.7,3980105209,56,Back,3980105217,213,4.6,3980105213,141,56.0,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785437,479,1,1,45,51,vaikl8nl7hdr4y9jj4jyb9ey,1,46.2,52.4,2023-01-15T15:46:34.587Z,2023-01-15T15:46:37Z,3980105423,140,46.4,3980105421,56,Back,3980105427,141,77.5,3980105431,212,17.1,3980105433,213,1.6,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785453,480,1,1,45,53,vaikl8nl7hdr4y9jj4jyb9ey,1,46.4,77.5,2023-01-15T15:46:37.082Z,2023-01-15T15:46:38Z,3980105515,140,59.0,3980105521,213,0.2,3980105517,141,82.0,3980105513,56,Left,3980105519,212,13.6,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785471,481,1,1,45,54,vaikl8nl7hdr4y9jj4jyb9ey,1,59,82,2023-01-15T15:46:38.076Z,2023-01-15T15:46:39Z,3980105619,212,15.7,3980105615,140,44.7,3980105617,141,75.4,3980105621,213,3.4,3980105613,56,Back,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785715,482,1,1,45,55,vaikl8nl7hdr4y9jj4jyb9ey,1,44.7,75.4,2023-01-15T15:46:39.051Z,2023-01-15T15:47:23Z,3980106833,213,4.7,3980106829,141,51.0,3980106827,140,44.1,3980106831,212,16.6,3980106825,56,Back,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785711,310,30,1,46,3,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T15:46:46.715Z,2023-01-15T15:50:06Z,3980106815,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785721,483,30,1,46,3,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T15:46:46.715Z,2023-01-15T15:46:56Z,3980106863,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796577,317,18,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:30.413Z,2023-01-15T16:02:31Z,3980165579,55,318,3980165533,42,,3980165537,59,28,3980165535,44,Midfielder,,,,,,,,,,,,,cgunamq8fn3bre2d3cimwh6cq,P. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796581,318,19,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:30.414Z,2023-01-15T17:01:00Z,3980165557,145,9,3980351437,293,3,3980165563,55,317,3980351435,292,9,3980165561,44,Forward,3980165553,42,,3980165559,59,18,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796637,319,18,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:36.765Z,2023-01-15T16:02:37Z,3980165835,42,,3980165837,44,Forward,3980165883,55,320,3980165839,59,8,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796641,320,19,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:36.766Z,2023-01-15T17:00:58Z,3980165861,55,319,3980165857,59,11,3980165855,145,11,3980165851,42,,3980165859,44,Defender,3980351373,293,2,3980351369,292,3,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796773,321,32,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:52.883Z,2023-01-15T16:02:53Z,3980166597,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796765,486,32,2,45,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T16:02:52.883Z,2023-01-15T16:02:53Z,3980166551,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796827,322,1,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,50.1,50.1,2023-01-15T16:02:52.983Z,2023-01-15T16:02:57Z,3980166811,279,S,3980166801,56,Back,3980166809,213,2.9,3980166803,140,21.7,3980166807,212,30.4,3980166805,141,59.1,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497798999,534,40,2,45,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-15T16:02:53.015Z,2023-01-15T16:07:19Z,3980179307,59,"1, 22, 23, 14, 5, 4, 8, 21, 20, 10, 11, 2, 3, 7, 9, 13, 15, 16, 18, 24, 27, 28",3980179303,30,"6h41rdmhfs08723t23zgi5vjd, 4trjsb4uoasjj3jwr77rh0k16, 10w88nr6r2nzxank4gv5gokbt, 8tux0w5del0ggtozbon3x92lm, 59k0w00mz9tbm2mehy6ix113p, 245eszqeqx2xeair8h5n4z8b9, 5nad4qgy5hlwfsm64mhkwadw5, dlbgel5sg62n5z89ev1tkusph, 79gb1aba3b9e3bht7frq0lqp6, 13hy7ggmnhfalmdqlbp6lzv11, dgkmt7f5k9oqruxzsi3x9em6t, d4gjsmv5dqgv9w2e115gh7kk5, 4vk1yd7zqaqapuejahqx7zi09, cq38p3rul6qi2tpvr077v8n6y, evfl561yy3cwa51hwnme6mifp, 4rs6pmptx7w4moy8ks2vyrff9, a5b2mmssttscc0k5rss87lhey, 9k9f6c1xb7kfaq3siophz7ca1, cp37td3qaw8oyf3mznoh45o15, 47wzwvf5ksv7kdivj9ra96l0p, 2zjmvlq2y7op9hex0l24pz9xw, sajxpypxygu608bx3j02yivo",3980179305,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3980179309,130,19,3980179313,194,59k0w00mz9tbm2mehy6ix113p,3980179311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497799383,359,40,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-15T16:02:53.399Z,2023-01-15T16:13:44Z,3980181567,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3980181575,194,5kio1iodx7cq9i9p9kql1nuuh,3980181565,30,"5zhcjr5kxyxd2jmq1wel3ug9h, 5xlqh4i9zb5daj4khs1mbbxpm, ev8an510kk4nb6dabnsa962tx, 5kio1iodx7cq9i9p9kql1nuuh, 24bz5vlm76nrqcnblyxfkt8x6, 2dsgmfs9crnzz3425si3m9uj9, 1cfjcoum4z07r1p3uyy2p9x49, 1nhju64j5loikn6t0j9m6au39, 3z91j68ij26ar4vifyqyp34k, 9742qffzdwiz9y3y7et40863t, 4ngzyppqh4iaqqy0vrynwz66s, 67i9jwkech61ihpglnmpzygvd, 31mhclmjwpn7zik6nphr4pwtm, ent5lfgq42d5ngi3ebyy7p1w5, 35uen906vvtndlnv3hrm5zo8a, hf67c0ip1chljjy1udsjpt2i, 4su6y0sg2fw9vvi8y5cjazk0k",3980181571,130,4,3980181573,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3980181569,59,"1, 11, 21, 7, 4, 19, 15, 20, 18, 12, 16, 9, 14, 22, 23, 24, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796841,323,1,2,45,4,djz9e25b9zuiu5rmv1zha3i6f,1,22.4,60.5,2023-01-15T16:02:57.585Z,2023-01-15T16:03:00Z,3980166907,213,3.8,3980166903,141,41.9,3980166905,212,20.8,3980166901,140,6.7,3980166899,56,Back,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796861,324,1,2,45,7,djz9e25b9zuiu5rmv1zha3i6f,0,6.7,41.9,2023-01-15T16:03:00.162Z,2023-01-15T16:03:03Z,3980167041,56,Center,3980167043,140,60.7,3980167051,1,,3980167049,213,0.2,3980167039,155,,3980167047,212,58.2,3980167045,141,61.5,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796863,487,49,2,45,10,vaikl8nl7hdr4y9jj4jyb9ey,1,35.2,38.9,2023-01-15T16:03:03.331Z,2023-01-15T16:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796897,488,1,2,45,10,vaikl8nl7hdr4y9jj4jyb9ey,1,35.2,38.9,2023-01-15T16:03:03.378Z,2023-01-15T16:03:06Z,3980167265,213,0.8,3980167259,140,44.6,3980167257,56,Back,3980167263,212,13.6,3980167261,141,52.7,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796899,489,49,2,45,11,vaikl8nl7hdr4y9jj4jyb9ey,1,44.6,52.7,2023-01-15T16:03:04.562Z,2023-01-15T16:03:13Z,,,,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796917,490,1,2,45,11,vaikl8nl7hdr4y9jj4jyb9ey,1,44.6,52.7,2023-01-15T16:03:04.803Z,2023-01-15T16:03:14Z,3980167361,56,Center,3980167357,155,,3980167369,213,5.6,3980167363,140,54.2,3980167365,141,40.7,3980167367,212,13.0,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796923,491,1,2,45,12,vaikl8nl7hdr4y9jj4jyb9ey,0,53.4,42.3,2023-01-15T16:03:05.859Z,2023-01-15T16:03:15Z,3980167391,3,,3980167403,213,5.2,3980167397,140,58.4,3980167393,168,,3980167395,56,Center,3980167399,141,28.1,3980167401,212,11.0,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796937,325,49,2,45,16,djz9e25b9zuiu5rmv1zha3i6f,1,42.2,69.6,2023-01-15T16:03:09.105Z,2023-01-15T16:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796949,326,1,2,45,16,djz9e25b9zuiu5rmv1zha3i6f,1,42.2,69.6,2023-01-15T16:03:09.665Z,2023-01-15T16:03:11Z,3980167553,213,1.0,3980167547,140,49.7,3980167545,56,Back,3980167551,212,15.4,3980167549,141,89.1,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796971,327,1,2,45,18,djz9e25b9zuiu5rmv1zha3i6f,1,48.4,89.7,2023-01-15T16:03:11.345Z,2023-01-15T16:03:14Z,3980167667,140,39.3,3980167665,56,Back,3980167671,212,16.8,3980167673,213,4.1,3980167669,141,69.3,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797023,328,1,2,45,21,djz9e25b9zuiu5rmv1zha3i6f,1,38.9,69.3,2023-01-15T16:03:14.033Z,2023-01-15T16:03:20Z,3980167991,213,1.4,3980167983,56,Back,3980167989,212,18.9,3980167985,140,42.4,3980167987,141,96.5,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797035,329,1,2,45,27,djz9e25b9zuiu5rmv1zha3i6f,1,35.8,84.1,2023-01-15T16:03:20.497Z,2023-01-15T16:03:22Z,3980168053,213,2.7,3980168045,56,Back,3980168047,140,23.5,3980168049,141,93.5,3980168051,212,14.4,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797045,330,1,2,45,29,djz9e25b9zuiu5rmv1zha3i6f,1,23.5,93.5,2023-01-15T16:03:22.225Z,2023-01-15T16:03:23Z,3980168113,141,78.2,3980168117,213,5.3,3980168115,212,12.7,3980168109,56,Back,3980168111,140,30.5,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797063,331,1,2,45,30,djz9e25b9zuiu5rmv1zha3i6f,1,30.5,78.2,2023-01-15T16:03:23.617Z,2023-01-15T16:03:26Z,3980168201,56,Back,3980168211,213,4.0,3980168203,140,14.7,3980168207,141,52.4,3980168209,212,24.1,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797095,332,1,2,45,33,djz9e25b9zuiu5rmv1zha3i6f,0,14.7,52.4,2023-01-15T16:03:25.921Z,2023-01-15T16:03:31Z,3980168395,141,64.3,3980168397,212,46.7,3980168391,56,Center,3980168393,140,58.5,3980168401,1,,3980168399,213,0.2,3980168389,157,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797083,492,44,2,45,37,vaikl8nl7hdr4y9jj4jyb9ey,1,43.4,40.7,2023-01-15T16:03:30.034Z,2023-01-15T16:03:32Z,3980168317,285,,3980168315,56,Back,3980168415,233,333,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797097,333,44,2,45,37,djz9e25b9zuiu5rmv1zha3i6f,0,56.6,59.3,2023-01-15T16:03:30.035Z,2023-01-15T16:03:32Z,3980168425,233,492,3980168407,286,,3980168405,56,Center,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797091,493,1,2,45,37,vaikl8nl7hdr4y9jj4jyb9ey,1,45.3,45.7,2023-01-15T16:03:30.146Z,2023-01-15T16:03:31Z,3980168377,212,10.1,3980168375,141,44.3,3980168371,56,Center,3980168369,3,,3980168379,213,6.2,3980168373,140,54.9,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797107,494,1,2,45,38,vaikl8nl7hdr4y9jj4jyb9ey,1,54.9,44.3,2023-01-15T16:03:30.978Z,2023-01-15T16:03:32Z,3980168463,141,53.1,3980168455,3,,3980168457,168,,3980168461,140,57.7,3980168465,212,6.7,3980168467,213,1.1,3980168459,56,Center,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797109,495,49,2,45,39,vaikl8nl7hdr4y9jj4jyb9ey,1,57.7,53.1,2023-01-15T16:03:32.242Z,2023-01-15T16:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797113,496,1,2,45,39,vaikl8nl7hdr4y9jj4jyb9ey,1,57.7,53.1,2023-01-15T16:03:32.289Z,2023-01-15T16:03:33Z,3980168487,56,Back,3980168495,213,3.0,3980168491,141,55.2,3980168493,212,9.6,3980168489,140,48.7,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797123,497,1,2,45,40,vaikl8nl7hdr4y9jj4jyb9ey,1,48.7,55.2,2023-01-15T16:03:33.410Z,2023-01-15T16:03:34Z,3980168561,140,63.6,3980168565,212,17.0,3980168567,213,0.4,3980168563,141,65.1,3980168559,56,Center,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797133,498,1,2,45,41,vaikl8nl7hdr4y9jj4jyb9ey,0,63.6,65.1,2023-01-15T16:03:34.866Z,2023-01-15T16:03:36Z,3980168643,212,15.0,3980168645,213,3.9,3980168637,56,Center,3980168641,141,49.4,3980168639,140,53.6,3980168683,156,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797147,334,49,2,45,44,djz9e25b9zuiu5rmv1zha3i6f,1,48.2,51.8,2023-01-15T16:03:37.104Z,2023-01-15T16:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797191,335,1,2,45,45,djz9e25b9zuiu5rmv1zha3i6f,1,47.3,50.7,2023-01-15T16:03:37.905Z,2023-01-15T16:03:42Z,3980168981,141,30.7,3980168977,56,Back,3980168983,212,13.7,3980168985,213,4.6,3980168979,140,45.9,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797235,336,1,2,45,49,djz9e25b9zuiu5rmv1zha3i6f,1,45.8,40,2023-01-15T16:03:42.321Z,2023-01-15T16:03:47Z,3980169185,56,Back,3980169195,1,,3980169187,140,47.5,3980169191,212,32.3,3980169193,213,1.5,3980169189,141,87.4,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797269,337,1,2,45,54,djz9e25b9zuiu5rmv1zha3i6f,1,47.5,87.2,2023-01-15T16:03:47.633Z,2023-01-15T16:03:50Z,3980169387,213,0.2,3980169383,141,93.3,3980169385,212,24.9,3980169379,56,Left,3980169381,140,70.9,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797281,338,1,2,45,57,djz9e25b9zuiu5rmv1zha3i6f,0,71.6,91.7,2023-01-15T16:03:50.608Z,2023-01-15T16:03:52Z,3980169461,213,5.5,3980169463,1,,3980169457,141,55.7,3980169455,140,97.4,3980169459,212,36.5,3980169453,56,Center,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797277,499,52,2,45,58,vaikl8nl7hdr4y9jj4jyb9ey,1,4.3,49.7,2023-01-15T16:03:51.873Z,2023-01-15T16:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797427,500,1,2,46,11,vaikl8nl7hdr4y9jj4jyb9ey,1,8.4,55.8,2023-01-15T16:04:04.545Z,2023-01-15T16:04:07Z,3980170237,141,16.4,3980170235,140,13.6,3980170241,213,4.9,3980170231,123,,3980170233,56,Back,3980170239,212,27.3,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,
