id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2514966841,619,74,2,68,33,b9ecgxh884j2ugjrxwvpym192,1,93,7.9,2023-03-04T12:26:39.251Z,2023-03-04T12:26:41Z,4070495423,285,,4070495475,233,660,4070495419,56,Right,,,,,,,,,,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514966859,620,5,2,68,35,b9ecgxh884j2ugjrxwvpym192,0,101.4,14.1,2023-03-04T12:26:41.494Z,2023-03-04T13:02:41Z,4070495525,56,Right,4070593369,233,662,4070601255,346,,,,,,,,,,,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967201,662,5,2,68,35,1azk57wev30h044w949j46kpu,1,-1.4,85.9,2023-03-04T12:26:41.494Z,2023-03-04T13:02:41Z,4070601237,346,,4070593349,233,620,4070497007,56,Back,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967107,661,43,2,68,39,1azk57wev30h044w949j46kpu,1,0,0,2023-03-04T12:26:45.442Z,2023-03-04T12:27:15Z,4070497367,144,5,4070496589,233,620,4070496565,56,Back,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967235,663,1,2,69,3,1azk57wev30h044w949j46kpu,1,5,63,2023-03-04T12:27:09.249Z,2023-03-04T12:27:10Z,4070497177,124,,4070497185,212,17.2,4070497191,237,,4070497179,56,Back,4070497187,213,0.9,4070497181,140,15.1,4070497183,141,83.0,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967243,664,1,2,69,4,1azk57wev30h044w949j46kpu,0,15.1,83,2023-03-04T12:27:10.708Z,2023-03-04T12:27:12Z,4070497249,213,0.1,4070497245,141,86.0,4070497239,157,,4070497247,212,26.4,4070497251,1,,4070497241,56,Back,4070497243,140,40.2,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967255,622,8,2,69,7,b9ecgxh884j2ugjrxwvpym192,1,61.3,18.3,2023-03-04T12:27:13.271Z,2023-03-04T12:27:13Z,4070497285,56,Right,,,,,,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967281,623,49,2,69,9,b9ecgxh884j2ugjrxwvpym192,1,68.6,14.9,2023-03-04T12:27:15.303Z,2023-03-04T12:27:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967283,624,1,2,69,9,b9ecgxh884j2ugjrxwvpym192,1,68.6,14.9,2023-03-04T12:27:15.397Z,2023-03-04T12:27:16Z,4070497371,140,60.4,4070497377,213,2.2,4070497373,141,30.9,4070497369,56,Center,4070497375,212,13.9,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967291,625,1,2,69,9,b9ecgxh884j2ugjrxwvpym192,0,60.3,30.9,2023-03-04T12:27:16.117Z,2023-03-04T12:27:17Z,4070497417,140,72.8,4070497419,141,53.4,4070497421,212,20.2,4070497415,56,Center,4070497423,213,0.9,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967297,665,49,2,69,11,1azk57wev30h044w949j46kpu,1,23.6,35.6,2023-03-04T12:27:17.379Z,2023-03-04T12:27:17Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967315,666,61,2,69,11,1azk57wev30h044w949j46kpu,0,22.8,37.3,2023-03-04T12:27:17.994Z,2023-03-04T13:02:32Z,4070497537,56,Back,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967331,626,1,2,69,12,b9ecgxh884j2ugjrxwvpym192,1,71.4,52.4,2023-03-04T12:27:18.421Z,2023-03-04T12:27:20Z,4070497593,56,Center,4070497599,212,8.7,4070497601,213,3.2,4070497595,140,63.1,4070497597,141,51.3,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967345,627,1,2,69,14,b9ecgxh884j2ugjrxwvpym192,1,61.9,54.8,2023-03-04T12:27:20.165Z,2023-03-04T12:27:21Z,4070497639,140,64.3,4070497645,213,1.3,4070497637,56,Center,4070497643,212,10.4,4070497641,141,69.6,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967355,628,1,2,69,16,b9ecgxh884j2ugjrxwvpym192,1,63.2,66.6,2023-03-04T12:27:22.757Z,2023-03-04T12:27:23Z,4070497703,141,55.4,4070497699,56,Center,4070497701,140,61.4,4070497707,213,4.5,4070497705,212,7.8,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967363,629,1,2,69,17,b9ecgxh884j2ugjrxwvpym192,0,61.1,56.7,2023-03-04T12:27:23.813Z,2023-03-04T12:27:24Z,4070497729,56,Center,4070497737,213,6.0,4070497731,140,75.3,4070497733,141,50.9,4070497735,212,15.4,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967395,667,1,2,69,19,1azk57wev30h044w949j46kpu,0,23.9,41.2,2023-03-04T12:27:25.604Z,2023-03-04T12:27:27Z,4070497861,157,,4070497863,56,Center,4070497873,1,,4070497869,212,48.0,4070497865,140,63.6,4070497871,213,0.5,4070497867,141,76.1,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967427,630,49,2,69,24,b9ecgxh884j2ugjrxwvpym192,1,30.6,15.5,2023-03-04T12:27:30.454Z,2023-03-04T12:27:30Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967473,631,1,2,69,26,b9ecgxh884j2ugjrxwvpym192,1,33.7,18,2023-03-04T12:27:32.870Z,2023-03-04T12:27:34Z,4070498177,56,Back,4070498185,213,1.4,4070498179,140,34.7,4070498181,141,26.5,4070498183,212,5.9,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967507,632,1,2,69,28,b9ecgxh884j2ugjrxwvpym192,1,33.6,29.4,2023-03-04T12:27:34.453Z,2023-03-04T12:27:38Z,4070498345,212,19.6,4070498347,213,2.4,4070498341,140,19.5,4070498339,56,Back,4070498343,141,48.2,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967583,633,1,2,69,31,b9ecgxh884j2ugjrxwvpym192,1,19,51,2023-03-04T12:27:37.990Z,2023-03-04T12:27:51Z,4070498753,56,Back,4070498757,141,78.5,4070498755,140,24.0,4070498759,212,19.4,4070498761,213,1.3,,,,,,,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967587,634,1,2,69,38,b9ecgxh884j2ugjrxwvpym192,0,31.4,88.9,2023-03-04T12:27:45.047Z,2023-03-04T13:02:26Z,4070498793,1,,4070498789,212,40.3,4070498791,213,6.2,4070498785,140,69.7,4070498787,141,86.0,4070498781,155,,4070498783,56,Left,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967577,669,8,2,69,40,1azk57wev30h044w949j46kpu,1,17,3.7,2023-03-04T12:27:46.594Z,2023-03-04T12:27:46Z,4070498729,56,Back,,,,,,,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967607,635,5,2,69,42,b9ecgxh884j2ugjrxwvpym192,1,79.1,101.2,2023-03-04T12:27:48.241Z,2023-03-04T12:59:00Z,4070498897,347,,4070498925,233,670,4070498895,56,Left,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967593,670,5,2,69,42,1azk57wev30h044w949j46kpu,0,20.9,-1.2,2023-03-04T12:27:48.241Z,2023-03-04T12:27:52Z,4070498951,233,635,4070498813,347,,4070498811,56,Back,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967683,636,1,2,69,49,b9ecgxh884j2ugjrxwvpym192,1,77.9,100,2023-03-04T12:27:55.989Z,2023-03-04T12:27:59Z,4070499283,141,76.3,4070499281,140,79.3,4070499285,212,17.1,4070499277,107,,4070499279,56,Center,4070499287,213,4.8,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967705,637,1,2,69,53,b9ecgxh884j2ugjrxwvpym192,0,79.6,80.2,2023-03-04T12:27:59.221Z,2023-03-04T12:28:02Z,4070499367,56,Center,4070499369,140,96.5,4070499373,212,18.5,4070499365,155,,4070499371,141,72.7,4070499375,213,6.0,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967799,671,12,2,69,58,1azk57wev30h044w949j46kpu,1,3.6,33.5,2023-03-04T12:28:04.369Z,2023-03-04T12:28:07Z,4070499687,140,9.6,4070499689,141,9.4,4070499693,213,5.1,4070499685,56,Back,4070499691,212,17.6,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967763,638,61,2,69,58,b9ecgxh884j2ugjrxwvpym192,0,87.7,91.4,2023-03-04T12:28:04.837Z,2023-03-04T12:28:04Z,4070499611,56,Left,,,,,,,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967817,639,3,2,70,0,b9ecgxh884j2ugjrxwvpym192,1,92.2,86,2023-03-04T12:28:06.438Z,2023-03-04T12:28:09Z,4070499771,233,673,4070499757,56,Left,4070499761,286,,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967811,673,45,2,70,0,1azk57wev30h044w949j46kpu,0,7.8,14,2023-03-04T12:28:06.438Z,2023-03-04T12:28:09Z,4070499741,56,Back,4070499743,285,,4070499781,233,639,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967803,672,61,2,70,1,1azk57wev30h044w949j46kpu,0,6,11.9,2023-03-04T12:28:07.697Z,2023-03-04T12:28:08Z,4070499709,56,Back,,,,,,,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967851,640,1,2,70,2,b9ecgxh884j2ugjrxwvpym192,0,93.3,87.8,2023-03-04T12:28:08.821Z,2023-03-04T12:28:12Z,4070499911,213,4.7,4070499907,141,49.9,4070499909,212,25.8,4070499905,140,92.2,4070499901,155,,4070499899,2,,4070499903,56,Center,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967881,641,61,2,70,5,b9ecgxh884j2ugjrxwvpym192,0,77.1,66.7,2023-03-04T12:28:11.358Z,2023-03-04T13:02:19Z,4070500033,56,Center,,,,,,,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967877,674,12,2,70,6,1azk57wev30h044w949j46kpu,1,7.3,58.1,2023-03-04T12:28:12.757Z,2023-03-04T12:28:15Z,4070500013,212,20.6,4070500017,213,5.2,4070500007,140,15.9,4070500005,56,Back,4070500009,141,30.8,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967893,675,1,2,70,9,1azk57wev30h044w949j46kpu,1,15.9,30.8,2023-03-04T12:28:15.169Z,2023-03-04T12:28:18Z,4070500091,213,0.3,4070500085,140,28.9,4070500089,212,14.4,4070500083,56,Back,4070500087,141,37.6,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967901,676,1,2,70,10,1azk57wev30h044w949j46kpu,0,28.9,37.6,2023-03-04T12:28:16.241Z,2023-03-04T13:02:06Z,4070500133,212,6.7,4070500129,140,34.5,4070500131,141,42.4,4070500135,213,0.5,4070500127,56,Back,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967937,642,1,2,70,12,b9ecgxh884j2ugjrxwvpym192,1,73,52.7,2023-03-04T12:28:18.149Z,2023-03-04T12:28:22Z,4070500333,56,Center,4070500341,213,4.4,4070500337,141,43.6,4070500335,140,71.1,4070500339,212,6.5,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967955,643,1,2,70,16,b9ecgxh884j2ugjrxwvpym192,1,69.7,35.4,2023-03-04T12:28:22.149Z,2023-03-04T12:28:24Z,4070500435,212,18.8,4070500437,213,4.6,4070500429,56,Right,4070500431,140,67.6,4070500433,141,7.9,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514967971,644,1,2,70,17,b9ecgxh884j2ugjrxwvpym192,0,70.6,6.5,2023-03-04T12:28:23.845Z,2023-03-04T12:28:25Z,4070500521,212,32.0,4070500525,213,1.3,4070500513,140,77.9,4070500529,1,,4070500517,141,52.2,4070500511,56,Center,4070500507,2,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968001,677,8,2,70,21,1azk57wev30h044w949j46kpu,1,19.6,49.3,2023-03-04T12:28:28.066Z,2023-03-04T12:28:28Z,4070500665,56,Back,,,,,,,,,,,,,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968043,678,1,2,70,23,1azk57wev30h044w949j46kpu,1,37.5,48.8,2023-03-04T12:28:29.569Z,2023-03-04T12:28:30Z,4070500843,140,31.1,4070500841,56,Back,4070500845,141,41.2,4070500849,213,3.8,4070500847,212,8.5,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968045,679,49,2,70,24,1azk57wev30h044w949j46kpu,1,31.1,41.2,2023-03-04T12:28:30.643Z,2023-03-04T12:28:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968057,680,1,2,70,24,1azk57wev30h044w949j46kpu,0,31.1,41.2,2023-03-04T12:28:30.977Z,2023-03-04T12:28:32Z,4070500907,213,6.0,4070500901,140,54.8,4070500899,56,Center,4070500903,141,31.4,4070500905,212,25.8,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968081,645,49,2,70,29,b9ecgxh884j2ugjrxwvpym192,1,36.2,85.9,2023-03-04T12:28:35.196Z,2023-03-04T12:28:35Z,,,,,,,,,,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968115,646,1,2,70,29,b9ecgxh884j2ugjrxwvpym192,1,36.5,87.1,2023-03-04T12:28:35.701Z,2023-03-04T12:28:38Z,4070501115,141,72.9,4070501119,213,4.2,4070501113,140,31.1,4070501117,212,11.2,4070501111,56,Back,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968155,647,1,2,70,32,b9ecgxh884j2ugjrxwvpym192,1,30.4,69.9,2023-03-04T12:28:38.485Z,2023-03-04T12:28:43Z,4070501287,56,Back,4070501293,212,21.7,4070501289,140,25.1,4070501291,141,39.1,4070501295,213,4.5,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968191,648,1,2,70,37,b9ecgxh884j2ugjrxwvpym192,1,42.8,28,2023-03-04T12:28:43.765Z,2023-03-04T12:28:47Z,4070501473,56,Center,4070501477,141,25.2,4070501475,140,63.6,4070501481,213,6.2,4070501479,212,21.9,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968227,649,1,2,70,40,b9ecgxh884j2ugjrxwvpym192,1,63,19.7,2023-03-04T12:28:46.885Z,2023-03-04T12:28:49Z,4070501639,140,72.7,4070501645,213,5.5,4070501637,56,Right,4070501643,212,14.5,4070501641,141,4.6,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968255,650,1,2,70,42,b9ecgxh884j2ugjrxwvpym192,0,70.1,5.3,2023-03-04T12:28:49.093Z,2023-03-04T12:28:52Z,4070501779,56,Right,4070501787,213,0.2,4070501781,140,92.0,4070501783,141,12.5,4070501785,212,23.5,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968273,681,49,2,70,47,1azk57wev30h044w949j46kpu,1,9.2,93.5,2023-03-04T12:28:53.266Z,2023-03-04T12:28:53Z,,,,,,,,,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968353,682,1,2,70,47,1azk57wev30h044w949j46kpu,1,9.1,93.5,2023-03-04T12:28:53.873Z,2023-03-04T12:29:00Z,4070502253,141,97.4,4070502251,140,25.5,4070502257,213,0.2,4070502249,56,Back,4070502255,212,17.4,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968355,683,43,2,70,52,1azk57wev30h044w949j46kpu,1,0,0,2023-03-04T12:28:58.676Z,2023-03-04T12:29:18Z,4070502263,285,0,4070502967,144,3,4070502275,233,651,4070502261,56,Back,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968495,684,4,2,70,52,1azk57wev30h044w949j46kpu,1,25,95.4,2023-03-04T12:28:58.676Z,2023-03-04T12:54:09Z,4070585053,233,651,4070502897,13,,4070502909,285,,4070502905,152,,4070502901,56,Back,4070502907,265,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968333,651,4,2,70,52,b9ecgxh884j2ugjrxwvpym192,0,75,4.6,2023-03-04T12:28:58.677Z,2023-03-04T12:54:10Z,4070502173,56,Right,4070502959,13,,4070502961,152,,4070502963,265,,4070585081,233,684,4070502177,286,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968345,652,43,2,70,53,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T12:28:59.572Z,2023-03-04T12:29:13Z,4070502211,56,Right,4070502213,347,0,4070502819,144,5,,,,,,,,,,,,,,,,f6dtaackj9nd3ngnvs5nq0o9,S. Hagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968551,685,1,2,71,13,1azk57wev30h044w949j46kpu,0,26,95.9,2023-03-04T12:29:20.050Z,2023-03-04T12:29:24Z,4070503227,212,41.8,4070503225,141,93.0,4070503229,213,6.2,4070503223,140,65.8,4070503215,5,,4070503221,56,Left,4070503219,152,,4070503217,157,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,4070503231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968549,653,44,2,71,16,b9ecgxh884j2ugjrxwvpym192,1,39.6,9.8,2023-03-04T12:29:22.596Z,2023-03-04T12:29:24Z,4070503213,285,,4070503269,233,686,4070503211,56,Back,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968557,686,44,2,71,16,1azk57wev30h044w949j46kpu,0,60.4,90.2,2023-03-04T12:29:22.597Z,2023-03-04T12:29:24Z,4070503259,56,Left,4070503261,286,,4070503273,233,653,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968553,654,1,2,71,16,b9ecgxh884j2ugjrxwvpym192,0,44.8,11.6,2023-03-04T12:29:23.109Z,2023-03-04T12:29:24Z,4070503241,141,0.0,4070503239,140,50.6,4070503243,212,10.6,4070503235,3,,4070503237,56,Right,4070503245,213,5.3,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968565,655,5,2,71,18,b9ecgxh884j2ugjrxwvpym192,0,52.8,-1,2023-03-04T12:29:24.342Z,2023-03-04T12:29:41Z,4070503945,233,687,4070503291,347,,4070503289,56,Right,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968689,687,5,2,71,18,1azk57wev30h044w949j46kpu,1,47.2,101,2023-03-04T12:29:24.342Z,2023-03-04T12:59:00Z,4070503915,347,,4070503913,56,Back,4070503925,233,655,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968721,688,1,2,71,34,1azk57wev30h044w949j46kpu,1,49.6,100,2023-03-04T12:29:40.417Z,2023-03-04T12:29:43Z,4070504031,56,Left,4070504033,140,62.2,4070504039,213,6.1,4070504035,141,97.1,4070504029,107,,4070504037,212,13.6,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968731,689,1,2,71,36,1azk57wev30h044w949j46kpu,1,62.2,97.1,2023-03-04T12:29:42.961Z,2023-03-04T12:29:44Z,4070504119,212,24.0,4070504121,213,3.1,4070504115,140,39.3,4070504117,141,97.7,4070504113,56,Back,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968777,690,1,2,71,38,1azk57wev30h044w949j46kpu,0,39.3,97.7,2023-03-04T12:29:44.499Z,2023-03-04T12:29:48Z,4070504313,157,,4070504325,1,,4070504317,140,87.2,4070504323,213,5.9,4070504315,56,Center,4070504321,212,53.9,4070504319,141,69.2,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968779,656,52,2,71,42,b9ecgxh884j2ugjrxwvpym192,1,8.4,32.7,2023-03-04T12:29:48.516Z,2023-03-04T12:29:48Z,,,,,,,,,,,,,,,,,,,,,,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968871,657,43,2,71,52,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T12:29:58.212Z,2023-03-04T12:30:00Z,4070504797,141,34.3,4070504799,212,0,4070504801,213,3.1,4070504795,140,8.2,4070504791,123,0,4070504835,144,1,4070504793,56,Back,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968875,658,80,2,71,52,b9ecgxh884j2ugjrxwvpym192,0,8.2,34.3,2023-03-04T12:29:58.516Z,2023-03-04T12:29:58Z,,,,,,,,,,,,,,,,,,,,,,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968905,659,1,2,71,55,b9ecgxh884j2ugjrxwvpym192,0,12.6,38.3,2023-03-04T12:30:01.989Z,2023-03-04T12:30:03Z,4070504909,56,Center,4070504913,141,34.8,4070504907,155,,4070504911,140,59.3,4070504915,212,49.1,4070504919,1,,4070504917,213,6.2,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514968933,691,1,2,71,57,1azk57wev30h044w949j46kpu,0,27.4,66.5,2023-03-04T12:30:03.792Z,2023-03-04T12:30:06Z,4070505057,213,5.8,4070505049,56,Back,4070505055,212,8.5,4070505047,3,,4070505053,141,60.5,4070505051,140,34.5,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
