id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId
2524426069,6,1,1,0,33,djz9e25b9zuiu5rmv1zha3i6f,0,15.8,93.5,2023-03-25T15:01:54.297Z,2023-03-25T15:01:55Z,4122794229,155,,4122794243,212,3.7,4122794235,140,19.3,4122794245,213,6.2,4122794233,56,Back,4122794239,141,93.2,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426081,6,61,1,0,34,1qoqz1tyay060cj5aha7rt1lp,1,72.3,5.3,2023-03-25T15:01:55.146Z,2023-03-25T15:01:55Z,4122794269,56,Right,,,,,,,,,,,,,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426123,7,49,1,0,38,1qoqz1tyay060cj5aha7rt1lp,1,30.4,9.7,2023-03-25T15:01:59.090Z,2023-03-25T15:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426183,8,1,1,0,39,1qoqz1tyay060cj5aha7rt1lp,1,26.6,16.8,2023-03-25T15:01:59.923Z,2023-03-25T15:02:03Z,4122794739,212,31.0,4122794743,213,2.3,4122794735,140,6.1,4122794737,141,49.6,4122794733,56,Back,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426233,9,1,1,0,43,1qoqz1tyay060cj5aha7rt1lp,0,8.4,44.2,2023-03-25T15:02:03.810Z,2023-03-25T15:02:11Z,4122794943,1,,4122794935,140,68.6,4122794931,157,,4122794939,212,65.5,4122794941,213,0.3,4122794937,141,69.3,4122794933,56,Center,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426251,7,1,1,0,46,djz9e25b9zuiu5rmv1zha3i6f,1,20.3,31.8,2023-03-25T15:02:06.978Z,2023-03-25T15:02:09Z,4122795051,141,19.7,4122795047,56,Back,4122795055,213,5.3,4122795049,140,25.5,4122795053,212,9.9,,,,,,,,,,ent5lfgq42d5ngi3ebyy7p1w5,Matilde Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426259,8,49,1,0,48,djz9e25b9zuiu5rmv1zha3i6f,1,25.5,19.7,2023-03-25T15:02:08.867Z,2023-03-25T15:02:09Z,,,,,,,,,,,,,,,,,,,,,,,,,31mhclmjwpn7zik6nphr4pwtm,L. León,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426283,9,3,1,0,48,djz9e25b9zuiu5rmv1zha3i6f,1,35.3,12.8,2023-03-25T15:02:09.299Z,2023-03-25T15:02:11Z,4122795207,56,Back,4122795273,233,10,4122795277,286,,,,,,,,,,,,,,,,,31mhclmjwpn7zik6nphr4pwtm,L. León,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426289,10,45,1,0,48,1qoqz1tyay060cj5aha7rt1lp,0,64.7,87.2,2023-03-25T15:02:09.299Z,2023-03-25T15:02:12Z,4122795283,233,9,4122795239,285,,4122795237,56,Left,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426317,10,1,1,0,50,djz9e25b9zuiu5rmv1zha3i6f,1,43.6,7.4,2023-03-25T15:02:11.163Z,2023-03-25T15:02:13Z,4122795391,213,0.6,4122795383,56,Right,4122795387,141,17.4,4122795385,140,52.3,4122795389,212,11.4,,,,,,,,,,31mhclmjwpn7zik6nphr4pwtm,L. León,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426325,11,50,1,0,52,djz9e25b9zuiu5rmv1zha3i6f,1,55.1,14.2,2023-03-25T15:02:12.915Z,2023-03-25T15:02:15Z,4122795543,233,11,4122795431,286,,4122795429,56,Right,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426335,11,7,1,0,52,1qoqz1tyay060cj5aha7rt1lp,0,44.9,85.8,2023-03-25T15:02:12.916Z,2023-03-25T15:02:15Z,4122795455,285,,4122795453,56,Back,4122795531,233,11,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426361,12,1,1,0,55,djz9e25b9zuiu5rmv1zha3i6f,0,60.6,35.4,2023-03-25T15:02:16.249Z,2023-03-25T15:02:19Z,4122795725,286,,4122795575,212,2.5,4122795721,233,12,4122795719,236,,4122795571,140,61.7,4122795577,213,1.1,4122795573,141,38.6,4122795569,56,Center,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426371,12,74,1,0,55,1qoqz1tyay060cj5aha7rt1lp,1,37.8,62.4,2023-03-25T15:02:16.250Z,2023-03-25T15:05:50Z,4122795625,56,Back,4122795727,233,12,4122795629,285,,,,,,,,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426403,13,49,1,0,59,1qoqz1tyay060cj5aha7rt1lp,1,44.8,49,2023-03-25T15:02:19.666Z,2023-03-25T15:02:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426443,14,1,1,0,59,1qoqz1tyay060cj5aha7rt1lp,1,44.3,49.3,2023-03-25T15:02:19.970Z,2023-03-25T15:02:22Z,4122795985,140,45.3,4122795989,212,8.6,4122795991,213,1.4,4122795987,141,61.8,4122795983,56,Back,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426485,15,1,1,1,2,1qoqz1tyay060cj5aha7rt1lp,1,45.3,61.8,2023-03-25T15:02:22.866Z,2023-03-25T15:02:25Z,4122796167,140,29.8,4122796169,141,43.1,4122796173,213,3.8,4122796171,212,20.7,4122796165,56,Back,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426535,16,1,1,1,5,1qoqz1tyay060cj5aha7rt1lp,1,31.2,29.4,2023-03-25T15:02:25.698Z,2023-03-25T15:02:29Z,4122796383,213,5.0,4122796381,212,17.5,4122796377,140,35.7,4122796379,141,4.6,4122796375,56,Back,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426623,17,1,1,1,9,1qoqz1tyay060cj5aha7rt1lp,1,35,11,2023-03-25T15:02:29.811Z,2023-03-25T15:02:35Z,4122796813,1,,4122796807,141,61.7,4122796803,56,Back,4122796809,212,35.4,4122796811,213,1.8,4122796805,140,27.4,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426669,18,1,1,1,15,1qoqz1tyay060cj5aha7rt1lp,1,29.8,60.9,2023-03-25T15:02:35.442Z,2023-03-25T15:02:38Z,4122797037,140,28.4,4122797039,141,36.7,4122797041,212,16.5,4122797043,213,4.6,4122797035,56,Back,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426697,19,1,1,1,18,1qoqz1tyay060cj5aha7rt1lp,0,29.5,20.9,2023-03-25T15:02:38.627Z,2023-03-25T15:02:41Z,4122797169,141,12.0,4122797173,213,5.5,4122797171,212,8.5,4122797167,140,35.2,4122797165,56,Back,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426693,13,8,1,1,20,djz9e25b9zuiu5rmv1zha3i6f,1,65.3,94.8,2023-03-25T15:02:40.412Z,2023-03-25T15:02:40Z,4122797153,56,Left,,,,,,,,,,,,,,,,,,,,,,67i9jwkech61ihpglnmpzygvd,Laurina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426711,14,5,1,1,20,djz9e25b9zuiu5rmv1zha3i6f,0,62.3,101,2023-03-25T15:02:41.293Z,2023-03-25T15:02:42Z,4122797213,56,Left,4122797215,347,,4122797339,233,20,,,,,,,,,,,,,,,,67i9jwkech61ihpglnmpzygvd,Laurina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426731,20,5,1,1,20,1qoqz1tyay060cj5aha7rt1lp,1,37.7,-1,2023-03-25T15:02:41.293Z,2023-03-25T15:05:54Z,4122797281,347,,4122797313,233,14,4122797279,56,Back,,,,,,,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426965,21,1,1,1,33,1qoqz1tyay060cj5aha7rt1lp,1,32.3,0,2023-03-25T15:02:54.259Z,2023-03-25T15:02:56Z,4122798445,56,Back,4122798453,213,1.7,4122798449,141,16.5,4122798443,107,,4122798447,140,31.0,4122798451,212,12.5,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427007,22,1,1,1,36,1qoqz1tyay060cj5aha7rt1lp,1,33.7,11.9,2023-03-25T15:02:56.580Z,2023-03-25T15:03:05Z,4122798653,141,26.4,4122798649,56,Center,4122798657,213,0.3,4122798647,155,,4122798651,140,62.4,4122798655,212,31.7,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427015,23,61,1,1,38,1qoqz1tyay060cj5aha7rt1lp,0,62.3,26.4,2023-03-25T15:02:59.298Z,2023-03-25T15:02:59Z,4122798693,56,Center,,,,,,,,,,,,,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427037,15,49,1,1,40,djz9e25b9zuiu5rmv1zha3i6f,1,26.9,64.3,2023-03-25T15:03:00.516Z,2023-03-25T15:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427259,16,1,1,1,46,djz9e25b9zuiu5rmv1zha3i6f,1,31.4,35.4,2023-03-25T15:03:06.548Z,2023-03-25T15:03:15Z,4122799817,155,,4122799827,213,6.0,4122799823,141,11.1,4122799825,212,63.2,4122799829,1,,4122799821,140,89.5,4122799819,56,Right,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427283,17,1,1,1,54,djz9e25b9zuiu5rmv1zha3i6f,0,97,14.3,2023-03-25T15:03:15.110Z,2023-03-25T15:03:38Z,4122799951,213,1.7,4122799947,141,49.9,4122799943,56,Center,4122799939,2,,4122799949,212,24.5,4122799941,155,,4122799945,140,93.6,,,,31mhclmjwpn7zik6nphr4pwtm,L. León,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427309,24,12,1,1,56,1qoqz1tyay060cj5aha7rt1lp,1,5.7,59.4,2023-03-25T15:03:17.181Z,2023-03-25T15:03:18Z,4122800079,141,71.1,4122800083,213,1.0,4122800081,212,9.3,4122800077,140,10.3,4122800075,56,Back,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427311,25,49,1,1,58,1qoqz1tyay060cj5aha7rt1lp,1,9.3,70.3,2023-03-25T15:03:18.723Z,2023-03-25T15:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427363,26,1,1,1,59,1qoqz1tyay060cj5aha7rt1lp,1,9.3,70.3,2023-03-25T15:03:19.940Z,2023-03-25T15:03:23Z,4122800355,1,,4122800351,212,39.3,4122800347,140,42.4,4122800343,157,,4122800345,56,Back,4122800349,141,97.2,4122800353,213,0.5,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427369,27,1,1,2,2,1qoqz1tyay060cj5aha7rt1lp,0,42.4,97.2,2023-03-25T15:03:22.963Z,2023-03-25T15:07:23Z,4122800379,141,92.0,4122800377,140,42.1,4122800381,212,3.6,4122800383,213,4.6,4122800375,56,Back,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427377,18,8,1,2,3,djz9e25b9zuiu5rmv1zha3i6f,1,57.8,20.9,2023-03-25T15:03:23.906Z,2023-03-25T15:03:24Z,4122800435,56,Right,,,,,,,,,,,,,,,,,,,,,,ent5lfgq42d5ngi3ebyy7p1w5,Matilde Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427475,28,1,1,2,7,1qoqz1tyay060cj5aha7rt1lp,1,53.9,75.9,2023-03-25T15:03:27.876Z,2023-03-25T15:07:21Z,4122800945,56,Left,4122800947,140,73.6,4122800949,141,97.1,4122800953,213,0.6,4122800951,212,25.2,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427515,29,1,1,2,12,1qoqz1tyay060cj5aha7rt1lp,0,73.3,90.8,2023-03-25T15:03:32.804Z,2023-03-25T15:07:20Z,4122801155,1,,4122801151,212,66.2,4122801147,140,93.4,4122801143,196,,4122801145,56,Right,4122801153,213,5.0,4122801149,141,0.0,4122801141,155,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427815,19,5,1,2,15,djz9e25b9zuiu5rmv1zha3i6f,1,6.1,101.2,2023-03-25T15:03:36.214Z,2023-03-25T15:05:54Z,4122802779,347,,4122802781,233,30,4122802777,56,Back,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427521,30,5,1,2,15,1qoqz1tyay060cj5aha7rt1lp,0,93.9,-1.2,2023-03-25T15:03:36.214Z,2023-03-25T15:07:16Z,4122801185,56,Right,4122802785,233,19,4122801187,347,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427859,20,1,1,2,36,djz9e25b9zuiu5rmv1zha3i6f,1,6.1,100,2023-03-25T15:03:56.805Z,2023-03-25T15:04:01Z,4122803031,212,24.0,4122803023,107,,4122803027,140,28.6,4122803037,1,,4122803033,213,6.1,4122803025,56,Back,4122803029,141,95.0,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427871,21,1,1,2,41,djz9e25b9zuiu5rmv1zha3i6f,1,28.8,93.2,2023-03-25T15:04:01.415Z,2023-03-25T15:04:02Z,4122803105,141,80.8,4122803109,213,4.1,4122803101,56,Back,4122803107,212,10.7,4122803103,140,22.6,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427911,22,1,1,2,42,djz9e25b9zuiu5rmv1zha3i6f,1,22.6,80.8,2023-03-25T15:04:02.639Z,2023-03-25T15:04:04Z,4122803313,213,4.4,4122803311,212,13.1,4122803307,140,19.1,4122803309,141,62.3,4122803305,56,Back,,,,,,,,,,67i9jwkech61ihpglnmpzygvd,Laurina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427939,23,1,1,2,44,djz9e25b9zuiu5rmv1zha3i6f,1,19.1,62.3,2023-03-25T15:04:04.630Z,2023-03-25T15:04:08Z,4122803527,213,4.4,4122803521,140,14.2,4122803523,141,41.0,4122803519,56,Back,4122803525,212,15.4,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428001,24,1,1,2,47,djz9e25b9zuiu5rmv1zha3i6f,1,19.4,44,2023-03-25T15:04:08.036Z,2023-03-25T15:04:11Z,4122803769,56,Back,4122803773,141,9.7,4122803771,140,27.9,4122803779,213,5.1,4122803775,212,25.0,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428023,25,1,1,2,51,djz9e25b9zuiu5rmv1zha3i6f,1,28.8,11,2023-03-25T15:04:11.351Z,2023-03-25T15:04:13Z,4122803897,56,Back,4122803903,212,10.9,4122803905,213,2.2,4122803899,140,22.5,4122803901,141,23.7,,,,,,,,,,ent5lfgq42d5ngi3ebyy7p1w5,Matilde Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428149,26,1,1,2,53,djz9e25b9zuiu5rmv1zha3i6f,1,22.5,23.7,2023-03-25T15:04:13.461Z,2023-03-25T15:04:22Z,4122804605,212,9.3,4122804597,140,26.8,4122804591,56,Back,4122804609,213,1.1,4122804601,141,35.7,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428179,27,1,1,3,2,djz9e25b9zuiu5rmv1zha3i6f,1,41.3,37.4,2023-03-25T15:04:22.328Z,2023-03-25T15:04:24Z,4122804791,212,14.7,4122804787,140,27.3,4122804785,56,Back,4122804793,213,3.2,4122804789,141,36.7,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428225,28,1,1,3,4,djz9e25b9zuiu5rmv1zha3i6f,1,27.3,36.7,2023-03-25T15:04:24.883Z,2023-03-25T15:04:28Z,4122805031,213,0.6,4122805027,141,56.0,4122805023,56,Back,4122805025,140,46.3,4122805029,212,23.9,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428259,29,1,1,3,8,djz9e25b9zuiu5rmv1zha3i6f,0,46.7,55.8,2023-03-25T15:04:28.418Z,2023-03-25T15:04:30Z,4122805175,141,100.0,4122805181,1,,4122805177,212,36.2,4122805171,56,Left,4122805173,140,63.9,4122805179,213,1.0,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428271,30,5,1,3,10,djz9e25b9zuiu5rmv1zha3i6f,0,64,101.4,2023-03-25T15:04:30.479Z,2023-03-25T15:04:34Z,4122805251,347,,4122805553,233,31,4122805249,56,Left,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
