id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2533448233,8,4,1,0,33,eqaszp3lzhffqt4f8hmzov72j,1,50.5,48.3,2023-04-15T09:59:59.747Z,2023-04-15T10:49:33Z,4189455349,233,9,4189354767,264,,4189354453,286,,4189354447,56,Center,4189354769,152,,4189354765,13,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448281,9,4,1,0,33,9euoni3f3sh08tsplt2gh5dex,0,49.5,51.7,2023-04-15T09:59:59.748Z,2023-04-15T10:57:34Z,4189354701,13,,4189455353,233,8,4189354703,56,Back,4189354705,152,,4189354709,285,,4189464821,264,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448301,9,1,1,0,43,eqaszp3lzhffqt4f8hmzov72j,1,52.5,47.2,2023-04-15T10:00:10.099Z,2023-04-15T10:00:12Z,4189354817,213,1.0,4189354805,5,,4189354819,1,,4189354813,141,88.0,4189354815,212,32.3,4189354809,56,Left,4189354807,152,,4189354811,140,68.3,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448309,10,1,1,0,46,eqaszp3lzhffqt4f8hmzov72j,1,70.2,86.5,2023-04-15T10:00:12.739Z,2023-04-15T10:00:14Z,4189354893,212,10.8,4189354895,213,5.4,4189354889,140,77.1,4189354887,56,Center,4189354891,141,74.7,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448315,11,1,1,0,47,eqaszp3lzhffqt4f8hmzov72j,1,77.1,74.7,2023-04-15T10:00:13.955Z,2023-04-15T10:00:15Z,4189354921,212,8.2,4189354915,56,Left,4189354923,213,2.5,4189354917,140,70.7,4189354919,141,81.7,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448325,10,45,1,0,48,9euoni3f3sh08tsplt2gh5dex,0,27.3,18.1,2023-04-15T10:00:15.316Z,2023-04-15T11:01:19Z,4189354957,56,Back,4189359369,285,,4189359411,233,12,,,,,,,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448317,12,3,1,0,48,eqaszp3lzhffqt4f8hmzov72j,1,72.7,81.9,2023-04-15T10:00:15.316Z,2023-04-15T10:02:26Z,4189359391,233,10,4189354931,286,,4189354927,56,Left,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448321,13,50,1,0,49,eqaszp3lzhffqt4f8hmzov72j,1,73.4,82.6,2023-04-15T10:00:16.068Z,2023-04-15T10:00:20Z,4189354937,286,,4189354935,56,Left,4189355053,233,11,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448339,11,7,1,0,49,9euoni3f3sh08tsplt2gh5dex,0,26.6,17.4,2023-04-15T10:00:16.069Z,2023-04-15T10:00:19Z,4189355031,285,,4189355029,56,Back,4189355049,233,13,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448345,14,1,1,0,53,eqaszp3lzhffqt4f8hmzov72j,0,77.6,97.2,2023-04-15T10:00:19.507Z,2023-04-15T10:00:20Z,4189355063,212,10.7,4189355065,213,2.9,4189355057,56,Left,4189355061,141,100.0,4189355059,140,67.7,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448367,12,5,1,0,53,9euoni3f3sh08tsplt2gh5dex,1,38.8,-0.9,2023-04-15T10:00:20.265Z,2023-04-15T10:54:38Z,4189355161,347,,4189355159,56,Back,4189355197,233,15,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448349,15,5,1,0,53,eqaszp3lzhffqt4f8hmzov72j,0,61.2,100.9,2023-04-15T10:00:20.265Z,2023-04-15T10:00:23Z,4189355073,347,,4189355071,56,Left,4189355209,233,12,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448397,13,1,1,1,3,9euoni3f3sh08tsplt2gh5dex,0,46.5,0,2023-04-15T10:00:29.740Z,2023-04-15T10:00:30Z,4189355355,140,66.1,4189355353,56,Right,4189355351,107,,4189355357,141,6.5,4189355361,213,0.2,4189355359,212,21.2,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448427,16,8,1,1,7,eqaszp3lzhffqt4f8hmzov72j,1,34.8,96.5,2023-04-15T10:00:33.851Z,2023-04-15T10:21:51Z,4189359357,15,,4189355579,56,Back,,,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448413,14,5,1,1,7,9euoni3f3sh08tsplt2gh5dex,1,65.4,-2,2023-04-15T10:00:33.899Z,2023-04-15T10:21:52Z,4189355461,347,,4189355459,56,Right,4189355641,233,17,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448431,17,5,1,1,7,eqaszp3lzhffqt4f8hmzov72j,0,34.6,102,2023-04-15T10:00:33.899Z,2023-04-15T10:54:39Z,4189355649,233,14,4189355615,347,,4189355613,56,Back,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448461,15,1,1,1,10,9euoni3f3sh08tsplt2gh5dex,1,68.5,0,2023-04-15T10:00:37.275Z,2023-04-15T10:00:43Z,4189355907,213,0.6,4189355899,56,Right,4189355901,140,76.8,4189355903,141,6.8,4189355905,212,10.4,4189355897,107,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448465,16,61,1,1,17,9euoni3f3sh08tsplt2gh5dex,0,95.7,7.7,2023-04-15T10:00:43.531Z,2023-04-15T10:00:44Z,4189355937,56,Right,,,,,,,,,,,,,,,,,,,,,,2t32h7nbjkouc968jbm8cax62,Mirari Uria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448481,18,49,1,1,18,eqaszp3lzhffqt4f8hmzov72j,1,9.7,89.1,2023-04-15T10:00:45.347Z,2023-04-15T10:00:45Z,,,,,,,,,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448503,19,1,1,1,19,eqaszp3lzhffqt4f8hmzov72j,0,10.1,90.8,2023-04-15T10:00:46.166Z,2023-04-15T10:00:47Z,4189356177,141,88.1,4189356173,56,Back,4189356175,140,26.3,4189356181,213,6.2,4189356179,212,17.1,4189356171,155,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448499,17,49,1,1,20,9euoni3f3sh08tsplt2gh5dex,1,74,6.4,2023-04-15T10:00:47.004Z,2023-04-15T10:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448509,18,1,1,1,20,9euoni3f3sh08tsplt2gh5dex,0,74,7.6,2023-04-15T10:00:47.211Z,2023-04-15T10:00:48Z,4189356241,140,74.9,4189356245,212,17.0,4189356239,56,Center,4189356243,141,32.5,4189356247,213,1.5,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448515,20,49,1,1,23,eqaszp3lzhffqt4f8hmzov72j,1,29.9,72.3,2023-04-15T10:00:49.394Z,2023-04-15T10:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448531,21,61,1,1,25,eqaszp3lzhffqt4f8hmzov72j,0,35,72.4,2023-04-15T10:00:51.731Z,2023-04-15T10:00:51Z,4189356401,56,Back,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448535,19,49,1,1,25,9euoni3f3sh08tsplt2gh5dex,1,55.5,31.2,2023-04-15T10:00:52.331Z,2023-04-15T10:00:52Z,,,,,,,,,,,,,,,,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448571,20,1,1,1,29,9euoni3f3sh08tsplt2gh5dex,1,56.6,63.7,2023-04-15T10:00:55.611Z,2023-04-15T10:00:58Z,4189356717,213,3.0,4189356713,141,67.5,4189356715,212,16.5,4189356709,56,Back,4189356711,140,41.1,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448579,21,1,1,1,31,9euoni3f3sh08tsplt2gh5dex,1,41.1,67.5,2023-04-15T10:00:58.059Z,2023-04-15T10:01:00Z,4189356801,213,3.8,4189356793,56,Back,4189356795,140,30.3,4189356797,141,55.1,4189356799,212,14.1,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448593,22,1,1,1,33,9euoni3f3sh08tsplt2gh5dex,1,30.3,55.1,2023-04-15T10:00:59.995Z,2023-04-15T10:01:02Z,4189356897,140,53.8,4189356905,1,,4189356903,213,5.6,4189356901,212,32.5,4189356899,141,23.9,4189356895,56,Center,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448611,23,1,1,1,35,9euoni3f3sh08tsplt2gh5dex,1,53.8,23.9,2023-04-15T10:01:02.107Z,2023-04-15T10:01:05Z,4189357009,212,21.2,4189357007,141,5.8,4189357005,140,70.2,4189357003,56,Right,4189357011,213,5.7,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448617,24,1,1,1,39,9euoni3f3sh08tsplt2gh5dex,0,73,4.3,2023-04-15T10:01:05.435Z,2023-04-15T10:01:10Z,4189357031,56,Right,4189357051,195,,4189357037,212,9.8,4189357041,213,0.7,4189357035,141,13.4,4189357033,140,80.2,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448625,22,61,1,1,40,eqaszp3lzhffqt4f8hmzov72j,1,28.4,90.6,2023-04-15T10:01:07.039Z,2023-04-15T10:01:07Z,4189357107,56,Back,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448643,23,5,1,1,40,eqaszp3lzhffqt4f8hmzov72j,0,20.3,101.7,2023-04-15T10:01:07.051Z,2023-04-15T10:54:39Z,4189357219,56,Back,4189357221,347,,4189357351,233,25,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448629,25,5,1,1,40,9euoni3f3sh08tsplt2gh5dex,1,79.7,-1.7,2023-04-15T10:01:07.051Z,2023-04-15T10:01:14Z,4189357335,233,23,4189357133,56,Right,4189357135,347,,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448681,26,1,1,1,51,9euoni3f3sh08tsplt2gh5dex,1,78.4,0,2023-04-15T10:01:18.219Z,2023-04-15T10:01:22Z,4189357443,141,15.8,4189357445,212,13.0,4189357441,140,83.5,4189357439,56,Right,4189357447,213,1.1,4189357437,107,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448685,27,1,1,1,55,9euoni3f3sh08tsplt2gh5dex,1,83.5,15.8,2023-04-15T10:01:22.075Z,2023-04-15T10:01:23Z,4189357475,141,7.0,4189357473,140,73.8,4189357477,212,11.8,4189357471,56,Right,4189357479,213,3.7,,,,,,,,,,2t32h7nbjkouc968jbm8cax62,Mirari Uria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448689,28,1,1,1,56,9euoni3f3sh08tsplt2gh5dex,0,73.1,6.5,2023-04-15T10:01:22.923Z,2023-04-15T10:01:23Z,4189357495,56,Right,4189357503,213,1.2,4189357497,140,75.9,4189357501,212,8.3,4189357499,141,17.9,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448705,24,8,1,1,58,eqaszp3lzhffqt4f8hmzov72j,1,25.2,86,2023-04-15T10:01:25.267Z,2023-04-15T10:01:25Z,4189357581,56,Back,,,,,,,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448713,25,49,1,1,59,eqaszp3lzhffqt4f8hmzov72j,1,25.7,90,2023-04-15T10:01:26.002Z,2023-04-15T10:01:26Z,,,,,,,,,,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448757,26,1,1,2,0,eqaszp3lzhffqt4f8hmzov72j,0,27,98,2023-04-15T10:01:27.059Z,2023-04-15T10:01:32Z,4189357751,155,,4189357753,56,Center,4189357755,140,76.3,4189357759,212,54.3,4189357761,213,6.0,4189357757,141,73.9,4189357763,1,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448755,29,49,1,2,5,9euoni3f3sh08tsplt2gh5dex,1,23.1,23.9,2023-04-15T10:01:31.708Z,2023-04-15T10:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448775,30,1,1,2,5,9euoni3f3sh08tsplt2gh5dex,1,22.9,22.4,2023-04-15T10:01:31.899Z,2023-04-15T10:01:36Z,4189357857,213,2.5,4189357853,141,39.4,4189357855,212,20.3,4189357849,56,Back,4189357851,140,7.0,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448793,31,1,1,2,9,9euoni3f3sh08tsplt2gh5dex,1,3.9,39.2,2023-04-15T10:01:35.979Z,2023-04-15T10:01:40Z,4189357947,212,18.8,4189357949,213,5.9,4189357945,141,29.1,4189357943,140,20.6,4189357941,56,Back,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448797,32,1,1,2,13,9euoni3f3sh08tsplt2gh5dex,1,20.6,29.1,2023-04-15T10:01:40.090Z,2023-04-15T10:01:43Z,4189357981,141,40.6,4189357977,140,6.9,4189357975,56,Back,4189357985,213,2.6,4189357983,212,16.4,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448813,33,1,1,2,16,9euoni3f3sh08tsplt2gh5dex,1,6.9,40.6,2023-04-15T10:01:42.970Z,2023-04-15T10:01:45Z,4189358071,140,29.7,4189358073,141,86.9,4189358075,212,39.6,4189358079,1,,4189358069,56,Back,4189358077,213,0.9,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533448821,34,1,1,2,19,9euoni3f3sh08tsplt2gh5dex,1,29.2,86.6,2023-04-15T10:01:45.819Z,2023-04-15T10:01:46Z,4189358113,213,5.0,4189358109,212,11.5,4189358105,140,31.9,4189358103,56,Back,4189358107,141,70.2,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
