id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/13/value,assist
2480308883,6,5,1,0,12,1azk57wev30h044w949j46kpu,1,43.8,-1.2,2022-11-01T17:01:41.908Z,2022-11-01T17:01:50Z,3888058795,56,Back,3888058797,347,,3888058799,233,7,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308847,7,5,1,0,12,9ouh98eyf6u69lbxc13mllm7f,0,56.2,101.2,2022-11-01T17:01:41.908Z,2022-11-01T17:52:18Z,3888058615,56,Left,3888058803,233,6,3888058617,347,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308893,7,1,1,0,20,1azk57wev30h044w949j46kpu,1,44.2,0,2022-11-01T17:01:50.179Z,2022-11-01T17:01:53Z,3888058823,140,69.1,3888058819,107,,3888058821,56,Right,3888058825,141,13.5,3888058827,212,28.1,3888058831,1,,3888058829,213,0.4,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308897,8,1,1,0,22,1azk57wev30h044w949j46kpu,0,69.1,13.5,2022-11-01T17:01:51.995Z,2022-11-01T17:33:23Z,3888058861,213,0.4,3888058859,212,10.2,3888058851,168,,3888058855,140,78.1,3888058849,3,,3888058857,141,19.1,3888058853,56,Right,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308905,8,1,1,0,23,9ouh98eyf6u69lbxc13mllm7f,1,19.5,89,2022-11-01T17:01:52.803Z,2022-11-01T17:01:55Z,3888058901,56,Back,3888058905,141,69.3,3888058907,212,17.5,3888058903,140,30.2,3888058899,3,,3888058909,213,5.4,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308909,9,49,1,0,26,9ouh98eyf6u69lbxc13mllm7f,1,30.2,69.3,2022-11-01T17:01:55.382Z,2022-11-01T17:01:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5ynz0l8qa20x0gp0a5iiztgph,Sandra Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308919,10,1,1,0,26,9ouh98eyf6u69lbxc13mllm7f,0,30.2,69.3,2022-11-01T17:01:55.476Z,2022-11-01T17:01:57Z,3888058973,141,43.3,3888058969,56,Back,3888058977,213,5.6,3888058971,140,49.7,3888058975,212,27.1,,,,,,,,,,5ynz0l8qa20x0gp0a5iiztgph,Sandra Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308913,9,61,1,0,27,1azk57wev30h044w949j46kpu,0,62.8,38.9,2022-11-01T17:01:56.338Z,2022-11-01T17:01:56Z,3888058939,56,Center,,,,,,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308923,11,50,1,0,29,9ouh98eyf6u69lbxc13mllm7f,1,55.8,39.3,2022-11-01T17:01:58.862Z,2022-11-01T17:02:00Z,3888058991,56,Center,3888058993,286,,3888059027,233,10,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308929,10,7,1,0,29,1azk57wev30h044w949j46kpu,0,44.2,60.7,2022-11-01T17:01:58.863Z,2022-11-01T17:01:59Z,3888059023,233,11,3888059019,56,Back,3888059021,285,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308947,12,1,1,0,31,9ouh98eyf6u69lbxc13mllm7f,1,47.1,41.5,2022-11-01T17:02:00.394Z,2022-11-01T17:02:03Z,3888059109,141,5.3,3888059111,212,24.6,3888059107,140,47.3,3888059113,213,4.7,3888059105,56,Back,,,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308967,13,1,1,0,34,9ouh98eyf6u69lbxc13mllm7f,1,52.5,4.9,2022-11-01T17:02:03.332Z,2022-11-01T17:02:07Z,3888059189,213,6.2,3888059185,141,3.2,3888059181,56,Right,3888059187,212,21.2,3888059183,140,72.7,,,,,,,,,,dc80qat3wirccbux02od5ogyd,María Estella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308969,14,3,1,0,37,9ouh98eyf6u69lbxc13mllm7f,0,72,3.9,2022-11-01T17:02:06.914Z,2022-11-01T17:02:10Z,3888059193,56,Right,3888059253,233,11,3888059195,286,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308977,11,7,1,0,37,1azk57wev30h044w949j46kpu,0,28,96.1,2022-11-01T17:02:06.915Z,2022-11-01T17:02:10Z,3888059237,285,,3888059235,56,Back,3888059243,233,14,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308981,16,61,1,0,38,9ouh98eyf6u69lbxc13mllm7f,1,67.9,22.8,2022-11-01T17:02:07.538Z,2022-11-01T17:02:12Z,3888059261,56,Center,,,,,,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308997,12,5,1,0,39,1azk57wev30h044w949j46kpu,1,25.2,101.2,2022-11-01T17:02:08.373Z,2022-11-01T17:52:18Z,3888059349,233,15,3888059347,347,,3888059345,56,Back,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480308979,15,5,1,0,39,9ouh98eyf6u69lbxc13mllm7f,0,74.8,-1.2,2022-11-01T17:02:08.373Z,2022-11-01T17:02:16Z,3888059353,233,12,3888059259,347,,3888059257,56,Right,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309005,13,1,1,0,46,1azk57wev30h044w949j46kpu,0,26.8,100,2022-11-01T17:02:16.003Z,2022-11-01T17:02:19Z,3888059405,56,Back,3888059413,213,5.7,3888059407,140,43.1,3888059411,212,20.0,3888059403,107,,3888059409,141,86.2,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309003,17,49,1,0,50,9ouh98eyf6u69lbxc13mllm7f,1,52,8.2,2022-11-01T17:02:19.346Z,2022-11-01T17:02:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dc80qat3wirccbux02od5ogyd,María Estella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309007,18,1,1,0,50,9ouh98eyf6u69lbxc13mllm7f,1,52,8.2,2022-11-01T17:02:19.424Z,2022-11-01T17:02:20Z,3888059421,212,14.5,3888059419,141,28.9,3888059423,213,1.3,3888059417,140,55.3,3888059415,56,Center,,,,,,,,,,dc80qat3wirccbux02od5ogyd,María Estella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309011,19,1,1,0,51,9ouh98eyf6u69lbxc13mllm7f,0,55.3,28.9,2022-11-01T17:02:20.533Z,2022-11-01T17:02:20Z,3888059447,212,5.7,3888059445,141,27.4,3888059441,56,Center,3888059449,213,6.1,3888059443,140,60.6,,,,,,,,,,5ynz0l8qa20x0gp0a5iiztgph,Sandra Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309013,14,49,1,0,52,1azk57wev30h044w949j46kpu,1,38,71.5,2022-11-01T17:02:21.987Z,2022-11-01T17:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309045,15,1,1,0,53,1azk57wev30h044w949j46kpu,0,38.6,71.5,2022-11-01T17:02:22.818Z,2022-11-01T17:02:27Z,3888059643,213,0.0,3888059639,141,75.1,3888059645,1,,3888059641,212,51.7,3888059633,155,,3888059635,56,Center,3888059637,140,87.8,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309047,20,52,1,0,57,9ouh98eyf6u69lbxc13mllm7f,1,12.6,25.6,2022-11-01T17:02:27.181Z,2022-11-01T17:02:32Z,,,,,,,,,,,,,,,,,,,,,,,,,eurxmqgiqw2hlsu8x0of9to7p,N. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309077,21,1,1,1,5,9ouh98eyf6u69lbxc13mllm7f,1,15.4,41.3,2022-11-01T17:02:34.261Z,2022-11-01T17:02:36Z,3888059803,213,1.3,3888059793,123,,3888059805,1,,3888059801,212,35.7,3888059795,56,Back,3888059797,140,24.4,3888059809,287,,3888059799,141,92.0,eurxmqgiqw2hlsu8x0of9to7p,N. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309099,22,1,1,1,7,9ouh98eyf6u69lbxc13mllm7f,1,24.1,91.2,2022-11-01T17:02:37.103Z,2022-11-01T17:02:41Z,3888059905,140,33.4,3888059907,141,76.1,3888059911,213,5.5,3888059903,56,Back,3888059909,212,14.2,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309101,23,4,1,1,12,9ouh98eyf6u69lbxc13mllm7f,1,29.8,80.8,2022-11-01T17:02:41.321Z,2022-11-01T17:02:45Z,3888059923,285,,3888059921,265,,3888059919,152,,3888059915,13,,3888059917,56,Back,3888060007,233,16,,,,,,,5ynz0l8qa20x0gp0a5iiztgph,Sandra Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309119,16,4,1,1,12,1azk57wev30h044w949j46kpu,0,70.2,19.2,2022-11-01T17:02:41.322Z,2022-11-01T17:02:57Z,3888059995,265,,3888059991,56,Right,3888059997,286,,3888060055,233,23,3888059989,13,,3888059993,152,,,,,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309165,24,1,1,1,23,9ouh98eyf6u69lbxc13mllm7f,1,30.9,80.6,2022-11-01T17:02:52.721Z,2022-11-01T17:02:58Z,3888060289,212,41.7,3888060293,1,,3888060283,56,Left,3888060279,5,,3888060285,140,70.6,3888060281,152,,3888060291,213,0.0,3888060287,141,83.2,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309169,25,3,1,1,28,9ouh98eyf6u69lbxc13mllm7f,0,65.7,96,2022-11-01T17:02:58.048Z,2022-11-01T17:03:03Z,3888060311,56,Left,3888060345,286,,3888060397,233,17,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309171,17,7,1,1,28,1azk57wev30h044w949j46kpu,1,34.3,4,2022-11-01T17:02:58.049Z,2022-11-01T17:03:02Z,3888060331,56,Back,3888060393,233,25,3888060333,285,,,,,,,,,,,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309173,18,5,1,1,29,1azk57wev30h044w949j46kpu,0,38,-1.2,2022-11-01T17:02:58.829Z,2022-11-01T17:52:18Z,3888060349,347,,3888060389,233,26,3888060347,56,Back,,,,,,,,,,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309179,26,5,1,1,29,9ouh98eyf6u69lbxc13mllm7f,1,62,101.2,2022-11-01T17:02:58.829Z,2022-11-01T17:03:02Z,3888060381,56,Left,3888060385,233,18,3888060383,347,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309209,27,1,1,1,43,9ouh98eyf6u69lbxc13mllm7f,0,62.9,100,2022-11-01T17:03:12.926Z,2022-11-01T17:03:14Z,3888060587,140,74.9,3888060591,212,13.4,3888060585,56,Left,3888060583,107,,3888060589,141,93.9,3888060593,213,5.9,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309219,19,8,1,1,47,1azk57wev30h044w949j46kpu,1,25,6.4,2022-11-01T17:03:16.931Z,2022-11-01T17:03:17Z,3888060617,56,Back,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309225,20,61,1,1,48,1azk57wev30h044w949j46kpu,0,24.5,5.3,2022-11-01T17:03:17.307Z,2022-11-01T17:33:09Z,3888060665,56,Back,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309229,21,5,1,1,48,1azk57wev30h044w949j46kpu,0,24,-1.3,2022-11-01T17:03:17.349Z,2022-11-01T17:52:19Z,3888060681,347,,3888060821,233,28,3888060679,56,Back,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309251,28,5,1,1,48,9ouh98eyf6u69lbxc13mllm7f,1,76,101.3,2022-11-01T17:03:17.349Z,2022-11-01T17:03:29Z,3888060791,56,Left,3888060817,233,21,3888060793,347,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309263,29,1,1,1,59,9ouh98eyf6u69lbxc13mllm7f,0,73.1,100,2022-11-01T17:03:28.800Z,2022-11-01T17:03:30Z,3888060853,140,86.2,3888060857,212,19.3,3888060849,107,,3888060855,141,80.8,3888060851,56,Left,3888060859,213,5.5,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309271,22,1,1,2,2,1azk57wev30h044w949j46kpu,1,9.3,18.6,2022-11-01T17:03:31.827Z,2022-11-01T17:03:33Z,3888060899,157,,3888060909,213,0.3,3888060907,212,22.2,3888060905,141,27.7,3888060901,56,Back,3888060903,140,29.6,3888060911,1,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309273,23,49,1,2,3,1azk57wev30h044w949j46kpu,1,29,27.3,2022-11-01T17:03:32.979Z,2022-11-01T17:46:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309297,24,1,1,2,4,1azk57wev30h044w949j46kpu,1,27.5,27.3,2022-11-01T17:03:33.731Z,2022-11-01T17:46:55Z,3888061047,1,,3888061041,141,22.2,3888061045,213,6.0,3888061043,212,12.0,3888061039,140,38.4,3888061035,157,,3888061037,56,Back,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309299,25,61,1,2,6,1azk57wev30h044w949j46kpu,0,37.3,21,2022-11-01T17:03:35.555Z,2022-11-01T17:51:03Z,3888061051,56,Back,,,,,,,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309293,30,49,1,2,8,9ouh98eyf6u69lbxc13mllm7f,1,44.9,84.1,2022-11-01T17:03:37.290Z,2022-11-01T17:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309309,31,1,1,2,8,9ouh98eyf6u69lbxc13mllm7f,1,41.7,84.7,2022-11-01T17:03:37.821Z,2022-11-01T17:03:41Z,3888061109,1,,3888061103,141,62.4,3888061099,56,Back,3888061107,213,3.5,3888061105,212,39.3,3888061101,140,7.2,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309329,32,1,1,2,11,9ouh98eyf6u69lbxc13mllm7f,1,7.2,61.2,2022-11-01T17:03:40.892Z,2022-11-01T17:03:44Z,3888061225,213,1.0,3888061221,141,91.5,3888061219,140,18.7,3888061217,56,Back,3888061223,212,23.9,,,,,,,,,,eurxmqgiqw2hlsu8x0of9to7p,N. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309331,33,61,1,2,15,9ouh98eyf6u69lbxc13mllm7f,0,20.7,95.9,2022-11-01T17:03:44.626Z,2022-11-01T17:03:45Z,3888061229,56,Back,,,,,,,,,,,,,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309441,26,5,1,2,16,1azk57wev30h044w949j46kpu,1,76.2,-1.4,2022-11-01T17:03:45.251Z,2022-11-01T17:52:19Z,3888061837,56,Right,3888061841,347,,3888061851,233,34,,,,,,,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309333,34,5,1,2,16,9ouh98eyf6u69lbxc13mllm7f,0,23.8,101.4,2022-11-01T17:03:45.251Z,2022-11-01T17:04:05Z,3888061233,347,,3888061855,233,26,3888061231,56,Back,,,,,,,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309455,27,1,1,2,36,1azk57wev30h044w949j46kpu,1,70.8,0,2022-11-01T17:04:05.301Z,2022-11-01T17:04:07Z,3888061899,107,,3888061909,213,0.8,3888061907,212,12.2,3888061901,56,Right,3888061905,141,11.7,3888061903,140,78.8,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309457,28,44,1,2,37,1azk57wev30h044w949j46kpu,1,79.6,11.3,2022-11-01T17:04:06.981Z,2022-11-01T17:04:08Z,3888061913,56,Right,3888061929,233,35,3888061915,286,,,,,,,,,,,,,,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480309449,35,44,1,2,37,9ouh98eyf6u69lbxc13mllm7f,0,20.4,88.7,2022-11-01T17:04:06.982Z,2022-11-01T17:04:17Z,3888061935,233,28,3888061885,285,,3888061883,56,Back,,,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
