id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value
2490345595,9,1,1,0,19,9ouh98eyf6u69lbxc13mllm7f,0,66.6,68.6,2022-12-11T13:01:06.716Z,2022-12-11T13:05:12Z,3940717743,140,69.5,3940717741,56,Center,3940717749,213,0.6,3940717747,212,3.7,3940717745,141,71.6,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345585,3,61,1,0,19,e7p3lxg97gac51s71hotzi0a5,1,22.5,15,2022-12-11T13:01:07.618Z,2022-12-11T13:01:07Z,3940717693,56,Back,,,,,,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345599,4,49,1,0,21,e7p3lxg97gac51s71hotzi0a5,1,27.9,42.8,2022-12-11T13:01:08.897Z,2022-12-11T13:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345627,5,1,1,0,21,e7p3lxg97gac51s71hotzi0a5,1,27.9,42.8,2022-12-11T13:01:09.009Z,2022-12-11T13:01:11Z,3940717909,141,49.5,3940717913,213,3.0,3940717911,212,25.7,3940717907,140,3.8,3940717905,56,Back,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345663,6,1,1,0,24,e7p3lxg97gac51s71hotzi0a5,0,4.2,49.5,2022-12-11T13:01:11.778Z,2022-12-11T13:01:17Z,3940718101,141,13.4,3940718103,212,48.1,3940718097,56,Back,3940718105,213,5.7,3940718095,157,,3940718107,1,,3940718099,140,43.6,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345667,10,44,1,0,27,9ouh98eyf6u69lbxc13mllm7f,1,54.6,89.2,2022-12-11T13:01:15.428Z,2022-12-11T13:01:16Z,3940718115,56,Left,3940718117,286,,3940718153,233,7,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345671,7,44,1,0,27,e7p3lxg97gac51s71hotzi0a5,0,45.4,10.8,2022-12-11T13:01:15.429Z,2022-12-11T13:01:17Z,3940718131,56,Back,3940718179,233,10,3940718133,285,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345677,11,1,1,0,28,9ouh98eyf6u69lbxc13mllm7f,1,53.4,91.2,2022-12-11T13:01:15.876Z,2022-12-11T13:01:16Z,3940718169,212,11.8,3940718167,141,93.9,3940718165,140,64.5,3940718161,3,,3940718171,213,0.2,3940718163,56,Left,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345683,12,49,1,0,29,9ouh98eyf6u69lbxc13mllm7f,1,64.7,91.5,2022-12-11T13:01:17.284Z,2022-12-11T13:01:17Z,,,,,,,,,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345731,13,61,1,0,33,9ouh98eyf6u69lbxc13mllm7f,0,65,94.1,2022-12-11T13:01:21.277Z,2022-12-11T13:05:07Z,3940718465,56,Left,,,,,,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345773,8,5,1,0,33,e7p3lxg97gac51s71hotzi0a5,1,37,-1.5,2022-12-11T13:01:21.282Z,2022-12-11T13:01:28Z,3940718741,233,14,3940718711,347,,3940718709,56,Back,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345741,14,5,1,0,33,9ouh98eyf6u69lbxc13mllm7f,0,63,101.5,2022-12-11T13:01:21.282Z,2022-12-11T13:29:37Z,3940718511,347,,3940718509,56,Left,3940718767,233,8,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345801,9,1,1,0,40,e7p3lxg97gac51s71hotzi0a5,1,36.3,0,2022-12-11T13:01:27.906Z,2022-12-11T13:01:29Z,3940718863,107,,3940718873,212,29.1,3940718865,56,Center,3940718867,140,56.4,3940718877,213,0.8,3940718869,141,28.1,3940718879,1,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345813,10,1,1,0,41,e7p3lxg97gac51s71hotzi0a5,0,57.3,29,2022-12-11T13:01:29.218Z,2022-12-11T13:01:30Z,3940718933,140,62.8,3940718931,56,Right,3940718935,141,0.0,3940718939,213,5.0,3940718937,212,21.3,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345817,11,5,1,0,42,e7p3lxg97gac51s71hotzi0a5,0,60.8,-0.8,2022-12-11T13:01:30.250Z,2022-12-11T13:01:34Z,3940718949,347,,3940718947,56,Right,3940719151,233,15,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345845,15,5,1,0,42,9ouh98eyf6u69lbxc13mllm7f,1,39.2,100.8,2022-12-11T13:01:30.250Z,2022-12-11T13:29:37Z,3940719121,233,11,3940719091,347,,3940719089,56,Back,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345953,16,1,1,0,54,9ouh98eyf6u69lbxc13mllm7f,1,41.9,100,2022-12-11T13:01:42.134Z,2022-12-11T13:01:43Z,3940719699,107,,3940719707,212,18.8,3940719705,141,74.0,3940719703,140,46.6,3940719701,56,Back,3940719709,213,5.0,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490345969,17,1,1,0,55,9ouh98eyf6u69lbxc13mllm7f,1,46.6,74,2022-12-11T13:01:43.156Z,2022-12-11T13:01:45Z,3940719789,213,2.1,3940719787,212,15.4,3940719785,141,93.6,3940719783,140,39.2,3940719781,56,Back,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346023,18,1,1,0,57,9ouh98eyf6u69lbxc13mllm7f,1,39,94.1,2022-12-11T13:01:45.188Z,2022-12-11T13:01:50Z,3940720099,155,,3940720111,1,,3940720109,213,6.2,3940720101,56,Left,3940720103,140,71.8,3940720105,141,91.8,3940720107,212,34.5,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346031,19,1,1,1,2,9ouh98eyf6u69lbxc13mllm7f,0,68.8,92.9,2022-12-11T13:01:49.677Z,2022-12-11T13:05:05Z,3940720131,56,Left,3940720133,140,59.7,3940720135,141,80.3,3940720137,212,12.8,3940720139,213,3.9,,,,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346019,12,49,1,1,2,e7p3lxg97gac51s71hotzi0a5,1,37.9,22.3,2022-12-11T13:01:49.970Z,2022-12-11T13:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346059,13,1,1,1,2,e7p3lxg97gac51s71hotzi0a5,1,37.9,22.3,2022-12-11T13:01:50.034Z,2022-12-11T13:05:04Z,3940720259,212,26.7,3940720261,213,0,3940720253,56,Center,3940720255,140,63.3,3940720257,141,22.3,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346061,14,50,1,1,6,e7p3lxg97gac51s71hotzi0a5,1,64.8,14.2,2022-12-11T13:01:53.714Z,2022-12-11T13:01:56Z,3940720267,286,,3940720407,233,20,3940720265,56,Right,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346079,20,7,1,1,6,9ouh98eyf6u69lbxc13mllm7f,1,35.2,85.8,2022-12-11T13:01:53.715Z,2022-12-11T13:01:56Z,3940720365,285,,3940720385,233,14,3940720363,56,Back,,,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346093,21,1,1,1,8,9ouh98eyf6u69lbxc13mllm7f,1,27.8,90,2022-12-11T13:01:56.165Z,2022-12-11T13:01:58Z,3940720461,140,67.0,3940720459,56,Left,3940720463,141,82.4,3940720465,212,41.5,3940720467,213,6.2,3940720457,157,,3940720469,1,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346097,22,49,1,1,10,9ouh98eyf6u69lbxc13mllm7f,1,66,82.8,2022-12-11T13:01:57.942Z,2022-12-11T13:01:58Z,,,,,,,,,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346131,23,1,1,1,12,9ouh98eyf6u69lbxc13mllm7f,1,64.8,77.7,2022-12-11T13:01:59.909Z,2022-12-11T13:02:01Z,3940720649,141,97.1,3940720653,213,1.4,3940720651,212,13.4,3940720643,155,,3940720647,140,67.1,3940720645,56,Left,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346153,24,1,1,1,13,9ouh98eyf6u69lbxc13mllm7f,1,67.2,96.9,2022-12-11T13:02:01.254Z,2022-12-11T13:02:04Z,3940720785,141,86.3,3940720779,155,,3940720787,212,10.9,3940720789,213,5.6,3940720781,56,Left,3940720783,140,75.0,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346159,25,61,1,1,16,9ouh98eyf6u69lbxc13mllm7f,0,87.7,86.6,2022-12-11T13:02:04.069Z,2022-12-11T13:02:04Z,3940720811,56,Left,,,,,,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346165,15,12,1,1,17,e7p3lxg97gac51s71hotzi0a5,1,15.8,13.7,2022-12-11T13:02:05.075Z,2022-12-11T13:02:13Z,3940721181,140,13.4,3940721183,141,0.0,3940721185,212,10.2,3940721187,213,4.5,3940721247,15,,3940720855,56,Back,3940721179,167,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346185,16,5,1,1,18,e7p3lxg97gac51s71hotzi0a5,0,11.7,-0.8,2022-12-11T13:02:06.627Z,2022-12-11T13:02:15Z,3940720947,347,,3940721359,233,26,3940720945,56,Back,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346257,26,5,1,1,18,9ouh98eyf6u69lbxc13mllm7f,1,88.3,100.8,2022-12-11T13:02:06.627Z,2022-12-11T13:29:38Z,3940721319,233,16,3940721311,56,Left,3940721313,347,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346369,27,1,1,1,37,9ouh98eyf6u69lbxc13mllm7f,1,92,100,2022-12-11T13:02:24.854Z,2022-12-11T13:02:26Z,3940721965,56,Left,3940721967,140,88.7,3940721971,212,13.1,3940721973,213,4.4,3940721963,107,,3940721969,141,82.5,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346373,28,61,1,1,38,9ouh98eyf6u69lbxc13mllm7f,0,88.7,82.5,2022-12-11T13:02:26.409Z,2022-12-11T13:02:26Z,3940721989,56,Left,,,,,,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346379,17,61,1,1,39,e7p3lxg97gac51s71hotzi0a5,1,15.1,12.1,2022-12-11T13:02:27.617Z,2022-12-11T13:02:27Z,3940722001,56,Back,,,,,,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346387,18,49,1,1,40,e7p3lxg97gac51s71hotzi0a5,1,15.1,9.4,2022-12-11T13:02:28.596Z,2022-12-11T13:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346407,19,1,1,1,41,e7p3lxg97gac51s71hotzi0a5,1,15.1,9.4,2022-12-11T13:02:28.692Z,2022-12-11T13:02:30Z,3940722117,140,27.6,3940722119,141,9.6,3940722123,213,0.0,3940722121,212,13.1,3940722115,56,Back,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346413,20,1,1,1,43,e7p3lxg97gac51s71hotzi0a5,0,27.4,10,2022-12-11T13:02:30.851Z,2022-12-11T13:02:31Z,3940722161,56,Back,3940722163,140,33.5,3940722165,141,3.8,3940722167,212,7.7,3940722169,213,5.7,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346431,21,1,1,1,45,e7p3lxg97gac51s71hotzi0a5,1,29.7,5.2,2022-12-11T13:02:32.723Z,2022-12-11T13:02:35Z,3940722255,56,Right,3940722257,140,52.5,3940722253,3,,3940722259,141,6.3,3940722261,212,24.0,3940722263,213,0.0,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346437,22,44,1,1,47,e7p3lxg97gac51s71hotzi0a5,1,53.2,6.6,2022-12-11T13:02:35.459Z,2022-12-11T13:02:38Z,3940722293,56,Right,3940722467,233,30,3940722295,286,,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346455,30,44,1,1,47,9ouh98eyf6u69lbxc13mllm7f,0,46.8,93.4,2022-12-11T13:02:35.460Z,2022-12-11T13:02:38Z,3940722425,285,,3940722485,233,22,3940722423,56,Back,,,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346439,29,1,1,1,48,9ouh98eyf6u69lbxc13mllm7f,0,61.4,87.3,2022-12-11T13:02:35.720Z,2022-12-11T13:02:36Z,3940722305,212,5.6,3940722307,213,0.3,3940722297,3,,3940722301,140,66.4,3940722299,56,Left,3940722303,141,90.0,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346445,23,1,1,1,48,e7p3lxg97gac51s71hotzi0a5,1,52.5,6.3,2022-12-11T13:02:35.844Z,2022-12-11T13:02:36Z,3940722351,140,48.9,3940722353,141,15.9,3940722349,56,Back,3940722347,3,,3940722355,212,7.5,3940722357,213,2.1,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346453,24,1,1,1,49,e7p3lxg97gac51s71hotzi0a5,0,50.7,11.8,2022-12-11T13:02:36.755Z,2022-12-11T13:02:41Z,3940722417,212,11.0,3940722421,213,1.0,3940722405,56,Center,3940722409,140,56.1,3940722413,141,25.6,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346525,31,1,1,1,51,9ouh98eyf6u69lbxc13mllm7f,0,40,81.2,2022-12-11T13:02:39.303Z,2022-12-11T13:02:45Z,3940722833,56,Left,3940722831,157,,3940722837,140,94.5,3940722849,213,0.2,3940722841,141,100.0,3940722853,1,,3940722845,212,58.9,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346565,25,5,1,1,57,e7p3lxg97gac51s71hotzi0a5,1,4.7,-1,2022-12-11T13:02:44.869Z,2022-12-11T13:02:51Z,3940723053,233,32,3940723045,56,Back,3940723047,347,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346533,32,5,1,1,57,9ouh98eyf6u69lbxc13mllm7f,0,95.3,101,2022-12-11T13:02:44.869Z,2022-12-11T13:29:38Z,3940722873,347,,3940722871,56,Left,3940723061,233,25,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346577,26,1,1,2,3,e7p3lxg97gac51s71hotzi0a5,1,3.9,0,2022-12-11T13:02:50.965Z,2022-12-11T13:02:52Z,3940723119,107,,3940723123,140,8.6,3940723121,56,Back,3940723127,212,7.8,3940723125,141,8.1,3940723129,213,0.9,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346591,27,1,1,2,6,e7p3lxg97gac51s71hotzi0a5,1,11.3,8.7,2022-12-11T13:02:54.308Z,2022-12-11T13:02:55Z,3940723221,56,Back,3940723231,213,3.5,3940723227,141,6.2,3940723229,212,4.7,3940723225,140,7.1,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490346627,28,1,1,2,8,e7p3lxg97gac51s71hotzi0a5,1,8.5,7.8,2022-12-11T13:02:55.780Z,2022-12-11T13:03:00Z,3940723451,1,,3940723441,56,Back,3940723443,140,37.8,3940723447,212,30.9,3940723449,213,0.1,3940723439,157,,3940723445,141,11.8,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
