id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,assist,qualifier/13/value
2489189751,384,18,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-12-04T18:05:13.903Z,2022-12-04T18:13:30Z,3934617531,59,11,3934617529,44,Defender,3934617527,42,,3934617551,55,385,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189753,385,19,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-12-04T18:05:13.904Z,2022-12-04T18:13:31Z,3934617541,292,6,3934617539,59,8,3934617537,145,2,3934617533,42,,3934617543,293,2,3934617547,55,384,3934617545,44,Midfielder,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189919,396,18,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-12-04T18:05:14.003Z,2022-12-04T18:13:31Z,3934618321,42,,3934618323,44,Defender,3934618365,55,397,3934618325,59,25,,,,,,,,,,,,,4su6y0sg2fw9vvi8y5cjazk0k,Lidia Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189921,397,19,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-12-04T18:05:14.004Z,2022-12-04T18:13:31Z,3934618337,292,9,3934618341,44,Forward,3934618329,42,,3934618343,55,396,3934618339,293,3,3934618333,145,5,3934618335,59,18,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189055,349,32,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-12-04T18:05:23.803Z,2022-12-04T18:05:25Z,3934613991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189049,420,32,2,45,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-12-04T18:05:23.803Z,2022-12-04T18:05:23Z,3934613971,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189067,350,1,2,45,0,djz9e25b9zuiu5rmv1zha3i6f,1,49.7,50.3,2022-12-04T18:05:23.903Z,2022-12-04T18:05:27Z,3934614057,140,34.3,3934614059,141,54.8,3934614065,279,S,3934614061,212,16.5,3934614063,213,3.0,3934614055,56,Back,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189073,351,1,2,45,3,djz9e25b9zuiu5rmv1zha3i6f,1,34.1,55.4,2022-12-04T18:05:27.542Z,2022-12-04T18:05:28Z,3934614097,213,4.5,3934614095,212,20.5,3934614093,141,26.2,3934614089,56,Back,3934614091,140,29.1,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189083,352,1,2,45,4,djz9e25b9zuiu5rmv1zha3i6f,1,29.1,26.2,2022-12-04T18:05:28.478Z,2022-12-04T18:05:32Z,3934614161,212,14.7,3934614163,213,2.7,3934614155,56,Back,3934614157,140,16.4,3934614159,141,35.2,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189087,353,1,2,45,8,djz9e25b9zuiu5rmv1zha3i6f,1,15.6,36.9,2022-12-04T18:05:32.542Z,2022-12-04T18:13:38Z,3934614195,213,2.5,3934614193,212,10.1,3934614189,140,8.0,3934614191,141,46.1,3934614187,56,Back,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189093,354,1,2,45,10,djz9e25b9zuiu5rmv1zha3i6f,0,8,46.1,2022-12-04T18:05:34.742Z,2022-12-04T18:05:39Z,3934614227,140,58.7,3934614229,141,67.6,3934614231,212,55.2,3934614223,157,,3934614233,213,0.3,3934614235,1,,3934614225,56,Center,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189095,421,49,2,45,13,9ns699xp353c84r1g6epazycl,1,39.5,24,2022-12-04T18:05:37.724Z,2022-12-04T18:05:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189099,422,1,2,45,14,9ns699xp353c84r1g6epazycl,1,39.5,24,2022-12-04T18:05:37.867Z,2022-12-04T18:05:39Z,3934614259,140,43.7,3934614257,56,Back,3934614265,213,1.0,3934614263,212,8.0,3934614261,141,33.8,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189103,423,1,2,45,15,9ns699xp353c84r1g6epazycl,1,43.7,33.8,2022-12-04T18:05:39.307Z,2022-12-04T18:05:42Z,3934614297,56,Center,3934614307,1,,3934614305,213,0.9,3934614295,157,,3934614301,141,66.4,3934614299,140,60.7,3934614303,212,28.5,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189105,424,44,2,45,18,9ns699xp353c84r1g6epazycl,1,61,56.4,2022-12-04T18:05:42.250Z,2022-12-04T18:05:44Z,3934614311,56,Center,3934614319,233,355,3934614313,286,,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189107,355,44,2,45,18,djz9e25b9zuiu5rmv1zha3i6f,0,39,43.6,2022-12-04T18:05:42.251Z,2022-12-04T18:13:36Z,3934614317,285,,3934614327,233,424,3934614315,56,Back,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189109,425,1,2,45,18,9ns699xp353c84r1g6epazycl,1,60.7,66.4,2022-12-04T18:05:42.458Z,2022-12-04T18:05:44Z,3934614335,140,62.1,3934614331,3,,3934614339,212,3.6,3934614333,56,Center,3934614337,141,61.6,3934614341,213,5.1,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189113,426,50,2,45,20,9ns699xp353c84r1g6epazycl,1,60.8,60.2,2022-12-04T18:05:44.091Z,2022-12-04T18:05:45Z,3934614413,233,356,3934614349,56,Center,3934614351,286,,,,,,,,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189117,356,7,2,45,20,djz9e25b9zuiu5rmv1zha3i6f,0,39.2,39.8,2022-12-04T18:05:44.092Z,2022-12-04T18:05:46Z,3934614405,233,426,3934614389,285,,3934614385,56,Back,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189127,427,1,2,45,21,9ns699xp353c84r1g6epazycl,1,60.8,65.4,2022-12-04T18:05:45.547Z,2022-12-04T18:05:49Z,3934614475,141,87.4,3934614471,56,Left,3934614473,140,59.1,3934614477,212,15.1,3934614479,213,1.7,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189137,428,1,2,45,25,9ns699xp353c84r1g6epazycl,1,51.9,91,2022-12-04T18:05:49.163Z,2022-12-04T18:05:51Z,3934614511,213,4.3,3934614505,140,45.2,3934614503,56,Back,3934614509,212,19.0,3934614507,141,65.1,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189141,429,1,2,45,27,9ns699xp353c84r1g6epazycl,1,45.3,62.3,2022-12-04T18:05:51.339Z,2022-12-04T18:05:54Z,3934614535,212,20.4,3934614531,140,34.1,3934614533,141,37.7,3934614529,56,Back,3934614537,213,4.1,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189151,430,1,2,45,30,9ns699xp353c84r1g6epazycl,1,34.1,37.7,2022-12-04T18:05:54.251Z,2022-12-04T18:05:58Z,3934614587,56,Back,3934614595,213,4.8,3934614591,141,9.3,3934614589,140,35.3,3934614593,212,19.4,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189159,431,1,2,45,35,9ns699xp353c84r1g6epazycl,1,39.1,24.7,2022-12-04T18:05:58.827Z,2022-12-04T18:06:02Z,3934614633,212,8.9,3934614631,141,37.8,3934614629,140,39.1,3934614627,56,Back,3934614635,213,1.6,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189191,432,1,2,45,38,9ns699xp353c84r1g6epazycl,1,41.5,33.5,2022-12-04T18:06:02.043Z,2022-12-04T18:06:07Z,3934614693,141,22.9,3934614699,1,,3934614689,56,Center,3934614691,140,89.5,3934614695,212,50.9,3934614697,213,6.1,3934614687,155,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189193,433,61,2,45,43,9ns699xp353c84r1g6epazycl,0,89.9,22.7,2022-12-04T18:06:07.643Z,2022-12-04T18:06:08Z,3934614703,56,Center,,,,,,,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189201,357,5,2,45,44,djz9e25b9zuiu5rmv1zha3i6f,1,-1.1,69.6,2022-12-04T18:06:08.444Z,2022-12-04T18:18:02Z,3934614727,56,Back,3934614729,346,,3934614731,233,434,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189197,434,5,2,45,44,9ns699xp353c84r1g6epazycl,0,101.1,30.4,2022-12-04T18:06:08.444Z,2022-12-04T18:06:09Z,3934614721,346,,3934614719,56,Center,3934614737,233,357,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189269,358,1,2,46,5,djz9e25b9zuiu5rmv1zha3i6f,1,3.9,52.4,2022-12-04T18:06:29.598Z,2022-12-04T18:06:33Z,3934615117,140,32.2,3934615131,74,,3934615127,1,,3934615113,124,,3934615121,212,41.1,3934615119,141,94.2,3934615125,213,0.8,3934615115,56,Back,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189281,359,1,2,46,9,djz9e25b9zuiu5rmv1zha3i6f,1,40.7,90.2,2022-12-04T18:06:33.269Z,2022-12-04T18:06:37Z,3934615207,140,58.6,3934615209,141,88.4,3934615205,56,Left,3934615211,212,18.8,3934615213,213,6.2,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189291,360,1,2,46,13,djz9e25b9zuiu5rmv1zha3i6f,1,65.1,89.1,2022-12-04T18:06:37.662Z,2022-12-04T18:10:37Z,3934615275,56,Center,3934615281,212,8.1,3934615283,213,4.6,3934615277,140,64.1,3934615279,141,77.3,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189299,361,1,2,46,16,djz9e25b9zuiu5rmv1zha3i6f,1,58.9,79.9,2022-12-04T18:06:39.804Z,2022-12-04T18:06:40Z,3934615313,140,53.7,3934615319,213,3.3,3934615311,56,Center,3934615315,141,78.4,3934615317,212,5.6,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189317,362,1,2,46,16,djz9e25b9zuiu5rmv1zha3i6f,1,53.7,78.4,2022-12-04T18:06:40.709Z,2022-12-04T18:06:43Z,3934615399,140,61.6,3934615397,56,Left,3934615405,213,0.6,3934615403,212,10.0,3934615401,141,86.6,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189335,363,1,2,46,19,djz9e25b9zuiu5rmv1zha3i6f,1,63.9,87.7,2022-12-04T18:06:43.478Z,2022-12-04T18:06:47Z,3934615493,56,Center,3934615501,213,5.0,3934615497,141,65.1,3934615499,212,15.9,3934615495,140,67.6,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189339,364,1,2,46,23,djz9e25b9zuiu5rmv1zha3i6f,1,63.3,72.3,2022-12-04T18:06:47.005Z,2022-12-04T18:11:15Z,3934615527,140,56.9,3934615529,141,68.5,3934615531,212,7.2,3934615533,213,3.5,3934615525,56,Center,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189365,365,1,2,46,25,djz9e25b9zuiu5rmv1zha3i6f,1,58.1,74.4,2022-12-04T18:06:49.044Z,2022-12-04T18:06:53Z,3934615661,141,95.1,3934615663,212,15.1,3934615657,56,Left,3934615659,140,63.3,3934615665,213,1.2,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189373,366,1,2,46,29,djz9e25b9zuiu5rmv1zha3i6f,1,52.7,92.9,2022-12-04T18:06:53.678Z,2022-12-04T18:06:55Z,3934615699,140,52.1,3934615705,213,1.9,3934615697,56,Left,3934615701,141,95.9,3934615703,212,2.1,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189383,367,1,2,46,31,djz9e25b9zuiu5rmv1zha3i6f,1,52.1,95.9,2022-12-04T18:06:55.326Z,2022-12-04T18:06:57Z,3934615751,140,63.6,3934615753,141,95.9,3934615757,213,0,3934615755,212,12.1,3934615749,56,Left,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189395,368,1,2,46,33,djz9e25b9zuiu5rmv1zha3i6f,1,63.6,95.9,2022-12-04T18:06:57.542Z,2022-12-04T18:06:59Z,3934615811,213,4.5,3934615805,140,62.9,3934615803,56,Left,3934615807,141,89.6,3934615809,212,4.3,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189399,369,1,2,46,35,djz9e25b9zuiu5rmv1zha3i6f,1,59.4,88,2022-12-04T18:06:59.126Z,2022-12-04T18:07:00Z,3934615823,56,Left,3934615831,213,0.2,3934615829,212,5.1,3934615827,141,89.4,3934615825,140,64.2,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189409,370,1,2,46,36,djz9e25b9zuiu5rmv1zha3i6f,1,64.2,89.4,2022-12-04T18:07:00.622Z,2022-12-04T18:07:02Z,3934615887,56,Left,3934615891,141,94.1,3934615889,140,62.3,3934615893,212,3.8,3934615895,213,2.1,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189415,371,1,2,46,38,djz9e25b9zuiu5rmv1zha3i6f,1,62.3,94.1,2022-12-04T18:07:02.422Z,2022-12-04T18:07:03Z,3934615915,140,68.2,3934615913,56,Left,3934615921,213,0.4,3934615917,141,97.8,3934615919,212,6.7,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189417,372,1,2,46,39,djz9e25b9zuiu5rmv1zha3i6f,0,68.2,97.8,2022-12-04T18:07:03.213Z,2022-12-04T18:12:16Z,3934615925,56,Left,3934615933,213,4.7,3934615931,212,8.1,3934615929,141,85.9,3934615927,140,68.2,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189413,435,49,2,46,40,9ns699xp353c84r1g6epazycl,1,29.6,9.3,2022-12-04T18:07:03.987Z,2022-12-04T18:12:17Z,,,,,,,,,,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189423,436,1,2,46,40,9ns699xp353c84r1g6epazycl,1,29.3,9.3,2022-12-04T18:07:04.453Z,2022-12-04T18:12:19Z,3934615959,141,3.5,3934615957,140,28.2,3934615961,212,4.1,3934615955,56,Back,3934615963,213,4.4,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189447,437,1,2,46,41,9ns699xp353c84r1g6epazycl,1,28.2,3.7,2022-12-04T18:07:04.987Z,2022-12-04T18:07:07Z,3934615995,213,6.2,3934615989,140,35.1,3934615993,212,7.3,3934615991,141,3.3,3934615987,56,Back,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189451,438,1,2,46,43,9ns699xp353c84r1g6epazycl,0,35.1,3.3,2022-12-04T18:07:07.483Z,2022-12-04T18:07:09Z,3934616023,141,3.5,3934616027,213,0.0,3934616021,140,42.7,3934616019,56,Back,3934616025,212,8.0,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189453,373,1,2,46,44,djz9e25b9zuiu5rmv1zha3i6f,1,57.6,93.6,2022-12-04T18:07:08.645Z,2022-12-04T18:07:10Z,3934616045,213,0.2,3934616037,56,Left,3934616041,141,96.9,3934616039,140,67.4,3934616043,212,10.5,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189457,374,49,2,46,46,djz9e25b9zuiu5rmv1zha3i6f,1,67.4,96.9,2022-12-04T18:07:09.999Z,2022-12-04T18:07:10Z,,,,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189459,375,1,2,46,46,djz9e25b9zuiu5rmv1zha3i6f,1,67.4,96.9,2022-12-04T18:07:10.253Z,2022-12-04T18:07:12Z,3934616065,140,73.7,3934616071,213,5.5,3934616069,212,9.0,3934616067,141,88.0,3934616063,56,Left,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189463,376,1,2,46,48,djz9e25b9zuiu5rmv1zha3i6f,0,74.3,87.8,2022-12-04T18:07:12.693Z,2022-12-04T18:07:14Z,3934616089,141,46.4,3934616093,213,5.3,3934616083,155,,3934616081,2,,3934616091,212,32.8,3934616085,56,Center,3934616095,1,,3934616087,140,90.3,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189473,439,52,2,46,51,9ns699xp353c84r1g6epazycl,1,8.3,55.4,2022-12-04T18:07:15.147Z,2022-12-04T18:07:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189503,440,1,2,47,0,9ns699xp353c84r1g6epazycl,1,8.6,54.1,2022-12-04T18:07:24.204Z,2022-12-04T18:07:26Z,3934616305,212,15.2,3934616301,140,7.3,3934616303,141,31.8,3934616299,56,Back,3934616297,123,,3934616307,213,4.6,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189509,441,1,2,47,2,9ns699xp353c84r1g6epazycl,1,7.3,31.8,2022-12-04T18:07:26.044Z,2022-12-04T18:07:28Z,3934616349,213,2.1,3934616347,212,6.2,3934616343,140,4.4,3934616341,56,Back,3934616345,141,39.7,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189515,442,1,2,47,4,9ns699xp353c84r1g6epazycl,1,4.4,39.7,2022-12-04T18:07:28.011Z,2022-12-04T18:07:29Z,3934616377,56,Back,3934616379,140,15.5,3934616383,141,38.4,3934616389,213,6.2,3934616387,212,11.7,,,,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189527,443,1,2,47,6,9ns699xp353c84r1g6epazycl,0,15.4,38.4,2022-12-04T18:07:29.852Z,2022-12-04T18:07:33Z,3934616473,155,,3934616479,141,0.0,3934616477,140,34.6,3934616485,1,,3934616483,213,5.4,3934616481,212,33.8,3934616475,56,Back,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189569,379,5,2,47,9,djz9e25b9zuiu5rmv1zha3i6f,1,61,101.6,2022-12-04T18:07:32.961Z,2022-12-04T18:18:02Z,3934616711,347,,3934616713,233,444,3934616709,56,Left,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189531,444,5,2,47,9,9ns699xp353c84r1g6epazycl,0,39,-1.6,2022-12-04T18:07:32.961Z,2022-12-04T18:07:47Z,3934616495,347,,3934616717,233,379,3934616493,56,Back,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189613,380,1,2,47,22,djz9e25b9zuiu5rmv1zha3i6f,1,63.3,100,2022-12-04T18:07:46.525Z,2022-12-04T18:12:06Z,3934616913,141,91.5,3934616911,140,61.7,3934616909,56,Left,3934616915,212,7.3,3934616917,213,4.5,3934616907,107,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189643,381,1,2,47,29,djz9e25b9zuiu5rmv1zha3i6f,1,59.6,73.9,2022-12-04T18:07:53.013Z,2022-12-04T18:12:08Z,3934616971,56,Center,3934616977,212,14.3,3934616979,213,5.5,3934616973,140,69.5,3934616975,141,59.4,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189645,382,61,2,47,30,djz9e25b9zuiu5rmv1zha3i6f,0,69.4,59.4,2022-12-04T18:07:54.398Z,2022-12-04T18:13:44Z,3934616983,56,Center,,,,,,,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189637,445,49,2,47,31,9ns699xp353c84r1g6epazycl,1,22.9,39.9,2022-12-04T18:07:55.309Z,2022-12-04T18:07:55Z,,,,,,,,,,,,,,,,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189655,446,1,2,47,31,9ns699xp353c84r1g6epazycl,1,22.9,39.9,2022-12-04T18:07:55.516Z,2022-12-04T18:07:58Z,3934617045,56,Back,3934617049,141,48.6,3934617053,213,2.9,3934617051,212,21.1,3934617047,140,3.6,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189703,447,1,2,47,34,9ns699xp353c84r1g6epazycl,1,3.5,48.6,2022-12-04T18:07:58.251Z,2022-12-04T18:08:04Z,3934617257,56,Back,3934617267,1,,3934617265,213,0.8,3934617259,140,33.2,3934617261,141,95.6,3934617263,212,44.7,3934617255,157,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189705,448,61,2,47,40,9ns699xp353c84r1g6epazycl,0,51.1,95.2,2022-12-04T18:08:04.475Z,2022-12-04T18:08:04Z,3934617271,56,Left,,,,,,,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189707,383,1,2,47,41,djz9e25b9zuiu5rmv1zha3i6f,0,37.1,13.8,2022-12-04T18:08:05.085Z,2022-12-04T18:08:09Z,3934617275,157,,3934617281,141,10.1,3934617283,212,8.8,3934617329,286,,3934617285,213,6.0,3934617287,1,,3934617277,56,Back,3934617325,233,449,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,3934617323,236,,3934617279,140,,,,,,,,,,,,,,,,,,,,,,45.1,,,,
2489189713,449,74,2,47,41,9ns699xp353c84r1g6epazycl,1,53.5,94.3,2022-12-04T18:08:05.086Z,2022-12-04T18:08:08Z,3934617313,285,,3934617337,233,383,3934617311,56,Left,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189733,450,1,2,47,44,9ns699xp353c84r1g6epazycl,1,64.6,92.1,2022-12-04T18:08:08.443Z,2022-12-04T18:08:12Z,3934617427,212,14.7,3934617425,141,80.6,3934617429,213,5.7,3934617423,140,76.4,3934617421,56,Left,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489189739,451,61,2,47,48,9ns699xp353c84r1g6epazycl,0,76.4,80.4,2022-12-04T18:08:12.779Z,2022-12-04T18:08:13Z,3934617449,56,Left,,,,,,,,,,,,,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
