id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,assist
2487774581,7,1,1,0,21,1qoqz1tyay060cj5aha7rt1lp,1,27.3,2.6,2022-11-26T15:00:00.043Z,2022-11-26T15:00:01Z,3927117289,141,2.9,3927117293,213,0.0,3927117281,3,,3927117291,212,8.0,3927117287,140,34.9,3927117283,56,Back,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774599,8,1,1,0,23,1qoqz1tyay060cj5aha7rt1lp,0,35.1,3.5,2022-11-26T15:00:01.707Z,2022-11-26T15:00:11Z,3927117371,140,30.6,3927117369,56,Back,3927117375,212,4.7,3927117367,3,,3927117373,141,4.1,3927117377,213,3.1,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774593,5,61,1,0,25,1azk57wev30h044w949j46kpu,0,59.5,95.9,2022-11-26T15:00:04.191Z,2022-11-26T15:46:37Z,3927117335,56,Left,,,,,,,,,,,,,,,,,,,,,,envd6nvea5ssa98mq2bnd7otm,Jone Amezaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774603,9,12,1,0,26,1qoqz1tyay060cj5aha7rt1lp,1,31.7,3.4,2022-11-26T15:00:05.347Z,2022-11-26T15:49:24Z,3927117407,140,40.9,3927117413,213,6.0,3927117411,212,10.2,3927117483,167,,3927117405,56,Back,3927117409,141,0.0,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774633,6,5,1,0,27,1azk57wev30h044w949j46kpu,1,58.8,101.4,2022-11-26T15:00:06.159Z,2022-11-26T15:00:10Z,3927117551,233,10,3927117523,56,Left,3927117525,347,,,,,,,,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774605,10,5,1,0,27,1qoqz1tyay060cj5aha7rt1lp,0,41.2,-1.4,2022-11-26T15:00:06.159Z,2022-11-26T15:06:19Z,3927117585,233,6,3927117417,56,Back,3927117419,347,,,,,,,,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774673,7,1,1,0,33,1azk57wev30h044w949j46kpu,1,58.5,100,2022-11-26T15:00:12.095Z,2022-11-26T15:00:15Z,3927117781,1,,3927117779,213,4.3,3927117771,56,Back,3927117769,107,,3927117775,141,57.6,3927117773,140,44.6,3927117777,212,33.2,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774711,8,1,1,0,37,1azk57wev30h044w949j46kpu,1,44.7,56.4,2022-11-26T15:00:15.711Z,2022-11-26T15:00:19Z,3927117909,141,14.0,3927117913,213,5.0,3927117905,56,Right,3927117911,212,29.9,3927117907,140,52.2,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774743,9,1,1,0,40,1azk57wev30h044w949j46kpu,1,54.3,12.8,2022-11-26T15:00:19.039Z,2022-11-26T15:00:22Z,3927118047,213,3.0,3927118043,141,14.9,3927118041,140,42.8,3927118039,56,Back,3927118045,212,12.2,,,,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774753,10,1,1,0,43,1azk57wev30h044w949j46kpu,1,42.4,24.5,2022-11-26T15:00:22.527Z,2022-11-26T15:00:25Z,3927118101,56,Back,3927118109,213,1.8,3927118107,212,20.8,3927118103,140,37.8,3927118105,141,54.3,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774771,11,1,1,0,46,1azk57wev30h044w949j46kpu,1,37.8,54.3,2022-11-26T15:00:25.455Z,2022-11-26T15:00:28Z,3927118197,212,24.8,3927118193,140,41.7,3927118195,141,90.3,3927118191,56,Back,3927118199,213,1.4,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774893,12,1,1,0,49,1azk57wev30h044w949j46kpu,1,41.7,89.4,2022-11-26T15:00:28.495Z,2022-11-26T15:00:38Z,3927118721,212,38.3,3927118719,141,90.5,3927118717,140,78.2,3927118713,155,,3927118723,213,0.0,3927118725,1,,3927118715,56,Left,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774901,13,1,1,0,58,1azk57wev30h044w949j46kpu,0,79,86.6,2022-11-26T15:00:37.495Z,2022-11-26T15:49:27Z,3927118775,56,Center,3927118783,213,5.1,3927118773,155,,3927118777,140,83.4,3927118779,141,69.0,3927118781,212,12.8,3927118771,2,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774875,11,61,1,0,59,1qoqz1tyay060cj5aha7rt1lp,1,13.3,23.1,2022-11-26T15:00:37.663Z,2022-11-26T15:00:37Z,3927118655,56,Back,,,,,,,,,,,,,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774927,12,12,1,1,1,1qoqz1tyay060cj5aha7rt1lp,1,14.7,53,2022-11-26T15:00:39.691Z,2022-11-26T15:00:41Z,3927118853,213,1.9,3927118849,141,100.0,3927118873,167,,3927118847,140,5.7,3927118845,56,Back,3927118851,212,34.0,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487774933,13,5,1,1,2,1qoqz1tyay060cj5aha7rt1lp,0,5,101.2,2022-11-26T15:00:40.788Z,2022-11-26T15:00:48Z,3927118867,56,Back,3927119231,233,14,3927118869,347,,,,,,,,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775003,14,5,1,1,2,1azk57wev30h044w949j46kpu,1,95,-1.2,2022-11-26T15:00:40.788Z,2022-11-26T15:06:19Z,3927119181,56,Right,3927119227,233,13,3927119183,347,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775057,15,1,1,1,12,1azk57wev30h044w949j46kpu,1,95.8,0,2022-11-26T15:00:51.167Z,2022-11-26T15:00:53Z,3927119381,212,13.0,3927119383,213,2.2,3927119377,141,13.7,3927119373,140,88.2,3927119365,107,,3927119369,56,Right,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775065,16,50,1,1,14,1azk57wev30h044w949j46kpu,1,95.1,13,2022-11-26T15:00:53.454Z,2022-11-26T15:00:56Z,3927119439,286,,3927119437,56,Right,3927119521,233,14,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775079,14,7,1,1,14,1qoqz1tyay060cj5aha7rt1lp,0,4.9,87,2022-11-26T15:00:53.455Z,2022-11-26T15:00:55Z,3927119513,233,16,3927119511,285,,3927119509,56,Back,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775071,17,61,1,1,15,1azk57wev30h044w949j46kpu,1,95.3,11.9,2022-11-26T15:00:54.399Z,2022-11-26T15:00:54Z,3927119467,56,Right,,,,,,,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775083,15,5,1,1,17,1qoqz1tyay060cj5aha7rt1lp,1,-1,90.8,2022-11-26T15:00:56.203Z,2022-11-26T15:00:57Z,3927119615,233,18,3927119527,346,,3927119525,56,Back,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775097,18,5,1,1,17,1azk57wev30h044w949j46kpu,0,101,9.2,2022-11-26T15:00:56.203Z,2022-11-26T15:06:19Z,3927119575,346,,3927119619,233,15,3927119573,56,Right,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775319,16,1,1,1,38,1qoqz1tyay060cj5aha7rt1lp,0,5.1,57,2022-11-26T15:01:16.778Z,2022-11-26T15:01:21Z,3927120495,1,,3927120497,74,,3927120489,141,68.7,3927120493,213,0.2,3927120487,140,44.7,3927120483,124,,3927120491,212,42.3,3927120485,56,Back,euieo81aiyv4wqldc8owokset,Elena de Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775327,19,1,1,1,42,1azk57wev30h044w949j46kpu,0,62.8,40,2022-11-26T15:01:21.103Z,2022-11-26T15:47:44Z,3927120545,212,17.9,3927120539,56,Right,3927120543,141,13.9,3927120547,213,4.9,3927120537,3,,3927120541,140,65.3,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775349,17,1,1,1,43,1qoqz1tyay060cj5aha7rt1lp,1,32.3,92.6,2022-11-26T15:01:22.347Z,2022-11-26T15:01:24Z,3927120653,56,Back,3927120657,141,91.2,3927120661,213,6.2,3927120659,212,14.9,3927120655,140,46.5,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775363,18,1,1,1,45,1qoqz1tyay060cj5aha7rt1lp,1,47.7,91.7,2022-11-26T15:01:23.898Z,2022-11-26T15:01:25Z,3927120731,213,2.8,3927120727,141,94.7,3927120723,56,Back,3927120729,212,5.9,3927120725,140,42.4,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775383,19,1,1,1,46,1qoqz1tyay060cj5aha7rt1lp,1,42.4,94.5,2022-11-26T15:01:25.258Z,2022-11-26T15:01:27Z,3927120823,141,91.1,3927120827,213,6.2,3927120821,140,65.8,3927120819,56,Left,3927120825,212,24.7,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775389,20,1,1,1,48,1qoqz1tyay060cj5aha7rt1lp,0,66.2,91.1,2022-11-26T15:01:27.274Z,2022-11-26T15:01:28Z,3927120837,56,Center,3927120845,213,4.9,3927120843,212,16.2,3927120841,141,67.9,3927120839,140,69.8,,,,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775407,20,49,1,1,50,1azk57wev30h044w949j46kpu,1,27.7,40.3,2022-11-26T15:01:29.135Z,2022-11-26T15:47:47Z,,,,,,,,,,,,,,,,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775441,21,1,1,1,51,1azk57wev30h044w949j46kpu,0,27.7,40.3,2022-11-26T15:01:30.406Z,2022-11-26T15:47:48Z,3927121109,212,65.3,3927121113,1,,3927121101,157,,3927121105,140,88.1,3927121103,56,Right,3927121107,141,17.5,3927121111,213,6.0,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775445,21,49,1,1,56,1qoqz1tyay060cj5aha7rt1lp,1,11.9,82.1,2022-11-26T15:01:34.730Z,2022-11-26T15:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,euieo81aiyv4wqldc8owokset,Elena de Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775487,22,1,1,1,56,1qoqz1tyay060cj5aha7rt1lp,1,12,82.1,2022-11-26T15:01:35.338Z,2022-11-26T15:02:00Z,3927121297,56,Back,3927121309,213,0.1,3927121307,212,17.2,3927121303,141,83.5,3927121299,140,28.4,,,,,,,,,,euieo81aiyv4wqldc8owokset,Elena de Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775491,23,1,1,1,59,1qoqz1tyay060cj5aha7rt1lp,1,29.5,85.1,2022-11-26T15:01:37.994Z,2022-11-26T15:01:38Z,3927121339,140,28.0,3927121343,212,7.4,3927121345,213,1.8,3927121341,141,95.7,3927121337,56,Back,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775515,24,1,1,2,0,1qoqz1tyay060cj5aha7rt1lp,1,28.1,95.6,2022-11-26T15:01:38.842Z,2022-11-26T15:01:40Z,3927121415,141,89.6,3927121419,213,3.7,3927121411,56,Back,3927121413,140,22.2,3927121417,212,7.4,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775541,25,1,1,2,1,1qoqz1tyay060cj5aha7rt1lp,0,22.3,89.6,2022-11-26T15:01:40.586Z,2022-11-26T15:01:42Z,3927121537,155,,3927121541,140,43.9,3927121545,212,27.3,3927121547,213,5.7,3927121543,141,67.3,3927121539,56,Back,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775601,22,1,1,2,4,1azk57wev30h044w949j46kpu,1,50.8,33.7,2022-11-26T15:01:43.310Z,2022-11-26T15:49:39Z,3927121803,212,7.5,3927121805,213,0.3,3927121799,140,57.5,3927121797,56,Center,3927121801,141,37.4,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775613,23,49,1,2,7,1azk57wev30h044w949j46kpu,1,58,37.3,2022-11-26T15:01:46.574Z,2022-11-26T15:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775639,24,1,1,2,8,1azk57wev30h044w949j46kpu,1,58,37.3,2022-11-26T15:01:46.798Z,2022-11-26T15:01:48Z,3927121977,140,59.7,3927121975,56,Center,3927121983,213,4.9,3927121979,141,24.7,3927121981,212,8.8,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775663,26,1,1,2,9,1azk57wev30h044w949j46kpu,1,69.8,24.8,2022-11-26T15:01:48.030Z,2022-11-26T15:50:02Z,3927282325,213,2.6,3927282323,212,12.0,3927122081,56,Center,3927282319,140,59.7,3927282321,141,33.2,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775657,25,43,1,2,10,1azk57wev30h044w949j46kpu,1,0,0,2022-11-26T15:01:48.670Z,2022-11-26T15:49:21Z,3927122055,56,Center,3927122063,213,1.6,3927122057,140,59.8,3927281261,144,1,3927122059,141,35.5,3927122061,212,7.3,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487806155,420,43,1,2,11,1azk57wev30h044w949j46kpu,1,0,0,2022-11-26T15:01:49.598Z,2022-11-26T15:50:33Z,3927282579,56,Center,3927283101,144,61,,,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775725,26,43,1,2,11,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-26T15:01:50.170Z,2022-11-26T15:01:58Z,3927122363,140,45.4,3927122367,212,4.5,3927122365,141,65.1,3927122553,144,1,3927122361,56,Back,3927122369,213,6.2,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775703,27,4,1,2,13,1azk57wev30h044w949j46kpu,1,60.2,33.2,2022-11-26T15:01:51.776Z,2022-11-26T15:01:56Z,3927122231,286,,3927122229,265,,3927122435,233,27,3927122223,13,,3927122227,152,,3927122225,56,Center,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775731,27,4,1,2,13,1qoqz1tyay060cj5aha7rt1lp,0,39.8,66.8,2022-11-26T15:01:51.777Z,2022-11-26T15:01:57Z,3927122403,265,,3927122405,285,,3927122439,233,27,3927122399,152,,3927122397,56,Back,3927122393,13,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775783,28,1,1,2,18,1azk57wev30h044w949j46kpu,1,59.9,32.5,2022-11-26T15:01:56.910Z,2022-11-26T15:01:59Z,3927122663,213,3.2,3927122655,56,Back,3927122657,140,39.2,3927122653,152,,3927122661,212,21.8,3927122659,141,30.2,3927122651,5,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775807,29,1,1,2,21,1azk57wev30h044w949j46kpu,1,37.1,31.9,2022-11-26T15:01:59.758Z,2022-11-26T15:02:02Z,3927122771,140,41.7,3927122769,56,Back,3927122781,1,,3927122779,213,1.4,3927122777,212,33.7,3927122773,141,80.9,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775849,30,1,1,2,23,1azk57wev30h044w949j46kpu,1,41.7,80.9,2022-11-26T15:02:02.207Z,2022-11-26T15:02:06Z,3927122991,140,34.3,3927122997,213,4.4,3927122993,141,41.0,3927122989,56,Back,3927122995,212,28.2,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775907,31,1,1,2,28,1azk57wev30h044w949j46kpu,1,40.1,36.7,2022-11-26T15:02:06.718Z,2022-11-26T15:02:12Z,3927123311,140,59.5,3927123317,213,5.6,3927123313,141,10.1,3927123315,212,27.2,3927123309,56,Right,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487775913,32,4,1,2,32,1azk57wev30h044w949j46kpu,1,61.6,7.8,2022-11-26T15:02:10.681Z,2022-11-26T15:02:13Z,3927123335,13,,3927123349,233,28,3927123337,56,Right,3927123339,152,,3927123343,265,,3927123345,286,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
