id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2547673895,11,1,1,1,6,7mk4va7b2p6tnv2xjxcgjy8h6,1,66.8,68.4,2023-05-13T10:03:16.215Z,2023-05-13T10:03:19Z,4272084749,213,5.3,4272084745,141,58.7,4272084739,3,,4272084743,140,70.8,4272084747,212,7.8,4272084741,56,Center,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673899,12,1,1,1,8,7mk4va7b2p6tnv2xjxcgjy8h6,0,70.6,57.8,2023-05-13T10:03:17.966Z,2023-05-13T10:54:35Z,4272084775,212,6.3,4272084769,56,Center,4272084765,155,,4272084773,141,61.1,4272084777,213,0.4,4272084771,140,76.2,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673909,20,1,1,1,9,djz9e25b9zuiu5rmv1zha3i6f,1,19.6,35.4,2023-05-13T10:03:18.737Z,2023-05-13T10:03:21Z,4272084813,141,15.0,4272084809,56,Back,4272084815,212,17.7,4272084811,140,30.1,4272084817,213,5.4,4272084807,3,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673935,21,1,1,1,11,djz9e25b9zuiu5rmv1zha3i6f,0,30.1,15,2023-05-13T10:03:20.992Z,2023-05-13T10:03:26Z,4272084953,157,,4272084959,141,39.8,4272084955,56,Back,4272084963,213,0.8,4272084965,1,,4272084961,212,23.4,4272084957,140,45.6,,,,ent5lfgq42d5ngi3ebyy7p1w5,Matilde Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673927,13,44,1,1,13,7mk4va7b2p6tnv2xjxcgjy8h6,1,55.3,63.2,2023-05-13T10:03:23.046Z,2023-05-13T10:03:25Z,4272084909,56,Center,4272084993,233,22,4272084911,286,,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673937,22,44,1,1,13,djz9e25b9zuiu5rmv1zha3i6f,0,44.7,36.8,2023-05-13T10:03:23.047Z,2023-05-13T10:03:31Z,4272085013,233,13,4272084975,285,,4272084973,56,Back,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673943,14,1,1,1,13,7mk4va7b2p6tnv2xjxcgjy8h6,1,56.3,66.1,2023-05-13T10:03:23.239Z,2023-05-13T10:03:26Z,4272084997,3,,4272085007,213,6.2,4272085001,140,62.2,4272085005,212,6.2,4272084999,56,Center,4272085003,141,65.7,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673963,15,1,1,1,16,7mk4va7b2p6tnv2xjxcgjy8h6,1,60.9,66.1,2023-05-13T10:03:26.550Z,2023-05-13T10:03:30Z,4272085129,56,Left,4272085133,141,85.0,4272085135,212,12.9,4272085131,140,59.5,4272085137,213,1.7,,,,,,,,,,7dlyawb4x2lr5gjcz5b1y5ivp,Fátima Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673971,16,1,1,1,20,7mk4va7b2p6tnv2xjxcgjy8h6,1,56.5,89.1,2023-05-13T10:03:30.438Z,2023-05-13T10:03:32Z,4272085197,212,34.4,4272085201,1,,4272085191,56,Back,4272085195,141,70.9,4272085199,213,3.5,4272085193,140,25.9,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547673983,17,1,1,1,22,7mk4va7b2p6tnv2xjxcgjy8h6,1,24.6,71.1,2023-05-13T10:03:32.278Z,2023-05-13T10:03:36Z,4272085271,141,54.8,4272085269,140,13.9,4272085267,56,Back,4272085273,212,15.8,4272085275,213,3.9,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674001,18,1,1,1,26,7mk4va7b2p6tnv2xjxcgjy8h6,0,15.8,42.7,2023-05-13T10:03:36.151Z,2023-05-13T10:03:42Z,4272085427,155,,4272085431,140,85.4,4272085437,213,6.2,4272085433,141,36.1,4272085439,1,,4272085435,212,73.2,4272085429,56,Center,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674005,23,52,1,1,33,djz9e25b9zuiu5rmv1zha3i6f,1,13.5,74.5,2023-05-13T10:03:42.818Z,2023-05-13T10:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674123,24,1,1,1,52,djz9e25b9zuiu5rmv1zha3i6f,0,14.9,50.3,2023-05-13T10:04:01.874Z,2023-05-13T10:04:05Z,4272086121,213,0.5,4272086115,140,65.5,4272086119,212,59.1,4272086113,56,Left,4272086117,141,88.4,4272086111,199,,4272086123,1,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674133,19,1,1,1,56,7mk4va7b2p6tnv2xjxcgjy8h6,0,38.5,29.2,2023-05-13T10:04:06.230Z,2023-05-13T10:04:07Z,4272086153,213,6.3,4272086143,3,,4272086149,141,27.9,4272086145,56,Center,4272086151,212,27.9,4272086147,140,65.1,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674155,25,1,1,1,58,djz9e25b9zuiu5rmv1zha3i6f,0,44.1,82.3,2023-05-13T10:04:08.338Z,2023-05-13T10:04:11Z,4272086287,141,70.9,4272086293,1,,4272086281,157,,4272086285,140,66.7,4272086289,212,25.0,4272086291,213,6.0,4272086283,56,Center,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674173,20,44,1,2,1,7mk4va7b2p6tnv2xjxcgjy8h6,1,35.4,31.6,2023-05-13T10:04:11.218Z,2023-05-13T10:04:14Z,4272086371,56,Back,4272086373,285,,4272086379,233,26,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674157,26,44,1,2,1,djz9e25b9zuiu5rmv1zha3i6f,0,64.6,68.4,2023-05-13T10:04:11.219Z,2023-05-13T10:04:14Z,4272086301,56,Center,4272086387,233,20,4272086303,286,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674183,21,1,1,2,3,7mk4va7b2p6tnv2xjxcgjy8h6,1,37.6,34.2,2023-05-13T10:04:13.655Z,2023-05-13T10:04:15Z,4272086423,56,Center,4272086425,140,53.1,4272086429,212,16.7,4272086431,213,0.2,4272086421,3,,4272086427,141,39.5,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674213,22,1,1,2,5,7mk4va7b2p6tnv2xjxcgjy8h6,0,53.1,39.5,2023-05-13T10:04:15.160Z,2023-05-13T10:04:41Z,4272086623,3,,4272086629,141,53.6,4272086631,212,9.6,4272086625,56,Center,4272086633,213,1.5,4272086627,140,53.3,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674197,27,49,1,2,8,djz9e25b9zuiu5rmv1zha3i6f,1,47.7,33,2023-05-13T10:04:17.794Z,2023-05-13T10:04:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674209,28,50,1,2,10,djz9e25b9zuiu5rmv1zha3i6f,1,52.6,30.6,2023-05-13T10:04:20.354Z,2023-05-13T10:04:24Z,4272086603,286,,4272086733,233,23,4272086601,56,Center,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674221,23,7,1,2,10,7mk4va7b2p6tnv2xjxcgjy8h6,1,47.4,69.4,2023-05-13T10:04:20.355Z,2023-05-13T10:59:10Z,4272086693,285,,4272086691,56,Back,4272086713,233,28,,,,,,,,,,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674225,24,49,1,2,13,7mk4va7b2p6tnv2xjxcgjy8h6,1,33.4,87.8,2023-05-13T10:04:23.543Z,2023-05-13T10:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674239,25,1,1,2,13,7mk4va7b2p6tnv2xjxcgjy8h6,0,33.4,87.7,2023-05-13T10:04:23.688Z,2023-05-13T10:04:25Z,4272086783,140,39.2,4272086789,213,5.3,4272086785,141,75.0,4272086781,56,Back,4272086787,212,10.6,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674241,29,49,1,2,17,djz9e25b9zuiu5rmv1zha3i6f,1,54.4,40.4,2023-05-13T10:04:26.867Z,2023-05-13T10:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674257,30,1,1,2,17,djz9e25b9zuiu5rmv1zha3i6f,1,54.4,40.4,2023-05-13T10:04:27.140Z,2023-05-13T10:04:29Z,4272086863,140,40.5,4272086871,212,14.8,4272086875,213,3.0,4272086867,141,44.3,4272086861,56,Back,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547674261,31,50,1,2,18,djz9e25b9zuiu5rmv1zha3i6f,1,42.9,44,2023-05-13T10:04:28.326Z,2023-05-13T10:04:30Z,4272086897,286,,4272086895,56,Back,4272086935,233,26,,,,,,,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
