id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2492018773,11,1,1,0,22,e7p3lxg97gac51s71hotzi0a5,1,23.5,64.8,2022-12-17T11:00:33.477Z,2022-12-17T11:00:35Z,3949616871,213,4.6,3949616865,140,20.3,3949616867,141,26.6,3949616869,212,26.2,3949616863,56,Back,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018793,12,1,1,0,24,e7p3lxg97gac51s71hotzi0a5,1,20.3,26.6,2022-12-17T11:00:35.413Z,2022-12-17T11:00:38Z,3949616953,140,7.6,3949616959,213,2.2,3949616957,212,21.2,3949616951,56,Back,3949616955,141,50.9,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018797,13,1,1,0,27,e7p3lxg97gac51s71hotzi0a5,0,7.8,49.9,2022-12-17T11:00:38.598Z,2022-12-17T11:00:40Z,3949616987,140,40.3,3949616991,212,34.2,3949616983,157,,3949616995,1,,3949616989,141,46.4,3949616993,213,6.2,3949616985,56,Back,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018835,3,1,1,0,31,1qoqz1tyay060cj5aha7rt1lp,0,42.4,56.8,2022-12-17T11:00:42.864Z,2022-12-17T11:00:44Z,3949617127,141,57.4,3949617129,212,3.5,3949617123,56,Back,3949617131,213,0.1,3949617125,140,45.7,3949617121,3,,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018845,4,4,1,0,32,1qoqz1tyay060cj5aha7rt1lp,1,44.4,55.4,2022-12-17T11:00:44.052Z,2022-12-17T11:00:47Z,3949617169,56,Back,3949617173,286,,3949617185,233,14,3949617171,152,,3949617167,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018839,14,4,1,0,32,e7p3lxg97gac51s71hotzi0a5,0,55.6,44.6,2022-12-17T11:00:44.053Z,2022-12-17T11:00:48Z,3949617137,56,Center,3949617135,10,,3949617141,285,,3949617139,152,,3949617191,233,4,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018941,5,1,1,0,53,1qoqz1tyay060cj5aha7rt1lp,1,46.3,66,2022-12-17T11:01:04.191Z,2022-12-17T11:01:09Z,3949617655,213,5.4,3949617651,141,6.4,3949617645,152,,3949617641,5,,3949617649,140,77.9,3949617657,1,,3949617643,155,,3949617647,56,Right,8grsiemkt03k8c1g6am7vnxlh,F. Lara,3949617653,212,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018945,6,3,1,0,58,1qoqz1tyay060cj5aha7rt1lp,0,80.8,7.4,2022-12-17T11:01:09.688Z,2022-12-17T11:01:11Z,3949617669,56,Right,3949617719,233,15,3949617671,286,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018953,15,7,1,0,58,e7p3lxg97gac51s71hotzi0a5,0,19.2,92.6,2022-12-17T11:01:09.689Z,2022-12-17T11:01:11Z,3949617703,56,Back,3949617713,233,6,3949617705,285,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018955,7,43,1,0,59,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-12-17T11:01:10.943Z,2022-12-17T11:01:31Z,3949618089,144,61,3949617711,56,Right,,,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018961,8,61,1,1,3,1qoqz1tyay060cj5aha7rt1lp,0,87,5.6,2022-12-17T11:01:14.385Z,2022-12-17T11:02:58Z,3949617761,56,Right,,,,,,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018989,16,12,1,1,4,e7p3lxg97gac51s71hotzi0a5,1,5.3,97.4,2022-12-17T11:01:16.086Z,2022-12-17T11:01:18Z,3949617873,56,Back,3949617881,213,0.0,3949617879,212,5.8,3949617875,140,10.8,3949617877,141,97.7,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018981,9,1,1,1,5,1qoqz1tyay060cj5aha7rt1lp,0,86.4,10.3,2022-12-17T11:01:16.443Z,2022-12-17T11:03:00Z,3949617827,56,Right,3949617831,141,12.1,3949617835,213,3.0,3949617833,212,8.5,3949617829,140,78.4,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018991,17,61,1,1,7,e7p3lxg97gac51s71hotzi0a5,1,13.1,91.1,2022-12-17T11:01:18.391Z,2022-12-17T11:01:18Z,3949617883,56,Back,,,,,,,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492018997,10,49,1,1,9,1qoqz1tyay060cj5aha7rt1lp,1,72,8,2022-12-17T11:01:20.252Z,2022-12-17T11:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019009,11,1,1,1,9,1qoqz1tyay060cj5aha7rt1lp,1,72,8,2022-12-17T11:01:20.568Z,2022-12-17T11:13:52Z,3949617931,56,Right,3949617935,141,11.7,3949617937,212,4.0,3949617933,140,75.0,3949617939,213,0.7,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019133,15,1,1,1,10,1qoqz1tyay060cj5aha7rt1lp,0,77.6,14.6,2022-12-17T11:01:21.400Z,2022-12-17T11:03:09Z,3949618517,213,4.9,3949618515,212,2.4,3949618511,140,78.0,3949618509,56,Right,3949618513,141,11.1,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019003,18,61,1,1,11,e7p3lxg97gac51s71hotzi0a5,0,15,90,2022-12-17T11:01:22.157Z,2022-12-17T11:13:57Z,3949617915,56,Back,,,,,,,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019019,19,61,1,1,12,e7p3lxg97gac51s71hotzi0a5,1,10.4,88.5,2022-12-17T11:01:23.387Z,2022-12-17T11:01:23Z,3949617977,56,Back,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019027,12,1,1,1,15,1qoqz1tyay060cj5aha7rt1lp,0,96.6,7.8,2022-12-17T11:01:26.146Z,2022-12-17T11:01:27Z,3949617995,2,,3949618005,212,15.9,3949618001,140,96.0,3949618003,141,31.2,3949617999,56,Center,3949618007,213,1.6,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019037,20,12,1,1,17,e7p3lxg97gac51s71hotzi0a5,1,7.5,69.6,2022-12-17T11:01:28.756Z,2022-12-17T11:07:31Z,3949618067,213,0.8,3949618065,212,13.0,3949618061,140,16.2,3949618063,141,83.3,3949618059,56,Back,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019049,24,49,1,1,17,e7p3lxg97gac51s71hotzi0a5,1,37.3,83.3,2022-12-17T11:01:28.997Z,2022-12-17T11:11:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019039,21,1,1,1,18,e7p3lxg97gac51s71hotzi0a5,1,12.8,65.8,2022-12-17T11:01:29.877Z,2022-12-17T11:51:00Z,3949625109,141,83.1,3949625111,212,14.7,3949625105,56,Back,3949625107,140,21.2,3949625113,213,0.9,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019047,23,1,1,1,20,e7p3lxg97gac51s71hotzi0a5,1,28.3,83.6,2022-12-17T11:01:31.813Z,2022-12-17T11:01:33Z,3949618095,140,37.3,3949618101,213,6.3,3949618097,141,83.3,3949618099,212,9.5,3949618093,56,Back,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019059,25,1,1,1,21,e7p3lxg97gac51s71hotzi0a5,0,37.3,83.3,2022-12-17T11:01:33.044Z,2022-12-17T11:12:33Z,3949618143,141,92.1,3949618147,213,2.7,3949618139,56,Back,3949618141,140,25.1,3949631687,156,,3949618145,212,14.1,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019063,13,49,1,1,24,1qoqz1tyay060cj5aha7rt1lp,1,74.4,6.8,2022-12-17T11:01:35.571Z,2022-12-17T11:01:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019073,14,1,1,1,26,1qoqz1tyay060cj5aha7rt1lp,0,78.6,5,2022-12-17T11:01:37.384Z,2022-12-17T11:01:40Z,3949618199,212,30.3,3949618193,56,Center,3949618197,141,42.6,3949618189,2,,3949618195,140,94.1,3949618201,213,1.0,3949618191,155,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019087,26,52,1,1,31,e7p3lxg97gac51s71hotzi0a5,1,7.3,60.3,2022-12-17T11:01:42.757Z,2022-12-17T11:01:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019111,27,1,1,1,39,e7p3lxg97gac51s71hotzi0a5,1,11.2,58.2,2022-12-17T11:01:50.326Z,2022-12-17T11:01:54Z,3949618397,123,,3949618401,140,25.3,3949618405,212,15.4,3949618399,56,Back,3949618403,141,52.2,3949618407,213,6.0,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019129,28,1,1,1,43,e7p3lxg97gac51s71hotzi0a5,1,24.1,44,2022-12-17T11:01:54.580Z,2022-12-17T11:01:58Z,3949618495,213,4.1,3949618489,140,15.0,3949618491,141,24.1,3949618487,56,Back,3949618493,212,16.6,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019137,29,1,1,1,46,e7p3lxg97gac51s71hotzi0a5,0,16.2,22.6,2022-12-17T11:01:58.053Z,2022-12-17T11:02:01Z,3949618541,212,46.1,3949618545,1,,3949618537,140,59.5,3949618533,155,,3949618539,141,11.3,3949618535,56,Right,3949618543,213,6.1,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019141,16,8,1,1,51,1qoqz1tyay060cj5aha7rt1lp,1,34,86.2,2022-12-17T11:02:02.530Z,2022-12-17T11:02:03Z,3949618553,56,Back,3949618557,15,,,,,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019159,30,5,1,1,53,e7p3lxg97gac51s71hotzi0a5,1,75.8,-0.8,2022-12-17T11:02:04.089Z,2022-12-17T11:55:38Z,3949683665,233,365,3949618673,56,Right,3949618675,347,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492031511,365,5,1,1,53,1qoqz1tyay060cj5aha7rt1lp,0,24.2,100.8,2022-12-17T11:02:04.089Z,2022-12-17T11:53:30Z,3949683723,233,30,3949683617,56,Back,3949683619,347,,,,,,,,,,,,,,,,,8grsiemkt03k8c1g6am7vnxlh,F. Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019169,31,1,1,2,2,e7p3lxg97gac51s71hotzi0a5,1,65.3,0,2022-12-17T11:02:13.525Z,2022-12-17T11:02:32Z,3949618713,140,74.4,3949618719,213,0.6,3949618717,212,11.8,3949618709,107,,3949618711,56,Right,3949618715,141,8.9,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019171,32,1,1,2,4,e7p3lxg97gac51s71hotzi0a5,1,74.2,8.9,2022-12-17T11:02:15.700Z,2022-12-17T11:02:16Z,3949618731,213,3.9,3949618725,140,72.1,3949618727,141,6.1,3949618735,156,,3949618729,212,2.9,3949618723,56,Right,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019187,17,45,1,2,7,1qoqz1tyay060cj5aha7rt1lp,0,23.8,95.8,2022-12-17T11:02:18.692Z,2022-12-17T11:02:20Z,3949618821,233,33,3949618793,285,,3949618791,56,Back,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019185,33,3,1,2,7,e7p3lxg97gac51s71hotzi0a5,1,76.2,4.2,2022-12-17T11:02:18.692Z,2022-12-17T11:02:20Z,3949618803,233,17,3949618789,286,,3949618787,56,Right,,,,,,,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019189,34,61,1,2,8,e7p3lxg97gac51s71hotzi0a5,0,73,3.8,2022-12-17T11:02:19.748Z,2022-12-17T11:02:20Z,3949618795,56,Right,,,,,,,,,,,,,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019195,18,49,1,2,9,1qoqz1tyay060cj5aha7rt1lp,1,21.1,88.7,2022-12-17T11:02:20.640Z,2022-12-17T11:03:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4kqwr8xb2ydw2v32thgb5sk5w,Bicho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019271,19,12,1,2,10,1qoqz1tyay060cj5aha7rt1lp,1,21.1,88.7,2022-12-17T11:02:21.186Z,2022-12-17T11:03:39Z,3949619127,212,45.5,3949619125,141,93.6,3949619121,56,Left,3949619129,213,0.1,3949619123,140,64.3,,,,,,,,,,4kqwr8xb2ydw2v32thgb5sk5w,Bicho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019213,35,49,1,2,12,e7p3lxg97gac51s71hotzi0a5,1,37.6,7.7,2022-12-17T11:02:23.524Z,2022-12-17T11:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019241,36,1,1,2,12,e7p3lxg97gac51s71hotzi0a5,1,37.6,7.7,2022-12-17T11:02:23.588Z,2022-12-17T11:02:32Z,3949618981,140,14.0,3949618985,212,29.5,3949618979,56,Back,3949618987,213,2.6,3949618983,141,31.3,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019253,37,1,1,2,22,e7p3lxg97gac51s71hotzi0a5,1,11.8,31.1,2022-12-17T11:02:33.796Z,2022-12-17T11:02:35Z,3949619043,212,21.6,3949619039,140,26.5,3949619037,56,Back,3949619045,213,5.5,3949619041,141,8.8,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019269,38,1,1,2,24,e7p3lxg97gac51s71hotzi0a5,0,26.5,8.9,2022-12-17T11:02:35.285Z,2022-12-17T11:02:37Z,3949619119,1,,3949619107,155,,3949619113,141,15.2,3949619115,212,38.1,3949619117,213,0.1,3949619111,140,62.6,3949619109,56,Right,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019291,39,61,1,2,25,e7p3lxg97gac51s71hotzi0a5,1,65.1,34.9,2022-12-17T11:02:36.621Z,2022-12-17T11:54:15Z,3949619223,56,Center,,,,,,,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019293,20,1,1,2,27,1qoqz1tyay060cj5aha7rt1lp,1,35.6,74.2,2022-12-17T11:02:38.341Z,2022-12-17T11:03:41Z,3949619233,212,7.9,3949619229,140,43.0,3949619227,56,Back,3949619225,3,,3949619231,141,72.5,3949619235,213,6.1,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492019295,21,49,1,2,30,1qoqz1tyay060cj5aha7rt1lp,1,42.4,72.1,2022-12-17T11:02:41.623Z,2022-12-17T11:02:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4kqwr8xb2ydw2v32thgb5sk5w,Bicho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
