id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,assist
2551473503,6,49,1,0,14,1qoqz1tyay060cj5aha7rt1lp,1,48.2,8.3,2023-05-20T10:00:31.862Z,2023-05-20T10:00:32Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473517,7,1,1,0,15,1qoqz1tyay060cj5aha7rt1lp,1,48.2,8.3,2023-05-20T10:00:32.120Z,2023-05-20T10:00:33Z,4292261765,213,0.0,4292261757,56,Right,4292261755,155,,4292261759,140,74.4,4292261763,212,27.5,4292261761,141,9.1,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473541,8,1,1,0,16,1qoqz1tyay060cj5aha7rt1lp,1,74.8,8.6,2023-05-20T10:00:33.719Z,2023-05-20T10:00:37Z,4292261867,212,9.6,4292261865,141,22.4,4292261861,56,Center,4292261863,140,76.6,4292261869,213,1.4,4292261859,3,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473561,9,1,1,0,20,1qoqz1tyay060cj5aha7rt1lp,1,75.1,18.3,2023-05-20T10:00:37.495Z,2023-05-20T10:00:40Z,4292261987,141,7.6,4292261983,56,Right,4292261989,212,11.3,4292261991,213,3.8,4292261985,140,66.9,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473571,10,1,1,0,23,1qoqz1tyay060cj5aha7rt1lp,0,70.7,7,2023-05-20T10:00:40.870Z,2023-05-20T10:00:42Z,4292262047,212,33.9,4292262041,56,Center,4292262049,213,1.0,4292262043,140,87.5,4292262039,155,,4292262051,1,,4292262037,2,,4292262045,141,49.6,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473583,6,1,1,0,25,1azk57wev30h044w949j46kpu,1,8,49.4,2023-05-20T10:00:42.789Z,2023-05-20T10:00:45Z,4292262135,140,21.8,4292262141,213,5.8,4292262137,141,38.6,4292262131,3,,4292262139,212,16.2,4292262133,56,Back,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473587,7,49,1,0,28,1azk57wev30h044w949j46kpu,1,26.7,43,2023-05-20T10:00:45.637Z,2023-05-20T10:00:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473595,8,1,1,0,28,1azk57wev30h044w949j46kpu,1,26.7,43,2023-05-20T10:00:45.862Z,2023-05-20T10:00:47Z,4292262197,213,3.9,4292262191,140,14.9,4292262193,141,27.2,4292262189,56,Back,4292262195,212,16.4,,,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473607,9,1,1,0,30,1azk57wev30h044w949j46kpu,1,14.9,27.2,2023-05-20T10:00:47.478Z,2023-05-20T10:00:49Z,4292262265,56,Back,4292262281,213,0.5,4292262269,140,35.8,4292262273,141,44.3,4292262263,155,,4292262277,212,24.8,,,,,,,6k6a6v5gifzgjyhng61jn4qju,Amaia Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473611,10,1,1,0,31,1azk57wev30h044w949j46kpu,0,35.8,44.3,2023-05-20T10:00:49.046Z,2023-05-20T10:00:50Z,4292262315,140,43.4,4292262321,213,5.3,4292262313,56,Back,4292262319,212,14.4,4292262311,3,,4292262317,141,26.7,,,,,,,ekctrwv020vt9iuv6jkpfivv9,Nekane Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473617,11,49,1,0,33,1qoqz1tyay060cj5aha7rt1lp,1,47.1,73,2023-05-20T10:00:50.313Z,2023-05-20T10:49:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473697,12,1,1,0,33,1qoqz1tyay060cj5aha7rt1lp,1,47.1,73,2023-05-20T10:00:50.742Z,2023-05-20T10:01:01Z,4292262709,212,37.7,4292262701,56,Back,4292262707,141,72.4,4292262711,213,3.2,4292262705,140,11.2,4292262713,1,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473713,13,1,1,0,44,1qoqz1tyay060cj5aha7rt1lp,1,19.7,66.2,2023-05-20T10:01:01.255Z,2023-05-20T10:01:18Z,4292262821,140,22.7,4292262827,213,1.2,4292262823,141,78.6,4292262819,56,Back,4292262825,212,9.0,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473743,14,1,1,0,47,1qoqz1tyay060cj5aha7rt1lp,1,22.7,78.5,2023-05-20T10:01:05.014Z,2023-05-20T10:50:22Z,4292262975,56,Back,4292262977,140,22.9,4292262981,212,25.6,4292262983,213,4.7,4292262979,141,40.8,,,,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473759,15,1,1,0,53,1qoqz1tyay060cj5aha7rt1lp,0,22.8,36.6,2023-05-20T10:01:10.310Z,2023-05-20T10:50:20Z,4292263055,141,39.1,4292263049,155,,4292263061,1,,4292263057,212,44.0,4292263051,56,Center,4292263059,213,0.0,4292263053,140,64.7,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473783,11,1,1,0,55,1azk57wev30h044w949j46kpu,1,19.8,58.9,2023-05-20T10:01:12.374Z,2023-05-20T10:01:14Z,4292263183,213,5.8,4292263181,212,16.7,4292263179,141,47.5,4292263175,56,Back,4292263177,140,33.9,,,,,,,,,,alcmg8hi95r5q7etrck1uyusq,Naroa Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473787,12,49,1,0,57,1azk57wev30h044w949j46kpu,1,46,66.8,2023-05-20T10:01:14.726Z,2023-05-20T10:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473807,13,1,1,0,57,1azk57wev30h044w949j46kpu,0,46,66.8,2023-05-20T10:01:15.109Z,2023-05-20T10:01:19Z,4292263281,1,,4292263275,212,44.6,4292263271,140,87.6,4292263277,213,0.2,4292263273,141,80.1,4292263269,56,Left,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473821,16,49,1,1,3,1qoqz1tyay060cj5aha7rt1lp,1,9.4,14.5,2023-05-20T10:01:20.214Z,2023-05-20T10:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473855,17,1,1,1,3,1qoqz1tyay060cj5aha7rt1lp,0,9.4,14.5,2023-05-20T10:01:21.046Z,2023-05-20T10:01:25Z,4292263455,155,,4292263467,213,6.0,4292263465,212,35.4,4292263457,56,Back,4292263469,1,,4292263461,141,0.0,4292263459,140,41.7,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473895,14,5,1,1,6,1azk57wev30h044w949j46kpu,1,58.3,101.3,2023-05-20T10:01:23.920Z,2023-05-20T10:24:18Z,4292263725,56,Left,4292263729,233,18,4292263727,347,,,,,,,,,,,,,,,,,bpk64d0puoo2xofbb5k4ffuac,Sara Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473857,18,5,1,1,6,1qoqz1tyay060cj5aha7rt1lp,0,41.7,-1.3,2023-05-20T10:01:23.920Z,2023-05-20T10:01:36Z,4292263473,56,Back,4292263475,347,,4292263745,233,14,,,,,,,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473901,15,1,1,1,19,1azk57wev30h044w949j46kpu,1,57.1,100,2023-05-20T10:01:36.117Z,2023-05-20T10:01:38Z,4292263799,212,24.2,4292263793,56,Left,4292263791,107,,4292263801,213,5.6,4292263795,140,75.6,4292263803,1,,4292263797,141,80.6,,,,er787gw0uh9wwlo98tzsc83qh,Eunate Arraiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473905,16,1,1,1,21,1azk57wev30h044w949j46kpu,0,75.8,87.2,2023-05-20T10:01:38.278Z,2023-05-20T10:01:39Z,4292263815,212,10.7,4292263809,56,Left,4292263813,141,84.4,4292263817,213,3.3,4292263811,140,65.8,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473903,19,49,1,1,21,1qoqz1tyay060cj5aha7rt1lp,1,37.7,8.2,2023-05-20T10:01:38.439Z,2023-05-20T10:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473921,20,1,1,1,22,1qoqz1tyay060cj5aha7rt1lp,1,35.6,6.8,2023-05-20T10:01:39.289Z,2023-05-20T10:01:42Z,4292263895,140,31.1,4292263901,213,2.2,4292263897,141,15.9,4292263893,56,Back,4292263899,212,7.8,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473945,21,1,1,1,25,1qoqz1tyay060cj5aha7rt1lp,1,30.8,17.9,2023-05-20T10:01:42.599Z,2023-05-20T10:01:48Z,4292264041,141,43.5,4292264043,212,27.4,4292264039,140,10.7,4292264045,213,2.5,4292264037,56,Back,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473979,22,1,1,1,31,1qoqz1tyay060cj5aha7rt1lp,1,10.1,42.8,2023-05-20T10:01:48.262Z,2023-05-20T10:01:55Z,4292264207,140,19.2,4292264209,141,25.5,4292264213,213,5.4,4292264205,56,Back,4292264211,212,15.2,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473997,23,1,1,1,37,1qoqz1tyay060cj5aha7rt1lp,1,23.2,22.9,2023-05-20T10:01:54.951Z,2023-05-20T10:01:58Z,4292264329,212,30.8,4292264323,56,Back,4292264325,140,21.4,4292264331,213,1.6,4292264327,141,68.1,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474011,24,1,1,1,41,1qoqz1tyay060cj5aha7rt1lp,1,25.9,68.1,2023-05-20T10:01:58.694Z,2023-05-20T10:02:02Z,4292264435,140,42.8,4292264441,213,0.7,4292264439,212,24.1,4292264433,56,Back,4292264437,141,92.1,,,,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474023,25,1,1,1,45,1qoqz1tyay060cj5aha7rt1lp,1,51.9,91.4,2023-05-20T10:02:02.790Z,2023-05-20T10:02:04Z,4292264493,140,60.0,4292264499,213,5.8,4292264491,56,Left,4292264497,212,9.7,4292264495,141,84.5,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474033,17,45,1,1,47,1azk57wev30h044w949j46kpu,0,30.5,19.7,2023-05-20T10:02:04.534Z,2023-05-20T10:02:08Z,4292264645,233,26,4292264553,285,,4292264551,56,Back,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474045,26,3,1,1,47,1qoqz1tyay060cj5aha7rt1lp,1,69.5,80.3,2023-05-20T10:02:04.534Z,2023-05-20T10:02:07Z,4292264623,286,,4292264629,233,17,4292264621,56,Left,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474051,27,1,1,1,50,1qoqz1tyay060cj5aha7rt1lp,0,74,91.2,2023-05-20T10:02:07.542Z,2023-05-20T10:02:10Z,4292264663,140,84.3,4292264669,213,5.7,4292264661,56,Left,4292264667,212,13.0,4292264665,141,80.7,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474053,18,8,1,1,52,1azk57wev30h044w949j46kpu,1,13.9,16.1,2023-05-20T10:02:09.782Z,2023-05-20T10:02:10Z,4292264679,56,Back,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474055,19,49,1,1,53,1azk57wev30h044w949j46kpu,1,17.9,17.3,2023-05-20T10:02:10.725Z,2023-05-20T10:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474071,20,4,1,1,57,1azk57wev30h044w949j46kpu,1,18.2,17.2,2023-05-20T10:02:14.357Z,2023-05-20T10:02:15Z,4292264779,265,,4292264805,233,28,4292264773,13,,4292264781,285,,4292264777,152,,4292264775,56,Back,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474073,28,4,1,1,57,1qoqz1tyay060cj5aha7rt1lp,0,81.8,82.8,2023-05-20T10:02:14.358Z,2023-05-20T10:02:16Z,4292264811,233,20,4292264791,13,,4292264793,56,Left,4292264799,286,,4292264797,265,,4292264795,152,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474193,21,1,1,2,20,1azk57wev30h044w949j46kpu,0,15.7,15.9,2023-05-20T10:02:37.958Z,2023-05-20T10:03:58Z,4292267859,189,,4292265471,141,38.5,4292265461,5,,4292265473,212,33.5,4292265463,155,,4292265469,140,44.0,4292265475,213,0.5,4292265465,152,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,4292265477,1,4292265467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474221,22,1,1,2,24,1azk57wev30h044w949j46kpu,1,33.9,63.1,2023-05-20T10:02:41.701Z,2023-05-20T10:02:43Z,4292265601,140,51.1,4292265599,56,Center,4292265607,213,5.8,4292265603,141,48.3,4292265605,212,20.7,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474227,23,44,1,2,24,1azk57wev30h044w949j46kpu,1,55.7,52.8,2023-05-20T10:02:41.925Z,2023-05-20T10:02:43Z,4292265639,56,Center,4292265643,233,29,4292265641,286,,,,,,,,,,,,,,,,,ekctrwv020vt9iuv6jkpfivv9,Nekane Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474205,29,44,1,2,24,1qoqz1tyay060cj5aha7rt1lp,0,44.3,47.2,2023-05-20T10:02:41.926Z,2023-05-20T10:50:47Z,4292265539,56,Back,4292265541,285,,4292265657,233,23,,,,,,,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474233,24,1,1,2,26,1azk57wev30h044w949j46kpu,0,51.1,48.3,2023-05-20T10:02:43.205Z,2023-05-20T10:02:44Z,4292265675,3,,4292265687,213,0.9,4292265685,212,23.6,4292265677,168,,4292265683,141,74.6,4292265681,140,65.8,4292265679,56,Center,,,,ekctrwv020vt9iuv6jkpfivv9,Nekane Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474235,30,8,1,2,27,1qoqz1tyay060cj5aha7rt1lp,1,30,15.5,2023-05-20T10:02:44.837Z,2023-05-20T10:50:50Z,4292265689,56,Back,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474259,25,3,1,2,30,1azk57wev30h044w949j46kpu,0,71.3,91.6,2023-05-20T10:02:47.428Z,2023-05-20T10:02:50Z,4292265839,233,31,4292265799,286,,4292265797,56,Left,,,,,,,,,,,,,,,,bpk64d0puoo2xofbb5k4ffuac,Sara Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474263,31,7,1,2,30,1qoqz1tyay060cj5aha7rt1lp,1,28.7,8.4,2023-05-20T10:02:47.429Z,2023-05-20T10:02:49Z,4292265819,285,,4292265817,56,Back,4292265823,233,25,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474265,32,49,1,2,31,1qoqz1tyay060cj5aha7rt1lp,1,29.5,16.4,2023-05-20T10:02:48.918Z,2023-05-20T10:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474289,33,1,1,2,33,1qoqz1tyay060cj5aha7rt1lp,1,33.9,15.2,2023-05-20T10:02:50.598Z,2023-05-20T10:02:53Z,4292265941,140,25.1,4292265947,213,2.6,4292265943,141,23.7,4292265939,56,Back,4292265945,212,10.9,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
