id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,keyPass,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2515991853,6,1,1,0,36,bxlqcsb8ylen7lng9qy50eoq5,0,66.1,37.9,2023-03-05T15:04:00.631Z,2023-03-05T15:04:02Z,4075877763,141,48.7,4075877761,140,81.6,4075877759,56,Center,4075877765,212,17.9,4075877767,213,0.4,,,,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991881,10,8,1,0,38,9ns699xp353c84r1g6epazycl,1,22,51.8,2023-03-05T15:04:02.662Z,2023-03-05T15:04:02Z,4075877883,56,Back,,,,,,,,,,,,,,,,,,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991911,7,3,1,0,39,bxlqcsb8ylen7lng9qy50eoq5,0,78.1,42.7,2023-03-05T15:04:03.655Z,2023-03-05T15:04:04Z,4075878045,211,,4075878015,286,,4075878013,56,Center,,,,,,,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991957,11,12,1,0,40,9ns699xp353c84r1g6epazycl,1,18.2,45.6,2023-03-05T15:04:05.303Z,2023-03-05T15:04:28Z,4075878277,212,5.9,4075878273,140,19.1,4075878271,56,Back,4075878275,141,54.2,4075878279,213,1.4,,,,,,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991961,12,61,1,0,43,9ns699xp353c84r1g6epazycl,1,18.4,56.1,2023-03-05T15:04:07.911Z,2023-03-05T15:04:14Z,4075878299,56,Back,,,,,,,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515992039,8,16,1,0,43,bxlqcsb8ylen7lng9qy50eoq5,1,83.8,55.9,2023-03-05T15:04:08.128Z,2023-03-05T15:04:58Z,4075880649,374,2023-03-05 15:04:07.079,4075883463,231,50.4,4075883459,458,,4075883455,103,2.5,4075883451,76,,4075880641,20,,4075880657,375,00:42.483,4075883461,230,99.1,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,4075883453,102,54.5,4075880643,17,4075878727,56,Center,4075878723,22,4075883457,328,,,,,,,,,,,,,,,,,,,,,
2515992999,13,1,1,1,31,9ns699xp353c84r1g6epazycl,1,50.1,50,2023-03-05T15:04:55.718Z,2023-03-05T15:05:00Z,4075883665,213,3.1,4075883657,56,Back,4075883661,141,50.4,4075883663,212,16.8,4075883659,140,34.1,4075883683,189,,4075883667,279,G,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993017,14,1,1,1,36,9ns699xp353c84r1g6epazycl,1,34.1,50.4,2023-03-05T15:05:01.079Z,2023-03-05T15:05:01Z,4075883777,213,3.7,4075883769,56,Back,4075883775,212,15.4,4075883773,141,38.6,4075883771,140,21.6,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993093,15,1,1,1,37,9ns699xp353c84r1g6epazycl,1,21.6,38.6,2023-03-05T15:05:02.055Z,2023-03-05T15:05:05Z,4075884167,140,22.7,4075884173,213,1.5,4075884171,212,17.0,4075884165,56,Back,4075884169,141,63.5,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993193,16,1,1,1,41,9ns699xp353c84r1g6epazycl,1,36.3,70.1,2023-03-05T15:05:05.814Z,2023-03-05T15:05:10Z,4075884697,56,Left,4075884701,141,97.2,4075884703,212,26.5,4075884705,213,0.8,4075884699,140,54.5,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993299,17,1,1,1,46,9ns699xp353c84r1g6epazycl,1,48,77.4,2023-03-05T15:05:10.694Z,2023-03-05T15:05:14Z,4075885285,140,67.2,4075885289,212,20.5,4075885291,213,0.2,4075885287,141,82.8,4075885283,56,Left,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993377,18,1,1,1,50,9ns699xp353c84r1g6epazycl,1,68.9,91.7,2023-03-05T15:05:14.806Z,2023-03-05T15:05:17Z,4075885687,56,Left,4075885695,213,0.3,4075885693,212,11.6,4075885691,141,96.6,4075885689,140,79.5,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993397,19,1,1,1,53,9ns699xp353c84r1g6epazycl,1,74.5,87.2,2023-03-05T15:05:18.246Z,2023-03-05T15:05:41Z,4075885777,56,Left,4075885787,213,1.6,4075885785,212,7.1,4075885781,140,74.2,4075885783,141,97.7,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993439,20,1,1,1,54,9ns699xp353c84r1g6epazycl,1,73.9,95.2,2023-03-05T15:05:18.902Z,2023-03-05T15:05:40Z,4075885979,140,90.2,4075885985,213,0.1,4075885977,56,Left,4075885981,141,97.7,4075885983,212,17.2,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993451,21,1,1,1,56,9ns699xp353c84r1g6epazycl,0,85.2,96,2023-03-05T15:05:21.254Z,2023-03-05T15:05:38Z,4075886031,213,3.7,4075886027,141,88.4,4075886023,56,Left,4075886029,212,9.8,4075886025,140,77.3,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993501,9,49,1,1,58,bxlqcsb8ylen7lng9qy50eoq5,1,23.8,15.9,2023-03-05T15:05:23.288Z,2023-03-05T15:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993513,10,1,1,1,59,bxlqcsb8ylen7lng9qy50eoq5,0,24.8,9.4,2023-03-05T15:05:23.799Z,2023-03-05T15:05:26Z,4075886315,56,Back,4075886319,141,8.3,4075886323,213,6.1,4075886321,212,4.9,4075886317,140,29.4,4075886427,286,,4075886423,233,22,4075886421,236,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993521,22,74,1,1,59,9ns699xp353c84r1g6epazycl,1,73.6,96,2023-03-05T15:05:23.800Z,2023-03-05T15:05:26Z,4075886477,233,10,4075886351,56,Left,4075886355,285,,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993617,11,4,1,2,4,bxlqcsb8ylen7lng9qy50eoq5,1,24.2,11.4,2023-03-05T15:05:28.934Z,2023-03-05T15:35:16Z,4075886899,285,,4075886931,233,23,4075886895,152,,4075886891,13,,4075886893,56,Back,4075886897,265,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515993623,23,4,1,2,4,9ns699xp353c84r1g6epazycl,0,75.8,88.6,2023-03-05T15:05:28.935Z,2023-03-05T15:35:16Z,4075886977,233,11,4075886919,265,,4075886915,56,Left,4075886921,286,,4075886917,152,,4075886913,13,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994055,12,1,1,2,25,bxlqcsb8ylen7lng9qy50eoq5,0,32.1,7.6,2023-03-05T15:05:50.055Z,2023-03-05T15:05:53Z,4075889157,141,13.8,4075889151,152,,4075889153,56,Right,4075889155,140,64.8,4075889149,155,,4075889163,1,,4075889161,213,0.1,4075889145,5,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,4075889159,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994091,24,8,1,2,28,9ns699xp353c84r1g6epazycl,1,36.3,83.3,2023-03-05T15:05:53.207Z,2023-03-05T15:05:52Z,4075889343,56,Back,,,,,,,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994171,25,1,1,2,30,9ns699xp353c84r1g6epazycl,1,31.2,55.8,2023-03-05T15:05:55.350Z,2023-03-05T15:06:27Z,4075889715,212,7.2,4075889707,3,,4075889713,141,65.7,4075889711,140,33.6,4075889717,213,1.2,4075889709,56,Back,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994173,26,49,1,2,31,9ns699xp353c84r1g6epazycl,1,33.6,65.6,2023-03-05T15:05:56.071Z,2023-03-05T15:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994213,27,1,1,2,32,9ns699xp353c84r1g6epazycl,1,25.4,59.4,2023-03-05T15:05:57.544Z,2023-03-05T15:05:57Z,4075889895,141,44.6,4075889899,213,5.4,4075889897,212,13.3,4075889893,140,33.7,4075889891,56,Back,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994249,28,1,1,2,33,9ns699xp353c84r1g6epazycl,1,33.7,44.6,2023-03-05T15:05:58.406Z,2023-03-05T15:06:29Z,4075890055,141,92.7,4075890059,213,1.7,4075890061,1,,4075890051,56,Back,4075890053,140,30.1,4075890057,212,32.9,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994305,29,1,1,2,37,9ns699xp353c84r1g6epazycl,1,35.3,92.7,2023-03-05T15:06:01.798Z,2023-03-05T15:06:03Z,4075890347,213,3.8,4075890345,212,20.1,4075890343,141,74.7,4075890339,56,Back,4075890341,140,20.1,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994395,30,1,1,2,38,9ns699xp353c84r1g6epazycl,1,24,68.7,2023-03-05T15:06:03.462Z,2023-03-05T15:06:07Z,4075890885,212,20.5,4075890879,56,Back,4075890883,141,38.9,4075890881,140,21.3,4075890887,213,4.6,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994499,31,1,1,2,43,9ns699xp353c84r1g6epazycl,1,22.8,35.3,2023-03-05T15:06:07.734Z,2023-03-05T15:06:12Z,4075891485,56,Back,4075891493,213,2.5,4075891491,212,19.8,4075891489,141,51.9,4075891487,140,7.3,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994579,32,1,1,2,47,9ns699xp353c84r1g6epazycl,1,7.3,51.9,2023-03-05T15:06:12.550Z,2023-03-05T15:06:15Z,4075891907,140,15.1,4075891913,213,1.0,4075891911,212,15.5,4075891905,56,Back,4075891909,141,71.3,,,,,,,,,,b21lh284pf59feun9ktzfmc8a,L. Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994583,33,4,1,2,50,9ns699xp353c84r1g6epazycl,1,16.2,72.9,2023-03-05T15:06:14.903Z,2023-03-05T15:06:19Z,4075891945,152,,4075891949,265,,4075891937,13,,4075891967,233,13,4075891941,56,Back,4075891951,285,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994573,13,4,1,2,50,bxlqcsb8ylen7lng9qy50eoq5,0,83.8,27.1,2023-03-05T15:06:14.904Z,2023-03-05T15:06:19Z,4075891875,286,,4075891867,152,,4075892283,233,33,4075891871,265,,4075891859,13,,4075891863,56,Center,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515994939,34,1,1,3,9,9ns699xp353c84r1g6epazycl,1,22,74,2023-03-05T15:06:33.701Z,2023-03-05T15:06:35Z,4075893847,212,22.3,4075893837,5,,4075893845,141,54.6,4075893849,213,3.8,4075893843,140,4.9,4075893841,56,Back,4075893839,152,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995055,35,1,1,3,10,9ns699xp353c84r1g6epazycl,1,4.8,54.6,2023-03-05T15:06:35.446Z,2023-03-05T15:06:41Z,4075894525,141,72.8,4075894529,213,0.8,4075894523,140,15.2,4075894521,56,Back,4075894527,212,16.5,,,,,,,,,,b21lh284pf59feun9ktzfmc8a,L. Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995135,36,1,1,3,17,9ns699xp353c84r1g6epazycl,1,35.3,68.1,2023-03-05T15:06:42.070Z,2023-03-05T15:06:45Z,4075894955,1,,4075894945,141,77.1,4075894947,212,32.7,4075894951,213,0.2,4075894943,140,65.9,4075894941,56,Center,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995153,37,61,1,3,19,9ns699xp353c84r1g6epazycl,0,62.5,92.4,2023-03-05T15:06:44.438Z,2023-03-05T16:03:47Z,4075895029,56,Left,,,,,,,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995143,14,43,1,3,19,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-03-05T15:06:44.439Z,2023-03-05T15:06:56Z,4075896083,144,4,4075894985,294,0,4075895475,233,37,4075895025,152,0,4075895703,286,0,4075895023,56,Back,4075894983,13,0,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995397,15,5,1,3,33,bxlqcsb8ylen7lng9qy50eoq5,1,38.8,-0.8,2023-03-05T15:06:58.423Z,2023-03-05T15:07:02Z,4075896327,56,Back,4075896631,233,38,4075896329,347,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995439,38,5,1,3,33,9ns699xp353c84r1g6epazycl,0,61.2,100.8,2023-03-05T15:06:58.423Z,2023-03-05T15:15:57Z,4075896525,56,Left,4075896651,233,15,4075896527,347,,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995649,16,1,1,3,42,bxlqcsb8ylen7lng9qy50eoq5,1,47.3,0,2023-03-05T15:07:06.966Z,2023-03-05T15:07:10Z,4075897595,1,,4075897583,107,,4075897587,140,67.7,4075897589,141,9.7,4075897591,212,22.7,4075897593,213,0.3,4075897585,56,Right,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995671,17,1,1,3,46,bxlqcsb8ylen7lng9qy50eoq5,1,67.7,9.7,2023-03-05T15:07:10.631Z,2023-03-05T15:07:11Z,4075897711,140,67.6,4075897713,141,2.9,4075897715,212,4.6,4075897709,56,Right,4075897717,213,4.7,,,,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995699,18,1,1,3,47,bxlqcsb8ylen7lng9qy50eoq5,1,67.6,2.9,2023-03-05T15:07:11.702Z,2023-03-05T15:07:13Z,4075897849,141,3.2,4075897845,56,Right,4075897853,213,3.1,4075897851,212,12.9,4075897847,140,55.3,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995741,19,1,1,3,48,bxlqcsb8ylen7lng9qy50eoq5,0,57,3.7,2023-03-05T15:07:13.079Z,2023-03-05T15:07:16Z,4075898065,213,0.8,4075898061,141,18.8,4075898063,212,13.7,4075898059,140,65.6,4075898115,195,,4075898057,56,Right,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515995815,20,1,1,3,51,bxlqcsb8ylen7lng9qy50eoq5,0,55.1,20.6,2023-03-05T15:07:16.215Z,2023-03-05T15:07:18Z,4075898451,213,0.0,4075898443,56,Right,4075898449,212,12.1,4075898445,140,66.6,4075898447,141,21.0,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
